lipid,Class,Sample,Sum_Intensity,Brain_Region
omega-linoleoyloxy-Cer(d18:1/31:0),Cer,FAD185_M3,5839.040412902832,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,DOD94_F4,941581.4716796875,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD189_M2,1813547.3071289062,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD189_M3,1291133.0513916016,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD184_F3,633992.0649414062,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD185_M1,1338339.546081543,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,DOD94_F3,726197.9719238281,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD185_M4,2223021.0369873047,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD189_M1,4230597.729003906,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD184_F4,1116052.7512207031,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,DOD93_F4,662355.1655273438,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,Blank_Blank,284358.01806640625,All
[TG(49:8)|TG(48:1)]_FA18:0,TAG,FAD185_M3,3144713.600463867,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,DOD94_F4,3956209.5490722656,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD189_M2,16486295.463378906,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD189_M3,9855978.385986328,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD184_F3,2809159.455078125,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD185_M1,9184455.727172852,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,DOD94_F3,2567453.1411132812,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD185_M4,4324338.708496094,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD189_M1,10215856.612792969,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD184_F4,5546347.467041016,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,DOD93_F4,5323787.204589844,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,Blank_Blank,521035.55664062494,All
[TG(54:9)|TG(53:2)]_FA18:2,TAG,FAD185_M3,5489483.41796875,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,DOD94_F4,521497.9347229004,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD189_M2,1080847.5585632324,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD189_M3,722511.7320098877,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD184_F3,559839.2183227539,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD185_M1,673307.0663146973,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,DOD94_F3,404976.01013183594,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD185_M4,752991.1502685547,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD189_M1,1567477.5176391602,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD184_F4,352701.00465393066,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,DOD93_F4,487077.635345459,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,Blank_Blank,147795.13006591797,All
[TG(55:8)|TG(54:1)]_FA22:5,TAG,FAD185_M3,1323534.4514770508,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,DOD94_F4,671648.5885314941,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD189_M2,1238920.0607299805,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD189_M3,669880.8422851562,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD184_F3,639889.2297363281,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD185_M1,1571224.6486816406,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,DOD94_F3,627916.0244750977,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD185_M4,800853.8350830078,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD189_M1,1378968.9939575195,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD184_F4,702847.1310119629,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,DOD93_F4,659608.2491455078,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,Blank_Blank,466979.3142089844,All
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,FAD185_M3,1493703.9762878418,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,DOD94_F4,247873.71839904785,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD189_M2,515594.01525878906,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD189_M3,284767.18031311035,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD184_F3,236713.79640197754,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD185_M1,469868.4931640625,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,DOD94_F3,228307.71755981445,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD185_M4,383175.9066467285,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD189_M1,664396.0256652832,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD184_F4,238602.33721923828,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,DOD93_F4,247663.37768554688,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,Blank_Blank,166146.4903564453,All
[TG(63:13)|TG(62:6)]_FA20:4,TAG,FAD185_M3,652351.8225860596,All
"Cer(d14:2(4E,6E)/16:0)",Cer,DOD94_F4,6864.540523529053,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD189_M2,6459.680465698242,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD189_M3,7006.560493469238,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD184_F3,6375.200469970703,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD185_M1,6652.100479125977,All
"Cer(d14:2(4E,6E)/16:0)",Cer,DOD94_F3,6278.500473022461,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD185_M4,6716.340492248535,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD189_M1,6582.420471191406,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD184_F4,6827.600505828857,All
"Cer(d14:2(4E,6E)/16:0)",Cer,DOD93_F4,6505.4404945373535,All
"Cer(d14:2(4E,6E)/16:0)",Cer,Blank_Blank,7204.960525512695,All
"Cer(d14:2(4E,6E)/16:0)",Cer,FAD185_M3,7026.180496215821,All
Cer(d18:2/20:1),Cer,DOD94_F4,7358.460494995117,All
Cer(d18:2/20:1),Cer,FAD189_M2,7326.060527801515,All
Cer(d18:2/20:1),Cer,FAD189_M3,7896.080589294434,All
Cer(d18:2/20:1),Cer,FAD184_F3,7739.54056930542,All
Cer(d18:2/20:1),Cer,FAD185_M1,7647.5605392456055,All
Cer(d18:2/20:1),Cer,DOD94_F3,6800.220497131348,All
Cer(d18:2/20:1),Cer,FAD185_M4,7577.180519104005,All
Cer(d18:2/20:1),Cer,FAD189_M1,7438.300525665282,All
Cer(d18:2/20:1),Cer,FAD184_F4,7167.12052154541,All
Cer(d18:2/20:1),Cer,DOD93_F4,7582.30055618286,All
Cer(d18:2/20:1),Cer,Blank_Blank,7458.640533447266,All
Cer(d18:2/20:1),Cer,FAD185_M3,7548.700553894043,All
DG(29:1)_C18:1,DAG,DOD94_F4,187546.67338562012,All
DG(29:1)_C18:1,DAG,FAD189_M2,182588.3331565857,All
DG(29:1)_C18:1,DAG,FAD189_M3,181704.69316482544,All
DG(29:1)_C18:1,DAG,FAD184_F3,187598.49382781982,All
DG(29:1)_C18:1,DAG,FAD185_M1,182710.63270950317,All
DG(29:1)_C18:1,DAG,DOD94_F3,179040.8529586792,All
DG(29:1)_C18:1,DAG,FAD185_M4,190644.3937110901,All
DG(29:1)_C18:1,DAG,FAD189_M1,185487.19288253784,All
DG(29:1)_C18:1,DAG,FAD184_F4,188424.15296936035,All
DG(29:1)_C18:1,DAG,DOD93_F4,191887.95335388184,All
DG(29:1)_C18:1,DAG,Blank_Blank,209258.33459472656,All
DG(29:1)_C18:1,DAG,FAD185_M3,187856.03357696533,All
DG(38:3)_C18:1,DAG,DOD94_F4,41455.68286514282,All
DG(38:3)_C18:1,DAG,FAD189_M2,113847.66834259033,All
DG(38:3)_C18:1,DAG,FAD189_M3,113587.72800064087,All
DG(38:3)_C18:1,DAG,FAD184_F3,104304.92713546753,All
DG(38:3)_C18:1,DAG,FAD185_M1,130801.48928070068,All
DG(38:3)_C18:1,DAG,DOD94_F3,14109.660995483398,All
DG(38:3)_C18:1,DAG,FAD185_M4,90131.58616256714,All
DG(38:3)_C18:1,DAG,FAD189_M1,125528.12894439697,All
DG(38:3)_C18:1,DAG,FAD184_F4,109515.22736358643,All
DG(38:3)_C18:1,DAG,DOD93_F4,24291.301727294922,All
DG(38:3)_C18:1,DAG,Blank_Blank,11607.760803222656,All
DG(38:3)_C18:1,DAG,FAD185_M3,130387.06889343262,All
DG(44:4)_C18:1,DAG,DOD94_F4,176314.85219955444,All
DG(44:4)_C18:1,DAG,FAD189_M2,174677.63233184814,All
DG(44:4)_C18:1,DAG,FAD189_M3,186920.69324874878,All
DG(44:4)_C18:1,DAG,FAD184_F3,173528.53169631958,All
DG(44:4)_C18:1,DAG,FAD185_M1,178600.77252197266,All
DG(44:4)_C18:1,DAG,DOD94_F3,169710.21210098267,All
DG(44:4)_C18:1,DAG,FAD185_M4,174019.1928138733,All
DG(44:4)_C18:1,DAG,FAD189_M1,183952.2728996277,All
DG(44:4)_C18:1,DAG,FAD184_F4,175631.13270187378,All
DG(44:4)_C18:1,DAG,DOD93_F4,167820.0319519043,All
DG(44:4)_C18:1,DAG,Blank_Blank,191243.69358825684,All
DG(44:4)_C18:1,DAG,FAD185_M3,184288.13341903687,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,DOD94_F4,5616.060405731201,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD189_M2,5846.860446929932,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD189_M3,5705.480392456055,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD184_F3,5669.88045501709,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD185_M1,5859.10041809082,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,DOD94_F3,5769.020416259766,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD185_M4,5745.280418395996,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD189_M1,5793.300434112549,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD184_F4,5741.10041809082,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,DOD93_F4,5663.30041885376,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,Blank_Blank,5610.720367431641,All
omega-linoleoyloxy-Cer(d18:0/34:0),Cer,FAD185_M3,5894.160427093506,All
PE(31:3),PE,DOD94_F4,275423.02001953125,All
PE(31:3),PE,FAD189_M2,419711.1294555664,All
PE(31:3),PE,FAD189_M3,351653.00439453125,All
PE(31:3),PE,FAD184_F3,270721.31939697266,All
PE(31:3),PE,FAD185_M1,425250.27111816406,All
PE(31:3),PE,DOD94_F3,277632.94006347656,All
PE(31:3),PE,FAD185_M4,383726.72888183594,All
PE(31:3),PE,FAD189_M1,334441.4033203125,All
PE(31:3),PE,FAD184_F4,393672.5089111328,All
PE(31:3),PE,DOD93_F4,266744.35861206055,All
PE(31:3),PE,Blank_Blank,231100.2568359375,All
PE(31:3),PE,FAD185_M3,353346.8829345703,All
PS(O-38:0),PS,DOD94_F4,852471.8608398438,All
PS(O-38:0),PS,FAD189_M2,1851317.6641845703,All
PS(O-38:0),PS,FAD189_M3,1235432.5813903809,All
PS(O-38:0),PS,FAD184_F3,765080.6526069641,All
PS(O-38:0),PS,FAD185_M1,2006366.0546875,All
PS(O-38:0),PS,DOD94_F3,843564.5206298828,All
PS(O-38:0),PS,FAD185_M4,1020990.6079101562,All
PS(O-38:0),PS,FAD189_M1,2328638.495727539,All
PS(O-38:0),PS,FAD184_F4,1007357.297668457,All
PS(O-38:0),PS,DOD93_F4,1226497.8283691406,All
PS(O-38:0),PS,Blank_Blank,315334.98193359375,All
PS(O-38:0),PS,FAD185_M3,1582503.7577438354,All
SM(d18:0/13:0),SM,DOD94_F4,8368.740634918213,All
SM(d18:0/13:0),SM,FAD189_M2,9507.040702819824,All
SM(d18:0/13:0),SM,FAD189_M3,8344.200584411621,All
SM(d18:0/13:0),SM,FAD184_F3,8793.54063796997,All
SM(d18:0/13:0),SM,FAD185_M1,9761.460720062256,All
SM(d18:0/13:0),SM,DOD94_F3,8768.50061416626,All
SM(d18:0/13:0),SM,FAD185_M4,9076.320598602295,All
SM(d18:0/13:0),SM,FAD189_M1,8407.660598754883,All
SM(d18:0/13:0),SM,FAD184_F4,9291.340641021729,All
SM(d18:0/13:0),SM,DOD93_F4,9329.720695495605,All
SM(d18:0/13:0),SM,Blank_Blank,26222.481979370117,All
SM(d18:0/13:0),SM,FAD185_M3,8183.300567626953,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,DOD94_F4,664845.8903808594,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD189_M2,897634.3665771484,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD189_M3,816699.5988769531,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD184_F3,692437.9270019531,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD185_M1,867875.260620117,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,DOD94_F3,707115.048828125,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD185_M4,704488.1929931641,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD189_M1,794253.7928466797,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD184_F4,726926.1511230469,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,DOD93_F4,670560.5905761719,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,Blank_Blank,373057.70947265625,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG,FAD185_M3,793980.6359863281,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,DOD94_F4,624732.6254463196,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD189_M2,622363.0629882812,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD189_M3,626523.0057029724,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD184_F3,634749.0453453064,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD185_M1,643650.0267410278,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,DOD94_F3,620124.5842247009,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD185_M4,629214.6035728455,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD189_M1,642907.2446708679,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD184_F4,627152.4017677307,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,DOD93_F4,618700.7029380798,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,Blank_Blank,625799.8069458008,All
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,DAG,FAD185_M3,646103.9443092346,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,DOD94_F4,5923.600425720215,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD189_M2,5781.140411376953,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD189_M3,5800.380409240723,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD184_F3,5793.580436706543,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD185_M1,5847.120422363281,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,DOD94_F3,5777.340427398682,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD185_M4,5841.800434112549,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD189_M1,5776.300411224365,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD184_F4,5770.980422973633,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,DOD93_F4,5807.820423126221,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,Blank_Blank,5840.80046081543,All
omega-linoleoyloxy-Cer(d19:0/34:0),Cer,FAD185_M3,5855.200435638428,All
CE(50:3;O2),CE,DOD94_F4,21342.18152999878,All
CE(50:3;O2),CE,FAD189_M2,22187.781616210938,All
CE(50:3;O2),CE,FAD189_M3,21505.96150970459,All
CE(50:3;O2),CE,FAD184_F3,21946.54150390625,All
CE(50:3;O2),CE,FAD185_M1,21805.821537017822,All
CE(50:3;O2),CE,DOD94_F3,22051.701568603516,All
CE(50:3;O2),CE,FAD185_M4,21571.941551208496,All
CE(50:3;O2),CE,FAD189_M1,22324.78168487549,All
CE(50:3;O2),CE,FAD184_F4,21886.221588134766,All
CE(50:3;O2),CE,DOD93_F4,22018.661571502686,All
CE(50:3;O2),CE,Blank_Blank,21055.681549072266,All
CE(50:3;O2),CE,FAD185_M3,22416.06164932251,All
DG(32:3)_C18:2,DAG,DOD94_F4,721507.4700813293,All
DG(32:3)_C18:2,DAG,FAD189_M2,714026.7703819275,All
DG(32:3)_C18:2,DAG,FAD189_M3,691597.4701385498,All
DG(32:3)_C18:2,DAG,FAD184_F3,733280.8912200928,All
DG(32:3)_C18:2,DAG,FAD185_M1,717402.0112991333,All
DG(32:3)_C18:2,DAG,DOD94_F3,669202.2670898438,All
DG(32:3)_C18:2,DAG,FAD185_M4,726452.2302284241,All
DG(32:3)_C18:2,DAG,FAD189_M1,707506.7473068237,All
DG(32:3)_C18:2,DAG,FAD184_F4,696842.5672874451,All
DG(32:3)_C18:2,DAG,DOD93_F4,696714.7685585022,All
DG(32:3)_C18:2,DAG,Blank_Blank,2181580.9653320312,All
DG(32:3)_C18:2,DAG,FAD185_M3,698137.0901947021,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,DOD94_F4,5989.940425872803,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD189_M2,5948.280422210693,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD189_M3,5824.780426025391,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD184_F3,5858.760452270508,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD185_M1,5749.000419616699,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,DOD94_F3,5793.140426635742,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD185_M4,5824.880390167236,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD189_M1,5941.140426635742,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD184_F4,5906.280437469482,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,DOD93_F4,5721.640430450439,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,Blank_Blank,6170.160461425781,All
omega-linoleoyloxy-Cer(d18:0/26:0),Cer,FAD185_M3,5934.260429382324,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,DOD94_F4,749068.5919761658,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD189_M2,815844.9787559509,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD189_M3,805134.1381950378,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD184_F3,802627.8759384155,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD185_M1,825537.8586845398,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,DOD94_F3,722771.6516647339,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD185_M4,783693.8147888182,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD189_M1,828206.9382972717,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD184_F4,822714.5571746826,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,DOD93_F4,733836.6113891602,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,Blank_Blank,2399624.7275390625,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,DAG,FAD185_M3,851804.8227958679,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,DOD94_F4,2912951.244140625,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD189_M2,5287669.197021484,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD189_M3,3459315.6682128906,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD184_F3,2677441.1384277344,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD185_M1,5672376.045654297,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,DOD94_F3,2643455.284423828,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD185_M4,2942656.1325683594,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD189_M1,4898796.6591796875,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD184_F4,3318063.141357422,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,DOD93_F4,3237458.4064941406,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,Blank_Blank,1793243.1826171875,All
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG,FAD185_M3,5035510.898681641,All
Cer(d16:1/17:0),Cer,DOD94_F4,6834.0004806518555,All
Cer(d16:1/17:0),Cer,FAD189_M2,7142.020511627197,All
Cer(d16:1/17:0),Cer,FAD189_M3,7105.880508422852,All
Cer(d16:1/17:0),Cer,FAD184_F3,7032.1605224609375,All
Cer(d16:1/17:0),Cer,FAD185_M1,6746.920520782471,All
Cer(d16:1/17:0),Cer,DOD94_F3,6726.940467834473,All
Cer(d16:1/17:0),Cer,FAD185_M4,7047.180515289307,All
Cer(d16:1/17:0),Cer,FAD189_M1,6857.760543823242,All
Cer(d16:1/17:0),Cer,FAD184_F4,7095.420505523682,All
Cer(d16:1/17:0),Cer,DOD93_F4,6986.420551300049,All
Cer(d16:1/17:0),Cer,Blank_Blank,7320.480575561523,All
Cer(d16:1/17:0),Cer,FAD185_M3,7857.940547943114,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,DOD94_F4,167299.0919418335,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD189_M2,166079.77145385742,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD189_M3,160770.53189086914,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD184_F3,167821.43210601807,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD185_M1,160290.27116012573,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,DOD94_F3,166890.05166625977,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD185_M4,161234.9309616089,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD189_M1,162850.25116729736,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD184_F4,165017.75159072876,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,DOD93_F4,165977.83139038086,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,Blank_Blank,240367.3783569336,All
DG(O-38:9)|DG(36:2)_C18:1,DAG,FAD185_M3,170237.33200073242,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,DOD94_F4,5685.180400848389,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD189_M2,5609.960403442383,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD189_M3,5650.00040435791,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD184_F3,5620.740428924561,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD185_M1,5708.140419006348,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,DOD94_F3,5624.140419006348,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD185_M4,5677.120418548584,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD189_M1,5663.980422973633,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD184_F4,5631.720413208008,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,DOD93_F4,5673.780437469482,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,Blank_Blank,5605.920425415039,All
omega-linoleoyloxy-Cer(d18:2/34:0),Cer,FAD185_M3,5750.60041809082,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,DOD94_F4,603484.5428466797,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD189_M2,866221.7775878906,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD189_M3,744496.25390625,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD184_F3,622648.2601318359,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD185_M1,817805.6921386719,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,DOD94_F3,639283.9436035156,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD185_M4,626190.1232910156,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD189_M1,774164.97265625,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD184_F4,665940.3065185547,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,DOD93_F4,613240.646484375,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,Blank_Blank,383253.38867187506,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG,FAD185_M3,769686.3713378906,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,DAG,DOD94_F4,557063.0982475281,All
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,DAG,FAD189_M2,718834.4311714172,All
