lipid,Class,Sample,Sum_Intensity
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,TAG,FAD185_M4,106029.84732055664
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,TAG,FAD189_M1,162080.19136047363
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,TAG,FAD184_F4,120610.78833007812
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,TAG,DOD93_F4,113618.44793701172
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,TAG,Blank_Blank,0.0
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,TAG,FAD185_M3,173915.19244384766
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,DOD94_F4,173462.0924987793
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD189_M2,294534.7192840576
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD189_M3,199884.35446166992
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD184_F3,155614.2110900879
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD185_M1,290156.21868896484
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,DOD94_F3,148262.9102935791
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD185_M4,167134.6918334961
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD189_M1,243830.53704833984
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD184_F4,185810.69346618652
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,DOD93_F4,165856.49153900146
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,Blank_Blank,0.0
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,TAG,FAD185_M3,274422.4609680176
[TG(64:8)|TG(63:1)]_FA18:3,TAG,DOD94_F4,130752.36906433105
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD189_M2,225074.21530151367
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD189_M3,170021.9714202881
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD184_F3,135556.88955688477
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD185_M1,195774.79415893555
[TG(64:8)|TG(63:1)]_FA18:3,TAG,DOD94_F3,132051.80961608887
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD185_M4,141697.36972045898
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD189_M1,186254.6327972412
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD184_F4,146298.249710083
[TG(64:8)|TG(63:1)]_FA18:3,TAG,DOD93_F4,145963.75039672852
[TG(64:8)|TG(63:1)]_FA18:3,TAG,Blank_Blank,0.0
[TG(64:8)|TG(63:1)]_FA18:3,TAG,FAD185_M3,181584.2130126953
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,DOD94_F4,118351.16841125488
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD189_M2,183431.03295898438
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD189_M3,129097.78935241699
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD184_F3,103859.16703796387
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD185_M1,185602.4328765869
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,DOD94_F3,106217.06742858887
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD185_M4,110802.16772460938
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD189_M1,165826.35186767578
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD184_F4,121594.28829956055
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,DOD93_F4,119640.04836273193
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,Blank_Blank,0.0
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,FAD185_M3,183934.81199645996
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,DOD94_F4,205699.41453552246
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD189_M2,294425.26013183594
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD189_M3,230488.57611083984
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD184_F3,180423.05319213867
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD185_M1,258324.25816345215
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,DOD94_F3,194303.01412963867
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD185_M4,201960.2939453125
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD189_M1,273892.57888793945
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD184_F4,198278.15341186523
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,DOD93_F4,198135.4948425293
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,Blank_Blank,0.0
PI(33:4)|PI(O-34:4)|PI(P-34:3),PI,FAD185_M3,246713.9569091797
PS(42:5),PS,DOD94_F4,375297.8671875
PS(42:5),PS,FAD189_M2,556378.0772705078
PS(42:5),PS,FAD189_M3,413531.2288322449
PS(42:5),PS,FAD184_F3,328064.422706604
PS(42:5),PS,FAD185_M1,557881.3399658203
PS(42:5),PS,DOD94_F3,358653.94580078125
PS(42:5),PS,FAD185_M4,376518.04705810547
PS(42:5),PS,FAD189_M1,641329.6853637695
PS(42:5),PS,FAD184_F4,335783.18280410767
PS(42:5),PS,DOD93_F4,405316.7290649414
PS(42:5),PS,Blank_Blank,0.0
PS(42:5),PS,FAD185_M3,507593.77753829956
PS(P-36:1),PS,DOD94_F4,346626.30377197266
PS(P-36:1),PS,FAD189_M2,520855.79541015625
PS(P-36:1),PS,FAD189_M3,429171.010017395
PS(P-36:1),PS,FAD184_F3,310886.9618835449
PS(P-36:1),PS,FAD185_M1,492073.0166015625
PS(P-36:1),PS,DOD94_F3,356585.5650024414
PS(P-36:1),PS,FAD185_M4,362607.76544189453
PS(P-36:1),PS,FAD189_M1,476831.6732788086
PS(P-36:1),PS,FAD184_F4,342789.1654815674
PS(P-36:1),PS,DOD93_F4,367761.52716064453
PS(P-36:1),PS,Blank_Blank,0.0
PS(P-36:1),PS,FAD185_M3,428462.87159729004
DG(31:3)_C16:1,DAG,DOD94_F4,311519.4620819092
DG(31:3)_C16:1,DAG,FAD189_M2,453923.7102165222
DG(31:3)_C16:1,DAG,FAD189_M3,322616.9231414795
DG(31:3)_C16:1,DAG,FAD184_F3,272345.7792778015
DG(31:3)_C16:1,DAG,FAD185_M1,451897.6313781738
DG(31:3)_C16:1,DAG,DOD94_F3,323439.5637779236
DG(31:3)_C16:1,DAG,FAD185_M4,355052.9845085144
DG(31:3)_C16:1,DAG,FAD189_M1,324101.40295791626
DG(31:3)_C16:1,DAG,FAD184_F4,299941.20136260986
DG(31:3)_C16:1,DAG,DOD93_F4,368718.96534347534
DG(31:3)_C16:1,DAG,Blank_Blank,0.0
DG(31:3)_C16:1,DAG,FAD185_M3,375401.70653152466
[TG(43:4)]_FA18:0,TAG,DOD94_F4,147643.1707763672
[TG(43:4)]_FA18:0,TAG,FAD189_M2,235347.57693481445
[TG(43:4)]_FA18:0,TAG,FAD189_M3,185453.91256713867
[TG(43:4)]_FA18:0,TAG,FAD184_F3,147099.11087036133
[TG(43:4)]_FA18:0,TAG,FAD185_M1,212541.83473205566
[TG(43:4)]_FA18:0,TAG,DOD94_F3,151533.5906982422
[TG(43:4)]_FA18:0,TAG,FAD185_M4,149754.57064819336
[TG(43:4)]_FA18:0,TAG,FAD189_M1,202615.79571533203
[TG(43:4)]_FA18:0,TAG,FAD184_F4,152528.9305114746
[TG(43:4)]_FA18:0,TAG,DOD93_F4,166493.2712249756
[TG(43:4)]_FA18:0,TAG,Blank_Blank,0.0
[TG(43:4)]_FA18:0,TAG,FAD185_M3,191831.27459716797
[TG(60:8)|TG(59:1)]_FA16:1,TAG,DOD94_F4,194274.7742614746
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD189_M2,407307.3109741211
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD189_M3,282214.580657959
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD184_F3,181403.2120666504
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD185_M1,329866.1630554199
[TG(60:8)|TG(59:1)]_FA16:1,TAG,DOD94_F3,160639.1309967041
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD185_M4,189339.87426757812
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD189_M1,294363.67962646484
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD184_F4,225957.55569458008
[TG(60:8)|TG(59:1)]_FA16:1,TAG,DOD93_F4,189854.31344604492
[TG(60:8)|TG(59:1)]_FA16:1,TAG,Blank_Blank,0.0
[TG(60:8)|TG(59:1)]_FA16:1,TAG,FAD185_M3,330100.90322875977
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,DOD94_F4,137779.6093673706
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD189_M2,207529.53497314453
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD189_M3,148873.19088745117
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD184_F3,116618.34800720215
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD185_M1,213163.0754547119
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,DOD94_F3,120090.40853881836
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD185_M4,126568.84902954102
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD189_M1,182150.81272888184
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD184_F4,136184.80926513672
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,DOD93_F4,134136.68928527832
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,Blank_Blank,0.0
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,FAD185_M3,210740.29446411133
PC(6:0)|LPC(7:0),PC,DOD94_F4,239875.29705810547
PC(6:0)|LPC(7:0),PC,FAD189_M2,300254.2015991211
PC(6:0)|LPC(7:0),PC,FAD189_M3,253877.3778076172
PC(6:0)|LPC(7:0),PC,FAD184_F3,227671.79553222656
PC(6:0)|LPC(7:0),PC,FAD185_M1,316410.3837890625
PC(6:0)|LPC(7:0),PC,DOD94_F3,215100.67514038086
PC(6:0)|LPC(7:0),PC,FAD185_M4,223244.07553100586
PC(6:0)|LPC(7:0),PC,FAD189_M1,483006.7328491211
PC(6:0)|LPC(7:0),PC,FAD184_F4,194942.23373413086
PC(6:0)|LPC(7:0),PC,DOD93_F4,234557.85595703125
PC(6:0)|LPC(7:0),PC,Blank_Blank,0.0
PC(6:0)|LPC(7:0),PC,FAD185_M3,293946.74139404297
PE(28:1)|PE(P-29:0),PE,DOD94_F4,248692.9772644043
PE(28:1)|PE(P-29:0),PE,FAD189_M2,471731.8544921875
PE(28:1)|PE(P-29:0),PE,FAD189_M3,312734.6817626953
PE(28:1)|PE(P-29:0),PE,FAD184_F3,320120.1622314453
PE(28:1)|PE(P-29:0),PE,FAD185_M1,414570.9497680664
PE(28:1)|PE(P-29:0),PE,DOD94_F3,261447.1593017578
PE(28:1)|PE(P-29:0),PE,FAD185_M4,259661.55767822266
PE(28:1)|PE(P-29:0),PE,FAD189_M1,390867.3271484375
PE(28:1)|PE(P-29:0),PE,FAD184_F4,299602.740234375
PE(28:1)|PE(P-29:0),PE,DOD93_F4,283298.08099365234
PE(28:1)|PE(P-29:0),PE,Blank_Blank,0.0
PE(28:1)|PE(P-29:0),PE,FAD185_M3,371486.4446411133
[TG(50:7)|TG(49:0)]_FA18:1,TAG,DOD94_F4,296716.6410217285
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD189_M2,620358.6431274414
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD189_M3,431629.30963134766
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD184_F3,256142.3585510254
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD185_M1,511853.05529785156
[TG(50:7)|TG(49:0)]_FA18:1,TAG,DOD94_F3,245239.65664672852
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD185_M4,298143.8604736328
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD189_M1,482742.6547241211
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD184_F4,359483.96618652344
[TG(50:7)|TG(49:0)]_FA18:1,TAG,DOD93_F4,302748.12188720703
[TG(50:7)|TG(49:0)]_FA18:1,TAG,Blank_Blank,0.0
[TG(50:7)|TG(49:0)]_FA18:1,TAG,FAD185_M3,454220.43447875977
[TG(64:9)|TG(63:2)]_FA18:2,TAG,DOD94_F4,192391.25314331055
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD189_M2,242063.2975921631
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD189_M3,180764.59260559082
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD184_F3,169676.1720123291
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD185_M1,251850.6976928711
[TG(64:9)|TG(63:2)]_FA18:2,TAG,DOD94_F3,192912.73417663574
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD185_M4,192305.99226379395
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD189_M1,222212.77671813965
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD184_F4,206549.73416137695
[TG(64:9)|TG(63:2)]_FA18:2,TAG,DOD93_F4,216343.85496520996
[TG(64:9)|TG(63:2)]_FA18:2,TAG,Blank_Blank,0.0
[TG(64:9)|TG(63:2)]_FA18:2,TAG,FAD185_M3,246118.99780273438
FA(28:0),FA,DOD94_F4,1495252.0512275696
FA(28:0),FA,FAD189_M2,711099.0251312256
FA(28:0),FA,FAD189_M3,880200.2450256348
FA(28:0),FA,FAD184_F3,516370.45149230957
FA(28:0),FA,FAD185_M1,712029.6762237549
FA(28:0),FA,DOD94_F3,1261627.857574463
FA(28:0),FA,FAD185_M4,609602.9919967651
FA(28:0),FA,FAD189_M1,1035630.0808410645
FA(28:0),FA,FAD184_F4,510994.70209121704
FA(28:0),FA,DOD93_F4,1017110.3480834961
FA(28:0),FA,Blank_Blank,0.0
FA(28:0),FA,FAD185_M3,952777.5207977295
[TG(40:2)]_FA16:0,TAG,DOD94_F4,219591.19592285156
[TG(40:2)]_FA16:0,TAG,FAD189_M2,313692.26193237305
[TG(40:2)]_FA16:0,TAG,FAD189_M3,223709.47665405273
[TG(40:2)]_FA16:0,TAG,FAD184_F3,187466.2735595703
[TG(40:2)]_FA16:0,TAG,FAD185_M1,277625.2593383789
[TG(40:2)]_FA16:0,TAG,DOD94_F3,213692.17578125
[TG(40:2)]_FA16:0,TAG,FAD185_M4,207920.27435302734
[TG(40:2)]_FA16:0,TAG,FAD189_M1,391835.7877807617
[TG(40:2)]_FA16:0,TAG,FAD184_F4,198888.13345336914
[TG(40:2)]_FA16:0,TAG,DOD93_F4,241191.85778808594
[TG(40:2)]_FA16:0,TAG,Blank_Blank,0.0
[TG(40:2)]_FA16:0,TAG,FAD185_M3,295013.72106933594
[TG(40:2)]_FA18:1,TAG,DOD94_F4,387596.5656738281
[TG(40:2)]_FA18:1,TAG,FAD189_M2,761362.7955932617
[TG(40:2)]_FA18:1,TAG,FAD189_M3,448167.1517944336
[TG(40:2)]_FA18:1,TAG,FAD184_F3,352951.58532714844
[TG(40:2)]_FA18:1,TAG,FAD185_M1,574728.9819335938
[TG(40:2)]_FA18:1,TAG,DOD94_F3,324315.72229003906
[TG(40:2)]_FA18:1,TAG,FAD185_M4,469971.19451904297
[TG(40:2)]_FA18:1,TAG,FAD189_M1,747526.7928466797
[TG(40:2)]_FA18:1,TAG,FAD184_F4,385640.8068847656
[TG(40:2)]_FA18:1,TAG,DOD93_F4,357584.7655029297
[TG(40:2)]_FA18:1,TAG,Blank_Blank,0.0
[TG(40:2)]_FA18:1,TAG,FAD185_M3,530812.0185546875
[TG(48:4)]_FA18:0,TAG,DOD94_F4,189618.65310668945
[TG(48:4)]_FA18:0,TAG,FAD189_M2,452570.73275756836
[TG(48:4)]_FA18:0,TAG,FAD189_M3,330113.34356689453
[TG(48:4)]_FA18:0,TAG,FAD184_F3,202946.31356811523
[TG(48:4)]_FA18:0,TAG,FAD185_M1,240132.61724853516
[TG(48:4)]_FA18:0,TAG,DOD94_F3,178224.97241210938
[TG(48:4)]_FA18:0,TAG,FAD185_M4,188656.93325805664
[TG(48:4)]_FA18:0,TAG,FAD189_M1,261061.45866394043
[TG(48:4)]_FA18:0,TAG,FAD184_F4,177563.75273132324
[TG(48:4)]_FA18:0,TAG,DOD93_F4,214618.13424682617
[TG(48:4)]_FA18:0,TAG,Blank_Blank,0.0
[TG(48:4)]_FA18:0,TAG,FAD185_M3,221780.0157470703
[TG(56:12)|TG(55:5)]_FA14:0,TAG,DOD94_F4,151951.9305419922
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD189_M2,313383.8015136719
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD189_M3,178317.97262573242
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD184_F3,163798.99102783203
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD185_M1,225842.09539794922
[TG(56:12)|TG(55:5)]_FA14:0,TAG,DOD94_F3,136319.70977783203
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD185_M4,184629.61364746094
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD189_M1,287238.8791503906
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD184_F4,155198.6112060547
[TG(56:12)|TG(55:5)]_FA14:0,TAG,DOD93_F4,147434.87002563477
[TG(56:12)|TG(55:5)]_FA14:0,TAG,Blank_Blank,0.0
[TG(56:12)|TG(55:5)]_FA14:0,TAG,FAD185_M3,262219.51780700684
[TG(59:9)|TG(58:2)]_FA16:1,TAG,DOD94_F4,231017.99661254883
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD189_M2,426142.451538086
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD189_M3,329934.26303100586
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD184_F3,207567.87509155273
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD185_M1,407398.4299621582
[TG(59:9)|TG(58:2)]_FA16:1,TAG,DOD94_F3,188188.09356689453
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD185_M4,236596.2169494629
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD189_M1,378317.86712646484
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD184_F4,299122.4606628418
[TG(59:9)|TG(58:2)]_FA16:1,TAG,DOD93_F4,213947.07485961914
[TG(59:9)|TG(58:2)]_FA16:1,TAG,Blank_Blank,0.0
[TG(59:9)|TG(58:2)]_FA16:1,TAG,FAD185_M3,455503.5325012207
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,DOD94_F4,204250.3953552246
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD189_M2,369446.84689331055
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD189_M3,246964.51821899414
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD184_F3,197806.41384887695
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD185_M1,346328.70587158203
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,DOD94_F3,196109.17379760742
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD185_M4,225673.43658447266
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD189_M1,344567.56561279297
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD184_F4,219467.87545776367
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,DOD93_F4,219516.2550354004
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,Blank_Blank,0.0
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,FAD185_M3,351647.8641052246
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,DOD94_F4,171851.4520263672
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD189_M2,350135.44451904297
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD189_M3,248047.1570739746
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD184_F3,149334.8504333496
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD185_M1,280219.7785949707
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,DOD94_F3,152614.93098449707
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD185_M4,167651.45196533203
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD189_M1,262398.0987548828
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD184_F4,192353.333984375
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,DOD93_F4,168870.6520690918
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,Blank_Blank,0.0
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,TAG,FAD185_M3,290106.36096191406
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,DOD94_F4,148037.65019226074
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD189_M2,262256.11798095703
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD189_M3,167004.49118041992
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD184_F3,133768.78936767578
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD185_M1,242165.41680908203
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,DOD94_F3,132487.38926696777
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD185_M4,140835.17025756836
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD189_M1,205397.8141784668
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD184_F4,158337.63116455078
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,DOD93_F4,141156.00979614258
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,Blank_Blank,0.0
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,TAG,FAD185_M3,234547.67741394043
DG(44:9)|DG(43:2)_C16:1,DAG,DOD94_F4,469383.81173324585
DG(44:9)|DG(43:2)_C16:1,DAG,FAD189_M2,695610.9888305664
DG(44:9)|DG(43:2)_C16:1,DAG,FAD189_M3,524598.5967941284
DG(44:9)|DG(43:2)_C16:1,DAG,FAD184_F3,423458.2103691101
DG(44:9)|DG(43:2)_C16:1,DAG,FAD185_M1,709444.1905326843
DG(44:9)|DG(43:2)_C16:1,DAG,DOD94_F3,475238.0537414551
DG(44:9)|DG(43:2)_C16:1,DAG,FAD185_M4,579510.0603981018
DG(44:9)|DG(43:2)_C16:1,DAG,FAD189_M1,515084.2564163208
DG(44:9)|DG(43:2)_C16:1,DAG,FAD184_F4,430841.2296257019
DG(44:9)|DG(43:2)_C16:1,DAG,DOD93_F4,529695.0961227417
DG(44:9)|DG(43:2)_C16:1,DAG,Blank_Blank,0.0
DG(44:9)|DG(43:2)_C16:1,DAG,FAD185_M3,643004.5054359436
PE(43:2),PE,DOD94_F4,398982.82681274414
PE(43:2),PE,FAD189_M2,583371.7024536133
PE(43:2),PE,FAD189_M3,494532.07415771484
PE(43:2),PE,FAD184_F3,364172.6062011719
PE(43:2),PE,FAD185_M1,566918.4980163574
PE(43:2),PE,DOD94_F3,397885.2080078125
PE(43:2),PE,FAD185_M4,406450.3896484375
PE(43:2),PE,FAD189_M1,594394.0427246094
PE(43:2),PE,FAD184_F4,450515.33236694336
PE(43:2),PE,DOD93_F4,405550.44921875
PE(43:2),PE,Blank_Blank,0.0
PE(43:2),PE,FAD185_M3,573788.9412231445
PS(P-36:0),PS,DOD94_F4,983739.6899414062
PS(P-36:0),PS,FAD189_M2,1873972.330078125
PS(P-36:0),PS,FAD189_M3,1441075.5119857788
PS(P-36:0),PS,FAD184_F3,805968.5568885803
PS(P-36:0),PS,FAD185_M1,1475634.0893554688
PS(P-36:0),PS,DOD94_F3,993690.3890380859
PS(P-36:0),PS,FAD185_M4,950135.2071533203
PS(P-36:0),PS,FAD189_M1,1546345.0089111328
PS(P-36:0),PS,FAD184_F4,805075.5974578857
PS(P-36:0),PS,DOD93_F4,1141014.3236083984
PS(P-36:0),PS,Blank_Blank,0.0
PS(P-36:0),PS,FAD185_M3,1277355.7517433167
[TG(48:7)|TG(47:0)]_FA18:3,TAG,DOD94_F4,224988.3963317871
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD189_M2,535510.6578979492
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD189_M3,396948.70822143555
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD184_F3,236426.41668701172
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD185_M1,314387.3826599121
[TG(48:7)|TG(47:0)]_FA18:3,TAG,DOD94_F3,217080.1151123047
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD185_M4,228506.59573364258
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD189_M1,334651.00286865234
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD184_F4,236653.09594726562
[TG(48:7)|TG(47:0)]_FA18:3,TAG,DOD93_F4,240217.55641174316
[TG(48:7)|TG(47:0)]_FA18:3,TAG,Blank_Blank,0.0
[TG(48:7)|TG(47:0)]_FA18:3,TAG,FAD185_M3,289131.0807495117
[TG(66:10)|TG(65:3)]_FA18:0,TAG,DOD94_F4,93970.26637268066
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD189_M2,145012.1495361328
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD189_M3,108638.0281829834
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD184_F3,98700.58721923828
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD185_M1,139925.85023498535
[TG(66:10)|TG(65:3)]_FA18:0,TAG,DOD94_F3,105036.40737915039
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD185_M4,103028.44714355469
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD189_M1,143379.1505432129
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD184_F4,106656.08752441406
[TG(66:10)|TG(65:3)]_FA18:0,TAG,DOD93_F4,105164.22755432129
[TG(66:10)|TG(65:3)]_FA18:0,TAG,Blank_Blank,0.0
[TG(66:10)|TG(65:3)]_FA18:0,TAG,FAD185_M3,146300.3703765869
[TG(44:4)]_FA18:2,TAG,DOD94_F4,415084.5687866211
[TG(44:4)]_FA18:2,TAG,FAD189_M2,498858.07736206055
[TG(44:4)]_FA18:2,TAG,FAD189_M3,435339.29040527344
[TG(44:4)]_FA18:2,TAG,FAD184_F3,375197.0076904297
[TG(44:4)]_FA18:2,TAG,FAD185_M1,516391.6542816162
