,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Max_Intensity,Biology,Genotype,Cage,Mouse,Correct_RT,Combined_Group
424,475.4,183.0,9.47,5224.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,475.4 -> 183.0,1816,20:2,5224.0,cortex,WT,FAD263,m3,9.47,cortex_FAD263_WT_20:2
425,407.3,183.0,6.17,20239.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1060,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",20239.0,cortex,WT,FAD263,m3,6.17,"cortex_FAD263_WT_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
426,473.4,183.0,8.28,2374.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,473.4 -> 183.0,1779,20:3,2374.0,cortex,WT,FAD263,m4,8.28,cortex_FAD263_WT_20:3
427,325.2,183.0,8.94,23884.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,388,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",23884.0,cortex,WT,FAD263,m3,8.94,"cortex_FAD263_WT_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
428,471.4,183.0,7.59,111870.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,471.4 -> 183.0,1737,20:4,111870.0,cortex,WT,FAD263,m4,7.59,cortex_FAD263_WT_20:4
429,403.2,183.0,7.59,32234.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,403.2 -> 183.0,981,"20:4 (5Z,8Z,11Z,14Z)n-6 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6",32234.0,cortex,WT,FAD263,m4,7.59,"cortex_FAD263_WT_20:4 (5Z,8Z,11Z,14Z)n-6 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6"
430,363.3,183.0,7.59,34918.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,363.3 -> 183.0,603,"20:4 (5Z,8Z,11Z,14Z)n-6,n-9 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9",34918.0,cortex,WT,FAD263,m4,7.59,"cortex_FAD263_WT_20:4 (5Z,8Z,11Z,14Z)n-6,n-9 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9"
431,443.3,183.0,5.7,6926.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1438,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",6926.0,cortex,WT,FAD263,m3,5.7,"cortex_FAD263_WT_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
432,323.2,183.0,7.59,31179.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,323.2 -> 183.0,351,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12",31179.0,cortex,WT,FAD263,m4,7.59,"cortex_FAD263_WT_20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12"
433,493.4,183.0,11.97,42618.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1942,21:0 / 22:1n-2 / 23:1n-3,42618.0,cortex,WT,FAD263,m3,11.97,cortex_FAD263_WT_21:0 / 22:1n-2 / 23:1n-3
434,507.4,183.0,14.01,37110.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2110,22:0 / 23:1n-2 / 24:1n-3,37110.0,cortex,WT,FAD263,m3,14.01,cortex_FAD263_WT_22:0 / 23:1n-2 / 24:1n-3
435,505.4,183.0,12.82,5263.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,505.4 -> 183.0,2068,22:1,5263.0,cortex,WT,FAD263,m3,12.82,cortex_FAD263_WT_22:1
436,503.4,183.0,7.56,8408.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,503.4 -> 183.0,2031,22:2,8408.0,cortex,WT,FAD263,m4,7.56,cortex_FAD263_WT_22:2
437,495.4,183.0,7.56,105113.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,495.4 -> 183.0,1989,22:6,105113.0,cortex,WT,FAD263,m4,7.56,cortex_FAD263_WT_22:6
438,469.4,183.0,7.55,47949.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,469.4 -> 183.0,1695,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",47949.0,cortex,WT,FAD263,m4,7.55,"cortex_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
439,429.2,183.0,7.55,28105.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,429.2 -> 183.0,1317,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6",28105.0,cortex,WT,FAD263,m4,7.55,"cortex_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6"
440,389.3,183.0,7.55,47135.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,389.3 -> 183.0,855,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9",47135.0,cortex,WT,FAD263,m4,7.55,"cortex_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9"
441,349.2,183.0,7.55,66335.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,349.2 -> 183.0,519,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12",66335.0,cortex,WT,FAD263,m4,7.55,"cortex_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12"
442,309.1,183.0,7.56,52628.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,309.1 -> 183.0,267,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15",52628.0,cortex,WT,FAD263,m4,7.56,"cortex_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15"
443,269.1,183.0,7.56,8299.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,269.1 -> 183.0,141,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15,n-18 / 12:1n-8 / ... / 18:1n-14",8299.0,cortex,WT,FAD263,m4,7.56,"cortex_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15,n-18 / 12:1n-8 / ... / 18:1n-14"
444,283.2,183.0,7.59,9490.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,283.2 -> 183.0,183,"6:0 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12,n-15 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12,n-15 / 12:1n-7 / ... / 18:1n-13",9490.0,cortex,WT,FAD263,m4,7.59,"cortex_FAD263_WT_6:0 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12,n-15 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12,n-15 / 12:1n-7 / ... / 18:1n-13"
445,311.3,183.0,8.99,6164.0,11162023_WT-m4-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_02,311.3 -> 183.0,309,8:0 / 12:1n-5 / ... / 18:1n-11,6164.0,cortex,WT,FAD263,m4,8.99,cortex_FAD263_WT_8:0 / 12:1n-5 / ... / 18:1n-11
446,425.4,183.0,7.81,899828.0,11162023_WT-m3-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1270,d2-16:0,899828.0,cortex,WT,FAD263,m3,7.81,cortex_FAD263_WT_d2-16:0
447,339.3,183.0,8.65,82196.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,492,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",82196.0,dienc,5xFAD,FAD231,m1,8.65,"dienc_FAD231_5xFAD_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
448,353.3,183.0,8.91,9397.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,576,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,9397.0,dienc,5xFAD,FAD231,m1,8.91,dienc_FAD231_5xFAD_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
449,367.3,183.0,8.87,4061.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,702,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",4061.0,dienc,5xFAD,FAD231,m1,8.87,"dienc_FAD231_5xFAD_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
450,227.1,183.0,9.79,15905.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,30,12:1n-11 / ... / 18:1n-17,15905.0,dienc,5xFAD,FAD231,m1,9.79,dienc_FAD231_5xFAD_12:1n-11 / ... / 18:1n-17
451,381.3,183.0,5.49,171669.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,828,13:0,171669.0,dienc,5xFAD,FAD231,m1,5.49,dienc_FAD231_5xFAD_13:0
452,395.3,183.0,6.25,9144479.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,954,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",9144479.0,dienc,5xFAD,FAD231,m1,6.25,"dienc_FAD231_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
453,393.4,183.0,5.41,25803.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,920,14:1(9Z),25803.0,dienc,5xFAD,FAD231,m2,5.41,dienc_FAD231_5xFAD_14:1(9Z)
454,409.3,183.0,7.18,1089795.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1122,15:0 / 17:1n-3 / 18:1n-4,1089795.0,dienc,5xFAD,FAD231,m1,7.18,dienc_FAD231_5xFAD_15:0 / 17:1n-3 / 18:1n-4
455,423.3,183.0,7.94,13548160.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1248,16:0 / 24:1 (15Z)n-9 / 18:1n-3,13548160.0,dienc,5xFAD,FAD231,m1,7.94,dienc_FAD231_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
456,421.4,183.0,7.07,122966.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1214,16:1,122966.0,dienc,5xFAD,FAD231,m2,7.07,dienc_FAD231_5xFAD_16:1
457,437.4,183.0,9.02,2117254.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1416,17:0 / 19:1n-3 / 20:1n-4,2117254.0,dienc,5xFAD,FAD231,m1,9.02,dienc_FAD231_5xFAD_17:0 / 19:1n-3 / 20:1n-4
458,435.4,183.0,8.02,21671.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1374,"17:1 / 22:2 (13Z,16Z)n-6",21671.0,dienc,5xFAD,FAD231,m1,8.02,"dienc_FAD231_5xFAD_17:1 / 22:2 (13Z,16Z)n-6"
459,451.4,183.0,9.73,13490862.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1626,18:0 / 20:1n-3 / 21:1 n-4,13490862.0,dienc,5xFAD,FAD231,m1,9.73,dienc_FAD231_5xFAD_18:0 / 20:1n-3 / 21:1 n-4
460,449.4,183.0,8.65,587523.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1584,18:1,587523.0,dienc,5xFAD,FAD231,m1,8.65,dienc_FAD231_5xFAD_18:1
461,379.3,183.0,7.5,13439.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,786,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",13439.0,dienc,5xFAD,FAD231,m1,7.5,"dienc_FAD231_5xFAD_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
462,447.4,183.0,7.5,65625.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1542,"18:2 / 20:3 (11Z,14Z,17Z)n-3",65625.0,dienc,5xFAD,FAD231,m1,7.5,"dienc_FAD231_5xFAD_18:2 / 20:3 (11Z,14Z,17Z)n-3"
463,445.4,183.0,6.56,2289.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,445.4 -> 183.0,1508,18:3,2289.0,dienc,5xFAD,FAD231,m2,6.56,dienc_FAD231_5xFAD_18:3
464,297.2,183.0,7.07,3459.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,248,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",3459.0,dienc,5xFAD,FAD231,m2,7.07,"dienc_FAD231_5xFAD_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
465,479.4,183.0,11.97,265298.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1920,20:0 / 21:1n-2 / 22:1n-3,265298.0,dienc,5xFAD,FAD231,m1,11.97,dienc_FAD231_5xFAD_20:0 / 21:1n-2 / 22:1n-3
466,477.4,183.0,10.49,3367.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1878,20:1,3367.0,dienc,5xFAD,FAD231,m1,10.49,dienc_FAD231_5xFAD_20:1
467,465.3,183.0,11.04,71327.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1668,20:1n-2 / 21:1n-3 / 22:1n-4..,71327.0,dienc,5xFAD,FAD231,m1,11.04,dienc_FAD231_5xFAD_20:1n-2 / 21:1n-3 / 22:1n-4..
468,407.3,183.0,6.2,12830.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1088,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",12830.0,dienc,5xFAD,FAD231,m2,6.2,"dienc_FAD231_5xFAD_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
469,325.2,183.0,8.98,8427.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,408,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",8427.0,dienc,5xFAD,FAD231,m1,8.98,"dienc_FAD231_5xFAD_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
470,443.3,183.0,5.69,6536.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1458,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",6536.0,dienc,5xFAD,FAD231,m1,5.69,"dienc_FAD231_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
471,493.4,183.0,13.04,2761.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1962,21:0 / 22:1n-2 / 23:1n-3,2761.0,dienc,5xFAD,FAD231,m1,13.04,dienc_FAD231_5xFAD_21:0 / 22:1n-2 / 23:1n-3
472,507.4,183.0,13.92,25893.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2130,22:0 / 23:1n-2 / 24:1n-3,25893.0,dienc,5xFAD,FAD231,m1,13.92,dienc_FAD231_5xFAD_22:0 / 23:1n-2 / 24:1n-3
473,495.4,183.0,6.07,2560.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,2012,22:6,2560.0,dienc,5xFAD,FAD231,m2,6.07,dienc_FAD231_5xFAD_22:6
474,469.4,183.0,5.88,71182.0,11192023_5xFAD-m2-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1718,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",71182.0,dienc,5xFAD,FAD231,m2,5.88,"dienc_FAD231_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
475,425.4,183.0,7.93,797462.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1290,d2-16:0,797462.0,dienc,5xFAD,FAD231,m1,7.93,dienc_FAD231_5xFAD_d2-16:0
476,339.3,183.0,8.67,52408.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,465,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",52408.0,dienc,WT,FAD245,m1,8.67,"dienc_FAD245_WT_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
477,353.3,183.0,8.91,5948.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,549,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,5948.0,dienc,WT,FAD245,m1,8.91,dienc_FAD245_WT_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
478,367.3,183.0,8.9,2893.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,675,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",2893.0,dienc,WT,FAD245,m1,8.9,"dienc_FAD245_WT_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
479,227.1,183.0,9.82,12604.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,3,12:1n-11 / ... / 18:1n-17,12604.0,dienc,WT,FAD245,m1,9.82,dienc_FAD245_WT_12:1n-11 / ... / 18:1n-17
480,381.3,183.0,5.28,48502.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,801,13:0,48502.0,dienc,WT,FAD245,m1,5.28,dienc_FAD245_WT_13:0
481,395.3,183.0,6.27,3262647.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,927,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",3262647.0,dienc,WT,FAD245,m1,6.27,"dienc_FAD245_WT_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
482,393.4,183.0,5.41,45974.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,885,14:1(9Z),45974.0,dienc,WT,FAD245,m1,5.41,dienc_FAD245_WT_14:1(9Z)
483,409.3,183.0,7.19,487892.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1095,15:0 / 17:1n-3 / 18:1n-4,487892.0,dienc,WT,FAD245,m1,7.19,dienc_FAD245_WT_15:0 / 17:1n-3 / 18:1n-4
484,423.3,183.0,7.98,12067106.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1221,16:0 / 24:1 (15Z)n-9 / 18:1n-3,12067106.0,dienc,WT,FAD245,m1,7.98,dienc_FAD245_WT_16:0 / 24:1 (15Z)n-9 / 18:1n-3
485,421.4,183.0,7.06,220737.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1179,16:1,220737.0,dienc,WT,FAD245,m1,7.06,dienc_FAD245_WT_16:1
486,437.4,183.0,9.05,942709.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1389,17:0 / 19:1n-3 / 20:1n-4,942709.0,dienc,WT,FAD245,m1,9.05,dienc_FAD245_WT_17:0 / 19:1n-3 / 20:1n-4
487,435.4,183.0,7.91,20943.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1347,"17:1 / 22:2 (13Z,16Z)n-6",20943.0,dienc,WT,FAD245,m1,7.91,"dienc_FAD245_WT_17:1 / 22:2 (13Z,16Z)n-6"
488,451.4,183.0,9.8,11635084.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1599,18:0 / 20:1n-3 / 21:1 n-4,11635084.0,dienc,WT,FAD245,m1,9.8,dienc_FAD245_WT_18:0 / 20:1n-3 / 21:1 n-4
489,449.4,183.0,8.66,319943.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1557,18:1,319943.0,dienc,WT,FAD245,m1,8.66,dienc_FAD245_WT_18:1
490,379.3,183.0,7.5,6156.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,759,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",6156.0,dienc,WT,FAD245,m1,7.5,"dienc_FAD245_WT_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
491,447.4,183.0,7.51,22986.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1515,"18:2 / 20:3 (11Z,14Z,17Z)n-3",22986.0,dienc,WT,FAD245,m1,7.51,"dienc_FAD245_WT_18:2 / 20:3 (11Z,14Z,17Z)n-3"
492,297.2,183.0,7.07,6747.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,213,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",6747.0,dienc,WT,FAD245,m1,7.07,"dienc_FAD245_WT_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
493,479.4,183.0,12.02,93882.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1893,20:0 / 21:1n-2 / 22:1n-3,93882.0,dienc,WT,FAD245,m1,12.02,dienc_FAD245_WT_20:0 / 21:1n-2 / 22:1n-3
494,477.4,183.0,10.52,3197.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1851,20:1,3197.0,dienc,WT,FAD245,m1,10.52,dienc_FAD245_WT_20:1
495,465.3,183.0,11.08,41326.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1641,20:1n-2 / 21:1n-3 / 22:1n-4..,41326.0,dienc,WT,FAD245,m1,11.08,dienc_FAD245_WT_20:1n-2 / 21:1n-3 / 22:1n-4..
496,407.3,183.0,6.18,20191.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1053,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",20191.0,dienc,WT,FAD245,m1,6.18,"dienc_FAD245_WT_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
497,325.2,183.0,8.99,5630.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,381,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",5630.0,dienc,WT,FAD245,m1,8.99,"dienc_FAD245_WT_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
498,493.4,183.0,13.0,46303.0,11162023_WT-m1-dienc-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1935,21:0 / 22:1n-2 / 23:1n-3,46303.0,dienc,WT,FAD245,m1,13.0,dienc_FAD245_WT_21:0 / 22:1n-2 / 23:1n-3
