,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Max_Intensity,Biology,Genotype,Cage,Mouse,Correct_RT,Combined_Group
76,381.3,183.0,5.49,586144.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,825,13:0,586144.0,cereb,5xFAD,FAD249,m1,5.49,cereb_FAD249_5xFAD_13:0
77,395.3,183.0,6.22,12166263.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,951,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",12166263.0,cereb,5xFAD,FAD249,m1,6.22,"cereb_FAD249_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
78,393.4,183.0,5.41,19506.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,909,14:1(9Z),19506.0,cereb,5xFAD,FAD249,m1,5.41,cereb_FAD249_5xFAD_14:1(9Z)
79,409.3,183.0,7.15,2095335.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1119,15:0 / 17:1n-3 / 18:1n-4,2095335.0,cereb,5xFAD,FAD249,m1,7.15,cereb_FAD249_5xFAD_15:0 / 17:1n-3 / 18:1n-4
80,423.3,183.0,7.9,13894770.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1245,16:0 / 24:1 (15Z)n-9 / 18:1n-3,13894770.0,cereb,5xFAD,FAD249,m1,7.9,cereb_FAD249_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
81,421.4,183.0,7.06,100212.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1203,16:1,100212.0,cereb,5xFAD,FAD249,m1,7.06,cereb_FAD249_5xFAD_16:1
82,437.4,183.0,9.01,2541154.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1413,17:0 / 19:1n-3 / 20:1n-4,2541154.0,cereb,5xFAD,FAD249,m1,9.01,cereb_FAD249_5xFAD_17:0 / 19:1n-3 / 20:1n-4
83,435.4,183.0,7.96,58458.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1371,"17:1 / 22:2 (13Z,16Z)n-6",58458.0,cereb,5xFAD,FAD249,m1,7.96,"cereb_FAD249_5xFAD_17:1 / 22:2 (13Z,16Z)n-6"
84,451.4,183.0,9.72,13498612.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1623,18:0 / 20:1n-3 / 21:1 n-4,13498612.0,cereb,5xFAD,FAD249,m1,9.72,cereb_FAD249_5xFAD_18:0 / 20:1n-3 / 21:1 n-4
85,449.4,183.0,8.65,376122.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1581,18:1,376122.0,cereb,5xFAD,FAD249,m1,8.65,cereb_FAD249_5xFAD_18:1
86,379.3,183.0,7.49,10806.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,783,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",10806.0,cereb,5xFAD,FAD249,m1,7.49,"cereb_FAD249_5xFAD_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
87,447.4,183.0,7.49,53836.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1539,"18:2 / 20:3 (11Z,14Z,17Z)n-3",53836.0,cereb,5xFAD,FAD249,m1,7.49,"cereb_FAD249_5xFAD_18:2 / 20:3 (11Z,14Z,17Z)n-3"
88,297.2,183.0,7.05,2682.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,237,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",2682.0,cereb,5xFAD,FAD249,m1,7.05,"cereb_FAD249_5xFAD_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
89,479.4,183.0,11.97,252999.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1917,20:0 / 21:1n-2 / 22:1n-3,252999.0,cereb,5xFAD,FAD249,m1,11.97,cereb_FAD249_5xFAD_20:0 / 21:1n-2 / 22:1n-3
90,477.4,183.0,10.47,4642.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1875,20:1,4642.0,cereb,5xFAD,FAD249,m1,10.47,cereb_FAD249_5xFAD_20:1
91,465.3,183.0,11.02,83701.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1665,20:1n-2 / 21:1n-3 / 22:1n-4..,83701.0,cereb,5xFAD,FAD249,m1,11.02,cereb_FAD249_5xFAD_20:1n-2 / 21:1n-3 / 22:1n-4..
92,407.3,183.0,6.17,12819.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1077,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",12819.0,cereb,5xFAD,FAD249,m1,6.17,"cereb_FAD249_5xFAD_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
93,325.2,183.0,8.96,6362.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,405,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",6362.0,cereb,5xFAD,FAD249,m1,8.96,"cereb_FAD249_5xFAD_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
94,471.4,183.0,7.54,18353.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,471.4 -> 183.0,1749,20:4,18353.0,cereb,5xFAD,FAD249,m1,7.54,cereb_FAD249_5xFAD_20:4
95,403.2,183.0,7.54,3101.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,403.2 -> 183.0,993,"20:4 (5Z,8Z,11Z,14Z)n-6 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6",3101.0,cereb,5xFAD,FAD249,m1,7.54,"cereb_FAD249_5xFAD_20:4 (5Z,8Z,11Z,14Z)n-6 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6"
96,363.3,183.0,7.54,4259.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,363.3 -> 183.0,615,"20:4 (5Z,8Z,11Z,14Z)n-6,n-9 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9",4259.0,cereb,5xFAD,FAD249,m1,7.54,"cereb_FAD249_5xFAD_20:4 (5Z,8Z,11Z,14Z)n-6,n-9 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9"
97,443.3,183.0,5.69,15286.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1455,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",15286.0,cereb,5xFAD,FAD249,m1,5.69,"cereb_FAD249_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
98,323.2,183.0,7.54,2482.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,323.2 -> 183.0,363,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12",2482.0,cereb,5xFAD,FAD249,m1,7.54,"cereb_FAD249_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12"
99,493.4,183.0,13.12,3239.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1959,21:0 / 22:1n-2 / 23:1n-3,3239.0,cereb,5xFAD,FAD249,m1,13.12,cereb_FAD249_5xFAD_21:0 / 22:1n-2 / 23:1n-3
100,507.4,183.0,13.93,24554.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2127,22:0 / 23:1n-2 / 24:1n-3,24554.0,cereb,5xFAD,FAD249,m1,13.93,cereb_FAD249_5xFAD_22:0 / 23:1n-2 / 24:1n-3
101,495.4,183.0,7.5,29289.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,2001,22:6,29289.0,cereb,5xFAD,FAD249,m1,7.5,cereb_FAD249_5xFAD_22:6
102,469.4,183.0,5.88,11069.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1707,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",11069.0,cereb,5xFAD,FAD249,m1,5.88,"cereb_FAD249_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
103,429.2,183.0,7.5,4325.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,429.2 -> 183.0,1329,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6",4325.0,cereb,5xFAD,FAD249,m1,7.5,"cereb_FAD249_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6"
104,389.3,183.0,7.5,5713.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,389.3 -> 183.0,867,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9",5713.0,cereb,5xFAD,FAD249,m1,7.5,"cereb_FAD249_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9"
105,349.2,183.0,7.5,6579.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,349.2 -> 183.0,531,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12",6579.0,cereb,5xFAD,FAD249,m1,7.5,"cereb_FAD249_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12"
106,309.1,183.0,7.5,4021.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,309.1 -> 183.0,279,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15",4021.0,cereb,5xFAD,FAD249,m1,7.5,"cereb_FAD249_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15"
107,533.4,183.0,6.19,2919.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,533.4 -> 183.0,2211,24:1 | dummy,2919.0,cereb,5xFAD,FAD249,m1,6.19,cereb_FAD249_5xFAD_24:1 | dummy
108,425.4,183.0,7.89,955896.0,11192023_5xFAD-m1-cereb-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1287,d2-16:0,955896.0,cereb,5xFAD,FAD249,m1,7.89,cereb_FAD249_5xFAD_d2-16:0
109,339.3,183.0,8.65,46541.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,497,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",46541.0,cereb,5xFAD,FAD257,m2,8.65,"cereb_FAD257_5xFAD_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
110,353.3,183.0,8.91,5435.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,581,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,5435.0,cereb,5xFAD,FAD257,m2,8.91,cereb_FAD257_5xFAD_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
111,367.3,183.0,8.61,3224.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,707,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",3224.0,cereb,5xFAD,FAD257,m2,8.61,"cereb_FAD257_5xFAD_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
112,227.1,183.0,9.79,13146.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,35,12:1n-11 / ... / 18:1n-17,13146.0,cereb,5xFAD,FAD257,m2,9.79,cereb_FAD257_5xFAD_12:1n-11 / ... / 18:1n-17
113,381.3,183.0,5.49,65845.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,833,13:0,65845.0,cereb,5xFAD,FAD257,m2,5.49,cereb_FAD257_5xFAD_13:0
114,395.3,183.0,6.26,4305037.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,959,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",4305037.0,cereb,5xFAD,FAD257,m2,6.26,"cereb_FAD257_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
115,393.4,183.0,5.4,18003.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,917,14:1(9Z),18003.0,cereb,5xFAD,FAD257,m2,5.4,cereb_FAD257_5xFAD_14:1(9Z)
116,409.3,183.0,7.18,488707.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1127,15:0 / 17:1n-3 / 18:1n-4,488707.0,cereb,5xFAD,FAD257,m2,7.18,cereb_FAD257_5xFAD_15:0 / 17:1n-3 / 18:1n-4
117,423.3,183.0,7.99,11013759.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1253,16:0 / 24:1 (15Z)n-9 / 18:1n-3,11013759.0,cereb,5xFAD,FAD257,m2,7.99,cereb_FAD257_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
118,421.4,183.0,7.05,109495.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1211,16:1,109495.0,cereb,5xFAD,FAD257,m2,7.05,cereb_FAD257_5xFAD_16:1
119,437.4,183.0,9.05,774536.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1421,17:0 / 19:1n-3 / 20:1n-4,774536.0,cereb,5xFAD,FAD257,m2,9.05,cereb_FAD257_5xFAD_17:0 / 19:1n-3 / 20:1n-4
120,435.4,183.0,7.93,14563.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1379,"17:1 / 22:2 (13Z,16Z)n-6",14563.0,cereb,5xFAD,FAD257,m2,7.93,"cereb_FAD257_5xFAD_17:1 / 22:2 (13Z,16Z)n-6"
121,451.4,183.0,9.81,11600001.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1631,18:0 / 20:1n-3 / 21:1 n-4,11600001.0,cereb,5xFAD,FAD257,m2,9.81,cereb_FAD257_5xFAD_18:0 / 20:1n-3 / 21:1 n-4
122,449.4,183.0,8.65,299306.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1589,18:1,299306.0,cereb,5xFAD,FAD257,m2,8.65,cereb_FAD257_5xFAD_18:1
123,379.3,183.0,7.49,8681.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,791,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",8681.0,cereb,5xFAD,FAD257,m2,7.49,"cereb_FAD257_5xFAD_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
124,447.4,183.0,7.5,38511.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1547,"18:2 / 20:3 (11Z,14Z,17Z)n-3",38511.0,cereb,5xFAD,FAD257,m2,7.5,"cereb_FAD257_5xFAD_18:2 / 20:3 (11Z,14Z,17Z)n-3"
125,297.2,183.0,7.07,4249.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,245,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",4249.0,cereb,5xFAD,FAD257,m2,7.07,"cereb_FAD257_5xFAD_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
126,479.4,183.0,11.98,124475.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1925,20:0 / 21:1n-2 / 22:1n-3,124475.0,cereb,5xFAD,FAD257,m2,11.98,cereb_FAD257_5xFAD_20:0 / 21:1n-2 / 22:1n-3
127,477.4,183.0,10.49,6692.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1883,20:1,6692.0,cereb,5xFAD,FAD257,m2,10.49,cereb_FAD257_5xFAD_20:1
128,465.3,183.0,11.05,30700.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1673,20:1n-2 / 21:1n-3 / 22:1n-4..,30700.0,cereb,5xFAD,FAD257,m2,11.05,cereb_FAD257_5xFAD_20:1n-2 / 21:1n-3 / 22:1n-4..
129,407.3,183.0,6.18,10854.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1085,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",10854.0,cereb,5xFAD,FAD257,m2,6.18,"cereb_FAD257_5xFAD_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
130,325.2,183.0,8.72,3634.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,413,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",3634.0,cereb,5xFAD,FAD257,m2,8.72,"cereb_FAD257_5xFAD_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
131,471.4,183.0,7.55,2102.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,471.4 -> 183.0,1757,20:4,2102.0,cereb,5xFAD,FAD257,m2,7.55,cereb_FAD257_5xFAD_20:4
132,443.3,183.0,5.69,2744.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1463,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",2744.0,cereb,5xFAD,FAD257,m2,5.69,"cereb_FAD257_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
133,507.4,183.0,13.96,13196.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2135,22:0 / 23:1n-2 / 24:1n-3,13196.0,cereb,5xFAD,FAD257,m2,13.96,cereb_FAD257_5xFAD_22:0 / 23:1n-2 / 24:1n-3
134,495.4,183.0,6.06,4041.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,2009,22:6,4041.0,cereb,5xFAD,FAD257,m2,6.06,cereb_FAD257_5xFAD_22:6
135,469.4,183.0,5.87,79761.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1715,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",79761.0,cereb,5xFAD,FAD257,m2,5.87,"cereb_FAD257_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
136,425.4,183.0,7.98,478017.0,11192023_5xFAD-m2-cereb-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1295,d2-16:0,478017.0,cereb,5xFAD,FAD257,m2,7.98,cereb_FAD257_5xFAD_d2-16:0
137,339.3,183.0,8.64,133162.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,480,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",133162.0,cereb,WT,FAD259,m5,8.64,"cereb_FAD259_WT_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
138,353.3,183.0,8.89,22853.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,564,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,22853.0,cereb,WT,FAD259,m5,8.89,cereb_FAD259_WT_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
139,367.3,183.0,8.6,10221.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,690,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",10221.0,cereb,WT,FAD259,m5,8.6,"cereb_FAD259_WT_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
140,227.1,183.0,9.66,20248.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,18,12:1n-11 / ... / 18:1n-17,20248.0,cereb,WT,FAD259,m5,9.66,cereb_FAD259_WT_12:1n-11 / ... / 18:1n-17
141,381.3,183.0,5.5,136013.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,816,13:0,136013.0,cereb,WT,FAD259,m5,5.5,cereb_FAD259_WT_13:0
142,395.3,183.0,6.22,11119685.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,942,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",11119685.0,cereb,WT,FAD259,m5,6.22,"cereb_FAD259_WT_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
143,393.4,183.0,5.41,129977.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,900,14:1(9Z),129977.0,cereb,WT,FAD259,m5,5.41,cereb_FAD259_WT_14:1(9Z)
144,409.3,183.0,7.16,1715939.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1110,15:0 / 17:1n-3 / 18:1n-4,1715939.0,cereb,WT,FAD259,m5,7.16,cereb_FAD259_WT_15:0 / 17:1n-3 / 18:1n-4
145,423.3,183.0,7.87,14001907.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1236,16:0 / 24:1 (15Z)n-9 / 18:1n-3,14001907.0,cereb,WT,FAD259,m5,7.87,cereb_FAD259_WT_16:0 / 24:1 (15Z)n-9 / 18:1n-3
146,421.4,183.0,7.05,604863.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1194,16:1,604863.0,cereb,WT,FAD259,m5,7.05,cereb_FAD259_WT_16:1
147,437.4,183.0,9.0,3837462.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1404,17:0 / 19:1n-3 / 20:1n-4,3837462.0,cereb,WT,FAD259,m5,9.0,cereb_FAD259_WT_17:0 / 19:1n-3 / 20:1n-4
148,435.4,183.0,7.81,97209.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1362,"17:1 / 22:2 (13Z,16Z)n-6",97209.0,cereb,WT,FAD259,m5,7.81,"cereb_FAD259_WT_17:1 / 22:2 (13Z,16Z)n-6"
149,451.4,183.0,9.68,13512412.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1614,18:0 / 20:1n-3 / 21:1 n-4,13512412.0,cereb,WT,FAD259,m5,9.68,cereb_FAD259_WT_18:0 / 20:1n-3 / 21:1 n-4
150,449.4,183.0,8.63,825856.0,11162023_WT-m5-cereb-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1572,18:1,825856.0,cereb,WT,FAD259,m5,8.63,cereb_FAD259_WT_18:1
