Lipid,Class,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M3_Male_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"[TG(62:10),TG(61:3)]_FA16:1",TAG,42745.14273071289,44193.42337036133,46829.44354248047,56192.52438354492,30775.401916503906,41187.58303833008,26509.26171875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA18:0",TAG,87257.06619262695,118764.24841308594,99869.56750488281,82871.08697509766,54325.283950805664,56590.043716430664,29730.242126464844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA18:1",TAG,80380.40579223633,93948.24627685547,88955.16668701172,76068.1455078125,65807.74401855469,61670.5046081543,28146.462036132812,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA18:2",TAG,87826.0869140625,89695.42651367188,107152.82629394531,101297.92755126953,62728.32482910156,82667.14581298828,30960.142120361328,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA18:3",TAG,91607.5266418457,87127.34616088867,102107.72778320312,154612.3914794922,61054.06433105469,112773.14758300781,31034.56201171875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA20:4",TAG,104213.60772705078,140461.40939331055,142556.1492919922,201484.77349853516,112566.3080444336,164286.79333496094,28890.62225341797,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA22:5",TAG,359419.6255493164,407199.75091552734,352067.96240234375,258819.79891967773,216345.2973022461,180551.03204345703,195564.51495361328,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:10),TG(61:3)]_FA22:6",TAG,340011.68475341797,360035.2689819336,310174.6417236328,234372.8172302246,160084.05221557617,140832.75033569336,64343.50457763672,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA14:0",TAG,53640.60470581055,46078.72295379639,71780.92477416992,55304.063415527344,43087.002532958984,33489.78253173828,16238.781112670898,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA16:0",TAG,36486.8424987793,41391.14292907715,37702.7424621582,49244.503646850586,28249.80210876465,33629.30226135254,127585.64904785156,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA16:1",TAG,43640.50354003906,49153.3434753418,47455.10333251953,50482.24349975586,33518.842193603516,37122.12283325195,73178.04563903809,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA18:0",TAG,68422.0439453125,84385.88635253906,68646.98526000977,78787.30541992188,48735.28317260742,58765.584411621094,42156.982849121094,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA18:1",TAG,107074.18811035156,137927.1496887207,101628.8267364502,97178.64733886719,62446.02453613281,60220.523864746094,30470.622024536133,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA18:2",TAG,91091.60653686523,99660.787109375,99391.82556152344,87903.14660644531,69160.10510253906,62923.44421386719,32986.2825012207,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA18:3",TAG,101294.36791992188,103021.30670166016,113484.50817871094,119680.54736328125,73756.08544921875,95878.14642333984,35173.082458496094,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA20:4",TAG,210230.01287841797,218556.41583251953,228708.13647460938,144604.1908569336,252719.8201599121,185983.0539855957,31877.522247314453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA22:5",TAG,830756.01953125,994832.4865722656,921913.1656494141,616973.2437744141,348670.2069091797,296707.70098876953,480302.69158935547,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:11),TG(61:4)]_FA22:6",TAG,428566.86853027344,463893.15118408203,404498.8430175781,308441.9224243164,245945.9971923828,230398.47674560547,215802.91384887695,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA14:0",TAG,47303.563079833984,37799.58282470703,66004.58383178711,54352.74377441406,36248.242584228516,39214.36279296875,18371.581329345703,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA16:0",TAG,41201.822845458984,38609.12283325195,42372.18313598633,112121.36822509766,31410.642486572266,86254.64595031738,20895.381622314453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA16:1",TAG,50646.203857421875,48023.40383911133,45473.463134765625,57808.24401855469,36429.3623046875,45215.60284423828,144594.8095855713,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA18:0",TAG,126021.48825073242,146300.3898010254,110107.30776977539,105209.44784545898,54935.14404296875,63812.164794921875,24297.421875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA18:1",TAG,83750.36529541016,102493.32806396484,70384.96496582031,87861.1060180664,57559.083740234375,67943.02465820312,53697.103912353516,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA18:2",TAG,111049.20751953125,141536.81024169922,119675.72821044922,102213.6869354248,62599.40444946289,68898.34475708008,36379.78253173828,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA18:3",TAG,101154.18762207031,112045.64688110352,111047.06842041016,98855.08660888672,78086.36517333984,76816.40551757812,36661.16247558594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA20:4",TAG,388242.52545166016,326968.9045410156,295146.06018066406,171369.5321044922,494232.51626586914,372690.58486938477,30850.342376708984,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA22:5",TAG,1052867.37109375,888659.9892578125,689448.7055664062,552412.8715209961,807489.9600830078,887525.5227050781,57810.263916015625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:12),TG(61:5)]_FA22:6",TAG,956912.755859375,1099316.9365234375,837971.1517333984,635559.4471435547,351366.6675415039,330537.62353515625,500200.0968322754,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA14:0",TAG,77632.70620727539,53756.8039855957,92466.38545227051,77851.46524047852,50765.104064941406,50391.46405029297,23449.52163696289,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA16:0",TAG,36787.72265625,37589.10264587402,36738.22244262695,47265.70364379883,25257.701873779297,36691.54275512695,20225.26153564453,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA16:1",TAG,51663.583923339844,49519.98342895508,52494.66342163086,145530.93017578125,36034.48245239258,101117.70806884766,21447.22151184082,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA18:0",TAG,87399.60702514648,82812.98596191406,79464.54577636719,113122.02740478516,57523.92428588867,74544.92495727539,33475.72232055664,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA18:1",TAG,136634.76873779297,163763.76974487305,99841.66744995117,117984.34893798828,62131.40444946289,77526.76580810547,25006.721771240234,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA18:2",TAG,109849.6675415039,125831.50860595703,102810.70788574219,123372.4287109375,75723.90576171875,88274.08612060547,81067.12585449219,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA18:3",TAG,127618.10955810547,150972.5908203125,134041.3289794922,116719.62854003906,76053.10513305664,80153.3063659668,43871.2829284668,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA20:4",TAG,294118.45880126953,272560.9788208008,258407.45861816406,125522.34991455078,410278.10931396484,317983.5610961914,29583.882202148438,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA22:5",TAG,1737206.712890625,1414935.2547607422,1118189.1437988281,462481.6513671875,2366014.321166992,2079199.7133789062,72452.70501708984,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:13),TG(61:6)]_FA22:6",TAG,1177337.7946166992,1015652.0736694336,739633.1362915039,616106.7114257812,857966.622253418,1001245.5979003906,60234.62423706055,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA14:0",TAG,56512.16436767578,42368.64242553711,77008.68524169922,54810.263732910156,41402.4831237793,38217.74237060547,16869.561126708984,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA16:0",TAG,55398.74395751953,46260.1432800293,60064.244079589844,71097.98474121094,35796.822662353516,47122.00337219238,21019.00144958496,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA16:1",TAG,44416.143157958984,43690.962799072266,41352.94284057617,56280.204193115234,32485.34228515625,40996.162826538086,19402.941329956055,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:0",TAG,111768.14855957031,94091.26751708984,145454.80981445312,177171.63372802734,71546.22454833984,129405.92962646484,31477.282318115234,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:1",TAG,82730.46524047852,82940.0458984375,74852.40567016602,110521.52725219727,61062.5246887207,81749.74594116211,29087.50177001953,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:2",TAG,143797.89166259766,158213.4907836914,118607.40759277344,124564.72891235352,57808.16409301758,77182.94509887695,28481.5421295166,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:3",TAG,125515.74865722656,138235.86950683594,117612.44860839844,136283.98931884766,81106.20556640625,105871.96704101562,93397.90649414062,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA20:4",TAG,146168.67109680176,172019.9306488037,164504.39056396484,119392.9089050293,92206.36697387695,82494.50540161133,35520.5422668457,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA22:5",TAG,287299.2395019531,274572.9782104492,278741.12060546875,170824.21096801758,326046.7615966797,267016.85803222656,43021.0029296875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:14),TG(61:7),TG(60:0)]_FA22:6",TAG,1883089.5119628906,1521949.8424072266,1139254.7166748047,481705.76989746094,2360231.7893066406,2157497.986694336,78801.34576416016,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA14:0",TAG,40304.12271118164,31130.522430419922,47877.02355957031,45176.84341430664,31173.162353515625,34517.642822265625,16919.121353149414,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA16:0",TAG,54241.20425415039,49070.06286621094,65509.1252746582,59167.62463378906,43198.0029296875,51963.943756103516,19562.681396484375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA16:1",TAG,68189.60440063477,53704.58349609375,67526.14544677734,75438.62478637695,41873.482666015625,56927.64407348633,21201.281494140625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:0",TAG,127214.30877685547,137864.13037109375,176529.79205322266,101187.10681152344,130193.6689453125,111986.02801513672,29866.62225341797,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:1",TAG,119630.12927246094,106936.36804199219,152620.61114501953,182157.6141357422,69331.5444946289,149122.91137695312,32385.402221679688,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:2",TAG,88073.7055053711,82844.56649780273,80223.80535888672,123065.30773925781,60415.924255371094,85262.72616577148,31590.48223876953,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:3",TAG,172118.4716796875,181596.71133422852,134193.38989257812,146356.01013183594,67612.52545166016,92864.60736083984,28362.48210144043,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA20:4",TAG,77868.82580566406,77148.7056274414,80449.3056640625,97019.6469116211,50874.48388671875,70143.40509033203,47277.34315490723,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:5",TAG,242143.11840820312,244935.47717285156,303901.4207763672,258205.03643798828,153316.14990234375,135714.00970458984,48041.18322753906,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:6",TAG,316461.2035522461,293876.9006958008,289285.0573120117,184864.35446166992,337569.0464477539,292831.80056762695,46053.723205566406,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:16),TG(61:9),TG(60:2)]_FA14:0",TAG,34426.44209289551,35233.64239501953,40309.703033447266,41786.70275878906,30273.642150878906,33591.22229003906,18822.04136657715,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:0",TAG,56729.74365234375,51953.02355957031,58025.52453613281,54078.12405395508,55261.64367675781,55365.92385864258,19245.161193847656,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:1",TAG,62864.125061035156,57798.083923339844,64839.26419067383,68141.08502197266,46241.382873535156,61979.084533691406,20982.28141784668,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:0",TAG,131497.40869140625,200228.63397216797,213934.87322998047,98456.50701904297,194155.41473388672,125282.72845458984,33583.982482910156,Genotype: 5xFAD | Brain Region: cortex  | Sex: Male,Genotype: WT | Brain Region: cortex  | Sex: Male,Genotype: 5xFAD__Brain Region: cortex __Sex: Male vs Genotype: WT__Brain Region: cortex __Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
