Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PG (44:3),PG,34683.622425079346,32100.20236968994,36100.4821395874,41574.58278274536,36949.02239990234,35796.282653808594,29534.821868896484,34625.42245864868,30556.862243652344,35820.062576293945,36767.96298217773,31065.04201889038,32100.20236968994,41804.96261978149,33163.26206970215,35796.282653808594,34672.08222579956,30187.46196746826,35820.062576293945,27819.92176818848,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PG (44:4),PG,38442.542724609375,36113.30276489258,31918.32235717773,40093.90286254883,35789.30242919922,35939.44256591797,35511.52276611328,29987.742431640625,32097.782287597656,36859.12268066406,35768.102447509766,33408.12237548828,36113.30276489258,42994.66302490234,31155.66227722168,35939.44256591797,37252.70248413086,33523.26232910156,36859.12268066406,28805.081985473636,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PG (44:5),PG,37387.9423828125,34946.762603759766,32406.202529907227,36381.46237182617,36922.28289794922,35725.982360839844,34901.16226196289,39092.342681884766,33214.38259887695,36506.70275878906,36045.62239074707,29845.522079467773,34946.762603759766,44946.94287109375,33023.262268066406,35725.982360839844,35485.38265991211,31194.802139282227,36506.70275878906,22608.84161376953,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PG (44:6),PG,35656.52256774902,35425.34240722656,35133.322357177734,34923.96270751953,39178.94282531738,38206.00277709961,36211.68254089356,33625.28219604492,34118.98239135742,35387.64245605469,42121.50277709961,33344.702392578125,35425.34240722656,45148.56329345703,33732.92266845703,38206.00277709961,35773.90287780762,33014.842376708984,35387.64245605469,29619.32179260254,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PG (44:7),PG,36816.26272583008,39800.88275146485,36157.48257446289,41124.18258666992,39242.32269287109,41860.48272705078,34939.702545166016,36038.02291870117,32682.182235717773,37747.86277770996,37912.96269226074,34501.001953125,39800.88275146485,44898.802978515625,34147.74264526367,41860.48272705078,38421.24291992188,33340.382263183594,37747.86277770996,30537.3224029541,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PG (44:8),PG,39289.36267089844,38250.26290893555,36939.80267333984,34977.80270385742,42252.20294189453,40996.06311035156,36329.3825378418,36759.902770996094,31329.56225585937,42299.7428894043,43682.42297363281,33119.06219482422,38250.26290893555,46435.10307312012,32788.08201599121,40996.06311035156,39977.22344970703,37485.54287719727,42299.7428894043,27194.722106933597,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (20:0),PG,99502.70678710938,107032.38772583008,95003.36639404295,95398.96752929688,94053.32818603516,112998.56848144533,104923.28881835938,98504.9656677246,1766.920139312744,2096.8401527404785,3931.280323028565,1489.3201026916504,107032.38772583008,114376.78848266602,99179.10736083984,112998.56848144533,9004.700626373291,1752.1801261901855,2096.8401527404785,129101.58911132812,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (28:0),PG,66681.52453613281,45792.54333496094,40495.5032043457,50994.82373046875,51632.403564453125,47109.96301269531,43321.10287475586,53290.063873291016,55712.96362304688,43562.302978515625,47538.78332519531,49670.42372131348,45792.54333496094,50857.20318603516,44760.9430847168,47109.96301269531,42382.58331298828,49329.743713378906,43562.302978515625,39178.362701416016,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (30:0),PG,104598.40756225586,124834.84765625,98987.4676513672,109769.78759765624,107913.26754760742,118421.48690795898,111013.54626464844,108567.76596069336,102795.94760131836,129981.07046508788,81314.30645751953,152954.09130859375,124834.84765625,123809.14752197266,79108.62628173828,118421.48690795898,144128.23057556152,107639.56756591795,129981.07046508788,36833.5026550293,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (30:1),PG,74551.60586547852,54072.783752441406,51926.68359375,64459.223693847656,69316.4047241211,63302.0439453125,59348.16375732422,62870.24493408203,57865.38429260254,66229.48439025879,66532.88589477539,63511.685302734375,54072.783752441406,65055.28451538086,57333.80349731445,63302.0439453125,63989.965423583984,62933.76449584961,66229.48439025879,31758.76239013672,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (32:0),PG,54444.304443359375,49651.88299560547,46557.283203125,67729.80429077148,59134.2639465332,53017.70394897461,48915.94323730469,50323.383361816406,45255.08264160156,47567.54370117188,54591.664642333984,45326.60357666016,49651.88299560547,59870.904205322266,48537.143615722656,53017.70394897461,51577.30422973633,47509.843505859375,47567.54370117188,42436.62286376953,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (32:1),PG,40229.84280395508,38855.72317504883,36497.32269287109,39869.22314453125,42881.66279602051,40278.74264526367,37011.022369384766,40631.08290100098,33496.522384643555,40180.48254394531,42592.64289855957,33176.842376708984,38855.72317504883,43894.94357299805,38342.92288208008,40278.74264526367,41316.342849731445,35941.222747802734,40180.48254394531,36412.56280517578,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (34:0),PG,128321.01022338869,111612.10733032228,133062.38961791992,138989.95147705078,135868.2508239746,129640.26983642578,121249.7887878418,115591.38851928712,102070.90728759766,129005.35140991212,97997.7671508789,119488.92822265624,111612.10733032228,167314.27221679688,113057.68807983398,129640.26983642578,140704.85055541992,103531.3472290039,129005.35140991212,83248.26483154297,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (34:2),PG,60302.724853515625,58538.74411010742,51145.7839050293,55343.904296875,65990.22528076172,60914.184509277344,51063.40393066406,57640.28350830078,56021.904296875,58075.86437988281,60707.74407958984,52783.10345458984,58538.74411010742,63146.04479980469,57613.323486328125,60914.184509277344,54465.34353637695,55877.66387939453,58075.86437988281,43904.3034362793,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (34:3),PG,53857.564025878906,51776.42431640625,50068.70336914063,52016.68395996094,52954.72299194336,55654.40444946289,50303.22366333008,52269.96395874024,46056.12310791016,46732.243255615234,54144.42349243164,46606.62316894531,51776.42431640625,60478.383850097656,46906.86361694336,55654.40444946289,48718.64352416992,50387.72393798828,46732.243255615234,42189.14324951172,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (34:4),PG,53593.7038269043,49149.02374267578,46450.84396362305,61089.6051940918,63367.7841796875,51076.18356323242,48449.08349609375,56164.18475341797,46951.283203125,50440.663665771484,50942.82339477539,45807.22271728516,49149.02374267578,61385.48443603516,51455.54376220703,51076.18356323242,45702.04336547852,47100.96328735352,50440.663665771484,38706.40280151367,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (36:0),PG,63629.76483154297,62443.60369873047,58077.323822021484,60164.603515625,79160.86572265625,64263.56329345703,64343.26449584961,57591.584533691406,53702.4228515625,59897.08505249024,59334.32354736328,57791.524475097656,62443.60369873047,67894.82437133789,56470.32360839844,64263.56329345703,65157.86471557617,57598.74435424805,59897.08505249024,34644.58242797852,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (36:1),PG,247066.5167236328,285783.7366333008,208030.5352172852,169578.95349121094,250484.4373779297,224637.09796142575,246040.82153320312,202948.81188964844,158368.81091308594,266618.97576904297,135002.35064697266,231910.1142578125,285783.7366333008,230704.6149291992,150245.22924804688,224637.09796142575,307595.0781860352,218115.9921875,266618.97576904297,53039.72396850586,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (36:2),PG,56512.80432128906,53417.90362548828,55131.56329345703,58500.7643737793,65957.4048461914,62212.984130859375,57494.00372314453,56934.0241394043,51647.28350830078,58624.18405151367,58052.84399414063,56112.42413330078,53417.90362548828,67103.50463867188,55921.52383422852,62212.984130859375,56361.88485717773,54165.26373291016,58624.18405151367,42934.363037109375,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (36:4),PG,59408.9642944336,52028.80285644531,48457.92364501953,53680.68365478516,64048.38543701172,60861.964111328125,47689.80313110352,56604.18420410156,50522.243591308594,55364.96389770508,56044.36352539063,50951.40347290039,52028.80285644531,62151.44415283203,49680.02340698242,60861.964111328125,51396.08380126953,52823.943908691406,55364.96389770508,36157.40249633789,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (36:5),PG,53124.08419799805,49421.10395812988,44552.302978515625,55768.424377441406,58666.144622802734,54335.72375488281,47136.86340332031,49317.32328796387,44592.40353393555,51333.34359741211,55139.16397094727,47043.983459472656,49421.10395812988,59320.704345703125,46413.14306640625,54335.72375488281,52142.02368164063,48857.323822021484,51333.34359741211,40131.24282836914,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (38:0),PG,149665.1717529297,143249.34857177734,132979.26892089844,105565.1273803711,225616.93603515625,152169.31298828125,147475.99182128906,129070.2880859375,122536.26745605467,173180.0138244629,116730.86724853516,173112.79431152344,143249.34857177734,155034.89208984375,120346.66806030272,152169.31298828125,239445.99801635745,123637.14877319336,173180.0138244629,38564.10284423828,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (38:1),PG,82742.64672851562,66932.4848022461,70386.44537353516,62578.844299316406,133930.70724487305,65572.30456542969,76129.94500732422,68104.00457763672,59357.52423095703,65872.94485473633,69604.48468017578,66828.48504638672,66932.4848022461,69299.40502929688,70490.60546875,65572.30456542969,69651.22485351562,64217.26419067383,65872.94485473633,41037.882232666016,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (38:2),PG,80400.4850769043,77546.48443603516,78902.7846069336,70350.34478759766,127758.4096069336,84578.00561523438,82291.90655517578,77380.48626708984,60925.62493896485,82885.78546142578,74408.54528808594,68803.04498291016,77546.48443603516,81405.80499267578,71116.94439697266,84578.00561523438,96534.12768554688,66282.70516967773,82885.78546142578,44233.76318359375,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (38:3),PG,89020.306640625,102217.14749145508,84786.5853881836,75523.7847290039,112508.64770507812,94767.34692382812,103856.68701171876,92538.46600341795,65254.14389038086,87379.40594482422,68430.84481811523,75018.18518066406,102217.14749145508,102999.38684082033,77985.62548828125,94767.34692382812,106422.64846801758,71745.64501953125,87379.40594482422,43287.62268066406,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (38:4),PG,86288.88598632812,66897.48486328125,70333.10461425781,79046.9252319336,106569.74841308594,80640.86560058594,74597.46496582031,74132.0258178711,60189.08485412598,71416.92556762695,74299.46478271484,64290.404052734375,66897.48486328125,83205.18591308594,75568.14498901367,80640.86560058594,68758.68542480469,68570.02490234375,71416.92556762695,49617.46328735352,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (38:6),PG,58258.84442138672,54999.484130859375,52333.483459472656,62680.8232421875,61348.92376708984,63028.8639831543,57005.62457275391,57534.14437866211,49832.44323730469,60036.14419555664,60651.12423706055,51230.86367797852,54999.484130859375,62539.08416748047,52358.62384033203,63028.8639831543,60699.52423095703,60136.244049072266,60036.14419555664,40650.76266479492,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:0),PG,113656.3077392578,100427.04815673828,105722.20715332033,92514.18688964844,172388.4330444336,93013.34545898438,95471.30651855467,73877.50555419922,72098.88464355469,84274.74530029297,83753.54583740234,69183.04486083984,100427.04815673828,102478.54705810548,71142.16455078125,93013.34545898438,85162.96621704102,72680.26531982422,84274.74530029297,47382.54318237305,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:1),PG,85847.5863647461,76822.50582885742,77105.1254272461,62411.66400146485,153345.0528564453,73884.94479370117,90438.94757080078,61538.24426269531,57194.32369995117,70736.5443725586,70072.9055480957,61729.24426269531,76822.50582885742,71901.48519897461,64559.40512084961,73884.94479370117,77493.76443481445,62264.8447265625,70736.5443725586,42035.14306640625,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:2),PG,69309.84518432617,61305.5849609375,66872.92471313477,59726.52416992188,95579.02551269533,67165.044921875,66537.72482299805,64440.46398925781,55909.424713134766,65676.56460571289,64940.70413208008,62516.384521484375,61305.5849609375,69324.22463989258,60411.30471801758,67165.044921875,87120.08511352539,54822.10385131836,65676.56460571289,47293.36334228516,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:4),PG,62333.62518310547,53854.50396728516,48547.442810058594,73055.56539916992,55863.80374145508,53457.72344970703,47624.90316772461,53400.58377075195,51710.00289916992,49574.54382324219,55652.70379638672,48948.70372009277,53854.50396728516,61135.78384399414,53703.48419189453,53457.72344970703,55063.84414672852,53548.64385986328,49574.54382324219,37771.54263305664,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:5),PG,56090.04382324219,49527.46350097656,50647.163482666016,59319.62487792969,58707.40432739258,55823.5442199707,50807.943359375,56721.72399902344,47556.10363769531,56264.34368896485,60157.10443115234,45390.78326416016,49527.46350097656,63562.32467651367,50655.46398925781,55823.5442199707,57307.144134521484,51800.1237487793,56264.34368896485,43497.00296020508,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:6),PG,124338.0100402832,106125.02682495116,90970.80603027344,113870.32824707033,139171.39129638672,115162.54913330078,103260.30822753906,114791.06964111328,115460.04870605467,119155.5092163086,126965.17022705078,131056.48919677734,106125.02682495116,125998.02877807616,104974.52770996094,115162.54913330078,129591.58856201172,103898.68588256836,119155.5092163086,117214.88705444336,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (40:9),PG,167735.97296142578,247498.19506835935,115702.68768310548,155436.79248046875,256948.5548095703,232130.27764892575,249815.9822998047,155040.09002685547,149640.19229125977,444719.8696899414,196742.75912475583,329672.18048095703,247498.19506835935,269319.83880615234,101213.80633544922,232130.27764892575,612374.8541870117,217792.73303222656,444719.8696899414,40586.04315185547,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (42:0),PG,46376.1630859375,50446.10366821289,45254.70333862305,51576.203674316406,53598.783752441406,51210.94323730469,46148.44317626953,46207.70379638672,44023.30294799805,48612.52342224121,54689.8434753418,41860.16287231445,50446.10366821289,55096.283447265625,43748.38275146485,51210.94323730469,45940.32308959961,44321.06332397461,48612.52342224121,36547.5228881836,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (42:1),PG,54177.98431396485,52096.18359375,52350.0634765625,52830.24435424805,58719.50421142578,56030.16375732422,52250.76345825195,51513.34359741211,44522.72332763672,53552.804290771484,66231.34411621094,46545.90350341797,52096.18359375,62784.88461303711,47595.622955322266,56030.16375732422,60541.04409790039,48821.02349853516,53552.804290771484,37186.402770996094,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (42:2),PG,85813.08630371094,81075.36456298828,85602.42660522461,97453.06658935548,98590.68591308594,93059.50799560548,78245.78515625,87010.98571777344,84137.22714233398,90816.74588012695,98828.24572753906,84379.02551269531,81075.36456298828,96294.626953125,95882.7466430664,93059.50799560548,93256.12655639648,81612.76623535156,90816.74588012695,41483.44284057617,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (42:4),PG,167406.58923339844,137700.07131958008,102255.64846801758,149911.39120483398,150553.4921875,125004.08850097656,111570.43115234376,132643.64611816406,128261.83193969728,133589.42797851562,163631.09649658203,108062.50637817384,137700.07131958008,145619.43072509766,112220.50759887695,125004.08850097656,117360.78512573242,115833.44854736328,133589.42797851562,260236.63716125488,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGo (42:6),PG,86113.66668701172,78712.88482666016,65990.94467163086,89445.72686767578,93462.62567138672,85612.80584716797,80188.5260925293,83643.48510742188,75945.42459106445,85340.52587890625,86463.16606140137,85484.90518188477,78712.88482666016,88599.08703613281,70965.72583007812,85612.80584716797,76203.62435913086,73886.56579589844,85340.52587890625,65426.144622802734,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (16:0),PG,102133.8876953125,95155.78619384766,86800.22703552246,116453.44842529295,94788.6279296875,101443.34777832033,82279.68450927734,114078.48760986328,91672.7651977539,91221.5474243164,99489.88684082033,86335.54638671875,95155.78619384766,122069.18914794922,101734.8468017578,101443.34777832033,102588.56823730467,79185.10583496094,91221.5474243164,126885.62969970705,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (20:0),PG,55105.503662109375,50748.52404785156,44169.06301879883,52231.80419921875,61318.7841796875,55009.34324645996,49566.26345825195,50348.84368896485,1503.000114440918,1516.7800979614258,1512.1401100158691,1494.380100250244,50748.52404785156,58984.74429321289,47526.68353271485,55009.34324645996,1536.0001068115234,2121.320156097412,1516.7800979614258,51600.16357421875,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (28:0),PG,56178.94364929199,53166.40361022949,41236.70323181152,50838.98295593262,64376.22457885742,53483.80380249024,45886.78308105469,54927.964096069336,59157.10464477539,56327.744384765625,52987.52404785156,54515.24362182617,53166.40361022949,52739.06344604492,51070.86331176758,53483.80380249024,54693.92346191406,58634.88412475586,56327.744384765625,37398.58227539063,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (30:1),PG,76532.5661315918,78523.48532104492,59803.6438293457,62394.86520385742,80888.38494873047,74333.00527954102,68356.7453918457,68748.1044921875,61609.24423217773,84479.60583496094,61197.98422241211,74554.14492797852,78523.48532104492,78239.08456420898,56960.34420776367,74333.00527954102,87349.36724853516,71705.98443603516,84479.60583496094,41657.723571777344,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (34:4),PG,52125.26397705078,50230.42370605469,45302.60330200195,322507.24548339844,58204.08377075195,49507.12350463867,46496.32345581055,46082.0033569336,41434.70309448242,49620.62377929688,50651.92395019531,43702.40301513672,50230.42370605469,56967.36407470703,47266.22341918945,49507.12350463867,62098.10424804688,47672.54370117188,49620.62377929688,39228.48287963867,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (36:5),PG,89280.7474975586,99507.02731323242,90596.96746826172,118718.54949951172,112373.76818847656,99188.92712402344,86327.5267944336,96950.24816894533,85368.2053527832,86896.5054321289,91346.60638427734,96887.64624023438,99507.02731323242,105093.00598144533,91574.78665161131,99188.92712402344,85710.74560546875,81570.76574707031,86896.5054321289,75559.30596923828,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (38:6),PG,176833.17346191406,171103.37353515625,147621.91052246094,177014.47424316406,204002.7972412109,179790.9522705078,149696.55139160156,161512.2900390625,130913.16845703124,133670.15032958984,147638.07006835938,124697.7296142578,171103.37353515625,176993.6121826172,136844.36950683594,179790.9522705078,124424.86944580078,126596.38885498048,133670.15032958984,122761.30865478516,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (42:2),PG,65161.06497192383,54688.58361816406,52953.28405761719,57404.5235748291,58730.64431762695,50129.403381347656,50553.884185791016,55129.72442626953,45530.88333129883,51375.883697509766,52360.42398071289,49709.46331787109,54688.58361816406,58250.90368652344,46171.34356689453,50129.403381347656,52098.22317504883,46996.38366699219,51375.883697509766,48403.54284667969,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PGp (42:4),PG,43981.32275390625,40814.92303466797,39785.44259643555,49972.94384765625,48109.14349365234,41654.24267578125,40915.52307128906,40454.24267578125,40612.00296020508,43746.80310058594,46222.04309082031,38288.1826171875,40814.92303466797,50016.62373352051,37711.06271362305,41654.24267578125,45208.54302978516,38542.30252075195,43746.80310058594,32466.142684936523,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (14:1),PI,123372.79021453856,87930.18745422363,566263.6274414062,527984.0258789062,562594.0080566406,591114.2644042969,568156.7719726562,582093.7045898438,566800.9542236328,403640.1101951599,541832.4869384766,242129.21718215945,87930.18745422363,70079.9447593689,550871.9754638672,591114.2644042969,619566.3386230469,593264.8675537109,403640.1101951599,276031.0588378906,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (20:1),PI,93719.14587402344,51636.04315185547,157365.06860351562,145929.0294189453,177796.251953125,212258.8922119141,170992.2921142578,162932.29138183594,142828.63037109375,126028.8702392578,162668.75073242188,86469.7066040039,51636.04315185547,80597.72583007812,156028.97131347656,212258.8922119141,135442.548828125,153404.39111328125,126028.8702392578,119808.26794433594,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (24:0),PI,32091.00230407715,24467.201652526852,83316.58605957031,69843.44577026367,86725.3860168457,86344.14608764648,93222.62606811523,88784.26718139648,67239.30380249023,54428.62454223633,91541.90481567384,33671.162033081055,24467.201652526852,24730.18170166016,76735.80584716797,86344.14608764648,131636.69116210938,82418.20629882812,54428.62454223633,46573.70297241211,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (26:0),PI,37289.74206924439,28669.461959838867,68760.38562011719,70531.66412353516,73073.3447265625,81403.72564697266,80054.80554199219,77585.34585571289,67958.66421508789,66312.02551269531,97936.3662109375,43668.20324707031,28669.461959838867,30201.982330322266,76965.00576782227,81403.72564697266,136643.06964111328,71160.0844116211,66312.02551269531,63134.92413330078,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (26:1),PI,136320.34786605835,83967.46563720703,175663.29125976562,172569.73168945312,184582.9521484375,170603.53125,166399.751953125,177218.83349609375,157794.73071289062,152212.65161132812,172586.43334960938,131447.40942382812,83967.46563720703,107050.32697677612,173937.8916015625,170603.53125,175526.85180664062,164137.63232421875,152212.65161132812,144399.28955078125,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (28:0),PI,43704.58303833008,35015.34257507324,93188.18670654295,109907.5479736328,99238.98736572266,132350.24908447266,132882.4111328125,101055.36865234376,115799.5078125,120998.14569091795,142335.17135620117,62891.86410522461,35015.34257507324,33278.442321777344,145623.56951904297,132350.24908447266,210847.853515625,99512.1669921875,120998.14569091795,71032.00482177734,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (28:1),PI,22466.841480255127,24566.401596069336,56902.40417480469,66708.96452331543,66445.56469726562,77621.08575439453,81674.5862121582,62545.46469116211,65850.26412963867,59733.48333740234,79698.16528320312,35212.46252441406,24566.401596069336,23009.56155776977,81748.34619140625,77621.08575439453,103639.18815612792,62457.46334838867,59733.48333740234,45244.50390625,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PI (28:2),PI,18509.621223449707,13028.300888061523,42411.60317993164,41232.54252624512,59232.20361328125,47503.14274597168,44544.46307373047,42775.76330566406,43147.583084106445,33366.50263214111,46909.32334899902,18166.58140563965,13028.300888061523,14813.681037902832,44569.30319213867,47503.14274597168,49293.24336242676,39313.843338012695,33366.50263214111,40523.60314178467,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
