Lipid,Parent_Ion,Product_Ion,Transition
[TG(43:2)]_FA16:0,750.7,477.4,750.7 -> 477.4
[TG(43:3)]_FA16:0,748.6,475.3,748.6 -> 475.3
[TG(43:4)]_FA16:0,746.6,473.3,746.6 -> 473.3
"[TG(44:0),TG(O-45:0)]_FA16:0",768.7,495.4,768.7 -> 495.4
[TG(44:1)]_FA16:0,766.7,493.4,766.7 -> 493.4
[TG(44:2)]_FA16:0,764.7,491.4,764.7 -> 491.4
[TG(44:3)]_FA16:0,762.7,489.4,762.7 -> 489.4
[TG(44:4)]_FA16:0,760.6,487.3,760.6 -> 487.3
[TG(44:5)]_FA16:0,758.6,485.3,758.6 -> 485.3
[TG(45:0)]_FA16:0,782.7,509.4,782.7 -> 509.4
[TG(45:1)]_FA16:0,780.7,507.4,780.7 -> 507.4
[TG(45:2)]_FA16:0,778.7,505.4,778.7 -> 505.4
[TG(45:3)]_FA16:0,776.7,503.4,776.7 -> 503.4
[TG(45:4)]_FA16:0,774.7,501.4,774.7 -> 501.4
[TG(45:5)]_FA16:0,772.6,499.3,772.6 -> 499.3
[TG(46:0)]_FA16:0,796.7,523.4,796.7 -> 523.4
[TG(46:1)]_FA16:0,794.7,521.4,794.7 -> 521.4
[TG(46:2)]_FA16:0,792.7,519.4,792.7 -> 519.4
[TG(46:3)]_FA16:0,790.7,517.4,790.7 -> 517.4
[TG(46:4)]_FA16:0,788.7,515.4,788.7 -> 515.4
[TG(46:5)]_FA16:0,786.7,513.4,786.7 -> 513.4
[TG(46:6)]_FA16:0,784.6,511.3,784.6 -> 511.3
[TG(47:2)]_FA16:0,806.7,533.4,806.7 -> 533.4
[TG(47:3)]_FA16:0,804.7,531.4,804.7 -> 531.4
[TG(47:4)]_FA16:0,802.7,529.4,802.7 -> 529.4
[TG(47:5)]_FA16:0,800.7,527.4,800.7 -> 527.4
[TG(47:6)]_FA16:0,798.7,525.4,798.7 -> 525.4
[TG(48:2)]_FA16:0,820.7,547.4,820.7 -> 547.4
[TG(48:3)]_FA16:0,818.7,545.4,818.7 -> 545.4
[TG(48:4)]_FA16:0,816.7,543.4,816.7 -> 543.4
[TG(48:5)]_FA16:0,814.7,541.4,814.7 -> 541.4
[TG(48:6)]_FA16:0,812.7,539.4,812.7 -> 539.4
"[TG(48:7),TG(47:0)]_FA16:0",810.8,537.5,810.8 -> 537.5
"[TG(48:8),TG(47:1)]_FA16:0",808.7,535.4,808.7 -> 535.4
[TG(49:3)]_FA16:0,832.7,559.4,832.7 -> 559.4
[TG(49:4)]_FA16:0,830.7,557.4,830.7 -> 557.4
[TG(49:5)]_FA16:0,828.7,555.4,828.7 -> 555.4
[TG(49:6)]_FA16:0,826.7,553.4,826.7 -> 553.4
"[TG(49:7),TG(48:0)]_FA16:0",824.8,551.5,824.8 -> 551.5
"[TG(49:8),TG(48:1)]_FA16:0",822.8,549.5,822.8 -> 549.5
[TG(50:3)]_FA16:0,846.8,573.5,846.8 -> 573.5
[TG(50:4)]_FA16:0,844.7,571.4,844.7 -> 571.4
[TG(50:6)]_FA16:0,840.7,567.4,840.7 -> 567.4
"[TG(50:7),TG(49:0)]_FA16:0",838.8,565.5,838.8 -> 565.5
"[TG(50:8),TG(49:1)]_FA16:0",836.8,563.5,836.8 -> 563.5
"[TG(50:9),TG(49:2)]_FA16:0",834.8,561.5,834.8 -> 561.5
[TG(51:4)]_FA16:0,858.8,585.5,858.8 -> 585.5
[TG(51:5)]_FA16:0,856.7,583.4,856.7 -> 583.4
[TG(51:6)]_FA16:0,854.7,581.4,854.7 -> 581.4
"[TG(51:7),TG(50:0)]_FA16:0",852.8,579.5,852.8 -> 579.5
"[TG(51:8),TG(50:1)]_FA16:0",850.8,577.5,850.8 -> 577.5
"[TG(51:9),TG(50:2)]_FA16:0",848.8,575.5,848.8 -> 575.5
"[TG(52:10),TG(51:3)]_FA16:0",860.8,587.5,860.8 -> 587.5
[TG(52:4)]_FA16:0,872.8,599.5,872.8 -> 599.5
[TG(52:6)]_FA16:0,868.7,595.4,868.7 -> 595.4
"[TG(52:7),TG(51:0)]_FA16:0",866.8,593.5,866.8 -> 593.5
"[TG(52:8),TG(51:1)]_FA16:0",864.8,591.5,864.8 -> 591.5
"[TG(52:9),TG(51:2)]_FA16:0",862.8,589.5,862.8 -> 589.5
[TG(53:6)]_FA16:0,882.8,609.5,882.8 -> 609.5
"[TG(53:7),TG(52:0)]_FA16:0",880.8,607.5,880.8 -> 607.5
"[TG(53:8),TG(52:1)]_FA16:0",878.8,605.5,878.8 -> 605.5
"[TG(53:9),TG(52:2)]_FA16:0",876.8,603.5,876.8 -> 603.5
"[TG(54:12),TG(53:5)]_FA16:0",884.8,611.5,884.8 -> 611.5
"[TG(54:7),TG(53:0)]_FA16:0",894.8,621.5,894.8 -> 621.5
"[TG(55:7),TG(54:0)]_FA16:0",908.9,635.6,908.9 -> 635.6
"[TG(56:10),TG(55:3)]_FA16:0",916.8,643.5,916.8 -> 643.5
"[TG(56:11),TG(55:4)]_FA16:0",914.8,641.5,914.8 -> 641.5
"[TG(56:12),TG(55:5)]_FA16:0",912.8,639.5,912.8 -> 639.5
"[TG(56:13),TG(55:6)]_FA16:0",910.8,637.5,910.8 -> 637.5
[TG(56:6)]_FA16:0,924.8,651.5,924.8 -> 651.5
"[TG(56:7),TG(55:0)]_FA16:0",922.9,649.6,922.9 -> 649.6
"[TG(56:8),TG(55:1)]_FA16:0",920.9,647.6,920.9 -> 647.6
"[TG(57:10),TG(56:3)]_FA16:0",930.8,657.5,930.8 -> 657.5
"[TG(57:11),TG(56:4)]_FA16:0",928.8,655.5,928.8 -> 655.5
"[TG(57:12),TG(56:5)]_FA16:0",926.8,653.5,926.8 -> 653.5
"[TG(57:8),TG(56:1)]_FA16:0",934.9,661.6,934.9 -> 661.6
"[TG(57:9),TG(56:2)]_FA16:0",932.9,659.6,932.9 -> 659.6
"[TG(58:10),TG(57:3)]_FA16:0",944.9,671.6,944.9 -> 671.6
"[TG(58:11),TG(57:4)]_FA16:0",942.8,669.5,942.8 -> 669.5
"[TG(58:12),TG(57:5)]_FA16:0",940.8,667.5,940.8 -> 667.5
"[TG(58:13),TG(57:6)]_FA16:0",938.8,665.5,938.8 -> 665.5
"[TG(58:14),TG(57:7),TG(56:0)]_FA16:0",936.9,663.6,936.9 -> 663.6
"[TG(58:8),TG(57:1)]_FA16:0",948.9,675.6,948.9 -> 675.6
"[TG(58:9),TG(57:2)]_FA16:0",946.9,673.6,946.9 -> 673.6
"[TG(59:10),TG(58:3)]_FA16:0",958.9,685.6,958.9 -> 685.6
"[TG(59:11),TG(58:4)]_FA16:0",956.9,683.6,956.9 -> 683.6
"[TG(59:12),TG(58:5)]_FA16:0",954.8,681.5,954.8 -> 681.5
"[TG(59:13),TG(58:6)]_FA16:0",952.8,679.5,952.8 -> 679.5
"[TG(59:9),TG(58:2)]_FA16:0",960.9,687.6,960.9 -> 687.6
"[TG(60:10),TG(59:3)]_FA16:0",972.9,699.6,972.9 -> 699.6
"[TG(60:11),TG(59:4)]_FA16:0",970.9,697.6,970.9 -> 697.6
"[TG(60:12),TG(59:5)]_FA16:0",968.9,695.6,968.9 -> 695.6
"[TG(60:13),TG(59:6)]_FA16:0",966.8,693.5,966.8 -> 693.5
"[TG(60:14),TG(59:7),TG(58:0)]_FA16:0",964.9,691.6,964.9 -> 691.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA16:0",962.9,689.6,962.9 -> 689.6
"[TG(60:8),TG(59:1)]_FA16:0",976.9,703.6,976.9 -> 703.6
"[TG(60:9),TG(59:2)]_FA16:0",974.9,701.6,974.9 -> 701.6
"[TG(61:10),TG(60:3)]_FA16:0",986.9,713.6,986.9 -> 713.6
"[TG(61:11),TG(60:4)]_FA16:0",984.9,711.6,984.9 -> 711.6
"[TG(61:12),TG(60:5)]_FA16:0",982.9,709.6,982.9 -> 709.6
"[TG(61:13),TG(60:6)]_FA16:0",980.9,707.6,980.9 -> 707.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA16:0",978.9,705.6,978.9 -> 705.6
"[TG(62:10),TG(61:3)]_FA16:0",1000.9,727.6,1000.9 -> 727.6
"[TG(62:11),TG(61:4)]_FA16:0",998.9,725.6,998.9 -> 725.6
"[TG(62:12),TG(61:5)]_FA16:0",996.9,723.6,996.9 -> 723.6
"[TG(62:13),TG(61:6)]_FA16:0",994.9,721.6,994.9 -> 721.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA16:0",993.0,719.7,993.0 -> 719.7
"[TG(62:15),TG(61:8),TG(60:1)]_FA16:0",990.9,717.6,990.9 -> 717.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:0",988.9,715.6,988.9 -> 715.6
"[TG(62:7),TG(61:0)]_FA16:0",1007.0,733.7,1007.0 -> 733.7
"[TG(62:8),TG(61:1)]_FA16:0",1005.0,731.7,1005.0 -> 731.7
"[TG(62:9),TG(61:2)]_FA16:0",1002.9,729.6,1002.9 -> 729.6
"[TG(63:11),TG(62:4)]_FA16:0",1012.9,739.6,1012.9 -> 739.6
"[TG(63:12),TG(62:5)]_FA16:0",1010.9,737.6,1010.9 -> 737.6
"[TG(63:13),TG(62:6)]_FA16:0",1008.9,735.6,1008.9 -> 735.6
"[TG(64:10),TG(63:3)]_FA16:0",1029.0,755.7,1029.0 -> 755.7
"[TG(64:11),TG(63:4)]_FA16:0",1026.9,753.6,1026.9 -> 753.6
"[TG(64:12),TG(63:5)]_FA16:0",1024.9,751.6,1024.9 -> 751.6
"[TG(64:13),TG(63:6)]_FA16:0",1022.9,749.6,1022.9 -> 749.6
"[TG(64:14),TG(63:7),TG(62:0)]_FA16:0",1021.0,747.7,1021.0 -> 747.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA16:0",1019.0,745.7,1019.0 -> 745.7
"[TG(64:16),TG(63:9),TG(62:2)]_FA16:0",1017.0,743.7,1017.0 -> 743.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA16:0",1014.9,741.6,1014.9 -> 741.6
[TG(64:6)]_FA16:0,1036.9,763.6,1036.9 -> 763.6
"[TG(64:7),TG(63:0)]_FA16:0",1035.0,761.7,1035.0 -> 761.7
"[TG(64:8),TG(63:1)]_FA16:0",1033.0,759.7,1033.0 -> 759.7
"[TG(64:9),TG(63:2)]_FA16:0",1031.0,757.7,1031.0 -> 757.7
[TG(65:0)]_FA16:0,1063.0,789.7,1063.0 -> 789.7
"[TG(65:12),TG(64:5)]_FA16:0",1038.9,765.6,1038.9 -> 765.6
[TG(66:0)]_FA16:0,1077.1,803.8,1077.1 -> 803.8
[TG(66:1)]_FA16:0,1075.0,801.7,1075.0 -> 801.7
"[TG(66:10),TG(65:3)]_FA16:0",1057.0,783.7,1057.0 -> 783.7
"[TG(66:11),TG(65:4)]_FA16:0",1055.0,781.7,1055.0 -> 781.7
"[TG(66:12),TG(65:5)]_FA16:0",1053.0,779.7,1053.0 -> 779.7
"[TG(66:13),TG(65:6)]_FA16:0",1050.9,777.6,1050.9 -> 777.6
"[TG(66:14),TG(65:7),TG(64:0)]_FA16:0",1049.0,775.7,1049.0 -> 775.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA16:0",1047.0,773.7,1047.0 -> 773.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA16:0",1045.0,771.7,1045.0 -> 771.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA16:0",1043.0,769.7,1043.0 -> 769.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA16:0",1041.0,767.7,1041.0 -> 767.7
[TG(66:2)]_FA16:0,1073.0,799.7,1073.0 -> 799.7
[TG(66:3)]_FA16:0,1071.0,797.7,1071.0 -> 797.7
[TG(66:4)]_FA16:0,1069.0,795.7,1069.0 -> 795.7
[TG(66:5)]_FA16:0,1067.0,793.7,1067.0 -> 793.7
[TG(66:6)]_FA16:0,1065.0,791.7,1065.0 -> 791.7
[TG(66:7)]_FA16:0,1062.9,789.6,1062.9 -> 789.6
"[TG(66:8),TG(65:1)]_FA16:0",1061.0,787.7,1061.0 -> 787.7
"[TG(66:9),TG(65:2)]_FA16:0",1059.0,785.7,1059.0 -> 785.7
[TG(50:5)]_FA16:0,842.7,569.4,842.7 -> 569.4
[TG(52:5)]_FA16:0,870.8,597.5,870.8 -> 597.5
"[TG(53:10),TG(52:3)]_FA16:0",874.8,601.5,874.8 -> 601.5
"[TG(54:10),TG(53:3)]_FA16:0",888.8,615.5,888.8 -> 615.5
"[TG(54:11),TG(53:4)]_FA16:0",886.8,613.5,886.8 -> 613.5
[TG(54:5)]_FA16:0,898.8,625.5,898.8 -> 625.5
[TG(54:6)]_FA16:0,896.8,623.5,896.8 -> 623.5
"[TG(54:8),TG(53:1)]_FA16:0",892.8,619.5,892.8 -> 619.5
"[TG(54:9),TG(53:2)]_FA16:0",890.8,617.5,890.8 -> 617.5
"[TG(55:10),TG(54:3)]_FA16:0",902.8,629.5,902.8 -> 629.5
"[TG(55:11),TG(54:4)]_FA16:0",900.8,627.5,900.8 -> 627.5
"[TG(55:8),TG(54:1)]_FA16:0",906.8,633.5,906.8 -> 633.5
"[TG(55:9),TG(54:2)]_FA16:0",904.8,631.5,904.8 -> 631.5
"[TG(56:9),TG(55:2)]_FA16:0",918.8,645.5,918.8 -> 645.5
"[TG(58:7),TG(57:0)]_FA16:0",950.9,677.6,950.9 -> 677.6
[TG(37:0)]_FA18:0,670.6,369.3,670.6 -> 369.3
[TG(38:0)]_FA18:0,684.6,383.3,684.6 -> 383.3
[TG(38:1)]_FA18:0,682.6,381.3,682.6 -> 381.3
[TG(39:0)]_FA18:0,698.6,397.3,698.6 -> 397.3
[TG(39:1)]_FA18:0,696.6,395.3,696.6 -> 395.3
[TG(40:0)]_FA18:0,712.6,411.3,712.6 -> 411.3
[TG(40:1)]_FA18:0,710.6,409.3,710.6 -> 409.3
[TG(40:2)]_FA18:0,708.6,407.3,708.6 -> 407.3
[TG(41:0)]_FA18:0,726.7,425.4,726.7 -> 425.4
[TG(41:1)]_FA18:0,724.6,423.3,724.6 -> 423.3
[TG(41:2)]_FA18:0,722.6,421.3,722.6 -> 421.3
[TG(42:0)]_FA18:0,740.7,439.4,740.7 -> 439.4
[TG(42:1)]_FA18:0,738.7,437.4,738.7 -> 437.4
[TG(42:2)]_FA18:0,736.6,435.3,736.6 -> 435.3
[TG(42:3)]_FA18:0,734.6,433.3,734.6 -> 433.3
[TG(42:4)]_FA18:0,732.6,431.3,732.6 -> 431.3
[TG(43:0)]_FA18:0,754.7,453.4,754.7 -> 453.4
[TG(43:1)]_FA18:0,752.7,451.4,752.7 -> 451.4
[TG(43:2)]_FA18:0,750.7,449.4,750.7 -> 449.4
[TG(43:3)]_FA18:0,748.6,447.3,748.6 -> 447.3
[TG(43:4)]_FA18:0,746.6,445.3,746.6 -> 445.3
"[TG(44:0),TG(O-45:0)]_FA18:0",768.7,467.4,768.7 -> 467.4
[TG(44:1)]_FA18:0,766.7,465.4,766.7 -> 465.4
[TG(44:2)]_FA18:0,764.7,463.4,764.7 -> 463.4
[TG(44:3)]_FA18:0,762.7,461.4,762.7 -> 461.4
[TG(44:4)]_FA18:0,760.6,459.3,760.6 -> 459.3
[TG(44:5)]_FA18:0,758.6,457.3,758.6 -> 457.3
[TG(45:0)]_FA18:0,782.7,481.4,782.7 -> 481.4
[TG(45:1)]_FA18:0,780.7,479.4,780.7 -> 479.4
[TG(45:2)]_FA18:0,778.7,477.4,778.7 -> 477.4
[TG(45:3)]_FA18:0,776.7,475.4,776.7 -> 475.4
[TG(45:4)]_FA18:0,774.7,473.4,774.7 -> 473.4
[TG(45:5)]_FA18:0,772.6,471.3,772.6 -> 471.3
[TG(46:0)]_FA18:0,796.7,495.4,796.7 -> 495.4
[TG(46:1)]_FA18:0,794.7,493.4,794.7 -> 493.4
[TG(46:2)]_FA18:0,792.7,491.4,792.7 -> 491.4
[TG(46:3)]_FA18:0,790.7,489.4,790.7 -> 489.4
[TG(46:4)]_FA18:0,788.7,487.4,788.7 -> 487.4
[TG(46:5)]_FA18:0,786.7,485.4,786.7 -> 485.4
[TG(46:6)]_FA18:0,784.6,483.3,784.6 -> 483.3
[TG(47:2)]_FA18:0,806.7,505.4,806.7 -> 505.4
[TG(47:3)]_FA18:0,804.7,503.4,804.7 -> 503.4
[TG(47:4)]_FA18:0,802.7,501.4,802.7 -> 501.4
[TG(47:5)]_FA18:0,800.7,499.4,800.7 -> 499.4
[TG(47:6)]_FA18:0,798.7,497.4,798.7 -> 497.4
[TG(48:2)]_FA18:0,820.7,519.4,820.7 -> 519.4
[TG(48:3)]_FA18:0,818.7,517.4,818.7 -> 517.4
[TG(48:4)]_FA18:0,816.7,515.4,816.7 -> 515.4
[TG(48:5)]_FA18:0,814.7,513.4,814.7 -> 513.4
[TG(48:6)]_FA18:0,812.7,511.4,812.7 -> 511.4
"[TG(48:7),TG(47:0)]_FA18:0",810.8,509.5,810.8 -> 509.5
"[TG(48:8),TG(47:1)]_FA18:0",808.7,507.4,808.7 -> 507.4
[TG(49:3)]_FA18:0,832.7,531.4,832.7 -> 531.4
[TG(49:4)]_FA18:0,830.7,529.4,830.7 -> 529.4
[TG(49:5)]_FA18:0,828.7,527.4,828.7 -> 527.4
[TG(49:6)]_FA18:0,826.7,525.4,826.7 -> 525.4
"[TG(49:7),TG(48:0)]_FA18:0",824.8,523.5,824.8 -> 523.5
"[TG(49:8),TG(48:1)]_FA18:0",822.8,521.5,822.8 -> 521.5
[TG(50:3)]_FA18:0,846.8,545.5,846.8 -> 545.5
[TG(50:4)]_FA18:0,844.7,543.4,844.7 -> 543.4
[TG(50:6)]_FA18:0,840.7,539.4,840.7 -> 539.4
"[TG(50:7),TG(49:0)]_FA18:0",838.8,537.5,838.8 -> 537.5
"[TG(50:8),TG(49:1)]_FA18:0",836.8,535.5,836.8 -> 535.5
"[TG(50:9),TG(49:2)]_FA18:0",834.8,533.5,834.8 -> 533.5
[TG(51:4)]_FA18:0,858.8,557.5,858.8 -> 557.5
[TG(51:5)]_FA18:0,856.7,555.4,856.7 -> 555.4
[TG(51:6)]_FA18:0,854.7,553.4,854.7 -> 553.4
"[TG(51:7),TG(50:0)]_FA18:0",852.8,551.5,852.8 -> 551.5
"[TG(51:8),TG(50:1)]_FA18:0",850.8,549.5,850.8 -> 549.5
"[TG(51:9),TG(50:2)]_FA18:0",848.8,547.5,848.8 -> 547.5
"[TG(52:10),TG(51:3)]_FA18:0",860.8,559.5,860.8 -> 559.5
[TG(52:4)]_FA18:0,872.8,571.5,872.8 -> 571.5
[TG(52:6)]_FA18:0,868.7,567.4,868.7 -> 567.4
"[TG(52:7),TG(51:0)]_FA18:0",866.8,565.5,866.8 -> 565.5
"[TG(52:8),TG(51:1)]_FA18:0",864.8,563.5,864.8 -> 563.5
"[TG(52:9),TG(51:2)]_FA18:0",862.8,561.5,862.8 -> 561.5
[TG(53:6)]_FA18:0,882.8,581.5,882.8 -> 581.5
"[TG(53:7),TG(52:0)]_FA18:0",880.8,579.5,880.8 -> 579.5
"[TG(53:8),TG(52:1)]_FA18:0",878.8,577.5,878.8 -> 577.5
"[TG(53:9),TG(52:2)]_FA18:0",876.8,575.5,876.8 -> 575.5
"[TG(54:12),TG(53:5)]_FA18:0",884.8,583.5,884.8 -> 583.5
"[TG(54:7),TG(53:0)]_FA18:0",894.8,593.5,894.8 -> 593.5
"[TG(55:7),TG(54:0)]_FA18:0",908.9,607.6,908.9 -> 607.6
"[TG(56:10),TG(55:3)]_FA18:0",916.8,615.5,916.8 -> 615.5
"[TG(56:11),TG(55:4)]_FA18:0",914.8,613.5,914.8 -> 613.5
"[TG(56:12),TG(55:5)]_FA18:0",912.8,611.5,912.8 -> 611.5
"[TG(56:13),TG(55:6)]_FA18:0",910.8,609.5,910.8 -> 609.5
[TG(56:6)]_FA18:0,924.8,623.5,924.8 -> 623.5
"[TG(56:7),TG(55:0)]_FA18:0",922.9,621.6,922.9 -> 621.6
"[TG(56:8),TG(55:1)]_FA18:0",920.9,619.6,920.9 -> 619.6
"[TG(57:10),TG(56:3)]_FA18:0",930.8,629.5,930.8 -> 629.5
"[TG(57:11),TG(56:4)]_FA18:0",928.8,627.5,928.8 -> 627.5
"[TG(57:12),TG(56:5)]_FA18:0",926.8,625.5,926.8 -> 625.5
"[TG(57:8),TG(56:1)]_FA18:0",934.9,633.6,934.9 -> 633.6
"[TG(57:9),TG(56:2)]_FA18:0",932.9,631.6,932.9 -> 631.6
"[TG(58:10),TG(57:3)]_FA18:0",944.9,643.6,944.9 -> 643.6
"[TG(58:11),TG(57:4)]_FA18:0",942.8,641.5,942.8 -> 641.5
"[TG(58:12),TG(57:5)]_FA18:0",940.8,639.5,940.8 -> 639.5
"[TG(58:13),TG(57:6)]_FA18:0",938.8,637.5,938.8 -> 637.5
"[TG(58:14),TG(57:7),TG(56:0)]_FA18:0",936.9,635.6,936.9 -> 635.6
"[TG(58:8),TG(57:1)]_FA18:0",948.9,647.6,948.9 -> 647.6
"[TG(58:9),TG(57:2)]_FA18:0",946.9,645.6,946.9 -> 645.6
"[TG(59:10),TG(58:3)]_FA18:0",958.9,657.6,958.9 -> 657.6
"[TG(59:11),TG(58:4)]_FA18:0",956.9,655.6,956.9 -> 655.6
"[TG(59:12),TG(58:5)]_FA18:0",954.8,653.5,954.8 -> 653.5
"[TG(59:13),TG(58:6)]_FA18:0",952.8,651.5,952.8 -> 651.5
"[TG(59:9),TG(58:2)]_FA18:0",960.9,659.6,960.9 -> 659.6
"[TG(60:10),TG(59:3)]_FA18:0",972.9,671.6,972.9 -> 671.6
"[TG(60:11),TG(59:4)]_FA18:0",970.9,669.6,970.9 -> 669.6
"[TG(60:12),TG(59:5)]_FA18:0",968.9,667.6,968.9 -> 667.6
"[TG(60:13),TG(59:6)]_FA18:0",966.8,665.5,966.8 -> 665.5
"[TG(60:14),TG(59:7),TG(58:0)]_FA18:0",964.9,663.6,964.9 -> 663.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA18:0",962.9,661.6,962.9 -> 661.6
"[TG(60:8),TG(59:1)]_FA18:0",976.9,675.6,976.9 -> 675.6
"[TG(60:9),TG(59:2)]_FA18:0",974.9,673.6,974.9 -> 673.6
"[TG(61:10),TG(60:3)]_FA18:0",986.9,685.6,986.9 -> 685.6
"[TG(61:11),TG(60:4)]_FA18:0",984.9,683.6,984.9 -> 683.6
"[TG(61:12),TG(60:5)]_FA18:0",982.9,681.6,982.9 -> 681.6
"[TG(61:13),TG(60:6)]_FA18:0",980.9,679.6,980.9 -> 679.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA18:0",978.9,677.6,978.9 -> 677.6
"[TG(62:10),TG(61:3)]_FA18:0",1000.9,699.6,1000.9 -> 699.6
"[TG(62:11),TG(61:4)]_FA18:0",998.9,697.6,998.9 -> 697.6
"[TG(62:12),TG(61:5)]_FA18:0",996.9,695.6,996.9 -> 695.6
"[TG(62:13),TG(61:6)]_FA18:0",994.9,693.6,994.9 -> 693.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:0",993.0,691.7,993.0 -> 691.7
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:0",990.9,689.6,990.9 -> 689.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:0",988.9,687.6,988.9 -> 687.6
"[TG(62:7),TG(61:0)]_FA18:0",1007.0,705.7,1007.0 -> 705.7
"[TG(62:8),TG(61:1)]_FA18:0",1005.0,703.7,1005.0 -> 703.7
"[TG(62:9),TG(61:2)]_FA18:0",1002.9,701.6,1002.9 -> 701.6
"[TG(63:11),TG(62:4)]_FA18:0",1012.9,711.6,1012.9 -> 711.6
"[TG(63:12),TG(62:5)]_FA18:0",1010.9,709.6,1010.9 -> 709.6
"[TG(63:13),TG(62:6)]_FA18:0",1008.9,707.6,1008.9 -> 707.6
"[TG(64:10),TG(63:3)]_FA18:0",1029.0,727.7,1029.0 -> 727.7
"[TG(64:11),TG(63:4)]_FA18:0",1026.9,725.6,1026.9 -> 725.6
"[TG(64:12),TG(63:5)]_FA18:0",1024.9,723.6,1024.9 -> 723.6
"[TG(64:13),TG(63:6)]_FA18:0",1022.9,721.6,1022.9 -> 721.6
"[TG(64:14),TG(63:7),TG(62:0)]_FA18:0",1021.0,719.7,1021.0 -> 719.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA18:0",1019.0,717.7,1019.0 -> 717.7
"[TG(64:16),TG(63:9),TG(62:2)]_FA18:0",1017.0,715.7,1017.0 -> 715.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA18:0",1014.9,713.6,1014.9 -> 713.6
[TG(64:6)]_FA18:0,1036.9,735.6,1036.9 -> 735.6
"[TG(64:7),TG(63:0)]_FA18:0",1035.0,733.7,1035.0 -> 733.7
"[TG(64:8),TG(63:1)]_FA18:0",1033.0,731.7,1033.0 -> 731.7
"[TG(64:9),TG(63:2)]_FA18:0",1031.0,729.7,1031.0 -> 729.7
[TG(65:0)]_FA18:0,1063.0,761.7,1063.0 -> 761.7
"[TG(65:12),TG(64:5)]_FA18:0",1038.9,737.6,1038.9 -> 737.6
[TG(66:0)]_FA18:0,1077.1,775.8,1077.1 -> 775.8
[TG(66:1)]_FA18:0,1075.0,773.7,1075.0 -> 773.7
"[TG(66:10),TG(65:3)]_FA18:0",1057.0,755.7,1057.0 -> 755.7
"[TG(66:11),TG(65:4)]_FA18:0",1055.0,753.7,1055.0 -> 753.7
"[TG(66:12),TG(65:5)]_FA18:0",1053.0,751.7,1053.0 -> 751.7
"[TG(66:13),TG(65:6)]_FA18:0",1050.9,749.6,1050.9 -> 749.6
"[TG(66:14),TG(65:7),TG(64:0)]_FA18:0",1049.0,747.7,1049.0 -> 747.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA18:0",1047.0,745.7,1047.0 -> 745.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA18:0",1045.0,743.7,1045.0 -> 743.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA18:0",1043.0,741.7,1043.0 -> 741.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA18:0",1041.0,739.7,1041.0 -> 739.7
[TG(66:2)]_FA18:0,1073.0,771.7,1073.0 -> 771.7
[TG(66:3)]_FA18:0,1071.0,769.7,1071.0 -> 769.7
[TG(66:4)]_FA18:0,1069.0,767.7,1069.0 -> 767.7
[TG(66:5)]_FA18:0,1067.0,765.7,1067.0 -> 765.7
[TG(66:6)]_FA18:0,1065.0,763.7,1065.0 -> 763.7
[TG(66:7)]_FA18:0,1062.9,761.6,1062.9 -> 761.6
"[TG(66:8),TG(65:1)]_FA18:0",1061.0,759.7,1061.0 -> 759.7
"[TG(66:9),TG(65:2)]_FA18:0",1059.0,757.7,1059.0 -> 757.7
[TG(50:5)]_FA18:0,842.7,541.4,842.7 -> 541.4
[TG(52:5)]_FA18:0,870.8,569.5,870.8 -> 569.5
"[TG(53:10),TG(52:3)]_FA18:0",874.8,573.5,874.8 -> 573.5
"[TG(54:10),TG(53:3)]_FA18:0",888.8,587.5,888.8 -> 587.5
"[TG(54:11),TG(53:4)]_FA18:0",886.8,585.5,886.8 -> 585.5
[TG(54:5)]_FA18:0,898.8,597.5,898.8 -> 597.5
[TG(54:6)]_FA18:0,896.8,595.5,896.8 -> 595.5
"[TG(54:8),TG(53:1)]_FA18:0",892.8,591.5,892.8 -> 591.5
"[TG(54:9),TG(53:2)]_FA18:0",890.8,589.5,890.8 -> 589.5
"[TG(55:10),TG(54:3)]_FA18:0",902.8,601.5,902.8 -> 601.5
"[TG(55:11),TG(54:4)]_FA18:0",900.8,599.5,900.8 -> 599.5
"[TG(55:8),TG(54:1)]_FA18:0",906.8,605.5,906.8 -> 605.5
