Lipid,Parent_Ion,Product_Ion,Transition
"[TG(66:9),TG(65:2)]_FA20:4",1059.0,737.7,1059.0 -> 737.7
"[TG(48:8),TG(47:1)]_FA20:4",808.7,487.4,808.7 -> 487.4
"[TG(49:8),TG(48:1)]_FA20:4",822.8,501.5,822.8 -> 501.5
"[TG(50:8),TG(49:1)]_FA20:4",836.8,515.5,836.8 -> 515.5
"[TG(51:8),TG(50:1)]_FA20:4",850.8,529.5,850.8 -> 529.5
"[TG(52:8),TG(51:1)]_FA20:4",864.8,543.5,864.8 -> 543.5
"[TG(53:8),TG(52:1)]_FA20:4",878.8,557.5,878.8 -> 557.5
"[TG(56:8),TG(55:1)]_FA20:4",920.9,599.6,920.9 -> 599.6
"[TG(57:8),TG(56:1)]_FA20:4",934.9,613.6,934.9 -> 613.6
"[TG(58:8),TG(57:1)]_FA20:4",948.9,627.6,948.9 -> 627.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA20:4",962.9,641.6,962.9 -> 641.6
"[TG(60:8),TG(59:1)]_FA20:4",976.9,655.6,976.9 -> 655.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA20:4",990.9,669.6,990.9 -> 669.6
"[TG(62:8),TG(61:1)]_FA20:4",1005.0,683.7,1005.0 -> 683.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA20:4",1019.0,697.7,1019.0 -> 697.7
"[TG(64:8),TG(63:1)]_FA20:4",1033.0,711.7,1033.0 -> 711.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA20:4",1047.0,725.7,1047.0 -> 725.7
"[TG(66:8),TG(65:1)]_FA20:4",1061.0,739.7,1061.0 -> 739.7
"[TG(48:7),TG(47:0)]_FA20:4",810.8,489.5,810.8 -> 489.5
"[TG(49:7),TG(48:0)]_FA20:4",824.8,503.5,824.8 -> 503.5
"[TG(50:7),TG(49:0)]_FA20:4",838.8,517.5,838.8 -> 517.5
"[TG(51:7),TG(50:0)]_FA20:4",852.8,531.5,852.8 -> 531.5
"[TG(52:7),TG(51:0)]_FA20:4",866.8,545.5,866.8 -> 545.5
"[TG(53:7),TG(52:0)]_FA20:4",880.8,559.5,880.8 -> 559.5
"[TG(54:7),TG(53:0)]_FA20:4",894.8,573.5,894.8 -> 573.5
"[TG(55:7),TG(54:0)]_FA20:4",908.9,587.6,908.9 -> 587.6
"[TG(56:7),TG(55:0)]_FA20:4",922.9,601.6,922.9 -> 601.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA20:4",936.9,615.6,936.9 -> 615.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA20:4",964.9,643.6,964.9 -> 643.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA20:4",978.9,657.6,978.9 -> 657.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA20:4",993.0,671.7,993.0 -> 671.7
"[TG(62:7),TG(61:0)]_FA20:4",1007.0,685.7,1007.0 -> 685.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA20:4",1021.0,699.7,1021.0 -> 699.7
"[TG(64:7),TG(63:0)]_FA20:4",1035.0,713.7,1035.0 -> 713.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA20:4",1049.0,727.7,1049.0 -> 727.7
[TG(42:4)]_FA20:4,732.6,411.3,732.6 -> 411.3
[TG(43:4)]_FA20:4,746.6,425.3,746.6 -> 425.3
[TG(44:4)]_FA20:4,760.6,439.3,760.6 -> 439.3
[TG(44:5)]_FA20:4,758.6,437.3,758.6 -> 437.3
[TG(45:4)]_FA20:4,774.7,453.4,774.7 -> 453.4
[TG(45:5)]_FA20:4,772.6,451.3,772.6 -> 451.3
[TG(46:4)]_FA20:4,788.7,467.4,788.7 -> 467.4
[TG(46:5)]_FA20:4,786.7,465.4,786.7 -> 465.4
[TG(46:6)]_FA20:4,784.6,463.3,784.6 -> 463.3
[TG(47:4)]_FA20:4,802.7,481.4,802.7 -> 481.4
[TG(47:5)]_FA20:4,800.7,479.4,800.7 -> 479.4
[TG(47:6)]_FA20:4,798.7,477.4,798.7 -> 477.4
[TG(48:4)]_FA20:4,816.7,495.4,816.7 -> 495.4
[TG(48:5)]_FA20:4,814.7,493.4,814.7 -> 493.4
[TG(48:6)]_FA20:4,812.7,491.4,812.7 -> 491.4
[TG(49:4)]_FA20:4,830.7,509.4,830.7 -> 509.4
[TG(49:5)]_FA20:4,828.7,507.4,828.7 -> 507.4
[TG(49:6)]_FA20:4,826.7,505.4,826.7 -> 505.4
[TG(50:4)]_FA20:4,844.7,523.4,844.7 -> 523.4
[TG(50:6)]_FA20:4,840.7,519.4,840.7 -> 519.4
[TG(51:4)]_FA20:4,858.8,537.5,858.8 -> 537.5
[TG(51:5)]_FA20:4,856.7,535.4,856.7 -> 535.4
[TG(51:6)]_FA20:4,854.7,533.4,854.7 -> 533.4
[TG(52:4)]_FA20:4,872.8,551.5,872.8 -> 551.5
[TG(52:6)]_FA20:4,868.7,547.4,868.7 -> 547.4
[TG(53:6)]_FA20:4,882.8,561.5,882.8 -> 561.5
"[TG(54:12),TG(53:5)]_FA20:4",884.8,563.5,884.8 -> 563.5
"[TG(56:11),TG(55:4)]_FA20:4",914.8,593.5,914.8 -> 593.5
"[TG(56:12),TG(55:5)]_FA20:4",912.8,591.5,912.8 -> 591.5
"[TG(56:13),TG(55:6)]_FA20:4",910.8,589.5,910.8 -> 589.5
[TG(56:6)]_FA20:4,924.8,603.5,924.8 -> 603.5
"[TG(57:11),TG(56:4)]_FA20:4",928.8,607.5,928.8 -> 607.5
"[TG(57:12),TG(56:5)]_FA20:4",926.8,605.5,926.8 -> 605.5
"[TG(58:11),TG(57:4)]_FA20:4",942.8,621.5,942.8 -> 621.5
"[TG(58:12),TG(57:5)]_FA20:4",940.8,619.5,940.8 -> 619.5
"[TG(58:13),TG(57:6)]_FA20:4",938.8,617.5,938.8 -> 617.5
"[TG(59:11),TG(58:4)]_FA20:4",956.9,635.6,956.9 -> 635.6
"[TG(59:12),TG(58:5)]_FA20:4",954.8,633.5,954.8 -> 633.5
"[TG(59:13),TG(58:6)]_FA20:4",952.8,631.5,952.8 -> 631.5
"[TG(60:11),TG(59:4)]_FA20:4",970.9,649.6,970.9 -> 649.6
"[TG(60:12),TG(59:5)]_FA20:4",968.9,647.6,968.9 -> 647.6
"[TG(60:13),TG(59:6)]_FA20:4",966.8,645.5,966.8 -> 645.5
"[TG(61:11),TG(60:4)]_FA20:4",984.9,663.6,984.9 -> 663.6
"[TG(61:12),TG(60:5)]_FA20:4",982.9,661.6,982.9 -> 661.6
"[TG(61:13),TG(60:6)]_FA20:4",980.9,659.6,980.9 -> 659.6
"[TG(62:11),TG(61:4)]_FA20:4",998.9,677.6,998.9 -> 677.6
"[TG(62:12),TG(61:5)]_FA20:4",996.9,675.6,996.9 -> 675.6
"[TG(62:13),TG(61:6)]_FA20:4",994.9,673.6,994.9 -> 673.6
"[TG(63:11),TG(62:4)]_FA20:4",1012.9,691.6,1012.9 -> 691.6
"[TG(63:12),TG(62:5)]_FA20:4",1010.9,689.6,1010.9 -> 689.6
"[TG(63:13),TG(62:6)]_FA20:4",1008.9,687.6,1008.9 -> 687.6
"[TG(64:11),TG(63:4)]_FA20:4",1026.9,705.6,1026.9 -> 705.6
"[TG(64:12),TG(63:5)]_FA20:4",1024.9,703.6,1024.9 -> 703.6
"[TG(64:13),TG(63:6)]_FA20:4",1022.9,701.6,1022.9 -> 701.6
[TG(64:6)]_FA20:4,1036.9,715.6,1036.9 -> 715.6
"[TG(65:12),TG(64:5)]_FA20:4",1038.9,717.6,1038.9 -> 717.6
"[TG(66:11),TG(65:4)]_FA20:4",1055.0,733.7,1055.0 -> 733.7
"[TG(66:12),TG(65:5)]_FA20:4",1053.0,731.7,1053.0 -> 731.7
"[TG(66:13),TG(65:6)]_FA20:4",1050.9,729.6,1050.9 -> 729.6
"[TG(66:18),TG(65:11),TG(64:4)]_FA20:4",1041.0,719.7,1041.0 -> 719.7
[TG(66:4)]_FA20:4,1069.0,747.7,1069.0 -> 747.7
[TG(66:5)]_FA20:4,1067.0,745.7,1067.0 -> 745.7
[TG(66:6)]_FA20:4,1065.0,743.7,1065.0 -> 743.7
[TG(66:7)]_FA20:4,1062.9,741.6,1062.9 -> 741.6
[TG(50:5)]_FA20:4,842.7,521.4,842.7 -> 521.4
[TG(52:5)]_FA20:4,870.8,549.5,870.8 -> 549.5
"[TG(53:10),TG(52:3)]_FA20:4",874.8,553.5,874.8 -> 553.5
"[TG(54:10),TG(53:3)]_FA20:4",888.8,567.5,888.8 -> 567.5
"[TG(54:11),TG(53:4)]_FA20:4",886.8,565.5,886.8 -> 565.5
[TG(54:5)]_FA20:4,898.8,577.5,898.8 -> 577.5
[TG(54:6)]_FA20:4,896.8,575.5,896.8 -> 575.5
"[TG(54:8),TG(53:1)]_FA20:4",892.8,571.5,892.8 -> 571.5
"[TG(54:9),TG(53:2)]_FA20:4",890.8,569.5,890.8 -> 569.5
"[TG(55:10),TG(54:3)]_FA20:4",902.8,581.5,902.8 -> 581.5
"[TG(55:11),TG(54:4)]_FA20:4",900.8,579.5,900.8 -> 579.5
"[TG(55:8),TG(54:1)]_FA20:4",906.8,585.5,906.8 -> 585.5
"[TG(55:9),TG(54:2)]_FA20:4",904.8,583.5,904.8 -> 583.5
"[TG(56:9),TG(55:2)]_FA20:4",918.8,597.5,918.8 -> 597.5
"[TG(58:7),TG(57:0)]_FA20:4",950.9,629.6,950.9 -> 629.6
"[TG(56:11),TG(55:4)]_FA22:5",914.8,567.5,914.8 -> 567.5
"[TG(57:11),TG(56:4)]_FA22:5",928.8,581.5,928.8 -> 581.5
"[TG(58:11),TG(57:4)]_FA22:5",942.8,595.5,942.8 -> 595.5
"[TG(59:11),TG(58:4)]_FA22:5",956.9,609.6,956.9 -> 609.6
"[TG(60:11),TG(59:4)]_FA22:5",970.9,623.6,970.9 -> 623.6
"[TG(61:11),TG(60:4)]_FA22:5",984.9,637.6,984.9 -> 637.6
"[TG(62:11),TG(61:4)]_FA22:5",998.9,651.6,998.9 -> 651.6
"[TG(63:11),TG(62:4)]_FA22:5",1012.9,665.6,1012.9 -> 665.6
"[TG(64:11),TG(63:4)]_FA22:5",1026.9,679.6,1026.9 -> 679.6
"[TG(66:11),TG(65:4)]_FA22:5",1055.0,707.7,1055.0 -> 707.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA22:5",1041.0,693.7,1041.0 -> 693.7
"[TG(52:10),TG(51:3)]_FA22:5",860.8,513.5,860.8 -> 513.5
"[TG(56:10),TG(55:3)]_FA22:5",916.8,569.5,916.8 -> 569.5
"[TG(57:10),TG(56:3)]_FA22:5",930.8,583.5,930.8 -> 583.5
"[TG(58:10),TG(57:3)]_FA22:5",944.9,597.6,944.9 -> 597.6
"[TG(59:10),TG(58:3)]_FA22:5",958.9,611.6,958.9 -> 611.6
"[TG(60:10),TG(59:3)]_FA22:5",972.9,625.6,972.9 -> 625.6
"[TG(61:10),TG(60:3)]_FA22:5",986.9,639.6,986.9 -> 639.6
"[TG(62:10),TG(61:3)]_FA22:5",1000.9,653.6,1000.9 -> 653.6
"[TG(64:10),TG(63:3)]_FA22:5",1029.0,681.7,1029.0 -> 681.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA22:5",1014.9,667.6,1014.9 -> 667.6
"[TG(66:10),TG(65:3)]_FA22:5",1057.0,709.7,1057.0 -> 709.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA22:5",1043.0,695.7,1043.0 -> 695.7
"[TG(50:9),TG(49:2)]_FA22:5",834.8,487.5,834.8 -> 487.5
"[TG(51:9),TG(50:2)]_FA22:5",848.8,501.5,848.8 -> 501.5
"[TG(52:9),TG(51:2)]_FA22:5",862.8,515.5,862.8 -> 515.5
"[TG(53:9),TG(52:2)]_FA22:5",876.8,529.5,876.8 -> 529.5
"[TG(57:9),TG(56:2)]_FA22:5",932.9,585.6,932.9 -> 585.6
"[TG(58:9),TG(57:2)]_FA22:5",946.9,599.6,946.9 -> 599.6
"[TG(59:9),TG(58:2)]_FA22:5",960.9,613.6,960.9 -> 613.6
"[TG(60:9),TG(59:2)]_FA22:5",974.9,627.6,974.9 -> 627.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA22:5",988.9,641.6,988.9 -> 641.6
"[TG(62:9),TG(61:2)]_FA22:5",1002.9,655.6,1002.9 -> 655.6
"[TG(64:16),TG(63:9),TG(62:2)]_FA22:5",1017.0,669.7,1017.0 -> 669.7
"[TG(64:9),TG(63:2)]_FA22:5",1031.0,683.7,1031.0 -> 683.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA22:5",1045.0,697.7,1045.0 -> 697.7
"[TG(66:9),TG(65:2)]_FA22:5",1059.0,711.7,1059.0 -> 711.7
"[TG(48:8),TG(47:1)]_FA22:5",808.7,461.4,808.7 -> 461.4
"[TG(49:8),TG(48:1)]_FA22:5",822.8,475.5,822.8 -> 475.5
"[TG(50:8),TG(49:1)]_FA22:5",836.8,489.5,836.8 -> 489.5
"[TG(51:8),TG(50:1)]_FA22:5",850.8,503.5,850.8 -> 503.5
"[TG(52:8),TG(51:1)]_FA22:5",864.8,517.5,864.8 -> 517.5
"[TG(53:8),TG(52:1)]_FA22:5",878.8,531.5,878.8 -> 531.5
"[TG(56:8),TG(55:1)]_FA22:5",920.9,573.6,920.9 -> 573.6
"[TG(57:8),TG(56:1)]_FA22:5",934.9,587.6,934.9 -> 587.6
"[TG(58:8),TG(57:1)]_FA22:5",948.9,601.6,948.9 -> 601.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA22:5",962.9,615.6,962.9 -> 615.6
"[TG(60:8),TG(59:1)]_FA22:5",976.9,629.6,976.9 -> 629.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:5",990.9,643.6,990.9 -> 643.6
"[TG(62:8),TG(61:1)]_FA22:5",1005.0,657.7,1005.0 -> 657.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA22:5",1019.0,671.7,1019.0 -> 671.7
"[TG(64:8),TG(63:1)]_FA22:5",1033.0,685.7,1033.0 -> 685.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA22:5",1047.0,699.7,1047.0 -> 699.7
"[TG(66:8),TG(65:1)]_FA22:5",1061.0,713.7,1061.0 -> 713.7
"[TG(48:7),TG(47:0)]_FA22:5",810.8,463.5,810.8 -> 463.5
"[TG(49:7),TG(48:0)]_FA22:5",824.8,477.5,824.8 -> 477.5
"[TG(50:7),TG(49:0)]_FA22:5",838.8,491.5,838.8 -> 491.5
"[TG(51:7),TG(50:0)]_FA22:5",852.8,505.5,852.8 -> 505.5
"[TG(52:7),TG(51:0)]_FA22:5",866.8,519.5,866.8 -> 519.5
"[TG(53:7),TG(52:0)]_FA22:5",880.8,533.5,880.8 -> 533.5
"[TG(54:7),TG(53:0)]_FA22:5",894.8,547.5,894.8 -> 547.5
"[TG(55:7),TG(54:0)]_FA22:5",908.9,561.6,908.9 -> 561.6
"[TG(56:7),TG(55:0)]_FA22:5",922.9,575.6,922.9 -> 575.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA22:5",936.9,589.6,936.9 -> 589.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA22:5",964.9,617.6,964.9 -> 617.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA22:5",978.9,631.6,978.9 -> 631.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA22:5",993.0,645.7,993.0 -> 645.7
"[TG(62:7),TG(61:0)]_FA22:5",1007.0,659.7,1007.0 -> 659.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA22:5",1021.0,673.7,1021.0 -> 673.7
"[TG(64:7),TG(63:0)]_FA22:5",1035.0,687.7,1035.0 -> 687.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA22:5",1049.0,701.7,1049.0 -> 701.7
[TG(44:5)]_FA22:5,758.6,411.3,758.6 -> 411.3
[TG(45:5)]_FA22:5,772.6,425.3,772.6 -> 425.3
[TG(46:5)]_FA22:5,786.7,439.4,786.7 -> 439.4
[TG(46:6)]_FA22:5,784.6,437.3,784.6 -> 437.3
[TG(47:5)]_FA22:5,800.7,453.4,800.7 -> 453.4
[TG(47:6)]_FA22:5,798.7,451.4,798.7 -> 451.4
[TG(48:5)]_FA22:5,814.7,467.4,814.7 -> 467.4
[TG(48:6)]_FA22:5,812.7,465.4,812.7 -> 465.4
[TG(49:5)]_FA22:5,828.7,481.4,828.7 -> 481.4
[TG(49:6)]_FA22:5,826.7,479.4,826.7 -> 479.4
[TG(50:6)]_FA22:5,840.7,493.4,840.7 -> 493.4
[TG(51:5)]_FA22:5,856.7,509.4,856.7 -> 509.4
[TG(51:6)]_FA22:5,854.7,507.4,854.7 -> 507.4
[TG(52:6)]_FA22:5,868.7,521.4,868.7 -> 521.4
[TG(53:6)]_FA22:5,882.8,535.5,882.8 -> 535.5
"[TG(54:12),TG(53:5)]_FA22:5",884.8,537.5,884.8 -> 537.5
"[TG(56:12),TG(55:5)]_FA22:5",912.8,565.5,912.8 -> 565.5
"[TG(56:13),TG(55:6)]_FA22:5",910.8,563.5,910.8 -> 563.5
[TG(56:6)]_FA22:5,924.8,577.5,924.8 -> 577.5
"[TG(57:12),TG(56:5)]_FA22:5",926.8,579.5,926.8 -> 579.5
"[TG(58:12),TG(57:5)]_FA22:5",940.8,593.5,940.8 -> 593.5
"[TG(58:13),TG(57:6)]_FA22:5",938.8,591.5,938.8 -> 591.5
"[TG(59:12),TG(58:5)]_FA22:5",954.8,607.5,954.8 -> 607.5
"[TG(59:13),TG(58:6)]_FA22:5",952.8,605.5,952.8 -> 605.5
"[TG(60:12),TG(59:5)]_FA22:5",968.9,621.6,968.9 -> 621.6
"[TG(60:13),TG(59:6)]_FA22:5",966.8,619.5,966.8 -> 619.5
"[TG(61:12),TG(60:5)]_FA22:5",982.9,635.6,982.9 -> 635.6
"[TG(61:13),TG(60:6)]_FA22:5",980.9,633.6,980.9 -> 633.6
"[TG(62:12),TG(61:5)]_FA22:5",996.9,649.6,996.9 -> 649.6
"[TG(62:13),TG(61:6)]_FA22:5",994.9,647.6,994.9 -> 647.6
"[TG(63:12),TG(62:5)]_FA22:5",1010.9,663.6,1010.9 -> 663.6
"[TG(63:13),TG(62:6)]_FA22:5",1008.9,661.6,1008.9 -> 661.6
"[TG(64:12),TG(63:5)]_FA22:5",1024.9,677.6,1024.9 -> 677.6
"[TG(64:13),TG(63:6)]_FA22:5",1022.9,675.6,1022.9 -> 675.6
[TG(64:6)]_FA22:5,1036.9,689.6,1036.9 -> 689.6
"[TG(65:12),TG(64:5)]_FA22:5",1038.9,691.6,1038.9 -> 691.6
"[TG(66:12),TG(65:5)]_FA22:5",1053.0,705.7,1053.0 -> 705.7
"[TG(66:13),TG(65:6)]_FA22:5",1050.9,703.6,1050.9 -> 703.6
[TG(66:5)]_FA22:5,1067.0,719.7,1067.0 -> 719.7
[TG(66:6)]_FA22:5,1065.0,717.7,1065.0 -> 717.7
[TG(66:7)]_FA22:5,1062.9,715.6,1062.9 -> 715.6
[TG(50:5)]_FA22:5,842.7,495.4,842.7 -> 495.4
[TG(52:5)]_FA22:5,870.8,523.5,870.8 -> 523.5
"[TG(53:10),TG(52:3)]_FA22:5",874.8,527.5,874.8 -> 527.5
"[TG(54:10),TG(53:3)]_FA22:5",888.8,541.5,888.8 -> 541.5
"[TG(54:11),TG(53:4)]_FA22:5",886.8,539.5,886.8 -> 539.5
[TG(54:5)]_FA22:5,898.8,551.5,898.8 -> 551.5
[TG(54:6)]_FA22:5,896.8,549.5,896.8 -> 549.5
"[TG(54:8),TG(53:1)]_FA22:5",892.8,545.5,892.8 -> 545.5
"[TG(54:9),TG(53:2)]_FA22:5",890.8,543.5,890.8 -> 543.5
"[TG(55:10),TG(54:3)]_FA22:5",902.8,555.5,902.8 -> 555.5
"[TG(55:11),TG(54:4)]_FA22:5",900.8,553.5,900.8 -> 553.5
"[TG(55:8),TG(54:1)]_FA22:5",906.8,559.5,906.8 -> 559.5
"[TG(55:9),TG(54:2)]_FA22:5",904.8,557.5,904.8 -> 557.5
"[TG(56:9),TG(55:2)]_FA22:5",918.8,571.5,918.8 -> 571.5
"[TG(58:7),TG(57:0)]_FA22:5",950.9,603.6,950.9 -> 603.6
"[TG(48:7),TG(47:0)]_FA22:6",810.8,465.5,810.8 -> 465.5
"[TG(49:7),TG(48:0)]_FA22:6",824.8,479.5,824.8 -> 479.5
"[TG(50:7),TG(49:0)]_FA22:6",838.8,493.5,838.8 -> 493.5
"[TG(51:7),TG(50:0)]_FA22:6",852.8,507.5,852.8 -> 507.5
"[TG(52:7),TG(51:0)]_FA22:6",866.8,521.5,866.8 -> 521.5
"[TG(53:7),TG(52:0)]_FA22:6",880.8,535.5,880.8 -> 535.5
"[TG(54:7),TG(53:0)]_FA22:6",894.8,549.5,894.8 -> 549.5
"[TG(55:7),TG(54:0)]_FA22:6",908.9,563.6,908.9 -> 563.6
"[TG(56:7),TG(55:0)]_FA22:6",922.9,577.6,922.9 -> 577.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA22:6",936.9,591.6,936.9 -> 591.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA22:6",964.9,619.6,964.9 -> 619.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA22:6",978.9,633.6,978.9 -> 633.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA22:6",993.0,647.7,993.0 -> 647.7
"[TG(62:7),TG(61:0)]_FA22:6",1007.0,661.7,1007.0 -> 661.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA22:6",1021.0,675.7,1021.0 -> 675.7
"[TG(64:7),TG(63:0)]_FA22:6",1035.0,689.7,1035.0 -> 689.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA22:6",1049.0,703.7,1049.0 -> 703.7
"[TG(54:12),TG(53:5)]_FA22:6",884.8,539.5,884.8 -> 539.5
"[TG(56:12),TG(55:5)]_FA22:6",912.8,567.5,912.8 -> 567.5
"[TG(57:12),TG(56:5)]_FA22:6",926.8,581.5,926.8 -> 581.5
"[TG(58:12),TG(57:5)]_FA22:6",940.8,595.5,940.8 -> 595.5
"[TG(59:12),TG(58:5)]_FA22:6",954.8,609.5,954.8 -> 609.5
"[TG(60:12),TG(59:5)]_FA22:6",968.9,623.6,968.9 -> 623.6
"[TG(61:12),TG(60:5)]_FA22:6",982.9,637.6,982.9 -> 637.6
"[TG(62:12),TG(61:5)]_FA22:6",996.9,651.6,996.9 -> 651.6
"[TG(63:12),TG(62:5)]_FA22:6",1010.9,665.6,1010.9 -> 665.6
"[TG(64:12),TG(63:5)]_FA22:6",1024.9,679.6,1024.9 -> 679.6
"[TG(65:12),TG(64:5)]_FA22:6",1038.9,693.6,1038.9 -> 693.6
"[TG(66:12),TG(65:5)]_FA22:6",1053.0,707.7,1053.0 -> 707.7
"[TG(56:11),TG(55:4)]_FA22:6",914.8,569.5,914.8 -> 569.5
"[TG(57:11),TG(56:4)]_FA22:6",928.8,583.5,928.8 -> 583.5
"[TG(58:11),TG(57:4)]_FA22:6",942.8,597.5,942.8 -> 597.5
"[TG(59:11),TG(58:4)]_FA22:6",956.9,611.6,956.9 -> 611.6
"[TG(60:11),TG(59:4)]_FA22:6",970.9,625.6,970.9 -> 625.6
"[TG(61:11),TG(60:4)]_FA22:6",984.9,639.6,984.9 -> 639.6
"[TG(62:11),TG(61:4)]_FA22:6",998.9,653.6,998.9 -> 653.6
"[TG(63:11),TG(62:4)]_FA22:6",1012.9,667.6,1012.9 -> 667.6
"[TG(64:11),TG(63:4)]_FA22:6",1026.9,681.6,1026.9 -> 681.6
"[TG(66:11),TG(65:4)]_FA22:6",1055.0,709.7,1055.0 -> 709.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA22:6",1041.0,695.7,1041.0 -> 695.7
"[TG(52:10),TG(51:3)]_FA22:6",860.8,515.5,860.8 -> 515.5
"[TG(56:10),TG(55:3)]_FA22:6",916.8,571.5,916.8 -> 571.5
"[TG(57:10),TG(56:3)]_FA22:6",930.8,585.5,930.8 -> 585.5
"[TG(58:10),TG(57:3)]_FA22:6",944.9,599.6,944.9 -> 599.6
"[TG(59:10),TG(58:3)]_FA22:6",958.9,613.6,958.9 -> 613.6
"[TG(60:10),TG(59:3)]_FA22:6",972.9,627.6,972.9 -> 627.6
"[TG(61:10),TG(60:3)]_FA22:6",986.9,641.6,986.9 -> 641.6
"[TG(62:10),TG(61:3)]_FA22:6",1000.9,655.6,1000.9 -> 655.6
"[TG(64:10),TG(63:3)]_FA22:6",1029.0,683.7,1029.0 -> 683.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA22:6",1014.9,669.6,1014.9 -> 669.6
"[TG(66:10),TG(65:3)]_FA22:6",1057.0,711.7,1057.0 -> 711.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA22:6",1043.0,697.7,1043.0 -> 697.7
"[TG(50:9),TG(49:2)]_FA22:6",834.8,489.5,834.8 -> 489.5
"[TG(51:9),TG(50:2)]_FA22:6",848.8,503.5,848.8 -> 503.5
"[TG(52:9),TG(51:2)]_FA22:6",862.8,517.5,862.8 -> 517.5
"[TG(53:9),TG(52:2)]_FA22:6",876.8,531.5,876.8 -> 531.5
"[TG(57:9),TG(56:2)]_FA22:6",932.9,587.6,932.9 -> 587.6
"[TG(58:9),TG(57:2)]_FA22:6",946.9,601.6,946.9 -> 601.6
"[TG(59:9),TG(58:2)]_FA22:6",960.9,615.6,960.9 -> 615.6
"[TG(60:9),TG(59:2)]_FA22:6",974.9,629.6,974.9 -> 629.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA22:6",988.9,643.6,988.9 -> 643.6
"[TG(62:9),TG(61:2)]_FA22:6",1002.9,657.6,1002.9 -> 657.6
"[TG(64:16),TG(63:9),TG(62:2)]_FA22:6",1017.0,671.7,1017.0 -> 671.7
"[TG(64:9),TG(63:2)]_FA22:6",1031.0,685.7,1031.0 -> 685.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA22:6",1045.0,699.7,1045.0 -> 699.7
"[TG(66:9),TG(65:2)]_FA22:6",1059.0,713.7,1059.0 -> 713.7
"[TG(48:8),TG(47:1)]_FA22:6",808.7,463.4,808.7 -> 463.4
"[TG(49:8),TG(48:1)]_FA22:6",822.8,477.5,822.8 -> 477.5
"[TG(50:8),TG(49:1)]_FA22:6",836.8,491.5,836.8 -> 491.5
"[TG(51:8),TG(50:1)]_FA22:6",850.8,505.5,850.8 -> 505.5
"[TG(52:8),TG(51:1)]_FA22:6",864.8,519.5,864.8 -> 519.5
"[TG(53:8),TG(52:1)]_FA22:6",878.8,533.5,878.8 -> 533.5
"[TG(56:8),TG(55:1)]_FA22:6",920.9,575.6,920.9 -> 575.6
"[TG(57:8),TG(56:1)]_FA22:6",934.9,589.6,934.9 -> 589.6
"[TG(58:8),TG(57:1)]_FA22:6",948.9,603.6,948.9 -> 603.6
"[TG(60:15),TG(59:8),TG(58:1)]_FA22:6",962.9,617.6,962.9 -> 617.6
"[TG(60:8),TG(59:1)]_FA22:6",976.9,631.6,976.9 -> 631.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:6",990.9,645.6,990.9 -> 645.6
"[TG(62:8),TG(61:1)]_FA22:6",1005.0,659.7,1005.0 -> 659.7
"[TG(64:15),TG(63:8),TG(62:1)]_FA22:6",1019.0,673.7,1019.0 -> 673.7
"[TG(64:8),TG(63:1)]_FA22:6",1033.0,687.7,1033.0 -> 687.7
"[TG(66:15),TG(65:8),TG(64:1)]_FA22:6",1047.0,701.7,1047.0 -> 701.7
"[TG(66:8),TG(65:1)]_FA22:6",1061.0,715.7,1061.0 -> 715.7
[TG(46:6)]_FA22:6,784.6,439.3,784.6 -> 439.3
