lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
omega-linoleoyloxy-Cer(d18:0/26:0),-0.4449461108737448,3.878443638018119,1.731490257386099,0.1882206897672451,0.4879913534510584,Cer,23957.46158599853,21889.241359710693,23438.14165496826,22525.18157196045,23354.9217338562,21507.001525878903,23941.161712646484,21515.001499176025,20072.821506500244,22241.44146347046,23979.88148498535,24138.62160873413,203341.87295532227
omega-linoleoyloxy-Cer(d18:0/28:0),-0.49351583372268903,1.5285552089357735,2.1274360970945594,0.14468258438967055,0.4879913534510584,Cer,9990.42078781128,8817.46061706543,8808.46064376831,10165.100662231443,9764.640663146973,9185.500595092772,9973.320751190186,9441.200687408447,10069.58069229126,9246.440605163574,9041.940631866457,9667.700653076172,15195.06105041504
omega-linoleoyloxy-Cer(d18:0/30:0),-0.4746086344920316,1.3534557455044942,1.9680525232324442,0.16065472744464152,0.4879913534510584,Cer,8191.440612792969,8588.240627288818,7165.820507049561,7760.940521240234,8293.44066619873,8872.920669555664,7198.540477752686,7853.880561828613,8446.080612182617,8061.140563964844,8180.000560760498,9076.440643310549,14667.620876312256
omega-linoleoyloxy-Cer(d18:0/31:0),-0.46607117835931783,1.2137370412421304,1.898171103061884,0.16828317371477575,0.4879913534510584,Cer,9386.96071243286,8028.880546569824,8511.480640411377,6957.1404457092285,7675.480506896973,7589.560565948486,7942.880462646484,7911.880535125732,8545.240634918213,8469.18063735962,7988.02059173584,7592.220607757568,10269.740734100342
omega-linoleoyloxy-Cer(d18:1/26:0),-0.4881271895669643,1.3769242891211935,2.0806398662388266,0.14917763046935908,0.4879913534510584,Cer,6655.860450744629,5070.160343170166,5851.020389556885,5774.200424194336,4870.200344085693,6517.68045425415,5983.540390014648,5836.380386352539,6001.920398712158,6832.000469207764,5518.740364074707,5633.24036026001,26717.66234588623
omega-linoleoyloxy-Cer(d18:2/30:0),-0.46950749882333576,1.465799495329621,1.926361343947974,0.16515708250003763,0.4879913534510584,Cer,9529.50076675415,9478.420658111572,10289.02072906494,9900.620655059814,10220.580753326416,7827.620559692383,10249.900730133057,9700.600677490234,9962.500663757324,8580.580646514893,8384.280548095703,9947.340721130371,12613.620910644531
omega-linoleoyloxy-Cer(d20:1/34:0),-0.5003032445901716,2.505098187636853,2.186772409842092,0.1392007390073458,0.4879913534510584,Cer,19889.501499176025,19697.261631011963,19567.54144668579,19842.8013381958,19436.521476745605,17997.20110321045,20187.64150238037,20063.821479797363,20411.8614654541,18665.081272125244,19494.76141357422,20110.281448364258,25501.64182281494
PC(12:0)|LPC(13:0)|LPC(O-14:0),-0.4574010905364463,3.8001821152423467,1.8296568995522193,0.1761680761709898,0.4879913534510584,PC,61615.20422363281,56354.94403076172,41802.44299316406,58106.864501953125,58175.50347900391,48836.82342529297,62011.704528808594,60889.94409179688,44912.72296142578,59864.025146484375,52887.76345825195,47935.66326904297,38026.90274047852
PC(12:4),-0.497666888001594,4.190083851161172,2.1643777057443003,0.14124179082260896,0.4879913534510584,PC,75831.28509521484,69864.02435302734,63300.04498291016,74193.34576416016,73535.76556396484,61540.14416503906,85361.2666015625,81441.82550048828,60098.32415771485,72629.24505615234,73809.96478271484,63246.023986816406,48748.52325439453
PC(16:4),0.4529501171123622,6.107052359069114,1.7945262408002236,0.18037565683981374,0.4879913534510584,PC,610445.4631958008,567105.9019775391,310050.7824707031,489498.51708984375,382020.98529052734,146694.08947753906,220026.1553955078,331704.5852050781,145931.49053955078,351685.02197265625,189484.4522705078,135627.12982177734,48050.343505859375
PC(20:0)|LPC(21:0)|PC(O-21:0),-0.48091722313254925,9.644687261205114,2.0219614563684445,0.15503876018857282,0.4879913534510584,PC,3766384.6103515625,4424447.475097656,2516571.344238281,2975018.7998046875,3774431.1918945312,3406670.202392578,2968940.5400390625,2786874.9248046875,2790065.6447753906,3566754.3881835938,6112511.862792969,3320713.591796875,186638.75646972656
PC(20:1)|PC(O-21:1),-0.48990760868671634,9.601782001243526,2.097903239635343,0.1475012897415319,0.4879913534510584,PC,3649022.008666992,4261069.3740234375,2456392.4760742188,2883254.750488281,3664853.498046875,3262428.0739746094,2667315.178466797,2784001.022216797,2710286.409423828,3488576.147460937,6006203.770751953,3286528.1478271484,185995.37353515625
PC(24:0),-0.44847995494214044,6.025942415036202,1.7594171558666858,0.1846972310006952,0.4879913534510584,PC,263241.4389648437,223388.1778564453,303019.46142578125,250280.9991455078,274857.3786621094,295916.06091308594,260842.0785522461,242128.97619628903,303967.8420410156,238151.67834472656,236204.4794921875,294459.2780151367,79364.28533935547
PC(40:3),0.47658080476237447,11.179590623835677,1.9858275709127327,0.15877782808373386,0.4879913534510584,PC,19457055.416992188,14726303.663085938,8405229.670410156,22688473.64013672,15215506.60546875,5093202.4541015625,6532762.284667969,12660158.956054688,4608799.154296875,12059303.485839844,5935441.490722656,4108216.165527344,1954027.7021484373
PC(44:4),0.48996943202753557,6.7903343111524155,2.0984081054739363,0.14745258643072415,0.4879913534510584,PC,917459.1799926758,681065.0811157227,562606.9512329102,1132995.4569091797,704568.1116027832,189216.1323852539,287036.24073791504,812690.5794067383,253291.53427124023,513371.30078125,212730.47677612305,160502.15170288086,34205.981857299805
PC(44:5),0.4818278853714033,7.023470726563504,2.0295732837817013,0.15426391466189476,0.4879913534510584,PC,1071960.565246582,811228.2483215332,674516.8922424316,1298260.5741882324,844202.6767578125,207811.7757263184,345791.88497924805,939314.4884643556,292468.27810668945,643945.6453857422,250355.09811401367,179238.13330078125,40317.30270385742
PC(44:6),0.48909534954213213,7.233893750522831,2.0909700178071944,0.14817196299629493,0.4879913534510584,PC,1238286.3128967285,938774.6517028807,782428.4481506348,1510313.3067016602,960713.0382080078,245906.7774047852,410821.6868896485,1028876.9513549804,362798.1067504883,732018.5953674316,291515.9208984375,206276.27352905276,53587.54406738281
PC(52:4),0.4974483848455828,4.5457061160636005,2.1625354299469564,0.14141118638799666,0.4879913534510584,PC,169067.71529388428,104578.82846832275,205648.8132820129,196470.3353767395,123629.84824371338,47763.78360748291,66892.12503814697,115603.146900177,55487.00339126587,94477.9467163086,62345.50431442261,55505.30397415161,13041.280754089355
PC(O-13:1)|LPC(P-14:0),-0.46533198262951425,3.8704546747173563,1.8933916489888813,0.16881987277603863,0.4879913534510584,PC,61397.344177246094,55277.84405517578,48649.60333251953,63493.84484863281,59917.04461669922,50437.20349121094,67970.52435302734,62699.62469482422,43492.503173828125,66025.18505859375,58414.40423583984,49797.18365478516,40046.58319091797
PE(32:2)|PE(O-33:2)|PE(P-33:1),0.5011956750201929,5.66468488493354,2.1951455522294054,0.13844613079703985,0.4879913534510584,PE,176536.55102539062,152257.29132080078,134851.1690673828,154227.27099609375,646986.3513183594,453940.8729248047,195155.7342529297,192240.61474609372,108282.6275024414,171226.87335205078,156265.99047851562,109488.62756347656,79512.865966796875
PE(34:2)|PE(O-35:2)|PE(P-35:1),0.49288979219691076,5.776570793182099,2.1233460838120664,0.14506930092511672,0.4879913534510584,PE,409457.7131347656,319843.46228027344,186193.1931152344,520422.94219970703,361618.44396972656,170081.9735107422,154835.7117919922,281996.03759765625,122681.26879882812,228352.4580078125,155637.21154785156,92893.56579589844,75486.90509033203
PE(35:4)|PE(O-36:4)|PE(P-36:3),0.4624243056167061,5.731824770519536,1.8700490546762012,0.1714694613221752,0.4879913534510584,PE,456703.2341308594,339210.2635498047,126344.72998046876,471800.89453125,405963.3666992188,128434.90893554688,149119.330078125,273255.1837158203,95932.8472290039,278146.8975830078,162878.93084716797,87923.74597167969,63723.944396972656
PE(39:4)|PE(O-40:4)|PE(P-40:3),0.501383636512477,6.371594354941768,2.1968126373394625,0.13829643728839858,0.4879913534510584,PE,726553.3529052734,542358.8986816406,188823.4339599609,813605.21044921875,600981.1619873047,185336.09375,220113.193359375,438884.82971191406,136779.3302001953,478672.267578125,232112.19580078125,120252.68774414062,95923.88708496094
PG(12:0)|LPG(13:0),-0.4656868143256638,4.398291877860585,1.8963254440759556,0.16849019607740465,0.4879913534510584,PG,86198.96630859375,76733.02526855469,70026.5650024414,80113.885498046875,82282.36560058594,83254.10595703125,89090.24560546875,88283.90606689453,70356.7045288086,89495.40588378906,89522.906494140625,66165.3246459961,62530.62432861328
PG(24:0),-0.451843724297893,6.331977255523989,1.7858079796601487,0.18143775425863026,0.4879913534510584,PG,316400.8037109375,299183.62158203125,302264.2431640625,289787.83984375,393539.3276367188,313815.54248046875,319760.1218261719,304416.0622558594,330727.224609375,301228.400390625,302385.56201171875,326098.1015625,176882.3927001953
PG(28:0)|PG(O-29:0),-0.4531171613660471,10.535401841904752,1.7958796355391105,0.18021142610547314,0.4879913534510584,PG,7741561.2451171875,6677340.428222656,3756922.96484375,6385981.4267578125,7697700.2568359375,5400563.073730469,7781788.530273437,7707955.534179687,3537923.6611328125,8274427.1494140625,7510983.5244140625,4485470.788574219,1929841.3720703125
PG(32:3)|PG(P-33:2),-0.44446621998327146,5.38562701921048,1.7281687793513356,0.18864493038754365,0.4879913534510584,PG,183994.372253418,170437.31176757812,140738.15002441406,166234.20922851562,220146.75524902344,149461.4510498047,228673.1571044922,235299.07739257807,124609.36938476562,191840.5742797852,172903.51342773438,112364.04821777344,73126.84503173828
PG(32:4),-0.4515049679486664,5.261506343467291,1.7831096195188252,0.1817679462323446,0.4879913534510584,PG,156619.11071777344,144261.4295654297,126808.28894042967,156960.75225830078,231871.63671875,142641.70971679688,171320.89208984375,164632.73168945312,100577.7080078125,193493.45275878903,164314.23168945312,174862.29235839844,55754.76403808594
PG(36:6),-0.4484054718943128,5.142265362656937,1.758800171288783,0.18477424194578804,0.4879913534510584,PG,143215.22967529297,133469.93090820312,100611.3271484375,133444.74963378906,188281.7530517578,147985.9490966797,141794.68969726562,146797.22973632812,147925.03149414062,152900.15087890625,154400.53100585938,101626.30700683594,77504.50567626953
PG(38:4),0.4801332693118992,8.743863595666628,2.015401930490043,0.15571003131011724,0.4879913534510584,PG,3747540.4135742183,3185407.092773437,1210485.5112304688,4844772.174804688,2409689.69140625,718756.2470703125,1400015.1474609375,2429432.90625,653447.40283203125,2687198.9189453125,1076845.1518554688,540964.1999511719,308585.84228515625
PG(43:2),0.4968266437168271,6.045197638362599,2.1572450617131835,0.14189890153514126,0.4879913534510584,PG,421599.0285949707,516124.19384765625,231044.63679504397,608736.5625,433215.875793457,173544.19287109375,222181.0143127441,292260.88092041016,126230.0492553711,337412.8225402832,182651.21145629883,107976.74771118164,85783.62609863281
PG(44:3),0.47005788647676666,4.805803883219354,1.931966152232008,0.16454349839546278,0.4879913534510584,PG,97564.70699691772,226627.2957687378,156334.01062774658,189655.0728683472,120534.02853012084,100985.7478904724,88270.28653335571,96689.88661956789,64616.2645111084,90579.7064704895,88302.36581039429,54395.58336257935,79857.08563232422
PI(29:2)|PI(P-30:1),-0.4667691788167486,8.536571790746404,1.9052110762827397,0.16749619178601277,0.4879913534510584,PI,261410.8961791992,400506.5668029785,184255.65356445312,280096.28088378906,215299.1964111328,213539.05432128903,594535.5037841797,326160.48455810547,180485.4736328125,269243.0968017578,189115.7737121582,103332.50735473631,6661615.031005859
PS(36:4),0.46066223435880327,6.283844240237805,1.855899470836448,0.17309880704522393,0.4879913534510584,PS,663155.8299560547,499392.376953125,260581.93823242188,649471.3395996094,489853.5334472656,239434.87829589844,229136.1334228516,352790.7255859375,181669.45336914065,417354.4716796875,215552.7567138672,123788.94868850708,84566.66552734375
PS(42:6),0.4501840150029645,5.880833354877433,1.772754823320155,0.18304151510420663,0.4879913534510584,PS,303820.9819335937,291933.16064453125,142944.13012695312,276712.8391113281,600337.2435302734,404686.43103027344,193188.9927978516,270732.5388183594,136752.3680419922,233536.13745117188,179069.91284179688,110214.48765945436,82802.385986328125
SM(d16:0/16:0),-0.4523897075464566,4.5226199819572255,1.7899212454953783,0.18093575867532943,0.4879913534510584,SM,51593.40368652344,47827.34341430664,48286.043395996094,49747.80322265625,49734.48352050781,45084.343170166016,45124.12310791016,48677.323486328125,48837.56350708008,48959.60314941406,49129.60330200195,48562.36346435547,254640.7589111328
SM(d16:1/16:0),-0.46559431623499936,4.506313254494062,1.895488494233632,0.16858417057831812,0.4879913534510584,SM,52396.50408935547,48499.88317871094,54789.763671875,50546.783447265625,47730.44329833984,46495.54364013672,48486.02313232422,50305.60345458984,50959.443908691406,47600.723541259766,49911.26354980469,52885.90393066406,240187.5366821289
SM(d16:1/17:0),-0.4620548521227996,4.442941289985301,1.8668643095646758,0.17183464650644048,0.4879913534510584,SM,47242.16342163086,41509.10284423828,41694.0228881836,43912.96322631836,40656.36294555664,42916.3432006836,43717.123291015625,42091.84310913086,42188.90295410156,44808.5432434082,43684.40301513672,42436.602783203125,254567.97631835935
SM(d16:1/18:0),-0.4568357146813435,4.325809544911303,1.824996404195339,0.17671969032904694,0.4879913534510584,SM,32898.482177734375,29960.36228942871,29147.482025146484,31159.742233276367,30513.34197998047,29343.181838989258,29962.80206298828,31988.84226989746,29521.46221923828,29360.84197998047,30495.142196655277,30947.862075805664,279586.8795776367
SM(d16:1/18:1),-0.4470257667418123,4.321723328404118,1.7477615188045093,0.18615838826744913,0.4879913534510584,SM,34600.18258666992,27076.92189025879,31763.622470855717,29884.20211791992,29287.182342529297,27987.36193847656,29385.26202392578,28233.321975708008,29057.48211669922,31056.842346191406,32442.302185058597,29438.802154541016,280486.9385986328
SM(d18:0/13:0),-0.4644663568416431,4.194361617427829,1.8862821698812695,0.1696218526631972,0.4879913534510584,SM,37239.80288314819,37898.3024597168,41003.68290710449,36930.18294906616,38429.16288757324,35721.12239074707,36796.402671813965,38848.62283325195,39686.96286010742,37946.24243164063,36403.70291900635,37718.22269821167,205473.8741455078
SM(d18:0/15:0),-0.5081646837252154,4.474481437417824,2.2560587240735686,0.13309240420457635,0.4879913534510584,SM,45119.603271484375,43607.08319091797,43289.84359741211,40979.74285888672,45730.9631652832,38188.52276611328,42905.422943115234,42652.72314453125,43370.26279449463,44388.68298339844,45499.02337646485,45671.083435058594,262196.61810302734
SM(d18:0/17:0),-0.44429504732315167,4.051942921141766,1.7265386842058916,0.1888535438443726,0.4879913534510584,SM,29688.04229736328,25721.061805725098,28146.822036743164,30853.582000732426,30522.18203735352,28074.56202697754,26024.00184631348,27779.9619140625,30967.32209777832,27879.58212280273,29194.741973876957,27483.902130126957,214589.1149597168
SM(d18:1/26:1(17Z)),-0.461218666115052,6.964763121893396,1.8603057618015555,0.17258951511765827,0.4879913534510584,SM,120441.54879379272,114167.38845062256,120417.26876831056,116516.34811782835,122150.7091178894,111152.26769256592,127196.96937942503,111143.56796264648,118272.72902297974,119566.9490737915,112779.02848434448,115825.20834732056,2088754.373046875
SM(d18:2/15:0),-0.49609604605572405,4.342660751903394,2.1506880393878025,0.14250601499041396,0.4879913534510584,SM,48693.3835144043,40039.78280639648,44085.16354370117,41731.34265136719,45074.12292480469,39248.48303222656,43949.923248291016,45020.94348144531,43480.80310058594,43187.04275512695,44756.12335205078,44585.18328857422,220162.15649414065
SM(d18:2/24:1),-0.46466784592972793,4.112228220833956,1.8879162851342244,0.16943713134225932,0.4879913534510584,SM,41541.78260421753,36472.98281478882,41455.18278884888,39332.14274215698,35915.602672576904,35130.92234802246,40369.28279876709,37954.7426071167,38441.382793426514,38777.62243270874,37995.10287094116,37481.68272781372,182088.6539916992
CE(12:0),-0.4437797198000319,5.7492444533226585,1.7228565645195886,0.18932575728904447,0.48837267687589647,CE,184482.85298538208,189543.31326293945,166646.45176696777,180547.57319641116,185959.05354690552,176860.5522994995,179536.5928955078,180746.43229675293,172947.05282974243,177646.8929824829,181341.87307357788,179012.27239227295,278011.49908447266
[TG(42:2)]_FA16:0,-0.4432752030329483,4.646387311498474,1.7189177739104193,0.1898324108313793,0.48889799661042377,TAG,108029.16772460938,99478.027099609375,103278.48767089844,137480.75006103516,108260.78778076172,83919.96572875977,103937.54675292967,133877.10733032227,89537.4468383789,111440.48767089844,110874.26742553712,91295.32678222656,26854.08209228516
CAR(17:0),-0.4434108951084246,8.47335655057522,1.720054809768044,0.18968598989422752,0.48889799661042377,CAR,1353571.8726654053,1272498.4499282837,1404791.521724701,1295091.9070358276,1300291.628364563,1350500.256099701,1323412.7336769104,1298430.0461006165,1353126.6807861328,1256010.5886001587,1303440.0905532837,1342317.3182106018,1142501.9833984375
CAR(14:1),-0.4428441450192799,6.609344629238509,1.7156561950214386,0.1902531496048734,0.4889500575462323,CAR,347182.0241088867,358554.5650444031,366983.2272148132,343123.0645942688,346077.24448013306,361806.1068038941,336109.3020401001,339588.00342559814,367426.5475463867,346242.2067642212,348505.52379608154,354754.462310791,368998.5258789063
CAR(16:1),-0.44279162914526377,6.094367175780692,1.7152379532944906,0.19030718074932373,0.4889500575462323,CAR,238651.93688964844,247915.0375175476,256811.7780532837,235559.25829696652,240942.0760192871,249647.53729248047,234070.7368927002,243786.65781784055,252962.2583465576,243525.8972358704,245141.53705596924,235482.75677490237,271161.9794921875
DG(O-40:9)|DG(38:2)_C18:1,-0.443008709193215,3.9959357159471725,1.716810483088693,0.1901041240355782,0.4889500575462323,DAG,80532.7657737732,76895.64535140991,53756.723793029785,77166.86489868164,68782.94456481934,66433.5644569397,76739.28553771973,75813.2853050232,55570.88375473023,78986.9656791687,70230.7851486206,66678.28440093994,4015.200294494629
CAR(17:0)_QUAL,-0.44227908372870206,7.249631286032967,1.7113080522540258,0.19081574533197157,0.4889988432104913,CAR,539171.1168403625,537797.8213729858,565967.7417640686,535650.5117263794,540114.2405166626,566670.0461387634,524084.7597351074,544247.1184806824,562570.2406730652,544579.76039505,537445.2820396423,534958.2737159729,595367.421875
DG(32:2)_C18:2,-0.44218483958083993,3.9677348850164362,1.7104090789175648,0.19093230320583177,0.4889988432104913,DAG,51891.10376739502,50906.1837348938,57491.12427902222,55743.5440864563,55295.12408065796,53611.12395095825,51800.7036819458,50801.60361862183,56741.803939819336,53661.863735198975,51601.2038192749,54315.32364273071,72058.08529663086
DG(44:11)|DG(43:4)_C18:1,-0.44249352970471884,3.5177396932872282,1.7127211331611534,0.19063269768658495,0.4889988432104913,DAG,45610.88320922852,41660.14294433594,36046.76234436035,39935.18280792236,36623.64247131348,38922.58293914795,40032.622829437256,41214.86296463013,35638.082553863525,40621.38265228272,37323.22301864624,41529.843032836914,52952.24349975586
LPC(22:4),-0.4422861009889098,9.686386069332901,1.7113781979569467,0.19080665396575494,0.4889988432104913,PC,3934364.846923828,4533517.537597656,2553310.4916992188,3072716.567626953,3944275.123046875,3690355.2524414062,3044083.5556640625,2862218.9272460938,2823605.09765625,3633125.908203125,6153291.131347656,3361447.49609375,241431.71850585935
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:1,0.44098315206875877,4.6545494489116646,1.7012534361492726,0.19212413655832422,0.49009128359915866,TAG,113687.4887084961,190402.0762939453,112053.48840332033,150736.10913085938,176181.23364257812,125986.60900878906,93208.92578125,92135.18655395508,51539.50378417969,93455.46673583984,103423.16790771484,53848.48391723633,30433.74227905273
CAR(10:1)_QUAL,-0.44087705877802397,8.303110945522214,1.7005273668619338,0.19221902347115755,0.49009128359915866,CAR,1161861.2991142273,1133688.3053627014,1223388.7229423523,1159647.360107422,1178396.0200195312,1205198.602191925,1166871.539199829,1152066.73777771,1188577.2490234375,1125648.4397773745,1163263.6423950195,1172517.3888130188,1046036.49609375
CAR(18:0)_QUAL,-0.44133244363604474,7.619736545754774,1.704022777343198,0.19176272478062303,0.49009128359915866,CAR,702674.0927810669,704641.5527000427,733856.613407135,682358.8477783203,700399.5262145996,733271.0139122009,680055.5681686401,686212.0269203186,747540.3379364014,692955.5866088867,686706.8727798462,697593.447933197,760985.4560546875
CAR(18:1)_QUAL,-0.44075172610708735,7.570779861463212,1.6995581199432763,0.1923457755225675,0.49009128359915866,CAR,684254.9703979492,680631.1444206238,728707.2491493225,659237.9448890686,681394.0701217651,684351.1671180725,652836.6096572876,667999.2667655945,712744.3495368958,674752.2475852966,664495.7871170044,681471.0283279419,735194.3125
CE(18:1),-0.441362056688744,6.057663433201438,1.7042096986865545,0.1917383592870604,0.49009128359915866,CE,188829.01362609863,196405.0940208435,176654.25197982788,187165.3137512207,183034.59286880493,182988.53314208984,183393.0930480957,185177.5731506348,182170.4724884033,179756.55293655396,184836.57362747192,183604.2731628418,525504.0968017578
Cer(d18:1/22:0),-0.4406121389825458,2.3610077602993864,1.697918551396015,0.1925604103021938,0.49009128359915866,Cer,15886.241008758543,17743.741256713867,18253.061309814453,17664.92111968994,18522.921417236328,18162.08139038086,18159.081336975098,14505.8611869812,18406.60134124756,16520.340984344482,17765.601303100586,18492.42130279541,24002.86163330078
DG(37:4)_C18:2,-0.44109641979216074,2.618514413451428,1.7018042994684492,0.19205218305153496,0.49009128359915866,DAG,17978.861320495605,20088.20145797729,20129.92142868042,24054.941844940186,32820.722328186035,32241.482105255127,22516.461601257324,22072.62149047852,18299.92129135132,22353.36167144776,27505.32187271118,32847.342208862305,12137.02091217041
LPE(14:0),-0.44053666326237956,4.598816083620627,1.6978161151537279,0.19257382944026438,0.49009128359915866,PE,116897.80828857422,110081.22662353516,73938.56463623047,95741.06591796876,97292.026611328125,84891.30584716797,106775.64813232422,105857.08795166016,79126.26531982422,112526.60675048828,92332.12677001952,83290.94610595703,57922.404296875
CAR(20:2),-0.4401063339731418,7.160751236157491,1.6945987156614137,0.19299586492362952,0.4907782948057939,CAR,511996.2529373169,522356.77590560913,546378.7353973389,495884.21684265137,510662.513130188,525643.7546577454,496472.91438293457,491934.2335205078,545533.9381332397,505968.0964126587,499994.77617645264,518068.7759819031,542018.3017578125
[TG(57:9)|TG(56:2)]_FA18:3,-0.43976604108235356,7.416792734867836,1.6919956829369767,0.19333810304456225,0.49087494769850704,TAG,1037841.8762207032,830226.2712402344,522743.3021850586,877421.05126953125,740130.1819458008,379745.6881103516,1088841.0301513672,1080159.5754394531,334412.5639648437,915069.3074951172,907713.2886962892,309589.8600463867,238726.4344482422
CAR(5:0),-0.4398217551652029,9.07058907158473,1.6924309657333652,0.1932808241586975,0.49087494769850704,CAR,1968398.8125610352,2011348.9619140625,1958299.3173828125,1984263.0043945312,1985679.487045288,2041692.6796875,1948138.7857055664,1949749.258693695,1917030.2900390625,1960291.0150604248,1998952.542640686,2023406.5439453125,1862701.5966796875
[TG(59:9)|TG(58:2)]_FA20:4,-0.4395761405098235,6.673060412228341,1.690530455692169,0.19353105820174285,0.4909785572460882,TAG,522370.9587402344,461965.9118652344,379771.5681152344,465686.93103027344,439367.19299316406,276353.99743652344,610658.7266845703,576102.2557373047,249869.357421875,498598.2928466797,490440.7922363281,235853.2972412109,172834.35400390625
[TG(55:9)|TG(54:2)]_FA22:5,0.4377465089701258,4.883449747913337,1.6764799886407218,0.19539283656163056,0.49114569424070953,TAG,116275.50736999512,239374.17669677731,184993.7117919922,253109.01806640625,147566.4692993164,92907.74609375,87007.72579956055,114591.24862670898,66175.405029296875,110888.7483215332,93051.14688110352,89718.86587524414,30144.542236328125
CAR(3:1)_QUAL,-0.43800791834838265,5.173932890474516,1.6784839243737224,0.19512602514599667,0.49114569424070953,CAR,134109.1895980835,129305.00938415527,140442.98986816406,131789.72931289673,138351.12976455688,140067.74989700317,131995.36962890625,137363.94993972778,131201.34967803955,128811.13041305542,136183.60990142822,138442.5704536438,114578.34790039062
CAR(6:1),-0.438743867061656,5.720231963524975,1.6841285975915525,0.19437676107391053,0.49114569424070953,CAR,191702.09525680545,183927.73293304443,192008.0334663391,183758.49340820312,193434.47369384769,190877.9543228149,181140.8323974609,183140.67181777957,192242.45351791385,185648.65338897705,184224.7736167908,189450.25388336185,211241.2548828125
CE(22:1),-0.43834156489727,5.689933372475869,1.6810250990165514,0.1947882966483248,0.49114569424070953,CE,126510.38888549805,131655.3892440796,112379.1480102539,129397.76904296876,124319.48863983154,120453.62829971312,129893.00940322876,114612.48780059814,121879.60847854614,127947.1894683838,119061.04870986938,118202.72831344604,505272.3333091736
Cer(d18:0/16:0),-0.4383044006582502,4.441901581606151,1.6806941895490226,0.19483223659250296,0.49114569424070953,Cer,81676.66585922241,72034.26511001587,84614.58559799194,79170.10614395142,82711.9054031372,72689.42499923706,78953.02548217773,75252.78522109985,79478.40533447266,78735.70473480225,79401.46519088745,74172.90507507324,84237.666015625
Cer(d18:1/33:0),-0.43841454277535286,1.7581393167318293,1.6808015044405238,0.1948179854718378,0.49114569424070953,Cer,11661.800876617432,11748.48085784912,11321.70078277588,12984.721004486084,11715.240810394287,11300.040813446043,10692.7607421875,11909.420837402344,11063.140811920166,11354.480892181396,12346.24089050293,12087.440929412842,15613.561149597168
DG(31:3)_C18:2,-0.43832030841634473,4.909331700509302,1.6808425834569785,0.1948125306148913,0.49114569424070953,DAG,93905.64651870728,131747.8281173706,101460.60763168336,87567.6856842041,93693.12683486938,88108.60648727417,115677.22897338869,101169.44686126708,102218.12726211548,99733.60690307616,80566.18589019775,89520.9462928772,162089.11166381836
DG(33:3)_C16:0,-0.4388806308810607,3.9929348090635592,1.6850719925425892,0.1942518649719616,0.49114569424070953,DAG,72676.68518066406,67684.2848815918,58591.583984375,43896.42343139648,88270.78631591797,51305.90377807617,74546.96536254883,75669.64532470703,57862.1242980957,72914.70492553711,69877.44537353516,38724.08266067505,34988.962310791016
LPS(P-16:0),-0.4381689493946271,4.884295521699211,1.6796964657379476,0.19496478995573888,0.49114569424070953,PS,108057.8471069336,111222.14715576172,88437.92694091797,89102.72650146484,136648.24975585938,112949.88854980467,133997.16790771484,138202.29022216797,87563.62579345703,106806.04779052734,125239.52893066406,72566.80497741699,112676.24792480467
omega-linoleoyloxy-Cer(d19:1/34:0),-0.4381287494830572,0.2559566332435839,1.6770531203123937,0.1953164841169861,0.49114569424070953,Cer,3708.3202476501465,4109.660293579102,4915.040313720703,4206.420310974121,4044.1803245544434,3993.580322265625,3561.3802642822266,4030.6803092956543,3781.520294189453,3792.220268249512,5014.340320587158,4558.340286254883,5305.840312957764
PI(41:7)|PI(P-42:6)|PI(40:0)|PI(O-41:0),-0.4376272028610997,7.8080674669505425,1.6756432046113332,0.19550437545207214,0.49114569424070953,PI,1398859.420959473,1002092.2236328124,494839.9528198242,1205280.818359375,1113586.836303711,739062.5278930664,1236412.9934082031,1491885.0232543943,430887.2091064453,1367046.7776489258,1130597.8077392578,569525.7841186523,164541.19201660156
SM(d17:0/27:0),-0.4375663870418792,7.152102242937329,1.6751097251170677,0.19557552435677464,0.49114569424070953,SM,141986.3097267151,123152.02808380128,127632.64841461182,126416.86948776244,128857.26794815063,119678.6079750061,128230.04900741576,120455.2887802124,127828.24989318848,130113.81002807616,120872.98826980592,125371.74839782716,2413118.829589844
SM(d18:1/12:0),-0.43912701245272506,3.810931793081485,1.686833944735099,0.1940188512652459,0.49114569424070953,SM,35907.40266799927,36218.58261871338,39018.28309631348,35965.82263946533,35629.24256515503,35556.06238555908,36110.28244781494,35687.22256851196,36262.4426651001,37395.322681427,33992.72246551514,36052.84230041504,123416.40893554688
