Lipid,Class,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(50:4)_FA 16:1,TAG,191632.7734375,228848.99462890625,234190.03784179688,237596.294921875,131417.6885986328,199621.4130859375,167050.71240234375,193582.6123046875,258662.71899414062,198834.61364746094,99012.50769042969,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:4)_FA 18:0,TAG,27963.401985168457,26172.16195678711,25195.98176574707,20707.061645507812,20895.721534729004,34338.48190307617,24254.16172027588,22493.901489257812,18763.90129852295,18354.781188964844,19876.881538391113,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:4)_FA 18:1,TAG,108800.66821289062,118509.74829101562,103441.86785888672,105566.20770263672,71868.24548339844,102758.06689453125,88472.96643066406,106607.24768066406,116900.60717773438,92017.64642333984,67988.80480957031,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:4)_FA 18:2,TAG,223954.45581054688,360618.6516113281,266631.0998535156,351159.18359375,188168.39379882812,297927.7587890625,213757.1971435547,286841.8630371094,356223.8653564453,282973.5368652344,127309.08911132812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 16:0,TAG,202138.99243164062,201194.2353515625,160031.63208007812,161335.3515625,136146.02978515625,175273.65283203125,151643.14990234375,148520.01171875,186967.8917236328,172407.75268554688,117571.30859375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 16:1,TAG,47144.3835144043,42595.623046875,35096.6823425293,36397.88262939453,31221.622344970703,43897.8829498291,36108.8825378418,34402.76239013672,37966.02291870117,34000.50244140625,28469.58221435547,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 18:0,TAG,431298.94873046875,412741.05322265625,338455.00634765625,337480.60400390625,251547.25927734375,354590.88671875,308401.3828125,310510.20263671875,388155.689453125,337392.58154296875,235985.79833984375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 18:1,TAG,76731.48498535156,70865.78466796875,51962.38342285156,60850.044189453125,48664.003479003906,65019.184020996094,53951.50329589844,52112.92367553711,62475.06427001953,58320.343994140625,45804.143493652344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 18:2,TAG,28414.941970825195,26468.64175415039,25479.401962280273,20857.241569519043,19904.76141357422,32527.242111206055,30221.362411499023,24412.121559143066,22121.441467285156,23316.36173248291,23511.881927490234,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 20:0,TAG,80268.26489257812,92286.64581298828,75206.18518066406,85078.98559570312,76890.90454101562,89937.98608398438,70907.0453491211,70513.22448730469,88416.14651489258,70640.80535888672,46022.583251953125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:0)_FA 20:4,TAG,25453.14183807373,24570.721649169922,18610.961219787598,19395.621391296387,16056.100952148438,35269.923011779785,24146.821746826172,23389.602020263672,20707.361446380615,18121.761192321777,17294.401275634766,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA 16:0,TAG,133847.36987304688,112646.82696533203,151174.88995361328,142396.57037353516,81189.62585449219,148126.1700439453,103788.06750488281,98108.98678588867,151733.3325805664,112189.84790039062,36838.66278076172,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA 16:1,TAG,209399.43383789062,210765.11596679688,168494.81079101562,167897.1123046875,135542.689453125,184817.4736328125,159764.23046875,159889.01098632812,203410.03491210938,190146.85620117188,126673.42846679688,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA 18:0,TAG,396015.94091796875,336507.0080566406,382526.3271484375,509767.4923095703,213105.615234375,538492.4594726562,341197.51123046875,321774.1015625,503716.1436767578,334120.19860839844,108766.12854003906,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA 18:1,TAG,644329.2099609375,631530.86328125,532379.8583984375,570810.9204101562,426939.6044921875,558391.2763671875,490253.7314453125,499268.197265625,660197.9018554688,567951.1206054688,378191.5263671875,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA 18:2,TAG,64416.84490966797,66952.00457763672,57007.30416870117,59387.98455810547,55142.323669433594,63308.64465332031,59064.544006347656,55803.104553222656,64613.644470214844,60689.823669433594,47212.68347167969,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA 20:4,TAG,22423.08162689209,20651.281494140625,18304.581283569336,17555.101104736328,14785.480880737305,40736.12326049805,24454.78164291382,23645.98162841797,18202.921493530273,17693.32134246826,18970.081588745117,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:1)_FA20:0,TAG,37267.98271179199,40907.58403015137,32345.68194580078,35814.522888183594,28195.601776123047,45154.943130493164,35931.16298675537,34447.64241027832,36695.282455444336,30634.14203643799,25316.082092285156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 16:0,TAG,179617.01513671875,166286.19342041016,185158.01403808594,226650.5942993164,113291.82861328125,242369.07733154297,169892.75408935547,152937.63055419922,228017.0743408203,161536.93200683594,52272.263610839844,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 16:1,TAG,132409.14916992188,114282.46862792969,143445.8311767578,159437.21112060547,85573.42645263672,165102.7134399414,106956.72857666016,101928.98608398438,163804.55194091797,118809.98797607422,41600.56280517578,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 18:0,TAG,145703.93090820312,175386.45483398438,208527.2354736328,190274.93280029297,90569.22692871094,151742.2919921875,128080.50903320312,166152.93493652344,208277.13067626953,132698.92907714844,64860.944763183594,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 18:1,TAG,569937.28125,504093.12548828125,564345.3569335938,751794.3227539062,313613.1652832031,766848.1345214844,504325.9396972656,453913.4951171875,759273.3310546875,518186.8515625,146284.83056640625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 18:2,TAG,572832.7421875,653710.3525390625,552109.60546875,607948.05859375,500496.330078125,578558.421875,495228.875,535013.1962890625,637305.630859375,578141.40625,408352.490234375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 20:0,TAG,25363.041702270508,27821.94184112549,22367.701446533203,23021.44198989868,18293.321228027344,31416.881885528564,27530.342277526855,26673.862075805664,24148.361907958984,21450.581619262695,21178.581508636475,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:2)_FA 20:4,TAG,22558.18158340454,23783.84161376953,21200.64129638672,18451.241233825684,17358.02109527588,32978.46221923828,24381.201454162598,21452.04135131836,18386.941276550293,17080.54144668579,18906.641372680664,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 16:0,TAG,79175.1456451416,87166.30590820312,122336.79022216797,112680.52960205078,54715.80435180664,85585.00677490234,66518.02426147461,81017.96578979492,113455.04873657227,78496.56512451172,29103.38217163086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 16:1,TAG,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,245089.4552001953,176643.1739501953,157208.6121826172,243168.3145751953,171377.05078125,52742.22393798828,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 18:0,TAG,38873.322357177734,40853.082748413086,49295.023864746094,44339.263122558594,27287.061866760254,46215.62287902832,33667.86225891113,36707.42246246338,43736.382888793945,34818.242332458496,21815.24156188965,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 18:1,TAG,212227.95678710938,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,241095.2353515625,190883.7333984375,237412.31616210938,315200.6003417969,218075.0517578125,99616.96630859375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 18:2,TAG,525458.7326660156,545050.9421386719,588633.2114257812,823178.6530761719,380297.4665527344,827937.5314941406,547351.2155761719,500839.0146484375,713471.9291992188,529112.609375,189423.09497070312,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 20:0,TAG,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,31721.942413330078,24724.361854553223,19410.941284179688,21189.92179107666,16282.101173400879,21066.94174194336,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:3)_FA 20:4,TAG,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.542694091797,47186.4434967041,33723.161880493164,33717.52233886719,40808.12351226807,30004.702087402344,22700.361526489258,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 16:0,TAG,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,153076.72967529297,126619.06945800781,179623.23266601562,331366.7458190918,228718.63696289062,53743.843322753906,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 16:1,TAG,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216797,61419.54443359375,82019.96499633789,64608.58450317383,77890.10540771484,123000.07043457031,80952.5456237793,33587.76235961914,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 18:0,TAG,24079.241790771484,21047.121475219727,20774.821601867676,20404.84117126465,16630.90104675293,32445.56248855591,20689.66148376465,18855.241207122803,17731.56137084961,16743.80121612549,16772.841339111328,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 18:1,TAG,42704.72282409668,44213.86280822754,64278.824157714844,51422.04405212402,32952.0622253418,52369.063552856445,37341.40280151367,44641.58337402344,53830.383712768555,36599.58288574219,21887.541458129883,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 18:2,TAG,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,292525.62060546875,242604.97583007812,289770.40234375,344618.080078125,266450.45947265625,143602.51147460938,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 20:0,TAG,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.501197814941,25288.441696166992,20793.381370544434,16674.00122833252,14045.221000671387,14615.621078491211,16226.041065216064,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:4)_FA 20:4,TAG,223715.97290039062,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,293926.38415527344,217624.05615234375,215362.0751953125,298041.4766845703,243981.9600830078,107901.12768554688,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 16:0,TAG,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.741638183594,53380.183990478516,30199.102294921875,31886.02222442627,34846.4822845459,33968.022216796875,18274.68125152588,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 16:1,TAG,180906.49243164062,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,157417.9696044922,122838.70867919922,189814.87442016602,332855.8861694336,223450.4559249878,50212.423400878906,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 18:0,TAG,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.021575927734,55923.62356567383,43090.24266052246,32935.0821685791,30033.022048950195,27976.72177886963,23109.98175048828,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 18:1,TAG,22013.20188140869,21715.061531066895,19445.40135192871,18683.641227722168,16536.041275024414,33004.44218444824,19245.141189575195,21993.801696777344,19308.801391601562,18773.641326904297,17052.901161193848,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 18:2,TAG,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,51139.40380859375,42622.96299743652,48213.962982177734,54411.183685302734,38655.862243652344,30046.48207092285,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 20:0,TAG,23338.261611938477,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,31972.762603759766,22330.861709594727,21663.781295776367,18361.621269226074,16359.98104095459,18212.04126739502,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:5)_FA 20:4,TAG,94094.42657470703,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,125618.1890258789,90937.94732666016,109232.20733642578,134374.66760253906,113329.28820800781,53250.86358642578,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 16:0,TAG,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,51753.863830566406,40573.762786865234,36302.142669677734,46080.462890625,38963.742767333984,27044.741943359375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 16:1,TAG,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,54554.723388671875,36788.762634277344,37216.02305603027,35911.422607421875,34253.80218887329,19686.301383972168,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 18:0,TAG,29924.582244873047,29586.142333984375,22786.101806640625,26413.042114257812,22038.62159729004,33903.24234008789,24548.182083129883,22341.581588745117,27533.66192626953,24301.44174194336,19661.501358032227,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 18:1,TAG,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,58483.80349731445,43123.60321044922,35762.72206115723,29127.842239379883,34437.00233459473,25084.04136657715,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 18:2,TAG,29121.581573486328,31065.08184814453,25932.241989135742,27339.321990966797,18372.841194152832,37519.182861328125,28204.862197875977,27742.18211364746,25105.96174621582,24081.521911621094,24269.781951904297,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 20:0,TAG,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,54726.18363952637,37515.06217956543,32072.86208343506,31037.342544555664,31926.462120056152,19249.241325378418,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(52:6)_FA 20:4,TAG,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.324951171875,89773.38586425781,76092.06561279297,90529.2861328125,89492.66613769531,82022.94641113281,56208.94396972656,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 16:0,TAG,54507.323822021484,51399.503479003906,39917.482513427734,45950.50296020508,34556.00274658203,61501.96423339844,39603.98303222656,36622.342056274414,53063.40310668945,41026.443115234375,24908.28192138672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 16:1,TAG,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,46265.78330993652,52460.00380706787,35992.461975097656,46020.923011779785,38740.00245666504,55846.78286743164,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 18:0,TAG,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,222229.39453125,202168.19287109375,206829.6357421875,243345.55737304688,221837.55639648438,167375.23364257812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 18:1,TAG,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,44506.763122558594,33726.92250061035,30374.7820892334,37318.882751464844,37279.78251647949,28295.441986083984,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 18:2,TAG,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,33258.30227661133,26926.141983032227,18836.261207580566,22774.141609191895,20135.501541137695,19930.74153137207,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 20:0,TAG,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.08874511719,143687.56909179688,130520.7490234375,128619.74829101562,153941.33129882812,140357.5302734375,207440.69458007812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:0)_FA 20:4,TAG,20421.521350860596,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210693,30286.622467041016,23723.78157043457,22021.36157989502,20030.981452941895,17745.28123474121,15270.841007232666,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:1)_FA 16:0,TAG,47217.123138427734,48625.023193359375,44977.32339477539,42659.422775268555,32150.461959838867,49761.5036315918,37292.20294189453,36711.36289978027,50466.60383605957,38827.40235900879,20897.961334228516,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(54:1)_FA 16:1,TAG,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,70763.40509033203,45456.76315307617,45495.563415527344,66016.56477355957,52512.903411865234,28184.80191040039,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
