Lipid,Class,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PEp (36:6),PE,105726.4076538086,149800.4691772461,92878.06616210938,101786.82678222656,132254.11010742188,135084.10815429688,67523.58465576172,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PEp (40:7),PE,103795.50787353516,130181.048828125,93577.50634765625,101436.18731689453,98863.16638183594,92707.8070678711,63073.764892578125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PEp (42:0),PE,70375.14422607422,66909.28503417969,64166.72396850586,60157.264221191406,58954.06396484375,46848.94338989258,65286.44451904297,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PEp (42:4),PE,60382.684509277344,59181.14450073242,54499.86395263672,57545.80401611328,56590.483947753906,42876.923095703125,55964.783630371094,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (14:0),PG,61639.36407470703,71233.14532470703,89454.2861328125,68061.12414550781,74897.12478637695,81876.34524536133,50930.9035949707,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (18:4),PG,58937.00390625,64064.14419555664,79660.66485595703,64971.145568847656,68346.7253112793,46882.50357055664,61716.084716796875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (20:0),PG,61948.724517822266,61246.604919433594,75659.30575561523,72324.30554199219,67316.46496582031,61052.98402404785,52910.88430786133,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (22:2),PG,64401.98516845703,66228.8649597168,63082.68376159668,67621.58457946777,70750.0046081543,55425.52375793457,55415.843673706055,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (24:0),PG,57251.0842590332,97977.98626708984,77918.72494506836,68623.58569335938,78650.02523803711,95048.66801452637,44715.28372192383,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (24:1),PG,92905.20666503906,105148.50793457031,101908.18737792969,103795.248046875,104255.12719726562,107874.66711425781,89024.44677734375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (26:0),PG,58088.70440673828,57170.24365234375,78658.56594848633,59745.54379272461,62652.96398925781,55253.2643737793,77219.28582763672,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (28:0),PG,538328.4263305664,622773.063659668,1031013.9747924805,879387.9639892578,887641.5812988281,1003794.1620483398,642308.7884521484,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (28:1),PG,66117.46496582031,66095.12390136719,73219.505859375,68552.40466308594,73892.62579345703,61337.74444580078,66218.52410888672,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (28:2),PG,44807.363189697266,48303.203552246094,51090.06314086914,53612.22314453125,50697.2041015625,44659.04318237305,85055.92672729492,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (30:0),PG,72160.88464355469,79109.26556396484,91742.30627441406,86862.22576904297,80241.52563476562,72421.94519042969,63750.92449951172,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (30:1),PG,47028.323333740234,44048.48304748535,53536.66427612305,49401.823822021484,49008.4631652832,46228.523529052734,40275.58282470703,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (30:2),PG,51810.54397583008,51573.5231628418,56091.14419555664,64363.50451660156,56127.28399658203,44488.90295410156,52244.96357727051,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (30:3),PG,47844.06344604492,62687.1442565918,84933.68667602539,59998.4841003418,63794.364349365234,64720.704010009766,53280.26364135742,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (30:4),PG,44217.262298583984,44229.783294677734,48141.243591308594,59331.84396362305,50432.0237121582,40884.00305175781,45092.143463134766,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (32:0),PG,86060.94647216797,93189.24645996094,120055.34701538086,105049.3271484375,102445.0464477539,94419.22625732422,68149.18524169922,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (32:1),PG,61925.564453125,72009.84506225586,65136.56423950195,56930.56408691406,66845.34552001953,66885.94525146484,39920.783111572266,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (32:2),PG,387149.08642578125,461732.9279785156,209519.27392578125,291345.9454345703,391304.74865722656,458612.2399902344,62236.564208984375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (32:3),PG,55383.4241027832,59053.22378540039,63486.364349365234,62605.40451049805,63284.5246887207,55705.80368041992,43656.642974853516,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (32:4),PG,65135.10385131836,69293.24423217773,71438.1047668457,94550.14590454102,85846.96682739258,80842.18670654297,43767.94314575195,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (32:5),PG,69036.98474121094,59599.624603271484,56953.104248046875,1390551.1256103516,58263.664001464844,52151.98425292969,52170.14404296875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:0),PG,58813.623962402344,60293.164489746094,72317.00527954102,60848.68395996094,62800.78399658203,54718.96374511719,49477.183349609375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:1),PG,92546.8056640625,90451.78625488281,86161.50659179688,92373.44665527344,81956.54620361328,71022.38482666016,58451.984619140625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:2),PG,58951.363708496094,60949.6643371582,63638.90447998047,55399.36364746094,62551.00436401367,56350.163650512695,45983.30322265625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:3),PG,59029.723876953125,60156.80432128906,61119.82482910156,59414.42401123047,62442.70458984375,55006.48416137695,50424.14373779297,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:4),PG,50943.86380004883,56303.083984375,57067.52410888672,56437.18389892578,61066.204681396484,52230.043365478516,45698.94369506836,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:5),PG,91123.22644042969,107448.30584716797,109511.1272277832,131893.1882019043,116646.36660766602,89329.46643066406,70728.80438232422,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:5)_2,PG,85250.4059753418,105301.64752197266,98670.8664855957,120796.52847290039,106076.68731689453,87162.8062133789,70120.16534423828,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (34:6),PG,61748.304443359375,60929.28512573242,60219.763900756836,377565.8013305664,64470.34359741211,61105.563903808594,49891.1640625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:0),PG,138971.9110107422,133008.84814453125,134365.41009521484,165576.1326904297,150934.48754882812,109975.62634277344,112770.00897216797,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:1),PG,432836.1142578125,308539.82080078125,191490.91357421875,395688.3662109375,223744.416015625,155809.130859375,142614.4111328125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:2),PG,282126.40283203125,230261.67651367188,119517.82763671875,211995.015625,175739.953125,136441.73095703125,75807.625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:3),PG,60058.064514160156,61693.52490234375,60826.74398803711,62601.96466064453,59394.964294433594,56423.48400878906,47194.82287597656,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:4),PG,66605.70458984375,71065.82586669922,73727.0849609375,72263.70471191406,75949.34533691406,63515.70458984375,64116.624450683594,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:5),PG,52785.604095458984,53252.523681640625,59748.623626708984,57818.92416381836,55612.74429321289,47720.00338745117,42303.02325439453,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:6),PG,54585.303649902344,52177.62341308594,70817.20590209961,59990.96374511719,62131.48513793945,55005.243591308594,35202.042388916016,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:7),PG,64965.86462402344,69992.90530395508,67029.74417114258,65739.70477294922,64797.944091796875,62745.784729003906,40557.30270385742,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (36:8),PG,274496.64221191406,330747.1040649414,158835.33087158203,223835.11614990234,274376.58459472656,289634.3452758789,56242.584411621094,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:0) | PGp (40:6),PG,178780.8350830078,187513.81198120117,105925.58773803711,131072.5506591797,152545.7124633789,140190.2694091797,45743.74346923828,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:1),PG,119056.64770507812,114817.32727050781,89344.10607910156,112599.22888183594,97412.1664428711,87387.90551757812,49655.80303955078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:2),PG,152019.31030273438,182344.57415771484,109882.30865478516,118883.56939697266,121756.00909423828,111403.74670410156,48587.86279296875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:3),PG,81596.04498291016,83887.6265258789,71429.86563110352,75268.98541259766,67677.46438598633,62154.04376220703,45920.02325439453,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:4),PG,136852.609375,112404.96801757812,91493.54626464844,135806.29052734375,114575.96704101562,97630.26635742188,61057.764404296875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:5),PG,66843.80450439453,69600.34539794922,72984.76446533203,76219.70568847656,75994.1849975586,65453.06433105469,46921.72302246094,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:6),PG,75297.84487915039,74013.30462646484,78882.544921875,69759.46514892578,68940.80462646484,68710.30505371094,41587.902740478516,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:7),PG,192790.80987548828,224844.33532714844,146758.23376464844,155839.73376464844,198883.39178466797,259913.3614501953,47670.643798828125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:8),PG,68165.92510986328,75422.54528808594,70759.24487304688,62698.34436035156,70167.62469482422,60676.50439453125,43721.88293457031,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (38:9),PG,88645.16540527344,99468.36779785156,89047.78598022461,73669.08544921875,83281.4849243164,74986.7458190918,48835.36358642578,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:0) | PGp (42:6),PG,245571.67846679688,284757.35888671875,370156.6664428711,367705.1667480469,363289.90490722656,285873.9250488281,414513.41119384766,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:0) | PGp (42:6)_2,PG,235521.25915527344,249574.17474365234,352662.24353027344,321781.9172363281,335593.4060058594,274915.53759765625,379299.68127441406,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:1),PG,56785.84405517578,60133.38409423828,64269.96405029297,61239.90441894531,52950.96368408203,50420.94323730469,39614.50277709961,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:10),PG,148833.0092163086,349165.94775390625,257394.07998657227,201237.7530517578,204071.6534423828,439284.9958190918,41414.763244628906,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:2),PG,98239.52685546875,170979.5723876953,340107.0608520508,171760.37167358398,117918.7280883789,211727.81610107422,82514.9857788086,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:3),PG,73830.7456665039,69079.66436767578,68091.9446105957,75383.20568847656,69343.46533203125,59052.32391357422,45485.20330810547,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:4),PG,136078.26928710938,103473.02819824219,88710.42663574219,133631.40893554688,94997.84704589844,76667.76489257812,62290.7841796875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:5),PG,214730.83447265625,145948.81103515625,130077.38952636719,214097.63500976562,126560.68884277344,103978.947265625,85592.88562011719,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:6),PG,1507705.8779296875,885874.5595703125,632660.005859375,1405535.490234375,696623.1083984375,544257.1337890625,353904.54736328125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:7),PG,104822.06811523438,104698.54748535156,85600.54602050781,95254.18688964844,77643.50555419922,72965.76525878906,48032.46319580078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:8),PG,74617.3256225586,88821.12512207031,75270.48425292969,59156.384704589844,61811.96447753906,62678.6845703125,40546.40286254883,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (40:9),PG,66907.54553222656,77307.64636230469,69086.00448608398,65973.1450805664,67066.10455322266,78753.70602416992,46388.383697509766,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:0),PG,60730.363830566406,141756.80856323242,217045.31257629395,118253.6882019043,120182.62768554688,135559.42831420898,68010.10345458984,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:1),PG,52285.224029541016,45261.36364746094,59353.02442932129,58061.1037902832,52828.36413574219,49148.923583984375,31529.662155151367,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:10),PG,56988.463806152344,56950.963806152344,61894.284576416016,63935.06457519531,58961.56298828125,52270.263092041016,65537.6849975586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:11),PG,159590.43127441406,173374.3127746582,257570.59176635742,235955.81616210938,200403.91635131836,159837.75024414062,425765.8896789551,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:2),PG,46682.3434753418,53564.103515625,62149.844787597656,58967.604095458984,54938.48384094238,57410.804595947266,35810.40270996094,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:3),PG,85029.10598754883,169165.3916015625,264390.27673339844,162331.3505859375,144758.3515625,191396.8116455078,68653.12451171875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:4),PG,42988.94256591797,43789.843322753906,54926.943298339844,51113.903747558594,45203.723571777344,45465.32308959961,30665.162048339844,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:5),PG,44707.50329589844,50938.74362182617,47873.883728027344,49417.40330505371,45638.243591308594,46499.903259277344,34417.342712402344,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:6),PG,101639.36755371094,103990.80810546875,68201.84521484375,94492.66552734375,88787.92504882812,81687.28671264648,39467.10256958008,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:7),PG,51237.02395629883,52168.983825683594,60893.08416748047,58557.88439941406,51442.48376464844,42734.96304321289,40694.882751464844,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:8),PG,62403.044921875,62190.14422607422,77945.88589477539,63247.164001464844,60140.78436279297,56300.5837097168,42254.74349975586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (42:9),PG,101952.6469116211,97977.24578857422,123386.61059570312,123260.53076171875,103009.42822265625,119546.66857910156,41169.52258300781,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:0),PG,34965.44259643555,33262.96224975586,35666.96252441406,38829.982971191406,33943.80258178711,32452.002349853516,24744.541900634766,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:1),PG,31198.042190551758,33282.902084350586,33987.62259674072,28298.22187423706,30704.882499694824,29574.14207839966,28024.14193725586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:10),PG,78740.9857788086,65068.80432128906,65297.764404296875,81822.10559082031,50152.6032409668,41192.22299194336,38662.6628112793,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:12),PG,77035.52551269531,62287.164001464844,53533.223388671875,78623.28552246094,50569.383239746094,41016.72277832031,36960.40249633789,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:2),PG,37355.402976989746,33939.68244934082,42575.04299926758,36921.64277648926,36031.78265762329,33140.06253051758,31114.98211669922,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:3),PG,36100.4821395874,29534.821868896484,36767.962982177734,41574.58278274536,34625.42245864868,31065.04201889038,27819.921768188477,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:4),PG,31918.322357177734,35511.52276611328,35768.102447509766,40093.90286254883,29987.742431640625,33408.12237548828,28805.081985473633,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:5),PG,32406.202529907227,34901.16226196289,36045.62239074707,36381.46237182617,39092.342681884766,29845.522079467773,22608.84161376953,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:6),PG,35133.322357177734,36211.682540893555,42121.50277709961,34923.96270751953,33625.28219604492,33344.702392578125,29619.32179260254,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
