Lipid,Class,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankRetina_NA,C-1RetinaF,C-2RetinaF,C-3RetinaF,C-4RetinaM,C-5RetinaM,C-6RetinaM,E-1RetinaF,E-2RetinaF,E-3RetinaF,E-4RetinaM,E-5RetinaM,E-6RetinaM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
SM(d18:2/24:1),SM,1513.8801155090332,2218.860176086426,1494.0401077270508,1507.900104522705,1717.1001358032227,2109.8601608276367,1715.9801292419434,1493.8001022338867,1477.8201026916504,1817.8401184082031,1754.7601165771484,1659.3801078796387,1569.7001037597656,5889.140369415283,2289.320182800293,1973.060146331787,2207.000141143799,1707.1201286315918,2158.000144958496,1787.560131072998,1722.2201194763184,1845.740119934082,2087.5401344299316,1801.9801292419434,2100.520149230957,1459.0401039123535,1513.8801155090332,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(37:0)]_FA14:0,TAG,1007.6800575256348,1239.720085144043,1246.6800804138184,1646.8601188659668,1393.9601020812988,1016.6600685119629,1399.680088043213,1160.940086364746,1260.7000885009766,1907.780128479004,1337.10009765625,1303.60009765625,1443.2400970458984,970.2400741577148,1170.480079650879,1003.6000709533691,1108.2600746154785,1285.6000862121582,1018.7600708007812,1053.2600746154785,1129.340087890625,1011.200065612793,1316.940086364746,960.4000625610352,1066.2800827026367,975.0000801086426,1007.6800575256348,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(37:0)]_FA16:0 | DG(39:7)|DG(38:0)|DG(dO-40:0)_C16:0,TAG | DAG,6690.680503845215,3274.700225830078,2982.0402183532715,2408.9401664733887,6658.000537872314,2512.2001914978027,2254.5001487731934,2879.940200805664,2691.020191192627,4243.380302429199,3291.7602195739746,3681.120231628418,4304.820323944092,4146.280361175537,2661.420192718506,5090.360355377197,2081.3801498413086,2628.68021774292,2218.560146331787,4348.960277557373,4220.1003074646,2249.420166015625,2348.9801712036133,3098.9202270507812,2257.5401611328125,4268.24031829834,6690.680503845215,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(37:0)]_FA16:0 | DG(39:7)|DG(38:0)|DG(dO-40:0)_C16:0_2,TAG | DAG,2694.640193939209,1173.060073852539,1550.900104522705,1704.4801139831543,2050.7601356506348,1978.2401275634766,1519.860107421875,1516.3800964355469,1399.5001029968262,1721.6001319885254,1306.860092163086,1895.0001373291016,1754.440143585205,1685.8401069641113,1153.54008102417,1294.240077972412,1212.0800819396973,1481.860092163086,1111.1800651550293,1424.3801078796387,1455.120101928711,1473.9401054382324,1017.8600654602051,1389.6400871276855,1187.4400787353516,1361.6600952148438,2694.640193939209,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(37:0)]_FA18:0 | DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0 | CE(18:0),TAG | DAG | CE,10397.980728149414,6026.160423278809,6425.660442352295,5723.460376739502,6011.12043762207,6358.240467071533,6308.920444488525,6661.520412445068,6230.040420532227,5841.480419158936,5653.520393371582,6070.640434265137,5827.500408172607,6811.3204917907715,6386.78044128418,5872.020397186279,6332.840484619141,6684.68045425415,6157.6204261779785,5782.920421600342,5583.520401000977,6040.9804039001465,5505.800380706787,5984.460399627686,6147.380390167236,5676.300399780273,10397.980728149414,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(37:0)]_FA18:0 | DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0 | CE(18:0)_2,TAG | DAG | CE,2769.1401901245117,2010.080150604248,2292.1201515197754,2112.7401733398438,2072.5601539611816,2142.4401512145996,2237.3001747131348,1927.400146484375,2155.2001609802246,2644.1801834106445,1956.380126953125,2239.280143737793,2143.4201431274414,2290.3201637268066,2436.5201721191406,2612.420211791992,1806.3801383972168,2144.4601440429688,2129.24015045166,2622.1802101135254,2248.400157928467,2151.0001640319824,2677.860191345215,1935.6401443481445,2368.360176086426,3274.760227203369,2769.1401901245117,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(37:0)]_FA18:0 | DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0 | CE(18:0)_3,TAG | DAG | CE,1855.6401290893555,1566.6001281738281,1136.0200729370117,1273.5400886535645,2234.1401596069336,1479.9801063537598,1706.5801239013672,1217.3000831604004,1584.7801246643066,1345.6600914001465,1909.360122680664,1897.5801239013672,2109.5001525878906,1868.1601181030273,1625.3401336669922,1721.6401443481445,980.1200637817383,1090.940086364746,2194.560146331787,1989.3001327514648,2057.620143890381,1936.1201248168945,1525.3601112365723,1455.64009475708,1898.3001251220703,1319.2800941467285,1855.6401290893555,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:0)]_FA14:0,TAG,2561.7401847839355,2127.0601654052734,1951.220127105713,3195.400245666504,1641.8201065063477,1501.600112915039,1415.6600952148438,1570.6601104736328,2059.1201515197754,1535.180118560791,1940.9201202392578,1971.4201469421387,2171.3201599121094,2314.8401641845703,1993.7001304626465,1670.3801078796387,1701.7601280212402,2873.7201957702637,1169.3600883483887,1425.1600875854492,1868.6001319885254,1645.620101928711,1829.1201362609863,1211.9200897216797,1546.7801132202148,2211.440155029297,2561.7401847839355,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:0)]_FA16:0 | DG(40:7)|DG(39:0)_C16:0,TAG | DAG,6754.980503082275,4615.020324707031,5552.78039932251,4665.26033782959,9732.40072631836,4422.120300292969,3944.7003021240234,18511.101390838623,4428.580341339111,10034.280696868896,3927.6002883911133,9243.340614318848,9755.120662689209,5335.840358734131,4184.2203369140625,10321.360805511475,4865.840297698975,4955.340381622314,3567.900260925293,9709.880760192871,9869.380657196045,4840.380332946777,4370.700340270996,5234.380367279053,7807.820575714111,9830.840675354004,6754.980503082275,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:0)]_FA16:0 | DG(40:7)|DG(39:0)_C16:0_2,TAG | DAG,1997.1801490783691,3128.1602821350098,2964.5001831054688,3555.000244140625,3460.720272064209,2528.460189819336,3729.300235748291,5355.340286254883,2984.7602310180664,3239.3002281188965,2830.8802070617676,3068.3402099609375,4225.800304412842,2860.0201721191406,3645.740306854248,3077.4202308654785,2490.200164794922,3014.220226287842,3645.2003021240234,3584.100227355957,2929.5402183532715,3866.5802993774414,2769.180206298828,2786.20023727417,2625.9602012634277,2879.680206298828,1997.1801490783691,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:0)]_FA18:0 | DG(40:7)|DG(39:0)_C18:0,TAG | DAG,44212.2437171936,4395.920337677002,3106.480209350586,2861.700206756592,3352.220230102539,15523.021045684814,3390.8002395629883,3321.220260620117,2432.9201698303223,4438.600318908691,2995.2001991271973,2527.7401695251465,2812.000171661377,9860.800678253174,3956.820301055908,10885.600818634033,2498.560173034668,3284.880226135254,2141.8401527404785,10785.020797729492,2914.000213623047,2421.040168762207,2332.3001556396484,3282.5602378845215,3228.2202377319336,7307.3406410217285,44212.2437171936,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:0)]_FA18:0 | DG(40:7)|DG(39:0)_C18:0_2,TAG | DAG,13564.141189575195,3627.480251312256,3629.5601959228516,1911.2801246643066,6745.860462188721,1830.2001419067383,2504.9401779174805,1995.160140991211,1620.8201370239258,1134.2000846862793,2277.800178527832,2609.160167694092,3524.460205078125,2996.9601707458496,1882.240104675293,4163.640285491943,1457.960105895996,1459.8001136779785,1862.8601379394531,3640.3002738952637,2422.260154724121,3246.740234375,2240.5201530456543,3400.1602210998535,2150.4601516723633,2327.7801513671875,13564.141189575195,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA14:0,TAG,1063.6000785827637,1111.6200866699219,1048.480068206787,1017.6000785827637,989.5600624084473,999.1200637817383,1102.5800743103027,951.8600692749023,1375.0600929260254,1025.8400650024414,1033.4400825500488,1040.12007522583,1055.9000701904297,1063.7400741577148,1028.4200820922852,1018.0600776672363,1049.0000686645508,1002.2000694274902,1024.8400802612305,1014.0600700378418,1055.8200759887695,1036.4200744628906,1214.4000701904297,1300.7800827026367,1069.3000717163086,1027.8400573730469,1063.6000785827637,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,TAG | DAG,5974.700424194336,5255.340381622314,6582.060485839844,6549.400409698486,11561.020973205566,5248.760372161865,5345.96032333374,22116.681659698486,4887.060340881348,12026.820781707764,4480.740322113037,8297.520568847656,10187.880752563477,5893.220447540283,3470.2002563476562,12722.980903625488,3423.220245361328,4536.520275115967,3155.1802406311035,8564.6005859375,13099.361019134521,4147.880317687988,3736.380241394043,5911.700428009033,5960.080425262451,10604.100727081299,5974.700424194336,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0_2,TAG | DAG,1610.520107269287,3212.6802864074707,3434.2602043151855,4309.4602699279785,3805.3602447509766,2305.6201667785645,4083.7202682495117,6338.400379180908,3257.0002784729004,4287.540256500244,4830.600360870361,2937.2001876831055,3324.0402221679688,1878.3401336669922,3980.220283508301,4800.160358428955,4063.3802604675293,3210.4802055358887,4264.360328674316,3917.7402687072754,3900.1002311706543,3739.3402824401855,3687.3802604675293,3400.4002647399902,3939.7802772521973,4141.86022567749,1610.520107269287,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,TAG | DAG,4275.200309753418,2141.5001525878906,1954.5201301574707,2168.820156097412,2041.2801399230957,1970.020133972168,1994.0601348876953,2147.4401626586914,2023.4801483154297,2319.5401611328125,2029.6201362609863,2120.0801544189453,2476.5601768493652,2184.920154571533,1967.7801361083984,2342.440174102783,2543.7201805114746,2055.9801445007324,2088.4401512145996,3946.180278778076,2886.7802085876465,2327.640163421631,2224.2001457214355,2599.360164642334,1920.1201362609863,3238.0202407836914,4275.200309753418,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1_2,TAG | DAG,1325.0600852966309,1142.8200721740723,1499.7601013183594,1635.6401062011719,1509.9400939941406,1380.0800819396973,1108.760066986084,1534.5401039123535,1473.1601028442383,1246.2200889587402,1143.6800804138184,1213.3400802612305,1509.0001029968262,1183.4400825500488,1243.9000854492188,1751.3401260375977,1082.600082397461,1246.380084991455,1186.5400924682617,2191.0001373291016,1407.10009765625,1745.0401344299316,1358.3600959777832,1543.3401145935059,1293.040096282959,1722.260124206543,1325.0600852966309,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,TAG | DAG,1966.0401306152344,1833.3001251220703,1781.6601333618164,1989.9401397705078,1940.0201377868652,1908.0401420593262,1782.5401191711426,1922.3001327514648,2149.3001594543457,1963.3801231384277,1931.8601379394531,1933.6001358032227,2085.020164489746,1861.7601280212402,2302.2801551818848,2043.6001358032227,2216.6001586914062,2058.8201484680176,2052.780143737793,1935.3601379394531,1852.9001350402832,2094.9401626586914,1789.8001327514648,1878.0401344299316,2106.9201583862305,2531.3001823425293,1966.0401306152344,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0_2,TAG | DAG,1297.840087890625,1231.9800834655762,1212.080078125,1162.520076751709,1056.4600830078125,1018.6800765991211,1312.380084991455,1190.1200981140137,985.7400703430176,1114.9400825500488,1246.0600852966309,1633.1001014709473,1518.1000938415527,1249.8200950622559,1284.280086517334,1101.5200729370117,1038.8400650024414,981.900074005127,1261.7200965881348,1542.0801124572754,1233.8000793457031,1447.5601196289062,1835.760139465332,1362.6401062011719,1311.040096282959,1054.3800659179688,1297.840087890625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG | DAG,4910.68034362793,3444.7402114868164,3302.400230407715,3439.3402557373047,2648.5001945495605,3226.420223236084,4036.180290222168,3390.6802520751953,3816.920238494873,3699.1602745056152,2883.200210571289,2872.780204772949,2637.520175933838,3880.0402908325195,3882.940288543701,3545.220245361328,2945.9802017211914,4005.060272216797,3432.180233001709,3869.860237121582,3322.4602394104004,3394.800235748291,3024.460220336914,2993.3002281188965,3112.2602157592773,3278.020217895508,4910.68034362793,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1_2,TAG | DAG,2758.740222930908,1883.6601295471191,1855.760124206543,2382.7401733398438,2076.3401527404785,1653.1001319885254,1268.3200950622559,1915.6601371765137,2696.520191192627,1884.6601219177246,1336.1200981140137,2041.3801498413086,1529.3401107788086,2140.300148010254,3049.320209503174,2520.060188293457,1483.2600936889648,2638.440200805664,2131.2801628112793,2165.0201835632324,2955.3002014160156,3047.1002044677734,1927.1201400756836,2091.3801345825195,1896.1801300048828,1237.3200759887695,2758.740222930908,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:0)]_FA14:0,TAG,1102.860065460205,954.3800735473633,1114.6000900268555,1292.7000999450684,1089.420066833496,964.260066986084,1045.200065612793,1017.7600708007812,948.2400665283203,1008.2000694274902,1021.3800659179688,1169.8600807189941,1258.8001098632812,995.1600875854492,1199.6400833129883,1102.680076599121,1213.54008102417,1006.8200759887695,980.7800788879395,958.6200637817383,1002.5600624084473,1023.8200759887695,1045.1400833129883,960.4600715637207,1259.0600891113281,976.6600685119629,1102.860065460205,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:0)]_FA16:0 | DG(41:7)|DG(40:0)_C16:0,TAG | DAG,3119.360221862793,2881.020195007324,2549.68017578125,2865.0001831054688,3067.380199432373,3552.800262451172,3154.560234069824,4083.9403114318848,2742.300193786621,3914.120258331299,2407.6201705932617,2632.9401931762695,3468.4202156066895,2998.120216369629,2447.420177459717,4126.900283813477,2335.040168762207,3623.0602684020996,2843.6201972961426,2235.4801483154297,3469.6202392578125,2281.060173034668,2431.9201698303223,2890.980197906494,2530.460189819336,3225.3802375793457,3119.360221862793,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:0)]_FA16:0 | DG(41:7)|DG(40:0)_C16:0_2,TAG | DAG,1432.8801002502441,1464.16011428833,1334.9600982666016,1795.520133972168,1575.2601051330566,1458.4401016235352,1224.5000953674316,1295.080093383789,1773.3001136779785,1350.1200942993164,1267.6600875854492,1912.1801223754883,1742.3001174926758,1723.3801078796387,1954.9001541137695,1607.2200965881348,1774.6801147460938,1262.6001091003418,2096.9001502990723,1820.6201171875,1183.200080871582,1557.320110321045,1315.420093536377,1547.6801223754883,1760.080135345459,1498.0201148986816,1432.8801002502441,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:0)]_FA18:0 | DG(41:7)|DG(40:0)_C18:0,TAG | DAG,3141.8002166748047,1955.9001350402832,1853.0601425170898,2239.3601722717285,1851.9401245117188,2541.72017288208,1965.6001319885254,1975.400161743164,2078.940143585205,1998.6201286315918,1882.4001388549805,2115.74015045166,2003.1601448059082,2104.980136871338,2294.000175476074,2193.820152282715,1754.08012008667,1830.500129699707,2085.800132751465,2280.280158996582,1853.6001243591309,1839.4401321411133,1785.4201354980469,1933.2201347351074,1894.2401428222656,2976.560199737549,3141.8002166748047,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:0)]_FA18:0 | DG(41:7)|DG(40:0)_C18:0_2,TAG | DAG,1683.4800987243652,1266.6400909423828,1188.760082244873,1378.980110168457,1210.3800926208496,1209.1000785827637,1218.7600898742676,1416.06010055542,1103.6400985717773,1013.8000793457031,1152.8200988769531,1055.4600791931152,1519.5401077270508,1661.8601341247559,989.0400695800781,1528.2400970458984,1122.7400817871094,1070.6200790405273,1279.340087890625,1448.2401084899902,2022.4001579284668,1462.3400955200195,1782.3601150512695,1742.7801322937012,1495.2200965881348,1143.4200820922852,1683.4800987243652,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA14:0,TAG,1027.700065612793,953.8600692749023,953.7600631713867,1064.000087738037,1086.04008102417,1246.580078125,1105.0800819396973,1027.0400733947754,1002.3200721740723,982.0000686645508,968.0400733947754,1046.6400756835938,1013.9600677490234,950.8600654602051,1037.3600730895996,985.0400695800781,1012.8000679016113,1284.0400924682617,956.0800704956055,1012.5200576782227,1080.740077972412,992.000072479248,1002.5800628662109,960.3000526428223,1107.2400741577148,1306.4200897216797,1027.700065612793,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA16:0 | DG(40:1)_C16:0,TAG | DAG,3193.760185241699,2788.440185546875,3532.3002281188965,3568.2802238464355,3619.8002586364746,3356.30025100708,3177.040252685547,4412.500263214111,3138.980178833008,4570.7803382873535,3979.8202934265137,4030.300304412842,3136.200252532959,4476.34033203125,2381.08016204834,4232.220321655273,2980.1202087402344,3285.960247039795,2560.7601776123047,2638.1601791381836,4295.98030090332,2766.5601806640625,2238.7801780700684,2638.800189971924,3236.4402656555176,4172.26029586792,3193.760185241699,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA16:0 | DG(40:1)_C16:0_2,TAG | DAG,1729.460105895996,1681.4601211547852,1570.0601043701172,1518.10009765625,2162.480167388916,1566.2400970458984,1837.1401405334473,1524.4601211547852,1610.4801177978516,1601.4401092529297,1482.780101776123,1980.080177307129,1497.200096130371,1331.680088043213,1480.700107574463,1663.8401069641113,1721.6601219177246,1463.1801223754883,2178.440200805664,1671.600112915039,1639.3601188659668,1531.920108795166,1663.5601119995117,1418.9201011657715,2019.3801383972168,1796.4001350402832,1729.460105895996,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA16:1 | DG(40:1)_C16:1,TAG | DAG,3911.340305328369,2220.6801528930664,1999.2201347351074,2124.8601417541504,2260.880184173584,1920.1401329040527,1971.9801406860352,2341.9001541137695,2011.5601501464844,3134.060230255127,2147.480140686035,2173.2601356506348,2136.6201515197754,2012.2401313781738,2246.3601570129395,2866.860191345215,2420.4601707458496,2235.7001724243164,2114.2001571655273,3708.8002738952637,2958.7202186584473,2192.5201416015625,2261.12015914917,2047.4201469421387,2004.9001235961914,3131.0202102661133,3911.340305328369,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA16:1 | DG(40:1)_C16:1_2,TAG | DAG,1616.9001235961914,1059.740077972412,1267.4000930786133,1575.6001091003418,1521.1400985717773,1351.8001098632812,1663.020118713379,1344.5800971984863,1135.8000831604004,1479.500099182129,1467.860107421875,1185.260082244873,1306.0600967407227,1223.600082397461,1295.9000778198242,1536.9601135253906,1101.12007522583,1377.64009475708,1423.2201118469238,1333.2001037597656,1298.440097808838,1164.3000831604004,1347.5201110839844,1412.0400924682617,1512.9801025390625,1257.6200904846191,1616.9001235961914,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA18:0 | DG(40:1)_C18:0,TAG | DAG,2294.2401580810547,2184.9601669311523,2112.2801513671875,2127.2801666259766,1768.4401245117188,1964.2201347351074,1866.7201385498047,1951.1001472473145,1993.1801452636719,2233.0001487731934,1989.1401252746582,2044.5201454162598,1794.4001274108887,1890.280128479004,2057.580150604248,2050.600154876709,1995.10013961792,2311.840156555176,2147.7801475524902,2384.4601707458496,1857.4201278686523,1832.8401489257812,2005.6401405334473,1892.3601455688477,2312.7001571655273,2476.300178527832,2294.2401580810547,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA18:0 | DG(40:1)_C18:0_2,TAG | DAG,999.7000732421875,1348.8201065063477,1240.500087738037,1209.1000938415527,1356.5401000976562,1131.9200744628906,1586.1201095581055,1260.3400955200195,989.1400718688965,1114.460075378418,955.6400718688965,1828.1601219177246,1325.6001091003418,1282.540096282959,1157.7600708007812,1288.0600929260254,1218.3200798034668,1029.9800720214844,1476.7200889587402,1411.5600967407227,1828.60013961792,2057.6201515197754,1714.0601387023926,1620.7801246643066,1862.0401420593262,1261.1400909423828,999.7000732421875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA18:1 | DG(40:1)_C18:1,TAG | DAG,5946.140403747559,3518.9802207946777,3224.500217437744,3645.680248260498,3029.3802070617676,3213.380210876465,3213.8002281188965,3045.560218811035,3007.6402282714844,3465.9202270507812,3139.8602142333984,2838.5201873779297,3076.860237121582,3573.1002655029297,3062.660213470459,3306.240249633789,3264.0402450561523,2633.6402015686035,2923.12020111084,3272.140235900879,3337.1202507019043,3338.2802238464355,3250.3802490234375,3048.4402084350586,3431.82022857666,3232.9602241516113,5946.140403747559,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(39:1)]_FA18:1 | DG(40:1)_C18:1_2,TAG | DAG,2760.1601943969727,1679.4601364135742,1391.3200950622559,1926.5601234436035,1911.280128479004,1295.8000831604004,1562.440113067627,2310.6801719665527,2334.1401596069336,1633.5201225280762,1578.2201309204102,1551.180118560791,1881.5801620483398,2517.120189666748,2476.560188293457,1691.4201049804688,1842.6601104736328,2226.740131378174,2116.4801750183105,1405.3800964355469,2254.800163269043,1824.6201210021973,1888.220142364502,1360.7200889587402,1684.3201293945312,1573.3000984191895,2760.1601943969727,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:0)]_FA14:0,TAG,1698.980110168457,2014.3401489257812,1563.8001098632812,1672.1401176452637,1920.6201210021973,1540.9800987243652,1186.380084991455,1124.2000694274902,1432.4801063537598,1377.2601013183594,1517.9001121520996,1445.4200897216797,1307.3800888061523,1786.520107269287,1757.8201293945312,1694.2601051330566,1580.8001136779785,1963.960132598877,1390.6400909423828,1162.0200843811035,1542.4200973510742,1117.7200775146484,1678.1601295471191,1418.6401062011719,1832.9001426696777,1637.5201377868652,1698.980110168457,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:0)]_FA16:0 | DG(42:7)|DG(41:0)_C16:0,TAG | DAG,6731.080516815186,5402.700366973877,5424.10041809082,6292.600444793701,7243.900505065918,6580.1604652404785,4835.080371856689,6755.080413818359,5378.520408630371,6634.920459747314,5580.42041015625,5284.520355224609,7943.700664520264,7009.4804763793945,4276.860290527344,6318.460464477539,3675.8402519226074,4300.540283203125,3660.5603065490723,4000.7802658081055,7143.800434112549,4083.360294342041,3451.380214691162,3693.000244140625,4163.340312957764,5938.6004066467285,6731.080516815186,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:0)]_FA16:0 | DG(42:7)|DG(41:0)_C16:0_2,TAG | DAG,1938.9001350402832,2296.9601707458496,2132.0201530456543,1827.6801147460938,1763.1401252746582,2861.4802284240723,1966.5201263427734,2993.1202239990234,2048.6801681518555,1734.9001350402832,2219.300151824951,1920.740119934082,3152.040241241455,2784.4601707458496,2359.480152130127,1885.6801261901855,1634.5601196289062,2001.6201438903809,2563.7201766967773,2367.6801719665527,1898.2201194763184,1757.7801361083984,2103.320140838623,1846.8001251220703,3062.0802040100098,2001.000156402588,1938.9001350402832,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:0)]_FA18:0 | DG(42:7)|DG(41:0)_C18:0,TAG | DAG,2881.0401916503906,3075.0602264404297,2750.280204772949,2420.940170288086,2309.2801551818848,3093.640209197998,2256.2801666259766,2125.800151824951,1769.2801246643066,2814.060199737549,2286.700149536133,2715.980178833008,2226.080165863037,2890.1802253723145,2756.66019821167,3341.480266571045,2499.820156097412,2714.9401817321777,2246.860149383545,3660.680244445801,1979.9401359558105,2466.860195159912,1837.1601333618164,1882.6401405334473,2144.260154724121,3734.5202674865723,2881.0401916503906,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:0)]_FA18:0 | DG(42:7)|DG(41:0)_C18:0_2,TAG | DAG,1066.3800811767578,1756.260124206543,1752.540111541748,1897.000129699707,1584.1601181030273,1396.7401084899902,1739.9801292419434,2502.960193634033,1593.58012008667,1219.200080871582,1620.1201248168945,1469.900104522705,1621.6401100158691,1360.700096130371,2262.780174255371,2802.5002403259277,1193.480094909668,1421.940097808838,3189.5002479553223,2151.5401573181152,3008.8202323913574,2501.800148010254,3039.32022857666,2768.660228729248,2405.4801902770996,2408.4201583862305,1066.3800811767578,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:1)]_FA14:0,TAG,1258.060073852539,1118.8800811767578,988.0600700378418,1110.8000831604004,977.1000633239746,976.7800674438477,990.1400680541992,1030.2000579833984,1026.7400741577148,1058.260066986084,1128.6200828552246,948.0600814819336,1008.8400650024414,977.6400604248047,1228.900089263916,1059.760082244873,1067.2200736999512,1121.5400733947754,965.0000648498535,1024.880069732666,1162.3600997924805,1040.060073852539,1089.6600723266602,1043.2200775146484,999.1400680541992,1271.8400917053223,1258.060073852539,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:1)]_FA16:0 | DG(42:8)|DG(41:1)_C16:0,TAG | DAG,2881.3802070617676,2540.9401817321777,2325.400146484375,2730.280200958252,2535.820213317871,2835.2402153015137,2606.2001762390137,2865.020191192627,3030.1802101135254,2982.5802001953125,2949.2002182006836,2777.900173187256,2986.9802207946777,2796.0002059936523,2288.3801460266113,2766.4202041625977,2311.360179901123,2514.340171813965,1969.8801383972168,2724.480194091797,2856.900203704834,2406.5201873779297,1884.9801445007324,2650.2201766967773,2271.120162963867,2521.4401626586914,2881.3802070617676,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
[TG(40:1)]_FA16:0 | DG(42:8)|DG(41:1)_C16:0_2,TAG | DAG,1129.6400718688965,1214.0000839233398,1333.960090637207,1292.6400909423828,1333.7601051330566,1324.2200965881348,1146.0800743103027,1661.4801139831543,1379.4000816345215,951.6400680541992,1215.240077972412,1357.220100402832,1305.7200927734375,1250.8800888061523,1310.4200897216797,1601.680103302002,1804.480110168457,1455.6001014709473,1767.8601150512695,1159.280086517334,1538.1401062011719,1562.8801002502441,1763.08012008667,1460.2601013183594,1614.6001167297363,1744.9601402282715,1129.6400718688965,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
