Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction,T-Statistic,P-Value,Z-Score
PC(42:9),LPC(18:4),PC,LPC,5321,PLA2G4A,23,1.2007716978808607,0.24477411413468764,1.1631365271374112
PC(38:2),LPC(20:2),PC,LPC,283748,PLA2G4D,23,0.7364628453906651,0.468964197456638,0.724165400294036
SM(40:1),Cer1P(20:1),SM,Cer,6609,SMPD1,18,0.693636905853751,0.4955018867893348,0.6815842342579277
PC(36:5),LPC(21:4),PC,LPC,100137049,PLA2G4B,23,-1.3200104493323026,0.20540168449974106,1.2663112117441262
LPC(18:1),PC(44:0),LPC,PC,10162,LPCAT3,22,-0.36307336556023584,0.7191925270057737,0.3595381720421357
PC(34:3),LPC(16:0),PC,LPC,100137049,PLA2G4B,23,-0.11151507711699035,0.9119765750111246,0.11054574232070212
PS(22:7),PE(44:6),PS,PE,23761,PISD,6,0.026104573354117845,0.9793996195583272,0.025821617207334176
PC(44:0),LPC(16:0),PC,LPC,5321,PLA2G4A,23,-0.1819156193881901,0.856989480699031,0.1802077419985197
LPS(22:6) ,PS(44:10),LPS,PS,254531,LPCAT4,30,-1.1625316127266005,0.2547165427069677,1.1389679008220477
PS(28:1),PE(28:1),PS,PE,23761,PISD,6,-0.0556871117735361,0.9560700898425457,0.05508582395339216
PS(40:5),LPS(22:1) ,PS,LPS,64600,PLA2G2F,31,1.79421916988282,0.08321113401925169,1.7323507338695925
PE(28:1),PC(48:0),PE,PC,10400,PEMT,8,-0.26797246853381224,0.7906249860220669,0.2654991221505825
PS(42:7),PE(42:7),PS,PE,23761,PISD,6,0.2830133800216415,0.7793924757616545,0.2801108303591525
PS(32:5),LPS(20:5) ,PS,LPS,5320,PLA2G2A,31,0.12111740129047154,0.9046643334835165,0.11977127986398499
LPE(20:3),PE(42:3),LPE,PE,129642,MBOAT2,26,1.110427399208703,0.27974267928556257,1.0808975709175048
PE(26:1),PS(42:0),PE,PS,81490,PTDSS2,7,-0.49062072206789936,0.6296168385702934,0.4822662229765701
PC(40:1),LPC(16:1),PC,LPC,64600,PLA2G2F,23,-0.6627986674129025,0.5127318531943184,0.6545898618304605
PC(34:4),LPC(14:1),PC,LPC,5319,PLA2G1B,23,0.6088457645126844,0.5490157860070312,0.5992356000863941
LPG(20:1) ,PG(42:7),LPG,PG,54675,CRLS1,32,1.0614707456723822,0.29741224934854904,1.0419987697008148
PE(22:2),PC(38:1),PE,PC,10400,PEMT,8,0.7885589439731443,0.4368253974967957,0.7775651758678391
PC(38:0),LPC(16:1),PC,LPC,5320,PLA2G2A,23,-0.6566883968769358,0.5176612837730016,0.6469546666442358
PC(38:5),LPC(21:4),PC,LPC,26279,PLA2G2D,23,-1.3515287257503035,0.19369291008738238,1.2997317918979414
LPI(14:0) ,PI(28:0),LPI,PI,79143,MBOAT7,28,2.3268314262880363,0.027235936985823075,2.2081196008942756
LPG(15:1),PG(30:1),LPG,PG,54675,CRLS1,32,0.18265199871129567,0.8563546299185859,0.18101649352025517
PE(21:0),PS(36:0),PE,PS,81490,PTDSS2,7,1.0998530677193956,0.28121280599188386,1.0775988716435703
PS(30:4),PE(42:4),PS,PE,23761,PISD,6,0.2599529784364973,0.7969921315463538,0.25724178205819614
LPC(20:1),PC(42:0),LPC,PC,79888,LPCAT1,22,-1.554136573836305,0.13103134237891867,1.5100473504915413
PC(36:4),LPC(18:2),PC,LPC,8605,PLA2G4C,23,0.687715408671917,0.49955394107059925,0.6751917600621897
PI(40:1),LPI(20:0) ,PI,LPI,123745,PLA2G4E,29,1.4971673179007894,0.1476117831776678,1.4480188346187808
PC(38:5),LPC(20:5),PC,LPC,100137049,PLA2G4B,23,0.6732036022189928,0.5080241893603838,0.6619173538923994
LPC(22:6),PC(42:6),LPC,PC,79888,LPCAT1,22,0.32267065437060416,0.7495995910154145,0.3191673804625169
LPC(16:1)_2,PC(38:6),LPC,PC,10162,LPCAT3,22,0.8110162028205566,0.4241187195217504,0.799296134894854
LPE(20:1),PE(20:1),LPE,PE,129642,MBOAT2,26,2.045209004204573,0.05189020970525489,1.9440434664399944
PG(42:6),LPG(22:6) ,PG,LPG,255189,PLA2G4F,33,0.06183537984607035,0.9514472433178176,0.060889460320413424
LPC(18:4),PC(42:3),LPC,PC,79888,LPCAT1,22,-1.8940256800532098,0.06832837993509754,1.822835033415237
LPS(18:4),PS(40:8),LPS,PS,10162,LPCAT3,30,1.5022366830416602,0.14437111376224826,1.4597051941750663
LPS(20:5) ,PS(40:5),LPS,PS,10162,LPCAT3,30,-1.0159147500010428,0.3200709538771521,0.9943120852028458
PC(38:0),LPC(20:3),PC,LPC,26279,PLA2G2D,23,0.7674509687265904,0.45077855639766495,0.7541176894097156
PC(40:6),LPC(20:1),PC,LPC,5321,PLA2G4A,23,0.7892383799725508,0.43944803561942725,0.7731256274909902
PC(42:2),LPC(18:2),PC,LPC,5321,PLA2G4A,23,1.3449916090282932,0.19393117729768675,1.2990371585688558
PC(52:4),PS(32:5),PC,PS,9791,PTDSS1,9,-0.12120261543229541,0.9045758527607768,0.11988297300842175
PI(42:1),LPI(22:4) ,PI,LPI,123745,PLA2G4E,29,-0.5983906260862502,0.5569637951970028,0.587357255391976
PS(36:2),PE(18:1),PS,PE,23761,PISD,6,0.32590620551138844,0.7468714734421886,0.3227673079134995
PC(42:6),LPC(22:1),PC,LPC,283748,PLA2G4D,23,0.1656735946110139,0.8695856180962069,0.16418486157871914
PS(34:3),LPS(20:2) ,PS,LPS,64600,PLA2G2F,31,-1.0877950434477555,0.29405502322904065,1.0492674921191154
PC(44:0),LPC(18:0),PC,LPC,5319,PLA2G1B,23,1.2169982810425313,0.23557368008452703,1.1861231232401117
PC(44:1),LPC(22:1),PC,LPC,30814,PLA2G2E,23,-1.1594054945230376,0.2621811162037838,1.1212508127298908
LPC(16:1),PC(40:0),LPC,PC,79888,LPCAT1,22,-0.2831029067034599,0.779286857651168,0.2802485020134544
PC(36:4),LPC(20:5),PC,LPC,123745,PLA2G4E,23,0.8622490289873961,0.3994831537402259,0.842544657726598
LPE(22:5),PE(34:5),LPE,PE,254531,LPCAT4,26,0.00024580411586753976,0.9998063539762976,0.00024269930152379378
PC(34:2),LPC(17:1),PC,LPC,123745,PLA2G4E,23,0.5293175563417943,0.6019149890892339,0.5216486422108312
PS(38:3),PE(20:4),PS,PE,23761,PISD,6,0.04315306724676445,0.9658806930102921,0.042775250696281596
Cer(32:3),SM(44:2),Cer,SM,259230,SGMS1,17,-0.19859988647581367,0.8440476851648527,0.19671868771154366
PE(44:1),PC(30:0),PE,PC,10400,PEMT,8,0.6316859254603943,0.5325424969683953,0.6241295681465429
LPC(16:1)_2,PC(36:5),LPC,PC,54947,LPCAT2,22,0.8941330609488928,0.37957665068905,0.878676598227814
LPE(20:5),PE(44:6),LPE,PE,129642,MBOAT2,26,1.9498760867693454,0.06653724763626083,1.834787053431301
PI(42:9),LPI(20:5) ,PI,LPI,283748,PLA2G4D,29,-1.4681351697845189,0.15381799523007228,1.4261744414789201
LPC(16:1),PC(42:0),LPC,PC,10162,LPCAT3,22,-1.6007999365824617,0.12252629038052097,1.5442561523949299
PG(24:0),LPG(12:0),PG,LPG,54675,CRLS1,33,-0.42166047637950876,0.6763921332846947,0.4173914150020618
PS(34:6),LPS(14:1) ,PS,LPS,64600,PLA2G2F,31,0.48833306076249094,0.6291739205549961,0.4828898901444638
LPC(22:0),PC(44:1),LPC,PC,54947,LPCAT2,22,0.8297205994203132,0.4136074331661198,0.817561825091869
LPE(18:1),PE(36:4),LPE,PE,154141,MBOAT1,26,0.7146725856175123,0.481023291830577,0.7046576831794378
LPE(18:3),PE(38:0),LPE,PE,10162,LPCAT3,26,1.322587252004126,0.19853020645332806,1.2857503400892885
PG(38:5),LPG(20:4) ,PG,LPG,54675,CRLS1,33,0.22453750750504384,0.8239167377463398,0.22251019497342217
PS(38:5),LPS(16:1) ,PS,LPS,30814,PLA2G2E,31,0.41500216760558584,0.681916097587805,0.40984984711025296
LPE(22:0),PE(44:1),LPE,PE,154141,MBOAT1,26,0.45312068219835333,0.6552202665647102,0.4465219418748325
PC(30:1),LPC(16:0),PC,LPC,26279,PLA2G2D,23,-1.1887567150277554,0.24646329646815507,1.1589825537616365
PC(46:1),LPC(14:1),PC,LPC,64600,PLA2G2F,23,-1.0861110738385158,0.286494018622774,1.065844328369287
PE(20:4),PC(36:3),PE,PC,10400,PEMT,8,1.5615947096559477,0.13560048899906,1.4923764354819176
PC(32:4),LPC(14:1),PC,LPC,5321,PLA2G4A,23,0.11427939072258528,0.9099013155271216,0.11316301688578226
LPS(20:4) ,PS(34:5)_2,LPS,PS,10162,LPCAT3,30,0.9615496617684559,0.3449304163569067,0.9444682553900081
PC(34:5),LPC(22:6),PC,LPC,283748,PLA2G4D,23,-1.3133916379337545,0.20719752546006528,1.2613090400300289
LPS(20:0) ,PS(36:0),LPS,PS,154141,MBOAT1,30,0.5469990108005303,0.5895940477706447,0.5394244011886146
LPE(18:0),PE(42:0),LPE,PE,10162,LPCAT3,26,0.3341599566054862,0.740837417831316,0.3307445903221872
PG(36:0),LPG(14:0),PG,LPG,54675,CRLS1,33,0.6817999321166862,0.501078980687959,0.6727930173220679
PG(44:3),LPG(22:2),PG,LPG,255189,PLA2G4F,33,-0.9450546775100437,0.3543938306831538,0.9261003527710732
PC(36:3),LPC(18:1),PC,LPC,8605,PLA2G4C,23,0.5769613809920521,0.5696848561761817,0.5685156881750819
PC(42:5),LPC(20:4),PC,LPC,8605,PLA2G4C,23,1.2122153254752934,0.24095438337411224,1.1726046511384907
PI(44:6),LPI(20:5) ,PI,LPI,123745,PLA2G4E,29,0.3367742615493671,0.7388900985884959,0.3333235048456414
PC(32:3),LPC(17:2),PC,LPC,5321,PLA2G4A,23,0.012023894754566208,0.9904895799917934,0.011919826108038847
PC(34:2),LPC(16:0),PC,LPC,5320,PLA2G2A,23,-0.0970630435575581,0.9233440503896173,0.09622226192528298
PC(48:2),LPC(20:2),PC,LPC,5320,PLA2G2A,23,0.3301005805828282,0.7437687297426976,0.3268666717580917
PS(32:3),PE(18:2),PS,PE,23761,PISD,6,-0.5137828638972818,0.6127094846538608,0.5062096452648877
PC(34:6),LPC(14:1),PC,LPC,30814,PLA2G2E,23,0.4409198358134546,0.6629136881151059,0.43589393171077734
PE(26:1),PS(44:4),PE,PS,81490,PTDSS2,7,-0.08889688395656291,0.9299327815330434,0.08792940974358507
PC(46:1),PS(32:0),PC,PS,9791,PTDSS1,9,0.41018526753703266,0.6849529163661213,0.40571377958390115
PG(34:0),LPG(22:0) ,PG,LPG,54675,CRLS1,33,-1.1687444124002078,0.25730251782175106,1.1327898429977146
PC(46:2),LPC(20:1),PC,LPC,5321,PLA2G4A,23,0.7000120801097394,0.48949831973071367,0.6911069711552238
LPS(18:4),PS(34:3),LPS,PS,254531,LPCAT4,30,1.052017608572537,0.30246051500070975,1.0311712611386747
PI(34:1),LPI(18:2) ,PI,LPI,123745,PLA2G4E,29,-0.11765072937298583,0.9080230189202491,0.11553255393336428
PG(38:0) ,LPG(19:0),PG,LPG,255189,PLA2G4F,33,0.2465765183606216,0.8069912267361595,0.24430937047959958
LPC(16:1),PC(32:2),LPC,PC,79888,LPCAT1,22,0.7845114899680211,0.4396929570894442,0.772711807673294
PI(40:5),LPI(18:1) ,PI,LPI,123745,PLA2G4E,29,0.5246149683028283,0.604983629841219,0.5172471671904355
LPC(24:1),PC(46:2),LPC,PC,10162,LPCAT3,22,0.9214293961457901,0.3687541779609258,0.8988094269665392
PC(40:5),LPC(20:2),PC,LPC,5320,PLA2G2A,23,0.7731639993868732,0.4483185712975821,0.7582212008705024
PS(42:7),PE(22:4),PS,PE,23761,PISD,6,0.33956464059529196,0.7366329649408362,0.3363154970174988
PC(40:2),LPC(22:2),PC,LPC,255189,PLA2G4F,23,-1.1190798999232496,0.2779830550977367,1.0848613800911917
PE(20:5),PS(44:4),PE,PS,81490,PTDSS2,7,1.8383062719205259,0.08255481613669441,1.736051006519672
PS(44:0),PE(14:0),PS,PE,23761,PISD,6,-0.32553771140935733,0.7475314004503821,0.3218961097344104
PE(34:2),LPE(22:1),PE,LPE,8605,PLA2G4C,27,-0.8484554736634947,0.4037239978172107,0.8349888295665369
PC(40:6),LPC(20:1),PC,LPC,123745,PLA2G4E,23,0.7892383799725508,0.43944803561942725,0.7731256274909902
PC(40:3),LPC(22:2),PC,LPC,255189,PLA2G4F,23,-1.1876360419412948,0.25154697356415057,1.146600007061683
PS(34:3),LPS(16:1) ,PS,LPS,64600,PLA2G2F,31,0.4082440084724051,0.6868007626408679,0.403200458201322
PC(36:3),LPC(16:0),PC,LPC,255189,PLA2G4F,23,-0.02922528062247507,0.9768884642822846,0.028970066199156163
PC(44:6),LPC(22:0),PC,LPC,26279,PLA2G2D,23,0.05100919290404024,0.9596861664998643,0.050547414328121744
PI(28:1),LPI(16:0) ,PI,LPI,283748,PLA2G4D,29,0.4897377825757721,0.6286682358141014,0.4836021680589407
LPC(22:2),PC(42:7),LPC,PC,79888,LPCAT1,22,0.21144293362443833,0.8349337878572364,0.2083780575101854
PS(32:5),LPS(18:4)_2,PS,LPS,64600,PLA2G2F,31,-0.42131129532082895,0.6780716670763125,0.4150959459907846
PI(42:4),LPI(22:1) ,PI,LPI,123745,PLA2G4E,29,0.13393631943302475,0.8946938563290598,0.1323672008063232
PS(40:3),PE(22:0),PS,PE,23761,PISD,6,0.23325634030527256,0.817409538507765,0.230878056613239
PC(32:4),LPC(10:0),PC,LPC,5320,PLA2G2A,23,0.41947200140123864,0.678872010621739,0.41400286228869454
PC(34:1),LPC(15:1),PC,LPC,100137049,PLA2G4B,23,-0.7701922175894431,0.4496970570100026,0.7559201750166106
PC(40:3),LPC(18:4),PC,LPC,8605,PLA2G4C,23,0.9522617079273588,0.34886734554562393,0.9367885318514484
PS(44:1),PE(24:0),PS,PE,23761,PISD,6,-0.23830471498608216,0.8139788159788882,0.2352962364938316
PC(32:3),LPC(18:2),PC,LPC,26279,PLA2G2D,23,0.23302015829098946,0.8174322022933623,0.23084888463421338
PC(46:0),LPC(16:0),PC,LPC,283748,PLA2G4D,23,-1.0792847454386356,0.29225720872738126,1.0531828244550807
LPC(18:3),PC(36:5),LPC,PC,254531,LPCAT4,22,0.7213856367618315,0.47674222431097346,0.7115520245304401
LPG(22:2),PG(40:4),LPG,PG,54675,CRLS1,32,-1.0656194868647544,0.29626557985793334,1.044475216244251
PS(32:4),LPS(20:5) ,PS,LPS,64600,PLA2G2F,31,-0.009613645044112993,0.9924050098458849,0.009519052288263954
PS(38:5),LPS(16:0) ,PS,LPS,5320,PLA2G2A,31,0.6866253619941736,0.4983659565450669,0.6770630420637218
LPC(20:4),PC(38:4),LPC,PC,10162,LPCAT3,22,0.5057808399114542,0.6171828101070846,0.4998470049068282
LPC(16:0),PC(44:0),LPC,PC,10162,LPCAT3,22,0.4577934798171944,0.6506487369668139,0.45286113683033036
LPC(22:1),PC(38:1),LPC,PC,79888,LPCAT1,22,1.0094562088537964,0.3211048174132,0.9921900661996108
PC(40:0),LPC(16:1)_2,PC,LPC,8605,PLA2G4C,23,0.7475580317307582,0.4620806982622655,0.7354250044458908
PG(32:1),LPG(20:1) ,PG,LPG,54675,CRLS1,33,-0.3830567016299096,0.7048264131497548,0.37881343069638407
PG(36:3),LPG(18:1) ,PG,LPG,255189,PLA2G4F,33,0.2831107515659777,0.7791062404263582,0.2804839462214087
PG(30:3),LPG(18:3) ,PG,LPG,255189,PLA2G4F,33,-0.7945513146366635,0.43398173253610806,0.7823962575437088
PC(36:0) ,LPC(2:0),PC,LPC,8605,PLA2G4C,23,0.41505599475757743,0.6816471435802233,0.4102164925757013
LPG(22:6) ,PG(40:9),LPG,PG,9926,LPGAT1,32,0.3098878670444608,0.7595501944880553,0.30607151640217634
PE(22:1),PS(42:2),PE,PS,81490,PTDSS2,7,-0.08386154551506148,0.9339882351012585,0.08282808770295044
Cer1P(44:1),SM(32:1),Cer,SM,166929,SGMS2,17,-0.1987094507769972,0.8440984178182677,0.19665386189982567
PE(44:3),LPE(18:3),PE,LPE,8605,PLA2G4C,27,0.5779531465875408,0.5692389672152636,0.5691726679071034
PG(28:0),LPG(13:0) ,PG,LPG,283748,PLA2G4D,33,1.046177863089226,0.30832256688173176,1.0187481082763754
PC(36:4),LPC(21:4),PC,LPC,283748,PLA2G4D,23,-1.2082768448831585,0.24431130733207815,1.164278152649864
LPC(20:1),PC(44:2),LPC,PC,10162,LPCAT3,22,-0.02524237090527915,0.9800355091469584,0.025024390181144194
LPS(20:5) ,PS(36:4),LPS,PS,254531,LPCAT4,30,0.6629176545802318,0.5132398809377032,0.6538012191599922
PS(32:2),LPS(17:2),PS,LPS,5320,PLA2G2A,31,-0.7104450715080497,0.4851717690985976,0.6980086746773216
PG(32:3),LPG(17:2),PG,LPG,283748,PLA2G4D,33,-0.44394068096812817,0.6605982140045854,0.4390873924560558
PC(32:3),LPC(17:2),PC,LPC,123745,PLA2G4E,23,0.012023894754566208,0.9904895799917934,0.011919826108038847
PS(34:5)_2,LPS(16:1) ,PS,LPS,30814,PLA2G2E,31,0.43025214769266895,0.6709059464069855,0.42490497693671336
PC(36:7),LPC(14:1),PC,LPC,100137049,PLA2G4B,23,0.6001302212410002,0.5548453291120603,0.5905151540748212
LPE(18:0),PE(36:3),LPE,PE,254531,LPCAT4,26,0.435097628300484,0.6670810504356366,0.430157534165412
LPC(22:4),PC(40:0),LPC,PC,79888,LPCAT1,22,0.5837599664980417,0.5643302987471476,0.5764215248820554
PS(44:1),LPS(18:0) ,PS,LPS,30814,PLA2G2E,31,1.7575136298324576,0.09702956073664971,1.659428085637581
PC(44:2),PS(44:2),PC,PS,9791,PTDSS1,9,0.8541571720021853,0.4018468107022851,0.8383274723217167
LPC(4:0),PC(30:1),LPC,PC,10162,LPCAT3,22,0.5443767700696716,0.5908159997293594,0.5376539167477045
PC(40:8),LPC(18:4),PC,LPC,30814,PLA2G2E,23,0.5457497319008309,0.5899465542782967,0.5389134817018844
LPC(12:0),PC(34:4),LPC,PC,79888,LPCAT1,22,0.7438966959997578,0.4633878440876059,0.7332797157438175
PC(44:8),LPC(20:3),PC,LPC,5320,PLA2G2A,23,1.1407637495080079,0.2683533240400254,1.1068626322250696
PC(46:1),LPC(16:1)_2,PC,LPC,5321,PLA2G4A,23,-1.8839182247363335,0.07072509352452268,1.807238544296471
PC(36:3),LPC(18:2),PC,LPC,283748,PLA2G4D,23,0.689842260723538,0.49784300997904685,0.6778875254886816
PG(38:5),LPG(20:4) ,PG,LPG,283748,PLA2G4D,33,0.22453750750504384,0.8239167377463398,0.22251019497342217
PC(34:1),LPC(17:0),PC,LPC,255189,PLA2G4F,23,0.48911704848614707,0.6297140227306264,0.4821294043086019
LPS(18:2) ,PS(40:2),LPS,PS,10162,LPCAT3,30,0.6500111311928104,0.5215738493283362,0.6409212491528047
LPE(14:1),PE(32:5),LPE,PE,154141,MBOAT1,26,-0.7319784222208972,0.4763592342513291,0.7121704480968934
LPG(18:4),PG(36:8),LPG,PG,9926,LPGAT1,32,0.0910278483616016,0.9281055457503988,0.09022861478720932
PC(32:0),LPC(15:0),PC,LPC,100137049,PLA2G4B,23,-0.8187970023782607,0.42417389337948475,0.7992009634713174
LPE(20:3),PE(38:2),LPE,PE,10162,LPCAT3,26,1.2774873393485784,0.21612390795595857,1.2369008136516402
PE(22:4),PS(34:3),PE,PS,81490,PTDSS2,7,0.4730473302469576,0.6404183808714312,0.46711391255804474
PS(36:3),LPS(22:2) ,PS,LPS,30814,PLA2G2E,31,-0.3535906439829276,0.7276655929217668,0.34823248540791846
SM(32:2),Cer(44:1),SM,Cer,55512,SMPD3,18,1.009052539825944,0.3222922901325672,0.9897582617894327
LPS(20:2) ,PS(38:3),LPS,PS,154141,MBOAT1,30,1.1748962764882043,0.2512644182104991,1.147283628004216
LPI(12:0) ,PI(38:1),LPI,PI,79143,MBOAT7,28,2.103880170409156,0.044250143763143505,2.011713527843471
PE(30:3),PC(44:2),PE,PC,10400,PEMT,8,-0.07621431596235446,0.9398018284971479,0.07551894016071796
LPE(22:4),PE(40:5),LPE,PE,10162,LPCAT3,26,0.96265633540736,0.34409431672150126,0.9461064060208922
PC(44:4),LPC(18:3),PC,LPC,255189,PLA2G4F,23,1.479277037919969,0.15337929691419114,1.4276962815959184
LPC(24:0),PC(50:0),LPC,PC,79888,LPCAT1,22,0.8663625759781212,0.39755684406643654,0.845992650861136
PC(44:1),LPC(24:0),PC,LPC,100137049,PLA2G4B,23,-0.09765976810848098,0.9229934448088214,0.09666372919216158
LPS(14:1) ,PS(40:0) ,LPS,PS,254531,LPCAT4,30,-0.11322373597290013,0.9106453670961948,0.11222454614517824
PC(36:4),LPC(16:1)_2,PC,LPC,5321,PLA2G4A,23,-0.027516816780423475,0.9782373248410505,0.027278851259547543
PG(42:7),LPG(22:2),PG,LPG,54675,CRLS1,33,-0.8529923153212877,0.40104123293279526,0.8397630887683945
PE(42:5),LPE(20:4),PE,LPE,8605,PLA2G4C,27,-0.6882297859055687,0.4970165513717504,0.6791914699491898
PC(38:1),LPC(18:0),PC,LPC,5319,PLA2G1B,23,0.41503509976301245,0.6814696003606036,0.4104585545695775
PE(18:0),PC(40:0),PE,PC,10400,PEMT,8,-1.3238887307393614,0.1965705574778903,1.291383995557596
PC(38:1),LPC(16:0),PC,LPC,5321,PLA2G4A,23,-0.6877289573050693,0.4983685066883565,0.6770590226071072
PG(38:2),LPG(20:0),PG,LPG,255189,PLA2G4F,33,0.5271541537796316,0.6025076582102871,0.5207977678692037
PC(50:0),PS(28:0),PC,PS,9791,PTDSS1,9,0.4733035828542365,0.6406318213953908,0.46681558931333794
LPC(16:1)_2,PC(38:2),LPC,PC,254531,LPCAT4,22,0.776079797480467,0.44407383756971475,0.7653320605381337
LPC(22:0),PC(36:1),LPC,PC,54947,LPCAT2,22,0.7431391510544346,0.4634287310744529,0.7332126664428905
LPC(20:3),PC(38:4),LPC,PC,54947,LPCAT2,22,0.5666760283444195,0.575648256283317,0.5597525157991936
LPE(12:0) ,PE(38:1),LPE,PE,254531,LPCAT4,26,0.19958543049767016,0.8432513065803724,0.19773640294628506
PG(34:0),LPG(12:0),PG,LPG,255189,PLA2G4F,33,-1.9706677962820756,0.058838275738139836,1.8893998145018305
PG(42:4),LPG(20:0),PG,LPG,255189,PLA2G4F,33,-0.5398652404657815,0.5935942224392639,0.5336348059491228
LPC(12:0),PC(30:0),LPC,PC,79888,LPCAT1,22,0.6551418919580069,0.5176247828785425,0.6470110639582063
PE(22:4),PC(42:9),PE,PC,10400,PEMT,8,0.014322505797627538,0.988676478826074,0.014192405606487248
PC(42:4),LPC(24:0),PC,LPC,5321,PLA2G4A,23,0.5034786051019836,0.6199967188338337,0.49585499761700835
Cer1P(20:1),SM(32:1),Cer,SM,166929,SGMS2,17,-1.010443488389735,0.32080560306578787,0.9928037480321092
PC(36:7),LPC(18:4),PC,LPC,123745,PLA2G4E,23,0.6784959783331265,0.5049804275709008,0.6666739409869537
PG(34:0),LPG(17:1) ,PG,LPG,283748,PLA2G4D,33,-0.18432263114925532,0.8551986370376492,0.18248944489048838
PE(42:5),LPE(22:4),PE,LPE,8605,PLA2G4C,27,-0.5559686330454592,0.5830002294340573,0.5490076069814618
LPG(18:3) ,PG(36:5),LPG,PG,9926,LPGAT1,32,1.8134947477104777,0.0815649735696936,1.7416770326315274
PS(42:6),LPS(22:6) ,PS,LPS,5320,PLA2G2A,31,1.029079235450799,0.3125140134702402,1.0099609205334341
LPE(22:4),PE(36:5),LPE,PE,154141,MBOAT1,26,0.6045081529624988,0.550903954798986,0.5964061173315586
PS(42:5),LPS(20:0) ,PS,LPS,30814,PLA2G2E,31,1.0773512139194699,0.2903253480068134,1.0574081622100346
PI(34:2),LPI(16:1) ,PI,LPI,283748,PLA2G4D,29,0.8041553608037781,0.428332351449499,0.7920485784373329
PE(30:2),PC(48:2),PE,PC,10400,PEMT,8,1.6565037149532786,0.10969672700373595,1.5995577526566658
LPG(20:1) ,PG(38:0) ,LPG,PG,9926,LPGAT1,32,0.9015845961442731,0.37488099407422304,0.8873676506478723
LPE(18:4),PE(42:4),LPE,PE,154141,MBOAT1,26,1.8716358185787225,0.07137550958162854,1.8030809047007552
PS(44:5),PE(20:5),PS,PE,23761,PISD,6,0.058927799528724685,0.9534138203452758,0.05842033135957655
LPC(18:3),PC(40:7),LPC,PC,54947,LPCAT2,22,0.46646837946410946,0.6444588512665684,0.4614736091474943
PC(38:3),LPC(20:0),PC,LPC,100137049,PLA2G4B,23,1.1668752688725454,0.2528116209428177,1.143546834809717
PC(40:5),LPC(20:4),PC,LPC,283748,PLA2G4D,23,0.8344036868675264,0.4137868944439078,0.8172476890694621
LPS(22:0 ,PS(42:3),LPS,PS,10162,LPCAT3,30,-0.7972139803863603,0.43625197905942026,0.7785378889597686
PC(40:4),LPC(22:5),PC,LPC,64600,PLA2G2F,23,-1.1120585997378147,0.28327312230427815,1.0729955286847515
PC(46:1),LPC(16:1),PC,LPC,64600,PLA2G2F,23,-1.7015936485932883,0.10045679593044556,1.6426431090662295
PS(40:0) ,LPS(14:1) ,PS,LPS,64600,PLA2G2F,31,0.7773837366463077,0.4433772450277841,0.7665027015428257
LPE(20:3),PE(42:3),LPE,PE,154141,MBOAT1,26,1.110427399208703,0.27974267928556257,1.0808975709175048
PG(38:2),LPG(18:2) ,PG,LPG,54675,CRLS1,33,-0.2365899486438352,0.8146384400813613,0.23444640016194151
PC(30:2),PS(44:2),PC,PS,9791,PTDSS1,9,0.6033950515829469,0.5517686349759785,0.5951119594028355
PC(42:3),LPC(22:4),PC,LPC,64600,PLA2G2F,23,-0.3450724604594032,0.7348279004561619,0.3387104063601972
PS(38:4),LPS(18:4)_2,PS,LPS,5320,PLA2G2A,31,-0.40696306047783587,0.6873266528172821,0.402485642297122
PC(42:2),LPC(24:1),PC,LPC,100137049,PLA2G4B,23,0.5606421660032913,0.5808311601459206,0.5521710598985937
PC(36:0) ,LPC(14:0),PC,LPC,30814,PLA2G2E,23,0.18953634377420084,0.8510122560472823,0.18782701716595834
LPE(16:1),PE(34:4),LPE,PE,154141,MBOAT1,26,-1.0932776570371854,0.2843546366354893,1.0705881886247424
LPC(22:4),PC(40:5),LPC,PC,54947,LPCAT2,22,0.8873068427154054,0.3822842406509187,0.8736952459092251
PC(36:1),LPC(16:1)_2,PC,LPC,8605,PLA2G4C,23,-0.4253279602987095,0.6743086469087198,0.42024203920861286
LPS(20:1) ,PS(40:0) ,LPS,PS,254531,LPCAT4,30,-0.19435279238378325,0.8477144225788475,0.19203546852005252
PC(32:2),LPC(15:1),PC,LPC,100137049,PLA2G4B,23,-0.4862447581011516,0.6325092910007221,0.4781979928112935
PC(42:9),LPC(20:3),PC,LPC,64600,PLA2G2F,23,1.114224658882699,0.27966346927776103,1.0810756379424171
PS(42:2),PE(20:3),PS,PE,23761,PISD,6,-0.24117367836676376,0.811350591048669,0.23868404296739415
PC(38:6),LPC(18:2),PC,LPC,64600,PLA2G2F,23,0.23053536379373413,0.8193543379817675,0.2283754953780372
LPG(16:0),PG(40:1),LPG,PG,54675,CRLS1,32,-0.8396958034670453,0.40946058953792885,0.8248432483712195
LPE(22:2),PE(40:0) ,LPE,PE,254531,LPCAT4,26,0.026224656129338858,0.9792652883999955,0.02599003285073188
LPG(20:1) ,PG(42:1),LPG,PG,9926,LPGAT1,32,1.1638391455406765,0.25415095173052166,1.1403249385625702
PG(34:1),LPG(17:0) ,PG,LPG,54675,CRLS1,33,0.058482647740010496,0.9537760151591372,0.05796561820106628
