Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(56:5)_FA 16:1,TAG,25075.461868286133,70358.88450622559,29989.20216369629,45271.46354675293,28334.681854248047,41349.04299926758,34035.102111816406,44952.783264160156,38004.20217895508,30897.502059936523,19917.54136657715,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:5)_FA 18:0,TAG,74558.28604125977,510083.1562805176,85778.34631347656,149807.06930541992,111462.76705932617,136225.48922729492,98204.02703857422,198488.91482543945,125838.60932922363,131743.7477722168,18966.861267089844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:5)_FA 18:1,TAG,212981.51623535156,2551038.7456054688,287463.5223388672,560417.0626831055,428104.7498779297,458436.39318847656,433780.7119140625,1251290.316040039,613110.6281738281,602689.0863037109,24735.20167541504,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:5)_FA 18:2,TAG,43924.6435546875,255951.61700439453,68949.90403747559,101451.02717590332,73653.28616333008,73895.16513061523,74076.26539611816,138117.70928955078,95364.98568725586,76618.78515625,21182.441329956055,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:5)_FA 20:0,TAG,22592.561714172363,25531.601860046387,30205.721649169922,29887.021911621094,25298.20181274414,26882.721939086914,27680.5418548584,23112.901695251465,23120.121673583984,18003.901123046875,18046.96134185791,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:5)_FA 20:4,TAG,83718.76525878906,173014.3524169922,170935.83135986328,214269.09747314453,129469.189453125,131704.44897460938,140642.7716064453,144918.25079345703,197332.45446777344,99960.82843017578,56908.264221191406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 16:0,TAG,69588.86447143555,630807.814239502,86311.2657623291,133964.8097229004,115811.92785644531,109485.2470703125,88467.1060180664,153177.80993652344,97814.78643798828,97901.12713623047,28520.901596069336,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 16:1,TAG,32548.442474365234,126242.72933959961,42577.703125,59200.36376953125,44072.043701171875,51323.86343383789,48527.84375,58917.963775634766,49446.94338989258,41000.30300140381,36152.20288848877,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 18:0,TAG,58140.06335449219,236124.9574584961,62453.36444091797,99687.46765136719,84356.42492675781,91502.60546875,76164.18518066406,96373.3471069336,85638.74533081055,72619.62518310547,34859.68246459961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 18:1,TAG,67976.5046081543,500764.39266967773,90356.74691772461,124602.40829467773,101747.9469909668,106341.08782958984,104810.94836425781,197127.9557800293,124279.22909545898,118347.78713989258,21292.06137084961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 18:2,TAG,209052.49383544922,2599582.2903442383,293245.28356933594,577874.5012817383,434397.51055908203,453224.7155761719,444875.609375,1251812.3895263672,624584.9886474609,597152.7025146484,23812.921798706055,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 20:0,TAG,19947.101402282715,24745.201599121094,23350.64176940918,25655.261741638184,23081.821548461914,26434.881912231445,25297.84189605713,20884.32159423828,21627.581268310547,20191.521423339844,28334.26197052002,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:6)_FA 20:4,TAG,191601.8555908203,352834.7268066406,417564.7702636719,484272.52380371094,306868.4052734375,227516.99963378906,282951.8210449219,299296.3992919922,363839.1268310547,197721.2540283203,93550.58666992188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 16:0,TAG,40341.9026184082,108622.54696655273,63515.705017089844,82035.02575683594,52067.423400878906,70667.76443481445,64119.18453979492,60202.0041809082,59320.943267822266,46891.923431396484,23594.62156677246,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 16:1,TAG,68317.0446472168,618845.5997924805,84132.98573303223,127704.76834106445,115706.78814697266,111890.06817626953,88435.54608154297,158314.5509033203,104872.96768188477,90803.40704345703,28556.76222229004,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 18:0,TAG,42187.96276855469,39172.02267456055,58449.30438232422,196267.45361328125,88919.76719665527,115502.86880493164,65871.38467407227,62238.904296875,139741.04724121094,48044.72375488281,25445.201599121094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 18:1,TAG,54239.32360839844,222761.97552490234,67293.48498535156,86672.0068359375,94326.62609863281,79174.8051147461,72739.34533691406,97093.50744628906,89334.26580810547,68099.82461547852,39011.222747802734,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 18:2,TAG,66625.96447753906,491680.490814209,92210.08670043945,130698.14807128906,109670.78833007812,114852.34857177734,101421.5283203125,195880.37322998047,123308.3676147461,122345.7294921875,21795.08140563965,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 20:0,TAG,21275.021461486816,22438.781707763672,26704.621826171875,33752.682273864746,30470.42244720459,27655.60189819336,32491.242218017578,26676.361892700195,27233.461799621582,25871.46174621582,36411.68240356445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:7)_FA 20:4,TAG,86955.90588378906,251033.4574584961,278096.6986694336,302744.0994873047,185636.15048217773,92457.80743408203,149162.85321044922,148800.90939331055,182544.95611572266,86126.58486938477,49940.603454589844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 16:0,TAG,49593.702545166016,48045.86282348633,55145.68341064453,52309.943420410156,41428.1032409668,53419.083923339844,52236.12405395508,43894.42269897461,43016.303314208984,38698.06298828125,26022.34194946289,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 16:1,TAG,42099.42321777344,108654.927734375,66271.78448486328,82525.22523498535,57712.0643157959,69064.42498779297,63430.004943847656,59352.00393676758,61268.18533325195,45048.803146362305,23650.04164123535,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 18:0,TAG,29155.48223876953,38104.70278930664,43856.98355102539,49506.66329956055,36991.00273132324,44251.68328857422,45878.76329040527,36072.56252288818,42033.94319152832,32159.962280273438,26831.36215209961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 18:1,TAG,47490.623291015625,43996.04333496094,62506.18395996094,166822.63543701172,99391.88595581055,93400.90856933594,72002.42477416992,63246.76481628418,137499.0471496582,57554.144119262695,29437.34210205078,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 18:2,TAG,56894.063903808594,231371.73614501953,65204.08508300781,89243.26580810547,85506.2658996582,79732.86505126953,81222.306640625,87114.2260131836,91722.50598144531,72482.30548095703,36622.68264770508,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 20:0,TAG,25008.02195739746,25871.401916503906,35851.56251525879,34145.10221862793,30617.82208251953,36450.742851257324,34621.94250488281,29544.222412109375,30418.802276611328,22462.661682128906,21755.14144897461,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(56:8)_FA 20:4,TAG,62984.82473754883,213304.19653320312,216657.15606689453,248947.61529541016,146417.9291381836,99278.546875,161638.82904052734,107848.30883789062,155072.1676940918,110216.78713989258,64226.30374145508,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 16:0,TAG,31945.982299804688,31117.9423828125,48316.723236083984,44207.263610839844,37378.64269256592,48920.28353881836,47283.7834777832,35138.102600097656,32105.602447509766,34885.902603149414,64420.96368408203,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 16:1,TAG,51779.303619384766,50020.40284729004,70020.16561889648,72350.38484191895,49866.7234954834,77545.14488220215,63307.04438781738,61388.54551696777,57399.46449279785,50247.98338317871,19020.741256713867,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 18:0,TAG,92658.76637268066,70841.8240814209,121864.50820922852,132074.16802978516,100263.02537536621,105546.84605407715,103733.48748779297,71711.16467285156,102833.74835205078,71214.52656555176,122829.93090820312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 18:1,TAG,22075.441635131836,22118.921752929688,26251.70196533203,28663.88201904297,34295.961601257324,41455.20314025879,31204.801971435547,27008.282318115234,24435.68194580078,28292.88158416748,22646.84157562256,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 18:2,TAG,20355.861434936523,19780.58123779297,20278.061401367188,19770.621559143066,24399.341796875,24968.242012023926,21277.1615524292,19083.40151977539,19377.72124481201,14906.74104309082,18108.541038513184,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 20:0,TAG,23447.521484375,26651.681762695312,29524.942337036133,34189.82238006592,31630.021865844727,33657.302337646484,34321.72261047363,24890.581771850586,30133.362060546875,23578.001914978027,20233.001373291016,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:0)_FA 20:4,TAG,23850.1416015625,19462.101387023926,24881.12168121338,43376.26235580444,40270.80279159546,48402.14259338379,30835.982650756836,27535.741287231445,38047.80218887329,28977.38215637207,16751.601188659668,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 16:0,TAG,19801.48129272461,20133.30160522461,30619.242156982422,33621.222396850586,20493.661590576172,27401.32196044922,26684.302124023438,22797.50164794922,24117.581802368164,19368.561378479004,19112.701416015625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 16:1,TAG,34342.56278991699,31380.142211914062,47208.70309448242,42604.083267211914,42127.18325805664,50834.18322753906,47113.94334411621,36111.54281616211,34265.28260803223,36390.382400512695,64025.38471984863,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 18:0,TAG,24457.94155883789,25599.68196105957,43094.2629699707,52364.76413726807,29606.782318115234,35862.50215911865,34481.902740478516,30681.4423828125,32704.38259124756,23297.6817779541,24704.081512451172,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 18:1,TAG,103398.52735900879,81341.1061706543,147086.67114257812,129265.8299407959,123998.54991149902,104878.21017456055,104566.50677490234,87487.44776916504,104351.32646179199,87620.56558227539,90254.94714355469,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 18:2,TAG,23773.94187927246,24616.981658935547,29755.14227294922,26152.68197631836,35673.84259033203,29403.421981811523,29836.52214050293,24842.02163696289,26251.641578674316,24663.941528320312,22933.141540527344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 20:0,TAG,21505.16177368164,25578.201599121094,30262.681671142578,31380.30165863037,28333.661987304688,29527.942512512207,28742.021965026855,25687.081665039062,30273.161865234375,17361.101181030273,21224.28151702881,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:1)_FA 20:4,TAG,21028.12142944336,20846.40143585205,20357.981643676758,22226.601669311523,20379.18148803711,21525.301559448242,22277.681671142578,16081.841270446777,21146.42153930664,16418.801055908203,18212.781127929688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 16:0,TAG,18831.881309509277,32152.18199157715,21745.261489868164,25660.101669311523,21365.001342773438,27069.241821289062,24729.64167022705,24864.101776123047,22525.421600341797,22167.06145477295,18443.961318969727,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 16:1,TAG,23343.40171813965,28227.502044677734,23988.581497192383,22162.301475524902,21876.10157775879,30458.54217529297,25628.421646118164,21353.421417236328,22599.061645507812,20288.34152984619,18418.02131652832,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 18:0,TAG,25105.16145324707,20739.14143371582,24586.101486206055,42428.66381072998,36167.52242279053,51646.08376312256,32242.862030029297,32585.14232635498,40607.90299987793,31095.362396240234,19410.981323242188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 18:1,TAG,23973.021926879883,26455.121856689453,25898.121742248535,31044.22200012207,29129.942237854004,29849.582061767578,27574.84149169922,23857.041763305664,26551.161834716797,22445.44164276123,23109.001846313477,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 18:2,TAG,54203.64404296875,41421.40286254883,56251.524017333984,48709.92314147949,47841.74311828613,51040.68371582031,46935.26345825195,38984.60290527344,41527.74331665039,40041.222900390625,30040.742401123047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 20:0,TAG,19398.96166229248,22119.68130493164,23189.641567230225,24108.721618652344,27222.742095947266,23861.861557006836,23976.101791381836,16913.22113800049,20790.241256713867,17101.7013130188,21278.34136199951,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:10)_FA 20:4,TAG,29658.76229095459,42596.16288757324,34487.16223144531,42846.422607421875,36991.282859802246,37614.802490234375,37802.522636413574,35566.6229095459,39480.442443847656,27586.381881713867,22864.701446533203,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 16:0,TAG,20839.521453857422,22248.721603393555,26172.64193725586,23287.94164276123,21366.48149871826,26007.341796875,27679.281677246094,24974.221725463867,20823.161415100098,21552.2416305542,20092.02130126953,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 16:1,TAG,20286.16160583496,21383.761543273926,32458.202606201172,31755.922645568848,24473.62180328369,29640.662002563477,28523.622161865234,25873.421966552734,26952.821716308594,17906.061233520508,17906.241302490234,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 18:0,TAG,24437.721588134766,26851.20191192627,34971.20274353027,38869.74331665039,34904.12208557129,42431.54327392578,34984.76266479492,29471.961990356445,35414.08253479004,27346.921546936035,40114.6630859375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 18:1,TAG,26136.482009887695,29724.06214904785,43802.04260253906,47814.90342712402,40468.50254058838,30553.60196685791,40366.2029876709,29702.60186767578,32761.322380065918,24913.941429138184,24592.201873779297,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 18:2,TAG,104127.58889770508,88175.6284790039,132202.00979614258,131999.79000854492,125871.82704162598,117374.40753173828,105794.88764953613,79159.72521972656,98969.84729003906,89224.8059387207,88038.02629089355,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 20:0,TAG,21993.341674804688,27152.902305603027,28888.281616210938,37454.44249725342,25314.62184906006,27083.502151489258,28372.002029418945,24461.561882019043,33983.06297302246,18200.601348876953,16193.260990142822,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:2)_FA 20:4,TAG,44092.26300048828,46896.06365966797,48846.283447265625,53676.104064941406,42501.86294555664,52809.323791503906,53118.084228515625,48537.30303955078,45435.72299194336,38170.30258178711,41615.88311767578,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:3)_FA 16:0,TAG,35685.0821685791,26271.462188720703,29069.1817779541,25904.721656799316,27450.342109680176,32794.26239013672,32549.582763671875,24828.70147705078,23071.60191345215,26206.821403503418,36640.90299987793,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:3)_FA 16:1,TAG,20495.141311645508,23754.28155517578,24103.8818359375,24767.8217086792,21101.60171508789,26238.921646118164,27164.381927490234,27828.701782226562,20764.481452941895,18294.66152191162,18222.901443481445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:3)_FA 18:0,TAG,24451.82164001465,28302.062202453613,24255.441482543945,33475.042541503906,22264.041870117188,37403.142990112305,29754.38200378418,24210.84178161621,27092.702346801758,20477.12142944336,19471.501426696777,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:3)_FA 18:1,TAG,26517.401962280273,29104.762130737305,31877.22235107422,43515.803146362305,46285.26361846924,47544.86306762695,37565.78283691406,32231.482421875,37952.34258270264,30346.962493896484,50040.80330657959,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:3)_FA 18:2,TAG,25380.541793823242,28705.4620513916,45616.34356689453,48310.643463134766,40699.82273101807,36753.84266662598,38086.52252960205,29124.36213684082,29656.402435302734,25083.86191558838,22438.6014251709,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
TAG(58:3)_FA 20:0,TAG,17850.381149291992,25494.181995391846,27951.12208557129,27330.162048339844,24473.021675109863,24420.90175628662,23674.341693878174,23790.7618560791,25120.801635742188,17343.101448059082,17507.061416625977,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
