Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Genotype,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(60:8)|TG(59:1)]_FA14:0,976.9,731.7,15829.94108581543,976.9 -> 731.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,856.0599365234375,TG,TG,8,(60:8),14:0
[TG(61:14)|TG(60:7)|TG(59:0)]_FA14:0,978.9,733.7,15099.181114196777,978.9 -> 733.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,49.34008026123047,TG,TG,14,(61:14),14:0
[TG(61:13)|TG(60:6)]_FA14:0,980.9,735.7,13336.94108581543,980.9 -> 735.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,13,(61:13),14:0
[TG(61:12)|TG(60:5)]_FA14:0,982.9,737.7,13461.78092956543,982.9 -> 737.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,12,(61:12),14:0
[TG(61:11)|TG(60:4)]_FA14:0,984.9,739.7,13567.620910644531,984.9 -> 739.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1018.4000244140625,TG,TG,11,(61:11),14:0
[TG(61:10)|TG(60:3)]_FA14:0,986.9,741.7,16467.74136352539,986.9 -> 741.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1234.3802337646484,TG,TG,10,(61:10),14:0
[TG(62:16)|TG(61:9)|TG(60:2)]_FA14:0,988.9,743.7,15192.201232910156,988.9 -> 743.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1540.6602478027344,TG,TG,16,(62:16),14:0
[TG(62:15)|TG(61:8)|TG(60:1)]_FA14:0,990.9,745.7,13637.960975646973,990.9 -> 745.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,141.89995574951172,TG,TG,15,(62:15),14:0
[TG(62:14)|TG(61:7)|TG(60:0)]_FA14:0,993.0,747.8,13368.12094116211,993.0 -> 747.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1618.9202117919922,TG,TG,14,(62:14),14:0
[TG(62:13)|TG(61:6)]_FA14:0,994.9,749.7,12119.82088470459,994.9 -> 749.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,163.7601089477539,TG,TG,13,(62:13),14:0
[TG(62:12)|TG(61:5)]_FA14:0,996.9,751.7,12534.960952758789,996.9 -> 751.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,12,(62:12),14:0
[TG(62:11)|TG(61:4)]_FA14:0,998.9,753.7,12400.420913696289,998.9 -> 753.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,11,(62:11),14:0
[TG(62:10)|TG(61:3)]_FA14:0,1000.9,755.7,11948.580825805664,1000.9 -> 755.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,10,(62:10),14:0
[TG(62:9)|TG(61:2)]_FA14:0,1002.9,757.7,14814.241004943848,1002.9 -> 757.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1419.3001327514648,TG,TG,9,(62:9),14:0
[TG(62:8)|TG(61:1)]_FA14:0,1005.0,759.8,13421.161010742188,1005.0 -> 759.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,8,(62:8),14:0
[TG(62:7)|TG(61:0)]_FA14:0,1007.0,761.8,11678.220932006836,1007.0 -> 761.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,7,(62:7),14:0
[TG(63:13)|TG(62:6)]_FA14:0,1008.9,763.7,13314.680862426758,1008.9 -> 763.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1169.9000091552734,TG,TG,13,(63:13),14:0
[TG(63:12)|TG(62:5)]_FA14:0,1010.9,765.7,12388.400825500488,1010.9 -> 765.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,12,(63:12),14:0
[TG(63:11)|TG(62:4)]_FA14:0,1012.9,767.7,12499.860900878906,1012.9 -> 767.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,876.2601470947266,TG,TG,11,(63:11),14:0
[TG(64:17)|TG(63:10)|TG(62:3)]_FA14:0,1014.9,769.7,12985.480911254883,1014.9 -> 769.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1742.0601348876953,TG,TG,17,(64:17),14:0
[TG(64:16)|TG(63:9)|TG(62:2)]_FA14:0,1017.0,771.8,14180.82080078125,1017.0 -> 771.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,2291.5199661254883,TG,TG,16,(64:16),14:0
[TG(64:15)|TG(63:8)|TG(62:1)]_FA14:0,1019.0,773.8,14203.960906982422,1019.0 -> 773.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1584.1999816894531,TG,TG,15,(64:15),14:0
[TG(64:14)|TG(63:7)|TG(62:0)]_FA14:0,1021.0,775.8,12450.820877075195,1021.0 -> 775.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,325.2600402832031,TG,TG,14,(64:14),14:0
[TG(64:13)|TG(63:6)]_FA14:0,1022.9,777.7,12312.240905761719,1022.9 -> 777.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,13,(64:13),14:0
[TG(64:12)|TG(63:5)]_FA14:0,1024.9,779.7,11819.280876159668,1024.9 -> 779.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,12,(64:12),14:0
[TG(64:11)|TG(63:4)]_FA14:0,1026.9,781.7,11405.040870666504,1026.9 -> 781.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,11,(64:11),14:0
[TG(64:10)|TG(63:3)]_FA14:0,1029.0,783.8,10838.660842895508,1029.0 -> 783.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,10,(64:10),14:0
[TG(64:9)|TG(63:2)]_FA14:0,1031.0,785.8,11293.520896911621,1031.0 -> 785.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,9,(64:9),14:0
[TG(64:8)|TG(63:1)]_FA14:0,1033.0,787.8,12207.72077178955,1033.0 -> 787.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,569.9799194335938,TG,TG,8,(64:8),14:0
[TG(64:7)|TG(63:0)]_FA14:0,1035.0,789.8,12131.080871582031,1035.0 -> 789.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1457.8201065063477,TG,TG,7,(64:7),14:0
[TG(64:6)]_FA14:0,1036.9,791.7,13383.400993347168,1036.9 -> 791.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1396.620246887207,TG,TG,6,(64:6),14:0
[TG(65:12)|TG(64:5)]_FA14:0,1038.9,793.7,14643.720993041992,1038.9 -> 793.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,3094.120101928711,TG,TG,12,(65:12),14:0
[TG(66:18)|TG(65:11)|TG(64:4)]_FA14:0,1041.0,795.8,11542.380828857422,1041.0 -> 795.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,18,(66:18),14:0
[TG(66:17)|TG(65:10)|TG(64:3)]_FA14:0,1043.0,797.8,10140.240760803223,1043.0 -> 797.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,17,(66:17),14:0
[TG(66:16)|TG(65:9)|TG(64:2)]_FA14:0,1045.0,799.8,19807.441162109375,1045.0 -> 799.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,16,(66:16),14:0
[TG(66:15)|TG(65:8)|TG(64:1)]_FA14:0,1047.0,801.8,15667.841217041016,1047.0 -> 801.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1610.7002258300781,TG,TG,15,(66:15),14:0
[TG(66:14)|TG(65:7)|TG(64:0)]_FA14:0,1049.0,803.8,12469.860946655273,1049.0 -> 803.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,14,(66:14),14:0
[TG(66:13)|TG(65:6)]_FA14:0,1050.9,805.7,11029.440643310547,1050.9 -> 805.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,13,(66:13),14:0
[TG(66:12)|TG(65:5)]_FA14:0,1053.0,807.8,10045.08073425293,1053.0 -> 807.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,12,(66:12),14:0
[TG(66:11)|TG(65:4)]_FA14:0,1055.0,809.8,11205.160804748535,1055.0 -> 809.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,130.54003143310547,TG,TG,11,(66:11),14:0
[TG(66:10)|TG(65:3)]_FA14:0,1057.0,811.8,10087.840728759766,1057.0 -> 811.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,10,(66:10),14:0
[TG(66:9)|TG(65:2)]_FA14:0,1059.0,813.8,12735.160865783691,1059.0 -> 813.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,660.2200241088867,TG,TG,9,(66:9),14:0
[TG(66:8)|TG(65:1)]_FA14:0,1061.0,815.8,14365.060913085938,1061.0 -> 815.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1659.6599731445312,TG,TG,8,(66:8),14:0
[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0,1062.9,817.7,12613.600967407227,1062.9 -> 817.7,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1636.5002822875977,TG | TG,TG | TG,0 | 7,(65:0) | (66:7),14:0  | 14:0
[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0,1063.0,817.8,12841.141006469727,1063.0 -> 817.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,923.7800788879395,TG | TG,TG | TG,0 | 7,(65:0) | (66:7),14:0  | 14:0
[TG(66:6)]_FA14:0,1065.0,819.8,12831.160743713379,1065.0 -> 819.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1943.1199035644531,TG,TG,6,(66:6),14:0
[TG(66:5)]_FA14:0,1067.0,821.8,10964.620803833008,1067.0 -> 821.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,1756.7001495361328,TG,TG,5,(66:5),14:0
[TG(66:4)]_FA14:0,1069.0,823.8,10678.78076171875,1069.0 -> 823.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,870.6200866699219,TG,TG,4,(66:4),14:0
[TG(66:3)]_FA14:0,1071.0,825.8,10548.2607421875,1071.0 -> 825.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,265.71997833251953,TG,TG,3,(66:3),14:0
[TG(66:2)]_FA14:0,1073.0,827.8,9741.580696105957,1073.0 -> 827.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,0.0,TG,TG,2,(66:2),14:0
[TG(66:1)]_FA14:0,1075.0,829.8,12213.260772705078,1075.0 -> 829.8,TAG,TAG140_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG140,2482.8400650024414,TG,TG,1,(66:1),14:0
[TG(37:0)]_FA16:0,670.6,397.3,37832.16278076172,670.6 -> 397.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,0,(37:0),16:0
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,682.6,409.3,57231.5439453125,682.6 -> 409.3,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,3269.7401123046875,TG | DG | DG,TG | DG | DG,1 | 8 | 1,(38:1) | (40:8) | (39:1),16:0  | DG(40:8) | 16:0
[TG(38:0)]_FA16:0,684.6,411.3,123732.76953125,684.6 -> 411.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2962.42138671875,TG,TG,0,(38:0),16:0
[TG(39:1)]_FA16:0,696.6,423.3,35085.682556152344,696.6 -> 423.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1888.3003234863281,TG,TG,1,(39:1),16:0
[TG(39:0)]_FA16:0,698.6,425.3,48051.34326171875,698.6 -> 425.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2830.8402099609375,TG,TG,0,(39:0),16:0
[TG(40:2)]_FA16:0,708.6,435.3,24550.001678466797,708.6 -> 435.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,183.65994262695312,TG,TG,2,(40:2),16:0
[TG(40:1)]_FA16:0,710.6,437.3,49465.16357421875,710.6 -> 437.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,1,(40:1),16:0
[TG(40:0)]_FA16:0,712.6,439.3,133274.70922851562,712.6 -> 439.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,0,(40:0),16:0
[TG(41:2)]_FA16:0,722.6,449.3,18426.24139404297,722.6 -> 449.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,2,(41:2),16:0
[TG(41:1)]_FA16:0,724.6,451.3,22498.801513671875,724.6 -> 451.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1981.5801696777344,TG,TG,1,(41:1),16:0
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,726.7,453.4,36046.42239379883,726.7 -> 453.4,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG | DG,TG | DG,0 | 0,(41:0) | (42:0),16:0  | 16:0
[TG(42:4)]_FA16:0,732.6,459.3,28514.14193725586,732.6 -> 459.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,4,(42:4),16:0
[TG(42:3)]_FA16:0,734.6,461.3,18535.081344604492,734.6 -> 461.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,351.86012268066406,TG,TG,3,(42:3),16:0
[TG(42:2)]_FA16:0,736.6,463.3,20876.34146118164,736.6 -> 463.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1064.2800903320312,TG,TG,2,(42:2),16:0
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,738.7,465.4,40812.342834472656,738.7 -> 465.4,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4035.9402465820312,TG | DG | DG,TG | DG | DG,1 | 8 | 1,(42:1) | (44:8) | (43:1),16:0  | DG(44:8) | 16:0
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,740.7,467.4,102143.50830078125,740.7 -> 467.4,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG | DG | DG,TG | DG | DG,0 | 7 | 0,(42:0) | (44:7) | (43:0),16:0  | DG(44:7) | 16:0
[TG(43:4)]_FA16:0,746.6,473.3,16159.781105041504,746.6 -> 473.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,357.0202407836914,TG,TG,4,(43:4),16:0
[TG(43:3)]_FA16:0,748.6,475.3,25675.241760253906,748.6 -> 475.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5152.280288696289,TG,TG,3,(43:3),16:0
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,750.7,477.4,18985.621353149414,750.7 -> 477.4,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG | DG,TG | DG,2 | 2,(43:2) | (44:2),16:0  | 16:0
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,752.7,479.4,18839.7413482666,752.7 -> 479.4,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG | DG,TG | DG,1 | 1,(43:1) | (44:1),16:0  | 16:0
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,754.7,481.4,32017.402252197266,754.7 -> 481.4,TAG | DAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,94.0799560546875,TG | DG,TG | DG,0 | 0,(43:0) | (44:0),16:0  | 16:0
[TG(44:5)]_FA16:0,758.6,485.3,22753.66146850586,758.6 -> 485.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,246.62008666992188,TG,TG,5,(44:5),16:0
[TG(44:4)]_FA16:0,760.6,487.3,18684.181259155273,760.6 -> 487.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2116.020065307617,TG,TG,4,(44:4),16:0
[TG(44:3)]_FA16:0,762.7,489.4,33981.84240722656,762.7 -> 489.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5612.0001220703125,TG,TG,3,(44:3),16:0
[TG(44:2)]_FA16:0,764.7,491.4,23981.861724853516,764.7 -> 491.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,2,(44:2),16:0
[TG(44:1)]_FA16:0,766.7,493.4,104709.50769042969,766.7 -> 493.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1039.0804443359375,TG,TG,1,(44:1),16:0
[TG(44:0)|TG(O-45:0)]_FA16:0,768.7,495.4,80942.66650390625,768.7 -> 495.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG(O,TG(O,0,(44:0),16:0
[TG(45:5)]_FA16:0,772.6,499.3,20846.26153564453,772.6 -> 499.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2989.8802032470703,TG,TG,5,(45:5),16:0
[TG(45:4)]_FA16:0,774.7,501.4,19437.501510620117,774.7 -> 501.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1093.9602355957031,TG,TG,4,(45:4),16:0
[TG(45:3)]_FA16:0,776.7,503.4,1387078.630859375,776.7 -> 503.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,322663.4639892578,TG,TG,3,(45:3),16:0
[TG(45:2)]_FA16:0,778.7,505.4,1058576.9565124512,778.7 -> 505.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,212917.95162963867,TG,TG,2,(45:2),16:0
[TG(45:1)]_FA16:0,780.7,507.4,156904.10607910156,780.7 -> 507.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,93765.2826538086,TG,TG,1,(45:1),16:0
[TG(45:0)]_FA16:0,782.7,509.4,57732.32385253906,782.7 -> 509.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2962.8800659179688,TG,TG,0,(45:0),16:0
[TG(46:6)]_FA16:0,784.6,511.3,30388.86212158203,784.6 -> 511.3,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,6,(46:6),16:0
[TG(46:5)]_FA16:0,786.7,513.4,19415.081466674805,786.7 -> 513.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2074.3802490234375,TG,TG,5,(46:5),16:0
[TG(46:4)]_FA16:0,788.7,515.4,17867.46125793457,788.7 -> 515.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1886.3602142333984,TG,TG,4,(46:4),16:0
[TG(46:3)]_FA16:0,790.7,517.4,23204.641510009766,790.7 -> 517.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2421.0401611328125,TG,TG,3,(46:3),16:0
[TG(46:2)]_FA16:0,792.7,519.4,43600.88317871094,792.7 -> 519.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,11054.50082397461,TG,TG,2,(46:2),16:0
[TG(46:1)]_FA16:0,794.7,521.4,55255.88446044922,794.7 -> 521.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5969.401428222656,TG,TG,1,(46:1),16:0
[TG(46:0)]_FA16:0,796.7,523.4,119245.72900390625,796.7 -> 523.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,19.120849609375,TG,TG,0,(46:0),16:0
[TG(47:6)]_FA16:0,798.7,525.4,27352.601837158203,798.7 -> 525.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1171.739990234375,TG,TG,6,(47:6),16:0
[TG(47:5)]_FA16:0,800.7,527.4,17076.061233520508,800.7 -> 527.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,5,(47:5),16:0
[TG(47:4)]_FA16:0,802.7,529.4,20476.021362304688,802.7 -> 529.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2799.9398498535156,TG,TG,4,(47:4),16:0
[TG(47:3)]_FA16:0,804.7,531.4,19628.34144592285,804.7 -> 531.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,963.1602783203125,TG,TG,3,(47:3),16:0
[TG(47:2)]_FA16:0,806.7,533.4,24380.00160217285,806.7 -> 533.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,3374.5001068115234,TG,TG,2,(47:2),16:0
[TG(48:8)|TG(47:1)]_FA16:0,808.7,535.4,45089.46319580078,808.7 -> 535.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5215.2601318359375,TG,TG,8,(48:8),16:0
