Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Genotype,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(48:7)|TG(47:0)]_FA16:0,810.8,537.5,97358.58630371094,810.8 -> 537.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,16805.340087890625,TG,TG,7,(48:7),16:0
[TG(48:6)]_FA16:0,812.7,539.4,25634.341735839844,812.7 -> 539.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1786.3200988769531,TG,TG,6,(48:6),16:0
[TG(48:5)]_FA16:0,814.7,541.4,18289.841094970703,814.7 -> 541.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,5,(48:5),16:0
[TG(48:4)]_FA16:0,816.7,543.4,18023.381286621094,816.7 -> 543.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,4,(48:4),16:0
[TG(48:3)]_FA16:0,818.7,545.4,20760.901641845703,818.7 -> 545.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2415.6004638671875,TG,TG,3,(48:3),16:0
[TG(48:2)]_FA16:0,820.7,547.4,99345.94775390625,820.7 -> 547.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,27990.74267578125,TG,TG,2,(48:2),16:0
[TG(49:8)|TG(48:1)]_FA16:0,822.8,549.5,139989.51000976562,822.8 -> 549.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,46036.02392578125,TG,TG,8,(49:8),16:0
[TG(49:7)|TG(48:0)]_FA16:0,824.8,551.5,233718.13647460938,824.8 -> 551.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,48289.3642578125,TG,TG,7,(49:7),16:0
[TG(49:6)]_FA16:0,826.7,553.4,33696.14239501953,826.7 -> 553.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,620.1401672363281,TG,TG,6,(49:6),16:0
[TG(49:5)]_FA16:0,828.7,555.4,19674.661346435547,828.7 -> 555.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,962.6000213623047,TG,TG,5,(49:5),16:0
[TG(49:4)]_FA16:0,830.7,557.4,18764.501266479492,830.7 -> 557.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1979.7001037597656,TG,TG,4,(49:4),16:0
[TG(49:3)]_FA16:0,832.7,559.4,21784.86148071289,832.7 -> 559.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2320.8999938964844,TG,TG,3,(49:3),16:0
[TG(50:9)|TG(49:2)]_FA16:0,834.8,561.5,34148.36215209961,834.8 -> 561.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,6510.0601806640625,TG,TG,9,(50:9),16:0
[TG(50:8)|TG(49:1)]_FA16:0,836.8,563.5,72448.5849609375,836.8 -> 563.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,13418.340637207031,TG,TG,8,(50:8),16:0
[TG(50:7)|TG(49:0)]_FA16:0,838.8,565.5,71440.8046875,838.8 -> 565.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,10817.80078125,TG,TG,7,(50:7),16:0
[TG(50:6)]_FA16:0,840.7,567.4,34548.84259033203,840.7 -> 567.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,804.4400939941406,TG,TG,6,(50:6),16:0
[TG(50:5)]_FA16:0,842.7,569.4,21500.061584472656,842.7 -> 569.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,480.880126953125,TG,TG,5,(50:5),16:0
[TG(50:4)]_FA16:0,844.7,571.4,34808.14242553711,844.7 -> 571.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,10804.700744628906,TG,TG,4,(50:4),16:0
[TG(50:3)]_FA16:0,846.8,573.5,154268.12963867188,846.8 -> 573.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,127646.84786987305,TG,TG,3,(50:3),16:0
[TG(51:9)|TG(50:2)]_FA16:0,848.8,575.5,525889.0870361328,848.8 -> 575.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,451761.4412841797,TG,TG,9,(51:9),16:0
[TG(51:8)|TG(50:1)]_FA16:0,850.8,577.5,888556.1530761719,850.8 -> 577.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,447653.3020019531,TG,TG,8,(51:8),16:0
[TG(51:7)|TG(50:0)]_FA16:0,852.8,579.5,303424.5646972656,852.8 -> 579.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,56768.86669921875,TG,TG,7,(51:7),16:0
[TG(51:6)]_FA16:0,854.7,581.4,71517.1449584961,854.7 -> 581.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4565.3599853515625,TG,TG,6,(51:6),16:0
[TG(51:5)]_FA16:0,856.7,583.4,23663.481567382812,856.7 -> 583.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,454.2200012207031,TG,TG,5,(51:5),16:0
[TG(51:4)]_FA16:0,858.8,585.5,20640.961395263672,858.8 -> 585.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,900.4801330566406,TG,TG,4,(51:4),16:0
[TG(52:10)|TG(51:3)]_FA16:0,860.8,587.5,35043.882385253906,860.8 -> 587.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,15088.060928344727,TG,TG,10,(52:10),16:0
[TG(52:9)|TG(51:2)]_FA16:0,862.8,589.5,46593.043212890625,862.8 -> 589.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,20289.581420898438,TG,TG,9,(52:9),16:0
[TG(52:8)|TG(51:1)]_FA16:0,864.8,591.5,51719.604064941406,864.8 -> 591.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,10982.601684570312,TG,TG,8,(52:8),16:0
[TG(52:7)|TG(51:0)]_FA16:0,866.8,593.5,45713.34362792969,866.8 -> 593.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,7735.840881347656,TG,TG,7,(52:7),16:0
[TG(52:6)]_FA16:0,868.7,595.4,30864.32241821289,868.7 -> 595.4,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,7062.340850830078,TG,TG,6,(52:6),16:0
[TG(52:5)]_FA16:0,870.8,597.5,84534.94537353516,870.8 -> 597.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,62269.803619384766,TG,TG,5,(52:5),16:0
[TG(52:4)]_FA16:0,872.8,599.5,597225.4509277344,872.8 -> 599.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,565552.8686218262,TG,TG,4,(52:4),16:0
[TG(53:10)|TG(52:3)]_FA16:0,874.8,601.5,1201137.8959960938,874.8 -> 601.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1155163.0126342773,TG,TG,10,(53:10),16:0
[TG(53:9)|TG(52:2)]_FA16:0,876.8,603.5,904024.6291503906,876.8 -> 603.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,789223.7006835938,TG,TG,9,(53:9),16:0
[TG(53:8)|TG(52:1)]_FA16:0,878.8,605.5,173107.6102294922,878.8 -> 605.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,94577.16442871094,TG,TG,8,(53:8),16:0
[TG(53:7)|TG(52:0)]_FA16:0,880.8,607.5,80872.98620605469,880.8 -> 607.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,8453.880981445312,TG,TG,7,(53:7),16:0
[TG(53:6)]_FA16:0,882.8,609.5,30699.722106933594,882.8 -> 609.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,951.81982421875,TG,TG,6,(53:6),16:0
[TG(54:12)|TG(53:5)]_FA16:0,884.8,611.5,24257.141876220703,884.8 -> 611.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4772.300598144531,TG,TG,12,(54:12),16:0
[TG(54:11)|TG(53:4)]_FA16:0,886.8,613.5,27066.221923828125,886.8 -> 613.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,6386.620391845703,TG,TG,11,(54:11),16:0
[TG(54:10)|TG(53:3)]_FA16:0,888.8,615.5,35919.64227294922,888.8 -> 615.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,15297.440979003906,TG,TG,10,(54:10),16:0
[TG(54:9)|TG(53:2)]_FA16:0,890.8,617.5,45479.40301513672,890.8 -> 617.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,18506.04086303711,TG,TG,9,(54:9),16:0
[TG(54:8)|TG(53:1)]_FA16:0,892.8,619.5,40341.00308227539,892.8 -> 619.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,9815.160827636719,TG,TG,8,(54:8),16:0
[TG(54:7)|TG(53:0)]_FA16:0,894.8,621.5,39898.60256958008,894.8 -> 621.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,12617.720581054688,TG,TG,7,(54:7),16:0
[TG(54:6)]_FA16:0,896.8,623.5,68447.9048461914,896.8 -> 623.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,43351.00296020508,TG,TG,6,(54:6),16:0
[TG(54:5)]_FA16:0,898.8,625.5,82452.56475830078,898.8 -> 625.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,60292.38333129883,TG,TG,5,(54:5),16:0
[TG(55:11)|TG(54:4)]_FA16:0,900.8,627.5,65478.30516052246,900.8 -> 627.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,45059.84373474121,TG,TG,11,(55:11),16:0
[TG(55:10)|TG(54:3)]_FA16:0,902.8,629.5,60024.463317871094,902.8 -> 629.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,39052.34182739258,TG,TG,10,(55:10),16:0
[TG(55:9)|TG(54:2)]_FA16:0,904.8,631.5,43151.48327636719,904.8 -> 631.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,19278.621673583984,TG,TG,9,(55:9),16:0
[TG(55:8)|TG(54:1)]_FA16:0,906.8,633.5,30256.18246459961,906.8 -> 633.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5234.740509033203,TG,TG,8,(55:8),16:0
[TG(55:7)|TG(54:0)]_FA16:0,908.9,635.6,33534.14227294922,908.9 -> 635.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,3330.9598388671875,TG,TG,7,(55:7),16:0
[TG(56:13)|TG(55:6)]_FA16:0,910.8,637.5,30170.862579345703,910.8 -> 637.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5162.020690917969,TG,TG,13,(56:13),16:0
[TG(56:12)|TG(55:5)]_FA16:0,912.8,639.5,37343.942626953125,912.8 -> 639.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5090.980316162109,TG,TG,12,(56:12),16:0
[TG(56:11)|TG(55:4)]_FA16:0,914.8,641.5,23008.10157775879,914.8 -> 641.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,3893.7401275634766,TG,TG,11,(56:11),16:0
[TG(56:10)|TG(55:3)]_FA16:0,916.8,643.5,23916.78155517578,916.8 -> 643.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5435.420150756836,TG,TG,10,(56:10),16:0
[TG(56:9)|TG(55:2)]_FA16:0,918.8,645.5,22677.721282958984,918.8 -> 645.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2005.5598602294922,TG,TG,9,(56:9),16:0
[TG(56:8)|TG(55:1)]_FA16:0,920.9,647.6,47482.22344970703,920.9 -> 647.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,19029.5615234375,TG,TG,8,(56:8),16:0
[TG(56:7)|TG(55:0)]_FA16:0,922.9,649.6,56095.443359375,922.9 -> 649.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,25751.701293945312,TG,TG,7,(56:7),16:0
[TG(56:6)]_FA16:0,924.8,651.5,183174.93536376953,924.8 -> 651.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,53097.80725097656,TG,TG,6,(56:6),16:0
[TG(57:12)|TG(56:5)]_FA16:0,926.8,653.5,83310.66497802734,926.8 -> 653.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,17457.24072265625,TG,TG,12,(57:12),16:0
[TG(57:11)|TG(56:4)]_FA16:0,928.8,655.5,30159.40232849121,928.8 -> 655.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,7288.760818481445,TG,TG,11,(57:11),16:0
[TG(57:10)|TG(56:3)]_FA16:0,930.8,657.5,26480.022094726562,930.8 -> 657.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4851.5406494140625,TG,TG,10,(57:10),16:0
[TG(57:9)|TG(56:2)]_FA16:0,932.9,659.6,22101.201538085938,932.9 -> 659.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2931.8401947021484,TG,TG,9,(57:9),16:0
[TG(57:8)|TG(56:1)]_FA16:0,934.9,661.6,24883.04168701172,934.9 -> 661.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2397.7799072265625,TG,TG,8,(57:8),16:0
[TG(58:14)|TG(57:7)|TG(56:0)]_FA16:0,936.9,663.6,33098.52212524414,936.9 -> 663.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1817.0199890136719,TG,TG,14,(58:14),16:0
[TG(58:13)|TG(57:6)]_FA16:0,938.8,665.5,20626.401397705078,938.8 -> 665.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1181.0999908447266,TG,TG,13,(58:13),16:0
[TG(58:12)|TG(57:5)]_FA16:0,940.8,667.5,20022.681411743164,940.8 -> 667.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2236.2801818847656,TG,TG,12,(58:12),16:0
[TG(58:11)|TG(57:4)]_FA16:0,942.8,669.5,20911.521575927734,942.8 -> 669.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4815.80046081543,TG,TG,11,(58:11),16:0
[TG(58:10)|TG(57:3)]_FA16:0,944.9,671.6,19250.461364746094,944.9 -> 671.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2235.7601470947266,TG,TG,10,(58:10),16:0
[TG(58:9)|TG(57:2)]_FA16:0,946.9,673.6,21405.52166748047,946.9 -> 673.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4385.920425415039,TG,TG,9,(58:9),16:0
[TG(58:8)|TG(57:1)]_FA16:0,948.9,675.6,30128.162109375,948.9 -> 675.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5374.560363769531,TG,TG,8,(58:8),16:0
[TG(58:7)|TG(57:0)]_FA16:0,950.9,677.6,27574.421752929688,950.9 -> 677.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4732.999908447266,TG,TG,7,(58:7),16:0
[TG(59:13)|TG(58:6)]_FA16:0,952.8,679.5,20943.90153503418,952.8 -> 679.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4349.880386352539,TG,TG,13,(59:13),16:0
[TG(59:12)|TG(58:5)]_FA16:0,954.8,681.5,20854.741500854492,954.8 -> 681.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4698.500350952148,TG,TG,12,(59:12),16:0
[TG(59:11)|TG(58:4)]_FA16:0,956.9,683.6,19597.781356811523,956.9 -> 683.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2634.660110473633,TG,TG,11,(59:11),16:0
[TG(59:10)|TG(58:3)]_FA16:0,958.9,685.6,25631.661682128906,958.9 -> 685.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,5547.180236816406,TG,TG,10,(59:10),16:0
[TG(59:9)|TG(58:2)]_FA16:0,960.9,687.6,19951.26153564453,960.9 -> 687.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2648.2003173828125,TG,TG,9,(59:9),16:0
[TG(60:15)|TG(59:8)|TG(58:1)]_FA16:0,962.9,689.6,20328.281372070312,962.9 -> 689.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1790.6600952148438,TG,TG,15,(60:15),16:0
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:0,964.9,691.6,22694.26170349121,964.9 -> 691.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1493.260269165039,TG,TG,14,(60:14),16:0
[TG(60:13)|TG(59:6)]_FA16:0,966.8,693.5,15837.481201171875,966.8 -> 693.5,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,13,(60:13),16:0
[TG(60:12)|TG(59:5)]_FA16:0,968.9,695.6,16308.161102294922,968.9 -> 695.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1145.1799621582031,TG,TG,12,(60:12),16:0
[TG(60:11)|TG(59:4)]_FA16:0,970.9,697.6,25687.941772460938,970.9 -> 697.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,4178.880126953125,TG,TG,11,(60:11),16:0
[TG(60:10)|TG(59:3)]_FA16:0,972.9,699.6,15813.561050415039,972.9 -> 699.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1348.560073852539,TG,TG,10,(60:10),16:0
[TG(60:9)|TG(59:2)]_FA16:0,974.9,701.6,17469.66131591797,974.9 -> 701.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,3385.0203399658203,TG,TG,9,(60:9),16:0
[TG(60:8)|TG(59:1)]_FA16:0,976.9,703.6,18297.481216430664,976.9 -> 703.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2758.620101928711,TG,TG,8,(60:8),16:0
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:0,978.9,705.6,18137.16130065918,978.9 -> 705.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,1797.4800872802734,TG,TG,14,(61:14),16:0
[TG(61:13)|TG(60:6)]_FA16:0,980.9,707.6,15537.72103881836,980.9 -> 707.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,913.6199188232422,TG,TG,13,(61:13),16:0
[TG(61:12)|TG(60:5)]_FA16:0,982.9,709.6,14860.641067504883,982.9 -> 709.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2200.720169067383,TG,TG,12,(61:12),16:0
[TG(61:11)|TG(60:4)]_FA16:0,984.9,711.6,14433.801208496094,984.9 -> 711.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,513.9001617431641,TG,TG,11,(61:11),16:0
[TG(61:10)|TG(60:3)]_FA16:0,986.9,713.6,13694.36099243164,986.9 -> 713.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,641.0000610351562,TG,TG,10,(61:10),16:0
[TG(62:16)|TG(61:9)|TG(60:2)]_FA16:0,988.9,715.6,15367.38101196289,988.9 -> 715.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2244.460220336914,TG,TG,16,(62:16),16:0
[TG(62:15)|TG(61:8)|TG(60:1)]_FA16:0,990.9,717.6,13682.861000061035,990.9 -> 717.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,243.96001434326172,TG,TG,15,(62:15),16:0
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:0,993.0,719.7,13953.940994262695,993.0 -> 719.7,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,140.13999938964844,TG,TG,14,(62:14),16:0
[TG(62:13)|TG(61:6)]_FA16:0,994.9,721.6,12355.720947265625,994.9 -> 721.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,13,(62:13),16:0
[TG(62:12)|TG(61:5)]_FA16:0,996.9,723.6,12846.600868225098,996.9 -> 723.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,68.79988861083984,TG,TG,12,(62:12),16:0
[TG(62:11)|TG(61:4)]_FA16:0,998.9,725.6,43734.06314086914,998.9 -> 725.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,3046.70068359375,TG,TG,11,(62:11),16:0
[TG(62:10)|TG(61:3)]_FA16:0,1000.9,727.6,25105.941787719727,1000.9 -> 727.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,2987.140106201172,TG,TG,10,(62:10),16:0
[TG(62:9)|TG(61:2)]_FA16:0,1002.9,729.6,14069.721084594727,1002.9 -> 729.6,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,0.0,TG,TG,9,(62:9),16:0
[TG(62:8)|TG(61:1)]_FA16:0,1005.0,731.7,14331.08088684082,1005.0 -> 731.7,TAG,TAG160_FAD131-5xFAD-M4liver_033123_r007,FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG160,594.9798889160156,TG,TG,8,(62:8),16:0
