#"+ TIC MRM (** -> **) CrudeCanola_O3on_150gN3_02082023.d "
#Point,X(Minutes),Y(Counts)
2024,33.007,6796.16015625
2025,33.024,6575.7802734375
2026,33.040,6242.3203125
2027,33.056,6324.93994140625
2028,33.073,6700.74072265625
2029,33.089,7108.76025390625
2030,33.105,6875.00048828125
2031,33.122,6786.90087890625
2032,33.138,6606.419921875
2033,33.154,6836.98046875
2034,33.170,6480.5009765625
2035,33.187,5986.6201171875
2036,33.203,5452.46044921875
2037,33.219,5328.08056640625
2038,33.236,5456.26025390625
2039,33.252,5680.64111328125
2040,33.268,5789.2197265625
2041,33.285,5625.259765625
2042,33.301,5411.68017578125
2043,33.317,5370.380859375
2044,33.334,5788.40087890625
2045,33.350,6085.2998046875
2046,33.366,6060.14013671875
2047,33.382,5728.18017578125
2048,33.399,5693.0810546875
2049,33.415,5736.640625
2050,33.431,5830.419921875
2051,33.448,5779.92041015625
2052,33.464,6061.31982421875
2053,33.480,6197.4404296875
2054,33.497,5849.33935546875
2055,33.513,5627.66015625
2056,33.529,5838.08056640625
2057,33.546,6257.1201171875
2058,33.562,5811.06103515625
2059,33.578,5475.02099609375
2060,33.594,5263.080078125
2061,33.611,5756.14013671875
2062,33.627,5818.68017578125
2063,33.643,5977.8603515625
2064,33.660,5982.74072265625
2065,33.676,5800.50048828125
2066,33.692,5499.419921875
2067,33.709,5369.87939453125
2068,33.725,5606.16015625
2069,33.741,5570.6005859375
2070,33.758,5660.6806640625
2071,33.774,5812.80078125
2072,33.790,5849.32080078125
2073,33.806,5575.14013671875
2074,33.823,5920.9794921875
2075,33.839,6102.62060546875
2076,33.855,5696.2197265625
2077,33.872,5260.85986328125
2078,33.888,5103.7197265625
2079,33.904,5633.28125
2080,33.921,5467.5615234375
2081,33.937,5579.87939453125
2082,33.953,5416.85986328125
2083,33.970,5534.16015625
2084,33.986,5604.48046875
2085,34.002,5741.8203125
2086,34.018,5961.26025390625
2087,34.035,6092.32080078125
2088,34.051,6135.0205078125
2089,34.067,6118.240234375
2090,34.084,5837.18017578125
2091,34.100,5498.5595703125
2092,34.116,5576.7607421875
2093,34.133,5801.10107421875
2094,34.149,5811.140625
2095,34.165,5589.7001953125
2096,34.182,5283.1806640625
2097,34.198,5330.30029296875
2098,34.214,5079.00048828125
2099,34.230,5315.36083984375
2100,34.247,5695.06103515625
2101,34.263,6515.98046875
2102,34.279,6463.94091796875
2103,34.296,6175.20068359375
2104,34.312,5718.080078125
2105,34.328,5829.1005859375
2106,34.345,5932.50048828125
2107,34.361,5984.0810546875
2108,34.377,5993.1611328125
2109,34.394,6030.5400390625
2110,34.410,6258.8193359375
2111,34.426,6071.68115234375
2112,34.442,6159.68115234375
2113,34.459,6119.560546875
2114,34.475,6308.56103515625
2115,34.491,6147.8603515625
2116,34.508,6139.81982421875
2117,34.524,6005.22021484375
2118,34.540,5825.60009765625
2119,34.557,5693.36083984375
2120,34.573,5564.38037109375
2121,34.589,5339.37939453125
2122,34.606,5242.6201171875
2123,34.622,4931.62060546875
2124,34.638,5151.44091796875
2125,34.654,5495.4404296875
2126,34.671,5619.90087890625
2127,34.687,5451.560546875
2128,34.703,5235.4404296875
2129,34.720,5561.0400390625
2130,34.736,6050.12109375
2131,34.752,7087.2998046875
2132,34.769,7822.14111328125
2133,34.785,8066.921875
2134,34.801,7631.4013671875
2135,34.818,7092.6015625
2136,34.834,6989.740234375
2137,34.850,7611.3603515625
2138,34.866,8125.9609375
2139,34.883,8285.580078125
2140,34.899,7898.19970703125
2141,34.915,7762.4404296875
2142,34.932,7329.26025390625
2143,34.948,7607.2998046875
2144,34.964,8353.9599609375
2145,34.981,8961.701171875
2146,34.997,1926.72009277344
