Lipid,Parent_Ion,Product_Ion,Class,Transition
Lyso_PI(20:2),642.3275,365.3275,PI,642.3275 -> 365.3275
Lyso_PI(20:3),640.3118,363.3118,PI,640.3118 -> 363.3118
Lyso_PI(20:4),638.2962,361.2962,PI,638.2962 -> 361.2962
Lyso_PI(20:5),636.2805,359.2805,PI,636.2805 -> 359.2805
Lyso_PI(21:0),660.3744,383.3744,PI,660.3744 -> 383.3744
Lyso_PI(22:0),674.3901,397.3901,PI,674.3901 -> 397.3901
Lyso_PI(22:1),672.3744,395.3744,PI,672.3744 -> 395.3744
Lyso_PI(22:2),670.3588,393.3588,PI,670.3588 -> 393.3588
Lyso_PI(22:4),666.3275,389.3275,PI,666.3275 -> 389.3275
Lyso_PI(22:6),662.2962,385.2962,PI,662.2962 -> 385.2962
PI (12:0),534.241,257.241,PI,534.241 -> 257.241
PI (14:0),562.2723,285.2723,PI,562.2723 -> 285.2723
PI (14:1),560.2566,283.2566,PI,560.2566 -> 283.2566
PI (16:0),590.3036,313.3036,PI,590.3036 -> 313.3036
PI (16:1),588.2879,311.2879,PI,588.2879 -> 311.2879
PI (18:0),618.3349,341.3349,PI,618.3349 -> 341.3349
PI (18:1),616.3192,339.3192,PI,616.3192 -> 339.3192
PI (18:2),614.3036,337.3036,PI,614.3036 -> 337.3036
PI (18:3),612.2879,335.2879,PI,612.2879 -> 335.2879
PI (18:4),610.2723,333.2723,PI,610.2723 -> 333.2723
PI (20:0),646.3662,369.3662,PI,646.3662 -> 369.3662
PI (20:1),644.3505,367.3505,PI,644.3505 -> 367.3505
PI (20:2),642.3349,365.3349,PI,642.3349 -> 365.3349
PI (20:3),640.3192,363.3192,PI,640.3192 -> 363.3192
PI (20:4),638.3036,361.3036,PI,638.3036 -> 361.3036
PI (20:5),636.2879,359.2879,PI,636.2879 -> 359.2879
PI (22:0),674.3975,397.3975,PI,674.3975 -> 397.3975
PI (22:1),672.3818,395.3818,PI,672.3818 -> 395.3818
PI (22:2),670.3662,393.3662,PI,670.3662 -> 393.3662
PI (22:4),666.3349,389.3349,PI,666.3349 -> 389.3349
PI (22:6),662.3036,385.3036,PI,662.3036 -> 385.3036
PI (24:0),716.408,439.408,PI,716.408 -> 439.408
PI (26:0),744.4393,467.4393,PI,744.4393 -> 467.4393
PI (26:1),742.4237,465.4237,PI,742.4237 -> 465.4237
PI (28:0),772.4706,495.4706,PI,772.4706 -> 495.4706
PI (28:1),770.455,493.455,PI,770.455 -> 493.455
PI (28:2),768.4393,491.4393,PI,768.4393 -> 491.4393
PI (30:0),800.5019,523.5019,PI,800.5019 -> 523.5019
PI (30:1),798.4863,521.4863,PI,798.4863 -> 521.4863
PI (30:2),796.4706,519.4706,PI,796.4706 -> 519.4706
PI (30:3),794.455,517.455,PI,794.455 -> 517.455
PI (30:4),792.4393,515.4393,PI,792.4393 -> 515.4393
PI (32:0),828.5332,551.5332,PI,828.5332 -> 551.5332
PI (32:1),826.5176,549.5176,PI,826.5176 -> 549.5176
PI (32:2),824.5019,547.5019,PI,824.5019 -> 547.5019
PI (32:3),822.4863,545.4863,PI,822.4863 -> 545.4863
PI (32:4),820.4706,543.4706,PI,820.4706 -> 543.4706
PI (32:5),818.455,541.455,PI,818.455 -> 541.455
PI (34:0),856.5645,579.5645,PI,856.5645 -> 579.5645
PI (34:1),854.5489,577.5489,PI,854.5489 -> 577.5489
PI (34:2),852.5332,575.5332,PI,852.5332 -> 575.5332
PI (34:3),850.5176,573.5176,PI,850.5176 -> 573.5176
PI (34:4),848.5019,571.5019,PI,848.5019 -> 571.5019
PI (34:5),846.4863,569.4863,PI,846.4863 -> 569.4863
PI (34:6),844.4706,567.4706,PI,844.4706 -> 567.4706
PI (36:0),884.5958,607.5958,PI,884.5958 -> 607.5958
PI (36:1),882.5802,605.5802,PI,882.5802 -> 605.5802
PI (36:2),880.5645,603.5645,PI,880.5645 -> 603.5645
PI (36:3),878.5489,601.5489,PI,878.5489 -> 601.5489
PI (36:4),876.5332,599.5332,PI,876.5332 -> 599.5332
PI (36:5),874.5176,597.5176,PI,874.5176 -> 597.5176
PI (36:6),872.5019,595.5019,PI,872.5019 -> 595.5019
PI (36:7),870.4863,593.4863,PI,870.4863 -> 593.4863
PI (36:8),868.4706,591.4706,PI,868.4706 -> 591.4706
PI (38:0),912.6271,635.6271,PI,912.6271 -> 635.6271
PI (38:1),910.6115,633.6115,PI,910.6115 -> 633.6115
PI (38:2),908.5958,631.5958,PI,908.5958 -> 631.5958
PI (38:3),906.5802,629.5802,PI,906.5802 -> 629.5802
PI (38:4),904.5645,627.5645,PI,904.5645 -> 627.5645
PI (38:5),902.5489,625.5489,PI,902.5489 -> 625.5489
PI (38:6),900.5332,623.5332,PI,900.5332 -> 623.5332
PI (38:7),898.5176,621.5176,PI,898.5176 -> 621.5176
PI (38:8),896.5019,619.5019,PI,896.5019 -> 619.5019
PI (38:9),894.4863,617.4863,PI,894.4863 -> 617.4863
PI (40:0),940.6584,663.6584,PI,940.6584 -> 663.6584
PI (40:1),938.6428,661.6428,PI,938.6428 -> 661.6428
PI (40:10),920.5019,643.5019,PI,920.5019 -> 643.5019
PI (40:2),936.6271,659.6271,PI,936.6271 -> 659.6271
PI (40:3),934.6115,657.6115,PI,934.6115 -> 657.6115
PI (40:4),932.5958,655.5958,PI,932.5958 -> 655.5958
PI (40:5),930.5802,653.5802,PI,930.5802 -> 653.5802
PI (40:6),928.5645,651.5645,PI,928.5645 -> 651.5645
PI (40:7),926.5489,649.5489,PI,926.5489 -> 649.5489
PI (40:8),924.5332,647.5332,PI,924.5332 -> 647.5332
PI (40:9),922.5176,645.5176,PI,922.5176 -> 645.5176
PI (42:0),968.6897,691.6897,PI,968.6897 -> 691.6897
PI (42:1),966.6741,689.6741,PI,966.6741 -> 689.6741
PI (42:10),948.5332,671.5332,PI,948.5332 -> 671.5332
PI (42:11),946.5176,669.5176,PI,946.5176 -> 669.5176
PI (42:3),962.6428,685.6428,PI,962.6428 -> 685.6428
PI (42:4),960.6271,683.6271,PI,960.6271 -> 683.6271
PI (42:5),958.6115,681.6115,PI,958.6115 -> 681.6115
PI (42:6),956.5958,679.5958,PI,956.5958 -> 679.5958
PI (42:7),954.5802,677.5802,PI,954.5802 -> 677.5802
PI (42:8),952.5645,675.5645,PI,952.5645 -> 675.5645
PI (42:9),950.5489,673.5489,PI,950.5489 -> 673.5489
PI (44:0),996.721,719.721,PI,996.721 -> 719.721
PI (44:1),994.7054,717.7054,PI,994.7054 -> 717.7054
PI (44:10),976.5645,699.5645,PI,976.5645 -> 699.5645
PI (44:12),972.5332,695.5332,PI,972.5332 -> 695.5332
PI (44:2),992.6897,715.6897,PI,992.6897 -> 715.6897
PI (44:3),990.6741,713.6741,PI,990.6741 -> 713.6741
PI (44:4),988.6584,711.6584,PI,988.6584 -> 711.6584
PI (44:5),986.6428,709.6428,PI,986.6428 -> 709.6428
PI (44:6),984.6271,707.6271,PI,984.6271 -> 707.6271
PI (44:7),982.6115,705.6115,PI,982.6115 -> 705.6115
PI (44:8),980.5958,703.5958,PI,980.5958 -> 703.5958
PIo (16:0),576.3243,299.3243,PI,576.3243 -> 299.3243
PIo (18:0),604.3556,327.3556,PI,604.3556 -> 327.3556
PIo (20:5),632.3869,355.3869,PI,632.3869 -> 355.3869
PIo (28:0),758.4914,481.4914,PI,758.4914 -> 481.4914
PIo (30:0),786.5227,509.5227,PI,786.5227 -> 509.5227
PIo (30:1),784.507,507.507,PI,784.507 -> 507.507
PIo (32:0),814.554,537.554,PI,814.554 -> 537.554
"PIo (32:1), PIp (32:0)",812.5383,535.5383,PI,812.5383 -> 535.5383
PIo (34:0),842.5853,565.5853,PI,842.5853 -> 565.5853
"PIo (34:1), PIp (34:0)",840.5696,563.5696,PI,840.5696 -> 563.5696
"PIo (34:3), PIp (34:2)",836.5383,559.5383,PI,836.5383 -> 559.5383
"PIo (34:4), PIp (34:3)",834.5227,557.5227,PI,834.5227 -> 557.5227
PIo (36:0),870.6166,593.6166,PI,870.6166 -> 593.6166
"PIo (36:1), PIp (36:0)",868.6009,591.6009,PI,868.6009 -> 591.6009
"PIo (36:2), PIp (36:1)",866.5853,589.5853,PI,866.5853 -> 589.5853
"PIo (36:3), PIp (36:2)",864.5696,587.5696,PI,864.5696 -> 587.5696
"PIo (36:4), PIp (36:3)",862.554,585.554,PI,862.554 -> 585.554
"PIo (36:5), PIp (36:4)",860.5383,583.5383,PI,860.5383 -> 583.5383
"PIo (38:1), PIp (38:0)",896.6322,619.6322,PI,896.6322 -> 619.6322
"PIo (38:2), PIp (38:1)",894.6166,617.6166,PI,894.6166 -> 617.6166
"PIo (38:3), PIp (38:2)",892.6009,615.6009,PI,892.6009 -> 615.6009
"PIo (38:4), PIp (38:3)",890.5853,613.5853,PI,890.5853 -> 613.5853
"PIo (38:5), PIp (38:4)",888.5696,611.5696,PI,888.5696 -> 611.5696
"PIo (38:6), PIp (38:5)",886.554,609.554,PI,886.554 -> 609.554
"PIo (40:1), PIp (40:0)",924.6635,647.6635,PI,924.6635 -> 647.6635
"PIo (40:2), PIp (40:1)",922.6479,645.6479,PI,922.6479 -> 645.6479
"PIo (40:3), PIp (40:2)",920.6322,643.6322,PI,920.6322 -> 643.6322
"PIo (40:4), PIp (40:3)",918.6166,641.6166,PI,918.6166 -> 641.6166
"PIo (40:5), PIp (40:4)",916.6009,639.6009,PI,916.6009 -> 639.6009
"PIo (40:6), PIp (40:5)",914.5853,637.5853,PI,914.5853 -> 637.5853
PIo (40:7),926.6792,649.6792,PI,926.6792 -> 649.6792
PIo (42:0),954.7105,677.7105,PI,954.7105 -> 677.7105
PIo (42:1),952.6948,675.6948,PI,952.6948 -> 675.6948
PIo (42:2),950.6792,673.6792,PI,950.6792 -> 673.6792
PIo (42:4),946.6479,669.6479,PI,946.6479 -> 669.6479
PIo (42:6),942.6166,665.6166,PI,942.6166 -> 665.6166
PIp (16:0),574.3087,297.3087,PI,574.3087 -> 297.3087
PIp (18:0),602.34,325.34,PI,602.34 -> 325.34
PIp (20:0),630.3713,353.3713,PI,630.3713 -> 353.3713
PIp (28:0),756.4757,479.4757,PI,756.4757 -> 479.4757
PIp (30:1),782.4914,505.4914,PI,782.4914 -> 505.4914
PIp (32:1),810.5227,533.5227,PI,810.5227 -> 533.5227
PIp (34:1),838.554,561.554,PI,838.554 -> 561.554
PIp (34:4),832.507,555.507,PI,832.507 -> 555.507
PIp (36:5),858.5227,581.5227,PI,858.5227 -> 581.5227
PIp (38:6),884.5383,607.5383,PI,884.5383 -> 607.5383
PIp (40:6),912.5696,635.5696,PI,912.5696 -> 635.5696
PIp (42:2),948.6635,671.6635,PI,948.6635 -> 671.6635
PIp (42:4),944.6322,667.6322,PI,944.6322 -> 667.6322
PIp (42:6),940.6009,663.6009,PI,940.6009 -> 663.6009
Lyso_PS(12:0),442.2128,257.2128,PS,442.2128 -> 257.2128
Lyso_PS(13:0),456.2284,271.2284,PS,456.2284 -> 271.2284
Lyso_PS(14:0),470.2441,285.2441,PS,470.2441 -> 285.2441
Lyso_PS(14:1),468.2284,283.2284,PS,468.2284 -> 283.2284
Lyso_PS(15:0),484.2597,299.2597,PS,484.2597 -> 299.2597
Lyso_PS(15:1),482.2441,297.2441,PS,482.2441 -> 297.2441
Lyso_PS(16:0),498.2754,313.2754,PS,498.2754 -> 313.2754
Lyso_PS(16:1),496.2597,311.2597,PS,496.2597 -> 311.2597
Lyso_PS(17:0),512.291,327.291,PS,512.291 -> 327.291
Lyso_PS(17:1),510.2754,325.2754,PS,510.2754 -> 325.2754
Lyso_PS(17:2),508.2597,323.2597,PS,508.2597 -> 323.2597
Lyso_PS(18:0),526.3067,341.3067,PS,526.3067 -> 341.3067
Lyso_PS(18:1),524.291,339.291,PS,524.291 -> 339.291
Lyso_PS(18:2),522.2754,337.2754,PS,522.2754 -> 337.2754
Lyso_PS(18:3),520.2597,335.2597,PS,520.2597 -> 335.2597
Lyso_PS(18:4),518.2441,333.2441,PS,518.2441 -> 333.2441
Lyso_PS(19:0),540.3223,355.3223,PS,540.3223 -> 355.3223
Lyso_PS(19:1),538.3067,353.3067,PS,538.3067 -> 353.3067
Lyso_PS(20:0),554.338,369.338,PS,554.338 -> 369.338
Lyso_PS(20:1),552.3223,367.3223,PS,552.3223 -> 367.3223
Lyso_PS(20:2),550.3067,365.3067,PS,550.3067 -> 365.3067
Lyso_PS(20:3),548.291,363.291,PS,548.291 -> 363.291
Lyso_PS(20:4),546.2754,361.2754,PS,546.2754 -> 361.2754
Lyso_PS(20:5),544.2597,359.2597,PS,544.2597 -> 359.2597
Lyso_PS(21:0),568.3536,383.3536,PS,568.3536 -> 383.3536
Lyso_PS(22:0,582.3693,397.3693,PS,582.3693 -> 397.3693
Lyso_PS(22:1),580.3536,395.3536,PS,580.3536 -> 395.3536
Lyso_PS(22:2),578.338,393.338,PS,578.338 -> 393.338
Lyso_PS(22:4),574.3067,389.3067,PS,574.3067 -> 389.3067
Lyso_PS(22:6),570.2754,385.2754,PS,570.2754 -> 385.2754
PS (12:0),442.2202,257.2202,PS,442.2202 -> 257.2202
PS (12:0),456.1994,271.1994,PS,456.1994 -> 271.1994
PS (14:0),470.2515,285.2515,PS,470.2515 -> 285.2515
PS (14:1),468.2358,283.2358,PS,468.2358 -> 283.2358
PS (16:0),498.2828,313.2828,PS,498.2828 -> 313.2828
PS (16:1),496.2671,311.2671,PS,496.2671 -> 311.2671
PS (18:0),526.3141,341.3141,PS,526.3141 -> 341.3141
PS (18:1),524.2984,339.2984,PS,524.2984 -> 339.2984
PS (18:2),522.2828,337.2828,PS,522.2828 -> 337.2828
PS (18:3),520.2671,335.2671,PS,520.2671 -> 335.2671
PS (18:4),518.2515,333.2515,PS,518.2515 -> 333.2515
PS (20:0),554.3454,369.3454,PS,554.3454 -> 369.3454
PS (20:1),552.3297,367.3297,PS,552.3297 -> 367.3297
PS (20:2),550.3141,365.3141,PS,550.3141 -> 365.3141
PS (20:3),548.2984,363.2984,PS,548.2984 -> 363.2984
PS (20:4),546.2828,361.2828,PS,546.2828 -> 361.2828
PS (20:5),544.2671,359.2671,PS,544.2671 -> 359.2671
PS (22:0),582.3767,397.3767,PS,582.3767 -> 397.3767
PS (22:1),580.361,395.361,PS,580.361 -> 395.361
PS (22:2),578.3454,393.3454,PS,578.3454 -> 393.3454
PS (22:4),574.3141,389.3141,PS,574.3141 -> 389.3141
PS (22:6),570.2828,385.2828,PS,570.2828 -> 385.2828
PS (22:7),568.3246,383.3246,PS,568.3246 -> 383.3246
PS (24:0),624.3872,439.3872,PS,624.3872 -> 439.3872
PS (26:0),652.4185,467.4185,PS,652.4185 -> 467.4185
PS (26:1),650.4029,465.4029,PS,650.4029 -> 465.4029
PS (28:0),680.4498,495.4498,PS,680.4498 -> 495.4498
PS (28:1),678.4342,493.4342,PS,678.4342 -> 493.4342
PS (28:2),676.4185,491.4185,PS,676.4185 -> 491.4185
PS (30:0),708.4811,523.4811,PS,708.4811 -> 523.4811
PS (30:1),706.4655,521.4655,PS,706.4655 -> 521.4655
PS (30:2),704.4498,519.4498,PS,704.4498 -> 519.4498
PS (30:3),702.4342,517.4342,PS,702.4342 -> 517.4342
PS (30:4),700.4185,515.4185,PS,700.4185 -> 515.4185
PS (32:0),736.5124,551.5124,PS,736.5124 -> 551.5124
PS (32:1),734.4968,549.4968,PS,734.4968 -> 549.4968
PS (32:2),732.4811,547.4811,PS,732.4811 -> 547.4811
PS (32:3),730.4655,545.4655,PS,730.4655 -> 545.4655
PS (32:4),728.4498,543.4498,PS,728.4498 -> 543.4498
PS (32:5),726.4342,541.4342,PS,726.4342 -> 541.4342
PS (34:0),764.5437,579.5437,PS,764.5437 -> 579.5437
PS (34:1),762.5281,577.5281,PS,762.5281 -> 577.5281
PS (34:2),760.5124,575.5124,PS,760.5124 -> 575.5124
PS (34:3),758.4968,573.4968,PS,758.4968 -> 573.4968
PS (34:4),756.4811,571.4811,PS,756.4811 -> 571.4811
PS (34:5),754.4655,569.4655,PS,754.4655 -> 569.4655
PS (34:6),752.4498,567.4498,PS,752.4498 -> 567.4498
PS (36:0),792.575,607.575,PS,792.575 -> 607.575
PS (36:1),790.5594,605.5594,PS,790.5594 -> 605.5594
PS (36:2),788.5437,603.5437,PS,788.5437 -> 603.5437
PS (36:3),786.5281,601.5281,PS,786.5281 -> 601.5281
PS (36:4),784.5124,599.5124,PS,784.5124 -> 599.5124
PS (36:5),782.4968,597.4968,PS,782.4968 -> 597.4968
PS (36:6),780.4811,595.4811,PS,780.4811 -> 595.4811
PS (36:7),778.4655,593.4655,PS,778.4655 -> 593.4655
PS (36:8),776.5801,591.5801,PS,776.5801 -> 591.5801
PS (38:0),820.6063,635.6063,PS,820.6063 -> 635.6063
PS (38:1),818.5907,633.5907,PS,818.5907 -> 633.5907
PS (38:2),816.575,631.575,PS,816.575 -> 631.575
PS (38:3),814.5594,629.5594,PS,814.5594 -> 629.5594
PS (38:4),812.5437,627.5437,PS,812.5437 -> 627.5437
PS (38:5),810.5281,625.5281,PS,810.5281 -> 625.5281
PS (38:6),808.5124,623.5124,PS,808.5124 -> 623.5124
PS (38:7),806.4968,621.4968,PS,806.4968 -> 621.4968
PS (38:8),804.4811,619.4811,PS,804.4811 -> 619.4811
PS (38:9),802.4655,617.4655,PS,802.4655 -> 617.4655
PS (40:0),848.6376,663.6376,PS,848.6376 -> 663.6376
PS (40:1),846.622,661.622,PS,846.622 -> 661.622
PS (40:2),844.6063,659.6063,PS,844.6063 -> 659.6063
PS (40:3),842.5907,657.5907,PS,842.5907 -> 657.5907
PS (40:4),840.575,655.575,PS,840.575 -> 655.575
PS (40:5),838.5594,653.5594,PS,838.5594 -> 653.5594
PS (40:7),834.5281,649.5281,PS,834.5281 -> 649.5281
PS (40:8),832.5124,647.5124,PS,832.5124 -> 647.5124
PS (40:9),830.4968,645.4968,PS,830.4968 -> 645.4968
PS (42:0),876.6689,691.6689,PS,876.6689 -> 691.6689
PS (42:1),874.6533,689.6533,PS,874.6533 -> 689.6533
PS (42:10),856.5124,671.5124,PS,856.5124 -> 671.5124
PS (42:11),854.4968,669.4968,PS,854.4968 -> 669.4968
PS (42:2),872.6376,687.6376,PS,872.6376 -> 687.6376
PS (42:3),870.622,685.622,PS,870.622 -> 685.622
PS (42:4),868.6063,683.6063,PS,868.6063 -> 683.6063
PS (42:5),866.5907,681.5907,PS,866.5907 -> 681.5907
PS (42:6),864.575,679.575,PS,864.575 -> 679.575
PS (42:7),862.5594,677.5594,PS,862.5594 -> 677.5594
PS (42:8),860.5437,675.5437,PS,860.5437 -> 675.5437
PS (42:9),858.5281,673.5281,PS,858.5281 -> 673.5281
PS (44:0),904.7002,719.7002,PS,904.7002 -> 719.7002
PS (44:1),902.6846,717.6846,PS,902.6846 -> 717.6846
PS (44:10),884.5437,699.5437,PS,884.5437 -> 699.5437
PS (44:2),900.6689,715.6689,PS,900.6689 -> 715.6689
PS (44:3),898.6533,713.6533,PS,898.6533 -> 713.6533
PS (44:4),896.6376,711.6376,PS,896.6376 -> 711.6376
PS (44:5),894.622,709.622,PS,894.622 -> 709.622
PS (44:6),892.6063,707.6063,PS,892.6063 -> 707.6063
PS (44:7),890.5907,705.5907,PS,890.5907 -> 705.5907
PS (44:8),888.575,703.575,PS,888.575 -> 703.575
PSo (16:0),484.3035,299.3035,PS,484.3035 -> 299.3035
PSo (18:0),512.3348,327.3348,PS,512.3348 -> 327.3348
PSo (20:0),540.3661,355.3661,PS,540.3661 -> 355.3661
PSo (28:0),666.4706,481.4706,PS,666.4706 -> 481.4706
PSo (30:0),694.5019,509.5019,PS,694.5019 -> 509.5019
PSo (30:1),692.4862,507.4862,PS,692.4862 -> 507.4862
PSo (32:0),722.5332,537.5332,PS,722.5332 -> 537.5332
PSo (32:1),720.5175,535.5175,PS,720.5175 -> 535.5175
PSo (34:0),750.5645,565.5645,PS,750.5645 -> 565.5645
PSo (34:1),748.5488,563.5488,PS,748.5488 -> 563.5488
PSo (34:2),744.5175,559.5175,PS,744.5175 -> 559.5175
PSo (34:2),746.5332,561.5332,PS,746.5332 -> 561.5332
PSo (34:4),742.5019,557.5019,PS,742.5019 -> 557.5019
PSo (36:2),774.5645,589.5645,PS,774.5645 -> 589.5645
PSo (36:3),772.5488,587.5488,PS,772.5488 -> 587.5488
PSo (36:4),770.5332,585.5332,PS,770.5332 -> 585.5332
PSo (36:5),768.5175,583.5175,PS,768.5175 -> 583.5175
PSo (38:0),806.6271,621.6271,PS,806.6271 -> 621.6271
PSo (38:2),802.5958,617.5958,PS,802.5958 -> 617.5958
PSo (38:3),800.5801,615.5801,PS,800.5801 -> 615.5801
PSo (38:3),804.6114,619.6114,PS,804.6114 -> 619.6114
PSo (38:4),798.5645,613.5645,PS,798.5645 -> 613.5645
PSo (38:5),796.5488,611.5488,PS,796.5488 -> 611.5488
PSo (38:6),794.5332,609.5332,PS,794.5332 -> 609.5332
PSo (40:0),834.6584,649.6584,PS,834.6584 -> 649.6584
PSo (40:1),832.6427,647.6427,PS,832.6427 -> 647.6427
PSo (40:2),830.6271,645.6271,PS,830.6271 -> 645.6271
PSo (40:3),828.4811,643.4811,PS,828.4811 -> 643.4811
PSo (40:4),826.5958,641.5958,PS,826.5958 -> 641.5958
PSo (40:5),824.5801,639.5801,PS,824.5801 -> 639.5801
PSo (40:6),822.5645,637.5645,PS,822.5645 -> 637.5645
PSo (40:6),836.5437,651.5437,PS,836.5437 -> 651.5437
PSo (42:1),860.674,675.674,PS,860.674 -> 675.674
PSo (42:2),858.6584,673.6584,PS,858.6584 -> 673.6584
PSo (42:4),854.6271,669.6271,PS,854.6271 -> 669.6271
PSo (42:6),850.5958,665.5958,PS,850.5958 -> 665.5958
PSp (16:0),482.2879,297.2879,PS,482.2879 -> 297.2879
PSp (18:0),510.3192,325.3192,PS,510.3192 -> 325.3192
PSp (20:0),538.3505,353.3505,PS,538.3505 -> 353.3505
PSp (28:0),664.4549,479.4549,PS,664.4549 -> 479.4549
PSp (30:1),690.4706,505.4706,PS,690.4706 -> 505.4706
PSp (32:1),718.5019,533.5019,PS,718.5019 -> 533.5019
PSp (34:4),740.4862,555.4862,PS,740.4862 -> 555.4862
PSp (36:5),766.5019,581.5019,PS,766.5019 -> 581.5019
PSp (38:6),792.5175,607.5175,PS,792.5175 -> 607.5175
PSp (40:2),828.6114,643.6114,PS,828.6114 -> 643.6114
PSp (40:6),820.5488,635.5488,PS,820.5488 -> 635.5488
PSp (42:2),856.6427,671.6427,PS,856.6427 -> 671.6427
PSp (42:4),852.6114,667.6114,PS,852.6114 -> 667.6114
PSp (42:6),848.5801,663.5801,PS,848.5801 -> 663.5801
TAG(48:0)_FA 16:0,824.8,551.8,TAG,824.8 -> 551.8
TAG(48:0)_FA 16:1,824.8,553.8,TAG,824.8 -> 553.8
TAG(48:0)_FA 18:0,824.8,523.8,TAG,824.8 -> 523.8
TAG(48:0)_FA 18:1,824.8,525.8,TAG,824.8 -> 525.8
TAG(48:1)_FA 16:0,822.8,549.8,TAG,822.8 -> 549.8
TAG(48:1)_FA 16:1,822.8,551.8,TAG,822.8 -> 551.8
TAG(48:1)_FA 18:1,822.8,523.8,TAG,822.8 -> 523.8
TAG(48:1)_FA18:0,822.8,521.8,TAG,822.8 -> 521.8
TAG(48:2)_F A18:0,820.8,519.8,TAG,820.8 -> 519.8
TAG(48:2)_FA 16:0,820.8,547.8,TAG,820.8 -> 547.8
TAG(48:2)_FA 16:1,820.8,549.8,TAG,820.8 -> 549.8
TAG(48:2)_FA 18:1,820.8,521.8,TAG,820.8 -> 521.8
TAG(48:3)_FA 16:0,818.8,545.8,TAG,818.8 -> 545.8
TAG(48:3)_FA 16:1,818.8,547.8,TAG,818.8 -> 547.8
TAG(48:3)_FA 18:0,818.8,517.8,TAG,818.8 -> 517.8
TAG(48:3)_FA 18:1,818.8,519.8,TAG,818.8 -> 519.8
TAG(50:0)_FA 16:0,852.8,579.8,TAG,852.8 -> 579.8
TAG(50:0)_FA 16:1,852.8,581.8,TAG,852.8 -> 581.8
TAG(50:1)_FA 18:0,852.8,551.8,TAG,852.8 -> 551.8
TAG(50:1)_FA 18:1,852.8,553.8,TAG,852.8 -> 553.8
TAG(50:2)_FA 16:0,850.8,577.8,TAG,850.8 -> 577.8
TAG(50:2)_FA 16:1,850.8,579.8,TAG,850.8 -> 579.8
TAG(50:2)_FA 18:0,850.8,549.8,TAG,850.8 -> 549.8
TAG(50:2)_FA 18:1,850.8,551.8,TAG,850.8 -> 551.8
TAG(50:3)_FA 16:0,848.8,575.8,TAG,848.8 -> 575.8
TAG(50:3)_FA 16:1,848.8,577.8,TAG,848.8 -> 577.8
TAG(50:3)_FA 18:0,848.8,547.8,TAG,848.8 -> 547.8
TAG(50:3)_FA 18:1,848.8,549.8,TAG,848.8 -> 549.8
TAG(50:4)_FA 16:0,846.8,573.8,TAG,846.8 -> 573.8
TAG(50:4)_FA 16:1,846.8,575.8,TAG,846.8 -> 575.8
TAG(50:4)_FA 18:0,846.8,545.8,TAG,846.8 -> 545.8
TAG(50:4)_FA 18:1,846.8,547.8,TAG,846.8 -> 547.8
TAG(52:0)_FA 16:0,880.8,607.8,TAG,880.8 -> 607.8
TAG(52:0)_FA 16:1,880.8,609.8,TAG,880.8 -> 609.8
TAG(52:0)_FA 18:0,880.8,579.8,TAG,880.8 -> 579.8
TAG(52:0)_FA 18:1,880.8,581.8,TAG,880.8 -> 581.8
TAG(52:1)_FA 16:0,878.8,605.8,TAG,878.8 -> 605.8
TAG(52:1)_FA 16:1,878.8,607.8,TAG,878.8 -> 607.8
TAG(52:1)_FA 18:0,878.8,577.8,TAG,878.8 -> 577.8
TAG(52:1)_FA 18:1,878.8,579.8,TAG,878.8 -> 579.8
TAG(52:2)_FA 16:0,876.8,603.8,TAG,876.8 -> 603.8
TAG(52:2)_FA 16:1,876.8,605.8,TAG,876.8 -> 605.8
TAG(52:2)_FA 18:0,876.8,575.8,TAG,876.8 -> 575.8
TAG(52:2)_FA 18:1,876.8,577.8,TAG,876.8 -> 577.8
TAG(52:3)_FA 16:0,874.8,601.8,TAG,874.8 -> 601.8
TAG(52:3)_FA 16:1,874.8,603.8,TAG,874.8 -> 603.8
TAG(52:3)_FA 18:0,874.8,573.8,TAG,874.8 -> 573.8
TAG(52:3)_FA 18:1,874.8,575.8,TAG,874.8 -> 575.8
TAG(52:4)_FA 16:0,872.8,599.8,TAG,872.8 -> 599.8
TAG(52:4)_FA 16:1,872.8,601.8,TAG,872.8 -> 601.8
TAG(52:4)_FA 18:0,872.8,571.8,TAG,872.8 -> 571.8
TAG(52:4)_FA 18:1,872.8,573.8,TAG,872.8 -> 573.8
TAG(52:5)_FA 16:0,870.8,597.8,TAG,870.8 -> 597.8
TAG(52:5)_FA 16:1,870.8,599.8,TAG,870.8 -> 599.8
TAG(52:5)_FA 18:0,870.8,569.8,TAG,870.8 -> 569.8
TAG(52:5)_FA 18:1,870.8,571.8,TAG,870.8 -> 571.8
TAG(52:6)_FA 16:0,868.7,595.7,TAG,868.7 -> 595.7
TAG(52:6)_FA 16:1,868.7,597.7,TAG,868.7 -> 597.7
TAG(52:6)_FA 18:0,868.7,567.7,TAG,868.7 -> 567.7
TAG(52:6)_FA 18:1,868.7,569.7,TAG,868.7 -> 569.7
TAG(54:0)_FA 16:0,908.9,635.9,TAG,908.9 -> 635.9
TAG(54:0)_FA 16:1,908.9,637.9,TAG,908.9 -> 637.9
TAG(54:0)_FA 18:0,908.9,607.896,TAG,908.9 -> 607.896
TAG(54:0)_FA 18:1,908.9,609.9,TAG,908.9 -> 609.9
TAG(54:1)_FA 16:0,906.8,633.8,TAG,906.8 -> 633.8
