Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PSp (36:5),PS,30235.021682739258,30820.082111358643,42989.04260253906,77690.5048828125,84576.9460144043,41425.9229927063,31624.10270690918,29762.202213287354,77896.24575805664,77606.16497802734,57939.66372680664,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PSp (38:6),PS,44688.92350769043,57607.40375137329,55872.94354248047,108331.1851196289,117405.54870605469,80343.82557678223,43443.523262023926,55392.20363616943,98639.48748779297,116123.98809814453,109536.78729248047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PSp (40:2),PS,24076.161582946777,33879.082611083984,33099.12219238281,422375.39321899414,264297.58013916016,55442.9044342041,41799.523109436035,28258.282108306885,414881.70571899414,144439.73001098633,38613.74267578125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PSp (40:6),PS,23980.74186706543,47837.58280181885,46434.94284820557,130879.42944335938,117643.36688232422,50120.68292236328,29466.80158996582,33054.60260772705,130834.7484741211,95942.82537841797,47747.18313598633,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PSp (42:2),PS,11967.001014709473,22201.961769104004,15219.981185913086,45390.76356506348,50581.1032409668,30998.32204055786,13880.160861968994,24460.941806793213,42951.16296386719,49293.70297241211,48647.683532714844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PSp (42:4),PS,10939.840801239014,25803.7215385437,16629.26117324829,44554.98336791992,44798.5828704834,27769.52209854126,11169.060939788818,21739.82164001465,38019.10290527344,37987.142822265625,35908.28286743164,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",CAR,1785319.7436523438,1880783.5629882812,1919857.3139648438,2175145.5537109375,2337765.953857422,1832881.2912597656,2175415.870361328,2206925.8798828125,2324185.5061035156,2247760.7885742188,3003056.5654296875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d16:1/18:1),SM,77276.7465209961,419913.4501647949,99579.54870605469,117820.10939025879,114206.18893432617,111272.2861328125,95533.8283996582,15275.760997772217,107316.28916931152,114497.029296875,57766.28422546387,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d16:1/22:1),SM,787470.0463867188,16042500.324584961,1222085.2166748047,1322755.6619873047,1378029.596206665,1947161.8707885742,1767955.6807861328,56256.7244720459,1659127.9621582031,2273597.4733581543,37677.30290222168,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d16:1/24:0),SM,290274.3411254883,4987218.501617432,423728.8678894043,456328.27490234375,522513.02920532227,640452.7800292969,598282.5404510498,31146.86208343506,575681.8627929688,686202.8389282227,37166.00288391113,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d16:1/24:1),SM,456118.1713562012,8963254.766998291,709499.6649627686,779349.3681640625,827770.094039917,969097.7961425781,962537.433883667,34826.30319976807,841138.3558654785,1085983.7479858398,37923.60176086426,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/12:0),SM,73835.98425292969,119896.46842956543,85761.80686950684,82078.28607177734,91943.08557128906,95355.48602294922,87782.70614624023,21317.00161743164,82739.76538085938,82197.28573608398,67679.28463745117,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/14:0),SM,73167.48434448242,117342.22692871094,89129.36636352539,99442.60708618164,90440.8664855957,93951.50607299805,85601.18612670898,19336.68145751953,95025.00631713867,89703.84512329102,110543.48829650879,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/16:0),SM,74492.28518676758,397972.19665527344,100665.1457824707,116454.14910888672,116862.06594848633,113155.77029418945,104403.46672058105,17720.6612739563,101051.30670166016,108168.12850952148,58363.00341796875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/18:0),SM,427328.58966064453,7511661.141265869,653926.465713501,895171.0967712402,831811.1346130371,1344190.988647461,1292755.1544799805,61800.78353881836,1261264.8675231934,1647959.2612609863,45767.70330810547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/20:0),SM,608658.4636535645,12972161.630126953,1001449.9672851562,1118465.8458251953,1193372.7640686035,1419877.01953125,1209397.158203125,46360.02328491211,1273527.449142456,1628841.8686523438,40929.26272583008,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/22:0),SM,260827.1423034668,4333278.241638184,405253.45025634766,489325.9677886963,504569.9276123047,550533.756439209,546255.8961029053,29879.12171936035,558161.6658630371,695338.3066558838,41125.7625579834,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/24:0),SM,458496.15197753906,4092647.4506835938,605408.5316619873,1465827.1953735352,1055978.8610839844,704146.1952056885,839788.4093322754,98619.14601135254,1348483.837677002,837130.5003509521,192033.29585266113,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:0/26:0),SM,1321771.4816894531,2813483.0893554688,1619866.0620117188,1719413.1267089844,1756252.6989746094,1537613.7180175781,1824456.5205078125,313665.0187072754,1649704.6306152344,1553115.1119384766,2087250.882446289,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/12:0),SM,96635.30661010742,156266.15029907227,130097.77243041992,130300.97079467773,137249.11163330078,134488.57153320312,119897.83224487305,18982.321323394775,134141.27169799805,135893.12966918945,67735.6449584961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/14:0),SM,73312.44552612305,120381.66802978516,93951.10488891602,104687.68826293945,95933.78741455078,94853.26654052734,92989.40612792969,16718.54122543335,94503.06716918945,98420.98635864258,120409.09121704102,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/16:0),SM,74006.384765625,425152.29638671875,100842.14752197266,120475.0054397583,108396.8078918457,108074.32916259766,100468.6273803711,16712.741283416748,99273.48806762695,107504.72901916504,59609.143493652344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/18:0),SM,444615.2183532715,7800376.215881348,634971.8142089844,820659.3354034424,764250.8228149414,1379689.5279083252,1257406.8803710938,48672.34387969971,1294625.1763916016,1781538.736175537,54731.044174194336,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/18:1)9Z)),SM,438210.0068359375,7664850.999572754,675444.3360900879,868571.6894836426,802366.8094177246,1245633.782775879,1211536.8535461426,56741.923835754395,1314489.960510254,1500085.780303955,51021.42387390137,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/20:0),SM,655190.8738708496,12297736.651062012,1014944.2344360352,1103331.5830688477,1267584.3840942383,1392916.0263061523,1322780.9508666992,45775.30305480957,1258626.8468933105,1702759.6933288574,34164.04275512695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/24:0),SM,468232.4112548828,4228581.0255737305,625292.6758880615,1461245.5213623047,1081082.5696411133,750779.5282897949,811375.6739807129,97842.32591247559,1344862.4555854797,830816.0477142334,189360.31523895264,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/24:1)15Z)),SM,535649.5189208984,5938858.217346191,736245.4084472656,1517174.514465332,1179319.0237426758,879806.6069946289,944257.7020568848,112168.26585388184,1436828.6246643066,957222.9588623047,164868.83058166504,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/26:0),SM,1263752.3518066406,2871460.4619140625,1577648.7253417969,1620589.7272949219,1699920.1787109375,1449199.345703125,1684387.5764160156,327271.33923339844,1585077.1171875,1534772.4384765625,1831536.9545898438,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:1/26:1)17Z)),SM,1171082.5153808594,3050096.928466797,1462072.857788086,1564600.5148925781,1514842.0212402344,1387360.0678710938,1551344.9899902344,280124.21990966797,1425356.8640136719,1345255.7666015625,1599533.0747070312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:2/14:0),SM,71847.3660736084,115919.16891479492,95525.88653564453,102684.86614990234,94670.40734863281,93825.70503234863,101209.04580688477,18257.64130783081,98310.74783325195,92129.10690307617,117159.40803527832,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:2/18:1),SM,364908.68017578125,6278777.609802246,581158.0763549805,807104.129119873,759463.8157348633,1060986.1602172852,1073051.082244873,29242.581741333008,1180481.9966278076,1644354.0101623535,55495.703857421875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:2/20:1),SM,898888.7593383789,18341045.59020996,1333036.1792907715,1693331.7608947754,1811811.1926879883,2570134.7602539062,2237583.9177246094,81876.80433654785,2354503.1831054688,2960454.5907287598,39032.083572387695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:2/22:1),SM,1056576.8041687012,18391337.112609863,1582565.585784912,1915104.4025878906,2094455.1787109375,2281397.798187256,1950745.115814209,69806.86447143555,2204717.4811706543,2786987.816253662,39624.08305358887,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
SM (d18:2/24:1),SM,614607.3165588379,7996700.281463623,835013.3462677002,1734485.5180664062,1369946.0552368164,981419.5638122559,1029593.3963928223,107579.70896911621,1568589.759918213,1115480.6082305908,77614.48603820801,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Stearidonyl carnitine,CAR,5219558.33203125,8513674.33203125,8124765.45703125,7274589.099609375,6504723.85546875,10002261.798828125,6046550.1533203125,8512447.366210938,7607350.7939453125,7297773.1435546875,2097196.5888671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",CAR,7212059.3427734375,12313558.895507812,11967994.829101562,10052384.221679688,9720988.516601562,14425207.583496094,8155545.7587890625,12631110.741699219,11137722.26953125,11453538.203125,2167353.873046875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:0)_FA 16:0,TAG,262860.53857421875,331143.1220703125,620503.9091796875,809222.03125,487444.10888671875,412796.86669921875,334154.70458984375,398009.20556640625,712698.1625976562,500423.2980957031,202921.39306640625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:0)_FA 16:1,TAG,39100.882873535156,38726.86242675781,59990.704193115234,81733.52590942383,48744.743896484375,56126.56378173828,45552.82312011719,47885.82388305664,68616.9849243164,48759.00375366211,24707.72152709961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:0)_FA 18:0,TAG,53814.34375,61514.823669433594,121356.90747070312,180922.0714416504,106195.14813232422,76055.80526733398,62502.86437988281,79583.48553466797,134509.64764404297,101630.64758300781,36733.30258178711,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:0)_FA 18:1,TAG,41759.70300292969,42113.722915649414,45741.123931884766,69247.88429260254,33373.64205932617,50345.684005737305,46333.94314575195,45933.64437866211,50687.08363342285,37313.52290344238,17451.48129272461,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:0)_FA 18:2,TAG,21843.841537475586,26457.521560668945,26580.26206970215,28371.261947631836,28516.581970214844,33197.26208496094,32919.962326049805,26158.381927490234,23490.961463928223,22817.901596069336,24623.141876220703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:1)_FA 16:0,TAG,157872.95190429688,181985.89111328125,422100.0478515625,581669.1052246094,318156.0256347656,246380.37573242188,183851.8916015625,266280.5388183594,426034.73107910156,291070.9647216797,111901.38842773438,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:1)_FA 16:1,TAG,271641.59912109375,318934.4638671875,618380.6762695312,810532.0419921875,487655.2155761719,424723.7021484375,330793.44677734375,396914.0849609375,732845.1494140625,503328.27197265625,194068.1337890625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:1)_FA 18:1,TAG,70830.16577148438,69838.36529541016,164844.45013427734,195362.65447998047,112911.60708618164,97759.9468383789,81265.36608886719,102526.86749267578,154974.58990478516,109140.32873535156,46774.5237121582,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:1)_FA 18:2,TAG,41200.26290893555,41071.22344970703,52490.16344451904,65898.2241973877,43075.222984313965,50911.28396606445,51772.46405029297,44427.28282165527,53952.98369598389,40241.542419433594,21580.621459960938,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:1)_FA18:0,TAG,36213.14237976074,33740.102600097656,78466.46627807617,105691.62573242188,61346.58396911621,50947.2236328125,40248.28254699707,51179.642669677734,70746.40617370605,58599.36422729492,23749.781707763672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:2)_F A18:0,TAG,34484.50244140625,34009.62258911133,40332.54246520996,54262.763748168945,29540.162315368652,45687.56314086914,37220.84270477295,41656.1432800293,36892.06233215332,33731.10234451294,19507.101570129395,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:2)_FA 16:0,TAG,142297.03002929688,146760.88989257812,222359.15478515625,273253.4990234375,182051.953125,173777.51123046875,149367.8310546875,179013.57202148438,212955.15551757812,176656.61083984375,124294.44946289062,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:2)_FA 16:1,TAG,158858.11108398438,180795.37329101562,443143.83740234375,629521.5753173828,329364.0300292969,254368.02001953125,205606.27392578125,267900.01953125,430564.0139160156,311774.52282714844,113284.14721679688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:2)_FA 18:1,TAG,45150.28317260742,37253.76239013672,95176.10653686523,109667.90783691406,67803.14587402344,59546.32450866699,45502.36349487305,56073.06425476074,77729.1069946289,66366.50466918945,28836.48178100586,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:2)_FA 18:2,TAG,94822.58679199219,103091.7861328125,249492.23278808594,291162.15966796875,245562.60076904297,140095.72973632812,118560.72772216797,149038.13256835938,214925.65197753906,183946.4740600586,63277.48425292969,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:3)_FA 16:0,TAG,25138.281768798828,25810.661750793457,27531.602127075195,30803.24225616455,25452.061920166016,36221.90263366699,27955.781784057617,26311.962020874023,26165.902053833008,24838.10189819336,21828.9214553833,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:3)_FA 16:1,TAG,138217.02954101562,156969.23168945312,233867.39916992188,277998.94140625,181938.43359375,177752.99267578125,153400.3310546875,181771.1328125,205636.5556640625,171759.13134765625,126884.00854492188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:3)_FA 18:0,TAG,18406.28133392334,15990.021202087402,20543.621490478516,20901.02143096924,18334.041088104248,26493.921966552734,21853.601760864258,18269.821182250977,18831.141315460205,16306.021263122559,26828.741706848145,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:3)_FA 18:1,TAG,32463.162200927734,31680.26222229004,46208.34371948242,56820.12390136719,30714.821983337402,42732.483657836914,34725.962463378906,41988.942779541016,40354.72314453125,37327.042907714844,20756.80153656006,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(48:3)_FA 18:2,TAG,48806.08367919922,49885.64291381836,131228.13159179688,154573.3921508789,109185.86608886719,76641.1061706543,58925.34451293945,80133.76593017578,102198.22525024414,81998.96594238281,35137.30227661133,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:0)_FA 16:0,TAG,240381.8759765625,303502.65966796875,376303.9677734375,448152.25146484375,296770.0419921875,323699.203125,291660.66064453125,304379.90234375,413042.64599609375,327301.341796875,227623.57763671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:0)_FA 16:1,TAG,75151.32531738281,84187.12561035156,84471.58642578125,99523.78662109375,78775.8857421875,91383.42639160156,81122.32604980469,79695.1259765625,86888.04675292969,75913.76513671875,71715.80505371094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:1)_FA 18:0,TAG,166514.1513671875,224755.15600585938,323374.6630859375,457339.9519042969,261214.7039794922,304363.48388671875,230790.9169921875,238066.4150390625,396710.7644042969,280582.22021484375,107111.12768554688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:1)_FA 18:1,TAG,40434.902923583984,40783.52325439453,59214.5842590332,78435.16638183594,44180.46292114258,65576.38467407227,46856.36380004883,46633.14340209961,68297.26516723633,49295.18371582031,28582.96209716797,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:1)_FA 18:2,TAG,22614.46156311035,24117.301681518555,24044.14210510254,24743.241653442383,27980.701972961426,34018.40200805664,26384.401664733887,23939.301513671875,22641.7216796875,18211.98122406006,18597.181327819824,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
TAG(50:2)_FA 16:0,TAG,172658.37255859375,342745.86474609375,409741.2547607422,608998.8776855469,319614.4079589844,438470.15490722656,303355.95703125,298047.12243652344,495621.1770019531,369056.0252685547,106504.26745605469,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
