lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
PEo (42:6),-0.0012812521021564058,7.754658674870426,7.563583949377062e-6,0.9978056629811526,0.9998952798792559,PE,141706.29022216797,114357.84796142578,111707.92922973631,101329.38775634766,124135.28912353516,119256.41015625,119720.26852416992,103557.54833984376,112056.08792114258,124321.7060546875
PEp (16:0),-0.058523525628359385,8.826474852428342,0.015756418049932108,0.9001082736367494,0.9998952798792559,PE,255020.06353759769,217841.6905517578,350705.28479003906,263159.78216552734,251169.0972290039,222606.99530029297,219816.8980102539,418059.7351074219,263602.8385925293,54986.14303588867
PEp (20:0),-0.08229440697925225,6.348232244432294,0.03113203952943877,0.8599461318252171,0.9998952798792559,PE,56272.94403076172,47258.643005371094,20454.341537475582,36302.02197265625,53882.94369506836,55237.90423583984,63896.864807128906,6040.200435638428,35550.462493896484,64054.60452270508
PEp (28:0),-0.01515427831346499,6.219483984520246,0.0010576448929811022,0.974056208207104,0.9998952798792559,PE,46402.94329833984,40028.06280517578,36550.46223449707,36277.42248535156,46192.26335144043,46191.18322753906,41532.602630615234,34385.74272155762,31737.622192382812,45536.66323852539
PEp (30:0),0.016080814417444893,6.482294502418288,0.0011919063312006983,0.9724593073479258,0.9998952798792559,PE,56659.784423828125,53178.0439453125,49401.16394042969,41447.10321044922,55023.144134521484,61388.58404541016,43204.04296875,47735.783294677734,38488.02279663086,42990.90328979492
PEp (30:1),0.05522133364734505,6.567918249520677,0.01406866373736193,0.905583234800079,0.9998952798792559,PE,58232.22479248047,50142.84408569336,51883.00439453125,46060.7633972168,57859.1643371582,54773.24407958984,47992.68344116211,41499.28289794922,43364.14309692383,62109.14465332031
PEp (32:1),-0.043950569361047534,6.738889355361594,0.008889483752113847,0.924883512701004,0.9998952798792559,PE,66854.74404907227,54412.46435546875,61264.88458251953,46339.44268798828,64988.123779296875,62870.92404174805,60323.3044128418,54781.18382263184,48193.4231262207,61631.52438354492
PEp (34:4),-0.15171951955656385,6.479608028701462,0.10559513654584407,0.7452158464828943,0.9998952798792559,PE,56597.483825683594,45841.78366088867,45115.603271484375,34504.2825012207,54545.88415527344,51968.20330810547,42986.44296264648,39328.44274902344,58340.34411621094,53312.76406860352
PEp (36:5),-0.06053335848735246,7.155793693743714,0.016855624154004545,0.8967015510859017,0.9998952798792559,PE,88505.90643310547,73715.524658203125,73882.00451660156,63465.584716796875,83961.745849609375,89037.32531738281,75987.58465576172,64709.94467163086,71942.52517700195,88156.58575439453
PEp (36:6),0.2637726585934619,8.020989453939102,0.32231183730255,0.5702216165693987,0.9998952798792559,PE,211815.05657958984,136512.46783447266,196287.39443969727,133271.5888671875,128701.32873535156,119788.86865234376,249197.61590576172,104069.82800292967,98205.20733642578,67523.58465576172
PEp (40:7),-0.03584927118614877,7.718685146636279,0.005915891334552725,0.938691298514681,0.9998952798792559,PE,139920.40838623047,109352.86846923828,136445.169921875,100773.98693847656,108454.04815673828,116515.06927490234,186654.4956665039,102622.2866821289,101637.38659667967,63073.764892578125
PEp (42:0),0.14579470561395144,6.847943284669895,0.09826152322546022,0.7539259330582512,0.9998952798792559,PE,85472.26599121094,62200.925048828125,69371.92462158203,49023.563873291016,67671.54431152344,62738.484375,57738.18438720703,57994.904541015625,50124.08404541016,65286.44451904297
PEp (42:4),0.035674931756214286,6.65075190028877,0.005869017546501709,0.9389341905830079,0.9998952798792559,PE,67722.06481933594,51640.38397216797,55543.1044921875,47769.10400390625,62150.42395019531,55461.56399536133,55328.88342285156,48559.38348388672,46814.043518066406,55964.783630371094
PG (14:0),0.007907390444017484,7.155577649295126,2.8814900929319265e-4,0.9864565979751385,0.9998952798792559,PG,91191.6474609375,62724.744140625,98580.30694580078,77553.60552978516,89092.84759521484,86966.28625488281,86250.64630126953,75101.62530517578,67410.04513549805,50930.9035949707
PG (18:4),0.11881159708059771,6.884481124815423,0.06521972493260364,0.7984284362762072,0.9998952798792559,PG,83605.90576171875,58997.643127441406,58279.484130859375,70194.98486328125,70874.26434326172,68988.00497436523,77864.28503417969,43407.50328063965,50610.84323120117,61716.084716796875
PG (20:0),-0.042567055600456816,6.941809133697458,0.008339043011346803,0.927239629168587,0.9998952798792559,PG,79647.06494140625,57828.26431274414,73174.98498535156,62700.984924316406,71234.06494140625,84153.34555053711,82781.88632202148,51911.16345214844,58910.64392089844,52910.88430786133
PG (22:2),-0.10376679398618481,6.86392901723154,0.049468155757608656,0.8239913197080811,0.9998952798792559,PG,81775.78591918945,61614.3232421875,55461.843673706055,50480.50378417969,69647.88473510742,69045.94515991211,89776.64556884766,49668.48336029053,54714.383377075195,55415.843673706055
PG (24:0),0.13557366235107846,7.237633101184607,0.08495116465087449,0.7706966024656922,0.9998952798792559,PG,108425.7279663086,60099.38528442383,95325.42694091795,105818.68759155272,75010.72607421875,95667.9059753418,101553.74723815918,53127.10417175293,90617.20492553712,44715.28372192383
PG (24:1),-0.002979416628720477,7.558203390878576,4.089750427738181e-5,0.9948974707321888,0.9998952798792559,PG,107814.70776367188,102523.80712890624,101890.18725585938,107324.7078857422,109177.02758789062,112716.06787109376,106247.08801269533,95172.46716308594,96555.606689453125,89024.44677734375
PG (26:0),-0.09891118487569865,6.916382535471211,0.044953348695173645,0.8320898337800782,0.9998952798792559,PG,67901.64450073242,53811.32443237305,69080.32556152344,58074.4436340332,66235.84509277344,84886.80572509766,74311.68463134766,46195.34280395508,58374.72375488281,77219.28582763672
PG (28:0),0.08366751817616587,10.384486027043305,0.03231982456600235,0.8573275210140937,0.9998952798792559,PG,816771.732421875,736989.5354614258,727348.2096557617,786074.7878417969,718908.9151000977,670174.6101074219,650422.0460205078,680955.0684814453,826968.3687744141,642308.7884521484
PG (28:1),-0.009326650406041125,6.981838901492193,4.006873723483295e-4,0.9840296701000482,0.9998952798792559,PG,76626.22595214844,65540.96484375,68795.524658203125,66357.14373779297,69539.72497558594,81051.105224609375,73453.96551513672,59529.964416503906,61926.12438964844,66218.52410888672
PG (28:2),0.015864729548154766,6.643318459687574,0.0011600838499816746,0.9728293024138231,0.9998952798792559,PG,56898.7239074707,48334.52359008789,49241.383361816406,48001.30319213867,53529.94366455078,50906.14373779297,60729.04376220703,38068.5224609375,44777.60345458984,85055.92672729492
PG (30:0),0.006662288533976144,7.2382510293124955,2.0454301102290628e-4,0.9885891609741267,0.9998952798792559,PG,87563.66687011719,73238.14440917969,99541.10772705078,82987.365234375,81537.986083984375,98035.7862548828,80108.8060913086,68573.1455078125,90816.98699951172,63750.92449951172
PG (30:1),0.0647677687270337,6.47443527101058,0.019357676645313404,0.8893459462378384,0.9998952798792559,PG,56729.98385620117,48126.76364135742,55123.92353820801,45026.883209228516,52076.263427734375,56070.34362792969,50230.44332885742,41905.222747802734,41835.14291381836,40275.58282470703
PG (30:2),0.056385504924775585,6.5969065744771465,0.014668567639091634,0.9036008494837205,0.9998952798792559,PG,67671.5845336914,55108.96371459961,52014.78283691406,42471.76290893555,63196.82540893555,57632.56311035156,56427.523529052734,40607.882720947266,41277.02262878418,52244.96357727051
PG (30:3),0.14184499593867037,6.7713355009856615,0.0930020898138082,0.7603947590322542,0.9998952798792559,PG,80264.76602172852,49391.28369140625,64444.065200805664,61979.42498779297,62836.44418334961,65559.02520751953,58737.66400146485,45472.78323364258,54388.44338989258,53280.26364135742
PG (30:4),0.053156154043766474,6.391864755217481,0.013035317668169455,0.9091011972655214,0.9998952798792559,PG,55495.7236328125,43390.92321777344,44866.08331298828,44173.02355957031,47431.04391479492,51552.944091796875,45182.62298583984,35421.26232910156,44195.46307373047,45092.143463134766
PG (32:0),0.10041369838741587,7.492124921574582,0.046567899165438575,0.8291467925017292,0.9998952798792559,PG,110267.2474975586,94173.0069580078,120860.2699584961,103335.9873046875,102661.30920410156,122131.96990966795,90913.38623046876,78924.9262084961,97710.2476196289,68149.18524169922
PG (32:1),0.06972051697545399,6.958156210227744,0.02243453540381779,0.8809369063583551,0.9998952798792559,PG,74876.6849822998,61783.06478881836,95037.5283203125,66439.16555786133,68470.18572998047,75817.4644165039,76655.34420776367,68881.66543579102,59248.243103027344,39920.783111572266
PG (32:2),-0.10273726562088652,9.515430342798364,0.04849552412451885,0.82570216274932,0.9998952798792559,PG,421410.26861572266,265542.63287353516,625595.9060668945,428424.1611328125,392078.50762939453,398096.94775390625,512530.8069458008,582529.606628418,395898.5482788086,62236.564208984375
PG (32:3),0.10619892523340016,6.708124174714853,0.052093380544448564,0.8194598658157088,0.9998952798792559,PG,72947.80572509766,57634.34423828125,61466.68438720703,54548.10339355469,63209.6640625,65859.7043762207,58968.36376953125,49142.40414428711,46723.10299682617,43656.64297485352
PG (32:4),0.16532445428574524,6.939199378675903,0.12639873879425073,0.722195568102507,0.9998952798792559,PG,78420.94567871094,67730.86389160156,70689.12478637695,82292.44641113281,71272.84426879883,69176.14544677734,57781.50408935547,64012.52453613281,66856.82427978516,43767.94314575195
PG (34:0),-0.03555187534040942,6.900525025430979,0.00581803363365907,0.9391994909711956,0.9998952798792559,PG,75389.54537963867,57950.66375732422,75363.00567626953,59227.40447998047,66877.004150390625,83671.3861694336,68513.7046508789,54289.243560791016,64896.94482421875,49477.183349609375
PG (34:1),0.018449852792289192,7.292085723123788,0.001569110292393816,0.9684024628642669,0.9998952798792559,PG,98759.027587890625,75341.0654296875,104941.1082763672,83637.0458984375,97016.3271484375,110687.7080078125,94483.4663696289,71242.86572265625,70110.50451660156,58451.984619140625
PG (34:2),0.09327129056329277,6.780390021733248,0.04017146580827102,0.8411457017229005,0.9998952798792559,PG,72865.54510498047,59468.704833984375,66565.54452514648,59144.984619140625,62951.82421875,66409.44396972656,70047.14520263672,53909.764251708984,46673.04379272461,45983.30322265625
PG (34:3),0.010509214492723813,6.777752243793215,5.089937102411568e-4,0.9820005419764363,0.9998952798792559,PG,72847.94598388672,58371.244567871094,59765.58447265625,55731.06414794922,72619.38543701172,65866.825439453125,62880.80453491211,51316.90350341797,50856.38357543945,50424.14373779297
PG (34:4),0.027278408861066937,6.6846966408462665,0.003430754892860932,0.9532924983676121,0.9998952798792559,PG,65700.20458984375,51828.84368896485,58445.26416015625,57604.16400146485,59670.64373779297,65237.984802246094,56091.543365478516,51233.14318847656,51276.02380371094,45698.94369506836
PG (34:5),0.11575201364147837,7.490274932504533,0.061901385178771307,0.8035155763311163,0.9998952798792559,PG,136217.45016479492,106144.8264465332,89846.84503173828,94560.66693115234,114854.7078552246,113787.20703125,96956.06671142578,81746.66543579102,82222.4260559082,70728.80438232422
PG (34:5)_2,0.08031298904636736,7.396835100319009,0.029776793428254678,0.8629976603497428,0.9998952798792559,PG,120037.7671508789,94973.30615234376,87226.1467590332,90437.16638183594,109379.72705078124,116243.6484375,92314.26574707033,68555.92572021484,75991.68591308594,70120.16534423828
PG (34:6),-0.461957105685791,7.2532521704106045,0.9676931078320195,0.32525618575827686,0.9998952798792559,PG,82189.62564086914,61685.084411621094,88466.5267944336,61463.224182128906,70648.46466064453,76898.20538330078,68447.42443847656,56236.7038269043,205641.6192626953,49891.1640625
PG (36:0),-0.037439451607661926,7.930016751836017,0.00645210111315464,0.935978797664624,0.9998952798792559,PG,163240.29028320312,133486.2294921875,120362.70886230467,120062.92929077148,155276.81091308594,160520.53149414062,145426.36944580078,104161.4268798828,119120.2685546875,112770.00897216795
PG (36:1),-0.3826466583095421,8.704412728836338,0.6661637128727307,0.4143923172330878,0.9998952798792559,PG,319739.82080078125,168404.01171875,166981.65258789062,166357.49145507812,327750.125,465343.634765625,241880.8974609375,163990.11303710938,152643.41088867188,142614.4111328125
PG (36:2),-0.42390983491476825,8.335669326838072,0.8161966016405131,0.36629454212714285,0.9998952798792559,PG,224894.81396484375,156952.45068359375,136565.0096435547,124319.60900878906,210270.61474609375,295363.35888671875,291566.50341796875,135456.6688232422,147769.42932128906,75807.625
PG (36:3),0.03796662426790554,6.782959975361425,0.006647694053754094,0.935017770084491,0.9998952798792559,PG,72386.58462524414,59820.203552246094,62004.74420166016,58023.80438232422,64602.94482421875,65802.70471191406,74620.64590454102,51583.30340576172,48415.143463134766,47194.82287597656
PG (36:4),0.01909975958704533,7.026002896278195,0.0016816115579558755,0.9672899507624207,0.9998952798792559,PG,84260.36657714844,71186.665283203125,70165.92352294922,65921.06439208984,81562.94561767578,79938.54602050781,73942.565673828125,60300.664306640625,60757.76446533203,64116.624450683594
PG (36:5),0.053091379600877564,6.623653810927997,0.013003749541098841,0.909210853693083,0.9998952798792559,PG,63652.20468139648,56045.08367919922,55682.70397949219,51790.00421142578,60590.14431762695,64185.924560546875,54459.46401977539,45094.44317626953,46931.08288574219,42303.02325439453
PG (36:6),0.06133199048534953,6.667418433640662,0.017357218927941176,0.8951845682201044,0.9998952798792559,PG,70225.76593017578,54638.98431396485,63869.40368652344,51691.30374145508,63522.98452758789,65156.74542236328,56194.36380004883,50280.56369018555,49347.50354003906,35202.042388916016
PG (36:7),-0.06054656188482024,6.966458327850327,0.01686291988661992,0.8966793231761937,0.9998952798792559,PG,77981.225830078125,60613.324645996094,76128.12466430664,68683.0655670166,71985.40545654297,77834.86557006836,81653.72518920898,66273.86456298828,66902.44519042969,40557.30270385742
PG (36:8),-0.1613760563590769,8.963772721797312,0.11943658019299619,0.7296463688277489,0.9998952798792559,PG,292627.7795410156,193368.9156494141,387173.6243286133,277586.10552978516,296234.89935302734,296965.7359008789,341300.18225097656,369803.4525146485,271330.4959716797,56242.584411621094
PG (38:0) | PGp (40:6),-0.2457553461958172,8.16744941312687,0.2762047713094944,0.5991996028277726,0.9998952798792559,PG,167925.13342285156,124772.2085571289,198558.65600585935,141366.56799316406,171645.53173828125,186674.55206298828,231502.2156982422,186827.71124267575,146874.11010742188,45743.74346923828
PG (38:1),-0.29102090556427135,7.541289220530795,0.38668705021382266,0.5340459896670938,0.9998952798792559,PG,105921.36688232422,90607.34552001952,106595.76861572266,87448.78564453125,115862.64855957033,144494.67224121094,154156.64916992188,97556.76593017578,82408.92608642578,49655.80303955078
PG (38:2),-0.42717283385604293,8.085538050658744,0.828693934653302,0.3626504634677121,0.9998952798792559,PG,143769.7691040039,135439.39141845703,174621.65255737305,98696.74505615234,162822.4302368164,183788.25427246097,293659.70428466797,161890.5516052246,116573.74868774414,48587.86279296875
PG (38:3),-0.34121088788699844,7.101490844380648,0.5305504882230707,0.46637551473976635,0.9998952798792559,PG,79688.54602050781,70741.84423828125,67800.78381347656,58550.32345581055,84256.14660644531,103815.64666748048,123004.24932861328,67932.84490966797,58492.764587402344,45920.02325439453
PG (38:4),-0.14428421656446544,7.5168144322396175,0.09552575299630917,0.7572664480135579,0.9998952798792559,PG,126488.54956054688,90277.52606201172,90394.206787109375,92182.96667480467,124769.32934570312,152429.77026367188,108377.70751953124,80060.46661376953,85231.92596435547,61057.764404296875
PG (38:5),0.06560406301828026,6.92856211834072,0.019861646679828482,0.8879241720378909,0.9998952798792559,PG,80117.82525634766,63794.76446533203,72651.28466796875,68546.224853515625,71816.18493652344,80462.56622314453,73143.405517578125,56772.623291015625,55807.964416503906,46921.72302246094
PG (38:6),0.0429578140011384,7.072589653562822,0.00851156722558244,0.9264929337334148,0.9998952798792559,PG,93351.48645019533,65490.14456176758,93411.406494140625,67631.82458496094,80243.22497558594,83531.10577392578,85172.24615478516,71672.02618408203,62291.72412109375,41587.902740478516
PG (38:7),-0.21495604252793668,8.671144637178038,0.2115388417551003,0.6455639401140484,0.9998952798792559,PG,229901.9549560547,161570.07202148438,350485.86111450195,182212.89190673828,235963.1780395508,212291.11590576172,296591.3388977051,379159.5712585449,182919.5133666992,47670.643798828125
PG (38:8),-0.1067854319735721,6.980827959967724,0.052383783782488536,0.8189660411251681,0.9998952798792559,PG,75823.2456665039,69245.04504394531,70308.88424682617,64020.744689941406,72259.22421264648,81806.74505615234,94550.08639526369,65800.88488769531,58871.284118652344,43721.88293457031
PG (38:9),-0.20096587188816234,7.3849859679393095,0.1849819075009692,0.6671263691823808,0.9998952798792559,PG,95750.58721923828,78785.52627563477,112607.68743896484,75827.7045288086,100570.40673828124,102260.98614501952,146055.21295166016,95365.22686767578,71459.66516113281,48835.36358642578
PG (40:0) | PGp (42:6),0.051127761822257936,9.170357692771562,0.012059796625180752,0.9125544249952912,0.9998952798792559,PG,359981.8244628906,318848.20373535156,273436.478515625,273960.65966796875,323370.88092041016,299949.12396240234,297352.64123535156,263359.6002807617,277818.64178466797,414513.41119384766
PG (40:0) | PGp (42:6)_2,0.04494825805067136,9.065029396031603,0.009319398321167682,0.9230940649051869,0.9998952798792559,PG,327849.5430908203,292347.3389892578,255408.5947265625,264658.8729248047,298972.8729248047,283724.8239135742,277558.0202636719,243686.5756225586,261725.3572998047,379299.68127441406
PG (40:1),0.03042571778458709,6.629639632923732,0.004268409890983094,0.9479088134097315,0.9998952798792559,PG,67263.86441040039,50071.84387207031,63952.144958496094,47450.92346191406,61322.64392089844,67440.464111328125,54508.624572753906,45627.543060302734,47570.143157958984,39614.50277709961
PG (40:10),0.3951189755038331,9.13810050002423,0.724430410119794,0.39469448835429943,0.9998952798792559,PG,384750.243347168,132398.00854492188,845022.247467041,280562.9995727539,310347.1228027344,266139.2975769043,440369.03125,260231.59881591797,233162.5552368164,41414.763244628906
PG (40:2),0.17571899536928925,8.348322978418947,0.14282611412272672,0.7054874811414025,0.9998952798792559,PG,235470.77667236328,115554.06912231444,335838.4853210449,147535.951171875,205937.39331054688,232124.9974975586,240617.85546875,104503.00756835938,126271.88916015624,82514.9857788086
PG (40:3),0.034773679098307156,6.840876115613607,0.0055761705317536325,0.9404742853253253,0.9998952798792559,PG,76191.64556884766,65587.74530029297,61867.403869628906,60491.684020996094,72138.905517578125,77787.4658203125,62706.44451904297,56021.24395751953,51627.88348388672,45485.20330810547
PG (40:4),-0.20091033383859297,7.397168639149454,0.18487988515516918,0.6672126557918706,0.9998952798792559,PG,125203.9090576172,73237.7451171875,72138.82513427734,84477.045654296875,124583.2686767578,143169.44995117188,89830.14660644531,69679.68518066406,82969.74548339844,62290.7841796875
PG (40:5),-0.24452945842346624,7.913382109968016,0.27346622286358935,0.6010160214269205,0.9998952798792559,PG,189214.67333984375,98597.66650390624,96212.92736816406,116205.888671875,189616.4755859375,238564.677734375,122842.1495361328,92044.56652832033,102873.50744628906,85592.88562011719
PG (40:6),-0.4040666791763756,10.342861159699723,0.7421948917972259,0.3889586819435518,0.9998952798792559,PG,1134166.7529296875,439533.611328125,377455.3442382813,608337.8232421875,1214776.7060546875,1628535.978515625,599473.2802734375,356361.0263671875,513357.11865234375,353904.54736328125
PG (40:7),-0.3138492010808945,7.393034182250372,0.4493467829424843,0.5026453200401267,0.9998952798792559,PG,109157.82763671876,76022.64544677734,83356.36633300781,77835.32458496094,106104.12817382812,127133.4481201172,131037.12994384766,82633.80560302734,88099.34753417969,48032.46319580078
PG (40:8),-0.2892957733649534,7.037334039394237,0.3821342207261863,0.5364632450187219,0.9998952798792559,PG,74316.80572509766,64786.14407348633,75138.02499389648,58737.784423828125,77888.145263671875,88967.74719238281,117788.2489013672,64692.68453979492,64129.004821777344,40546.40286254883
PG (40:9),0.060367228637122274,7.068518731642679,0.016815361159842723,0.896824308439351,0.9998952798792559,PG,81593.3857421875,62658.38494873047,107797.2470703125,67421.0844116211,80412.78503417969,73496.685546875,96233.66680908205,66826.6655883789,59659.784118652344,46388.383697509766
PG (42:0),0.37565253887836825,7.662012609018991,0.654660190903996,0.41845145065099976,0.9998952798792559,PG,189561.2371826172,67832.3440246582,130338.26936340332,146706.37237548828,115512.04943847656,111320.38674926758,115512.82995605467,56446.724060058594,111010.16737365724,68010.10345458984
PG (42:1),-0.03192696801258965,6.554632191643859,0.004692480888763839,0.9453862785548781,0.9998952798792559,PG,54910.44375610352,48594.683349609375,56337.74450683594,54736.624084472656,56569.78471374512,63088.004302978516,55951.32357788086,44489.80303955078,51046.00354003906,31529.662155151367
PG (42:10),0.00834941077333222,6.74107216968048,3.212608820604146e-4,0.9856996807827898,0.9998952798792559,PG,68879.08529663086,53123.06378173828,52832.76388549805,55560.32455444336,69950.98471069336,61197.36407470703,60771.84506225586,45197.04302978515,47537.503494262695,65537.6849975586
PG (42:11),-0.0702836384484701,8.642795949922526,0.02271737029218457,0.8801943663517275,0.9998952798792559,PG,216991.89895629883,187432.17050170896,160206.6521911621,169173.9524230957,242892.83905029297,201742.5787658691,183121.14950561523,161634.6124267578,166181.4921875,425765.8896789551
PG (42:2),-7.129607428708944e-4,6.59916939564685,2.341917479498079e-6,0.9987789718230774,0.9998952798792559,PG,62108.04452514648,46965.04309082031,59099.223205566406,54113.34405517578,59565.60437011719,65217.56439208984,63501.544036865234,41957.342681884766,45722.68322753906,35810.40270996094
PG (42:3),0.17615728479829207,8.054500565940225,0.14353993977056234,0.704786889394623,0.9998952798792559,PG,220453.49542236328,102580.22747802734,184676.6134033203,162115.51239013672,141411.22943115234,159264.60986328125,215268.43395996097,79893.3052368164,138472.52822875977,68653.12451171875
PG (42:4),-0.08161706283027118,6.512159418081195,0.03062289946449681,0.8610843494303275,0.9998952798792559,PG,55963.2038269043,39670.80233764648,67969.06617736816,42449.64309692383,53714.80422973633,54180.544342041016,53544.02340698242,57711.90460205078,47470.62356567383,30665.162048339844
PG (42:5),0.008264379701681158,6.421544063174402,3.1474593805569384e-4,0.985845408280867,0.9998952798792559,PG,59732.40423583984,39687.96212768555,51533.30358886719,44770.422912597656,52614.96401977539,51154.80352783203,49827.58319091797,42491.242614746094,43987.623138427734,34417.342712402344
PG (42:6),-0.019205843715132086,7.310806774319793,0.0016986941182040027,0.9671243225123578,0.9998952798792559,PG,105658.9676513672,78566.76510620117,109208.22689819336,80434.82650756836,95088.34558105467,100334.56671142578,106105.50732421876,90712.60678100586,75026.684326171875,39467.10256958008
PG (42:7),-0.016521036320229963,6.558758857170141,0.0012570112485263962,0.9717174433544223,0.9998952798792559,PG,64392.66424560547,45759.76330566406,52550.043701171875,48609.30310058594,57249.784118652344,61787.684814453125,50958.90377807617,44453.00338745117,49630.9638671875,40694.88275146485
PG (42:8),0.08137201031176075,6.881888633737353,0.030567448857141244,0.8612089001657403,0.9998952798792559,PG,81313.66589355469,58426.36376953125,76391.74569702148,64025.48516845703,72397.08474731445,71885.625244140625,66832.22540283203,57337.16403198242,58270.74383544922,42254.74349975586
PG (42:9),-0.15287716176526314,7.586312527106071,0.10721410062905079,0.7433384113204349,0.9998952798792559,PG,112536.04901123048,107231.66885375977,108513.7671508789,102591.74752807616,115128.6674194336,135043.89166259766,141335.673828125,92942.08770751952,108413.78845214844,41169.52258300781
PG (44:0),-0.06462665997521293,5.911832872951494,0.019208777833171098,0.8897696135519325,0.9998952798792559,PG,37497.342529296875,29381.022003173828,35008.48229980469,31383.36227416992,36659.0625,39060.42266845703,31857.50213623047,29893.882263183594,34140.62243652344,24744.54190063477
PG (44:1),0.0963453237472246,5.884671665590551,0.04286342201862681,0.8359826551026305,0.9998952798792559,PG,39869.24317932129,31131.60206604004,33978.18241119385,31751.201873779297,34236.16271972656,36409.22253417969,31936.56237411499,25182.86168289185,30243.541984558105,28024.14193725586
PG (44:10),-0.19368027633404455,6.70808792126131,0.1718499077578597,0.6784729421977647,0.9998952798792559,PG,75019.96502685547,51835.90432739258,51927.18307495117,43259.36364746094,78219.86584472656,89051.5859375,60193.52444458008,42643.38287353515,46593.80337524414,38662.6628112793
PG (44:12),-0.14663260521125418,6.566936455872122,0.09864971713523119,0.7534560828901314,0.9998952798792559,PG,70893.74499511719,43432.78308105469,42709.36306762695,46312.2431640625,63129.584411621094,94402.06640625,48340.483642578125,33585.5026550293,42899.64324951172,36960.40249633789
PG (44:2),-0.02154079469962068,6.049621939274311,0.002136563241009526,0.9631325321660628,0.9998952798792559,PG,42002.942794799805,36351.96240234375,35662.54256820679,32748.462493896484,39695.98309326172,38770.38278198242,38519.26271820068,30933.522216796875,35797.42272186279,31114.98211669922
PG (44:3),-0.004621599265783451,5.96068761970037,9.839353310781007e-5,0.9920856324154284,0.9998952798792559,PG,41804.962619781494,33163.26206970215,34672.08222579956,30187.46196746826,38283.70246887207,37785.04299163818,34570.922439575195,28057.42183303833,34163.28224182129,27819.921768188477
PG (44:4),0.04068809735670208,5.990055967407097,0.00763499906830134,0.9303706730464003,0.9998952798792559,PG,42994.663024902344,31155.66227722168,37252.70248413086,33523.26232910156,36533.94282531738,37665.702545166016,35826.86231994629,30539.70205688477,33166.36219787598,28805.081985473633
PG (44:5),0.10718102068793925,5.921902675781858,0.053059848795328435,0.8178219588412382,0.9998952798792559,PG,44946.94287109375,33023.262268066406,35485.38265991211,31194.802139282227,34507.822174072266,37953.22282409668,33316.542907714844,28985.422119140625,31009.90234375,22608.84161376953
PG (44:6),0.005813305060345264,6.036724532976137,1.5572093093396688e-4,0.9900436011534477,0.9998952798792559,PG,45148.56329345703,33732.92266845703,35773.90287780762,33014.842376708984,41252.9033203125,40664.16311645508,34859.08248901367,32164.90200805664,32855.98263549805,29619.32179260254
PG (44:7),-0.026316928894374824,6.082924922881682,0.003188665314382888,0.9549687734775384,0.9998952798792559,PG,44898.802978515625,34147.74264526367,38421.242919921875,33340.382263183594,43665.802978515625,41975.58322143555,36995.62266540527,32634.682189941406,34361.982421875,30537.3224029541
PG (44:8),0.06009339025651622,6.074665162159663,0.0166621369760378,0.8972928436780168,0.9998952798792559,PG,46435.10307312012,32788.08201599121,39977.22344970703,37485.542877197266,40206.22254943848,39163.66271972656,37373.22262573242,32170.701919555664,36344.56268310547,27194.722106933594
PGo (20:0),-0.269761529965878,7.021346605841807,0.33250347440662154,0.5641886568595865,0.9998952798792559,PG,114376.78848266602,99179.10736083984,9004.700626373291,1752.1801261901855,106353.24645996094,111833.12884521484,123521.9282836914,7293.420551300049,1648.2601051330566,129101.58911132812
PGo (28:0),0.022225640409540344,6.382755724612619,0.0022771860121792997,0.9619394980099778,0.9998952798792559,PG,50857.20318603515,44760.9430847168,42382.58331298828,49329.743713378906,51344.883880615234,51423.883728027344,43285.28297424317,40643.56301879883,42008.8830871582,39178.362701416016
PGo (30:0),-0.06832021241462138,7.59927300963625,0.02146674932237147,0.8835145689915257,0.9998952798792559,PG,123809.14752197266,79108.62628173828,144128.23057556152,107639.56756591795,121970.80911254884,110258.84930419922,101886.22778320312,135901.11166381836,112289.70913696288,36833.5026550293
PGo (30:1),0.1115478216281205,6.683391042622824,0.05747968481847465,0.8105246813798678,0.9998952798792559,PG,65055.28451538086,57333.80349731445,63989.965423583984,62933.76449584961,65734.34509277344,62013.88436889648,53894.06335449219,53240.38414001465,50412.70373535156,31758.76239013672
PGo (32:0),-0.17005150194458246,6.61985028105271,0.13257835029980924,0.7157735541955018,0.9998952798792559,PG,59870.904205322266,48537.143615722656,51577.30422973633,47509.843505859375,52410.18362426758,67573.68389892578,52174.24380493164,42973.76338195801,70712.22467041016,42436.62286376953
PGo (32:1),0.02068724836264401,6.15920172880721,0.00197275050686585,0.9645730822003526,0.9998952798792559,PG,43894.94357299805,38342.92288208008,41316.342849731445,35941.222747802734,43399.40313720703,44685.443450927734,43116.12322998047,31902.102264404297,31763.241943359375,36412.56280517578
