lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
PE (42:11),0.024997029362708967,9.148876898172727,0.002877143624061773,0.9572227740382343,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,346742.6225585937,283145.6584472656,258766.63671875,237020.95642089844,238649.720703125,336079.50744628906,274845.4053955078,231877.8159790039,239085.26123046875,567797.3109130859
PE (42:2),0.09599452416671217,7.431834227874928,0.04234499561425764,0.8369635480406199,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,117680.9093017578,103222.68853759766,122090.12731933594,101732.84631347656,68732.46490478516,110175.44714355467,86668.9058227539,127458.84686279295,65980.205322265625,54594.463134765625
PE (42:2)_2,0.11618646779090404,7.366908623556327,0.06199520283189486,0.803369786213451,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,112319.08764648438,89643.6879272461,118007.04833984376,106556.0085144043,67236.50393676758,103248.1275024414,78270.70489501953,123858.24884033205,65511.88540649414,50915.143798828125
PE (42:3),-0.11653590051928032,7.225426811606886,0.06274168489881049,0.8022139244887312,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,87045.94512939453,82296.60626220703,74656.765380859375,64348.70471191406,80232.68664550781,112199.82806396484,77081.02587890625,80656.34600830078,72275.46594238281,82177.765625
PE (42:4),-0.0060169057002824895,6.6028579920313355,1.6682285532532148e-4,0.9896948157351746,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,58046.42401123047,57864.52429199219,51978.54415893555,51386.68353271485,46916.50384521485,61524.60412597656,52206.82379150391,57988.724365234375,45284.183197021484,47901.96307373047
PE (42:5),-0.024535531799589515,6.640595489920573,0.0027752535677905144,0.9579863363844049,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,62555.6845703125,61479.06393432617,55426.86389160156,53681.083984375,40450.782958984375,70070.944580078125,52993.403381347656,53321.5234375,47786.64340209961,48342.28338623047
PE (42:6),-0.06343971077073551,6.755990440536464,0.0185712523955317,0.891602793816374,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,67285.26477050781,63977.62438964844,57907.48416137695,54569.403747558594,48987.8235168457,76354.86538696289,61058.74432373047,61370.263916015625,48814.6233215332,51214.32336425781
PE (42:7),0.07083310811439887,6.874311680142188,0.02307213823817733,0.8792696293776511,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,72783.185546875,67896.20495605469,68594.784423828125,57633.584228515625,58357.80419921875,77579.80535888672,59538.92456054688,62347.70440673828,51500.70361328125,62931.244384765625
PE (42:9),0.031433775349588806,7.440940196332173,0.004548747003354947,0.9462279240630455,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,107519.7681274414,89783.24523925781,119554.20770263672,108842.04736328124,74801.06546020508,114205.7494506836,79611.205322265625,127197.9291381836,77644.02557373047,60611.303955078125
PE (44:0),0.028997738476774004,6.217312462222688,0.0038710536065309498,0.950389394194627,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,46133.062911987305,38993.24252319336,37687.82267761231,40903.2229309082,38189.98310089111,50326.54362487793,39747.30229187012,37956.702880859375,32796.22211456299,41320.12312316895
PE (44:1),-1.0298506977198919e-4,6.176410272850513,4.888764948418611e-8,0.99982358332341,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,48105.443534851074,42884.48335266113,33211.82206726074,34496.642486572266,32477.08213043213,49304.54325866699,38533.48267364502,35213.5622253418,31411.482456207275,46303.14366149902
PE (44:12),0.11618041240332679,6.6528257868313725,0.06198680033655535,0.8033828386876903,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,63115.54428100586,60814.26461791992,63058.24493408203,52271.24353027344,45284.84371948242,65093.9642944336,52799.38345336914,54213.16342163086,40281.86251831055,52815.76443481445
PE (44:2),0.043785939137152896,6.234715152835413,0.00882261126537287,0.9251657505687437,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,48847.063720703125,42078.56301879883,37326.122467041016,41859.74298095703,36952.54260253906,48901.08352661133,41608.26330566406,41813.86306762695,31025.142211914062,39921.40255737305
PE (44:3),0.06134483994422113,6.310061008476758,0.017309066165523745,0.8953292216980806,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,53781.003662109375,47251.063079833984,39392.663146972656,39965.14294433594,34507.78244018555,49010.64343261719,42610.843017578125,41338.6828918457,33556.80253601074,49494.123046875
PE (44:4),0.028321615680966177,6.196420593340744,0.003692704259577795,0.9515442740852995,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,46217.0032043457,42603.64315795898,37414.7024230957,41697.40301513672,32990.74230957031,49406.34381103516,39633.10287475586,37149.44256591797,33140.5421295166,39237.1830444336
PE (44:5),0.0379687258048575,6.329814743890048,0.0066351628375969085,0.9350789107862185,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,52107.263916015625,48135.52359008789,41476.62298583984,44645.2431640625,35618.16244506836,55609.72430419922,43227.82318115234,41108.502990722656,34826.722595214844,42072.36312866211
PE (44:6),-0.11328299176198954,6.451884930003112,0.059281696361722425,0.8076348715495807,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,51879.00360107422,51018.64340209961,39126.06280517578,42397.7825012207,42033.2829284668,61859.82421875,44831.20318603516,48250.40319824219,43588.40286254883,50487.563568115234
PE (44:7),0.03748993172877051,6.503957659045875,0.006469035022746539,0.935895019826653,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,55814.10443115234,49461.36349487305,46872.10357666016,54745.50347900391,46005.40362548828,61677.184631347656,47911.22302246094,49767.9033203125,41003.52310180664,42247.16329956055
PE (44:8),0.017041168579545515,6.402871207096139,0.0013373447952744755,0.9708280832315164,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,52956.44409179688,47017.22338867188,46999.82354736328,46520.28317260742,38027.8427734375,53509.16387939453,47816.06359863281,47802.34362792969,36401.6823425293,44680.182678222656
PE (46:1),-0.009619508048542672,5.917779872987235,4.2641638304985463e-4,0.9835249728732317,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,38747.24267578125,36345.42250061035,30332.142250061035,31683.722274780277,26652.742156982426,37962.50276184082,29962.742065429688,34745.62237548828,30614.102081298828,32585.64263916016
PE (52:4),-0.15318345854244164,5.541742059286563,0.10847713422538163,0.7418846023564099,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,30461.942443847656,25062.161849975582,24132.681579589844,22938.481689453125,20333.54136657715,36003.06246948242,25263.92204284668,29815.7223815918,19891.54123687744,21515.601501464844
PEo (18:0),-0.05883895541024538,6.920781437401798,0.015973777577471537,0.8994252670645776,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,75195.80480957031,77633.92565917969,54051.38371276856,86090.86529541016,64943.70495605469,82564.62487792969,48356.383361816406,95847.406982421875,77417.90447998047,12523.880874633787
PEo (18:1),0.09441936747829834,7.8868153877048055,0.040969157322251704,0.8395974679858906,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,158602.2300415039,122476.92971801758,66611.02384567261,274937.6385192871,121009.78741455078,168129.41235351562,17352.401336669922,244741.0719604492,146765.36883544922,2986.280235290528
PEo (20:0),0.16353221933272843,5.904156386350255,0.12262315007501456,0.7262067038017147,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,40041.042572021484,40742.703048706055,38724.642822265625,1850.440143585205,36070.58264160156,36968.5224609375,34761.88259887695,2612.5601692199707,36323.202880859375,50394.444076538086
PEo (28:0),0.015833878770361114,6.686933657091129,0.00115461993846111,0.9728933392692429,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,63986.66418457031,63499.80505371094,58432.163330078125,48085.54341125488,41661.06266784668,66857.26419067383,56953.10321044922,50213.04386901856,45350.2229309082,64770.42544555664
PEo (30:0),0.1484807945139849,10.068667816926345,0.10115120586124249,0.7504524914097146,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,626733.8186645508,455000.4356689453,576084.8134155273,1273750.7508239746,485816.0946044922,602326.8801879883,379120.5016174317,1127907.279876709,454103.3826599121,42619.00257873535
PEo (32:1),0.02041471767545907,7.0145186771085966,0.0019191348465028568,0.9650575048766898,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,75853.8853149414,74267.864990234375,70745.60565185547,68659.60461425781,59904.74444580078,77582.02606201172,72172.28509521484,65487.22454833984,63256.30487060547,74534.8853149414
PEo (32:5),0.07108317769504294,6.462691376936489,0.023234710158249072,0.8788483007546976,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,53400.50442504883,60795.96453857422,46805.18371582031,42115.44345092773,45443.84313964844,54839.8034362793,46099.96353149414,48073.72280883789,42457.5832824707,42055.64291381836
PEo (34:0),-0.07069961877460496,6.83009166935377,0.023068884012218405,0.8792780786530361,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,65457.22470092773,69974.40460205078,61835.984802246094,56280.56362915039,49094.22314453125,70473.32452392578,60793.324645996094,69213.80480957031,56580.74362182617,61414.24447631836
PEo (34:1),0.02587751075983831,7.165158858305048,0.003083209496253403,0.9557188945047116,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,73200.68493652344,80553.64520263672,106589.8076171875,65107.44403076172,60272.403717041016,88872.68566894531,71248.90606689453,83802.906982421875,62263.04397583008,89238.78762817383
PEo (34:2),0.16238897319545104,7.507970530652663,0.12093100928677813,0.7280269204056362,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,108891.08917236328,107043.6278076172,133152.11010742188,101592.7670288086,92836.445556640625,107130.06848144533,84286.545166015625,120799.70852661131,82850.02584838867,64707.64520263672
PEo (34:3),0.04467904646758056,6.659571549034576,0.009186202392811538,0.92364393237669,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,57484.90466308594,67618.66436767578,47562.083251953125,43781.14343261719,62328.14392089844,62402.5244140625,52314.7434387207,55549.34390258789,49794.70388793945,51130.02337646485
PEo (34:4),0.021328323806832153,6.559609451847619,0.002094653796120838,0.9634956522379549,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,58479.184814453125,55940.00427246094,51588.544006347656,42871.7428894043,45886.32293701172,60597.8041381836,53803.06335449219,46162.723205566406,42367.243103027344,54821.24423217773
PEo (36:0),-0.044684447769677955,6.479771654738815,0.009209434562421848,0.9235477356654866,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,54289.54406738281,52963.563720703125,45341.52301025391,45229.48300170898,41163.12274169922,59330.14407348633,49994.48278808594,48667.7434387207,41543.283203125,47888.66329956055
PEo (36:1),0.1476817167484687,7.122394046989251,0.10006344622343027,0.7517535093868324,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,76431.76574707031,93994.16650390624,105679.7280883789,76137.96612548828,66060.06414794922,77646.6852722168,67480.56436157227,90181.7667236328,70191.384765625,46045.10409545898
PEo (36:2),0.4113259194146848,7.475469906506286,0.768828774679605,0.38057962428069375,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,100296.9267578125,112921.82720947266,173537.15338134766,95388.74813842772,91405.28717041016,88423.22662353516,91593.64697265624,98241.52642822266,70779.40533447266,60238.78433227539
PEo (36:3),0.3719734846840083,7.476618887072451,0.6297609001580895,0.4274430308415351,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,100696.9871826172,105139.56744384766,193511.09552001956,102788.56784057616,73165.22476196289,96551.96618652344,86930.32577514648,105171.2678527832,69956.92449951172,54553.723693847656
PEo (36:4),-0.05557162370194479,7.090479633566217,0.01424792542547948,0.9049864471361003,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,81378.62673950195,72804.32510375977,106236.46823120116,58444.88400268555,56807.60443115234,95222.12677001952,79189.66561889648,78640.68637084961,61634.14453125,58951.66506958008
PEo (36:5),-0.18085773010447925,6.806883974455913,0.15130645407015209,0.6972899774317247,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,63926.264709472656,59815.3844909668,75385.804443359375,50145.38333129883,44420.403259277344,79590.08514404297,60611.684143066406,73115.02459716797,55549.04425048828,52111.863830566406
PEo (38:0),0.025335037344540727,9.20364033267643,0.0029554623179137707,0.9566450296678322,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,383186.3036499024,295294.8049926758,341314.2416381836,494076.2807006836,252335.26147460935,378051.5602416992,274026.8442687988,529550.8460083008,244269.28125,98827.6455078125
PEo (38:1),0.07854967342453797,7.219300143757291,0.028367080601356065,0.8662487083964027,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,85975.98712158203,95049.90692138672,86823.70587158203,77584.14562988281,79237.06536865234,96572.30682373048,78046.10479736328,83847.62677001953,67985.86486816406,64799.56494140625
PEo (38:2),0.24722627190903007,7.28797700095631,0.2794942138602323,0.5970329186065341,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,92128.80651855467,90515.62713623048,127150.20770263672,92239.80603027344,71845.06579589844,90720.60614013672,74886.88513183594,88748.9455871582,68604.44448852539,62723.40478515625
PEo (38:3),0.3067358293548486,7.131284367117556,0.4293102629059149,0.512327585913174,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,76704.62469482422,80887.96551513672,136916.41033935547,76127.92590332031,64373.92431640625,82555.08581542969,70056.50476074219,74571.48565673828,56650.32415771485,53738.78381347656
PEo (38:4),-0.05481368123127123,7.7261361876065715,0.013861953934398485,0.9062762078415739,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,124398.29125976562,117253.56768798828,182581.85223388672,100827.88739013672,83645.90628051758,155280.57385253906,119347.7880859375,127507.75073242188,106120.82836914062,57848.88397216797
PEo (38:5),-0.1282145012259703,7.76661178705847,0.075966971441403075,0.7828391286539089,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,109767.1459350586,105052.427734375,213687.83728027344,100836.4460144043,89518.86560058594,170824.51232910156,112015.9285888672,147091.42999267578,115182.98760986328,47719.54364013672
PEo (38:6),-0.18429695454497527,7.968659059548109,0.1571316361469144,0.6918111977605724,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,123169.03021240234,109189.86755371094,272596.5817260742,106280.40716552734,93796.7269897461,211948.2742919922,132721.73052978516,172952.8525390625,126779.82766723631,48624.98318481445
PEo (40:0),-0.22609650577685655,8.570854882955675,0.23666695531846926,0.6266238478076709,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,174776.1739501953,186638.49291992188,395599.3834228516,154034.88897705078,144443.37109375,315270.1842041016,218887.3348388672,264178.88049316406,194472.6951904297,74184.26550292969
PEo (40:2),0.020241220042251228,6.973230804591816,0.0018866602927118947,0.9653542176900093,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,76449.68591308594,69752.38439941406,69678.72454833984,70114.944580078125,57209.94396972656,82492.1254272461,66850.8246459961,70382.40521240234,54739.40380859375,67354.98455810547
PEo (40:3),-0.07289372011979812,7.537294390751619,0.024524846242456988,0.8755568657875765,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,108766.36822509766,91917.6264038086,100672.12701416016,116152.62786865234,98312.94677734376,130340.2109375,90680.4467163086,136067.02905273438,87470.56579589844,62180.68426513672
PEo (40:4),0.12165021909256586,7.404326702003481,0.06795178846243743,0.7943426544093539,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,100833.28759765624,94851.506591796875,136259.24810791016,88499.02600097656,77087.80517578125,106263.0062866211,92255.26623535156,94831.36614990234,76007.88543701172,65576.48498535156
PEo (40:5),0.03671160777364948,8.037263738215044,0.006203680604812689,0.9372207786476979,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,146543.62841796875,137195.9110107422,213344.9549560547,135659.03076171875,117780.38763427734,178015.1524658203,137389.0899658203,155940.41046142578,120341.51013183594,103374.60748291016
PEo (40:6),-2.7060399713795967e-4,10.452092270061026,3.3726246329024434e-7,0.9995366341310904,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,760379.9854125977,720103.0008544922,901165.6768798828,794539.7785644531,655233.33154296875,821650.1892089844,818281.1588745117,874977.5704345703,604285.979309082,704991.9232788086
PEo (42:0),0.05534215887812509,6.774206317027548,0.014090132236436403,0.9055115606692278,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,65596.44482421875,64663.084869384766,63250.46472167969,57328.72448730469,54242.04406738281,73775.60498046875,59225.24420166016,58126.62414550781,46906.00302124024,54419.50369262695
PEo (42:2),0.033913271593001976,7.252458432789854,0.005294274629704887,0.9419956963774676,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,94029.3471069336,82754.30560302734,97542.08712768556,92628.12658691406,70162.18426513672,98808.26763916016,73378.66510009766,105967.02709960938,69393.224853515625,55708.50402832031
PEo (42:4),0.00848511798435435,8.52972376514425,3.316546353744343e-4,0.9854702182169854,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,217147.4961547852,200121.0791015625,178594.9962158203,166375.21124267578,154981.89233398438,215031.19512939453,194828.51489257807,163592.37042236328,162146.7514038086,324055.8346557617
PEo (42:6),0.0012812521031584376,7.7546586748826245,7.563349754491355e-6,0.9978056969534859,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,124135.28912353516,119256.41015625,119720.26852416992,103557.54833984376,112056.08792114258,141706.29022216797,114357.84796142578,111707.92922973631,101329.38775634766,124321.7060546875
PEp (16:0),0.05852352563519165,8.826474852419981,0.015756078793856432,0.900109343405394,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,251169.0972290039,222606.99530029297,219816.8980102539,418059.7351074219,263602.8385925293,255020.06353759769,217841.6905517578,350705.28479003906,263159.78216552734,54986.14303588867
PEp (20:0),0.08229440690067605,6.3482322444927775,0.031131370217963195,0.8599476217924611,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,53882.94369506836,55237.90423583984,63896.864807128906,6040.200435638428,35550.462493896484,56272.94403076172,47258.64300537109,20454.341537475582,36302.02197265625,64054.60452270508
PEp (28:0),0.015154278286576629,6.219483984553108,0.001057622195503427,0.9740564864924854,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,46192.26335144043,46191.18322753906,41532.602630615234,34385.74272155762,31737.62219238281,46402.94329833984,40028.06280517578,36550.46223449707,36277.42248535156,45536.66323852539
PEp (30:0),-0.016080814430086837,6.482294502420649,0.0011918807434199152,0.9724596028531332,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,55023.144134521484,61388.58404541016,43204.04296875,47735.78329467773,38488.02279663086,56659.784423828125,53178.0439453125,49401.16394042969,41447.10321044922,42990.90328979492
PEp (30:1),-0.05522133365396701,6.567918249555635,0.014068361261422524,0.9055842450338233,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,57859.1643371582,54773.24407958984,47992.68344116211,41499.28289794922,43364.14309692383,58232.22479248047,50142.84408569336,51883.00439453125,46060.7633972168,62109.14465332031
PEp (32:1),0.043950569359217734,6.73888935537859,0.008889292730600573,0.9248843173863708,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,64988.12377929688,62870.92404174805,60323.3044128418,54781.18382263184,48193.4231262207,66854.74404907227,54412.46435546875,61264.88458251953,46339.44268798828,61631.52438354492
PEp (34:4),0.15171951958389548,6.479608028742536,0.1055928663784016,0.7452184902237762,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,54545.88415527344,51968.20330810547,42986.44296264648,39328.44274902344,58340.34411621094,56597.4838256836,45841.78366088867,45115.603271484375,34504.2825012207,53312.76406860352
PEp (36:5),0.06053335848610713,7.155793693764379,0.016855261752880324,0.8967026553409772,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,83961.745849609375,89037.32531738281,75987.58465576172,64709.94467163086,71942.52517700195,88505.90643310547,73715.524658203125,73882.00451660156,63465.58471679688,88156.58575439453
PEp (36:6),-0.2637726585998534,8.020989453922331,0.32230490743677365,0.5702257614375622,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,128701.32873535156,119788.86865234376,249197.6159057617,104069.82800292967,98205.20733642578,211815.05657958984,136512.46783447266,196287.39443969727,133271.5888671875,67523.58465576172
PEp (40:7),0.03584927118435998,7.718685146622988,0.0059157641380807036,0.9386919563130106,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,108454.04815673828,116515.06927490234,186654.4956665039,102622.2866821289,101637.38659667967,139920.40838623047,109352.86846923828,136445.169921875,100773.98693847656,63073.764892578125
PEp (42:0),-0.1457947056121729,6.847943284684262,0.09825941068874045,0.7539284927515485,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,67671.54431152344,62738.484375,57738.18438720703,57994.904541015625,50124.08404541016,85472.26599121094,62200.925048828125,69371.92462158203,49023.563873291016,65286.44451904297
PEp (42:4),-0.03567493176009684,6.650751900307179,0.00586889140402036,0.9389348455458136,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PE,62150.42395019531,55461.56399536133,55328.88342285156,48559.38348388672,46814.043518066406,67722.06481933594,51640.38397216797,55543.1044921875,47769.10400390625,55964.78363037109
PG (14:0),-0.00790739044503233,7.155577649283327,2.8814264317134075e-4,0.9864567475698623,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,89092.84759521484,86966.28625488281,86250.64630126953,75101.62530517578,67410.04513549805,91191.6474609375,62724.744140625,98580.30694580078,77553.60552978516,50930.9035949707
PG (18:4),-0.11881159710660438,6.884481124825589,0.06521832276223449,0.7984305564017233,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,70874.26434326172,68988.00497436523,77864.28503417969,43407.50328063965,50610.84323120117,83605.90576171875,58997.643127441406,58279.484130859375,70194.98486328125,61716.08471679688
PG (20:0),0.04256705559020841,6.9418091336922805,0.008338863687981757,0.9272404093226827,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,71234.06494140625,84153.34555053711,82781.88632202148,51911.16345214844,58910.64392089844,79647.06494140625,57828.26431274414,73174.98498535156,62700.984924316406,52910.88430786133
PG (22:2),0.10376679397121072,6.863929017233722,0.0494670922187197,0.8239931807714328,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,69647.88473510742,69045.94515991211,89776.64556884766,49668.48336029053,54714.3833770752,81775.78591918945,61614.3232421875,55461.843673706055,50480.50378417969,55415.843673706055
