lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PEo (18:1),0.09906502239357198,8.022249842901678,0.027023829008612665,0.869424717346167,0.999964504802779,PE,177609.5901184082,124362.16766357422,178808.41259765625,109239.18850708008,135530.58767318726,190118.36892700195,2986.2802352905273
PEo (20:0),0.07268073230141223,6.218356110291211,0.01454617146862347,0.9040019201500222,0.999964504802779,PE,37509.24255371094,37430.22286987305,31773.202377319336,35613.00216674805,33182.06246948242,29272.562103271484,50394.444076538086
PEo (28:0),-0.0727882840656026,6.834954289691743,0.014589831930152286,0.9038586567948067,0.999964504802779,PE,53408.403411865234,59609.32391357422,50720.42398071289,59239.764739990234,59535.46432495117,46987.74301147461,64770.42544555664
PEo (30:0),0.00970523968369284,10.023930117459644,2.5942416687030345e-4,0.9871493084532432,0.999964504802779,PE,639415.3953552246,553249.5683288574,667432.3133239746,378353.2616577149,578905.7716674805,822827.6024475098,42619.00257873535
PEo (32:1),0.014454019853819125,7.156821508536253,5.753802629726579e-4,0.9808629101523725,0.999964504802779,PE,70100.7446899414,78035.60656738281,66772.3441772461,67421.98468017578,73580.26403808594,63721.384338378906,74534.8853149414
PEo (32:5),0.08212515267540774,6.551551430498283,0.01857216121300098,0.891600157921849,0.999964504802779,PE,52718.44302368164,51982.12289428711,43282.22328186035,51560.80325317383,46728.762786865234,37026.002502441406,42055.64291381836
PEo (34:0),-0.053620445949133885,6.928461059980793,0.007917929689483572,0.9290956197203838,0.999964504802779,PE,59802.00408935547,64632.283782958984,55802.82400512695,59119.803955078125,60086.18377685547,60737.844146728516,61414.24447631836
PEo (34:1),0.04008198782569473,7.181008846018332,0.004424493521582917,0.9469663299664699,0.999964504802779,PE,64402.364654541016,79426.98486328125,69444.18453979492,63923.82458496094,71350.74481201172,63323.06378173828,89238.78762817383
PEo (34:2),0.2026530325677242,7.4108934117165495,0.11301431478369753,0.7367381367574583,0.999964504802779,PE,97502.56817626952,97252.3070678711,92902.66607666016,76823.70556640625,85317.30572509766,78987.34591674805,64707.64520263672
PEo (34:3),0.24275751346139687,6.721408991109501,0.1621083228644693,0.6872228068029983,0.999964504802779,PE,71678.52508544922,52152.243591308594,46889.40328979492,51254.22296142578,50928.58319091797,39389.42266845703,51130.02337646485
PEo (34:4),-0.16098445493341107,6.726511193555796,0.07133692491470356,0.7894000732258684,0.999964504802779,PE,51438.76336669922,53120.683502197266,45029.86306762695,67384.94439697266,53790.38397216797,40294.30340576172,54821.244232177734
PEo (36:0),-0.046884586969859345,6.558492656201321,0.006053537645811957,0.9379835799811123,0.999964504802779,PE,46337.083099365234,49936.48355102539,43298.44290161133,51120.86376953125,46126.7239074707,41524.72317504883,47888.66329956055
PEo (36:1),0.12099657287533643,7.033831419773733,0.040308615794742764,0.8408783772144932,0.999964504802779,PE,71407.46466064453,76528.62591552734,70667.42611694336,64319.284729003906,65816.24432373047,63164.76403808594,46045.104095458984
PEo (36:2),0.2250475015286486,7.178672481813977,0.13934429078324229,0.7089337479812248,0.999964504802779,PE,76567.8442993164,92981.866943359375,75222.6254272461,66350.66421508789,67611.78497314453,66696.0844116211,60238.78433227539
PEo (36:3),0.1462487335265196,7.2604538920913475,0.05888174946093726,0.8082721908046626,0.999964504802779,PE,74189.62512207031,104341.9266052246,81331.86529541016,74987.845458984375,76933.68505859375,71872.90441894531,54553.723693847656
PEo (36:4),-0.017325407371634707,7.157115335675392,8.266939848908805e-4,0.9770621549051252,0.999964504802779,PE,67878.16467285156,86054.42559814453,69081.6244506836,75967.44512939453,79799.726318359375,60569.66442871094,58951.66506958008
PEo (36:5),0.043679275832775574,6.91030347726918,0.005254247278543289,0.9422149978781558,0.999964504802779,PE,59866.76412963867,69164.98526000977,60921.40365600586,57460.804107666016,61903.16452026367,57476.104248046875,52111.863830566406
PEo (38:0),0.15959048372273552,9.211226475816998,0.07011157180022565,0.7911744010054689,0.999964504802779,PE,332766.72637939453,343708.8399658203,397464.12353515625,251507.4571533203,302816.6423339844,366533.798828125,98827.6455078125
PEo (38:1),0.16336995640800428,7.247550498265044,0.07346728446691489,0.7863537372488374,0.999964504802779,PE,85216.22662353516,91455.667236328125,72497.42517089844,71408.36505126953,75775.18572998047,67459.20495605469,64799.56494140625
PEo (38:2),0.0777042721671878,7.212335059375918,0.016627171357740167,0.8974000695557289,0.999964504802779,PE,79928.90563964844,83461.926025390625,73385.28485107422,76056.22564697266,71486.80529785156,68584.60485839844,62723.40478515625
PEo (38:3),0.09846863228796497,7.0166369245532465,0.02669867365892742,0.8702056382126634,0.999964504802779,PE,69430.30529785156,76780.006103515625,62912.66436767578,65397.18395996094,64885.00408935547,57750.544342041016,53738.78381347656
PEo (38:4),0.049938657530895485,7.633768569373997,0.00686814116579626,0.9339515298208291,0.999964504802779,PE,92418.24658203124,129701.30682373048,112231.58654785156,97347.30651855467,112377.72857666016,97944.74700927734,57848.88397216797
PEo (38:5),0.15112395141234938,7.667465514287494,0.06287180675917625,0.8020131914159401,0.999964504802779,PE,91941.32635498048,141368.2294921875,129745.5485534668,82201.545166015625,116473.88897705078,111325.44873046876,47719.54364013672
PEo (38:6),0.25185462169724926,7.799327739433392,0.17447701075616345,0.6761632155356008,0.999964504802779,PE,98562.04724121094,173657.81365966797,142710.3310546875,95076.48684692384,115633.60717773438,118123.86798095705,48624.98318481445
PEo (40:0),0.40272806685676915,8.456436191783757,0.44525866166441125,0.5045951828750509,0.999964504802779,PE,164939.2127685547,272763.0583496094,248706.11767578125,138525.70959472656,184086.572265625,168456.8321533203,74184.26550292969
PEo (40:2),0.036892819192018624,7.026204832301226,0.0037484279878299276,0.9511804923761497,0.999964504802779,PE,69966.14489746094,66417.76470947266,60677.16418457031,67510.46453857422,66016.34460449219,52476.243591308594,67354.98455810547
PEo (40:3),0.22290725484442406,7.5162516006913025,0.13671064168283917,0.7115732278994404,0.999964504802779,PE,112520.40759277344,102256.50775146484,100322.36764526369,86792.24627685547,91460.64599609376,83173.08697509766,62180.68426513672
PEo (40:4),0.03705755651005166,7.365352504203815,0.00378203056880011,0.9509624351601395,0.999964504802779,PE,81118.4453125,96803.80651855467,85884.027099609375,83108.26611328125,88600.82556152344,74809.42590332031,65576.48498535156
PEo (40:5),0.037386534720587034,7.987719121751231,0.003849533250871673,0.9505273092005302,0.999964504802779,PE,116743.58850097656,149097.48992919922,140389.28930664062,117247.36853027344,133913.3706665039,126644.58758544922,103374.60748291016
PEo (40:6),-0.2076977797261468,10.548959505397962,0.11871037283708574,0.7304374248898836,0.999964504802779,PE,614852.5393066406,692385.12744140625,833936.813293457,696891.048034668,744172.624206543,915760.4580078124,704991.9232788086
PEo (42:0),0.06310696432049395,6.787314321701207,0.01096713594688481,0.9165947425237716,0.999964504802779,PE,55635.0439453125,64105.504455566406,51507.26419067383,55479.86444091797,52564.543212890625,49422.96319580078,54419.50369262695
PEo (42:2),0.1608318001923886,7.311598268561388,0.0712036140400869,0.7895923139308946,0.999964504802779,PE,89784.94592285156,87104.44519042969,91116.3462524414,75606.66552734375,84695.5267944336,71045.50473022461,55708.50402832031
PEo (42:4),0.039056614240206386,8.671320703671055,0.004201156823000929,0.9483202381741694,0.999964504802779,PE,181655.3734130859,190498.37701416016,178411.17449951172,173177.73260498047,183715.63067626953,159237.07025146484,324055.8346557617
PEo (42:6),0.09013561291665817,7.915894552799683,0.02237230854802874,0.881100914726976,0.999964504802779,PE,126248.02783203124,139468.56970214844,107876.20764160156,116180.30737304688,126355.46850585938,96166.12683105467,124321.7060546875
PEp (16:0),-0.17513674491731754,8.769878501008536,0.08442741992803349,0.7713848203870342,0.999964504802779,PE,215155.0531005859,247365.79345703125,253359.15576171875,195959.39208984375,291089.15686035156,287053.1764831543,54986.14303588867
PEp (20:0),0.06923440428365848,6.6209269004283815,0.013199877245824554,0.9085317417748707,0.999964504802779,PE,48199.982666015625,56083.26397705078,38722.58270263672,46593.84262084961,48702.183349609375,36167.74230957031,64054.60452270508
PEp (28:0),0.04563473232401181,6.295962829520885,0.005734997992931312,0.9396340913339225,0.999964504802779,PE,36952.422760009766,44932.22314453125,35256.82297515869,40877.34255981445,37010.34226989746,30993.082244873047,45536.66323852539
PEp (30:0),-0.16965831478353832,6.5921686761020135,0.07922640870901887,0.7783485074349579,0.999964504802779,PE,45755.0036315918,52444.683990478516,42135.32308959961,55972.22445678711,54301.42367553711,41634.782791137695,42990.90328979492
PEp (30:1),-0.013416309784393366,6.673559897440958,4.957172968715895e-4,0.9822367995000303,0.999964504802779,PE,47501.343322753906,54120.782958984375,45457.322998046875,50216.50343322754,51592.46270751953,40989.96270751953,62109.14465332031
PEp (32:1),0.22352885131033162,6.846486024139789,0.1374696937226645,0.7108095500945496,0.999964504802779,PE,68658.26602172852,59229.42378234863,55012.34359741211,50688.26373291016,57231.72506713867,44509.00297546387,61631.52438354492
PEp (34:4),-0.5291501317822219,6.726874791325825,0.7668487605255905,0.3811936823279019,0.999964504802779,PE,47205.643463134766,45382.743255615234,37385.60256958008,96842.3468017578,47819.54357910156,36713.9026184082,53312.76406860352
PEp (36:5),-0.0030101010733902906,7.2953585222991375,2.495417356840335e-5,0.9960142518702035,0.999964504802779,PE,80397.70574951172,81396.98614501953,68607.3645324707,83364.22537231445,77771.56591796875,62044.944091796875,88156.58575439453
PEp (36:6),0.24442306732360583,7.986815743521037,0.16434482385284352,0.6851874414553045,0.999964504802779,PE,125313.6089477539,180956.63311767575,153616.70956420898,101786.82678222656,132254.11010742188,135084.10815429688,67523.58465576172
PEp (40:7),0.21060278838805568,7.659907655905649,0.12204788358030784,0.7268239215012299,0.999964504802779,PE,99151.94757080078,144619.43029785156,112584.58807373048,101436.18731689452,98863.16638183594,92707.8070678711,63073.764892578125
PEp (42:0),-0.0036195224754071663,6.8663899755291435,3.6080851259612245e-5,0.9952073486396772,0.999964504802779,PE,55436.104095458984,64396.22424316406,52356.924072265625,60157.264221191406,58954.06396484375,46848.94338989258,65286.44451904297
PEp (42:4),0.016943041026047195,6.76908699494478,7.905929171272419e-4,0.977568449219989,0.999964504802779,PE,55114.82373046875,59375.62438964844,50245.883361816406,57545.80401611328,56590.483947753906,42876.923095703125,55964.783630371094
PG (14:0),0.2091134526256872,7.286072952960544,0.12032804384580231,0.7286789715695993,0.999964504802779,PG,92057.68649291992,80660.38568115234,96692.30676269533,68061.12414550781,74897.12478637695,81876.34524536133,50930.9035949707
PG (18:4),0.13883355837943082,7.009366649922716,0.05306385899984889,0.8178151954712942,0.999964504802779,PG,70045.68469238281,77322.94515991211,57985.8836517334,64971.145568847656,68346.7253112793,46882.50357055664,61716.084716796875
PG (20:0),0.03912686938382247,7.069128337930779,0.004216149659896473,0.9482282337767982,0.999964504802779,PG,75892.68557739258,69056.58480834961,68136.02557373047,72324.30554199219,67316.46496582031,61052.98402404785,52910.88430786133
PG (22:2),0.12615042257691977,7.0712879866275795,0.04381451913423007,0.8341990798973103,0.999964504802779,PG,83179.98571777344,74684.48416137695,59362.9833984375,67621.58457946777,70750.0046081543,55425.52375793457,55415.843673706055
PG (24:0),0.11791595290697884,7.322008531148856,0.03828316582075786,0.8448756340352938,0.999964504802779,PG,90739.64486694336,80734.3063659668,101787.96563720705,68623.585693359375,78650.02523803711,95048.66801452637,44715.28372192383
PG (24:1),-0.03121966437229063,7.707348435432795,0.0026843248128898267,0.9586797128174492,0.999964504802779,PG,103270.78771972656,107933.9874267578,110757.42749023438,103795.248046875,104255.12719726562,107874.6671142578,89024.44677734375
PG (26:0),-9.600584478955179e-4,6.994202279157032,2.538494300097227e-6,0.9987287587577348,0.999964504802779,PG,62452.3642578125,62535.40435791016,59004.04357910156,59745.54379272461,62652.96398925781,55253.2643737793,77219.28582763672
PG (28:0),-0.1449078571828455,10.755711425254054,0.05780979045994174,0.8099917561935177,0.999964504802779,PG,818957.7813720703,891870.2127685547,904993.8998413086,879387.9639892578,887641.5812988281,1003794.1620483398,642308.7884521484
PG (28:1),0.020593177662608417,7.125208825642219,0.0011679450783503853,0.97273743338041,0.999964504802779,PG,71089.1244506836,74185.76556396484,69193.70495605469,68552.40466308594,73892.62579345703,61337.74444580078,66218.52410888672
PG (28:2),0.005068442162416676,6.831286640114986,7.074894233483064e-5,0.9932888813599827,0.999964504802779,PG,49840.40347290039,54123.06405639648,51616.563537597656,53612.22314453125,50697.2041015625,44659.04318237305,85055.92672729492
PG (30:0),-0.02232407446730684,7.299399126824614,0.0013725400363000517,0.9704468870563742,0.999964504802779,PG,83002.365966796875,83474.965576171875,78109.966064453125,86862.22576904297,80241.525634765625,72421.94519042969,63750.92449951172
PG (30:1),0.02516289399696387,6.601219932693758,0.0017437568988043495,0.9666913655582235,0.999964504802779,PG,51745.68344116211,51292.80355834961,49604.723541259766,49401.823822021484,49008.4631652832,46228.523529052734,40275.58282470703
PG (30:2),-0.08823080377607807,6.7699067249938265,0.021436106990449844,0.8835971434401544,0.999964504802779,PG,52254.52365112305,57778.74432373047,51340.64407348633,64363.50451660156,56127.28399658203,44488.90295410156,52244.96357727051
PG (30:3),0.06214675941804565,7.00301638262514,0.01063607220847021,0.9178587360726922,0.999964504802779,PG,70875.1044921875,62135.584564208984,70677.964599609375,59998.4841003418,63794.364349365234,64720.704010009766,53280.26364135742
PG (30:4),-0.15516705480865764,6.599313468891807,0.06627647280129167,0.796837449781204,0.999964504802779,PG,49336.36349487305,50233.30279541016,40374.5828704834,59331.84396362305,50432.0237121582,40884.00305175781,45092.143463134766
PG (32:0),-0.06044722134007849,7.58688598394939,0.010062529139986509,0.9200965051060093,0.999964504802779,PG,99233.5284423828,101251.18731689452,100266.4672241211,105049.3271484375,102445.0464477539,94419.22625732422,68149.18524169922
PG (32:1),0.20082286948132944,7.031136732972227,0.1109826912198173,0.7390281176065437,0.999964504802779,PG,78819.50534057617,70659.54550170898,77277.00698852539,56930.56408691406,66845.34552001953,66885.94525146484,39920.783111572266
PG (32:2),0.3986109736685809,9.607508420091664,0.43623460010803683,0.5089454750810628,0.999964504802779,PG,589981.5108642578,415399.5427246094,541513.5987548828,291345.9454345703,391304.74865722656,458612.2399902344,62236.564208984375
PG (32:3),-0.03709834492185153,6.8739934293627725,0.0037902974063399597,0.950908938376936,0.999964504802779,PG,59693.72412109375,62462.1242980957,61810.944763183594,62605.40451049805,63284.5246887207,55705.80368041992,43656.64297485352
PG (32:4),-0.27493552885288347,7.242471048081249,0.20786819907516474,0.648443443376637,0.999964504802779,PG,78088.70602416992,70382.2855834961,74951.60479736328,94550.14590454102,85846.96682739258,80842.18670654297,43767.94314575195
PG (34:0),0.037342511599729275,6.907241750769372,0.0038403540731906105,0.9505862524413651,0.999964504802779,PG,63582.74481201172,66039.24533081055,60277.36456298828,60848.68395996094,62800.78399658203,54718.96374511719,49477.183349609375
PG (34:1),0.06927844375412087,7.353946563042708,0.013217154074482096,0.9084721647358516,0.999964504802779,PG,94625.0069580078,84263.34558105469,87044.42694091797,92373.44665527344,81956.54620361328,71022.38482666016,58451.984619140625
PG (34:2),0.06016844688178288,6.874272036741489,0.00996970007793152,0.9204646939178578,0.999964504802779,PG,61865.78451538086,64478.34426879883,62402.364517211914,55399.36364746094,62551.00436401367,56350.163650512695,45983.30322265625
PG (34:3),0.04586376929492273,6.904257888695347,0.005792918366722688,0.9393306108560251,0.999964504802779,PG,62944.06396484375,67213.66467285156,59389.144104003906,59414.42401123047,62442.70458984375,55006.48416137695,50424.14373779297
PG (34:4),-0.0744942601032788,6.781446802101373,0.015281691583140855,0.9016168378135156,0.999964504802779,PG,54064.4638671875,62481.96432495117,51124.52349853515,56437.18389892578,61066.20468139648,52230.043365478516,45698.94369506836
PG (34:5),-0.20116693357438858,7.675983318033086,0.11136504090382005,0.7385953761305991,0.999964504802779,PG,98848.58682250977,113697.42837524414,93091.48733520508,131893.1882019043,116646.36660766602,89329.46643066406,70728.80438232422
PG (34:5)_2,-0.16143394827767196,7.598479359576035,0.07173805761840413,0.7888227785362302,0.999964504802779,PG,93951.42669677734,105226.00897216795,93001.22705078124,120796.5284729004,106076.68731689452,87162.8062133789,70120.16534423828
PG (34:6),-1.4460764561082156,7.748062521460804,5.533208234247468,0.01865886185143558,0.999964504802779,PG,62492.80480957031,64966.92462158203,65746.0041809082,377565.8013305664,64470.34359741211,61105.563903808594,49891.1640625
PG (36:0),0.06362159208976785,8.166188880362379,0.01114718133567294,0.9159154248837775,0.999964504802779,PG,161425.8114013672,161855.33044433594,137429.3504638672,165576.1326904297,150934.48754882812,109975.62634277344,112770.00897216795
PG (36:1),0.2352782417376946,9.05419258871983,0.15229268831535592,0.6963539412223969,0.999964504802779,PG,429031.01171875,309153.0009765625,186507.41333007812,395688.3662109375,223744.416015625,155809.130859375,142614.4111328125
PG (36:2),0.34435558025988444,8.516120664491936,0.32582157370597997,0.5681299177097437,0.999964504802779,PG,312738.2443847656,219512.89697265625,141173.46923828125,211995.015625,175739.953125,136441.73095703125,75807.625
PG (36:3),0.07945764886159284,6.918285654076566,0.017385742007945737,0.8950989796171195,0.999964504802779,PG,67619.905029296875,70320.925048828125,57461.044189453125,62601.96466064453,59394.964294433594,56423.48400878906,47194.82287597656
PG (36:4),0.0426707833931592,7.174479631151345,0.005014478729151506,0.9435465978832187,0.999964504802779,PG,74410.66467285156,80452.54571533203,71613.40441894531,72263.70471191406,75949.34533691406,63515.70458984375,64116.624450683594
PG (36:5),-0.038584255269631426,6.717379684835818,0.004099966162073088,0.9489455604196338,0.999964504802779,PG,50790.56378173828,57807.28387451172,54978.50360107422,57818.92416381836,55612.74429321289,47720.00338745117,42303.02325439453
PG (36:6),-0.09403802342863933,6.781790295658382,0.02435035177612122,0.8759967684634821,0.999964504802779,PG,50681.82357788086,64160.32427978515,58855.88381958008,59990.96374511719,62131.48513793945,55005.243591308594,35202.042388916016
PG (36:7),0.14790648745275473,7.026313279183444,0.06022314878003954,0.8061435918154211,0.999964504802779,PG,79149.00595092773,69147.34451293945,72932.4455871582,65739.70477294922,64797.944091796875,62745.784729003906,40557.30270385742
PG (36:8),0.3439279267517079,9.05389518077905,0.32501671191857895,0.568608268021314,0.999964504802779,PG,386411.1553955078,297908.6530761719,344737.4437866211,223835.11614990231,274376.58459472656,289634.3452758789,56242.584411621094
PG (38:0) | PGp (40:6),0.2786447938714,8.149570562134604,0.2135107997050909,0.6440294819240732,0.999964504802779,PG,190174.71356201172,169809.42895507812,170645.83209228516,131072.5506591797,152545.7124633789,140190.2694091797,45743.74346923828
PG (38:1),0.09939470090774256,7.593800440306161,0.027203661444218596,0.8689948877956447,0.999964504802779,PG,121216.64819335938,109294.20849609376,98048.486572265625,112599.22888183594,97412.1664428711,87387.905517578125,49655.80303955078
PG (38:2),0.2430569684608901,7.885750735471696,0.16251480855908085,0.6868516690066174,0.999964504802779,PG,145187.01055908203,147819.08984375,139263.43008422852,118883.56939697266,121756.00909423828,111403.74670410156,48587.86279296875
PG (38:3),0.12962774868272425,7.11325626980555,0.046262620630386664,0.8296991211903013,0.999964504802779,PG,80991.42547607422,79192.40533447266,72152.52508544922,75268.98541259766,67677.46438598633,62154.04376220703,45920.02325439453
PG (38:4),-0.009938160038839825,7.7759943961138065,2.720191332628019e-4,0.986841084482651,0.999964504802779,PG,136480.009765625,119284.06762695312,99562.02746582033,135806.29052734375,114575.96704101562,97630.266357421875,61057.764404296875
PG (38:5),-0.049284045894888384,7.111311432008248,0.006689164701128902,0.934815844383647,0.999964504802779,PG,73184.16552734375,75128.88568115234,69885.64471435547,76219.70568847656,75994.1849975586,65453.06433105469,46921.72302246094
PG (38:6),0.08665702751177361,7.093037605563107,0.020678670550978495,0.8856577698422654,0.999964504802779,PG,72126.76470947266,79418.06610107422,78120.3251953125,69759.46514892578,68940.80462646484,68710.30505371094,41587.902740478516
PG (38:7),0.16339654763263137,8.608328292011716,0.07349341914778051,0.7863166618697975,0.999964504802779,PG,235200.4008178711,222099.0767211914,259120.66076660156,155839.73376464844,198883.39178466797,259913.3614501953,47670.643798828125
PG (38:8),0.06758496902783105,7.001003648326608,0.01257879742206569,0.910700320030186,0.999964504802779,PG,68125.20458984375,72014.1049194336,70646.2240600586,62698.34436035156,70167.62469482422,60676.50439453125,43721.88293457031
PG (38:9),0.2646329239267753,7.344681003150437,0.19260321496847155,0.6607587586469504,0.999964504802779,PG,91124.20709228516,100291.76586914062,98773.00704956056,73669.08544921875,83281.4849243164,74986.7458190918,48835.36358642578
PG (40:0) | PGp (42:6),0.02023067197018036,9.500833912350146,0.0011272343544987962,0.973216607622983,0.999964504802779,PG,386680.98541259766,375699.0263671875,301134.34674072266,367705.1667480469,363289.90490722656,285873.9250488281,414513.41119384766
PG (40:0) | PGp (42:6)_2,-0.01787928866076555,9.359705853096935,8.804289627732942e-4,0.9763286243192343,0.999964504802779,PG,328446.0856323242,351540.8924560547,273542.41900634766,321781.9172363281,335593.4060058594,274915.53759765625,379299.68127441406
PG (40:1),0.05450406417337875,6.774241092417765,0.008180998622265179,0.9279305208003343,0.999964504802779,PG,60631.38446044922,59966.364318847656,56693.104064941406,61239.90441894531,52950.96368408203,50420.94323730469,39614.50277709961
PG (40:10),0.505546075279365,9.237980496077215,0.7003402430855203,0.40266939125884493,0.999964504802779,PG,347433.8899536133,317825.1064453125,599872.6474609375,201237.7530517578,204071.6534423828,439284.9958190918,41414.763244628906
PG (40:2),0.22556851973395878,8.414253366531334,0.13999369031262177,0.708287285053251,0.999964504802779,PG,152889.55078125,185994.95513916016,283149.9178466797,171760.37167358398,117918.7280883789,211727.81610107425,82514.9857788086
PG (40:3),-0.07927129251465281,7.009286914966029,0.017304372414628233,0.8953433329200347,0.999964504802779,PG,67243.22509765625,69096.68505859375,63756.14483642578,75383.20568847656,69343.46533203125,59052.32391357422,45485.20330810547
PG (40:4),0.08772238474847666,7.65343817465465,0.021190491617744556,0.8842612136117354,0.999964504802779,PG,131304.76879882812,111929.42785644533,89779.006591796875,133631.40893554688,94997.84704589844,76667.764892578125,62290.7841796875
PG (40:5),0.15441641237514647,8.219908822416752,0.06564045447885292,0.7977933730828108,0.999964504802779,PG,214803.2353515625,155818.65063476562,134482.56872558594,214097.6350097656,126560.68884277344,103978.947265625,85592.88562011719
PG (40:6),0.19572586632108582,10.77155670594443,0.10542989184614271,0.745408365618278,0.999964504802779,PG,1454527.33203125,905678.443359375,705732.9873046875,1405535.490234375,696623.1083984375,544257.1337890625,353904.54736328125
PG (40:7),0.13984080683253283,7.359797741212391,0.05383712262710105,0.8165160490024804,0.999964504802779,PG,95819.58770751952,97777.5267944336,87491.78662109375,95254.18688964844,77643.50555419922,72965.76525878906,48032.46319580078
PG (40:8),0.19463411111942955,6.982639826545918,0.10425268086896723,0.7467847319465957,0.999964504802779,PG,70589.02517700195,76690.04595947266,71536.7844543457,59156.38470458984,61811.96447753906,62678.6845703125,40546.40286254883
PG (40:9),0.09676232950580324,7.142890639363392,0.02578173221218094,0.8724345195874065,0.999964504802779,PG,73295.86639404297,78606.86535644531,84672.28698730469,65973.1450805664,67066.10455322266,78753.70602416992,46388.383697509766
PG (42:0),0.32767358613726333,8.048686838017574,0.2950817024952811,0.5869823083148381,0.999964504802779,PG,191951.00843811035,118242.12942504884,170693.11334228516,118253.6882019043,120182.62768554688,135559.42831420898,68010.10345458984
PG (42:1),-0.05034756347069166,6.654194274757187,0.006980837450555555,0.9334131041372591,0.999964504802779,PG,50540.444091796875,54373.26290893555,56178.68392944336,58061.1037902832,52828.36413574219,49148.923583984375,31529.662155151367
PG (42:10),-0.013189334119874545,6.92834746166292,4.7909279783198144e-4,0.9825371466940891,0.999964504802779,PG,60959.76477050781,63663.584869384766,55439.14297485352,63935.06457519531,58961.56298828125,52270.263092041016,65537.6849975586
PG (42:11),-0.018155531758169047,8.910845019428507,9.078394396055955e-4,0.9759630767442202,0.999964504802779,PG,211025.7693786621,205345.1366882324,192983.83486938477,235955.81616210935,200403.91635131836,159837.75024414062,425765.8896789551
PG (42:2),0.08475581631764115,6.823252061859242,0.019781186405282356,0.8881499181568038,0.999964504802779,PG,61565.16424560547,62189.46389770508,65301.14498901367,58967.604095458984,54938.48384094238,57410.804595947266,35810.40270996094
PG (42:3),0.4196598761080741,8.483646836293152,0.48335186404574415,0.4869079699521883,0.999964504802779,PG,244389.21502685547,191108.21502685547,255126.0132446289,162331.3505859375,144758.3515625,191396.8116455078,68653.12451171875
PG (42:4),0.07049275610429505,6.548843579496252,0.013684094601558172,0.9068766671453499,0.999964504802779,PG,46201.92303466797,49291.34387207031,60225.58432006836,51113.903747558594,45203.723571777344,45465.32308959961,30665.162048339844
PG (42:5),-0.005696525354655966,6.532084479673794,8.936948523796673e-5,0.9924572759224345,0.999964504802779,PG,44851.36322021485,52950.54333496094,49600.5637512207,49417.40330505371,45638.243591308594,46499.903259277344,34417.342712402344
PG (42:6),0.11273850763235163,7.420082138338997,0.034996054929251785,0.8516039262255664,0.999964504802779,PG,111978.44787597656,96676.708740234375,86121.02471923828,94492.66552734376,88787.925048828125,81687.28671264648,39467.10256958008
PG (42:7),0.045670199532744114,6.679552743747007,0.005744071303979581,0.9395864491968565,0.999964504802779,PG,55914.76446533203,52699.023986816406,54640.36395263672,58557.88439941406,51442.48376464844,42734.96304321289,40694.88275146485
PG (42:8),0.09232179394198338,6.913244240907609,0.023469910159519713,0.8782414065796282,0.999964504802779,PG,63201.343505859375,67711.52502441406,68634.38497924805,63247.16400146485,60140.78436279297,56300.5837097168,42254.74349975586
PG (42:9),-0.14502157138498376,7.664839772753087,0.057898900452528324,0.8098481723405617,0.999964504802779,PG,98093.306884765625,111742.00793457033,117689.04864501952,123260.53076171876,103009.42822265624,119546.66857910156,41169.52258300781
PG (44:0),-0.14192473326147498,6.039749206426358,0.055449436598564716,0.8138384969273732,0.999964504802779,PG,32861.7825012207,32521.52227783203,33691.542541503906,38829.982971191406,33943.80258178711,32452.002349853516,24744.54190063477
PG (44:1),0.05946524579768148,5.935293463035553,0.009737485649623068,0.9213933819875529,0.999964504802779,PG,29842.182052612305,34037.30229187012,32411.2022895813,28298.22187423706,30704.882499694824,29574.14207839966,28024.14193725586
PG (44:10),0.17164389603438446,6.889269368560515,0.08109188834760062,0.775823134901623,0.999964504802779,PG,75505.92578125,67778.64581298828,57772.48425292969,81822.10559082031,50152.6032409668,41192.22299194336,38662.6628112793
PG (44:12),0.14935476988222723,6.8492610473951165,0.06140733715619717,0.8042852562645405,0.999964504802779,PG,80839.92565917969,61501.40411376953,50526.483642578125,78623.28552246094,50569.383239746094,41016.72277832031,36960.40249633789
PG (44:2),0.0613961980333777,6.180267896513864,0.010380293843695654,0.918848966650909,0.999964504802779,PG,37004.942321777344,39444.44257354736,38754.9227104187,36921.64277648926,36031.78265762329,33140.06253051758,31114.98211669922
PG (44:3),-0.10985306738120285,6.098817259905399,0.03322591612186443,0.85536317054075806,0.999964504802779,PG,32100.20236968994,35796.282653808594,35820.062576293945,41574.58278274536,34625.42245864868,31065.04201889038,27819.921768188477
PG (44:4),0.01629463071824309,6.1169282885562994,7.312139517807736e-4,0.9784270582076299,0.999964504802779,PG,36113.30276489258,35939.44256591797,36859.12268066406,40093.90286254883,29987.742431640625,33408.12237548828,28805.081985473633
PG (44:5),-0.028057941782830893,6.071124548671806,0.0021680163085875392,0.9628623490280216,0.999964504802779,PG,34946.762603759766,35725.982360839844,36506.70275878906,36381.46237182617,39092.342681884766,29845.522079467773,22608.84161376953
