lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
TAG(52:4)_FA 18:2,-0.2476799068038371,9.136266792607564,0.2639542577227729,0.6074164489500723,0.9972693222116406,TAG,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,292525.62060546875,242604.97583007812,289770.40234375,344618.080078125,266450.45947265625,143602.51147460938
TAG(52:4)_FA 20:0,-0.4127306989241545,5.14466279232841,0.7312351084628972,0.39248313451586386,0.9972693222116406,TAG,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.50119781494,25288.441696166992,20793.381370544434,16674.00122833252,14045.221000671389,14615.621078491213,16226.041065216064
TAG(52:4)_FA 20:4,-0.3105713613903665,8.88668915596479,0.4147294749673165,0.5195787191079886,0.9972693222116406,TAG,223715.97290039065,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,293926.38415527344,217624.05615234375,215362.0751953125,298041.4766845703,243981.9600830078,107901.12768554688
TAG(52:5)_FA 16:0,-0.4192502099262667,6.0800802491097485,0.7545123291179154,0.3850513503096704,0.9972693222116406,TAG,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.741638183594,53380.183990478516,30199.102294921875,31886.02222442627,34846.4822845459,33968.022216796875,18274.68125152588
TAG(52:5)_FA 16:1,-0.36389527993744664,8.534347997766641,0.5689606702653691,0.45067221412716835,0.9972693222116406,TAG,180906.49243164065,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,157417.9696044922,122838.70867919922,189814.874420166,332855.8861694336,223450.4559249878,50212.423400878906
TAG(52:5)_FA 18:0,-0.4172246936657288,6.145487280278801,0.7472670751035366,0.38734287274878326,0.9972693222116406,TAG,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.021575927734,55923.62356567383,43090.24266052246,32935.0821685791,30033.022048950195,27976.72177886963,23109.98175048828
TAG(52:5)_FA 18:1,-0.49346275857441013,5.404791304885335,1.0437980757367313,0.30693978226952234,0.9972693222116406,TAG,22013.20188140869,21715.061531066895,19445.40135192871,18683.641227722168,16536.041275024414,33004.44218444824,19245.141189575195,21993.801696777344,19308.80139160156,18773.641326904297,17052.901161193848
TAG(52:5)_FA 18:2,-0.11455238155492367,6.609969909233356,0.05651302673891223,0.8120946351415385,0.9972693222116406,TAG,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,51139.40380859375,42622.96299743652,48213.962982177734,54411.183685302734,38655.862243652344,30046.48207092285
TAG(52:5)_FA 20:0,-0.4104349479414751,5.42561938622142,0.7231753772916818,0.39510429902312283,0.9972693222116406,TAG,23338.261611938477,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,31972.76260375977,22330.861709594727,21663.781295776367,18361.62126922607,16359.98104095459,18212.04126739502
TAG(52:5)_FA 20:4,-0.3632591172025271,7.746704291252209,0.5669706062299156,0.45146523416740464,0.9972693222116406,TAG,94094.42657470705,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,125618.1890258789,90937.94732666016,109232.20733642578,134374.66760253906,113329.2882080078,53250.86358642578
TAG(52:6)_FA 16:0,-0.38199686924483595,6.322535751904622,0.6267628924233577,0.4285451983300502,0.9972693222116406,TAG,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,51753.863830566406,40573.762786865234,36302.142669677734,46080.462890625,38963.742767333984,27044.741943359375
TAG(52:6)_FA 16:1,-0.40950570581069445,6.207429343816111,0.7199672074093542,0.3961546659259047,0.9972693222116406,TAG,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,54554.723388671875,36788.762634277344,37216.02305603027,35911.422607421875,34253.80218887329,19686.301383972168
TAG(52:6)_FA 18:0,-0.28647042970463626,5.690614685462614,0.35291888927167747,0.5524654502514708,0.9972693222116406,TAG,29924.582244873047,29586.142333984375,22786.101806640625,26413.042114257812,22038.62159729004,33903.24234008789,24548.182083129883,22341.581588745117,27533.66192626953,24301.44174194336,19661.501358032227
TAG(52:6)_FA 18:1,-0.463917341728896,6.215699202143194,0.923132825940769,0.3366537367813887,0.9972693222116406,TAG,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,58483.80349731445,43123.60321044922,35762.72206115723,29127.842239379883,34437.00233459473,25084.04136657715
TAG(52:6)_FA 18:2,-0.41671835708653987,5.789650405052188,0.745437442579032,0.38792461929749594,0.9972693222116406,TAG,29121.581573486328,31065.08184814453,25932.241989135742,27339.321990966797,18372.841194152832,37519.182861328125,28204.862197875977,27742.18211364746,25105.96174621582,24081.521911621097,24269.781951904297
TAG(52:6)_FA 20:0,-0.08605817756407722,6.249406666340815,0.03189823293854488,0.8582511944682364,0.9972693222116406,TAG,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,54726.18363952637,37515.06217956543,32072.86208343506,31037.342544555664,31926.462120056152,19249.241325378414
TAG(52:6)_FA 20:4,-0.32351484575944095,7.393769361296277,0.44993285031955566,0.5023668443953626,0.9972693222116406,TAG,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.324951171875,89773.38586425781,76092.06561279297,90529.2861328125,89492.66613769531,82022.94641113281,56208.94396972656
TAG(54:0)_FA 16:0,-0.2902716755024902,6.451052732700141,0.36235155609256253,0.5472031331889031,0.9972693222116406,TAG,54507.323822021484,51399.503479003906,39917.482513427734,45950.50296020508,34556.00274658203,61501.96423339844,39603.98303222656,36622.342056274414,53063.40310668945,41026.443115234375,24908.28192138672
TAG(54:0)_FA 16:1,-0.2751822713373391,6.493802767120901,0.32571213481283934,0.568194914055312,0.9972693222116406,TAG,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,46265.78330993652,52460.00380706787,35992.461975097656,46020.923011779785,38740.00245666504,55846.78286743164
TAG(54:0)_FA 18:0,-0.25617663441504424,8.770257844408258,0.2823497391973717,0.5951652341871406,0.9972693222116406,TAG,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,222229.39453125,202168.19287109375,206829.6357421875,243345.55737304688,221837.5563964844,167375.23364257812
TAG(54:0)_FA 18:1,-0.2249753842780048,6.183389091792249,0.21780832958424412,0.6407149593812821,0.9972693222116406,TAG,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,44506.763122558594,33726.92250061035,30374.7820892334,37318.88275146485,37279.78251647949,28295.441986083984
TAG(54:0)_FA 18:2,-0.30887777560253044,5.559496967862239,0.4101734584288579,0.5218814778453358,0.9972693222116406,TAG,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,33258.30227661133,26926.141983032227,18836.261207580566,22774.141609191895,20135.501541137695,19930.74153137207
TAG(54:0)_FA 20:0,-0.2589406009654335,8.217886943152738,0.2884644851696976,0.5912062086121992,0.9972693222116406,TAG,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,143687.56909179688,130520.7490234375,128619.74829101562,153941.33129882812,140357.5302734375,207440.69458007812
TAG(54:0)_FA 20:4,-0.5409505894023822,5.386848124636297,1.2531431842247684,0.262952994193147,0.9972693222116406,TAG,20421.521350860596,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,30286.622467041016,23723.78157043457,22021.36157989502,20030.981452941895,17745.28123474121,15270.841007232666
TAG(54:1)_FA 16:0,-0.2528474931768331,6.350578918319008,0.27505010878969927,0.5999640587664038,0.9972693222116406,TAG,47217.123138427734,48625.023193359375,44977.32339477539,42659.422775268555,32150.461959838867,49761.5036315918,37292.20294189453,36711.36289978027,50466.60383605957,38827.40235900879,20897.961334228516
TAG(54:1)_FA 16:1,-0.28923202025278966,6.723030218621158,0.3597696284200538,0.5486342058091419,0.9972693222116406,TAG,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,70763.40509033203,45456.76315307617,45495.563415527344,66016.56477355957,52512.903411865234,28184.80191040039
TAG(54:1)_FA 18:0,-0.4828620739041071,8.606799140761634,0.9997864890337951,0.31736217678203993,0.9972693222116406,TAG,213593.9735107422,182551.5137939453,200915.19567871097,249965.67462158203,114737.1685180664,311654.77935791016,194102.85546875,168981.93225097656,279281.77978515625,181422.1708984375,58759.14434814453
TAG(54:1)_FA 18:1,-0.24867697844507058,9.355621037742967,0.26608148355626327,0.6059725419089902,0.9972693222116406,TAG,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,329084.0234375,298296.91943359375,303853.33935546875,366762.166015625,352011.083984375,246692.72021484375
TAG(54:1)_FA 18:2,-0.31828015249228797,6.561064035073012,0.43550539992304493,0.5092998234436307,0.9972693222116406,TAG,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,57647.44366455078,45381.762939453125,43390.08270263672,47422.64373779297,47832.94372558594,38056.022705078125
TAG(54:1)_FA 20:0,-0.5289778191445421,8.188377122249578,1.1987506411005597,0.2735715279267103,0.9972693222116406,TAG,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,167864.70916748047,114780.6470336914,104597.30834960938,141985.69146728516,94689.38702392578,400722.0986328125
TAG(54:1)_FA 20:4,-0.5739058632345714,5.377384589288616,1.4094497486518858,0.2351477595604033,0.9972693222116406,TAG,22749.70147705078,19298.361282348633,17581.921447753906,18026.761405944824,14879.200904846191,35388.38258743286,20967.361541748047,22153.501541137695,17403.58095550537,15321.301124572754,18336.181282043457
TAG(54:2)_FA 16:0,-0.2518284958451888,6.464790023512635,0.2728422043271621,0.6014315386270858,0.9972693222116406,TAG,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,61380.265045166016,41495.52339935303,38842.78291320801,47259.2229309082,42418.70301818848,21361.941467285156
TAG(54:2)_FA 16:1,-0.1926535988112216,6.34557265457799,0.1597649117322818,0.689373049042416,0.9972693222116406,TAG,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.742080688477,46074.002868652344,38126.902252197266,34171.442962646484,52157.0436706543,39359.92265319824,21252.68148803711
TAG(54:2)_FA 18:0,-0.43890084112144445,9.4628236492627,0.8266965163238638,0.36322950841700796,0.9972693222116406,TAG,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617187,206214.17602539065,502143.0733642578,342082.6280517578,320027.94091796875,524570.1981201172,326477.40393066406,108722.66784667967
TAG(54:2)_FA 18:1,-0.5238396233164944,8.77100535383674,1.1757197996848845,0.27822908495918763,0.9972693222116406,TAG,238424.47680664065,198836.25427246097,216521.6539306641,280496.1036376953,124364.72985839844,334893.90283203125,226210.85467529297,193085.83624267575,311782.2824707031,219686.1563720703,67883.14465332031
TAG(54:2)_FA 18:2,-0.2532626300745516,9.32072133757088,0.27597238611997454,0.5993532917021257,0.9972693222116406,TAG,340166.32373046875,387691.00634765625,315595.6826171875,306813.3408203125,292312.640625,335567.72509765625,287214.04052734375,304934.5615234375,338242.025390625,338522.50048828125,239677.51708984375
TAG(54:2)_FA 20:0,-0.405243058561678,6.422533870727306,0.7051118624332844,0.40107134690991597,0.9972693222116406,TAG,43549.06329345703,44738.80303955078,41925.802978515625,48035.20318603515,28370.242553710938,56485.34338378906,39770.90267944336,46068.86297607422,43339.66342163086,34206.242027282715,34607.30210876465
TAG(54:2)_FA 20:4,-0.229401422410613,5.735909561062899,0.2264446474966917,0.6341726925746535,0.9972693222116406,TAG,29751.102012634277,25031.341705322266,29081.82179260254,28236.72184753418,22038.921501159668,26845.282012939453,26133.56172180176,25431.181869506836,28865.06223297119,21244.661529541016,26022.62197875977
TAG(54:3)_FA 16:0,-0.2928698843086496,7.860044877304003,0.36887394275618135,0.5436187064693881,0.9972693222116406,TAG,113043.10772705078,87472.20681762695,201763.71520996097,114827.0301513672,106182.66818237305,101800.08758544922,79847.20506286621,120291.16843414308,186989.65314483643,143982.11079406738,19306.281204223633
TAG(54:3)_FA 16:1,-0.22482282579491297,6.485410354223234,0.21751778887892215,0.6409377822612743,0.9972693222116406,TAG,49301.28318786621,48425.80404663086,53793.083740234375,53207.20405578613,35459.302505493164,58209.72457885742,45183.84342956543,39162.683265686035,45550.34336090088,45527.94332885742,20439.48164367676
TAG(54:3)_FA 18:0,-0.24205419605326026,8.29864031123808,0.25211125014902835,0.615592389068077,0.9972693222116406,TAG,136032.35150146484,177162.11450195312,219491.81677246097,218263.9165649414,98749.1864013672,142159.48895263672,124142.48889160156,174943.01275634766,226354.39770507812,140637.0892944336,57040.364013671875
TAG(54:3)_FA 18:1,-0.45140832811695447,9.616878826915263,0.8742926855775295,0.34976964665827925,0.9972693222116406,TAG,382198.9848632813,384015.10974121094,420050.767578125,538796.2427978516,236887.9942626953,539193.123046875,398221.4025878906,356805.22692871094,590274.8620605469,370625.580078125,117903.888671875
TAG(54:3)_FA 18:2,-0.4689335859367995,8.687205098568986,0.943187850871027,0.3314593542256007,0.9972693222116406,TAG,195644.57373046875,204101.8359375,206659.55737304688,275367.1173095703,137210.70782470703,330797.7265625,209410.09497070312,186993.85095214844,253999.2169189453,200656.93627929688,67268.484375
TAG(54:3)_FA 20:0,-0.45330546606170696,5.5178989594441354,0.8815008355352809,0.34779094197460275,0.9972693222116406,TAG,23868.601470947266,23517.34185028076,23332.30195617676,21051.14183807373,16473.88092803955,38863.36276245117,21670.261878967285,22261.18147277832,20193.281311035156,17921.441375732422,18522.40110015869
TAG(54:3)_FA 20:4,-0.2836045382821216,7.324935098224792,0.34593474711033423,0.5564234417414786,0.9972693222116406,TAG,85582.50537109375,86822.986572265625,77444.185302734375,80541.405517578125,69130.32507324219,92758.8663330078,76703.145263671875,76978.826171875,77704.22540283203,72962.5048828125,72300.446044921875
TAG(54:4)_FA 16:0,-0.29596896331850026,10.985364342024456,0.37671751543530263,0.5393652230676629,0.9972693222116406,TAG,916609.7346191406,601453.1057128906,2082733.5821533203,895364.221862793,1005801.2534179688,697085.7416381836,622604.1403198242,1126607.6694335938,1739709.1236190796,1388914.760635376,22971.2013092041
TAG(54:4)_FA 16:1,-0.2937297703343871,7.857875129140474,0.37103943320471444,0.5424382324759427,0.9972693222116406,TAG,113276.30871582033,83390.40521240234,212484.1562194824,108804.58752441406,103980.6266784668,103087.38746643066,87895.36636352539,121257.72845458984,179125.6703338623,138870.18963623047,19888.46141052246
TAG(54:4)_FA 18:0,-0.3894979062574117,8.65084409815868,0.65158858885661175,0.4195452895847906,0.9972693222116406,TAG,181675.77362060547,186699.43548583984,280202.5997314453,223470.2172241211,154980.03198242188,164797.97247314453,135905.24827575684,232389.89947509769,333165.6428527832,225980.035736084,61425.82455444336
TAG(54:4)_FA 18:1,-0.21600625873433657,8.461739041415877,0.20081874143215828,0.654060791604346,0.9972693222116406,TAG,150137.9305419922,189504.59197998047,251928.3973388672,258726.49658203125,111867.10955810548,151365.13177490234,137902.3900756836,181518.7935180664,274707.56146240234,168291.67291259766,59419.984802246094
TAG(54:4)_FA 18:2,-0.4468559430485066,9.539950973406071,0.8568164015523507,0.3546311351969503,0.9972693222116406,TAG,320879.2412109375,368180.6806640625,397280.14709472656,521576.94140625,244448.0174560547,528546.5354003906,363674.7624511719,367272.3674316406,483229.2902832031,348359.81091308594,129114.490234375
TAG(54:4)_FA 20:0,-0.6299073214899255,5.652471735810113,1.6957466700732766,0.19284516061136528,0.9972693222116406,TAG,27126.282356262207,22799.561897277832,29266.662216186523,19514.64143371582,13921.601070404053,39591.06329345703,26062.182106018063,20655.581504821777,35829.18310546875,25732.341796875,16650.241081237793
TAG(54:4)_FA 20:4,-0.26480801937473153,9.069911319148064,0.30167051321950566,0.5828370494394954,0.9972693222116406,TAG,264484.2578125,314039.1787109375,249831.49658203125,283065.19921875,237505.7373046875,286349.8806152344,237999.39599609375,240867.67700195312,295954.18017578125,279112.12060546875,243623.19775390625
TAG(54:5)_FA 16:0,-0.569267863822824,8.590129243115308,1.3871183531814495,0.23889234416396943,0.9972693222116406,TAG,166401.99169921875,124842.34771728516,309130.8426513672,158241.1100769043,173405.3291015625,177548.65280151367,143375.68939208984,215489.03466033936,355459.06413269043,259659.8567047119,18004.6812210083
TAG(54:5)_FA 16:1,-0.3120591503051691,10.939570708360405,0.41870925199691555,0.5175818060370883,0.9972693222116406,TAG,917854.4006347656,585212.76708984375,1991455.791381836,860736.5129394531,945055.489013672,703710.97021484375,607009.7640380859,1112212.2109222412,1679162.5775756836,1309375.7333374023,21322.941482543945
TAG(54:5)_FA 18:0,-0.473944489935132,6.232997820809981,0.9632914136532236,0.3263589993333818,0.9972693222116406,TAG,40385.82273101807,39991.98272705078,35904.38284301758,39241.68241119385,26847.92190170288,58223.284103393555,34793.76226043701,40871.70283508301,38742.02313232422,32161.922355651855,18872.14123535156
TAG(54:5)_FA 18:1,-0.4145476317662941,8.701500378576087,0.7377997546806232,0.3903666079957597,0.9972693222116406,TAG,190443.8331298828,199325.892578125,288182.10510253906,220426.59698486328,155458.09173583984,170459.23095703125,147876.70935058594,232956.3745727539,356525.4869995117,240532.93701171875,64764.24411010742
TAG(54:5)_FA 18:2,-0.23165929703794763,8.398650714847674,0.23094564416169305,0.6308235324324477,0.9972693222116406,TAG,130140.91003417967,190676.8510131836,226538.83264160156,255731.57482910156,110453.78979492188,155605.0128173828,136537.74786376953,187689.43450927737,231401.0723876953,151117.91259765625,60572.64437866211
TAG(54:5)_FA 20:0,-0.49019928884052016,5.738331567335254,1.0301406029525424,0.3101256463717036,0.9972693222116406,TAG,33108.96250915527,30709.32204437256,20414.061096191406,24857.581741333008,17451.02131652832,45919.12310028076,30057.102256774902,27462.62189102173,19119.001216888428,21118.42147064209,17917.581367492676
TAG(54:5)_FA 20:4,-0.4599638731039096,9.356766837623734,0.9076050138897926,0.3407506785801581,0.9972693222116406,TAG,274072.57763671875,274597.9561767578,303502.8582763672,455614.1752929687,190750.9696044922,468562.58630371094,313610.7205810547,278097.1580810547,394880.5711669922,272745.73876953125,341073.00817871094
TAG(54:6)_FA 16:0,0.09507773722858595,7.079710982636328,0.03893519780513088,0.843577098731173,0.9972693222116406,TAG,84559.54577636719,67260.68493652344,102573.22717285156,83408.42645263672,68039.22479248047,72266.666015625,52722.92401123047,57772.92416381836,70601.10455322266,60709.82421875,28894.021728515625
TAG(54:6)_FA 16:1,-0.5215681373067202,8.5379523980706,1.1655973550319914,0.280307715676721,0.9972693222116406,TAG,166254.71405029297,125601.16717529295,302039.01873779297,152928.01364135742,168759.18920898438,178429.11065673828,139101.7283935547,199062.1351318359,333877.7280883789,247898.7982788086,20387.70156097412
TAG(54:6)_FA 18:0,-0.2547297018626575,6.309863601942497,0.27915383501795077,0.5972563602209071,0.9972693222116406,TAG,47762.48358154297,43617.14294433594,42573.662658691406,39381.242935180664,32887.60235595703,45549.48318481445,42682.52322387695,37230.56243896485,40021.34326171875,36878.68273925781,25229.681915283203
TAG(54:6)_FA 18:1,-0.4750235395904387,6.245411341361203,0.9676641246905433,0.3252634311389602,0.9972693222116406,TAG,43030.822982788086,38222.64289855957,33418.14196777344,40792.90298461914,27276.861862182617,58297.82418823242,33432.50233459473,38194.20291137695,43920.86276245117,34682.242279052734,20671.58152770996
TAG(54:6)_FA 18:2,-0.2757591497596113,8.553435837429722,0.32709743067607633,0.5673732453345209,0.9972693222116406,TAG,152908.0906982422,199179.1934814453,277585.99798583984,226899.53582763672,148988.3677368164,179413.7114868164,140999.86791992188,208894.27600097656,280226.0388183594,175317.99224853516,55558.423278808594
TAG(54:6)_FA 20:0,-0.3695118002340519,5.2209521730923125,0.5865134799732914,0.4437705101608533,0.9972693222116406,TAG,22371.661743164062,18746.7413482666,16587.121196746826,19011.94141769409,14736.321235656738,28408.76178741455,19060.68132019043,17533.78133392334,17407.56109237671,14701.801094055176,13981.66104888916
TAG(54:6)_FA 20:4,-0.19857714679841806,7.955571258332557,0.16974188731376216,0.6803413025034347,0.9972693222116406,TAG,105782.18798828124,145529.07080078125,160596.17449951172,170687.47344970703,87913.3462524414,124739.69012451172,100544.82745361328,134933.7713623047,150557.0307006836,105735.6078491211,61396.84405517578
TAG(54:7)_FA 16:0,0.018936768084794508,7.213940002717222,0.0015448077519977232,0.9686479837086608,0.9972693222116406,TAG,110251.46813964844,68855.74560546875,68465.10397338867,134906.68968200684,55951.464263916016,54952.02380371094,87529.24687194824,59744.78439331055,113983.64865112305,50588.92361450195,24206.761627197266
TAG(54:7)_FA 16:1,0.05484416188607376,7.049524741468857,0.012956793416833534,0.9093742122808348,0.9972693222116406,TAG,79292.30487060547,67078.74499511719,101250.76770019533,77748.7865600586,66229.80514526367,70423.70489501953,54184.1438293457,56822.86373901367,68998.36505126953,61507.10452270508,29374.701934814453
TAG(54:7)_FA 18:0,-0.18018393833139712,6.358347658710328,0.1397651580193724,0.7085145886638905,0.9972693222116406,TAG,50313.44338989258,53158.48434448242,38860.542724609375,43133.46304321289,34208.662353515625,42952.18276977539,34817.58215332031,38671.08312988281,46384.14318847656,40851.62265014648,26289.241897583008
TAG(54:7)_FA 18:1,-0.21672736129601375,6.274688854548487,0.2021463817982294,0.6529938980867549,0.9972693222116406,TAG,46827.60345458984,45307.88314819336,38740.76251220703,40795.523010253906,30968.222442626953,47832.303955078125,35790.942932128906,35907.58239746094,38876.00244140625,34481.42263793945,27554.221923828125
TAG(54:7)_FA 18:2,-0.4539401169287003,6.320119992515532,0.884018501538705,0.34710340142413976,0.9972693222116406,TAG,41548.24301147461,41200.58285522461,38835.90254211426,40737.00297546387,29943.242294311523,57870.764587402344,38722.70236206055,43498.902740478516,39785.96266174317,32533.362411499023,25290.36166381836
TAG(54:7)_FA 20:0,-0.27176183070161125,5.989083810521654,0.31766843742593665,0.5730122092096083,0.9972693222116406,TAG,34673.58229827881,35289.6222076416,27185.92169189453,32194.262969970703,33431.16213226318,36710.72277832031,31992.522872924805,30042.10235595703,33717.783016204834,29741.02220153809,21194.221565246586
TAG(54:7)_FA 20:4,-0.272872997919282,5.966980680988244,0.32026730137332016,0.5714470508979921,0.9972693222116406,TAG,31691.44218444824,33553.162521362305,37066.922271728516,34642.02275085449,24550.80166625977,42395.34324645996,28865.102012634277,29432.7420501709,35045.52271270752,24502.781524658203,19854.32154846191
TAG(54:8)_FA 16:0,-0.25442168168855667,6.503246948613314,0.2784832831351878,0.597697054108741,0.9972693222116406,TAG,54229.58331298828,64140.40481567383,40014.80276489258,42620.02325439453,37148.96273803711,49673.083251953125,44004.30294799805,40877.74298095703,56571.023529052734,43755.80337524414,26868.181884765625
TAG(54:8)_FA 16:1,-0.11365659732469936,7.388915597349276,0.05563461315978202,0.813533619981299,0.9972693222116406,TAG,109455.28646850586,83328.6875,78196.56466674805,142044.63018798828,59796.483337402344,67987.12545776367,83492.58529663086,72243.26547241211,146161.76885986328,61547.503173828125,28112.962059020996
TAG(54:8)_FA 18:0,-0.27431010766841546,6.983521692699518,0.3236624741173273,0.5694149007933696,0.9972693222116406,TAG,72218.32531738281,87378.04507446289,59679.24411010742,65748.26400756836,47535.783462524414,71293.205322265625,52013.48377990723,64509.06393432617,78690.42529296875,59609.9841003418,32772.021881103516
TAG(54:8)_FA 18:1,-0.22822287158706417,6.878545384487016,0.2241435141263537,0.6359007438701274,0.9972693222116406,TAG,69490.04498291016,83720.7660522461,50674.463958740234,62121.42434692383,47008.9231262207,62918.72381591797,45676.36306762695,55139.9040222168,77637.68463134766,59936.9446105957,32958.802490234375
TAG(54:8)_FA 18:2,-0.2393519050778913,6.546430370734333,0.24650681223170068,0.6195455500068918,0.9972693222116406,TAG,52956.603424072266,52857.68392944336,45452.243408203125,49694.783294677734,39113.56283569336,51834.223876953125,44653.743713378906,45184.16326904297,48077.78359985352,41361.76281738281,36988.402252197266
TAG(54:8)_FA 20:0,-0.40794881402048666,6.120938015300117,0.7145158020691724,0.39794873894144156,0.9972693222116406,TAG,34830.20236206055,38503.042709350586,32419.62191772461,37432.44287109375,26453.12183380127,46631.26313781738,35759.68243408203,35791.46223449707,34564.542152404785,30169.542114257812,23918.601539611816
TAG(54:8)_FA 20:4,-0.46655820888294164,5.579778118335476,0.9335795785997334,0.333934498005922,0.9972693222116406,TAG,24271.58180999756,22590.8016204834,26265.321891784668,22474.48175048828,17273.781085968018,33248.00241851807,24121.40173339844,21322.54135131836,28374.6019821167,23198.44174194336,18129.121383666992
TAG(56:0)_FA 16:0,-0.4889774798663438,7.633340186116281,1.0251310240735165,0.31130499999286293,0.9972693222116406,TAG,111057.42623901369,98907.00524902344,71191.96337890625,99047.2064819336,70087.36451721191,102471.96890258788,144477.04928588867,90916.06701660156,107441.0874633789,80112.64544677734,101798.86618041992
TAG(56:0)_FA 16:1,-0.26504778812260005,6.021988194385858,0.3021886246264387,0.5825135919043927,0.9972693222116406,TAG,36293.22299194336,35375.04284667969,32843.402252197266,30993.70249938965,30659.36250305176,48246.54357910156,36705.04275512695,26849.48210144043,32005.68254852295,23116.441635131836,23676.841690063477
TAG(56:0)_FA 18:0,-0.35308809429714366,6.505208192157244,0.535720635333746,0.4642116651227328,0.9972693222116406,TAG,54166.943786621094,50276.0036315918,40320.022857666016,49998.883361816406,34512.602462768555,62699.423828125,39421.20216369629,39727.443115234375,60134.3639831543,42949.64306640625,25687.941925048828
TAG(56:0)_FA 18:1,-0.3470143752725007,6.6425482032322805,0.5174933621847231,0.4719129053434218,0.9972693222116406,TAG,58174.26379394531,48436.42315673828,46325.44345855713,50284.002853393555,33449.04275512695,56943.50425720215,64298.624084472656,41640.68327331543,45837.8823928833,42169.60285949707,56905.6833190918
TAG(56:0)_FA 18:2,-0.3667109786022413,6.3667523137065265,0.5777368047322398,0.44720079100618343,0.9972693222116406,TAG,47805.92321777344,40896.42303466797,40878.0029296875,37601.54252624512,31260.22216796875,56545.92401123047,47139.20349121094,38831.142822265625,35452.90267944336,31500.002227783203,38811.66226196289
TAG(56:0)_FA 20:0,-0.2782033304190279,8.140843889683834,0.3329102799070256,0.5639504141398151,0.9972693222116406,TAG,150378.9912109375,158771.77075195312,132432.30895996094,138908.14880371094,131954.31030273438,151669.0311279297,128221.46875,130550.2890625,145220.15075683594,157475.3106689453,113286.24865722656
TAG(56:0)_FA 20:4,-0.6552346611394537,5.574054520794843,1.833655249146652,0.1756964151166944,0.9972693222116406,TAG,22176.36151123047,22566.94164276123,19837.861518859863,21994.761558532715,16952.221183776855,43797.30296325683,25993.58169555664,24014.821578979492,19829.941398620605,19930.761192321777,18941.801399230957
TAG(56:1)_FA 16:0,-0.3260348509919895,5.968440705315408,0.4569236163056869,0.4990652457052301,0.9972693222116406,TAG,35423.882583618164,38011.12326049805,30286.502166748047,29099.781936645508,25557.841873168945,38688.44281768799,27555.8819732666,31271.202507019043,34527.562019348145,29636.16254425049,20548.841331481937
TAG(56:1)_FA 16:1,-0.4653935700444676,7.587422266981129,0.9290420608399474,0.3351119687351727,0.9972693222116406,TAG,97273.4655456543,101944.48965454102,74004.723388671875,89379.14727783203,70923.9441986084,96515.02728271484,121607.30937194824,87478.94561767578,104813.1667175293,85579.24549865723,112207.1460571289
