Lipid,Parent_Ion,Product_Ion,Species,Class,DB Location,FA mass,[FA+AMP]+
FA(24:4)_<FFF>_n-11,395.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-11,393.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-11,391.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-11,389.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-12,381.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-12,379.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-12,377.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-12,375.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-13,367.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-13,365.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-13,363.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-13,361.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-14,353.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-14,351.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-14,349.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-14,347.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-15,339.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-15,337.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-15,335.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-15,333.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-16,325.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-16,323.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-16,321.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-16,319.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-17,311.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-17,309.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-17,307.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-17,305.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-18,297.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-18,295.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-18,293.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-18,291.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-19,283.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-19,281.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-19,279.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<BBB>_n-19,277.4,183.0,24:4,FA,<BBB>,360.3,527.4
FA(24:4)_<FFF>_n-20,269.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-20,267.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<BBF>_n-20,265.4,183.0,24:4,FA,<BBF>,360.3,527.4
FA(24:4)_<FFF>_n-21,255.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:4)_<BFF>_n-21,253.4,183.0,24:4,FA,<BFF>,360.3,527.4
FA(24:4)_<FFF>_n-22,241.4,183.0,24:4,FA,<FFF>,360.3,527.4
FA(24:5)_<BBBF>_n-2,515.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-2,513.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<BBFF>_n-3,503.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-3,501.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-3,499.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<BFFF>_n-4,491.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-4,489.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-4,487.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-4,485.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-5,479.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-5,477.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-5,475.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-5,473.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-5,471.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-6,465.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-6,463.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-6,461.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-6,459.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-6,457.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-7,451.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-7,449.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-7,447.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-7,445.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-7,443.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-8,437.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-8,435.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-8,433.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-8,431.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-8,429.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-9,423.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-9,421.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-9,419.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-9,417.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-9,415.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-10,409.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-10,407.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-10,405.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-10,403.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-10,401.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-11,395.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-11,393.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-11,391.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-11,389.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-11,387.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-12,381.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-12,379.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-12,377.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-12,375.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-12,373.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-13,367.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-13,365.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-13,363.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-13,361.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-13,359.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-14,353.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-14,351.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-14,349.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-14,347.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-14,345.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-15,339.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-15,337.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-15,335.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-15,333.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-15,331.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-16,325.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-16,323.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-16,321.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-16,319.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-16,317.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-17,311.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-17,309.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-17,307.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-17,305.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-17,303.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-18,297.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-18,295.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-18,293.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-18,291.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<BBBB>_n-18,289.4,183.0,24:5,FA,<BBBB>,358.3,525.4
FA(24:5)_<FFFF>_n-19,283.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-19,281.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-19,279.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<BBBF>_n-19,277.4,183.0,24:5,FA,<BBBF>,358.3,525.4
FA(24:5)_<FFFF>_n-20,269.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-20,267.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<BBFF>_n-20,265.4,183.0,24:5,FA,<BBFF>,358.3,525.4
FA(24:5)_<FFFF>_n-21,255.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-21,253.4,183.0,24:5,FA,<BFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-22,241.4,183.0,24:5,FA,<FFFF>,358.3,525.4
FA(24:6)_<BBBBF>_n-2,513.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-2,511.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<BBBFF>_n-3,501.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-3,499.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-3,497.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<BBFFF>_n-4,489.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-4,487.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-4,485.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-4,483.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<BFFFF>_n-5,477.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-5,475.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-5,473.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-5,471.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-5,469.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-6,465.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-6,463.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-6,461.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-6,459.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-6,457.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-6,455.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-7,451.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-7,449.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-7,447.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-7,445.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-7,443.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-7,441.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-8,437.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-8,435.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-8,433.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-8,431.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-8,429.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-8,427.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-9,423.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-9,421.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-9,419.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-9,417.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-9,415.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-9,413.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-10,409.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-10,407.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-10,405.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-10,403.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-10,401.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-10,399.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-11,395.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-11,393.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-11,391.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-11,389.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-11,387.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-11,385.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-12,381.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-12,379.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-12,377.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-12,375.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-12,373.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-12,371.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-13,367.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-13,365.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-13,363.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-13,361.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-13,359.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-13,357.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-14,353.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-14,351.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-14,349.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-14,347.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-14,345.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-14,343.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-15,339.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-15,337.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-15,335.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-15,333.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-15,331.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-15,329.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-16,325.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-16,323.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-16,321.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-16,319.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-16,317.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-16,315.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-17,311.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-17,309.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-17,307.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-17,305.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-17,303.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBB>_n-17,301.4,183.0,24:6,FA,<BBBBB>,356.3,523.4
FA(24:6)_<FFFFF>_n-18,297.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-18,295.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-18,293.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-18,291.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<BBBBF>_n-18,289.4,183.0,24:6,FA,<BBBBF>,356.3,523.4
FA(24:6)_<FFFFF>_n-19,283.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-19,281.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-19,279.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-19,277.4,183.0,24:6,FA,<BBBFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-20,269.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-20,267.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-20,265.4,183.0,24:6,FA,<BBFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-21,255.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-21,253.4,183.0,24:6,FA,<BFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-22,241.4,183.0,24:6,FA,<FFFFF>,356.3,523.4
FA(25:0),549.3,183.0,25:0,FA,,382.19999999999993,561.3
FA(25:1)_<>_n-2,535.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-3,521.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-4,507.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-5,493.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-6,479.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-7,465.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-8,451.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-9,437.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-10,423.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-11,409.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-12,395.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-13,381.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-14,367.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-15,353.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-16,339.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-17,325.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-18,311.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-19,297.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-20,283.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-21,269.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-22,255.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:1)_<>_n-23,241.4,183.0,25:1,FA,<>,380.3,547.4
FA(25:2)_<F>_n-2,535.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-2,533.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-3,521.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-3,519.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-4,507.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-4,505.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-5,493.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-5,491.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-6,479.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-6,477.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-7,465.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-7,463.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-8,451.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-8,449.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-9,437.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-9,435.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-10,423.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-10,421.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-11,409.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-11,407.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-12,395.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-12,393.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-13,381.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-13,379.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-14,367.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-14,365.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-15,353.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-15,351.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-16,339.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-16,337.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-17,325.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-17,323.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-18,311.4,183.0,25:2,FA,<F>,378.3,545.4
FA(25:2)_<B>_n-18,309.4,183.0,25:2,FA,<B>,378.3,545.4
FA(25:2)_<F>_n-19,297.4,183.0,25:2,FA,<F>,378.3,545.4
