Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PG (28:1),76626.22595214844,65540.96484375,68795.52465820312,66357.14373779297,26846.00193786621,77196.04577636719,25180.161743164062,64154.10424804688,62034.70373535156
PG (28:2),56898.7239074707,48334.52359008789,49241.383361816406,48001.30319213867,23745.46155929565,55748.8837890625,13637.940998077393,49136.78338623047,47175.40380859375
PG (30:0),87563.66687011719,73238.14440917969,99541.10772705078,82987.365234375,32787.12222290039,80228.04504394531,29750.70202255249,75579.54516601562,94880.78686523438
PG (30:1),56729.98385620117,48126.76364135742,55123.92353820801,45026.88320922852,18835.421421051025,55197.92404174805,13778.760929107666,44006.68325805664,44039.84292602539
PG (30:2),67671.5845336914,55108.96371459961,52014.78283691406,42471.76290893555,23800.501441955566,65149.54425048828,14760.300914764404,44766.80288696289,46555.50321960449
PG (30:3),80264.76602172852,49391.28369140625,64444.065200805664,61979.42498779297,29765.922412872314,76447.86486816406,16092.001083374023,68295.22457885742,62917.48434448242
PG (30:4),55495.7236328125,43390.92321777344,44866.08331298828,44173.02355957031,22770.88174438477,54187.56381225586,14433.560955047607,37764.0827331543,43492.10328674317
PG (32:0),110267.2474975586,94173.0069580078,120860.2699584961,103335.9873046875,39577.30274963379,115070.44732666016,21391.061458587646,87876.62707519531,111980.74896240234
PG (32:1),74876.6849822998,61783.06478881836,95037.5283203125,66439.16555786133,25372.121620178223,74694.26599121094,14159.2610206604,74797.98553466797,57182.02453613281
PG (32:2),421410.26861572266,265542.6328735352,625595.9060668945,428424.1611328125,119164.9298248291,413328.4332275391,26959.901775360107,605861.0270385742,246204.4418334961
PG (32:3),72947.80572509766,57634.34423828125,61466.68438720703,54548.10339355469,23466.88167572021,73803.7056274414,15343.681079864502,54519.02416992188,57137.94415283203
PG (32:4),78420.94567871094,67730.86389160156,70689.12478637695,82292.44641113281,28669.12201690674,78410.9853515625,15332.041122436523,55551.9635925293,65611.50494384766
PG (32:5),64834.60479736328,61361.8037109375,141260.64776611328,55899.803955078125,28723.361907958984,67011.54473876953,24903.141830444336,50010.76354980469,53159.36410522461
PG (34:0),75389.54537963867,57950.66375732422,75363.00567626953,59227.40447998047,31330.44228744507,72769.9653930664,20180.881317138672,60963.64401245117,66616.06436157227
PG (34:1),98759.02758789062,75341.0654296875,104941.1082763672,83637.0458984375,35052.26232910156,94466.78662109376,27320.36191558838,63624.60461425781,75185.30548095703
PG (34:2),72865.54510498047,59468.704833984375,66565.54452514648,59144.98461914063,25164.001960754395,66322.66430664062,18729.521453857426,50971.34387207031,51579.94384765625
PG (34:3),72847.94598388672,58371.24456787109,59765.58447265625,55731.06414794922,23883.32141113281,69338.10418701172,18821.62124633789,52959.46432495117,57098.12414550781
PG (34:4),65700.20458984375,51828.84368896485,58445.26416015625,57604.16400146485,21463.98167037964,65353.26452636719,18820.901405334476,52110.52355957031,51496.02392578125
PG (34:5),136217.45016479492,106144.8264465332,89846.84503173828,94560.66693115234,44998.28350067139,136859.2509765625,18886.52132797241,69591.08529663086,99814.38790893556
PG (34:5)_2,120037.7671508789,94973.30615234376,87226.1467590332,90437.16638183594,41845.60361480713,125280.52908325195,15567.101219177246,68075.24481201172,92482.32647705078
PG (34:6),82189.62564086914,61685.08441162109,88466.5267944336,61463.224182128906,24153.501556396484,81264.82537841797,15447.06103515625,58262.48403930664,63944.04525756836
PG (36:0),163240.29028320312,133486.2294921875,120362.70886230467,120062.92929077148,60285.365142822266,192551.75201416016,26809.32172012329,110802.34716796876,125020.51040649414
PG (36:1),319739.82080078125,168404.01171875,166981.65258789062,166357.49145507812,127548.14990234376,288672.16015625,78201.06611633301,108305.64794921876,125836.62841796876
PG (36:2),224894.81396484372,156952.45068359375,136565.0096435547,124319.60900878906,76272.4460144043,183601.09423828125,36417.28263092041,118402.70867919922,100915.50714111328
PG (36:3),72386.58462524414,59820.203552246094,62004.74420166016,58023.80438232422,18850.161560058597,65631.92492675781,15298.441036224363,50154.80368041992,55483.66384887695
PG (36:4),84260.36657714844,71186.66528320312,70165.92352294922,65921.06439208984,32641.962490081787,75829.1049194336,25278.081565856934,68529.38482666016,67130.60446166992
PG (36:5),63652.20468139648,56045.08367919922,55682.70397949219,51790.00421142578,21976.8013381958,59659.6833190918,16411.4612159729,42524.80281066895,52034.184020996094
PG (36:6),70225.76593017578,54638.98431396485,63869.40368652344,51691.30374145508,24445.661491394043,74582.12594604492,15210.240997314451,48829.70324707031,57779.20390319824
PG (36:7),77981.22583007812,60613.324645996094,76128.12466430664,68683.0655670166,24791.101776123047,72210.74502563477,15057.66107559204,71342.98461914062,58086.88381958008
PG (36:8),292627.7795410156,193368.9156494141,387173.6243286133,277586.1055297852,87291.60531616211,291947.18048095703,26512.662017822266,366350.0997314453,174112.8104248047
PG (38:0) | PGp (40:6),167925.13342285156,124772.2085571289,198558.65600585935,141366.56799316406,64613.38435745239,161618.36865234375,20422.94149398804,172754.33142089844,102031.88842773438
PG (38:1),105921.36688232422,90607.34552001952,106595.76861572266,87448.78564453125,41153.2223815918,99646.46673583984,22715.701496124268,88475.28649902344,80918.98516845703
PG (38:2),143769.7691040039,135439.39141845703,174621.65255737305,98696.74505615234,43362.363021850586,130693.92932128906,19836.72134399414,110809.54754638672,83248.826171875
PG (38:3),79688.54602050781,70741.84423828125,67800.78381347656,58550.32345581055,29682.382263183597,79485.98468017578,18435.24137496948,54960.804290771484,58011.385009765625
PG (38:4),126488.54956054688,90277.52606201172,90394.20678710938,92182.96667480467,48413.9035949707,120148.58947753906,30956.52191925049,69125.44512939453,83124.24609375
PG (38:5),80117.82525634766,63794.76446533203,72651.28466796875,68546.22485351562,26989.82211303711,73927.52569580078,21626.38148498535,59987.02383422852,65208.20443725586
PG (38:6),93351.48645019533,65490.14456176758,93411.40649414062,67631.82458496094,27388.561851501465,87110.2064819336,18452.281299591064,74571.26538085938,64447.90481567383
PG (38:7),229901.9549560547,161570.07202148438,350485.86111450195,182212.89190673828,34410.322174072266,203782.6960144043,18223.08132171631,307632.7173461914,135423.55123901367
PG (38:8),75823.2456665039,69245.04504394531,70308.88424682617,64020.744689941406,22462.30145263672,77060.34555053711,18022.50134277344,56750.54397583008,61920.12422180176
PG (38:9),95750.58721923828,78785.52627563477,112607.68743896484,75827.7045288086,39702.363441467285,93376.02520751952,19675.56132888794,91437.76556396484,67737.94451904297
PG (40:0) | PGp (42:6),359981.8244628906,318848.2037353516,273436.478515625,273960.65966796875,135677.29107666016,464600.6171264648,21515.90158843994,287721.15829467773,312534.71978759766
PG (40:0) | PGp (42:6)_2,327849.5430908203,292347.3389892578,255408.5947265625,264658.8729248047,131266.3504638672,412492.5054321289,19603.58136367798,276890.36279296875,294281.2544555664
PG (40:1),67263.86441040039,50071.84387207031,63952.144958496094,47450.92346191406,23245.461639404297,66906.82513427734,17818.441158294678,48038.52365112305,54954.8232421875
PG (40:10),384750.243347168,132398.00854492188,845022.247467041,280562.9995727539,129807.72835540771,463966.2941894531,16758.88115310669,580517.6903991699,174710.93518066406
PG (40:2),235470.77667236328,115554.06912231444,335838.4853210449,147535.951171875,76551.7446899414,347649.522857666,16520.401206970215,258131.0980224609,255713.45468139648
PG (40:3),76191.64556884766,65587.74530029297,61867.403869628906,60491.684020996094,36191.12243652344,79251.36560058594,21746.221614837646,50706.88287353516,57895.22384643555
PG (40:4),125203.9090576172,73237.7451171875,72138.82513427734,84477.04565429688,42139.5632019043,116841.72814941406,28611.821926116943,56802.7444152832,73788.02526855469
PG (40:5),189214.67333984372,98597.66650390624,96212.92736816406,116205.888671875,64978.18493652344,177841.2919921875,37855.122802734375,78225.32598876953,96434.52734375
PG (40:6),1134166.7529296875,439533.611328125,377455.3442382813,608337.8232421875,354938.38525390625,1052223.6748046875,211167.71599578857,235693.4782714844,381514.23046875
PG (40:7),109157.82763671876,76022.64544677734,83356.36633300781,77835.32458496094,40730.54299926758,91645.96643066406,21362.02161026001,63645.72442626953,72676.9052734375
PG (40:8),74316.80572509766,64786.14407348633,75138.02499389648,58737.784423828125,27508.02239227295,75666.74548339844,17509.26124572754,58926.044372558594,60564.2048034668
PG (40:9),81593.3857421875,62658.38494873047,107797.2470703125,67421.0844116211,29688.461975097656,83229.08557128906,16273.801120758057,82038.46615600586,60889.50390625
PG (42:0),189561.2371826172,67832.3440246582,130338.26936340332,146706.37237548828,68713.50551605225,169393.93257141113,13106.000846862791,116755.30819702148,133589.48892211914
PG (42:1),54910.44375610352,48594.683349609375,56337.74450683594,54736.624084472656,25507.08155441284,62865.26379394531,14279.060962677002,45950.02322387695,54596.583740234375
PG (42:10),68879.08529663086,53123.06378173828,52832.76388549805,55560.32455444336,24708.581535339355,69781.86499023438,15188.161148071287,48440.62322998047,55082.80325317383
PG (42:11),216991.89895629883,187432.17050170896,160206.6521911621,169173.9524230957,83331.62501525879,228535.6756591797,12267.180835723875,182255.3577270508,208171.13256835935
PG (42:2),62108.04452514648,46965.04309082031,59099.223205566406,54113.34405517578,22684.981590271,80196.0258178711,11833.5608253479,51695.8635559082,55664.164154052734
PG (42:3),220453.49542236328,102580.22747802734,184676.6134033203,162115.51239013672,99294.28620910645,350365.9991455078,19322.52142715454,165360.6512451172,170311.46923828125
PG (42:4),55963.2038269043,39670.80233764648,67969.06617736816,42449.64309692383,22655.54167175293,48464.70306396485,12770.020935058594,75447.72491455078,45708.92263793945
PG (42:5),59732.40423583984,39687.96212768555,51533.30358886719,44770.422912597656,20230.3415222168,50403.78329467773,14707.681129455566,39506.94271850586,43562.34313964844
PG (42:6),105658.9676513672,78566.76510620117,109208.22689819336,80434.82650756836,39154.98251342773,90700.34619140624,18662.481163024902,95723.30657958984,62147.08489990234
PG (42:7),64392.66424560547,45759.76330566406,52550.04370117188,48609.30310058594,23748.501571655277,60929.243713378906,15393.440952301024,48460.32388305664,48879.66363525391
PG (42:8),81313.66589355469,58426.36376953125,76391.74569702148,64025.48516845703,30970.20191192627,77273.60430908203,15195.761013031006,60710.244689941406,59639.60369873047
PG (42:9),112536.04901123048,107231.66885375977,108513.7671508789,102591.74752807616,33391.121994018555,120306.48858642578,19244.60147857666,109033.5083618164,112847.12774658205
PG (44:0),37497.34252929688,29381.022003173828,35008.48229980469,31383.36227416992,16122.541278839111,34207.362243652344,11685.120811462402,31948.58226013184,30665.86213684082
PG (44:1),39869.24317932129,31131.60206604004,33978.18241119385,31751.201873779297,17701.44123840332,35479.082317352295,10789.880771636965,28371.362007141117,32538.62176513672
PG (44:10),75019.96502685547,51835.90432739258,51927.18307495117,43259.36364746094,32366.68235778809,77176.56573486328,18112.28113555908,48668.96328735352,51034.10382080078
PG (44:12),70893.74499511719,43432.78308105469,42709.36306762695,46312.2431640625,26781.062210083008,67658.10437011719,19115.14121627808,35759.882583618164,40126.46249389648
PG (44:2),42002.942794799805,36351.96240234375,35662.54256820679,32748.462493896484,22577.181579589844,43260.18308258057,13581.680980682371,35899.36251068115,35758.80247116089
PG (44:3),41804.96261978149,33163.26206970215,34672.08222579956,30187.46196746826,18195.38122177124,37125.26272201538,12682.740783691406,29588.841995239258,33471.502128601074
PG (44:4),42994.66302490234,31155.66227722168,37252.70248413086,33523.26232910156,15426.741050720217,35791.72230529785,11552.980819702148,32956.862243652344,36705.56217956543
PG (44:5),44946.94287109375,33023.262268066406,35485.38265991211,31194.802139282227,16722.52109527588,38269.742614746094,12794.76096725464,33681.68276977539,35610.422454833984
PG (44:6),45148.56329345703,33732.92266845703,35773.90287780762,33014.842376708984,17751.361476898193,40325.40313720703,9616.060745239258,32565.08203125,33500.04235839844
PG (44:7),44898.802978515625,34147.74264526367,38421.24291992188,33340.382263183594,15914.261043548584,43274.66339111328,13543.6209526062,32848.762451171875,36396.122955322266
PG (44:8),46435.10307312012,32788.08201599121,39977.22344970703,37485.54287719727,16814.241256713867,42678.56323242188,11692.180862426758,34471.92233276367,36415.20248413086
PGo (20:0),114376.78848266602,99179.10736083984,9004.700626373291,1752.1801261901855,28041.38144302368,98826.92810058594,27449.401885986328,6305.00040435791,1461.240104675293
PGo (28:0),50857.20318603516,44760.9430847168,42382.58331298828,49329.743713378906,21045.82145690918,52671.1237487793,14882.08101272583,37862.38247680664,43574.40287780762
PGo (30:0),123809.14752197266,79108.62628173828,144128.23057556152,107639.56756591795,31629.402252197266,113457.84951782228,14154.36093902588,121858.84671020508,72096.92391967773
PGo (30:1),65055.28451538086,57333.80349731445,63989.965423583984,62933.76449584961,26649.961490631104,71310.86465454102,9686.560729980469,49727.52391052246,58193.40414428711
PGo (32:0),59870.904205322266,48537.143615722656,51577.30422973633,47509.843505859375,22482.701446533203,55467.88374328613,16062.34120941162,45061.963134765625,48704.16369628906
PGo (32:1),43894.94357299805,38342.92288208008,41316.342849731445,35941.222747802734,19090.90137481689,47523.2633972168,12604.56079864502,34452.90252685547,38692.88232421875
PGo (34:0),167314.27221679688,113057.68807983398,140704.85055541992,103531.3472290039,40604.98337554932,137601.86975097656,17940.541332244873,121748.86920166016,92854.70626831056
PGo (34:2),63146.04479980469,57613.323486328125,54465.34353637695,55877.66387939453,23408.081672668457,62527.34460449219,16770.801071166992,55263.42388916016,53493.923736572266
PGo (34:3),60478.383850097656,46906.86361694336,48718.64352416992,50387.72393798828,25228.301795959476,57566.00387573242,15976.06116104126,43929.38342285156,45866.763107299805
PGo (34:4),61385.48443603516,51455.54376220703,45702.04336547852,47100.96328735352,25815.74165725708,57521.96450805664,16274.341094970703,43848.88293457031,49088.88314819336
PGo (36:0),67894.82437133789,56470.32360839844,65157.86471557617,57598.74435424805,24752.881858825684,65875.24453735352,15504.041206359863,58797.82421875,52912.264221191406
PGo (36:1),230704.6149291992,150245.22924804688,307595.0781860352,218115.9921875,63278.4051361084,222530.3350830078,23882.70182037353,282392.53857421875,135770.72967529297
PGo (36:2),67103.50463867188,55921.52383422852,56361.88485717773,54165.26373291016,21633.16136932373,63546.864685058594,15257.261142730713,51395.60400390625,51784.78378295898
PGo (36:4),62151.44415283203,49680.02340698242,51396.08380126953,52823.943908691406,23457.04162979126,61317.64469909668,13916.160953521729,48381.92388916016,54979.023513793945
PGo (36:5),59320.704345703125,46413.14306640625,52142.02368164063,48857.323822021484,18575.22151565552,56958.74362182617,15636.481143951416,47431.70376586914,48640.88320922852
PGo (38:0),155034.89208984375,120346.66806030272,239445.99801635745,123637.14877319336,28539.442276000977,132672.02899169922,14771.981197357178,208740.9548034668,95494.86730957033
PGo (38:1),69299.40502929688,70490.60546875,69651.22485351562,64217.26419067383,27478.54182815552,68411.10516357422,18153.70149230957,51861.38333129883,59016.28421020508
PGo (38:2),81405.80499267578,71116.94439697266,96534.12768554688,66282.70516967773,31204.282455444336,74221.84530639648,17781.86134338379,70748.2651977539,66278.52423095703
PGo (38:3),102999.38684082033,77985.62548828125,106422.64846801758,71745.64501953125,31317.162284851074,90250.54608154295,18974.721382141117,86864.9462890625,61916.964263916016
PGo (38:4),83205.18591308594,75568.14498901367,68758.68542480469,68570.02490234375,27233.142204284668,79279.46545410156,15830.421054840088,50521.78350830078,62139.84365844727
PGo (38:6),62539.08416748047,52358.62384033203,60699.52423095703,60136.244049072266,25996.941650390625,69099.08502197266,14011.80109024048,50203.1242980957,57613.32495117188
PGo (40:0),102478.54705810548,71142.16455078125,85162.96621704102,72680.26531982422,33398.141998291016,93917.306640625,22089.90131378174,61848.44494628906,65827.26452636719
PGo (40:1),71901.48519897461,64559.40512084961,77493.76443481445,62264.8447265625,24290.94194793701,69039.3648071289,18159.76121520996,58648.24423217773,58954.18438720703
PGo (40:2),69324.22463989258,60411.30471801758,87120.08511352539,54822.10385131836,20874.50143814087,63876.38409423828,17540.34122467041,63080.2243347168,55220.84378051758
PGo (40:4),61135.78384399414,53703.48419189453,55063.84414672852,53548.64385986328,20424.181385040283,62522.96423339844,14820.641105651855,45453.802642822266,49585.18325805664
PGo (40:5),63562.32467651367,50655.46398925781,57307.144134521484,51800.1237487793,23978.98162841797,60185.24462890625,14683.661041259766,47978.28283691406,54490.12390136719
PGo (40:6),125998.02877807616,104974.52770996094,129591.58856201172,103898.68588256836,35695.08219909668,133804.90921020508,16719.621170043945,134460.7504272461,125855.26879882812
PGo (40:9),269319.83880615234,101213.80633544922,612374.8541870117,217792.73303222656,80570.94807434082,337488.9263305664,16745.84126663208,420693.46978759766,145299.6505432129
PGo (42:0),55096.283447265625,43748.38275146485,45940.32308959961,44321.06332397461,21335.84147644043,54973.14401245117,14483.340892791748,43496.60302734375,47975.44305419922
PGo (42:1),62784.88461303711,47595.622955322266,60541.04409790039,48821.02349853516,24778.901641845703,62670.70373535156,15327.441005706787,46824.12315368652,50790.12338256836
PGo (42:2),96294.626953125,95882.7466430664,93256.12655639648,81612.76623535156,40174.9020690918,102295.58666992188,18486.521286010742,77852.38470458984,92003.42694091795
PGo (42:4),145619.43072509766,112220.50759887695,117360.78512573242,115833.44854736328,32845.1421585083,135143.68994140625,13445.740951538086,127474.8695678711,144069.13009643555
PGo (42:6),88599.08703613281,70965.72583007812,76203.62435913086,73886.56579589844,35081.62284088135,102994.38885498048,14820.601070404053,79239.4255065918,84899.16525268555
PGp (16:0),122069.18914794922,101734.8468017578,102588.56823730467,79185.10583496094,45141.6237487793,103796.18701171876,22643.94157409668,91283.0870361328,75302.96493530273
PGp (20:0),58984.74429321289,47526.68353271485,1536.0001068115234,2121.320156097412,18370.14140319824,62224.74505615234,17512.66114807129,1469.4801025390625,1588.980125427246
PGp (28:0),52739.06344604492,51070.86331176758,54693.92346191406,58634.88412475586,20398.8812789917,57977.24349975586,10802.680675506592,50836.52421569824,53353.763931274414
PGp (30:1),78239.08456420898,56960.34420776367,87349.36724853516,71705.98443603516,25892.30215072632,81838.20602416992,12989.040908813477,87467.16827392578,59674.14334106445
PGp (34:4),56967.36407470703,47266.22341918945,62098.10424804688,47672.54370117188,24384.581859588623,59920.22482299805,15333.101131439207,43121.02276611328,45261.66339111328
PGp (36:5),105093.00598144533,91574.78665161131,85710.74560546875,81570.76574707031,35242.80212402344,98686.68737792967,19592.021446228027,83867.08529663086,87084.02612304688
PGp (38:6),176993.6121826172,136844.36950683594,124424.86944580078,126596.38885498048,48458.84307861328,197005.2326660156,24984.001556396484,112345.3871459961,126127.04846191406
PGp (42:2),58250.90368652344,46171.34356689453,52098.22317504883,46996.38366699219,22951.24164581299,59592.2846069336,14840.620994567871,44728.72341918945,52074.58404541016
PGp (42:4),50016.62373352051,37711.06271362305,45208.54302978516,38542.30252075195,19551.94139099121,48094.28378295898,13622.380878448486,42625.08255004883,39597.90313720703
PI (14:1),70079.9447593689,550871.9754638672,619566.3386230469,593264.8675537109,81723.08558273315,636724.3433837891,29517.72205734253,531401.0949707031,513240.47790527344
PI (20:1),80597.72583007812,156028.97131347656,135442.548828125,153404.39111328125,83201.68542480469,160455.3104248047,44494.66305541992,131882.9903564453,134600.74853515625
PI (24:0),24730.18170166016,76735.80584716797,131636.69116210938,82418.20629882812,27035.88164520264,77459.20544433594,15593.841022491457,74795.32498168945,142885.1083984375
PI (26:0),30201.982330322266,76965.00576782227,136643.06964111328,71160.0844116211,33734.00225067139,70765.20516967773,17091.781280517578,81926.26428222656,134693.27075195312
PI (26:1),107050.32697677612,173937.8916015625,175526.85180664062,164137.63232421875,127232.84943771362,176314.1708984375,75726.12528991699,147846.2900390625,168049.17163085938
PI (28:0),33278.442321777344,145623.56951904297,210847.853515625,99512.1669921875,41449.36285400391,96436.04745483398,21721.22162628174,146507.33123779297,170380.95294189453
PI (28:1),23009.56155776977,81748.34619140625,103639.18815612792,62457.46334838867,21220.441551208496,65179.8837890625,12466.400871276855,77995.48391723633,71760.42517089844
PI (28:2),14813.681037902832,44569.30319213867,49293.24336242676,39313.843338012695,15242.481121063232,45863.38332366943,7914.620586395264,35436.44206237793,40516.0828704834
PI (30:0),180620.233127594,503670.7768554688,600745.9233398438,371013.24755859375,198396.3542366028,331658.62158203125,104465.44719696043,523328.578125,505053.54541015625
PI (30:1),58668.24398803711,259149.7164306641,331844.76916503906,163220.0106201172,67716.464427948,155328.83044433594,33143.082218170166,255374.93798828125,225243.2543334961
PI (30:2),27674.90180587769,117826.70809936523,113952.34664916992,77401.26596069336,33795.04215621948,103113.70559692384,18109.34111404419,89069.30572509766,88051.28704833984
PI (30:3),13624.020961761476,46468.0036315918,44443.52345275879,36983.30267333984,16550.58108139038,53093.12345886231,8793.580699920654,37984.1032409668,44721.52299499512
PI (30:4),14883.041118621826,56594.64394378662,55272.86380004883,51849.923263549805,15272.44095993042,65756.00364685059,8609.820575714111,39635.86250305176,53858.863441467285
PI (32:0),280792.08029556274,841673.4555664062,1022960.29296875,603373.828125,326744.00269699097,602517.3037109375,157245.43054580688,912976.4560546876,786551.013671875
PI (32:1),177726.95261001587,633433.8061523438,731231.4521484375,363487.1440429688,194188.5926818848,391675.8696289063,101311.0269432068,599458.2690429688,513403.6140136719
PI (32:2),204110.29377365112,401856.6674804688,412517.8911132813,316571.44384765625,239840.0572013855,322104.06103515625,128202.96905899048,369130.34765625,350336.501953125
PI (32:3),14850.261013031006,57898.944580078125,55555.143814086914,49103.28366088867,16739.961040496826,59310.90397644043,7923.800498962402,41808.38371276856,49720.0827331543
PI (32:4),14999.861114501951,81539.48597717285,74745.18518829346,79951.76582336426,16217.461219787598,95415.6453552246,8332.06052017212,69388.14594268799,73966.88554382324
PI (32:5),14830.341152191162,73261.28625488281,76148.80502319336,62165.52488708496,17746.221351623535,85341.78605651855,11081.400741577148,67624.4651184082,70847.40501403809
PI (34:0),280374.07820510864,512041.5361328125,623987.62890625,460397.4150390625,327620.26052856445,464166.708984375,165920.79173660278,527888.0551757812,515251.89599609375
PI (34:1),122307.40782928468,579147.099609375,889017.3286132812,458133.41259765625,151005.57047271729,522493.71728515625,61726.46446609497,662618.298828125,521818.2648925781
PI (34:2),133015.08963012695,400424.6218261719,430897.6337890625,266769.8801269531,155443.59016418457,281049.9245605469,72473.90536880493,341321.7199707031,300177.0009765625
PI (34:3),21821.04155731201,100206.666015625,94210.12837219238,59920.004959106445,21519.421577453613,71146.72482299805,12954.580947875977,67414.32431030273,66518.82473754883
PI (34:4),14754.461009979248,53800.28352355957,47874.983642578125,44414.5233001709,15410.18102645874,63168.20497131348,9254.48063659668,41625.3028717041,50824.84323120117
PI (34:5),16785.881183624268,101869.68836975098,85700.88670349121,84554.58624267578,16998.78125,132040.6901397705,8651.660614013672,71426.06439208984,88390.84675598145
PI (34:6),15238.121044158936,64135.80404663086,65852.24499511719,52569.844177246094,19438.921447753903,64576.364807128906,10199.260757446287,57333.7635345459,58583.24380493164
PI (36:0),129973.48913192748,220398.25512695312,220439.41796875,190911.8935546875,137971.28929519653,212924.0529785156,67455.22482299805,211070.4755859375,235751.99682617188
PI (36:1),35326.082458496094,148002.29064941406,231554.33306884769,117868.54809570312,40269.66312789917,155018.57080078125,22350.541675567627,150238.36987304688,136098.16827392578
PI (36:2),54751.10397720337,247324.9776611328,347221.26403808594,173390.69091796875,63894.24464416504,262262.5573730469,29279.661907196045,261726.31506347656,208548.49591064453
PI (36:3),29765.22229385376,191855.3726196289,210705.37322998047,111121.72708129884,32795.462352752686,117985.54748535156,14405.561016082764,132298.41046142578,109125.50680541992
PI (36:4),27570.30178451538,293733.8406982422,444851.0302734375,311892.96185302734,28745.042106628414,227829.75540161133,13382.740940093994,337852.7849121094,238426.2767944336
PI (36:5),17634.961238861084,62628.24432373047,62136.48394775391,53828.84327697754,16861.62110900879,68126.54541015625,8720.18062210083,50386.44409179688,56218.04476928711
PI (36:6),29084.102226257324,65124.34454345703,65790.98452758789,55169.60394287109,30273.6622505188,70948.14501953125,14094.220993041992,54179.94403076172,64102.4248046875
PI (36:7),26753.34200286865,90283.00506591795,89188.02719116211,66670.36419677734,28738.841930389404,69783.505859375,15507.52103805542,80101.76666259766,83681.9263305664
PI (36:8),31120.18238067627,131175.66989135742,199022.7706298828,113184.8489074707,35842.862480163574,108313.8500366211,17492.90110397339,140531.63095092773,124045.0883178711
PI (38:0) | PIp (40:6),22504.46148300171,68647.0845336914,69395.68508911133,55955.42413330078,24440.621757507324,59091.184143066406,10539.200717926024,58790.46356201172,62305.44482421875
PI (38:0) | PIp (40:6)_2,20489.421493530277,70591.28549194336,65556.38473510742,55738.78399658203,24226.08155822754,55629.583557128906,11300.60081100464,54290.56318664551,58783.24459838867
PI (38:1),18118.301147460938,61934.20388793945,57930.88377380371,47118.68362426758,18422.52122116089,55328.723541259766,9351.92068862915,50026.80279541016,55637.423828125
PI (38:2),14486.080951690674,62454.84420776367,68698.42471313477,51706.22393798828,15856.621170043943,65230.74420166016,7968.860458374023,51376.96343231201,52732.54354095459
PI (38:3),17836.481163024902,138112.22882080078,216682.29400634769,166701.99444580078,20407.881381988525,127588.16954040527,9886.040584564207,138834.08920288086,121236.50743103027
PI (38:4),46381.72327804565,1011579.4360351562,1806871.6315917969,1462645.5623779297,50485.0637626648,834440.9158935547,9794.500679016111,1128805.135848999,961774.7897338868
PI (38:5),23604.98152923584,236406.95666503903,337966.02447509766,326711.46282958984,23458.64168548584,228410.59466552731,9685.060707092283,262300.5955505371,221383.0954742432
PI (38:6),29075.501956939697,109593.56811523438,145562.5099182129,111479.76681518556,32778.88238143921,122441.4691772461,17289.701210021973,95292.92694091795,91899.46667480467
PI (38:7),21339.801528930664,112569.38653564452,326400.118057251,141646.7091369629,22298.7017288208,234699.57231140137,11161.600830078123,236004.95849609372,92273.9047088623
PI (38:8),22890.121536254883,70115.16436767578,83928.76547241211,59271.78369140625,22678.381591796875,63684.18411254883,12754.820846557615,59094.90472412109,63350.14498901367
PI (38:9),21094.00144958496,61301.80465698242,60564.72351074219,46377.602600097656,24244.461784362797,61202.8639831543,13192.800853729248,43529.44268798828,49854.602630615234
PI (40:0),20942.041400909424,215499.7189025879,219492.8318786621,202969.8313293457,24925.08193206787,390852.40267944336,10712.220695495604,232100.4006958008,179458.71453857422
PI (40:1),15756.601119995115,62246.86457824707,51379.3846282959,37174.88285827637,17523.701194763184,43764.34365844727,9365.520637512209,43689.9231262207,43544.36308288574
PI (40:10),13915.401054382324,70333.64590454102,131758.37153625488,71694.42498779297,14333.6409034729,99250.36834716795,5485.040370941162,89650.36766052246,61587.103271484375
PI (40:2),13505.20086669922,85186.2060546875,66264.96572875977,47470.24327087402,16041.081214904783,69881.12492370605,6216.820453643799,52238.70379638672,63053.96528625488
PI (40:3),20482.52130889893,45775.84368896485,44942.92306518555,39732.98281860352,19109.18141555786,46627.38342285156,11363.920791625977,36448.74264526367,43451.42330932617
PI (40:4),12934.420948028564,49107.66371154785,53345.7233581543,43950.302978515625,13321.80097579956,56757.70359802246,10162.520713806152,38360.16252136231,41977.84315490723
PI (40:5),16669.021228790283,66822.82516479492,76468.50581359863,59723.94482421875,18781.36117172241,73047.28433227539,7572.460536956787,59700.24395751953,55346.02400970459
PI (40:6),29873.121921539307,111063.46746826172,145851.39001464844,131605.98852539062,31695.44228363037,89961.9873046875,11190.440803527832,80806.38606262207,73823.88565063477
PI (40:7),19793.781406402588,77506.4651184082,80837.00570678711,73256.00454711914,22400.221752166748,65579.64361572266,9594.38066482544,64409.603775024414,70010.58517456055
PI (40:8),23108.16169738769,73756.8247680664,66106.26455688477,110702.82968139648,22960.08134841919,78917.98672485352,10467.180736541748,50943.12353515625,64895.16427612305
