Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PGp (42:4),36751.48251342773,51924.22366333008,39481.442626953125,41673.72296142578,41880.723205566406,19551.94139099121,48094.28378295898,13622.380878448486,42625.08255004883,39597.90313720703
PI (14:1),504336.7962646485,460703.2735595703,540601.5620117188,604275.8529052734,458993.2548828125,81723.08558273315,636724.3433837891,29517.72205734253,531401.0949707031,513240.47790527344
PI (20:1),169894.91040039062,170756.0526123047,143691.14978027344,118362.0888671875,134352.1092529297,83201.68542480469,160455.3104248047,44494.66305541992,131882.9903564453,134600.74853515625
PI (24:0),68688.38439941406,85529.54528808594,77901.70614624023,67226.28378295898,68118.74536132812,27035.88164520264,77459.20544433594,15593.841022491457,74795.32498168945,142885.1083984375
PI (26:0),61271.764892578125,70851.4642944336,79370.9653930664,89150.18643188477,83605.42520141602,33734.00225067139,70765.20516967773,17091.781280517578,81926.26428222656,134693.27075195312
PI (26:1),164507.2119140625,181094.2326660156,174071.2509765625,162411.892578125,162135.07177734375,127232.84943771362,176314.1708984375,75726.12528991699,147846.2900390625,168049.17163085938
PI (28:0),83152.7866821289,95611.3465576172,194340.71459960935,204496.0541381836,130094.6685180664,41449.36285400391,96436.04745483398,21721.22162628174,146507.33123779297,170380.95294189453
PI (28:1),51201.20346069336,57888.48361206055,102537.32611083984,107217.16775512695,69296.12548828125,21220.441551208496,65179.8837890625,12466.400871276855,77995.48391723633,71760.42517089844
PI (28:2),37711.26298522949,62540.48455810547,49501.96339416504,47002.72297668457,48060.80389404297,15242.481121063232,45863.38332366943,7914.620586395264,35436.44206237793,40516.0828704834
PI (30:0),310404.6030273437,326832.125,647673.7392578125,707586.13671875,463536.9926757813,198396.3542366028,331658.62158203125,104465.44719696043,523328.578125,505053.54541015625
PI (30:1),135217.0469970703,137244.98889160156,338167.0826416016,413948.8756713867,235504.99572753903,67716.464427948,155328.83044433594,33143.082218170166,255374.93798828125,225243.2543334961
PI (30:2),98563.8671875,100380.74731445312,124207.87091064452,125196.56747436523,107441.74755859376,33795.04215621948,103113.70559692384,18109.34111404419,89069.30572509766,88051.28704833984
PI (30:3),36376.36247253418,48477.66346740723,49633.06365966797,42154.82305908203,40587.902893066406,16550.58108139038,53093.12345886231,8793.580699920654,37984.1032409668,44721.52299499512
PI (30:4),52417.74417114258,57911.90394592285,55129.62385559082,54808.26358795166,43200.90319824219,15272.44095993042,65756.00364685059,8609.820575714111,39635.86250305176,53858.863441467285
PI (32:0),465637.03271484375,584831.0185546875,1078860.2841796875,1156881.6694335938,740467.8706054688,326744.00269699097,602517.3037109375,157245.43054580688,912976.4560546876,786551.013671875
PI (32:1),293106.51953125,366409.61083984375,854576.5961914062,960867.1137695312,527543.3203125,194188.5926818848,391675.8696289063,101311.0269432068,599458.2690429688,513403.6140136719
PI (32:2),291768.1220703125,310688.22119140625,464319.4956054688,507412.4721679688,364060.64599609375,239840.0572013855,322104.06103515625,128202.96905899048,369130.34765625,350336.501953125
PI (32:3),45247.76300048828,56594.26390075684,63420.28433227539,53147.423400878906,50590.90408325195,16739.961040496826,59310.90397644043,7923.800498962402,41808.38371276856,49720.0827331543
PI (32:4),78353.60540008545,73756.00584411621,79937.9662322998,83744.78527832031,65199.94488525391,16217.461219787598,95415.6453552246,8332.06052017212,69388.14594268799,73966.88554382324
PI (32:5),52770.90321350098,81500.24800109863,74484.02453613281,75598.18504333496,62385.02542114258,17746.221351623535,85341.78605651855,11081.400741577148,67624.4651184082,70847.40501403809
PI (34:0),377184.5668945313,500490.037109375,601387.8852539062,592946.6708984375,511483.3950195313,327620.26052856445,464166.708984375,165920.79173660278,527888.0551757812,515251.89599609375
PI (34:1),318003.42236328125,619242.9846191406,697137.9099121094,907259.7536621094,547465.1938476562,151005.57047271729,522493.71728515625,61726.46446609497,662618.298828125,521818.2648925781
PI (34:2),242025.51708984372,335212.30810546875,490307.89697265625,528920.3359375,349480.8212890625,155443.59016418457,281049.9245605469,72473.90536880493,341321.7199707031,300177.0009765625
PI (34:3),58902.584228515625,85611.6255645752,112296.98770141602,116582.70852661131,80771.60748291016,21519.421577453613,71146.72482299805,12954.580947875977,67414.32431030273,66518.82473754883
PI (34:4),41874.50280761719,69401.2846069336,53862.204010009766,53563.08317565918,47976.06316375733,15410.18102645874,63168.20497131348,9254.48063659668,41625.3028717041,50824.84323120117
PI (34:5),76796.72567749023,202981.05598449707,103293.08644104004,93527.30529785156,93661.1258544922,16998.78125,132040.6901397705,8651.660614013672,71426.06439208984,88390.84675598145
PI (34:6),43168.32342529297,54438.403564453125,62828.86517333984,74416.92486572266,60323.08407592773,19438.921447753903,64576.364807128906,10199.260757446287,57333.7635345459,58583.24380493164
PI (36:0),177390.61303710938,207073.17456054688,246674.03881835935,218658.69506835935,212853.5546875,137971.28929519653,212924.0529785156,67455.22482299805,211070.4755859375,235751.99682617188
PI (36:1),86775.52667236328,208773.77752685547,165297.89385986328,195521.01489257807,130904.89080810548,40269.66312789917,155018.57080078125,22350.541675567627,150238.36987304688,136098.16827392578
PI (36:2),140296.8302001953,312138.76110839844,289985.23779296875,366416.1658935547,220050.3961181641,63894.24464416504,262262.5573730469,29279.661907196045,261726.31506347656,208548.49591064453
PI (36:3),85260.04669189453,264521.796875,210477.9165649414,223532.67498779297,156284.70867919922,32795.462352752686,117985.54748535156,14405.561016082764,132298.41046142578,109125.50680541992
PI (36:4),100988.26586914062,914497.1207275392,203363.1124267578,257187.39874267575,205875.73638916016,28745.042106628414,227829.75540161133,13382.740940093994,337852.7849121094,238426.2767944336
PI (36:5),45106.80313110352,83131.04649353027,63631.524475097656,62471.18437194824,52367.90310668945,16861.62110900879,68126.54541015625,8720.18062210083,50386.44409179688,56218.04476928711
PI (36:6),52327.98376464844,62679.16394042969,62016.58447265625,68388.90423583984,65306.64492797852,30273.6622505188,70948.14501953125,14094.220993041992,54179.94403076172,64102.4248046875
PI (36:7),60930.125,71904.76531982422,103139.8864440918,102183.486328125,86637.14596557617,28738.841930389404,69783.505859375,15507.52103805542,80101.76666259766,83681.9263305664
PI (36:8),79676.90588378906,108215.30755615234,177403.85418701172,178770.1128540039,122926.7886352539,35842.862480163574,108313.8500366211,17492.90110397339,140531.63095092773,124045.0883178711
PI (38:0) | PIp (40:6),47527.82287597656,61264.78448486328,83124.00588989258,74042.58471679688,64967.7248840332,24440.621757507324,59091.184143066406,10539.200717926024,58790.46356201172,62305.44482421875
PI (38:0) | PIp (40:6)_2,44229.12313842773,62701.32467651367,78805.02560424805,71034.56454467773,57952.68449401856,24226.08155822754,55629.583557128906,11300.60081100464,54290.56318664551,58783.24459838867
PI (38:1),36174.88258361816,69235.6446685791,65006.884033203125,71682.52545166016,54245.184143066406,18422.52122116089,55328.723541259766,9351.92068862915,50026.80279541016,55637.423828125
PI (38:2),43956.14291381836,95853.98693847656,68296.02522277832,72385.02490234375,56961.68423461914,15856.621170043943,65230.74420166016,7968.860458374023,51376.96343231201,52732.54354095459
PI (38:3),71037.14511108398,613214.9002075195,93223.74716186523,130455.16806030272,111191.0869140625,20407.881381988525,127588.16954040527,9886.040584564207,138834.08920288086,121236.50743103027
PI (38:4),358304.6840209961,5697146.599731445,487689.3484191895,799294.2954101562,727740.4931640625,50485.0637626648,834440.9158935547,9794.500679016111,1128805.135848999,961774.7897338868
PI (38:5),134137.92880249023,1174254.846496582,153558.68927001953,189538.533203125,193860.15155029297,23458.64168548584,228410.59466552731,9685.060707092283,262300.5955505371,221383.0954742432
PI (38:6),82134.62573242188,504326.20782470703,107226.1079711914,132818.2098083496,151443.10989379883,32778.88238143921,122441.4691772461,17289.701210021973,95292.92694091795,91899.46667480467
PI (38:7),82226.90475463867,89665.24618530273,123533.06784057616,404383.88671875,179946.09423828125,22298.7017288208,234699.57231140137,11161.600830078123,236004.95849609372,92273.9047088623
PI (38:8),52729.10357666016,68502.32382202148,75661.60534667969,74905.10502624512,63792.26467895508,22678.381591796875,63684.18411254883,12754.820846557615,59094.90472412109,63350.14498901367
PI (38:9),42604.3830871582,60017.44332885742,62989.104553222656,61526.14414215088,58080.864334106445,24244.461784362797,61202.8639831543,13192.800853729248,43529.44268798828,49854.602630615234
PI (40:0),236385.47720336917,194318.01251220703,278214.580657959,270972.2455749512,227833.97509765625,24925.08193206787,390852.40267944336,10712.220695495604,232100.4006958008,179458.71453857422
PI (40:1),31192.74211120605,43750.46270751953,63646.16467285156,54725.96382141113,49536.26301574707,17523.701194763184,43764.34365844727,9365.520637512209,43689.9231262207,43544.36308288574
PI (40:10),63463.883613586426,57663.30380249024,62296.54461669922,102498.52571105956,81649.70567703247,14333.6409034729,99250.36834716795,5485.040370941162,89650.36766052246,61587.103271484375
PI (40:2),40781.84252929688,49762.6431427002,51730.06386566162,60124.32367706299,63483.04507446289,16041.081214904783,69881.12492370605,6216.820453643799,52238.70379638672,63053.96528625488
PI (40:3),35606.10235595703,49467.34393310547,45227.56301879883,41139.20281982422,38802.56265258789,19109.18141555786,46627.38342285156,11363.920791625977,36448.74264526367,43451.42330932617
PI (40:4),38413.38279724121,100631.88793945312,47278.20314025879,45723.42347717285,47752.68273925781,13321.80097579956,56757.70359802246,10162.520713806152,38360.16252136231,41977.84315490723
PI (40:5),51201.963928222656,188056.6916809082,62421.82443237305,77656.70529174805,75430.8843383789,18781.36117172241,73047.28433227539,7572.460536956787,59700.24395751953,55346.02400970459
PI (40:6),95400.52703857422,880145.4570922852,112043.58770751952,153318.1918334961,159172.87158203125,31695.44228363037,89961.9873046875,11190.440803527832,80806.38606262207,73823.88565063477
PI (40:7),58048.76425170898,157154.71102905273,83130.00622558594,82239.68566894531,67863.92532348633,22400.221752166748,65579.64361572266,9594.38066482544,64409.603775024414,70010.58517456055
PI (40:8),103117.44793701172,76876.22497558594,89296.08660888672,59110.68377685547,56739.083892822266,22960.08134841919,78917.98672485352,10467.180736541748,50943.12353515625,64895.16427612305
PI (40:9),35590.70245361328,46810.38342285156,41437.58334350586,44457.90333557129,39865.38270568848,16270.52108001709,46491.16340637207,8737.200626373291,37159.78251647949,39765.7625579834
PI (42:0),45021.42318725586,41553.88245391846,58078.30426025391,43936.14300537109,52442.9439239502,16078.641201019287,55222.6237487793,8785.38070678711,41371.92305755615,50185.34329223633
PI (42:1),25810.62190246582,31539.462005615234,41372.56286621094,35357.0625,31060.501754760742,13142.021026611328,29636.242065429688,7008.700531005859,25998.84213256836,31569.922637939453
PI (42:10),27936.522064208984,47162.88305664063,35341.64193725586,32444.42218399048,34087.362186431885,14341.541038513184,36070.18285369873,7679.360427856445,26157.1019859314,30607.3819732666
PI (42:11),73269.06666564941,83742.20545959473,80286.40408325195,91419.80700683594,95826.7081298828,13978.24098968506,94302.3473815918,7830.220573425293,84022.20532989502,96198.4468383789
PI (42:3),88446.66730499268,56574.74318695068,62539.223876953125,38993.82270050049,48931.58309173584,12669.800815582275,86382.86659240723,7789.020587921143,37370.68281173706,49425.90350341797
PI (42:4),21935.98147583008,26832.50170898437,25510.141983032227,23085.42162322998,26955.22206878662,11819.600917816162,33456.80268859863,6445.460418701172,21335.98154449463,28506.06185913086
PI (42:5),30620.4022064209,35453.38229370117,38003.64198303223,30403.021926879883,36818.28274536133,11663.640739440918,44040.20314025879,7434.980556488037,28425.161895751957,39439.44297027588
PI (42:6),27257.58212280273,33187.042388916016,33620.08279418945,29361.02174377441,33351.08297729492,13233.880882263184,37214.0225982666,7472.900588989258,26294.16203308105,30193.08250427246
PI (42:7),32815.2424621582,42961.12310791016,57648.84396362305,49528.002838134766,45076.0227355957,19979.20133972168,41203.84315490723,11929.060848236084,41106.94253540039,40494.62243652344
PI (42:8),41409.74317932129,51169.70346069336,64474.92518615723,62477.864654541016,57382.864349365234,18378.721267700195,59572.563537597656,9546.200675964355,50438.78330993652,52728.80316162109
PI (42:9),27483.78155517578,40909.8228302002,34116.122619628906,28107.622131347656,33700.682357788086,14721.90121459961,34152.66223144531,8105.580562591553,25996.681854248047,34086.34230041504
PI (44:0),17903.681259155273,21473.601402282715,23302.18155670166,22521.92170715332,21353.96157836914,10154.140731811523,25252.942001342773,5137.120361328125,17024.70132446289,21318.981773376465
PI (44:1),15800.9411277771,21312.841438293457,22400.02135848999,20838.061584472656,20099.381301879883,9909.000625610352,24857.18148803711,6234.300430297852,18038.901439666748,21220.761421203613
PI (44:10),24950.041778564453,30448.20213317871,27337.72213745117,28061.50230407715,27112.88186645508,14685.440956115724,33116.6619720459,7493.980590820312,27733.98223876953,29607.72187805176
PI (44:12),20245.701629638672,28365.6618347168,25507.50171661377,26017.96173095703,26417.121627807617,11684.320861816406,29957.381980896,4992.800361633301,21482.56184387207,26528.72186279297
PI (44:2),27458.4416885376,24259.781818389893,26671.241806030277,21032.42147064209,24802.04162597656,13887.160984039308,25661.40167999268,7015.120460510254,20843.80142593384,22551.54173278809
PI (44:3),19207.981296539307,22447.40146255493,24250.16164016724,19390.36134338379,21005.30163192749,11654.300800323486,25255.542079925537,5166.500324249268,22607.481323242188,23485.061683654785
PI (44:4),17104.74115753174,20843.721405029297,21068.521293640137,17997.12127685547,20930.061729431152,11206.16079711914,24788.06185913086,5441.940368652344,17782.141387939453,21145.181594848636
PI (44:5),24279.281616210938,23792.961700439453,27506.741958618164,22650.281818389893,28671.80181503296,10894.560802459717,32699.302543640137,5299.000381469727,22170.82167816162,27737.18157196045
PI (44:6),20581.72166442871,26350.201652526852,25207.561599731445,21760.40151977539,23105.32145690918,10075.720722198486,28389.422332763672,6824.020450592041,19111.50129699707,24888.46150970459
PI (44:7),26159.722038269043,25770.06167602539,31937.562118530277,28278.26209259033,26901.201934814453,15082.301132202148,33328.06230163574,7912.920623779297,23190.021438598636,26126.801818847656
PI (44:8),24623.501556396484,24892.40167236328,33002.78254699707,28313.822074890137,30165.44212341309,12645.340900421144,30409.18241882324,6677.240432739258,22969.261360168457,25582.841773986816
PIo (18:0),397564.3499145508,418452.1057128906,469583.3852539063,438693.2154541016,327508.7631835937,59467.96373748779,513771.10009765625,26770.42213439941,430510.37365722656,360872.6403198242
PIo (20:5),401664.2630615234,404593.8909912109,337387.618347168,109972.3669090271,347691.3250427246,72706.32482910156,332578.3630371094,26987.401443481445,74784.7271232605,185316.65365600583
PIo (28:0),75431.64514160156,92905.96676635742,110082.14581298828,120990.94818115234,82535.94720458984,27832.7419052124,94143.26763916016,14386.880947113035,83595.74464416504,108825.28866577148
PIo (30:0),106644.40740966795,168425.29174804688,251716.3592529297,278638.29901123047,163659.49029541016,44937.28328704834,126316.6078491211,24397.081661224365,186571.53356933597,190026.5764160156
PIo (30:1),85775.0866394043,245583.8984375,143669.2885131836,171062.60913085938,110364.12728881836,28004.461765289307,109682.3678894043,12300.140869140623,112078.6872253418,118049.30813598631
PIo (32:0),172066.57299804688,178967.8936767578,524565.5144042969,519953.4655761719,324035.94104003906,81503.04599761963,198549.5557861328,46010.82348251343,363009.30078125,314710.3045654297
"PIo (32:1), PIp (32:0)",95205.18713378906,100682.58697509766,296565.2592163086,339270.56188964844,183732.27307128903,44871.06360244751,125520.9874267578,21462.30144882202,203559.07568359372,185898.13354492188
PIo (34:0),129319.82861328124,150696.0302734375,324007.5778808594,359711.7479248047,234050.65991210935,54597.62379074097,170350.91064453125,28114.142028808597,246821.17553710935,217336.39294433597
"PIo (34:1), PIp (34:0)",153183.19177246094,197938.07165527344,409487.873046875,487205.23651123047,281167.88439941406,52047.96349334717,242037.6563720703,27326.94193649292,324920.22204589844,244028.2781982422
"PIo (34:3), PIp (34:2)",53689.483795166016,51218.22286987305,57501.08462524414,47596.22309875488,43629.802978515625,17304.301223754883,54538.72409057617,10739.860774993896,36978.882553100586,49797.16304016113
"PIo (34:4), PIp (34:3)",38098.04254150391,50223.06298828125,46808.6432800293,42862.24296569824,37920.88250732422,17263.82122039795,55820.28393554688,11006.740703582764,32386.322204589844,46228.8236618042
PIo (36:0),57656.68389892578,64047.823638916016,101058.36688232422,94694.00723266602,78331.56530761719,27417.761795043945,66744.02499389648,14595.30086517334,75502.8464050293,82290.82571411133
"PIo (36:1), PIp (36:0)",74672.08477783203,97843.62683105467,158029.435546875,162907.1943359375,106109.34732055664,32896.50242614746,91000.24639892578,15973.921173095703,120087.20913696288,110743.04940795898
"PIo (36:2), PIp (36:1)",50995.643798828125,64300.52416992188,86108.62561035156,98160.1668548584,65035.88455200195,24283.741806030277,68741.48559570312,12769.880905151367,67951.54461669922,67676.26470947266
"PIo (36:3), PIp (36:2)",47593.163818359375,58482.02459716797,58054.823654174805,58805.564025878906,52108.46378326416,13469.600986480713,64625.10417175293,6869.960479736328,42194.58232116699,56321.24424743652
"PIo (36:4), PIp (36:3)",37258.702407836914,65839.70421218872,53012.26365661621,47720.42304992676,50263.12384033203,15021.041133880615,64772.82553100586,6678.080429077148,41335.8628616333,48596.74346923828
"PIo (36:5), PIp (36:4)",38528.36276245117,50141.08319091797,46296.28341674805,41458.08251953125,43320.90283203125,21857.48137283325,52224.26364135742,11962.780879974363,40354.40301513672,46775.52380371094
"PIo (38:1), PIp (38:0)",49834.44345092773,62419.224060058594,68945.70526123047,66905.42501831055,55178.563903808594,22621.561561584476,56626.843841552734,11349.46082687378,56791.905014038086,54324.04452514648
"PIo (38:2), PIp (38:1)",39576.90267944336,58145.64453125,57368.82400512695,58113.2234954834,53545.0231628418,21627.80146408081,50591.22375488281,12792.220985412598,47143.90313720703,49068.58337402344
"PIo (38:3), PIp (38:2)",37894.56274414063,59075.38397216797,55268.90353393555,44458.66302490234,46034.38320922852,20842.181579589844,51248.403228759766,9593.340648651125,38491.16241455078,42415.6032409668
"PIo (38:4), PIp (38:3)",48831.20365905762,101175.4871520996,61087.664642333984,53259.944396972656,49765.72366333008,17688.621341705322,72280.46377563477,8562.100704193115,48399.94319152832,55266.14454650879
"PIo (38:5), PIp (38:4)",31376.2420501709,59775.18395996094,39037.602935791016,37896.92216491699,37296.46292114258,14599.141078948976,43801.58338165283,7747.940559387207,33399.46234893799,38381.68272399902
"PIo (38:6), PIp (38:5)",45123.44354248047,60525.46398925781,60564.62414550781,51140.76347351074,52045.56427001953,25621.24179458618,64232.563903808594,11006.440773010254,49437.7635345459,56890.52407836914
"PIo (40:1), PIp (40:0)",85600.96676635742,75181.48538208008,83256.60650634766,57576.16360473633,55573.48483276367,19832.901439666748,70585.30386352539,11567.560844421389,54281.12333679199,58610.6646270752
"PIo (40:2), PIp (40:1)",30551.581939697266,39892.50262451172,38713.42265319824,38012.50285339356,39607.22311401367,15525.601123809814,42603.2629699707,8094.140567779541,31120.981887817383,37609.74317932129
"PIo (40:3), PIp (40:2)",45778.183685302734,50504.82333374024,46318.02350616455,76732.3256072998,57381.96388244629,14500.360977172852,71730.22483825684,6945.78048324585,60904.10356140137,46150.18376159668
"PIo (40:4), PIp (40:3)",68081.6044921875,71894.38552856445,56043.44464111328,41085.802642822266,44068.76303100586,19509.96141052246,51325.683349609375,9834.800701141356,38675.66261291504,43785.843017578125
"PIo (40:5), PIp (40:4)",99674.2666015625,122095.60864257812,101421.7275390625,101149.1671142578,106371.90759277344,81954.74552536011,122919.48828125,50856.30337142944,93987.1866455078,102679.8271484375
"PIo (40:6), PIp (40:5)",56456.32412719727,80943.68536376953,73844.4656829834,118902.25003051758,96108.22607421876,15026.261001586914,108356.62855529784,8753.880615234375,77157.36624145508,79890.54454040527
PIo (40:7),50395.86395263672,143972.0302734375,82431.54611206055,71316.28637695312,64255.48486328125,22308.72150039673,59564.00430297852,9826.720699310305,61205.30465698242,61948.68405151367
PIo (42:0),31868.722259521484,39830.36215209961,53688.02407836914,46289.04333496094,43699.983139038086,19814.321395874023,41362.343017578125,12802.68083190918,37585.162994384766,42956.86297607422
PIo (42:1),36432.24267578125,43994.32308959961,50829.123306274414,47901.203269958496,46388.40353393555,17723.42120361328,47392.58319091797,9494.080657958984,39604.923278808594,45948.42361450195
PIo (42:2),25083.521911621094,34322.76254272461,29970.962432861328,30591.62239074707,30264.182052612305,14288.601028442385,31557.562210083008,8910.180576324463,24553.141807556152,28093.34205627441
PIo (42:4),51187.48275756836,58694.16412353516,59264.88363647461,58888.38304138184,63338.54454040527,13731.560974121094,66930.8250579834,6606.560417175293,59451.46424865723,63959.30471801758
PIo (42:6),52882.84379577637,54250.423278808594,71287.60610961914,56988.40441894531,61244.42445373535,14716.941066741943,97332.30813598631,7899.540534973144,54532.6841506958,62842.96408081055
PIp (20:0),172845.0137939453,162841.3712158203,209240.23315429688,9557.500728607178,142663.10955810547,68084.56475830078,270166.1359863281,39082.66293334961,9918.040634155272,128300.62902832033
PIp (28:0),39659.642486572266,57320.22442626953,56594.584480285645,56659.663093566895,42453.50276184082,15315.201065063477,48733.423416137695,7626.640510559082,42570.56274414063,44719.10366821289
PIp (30:1),115095.78778076172,150203.14971923828,120078.86883544922,248422.47747802731,195125.9742431641,40940.74283981323,157889.66888427734,15637.981033325195,154759.5299987793,130658.9891052246
PIp (32:1),53242.40380859375,68719.52404785156,93424.62643432616,113098.66918945312,90291.32604980467,27524.122062683105,99656.36758422852,13218.52091217041,74891.1049194336,86045.30545043945
PIp (34:1),63717.303771972656,71475.80462646484,134782.03094482422,132361.50842285156,86551.78598022461,31739.142028808597,76806.14532470703,17681.841217041016,89274.78762817383,94882.34704589844
PIp (34:4),39283.92254638672,49820.4635925293,42875.10311889648,38602.70317077637,38257.442932128906,18945.18126296997,44660.22288513184,8686.000602722168,30552.282341003414,38857.5623626709
PIp (36:5),166856.1328125,184528.9140625,189026.4931640625,174410.33325195312,168390.03125,141566.04946899414,183512.6306152344,80950.70561599731,165359.81201171875,176182.57202148438
PIp (38:6),183019.9118652344,208366.03491210935,253034.4392089844,222489.07666015625,218266.4560546875,146905.79113006592,209108.53515625,75795.02533721924,214168.61450195312,240572.79809570312
PIp (42:2),28664.022232055664,43719.90281677246,32419.542350769043,28806.00213623047,33539.142166137695,14244.401020050049,37987.04277038574,6635.800437927246,23724.821647644043,30804.962295532227
PIp (42:4),26649.601806640625,32908.9422454834,31406.882080078125,26093.86180114746,33308.90231323242,14063.121055603027,35265.80270385742,7295.620498657227,27113.281799316406,30489.84219360352
PIp (42:6),251224.91934204104,212109.33169555664,329804.76428222656,310438.4588775635,244522.1947937012,26027.30167388916,427723.8104553223,10798.680728912354,229209.7368774414,199166.0980834961
PS (22:7),20540.121334075928,34516.96221923828,21291.161220550537,65891.84425354004,76653.80545043945,37467.52290344238,26960.88173675537,25001.861694335938,78365.72610473633,90567.8281097412
PS (24:0),28602.081771850582,32926.982429504395,34938.58263397217,87497.66621398926,81747.68635559082,44268.3432006836,34575.42258453369,27058.121643066406,87537.28729248047,119614.7297668457
PS (26:0),23207.90120697021,33184.702239990234,23155.641395568848,58888.66384887695,66108.92538452148,39580.82308959961,24332.281658172607,27911.56162643433,62360.124755859375,92711.62762451172
PS (26:1),40014.302490234375,92909.50701904295,46506.92352294922,113575.74841308594,120239.14819335938,101249.14697265624,47368.30358886719,91100.8271484375,107852.408203125,112418.34753417967
PS (28:0),389344.4425125122,263107.9800109863,490970.00897979736,838266.2371520996,817675.1571655273,93858.68574905396,451545.04864501953,37223.70266342163,795553.4613952637,765532.4667663574
PS (28:1),24870.58190536499,45146.62356567383,24410.381759643555,63462.6044921875,71632.74536132812,45998.943283081055,25938.181686401367,43498.04290008545,62700.58404541016,63137.884033203125
PS (28:2),14840.241111755371,22759.42155456543,19436.72123336792,41705.58331298828,209404.554107666,25034.341999053955,16671.12124633789,19931.561485290527,41108.38262939453,45010.34356689453
PS (30:0),24419.16152191162,44022.90321731568,29787.58209228516,81089.06634521484,79773.76593017578,60354.68439102173,27540.78190612793,51164.72340774536,79281.125,95721.38732910156
PS (30:1),18493.461532592773,27429.822105407715,20407.021354675293,52224.983795166016,49015.84362792969,31660.8219871521,16652.801231384277,23543.661518096924,48004.08392333984,47324.623291015625
PS (30:2),22822.121601104736,31459.062046051025,25712.12110900879,63378.98394775391,64421.08471679688,34761.62243652344,19508.46128845215,25224.521953582764,53596.22314453125,54267.16326904297
PS (30:3),21453.30149078369,32627.682319641117,23829.801582336426,59042.16368103027,66169.92553710938,37585.76290130615,22818.26127624512,25721.26181411743,67380.62420654297,68684.44537353516
PS (30:4),16254.721019744871,24026.4217376709,18916.521114349365,51362.58349609375,48057.06350708008,27467.52194595337,21014.92133712769,20899.041522979736,45810.20336914063,48975.28402709961
PS (32:0),27195.96224975586,39158.96294784546,31670.04229736328,87021.10650634766,95988.66778564452,48001.96355438232,26517.541534423828,38473.98251342773,86966.52545166016,112422.04718017578
PS (32:1),18910.26108932495,28334.061740875244,22372.52141571045,66372.00491333008,62545.70431518555,29519.481819152832,22318.781383514404,24875.78186035156,69019.82518005371,58200.64483642578
PS (32:2),118685.9055557251,42553.92303085327,92047.32601928712,349762.723815918,276658.54217529297,64785.70418930054,128142.12913513184,32172.902477264404,457251.5487670898,182570.61328125
PS (32:3),19530.981510162357,23817.48179626465,18912.761322021484,57911.124084472656,57146.30401611328,36018.66261291504,20404.981761932373,21202.661613464355,54967.68353271485,58110.82339477539
PS (32:4),27350.781951904297,33130.062339782715,24203.561950683597,60973.04530334473,57959.665283203125,35480.64242172241,21020.081478118896,21989.10161590576,54671.56411743164,61403.66445922852
PS (32:5),20535.861328125,28695.98195266724,21116.581661224365,47470.30313110352,48257.66375732422,42006.22310256958,20760.681663513184,32196.062271118164,48801.88397216797,47388.063537597656
PS (34:0),22042.80157470703,33656.72218322754,22735.981910705566,61782.184478759766,68617.96508789062,43606.16297912598,24461.181716918945,34001.38251113892,65595.06466674805,70393.24499511719
PS (34:1),23965.52188110352,56535.70387649536,27123.341773986816,76180.02563476562,81375.98620605469,57067.004219055176,25753.181762695312,44343.72333526611,63981.945068359375,70982.20532226562
PS (34:2),21376.501625061035,25483.8816986084,20549.501304626465,60315.84426879883,52018.62338256836,35345.50246429443,16679.12116241455,26004.82183074951,52170.30349731445,54457.064361572266
PS (34:3),19670.60163116455,29615.401977539062,20005.90154266357,52696.94345092773,55149.44378662109,40330.04283905029,19822.201541900635,30971.462394714355,53789.20391845703,55951.64364624024
PS (34:4),18873.8214263916,34054.682415008545,18169.821449279785,52663.28448486328,51923.323974609375,34690.582664489746,20288.841499328613,25882.561752319336,49962.54333496094,55481.903411865234
PS (34:5),37801.72235488892,32387.10221099853,38344.90294647217,85523.72677612305,80635.36511230469,46848.20372390747,41547.24200820923,25854.86177825928,70237.52575683594,82686.32620239258
PS (34:5)_2,34896.02249908447,29824.62205886841,38953.42184448242,79057.525390625,78777.9048461914,45585.34309768677,36317.52215194702,26357.62204742432,72504.26461791992,87816.5876159668
PS (34:6),18237.801239013672,27038.04206085205,22343.181602478027,65995.40408325195,67992.16528320312,39452.12273788452,24443.001594543457,25322.04179382324,58269.36401367188,60550.9642944336
PS (36:0),42987.58296203613,57819.7435874939,48858.24383544922,110203.78778076172,116657.62841796876,76489.66537094116,41965.00303649902,52578.64409255981,106707.2466430664,114810.74951171876
PS (36:1),67346.64471435547,122141.30894851685,59539.64410400391,132255.7293701172,142181.7296142578,151271.37127304077,65263.54479980469,111271.1480255127,113032.92712402344,126368.68798828124
PS (36:2),51698.36340332031,67859.86493682861,72617.62557983398,113336.12591552734,128814.9301147461,77547.50549316406,34242.30210876465,55753.74425506592,120277.4282836914,96564.748046875
