Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
TAG(50:3)_FA 18:2,487914.162109375,586193.1049804688,712855.513671875,458856.15478515625,561731.1005859375,557134.0444335938
TAG(50:4)_FA 16:0,32706.12238311768,57739.90423583984,50571.26345062256,42724.3030090332,41726.26295471192,37068.84248352051
TAG(50:4)_FA 16:1,159295.89135742188,246745.07861328125,240895.4149169922,188531.53515625,211088.55346679688,174064.4697265625
TAG(50:4)_FA 18:0,24549.44180297852,27760.161750793457,22982.101634979248,31428.142547607426,28524.621688842773,24304.961784362797
TAG(50:4)_FA 18:1,86669.42608642578,128149.2666015625,118327.78759765624,101097.38647460938,112325.76708984376,83190.205078125
TAG(50:4)_FA 18:2,259013.77868652344,309394.08544921875,385415.583984375,218886.53393554688,310807.4416503906,270245.1162109375
TAG(52:0)_FA 16:0,154321.23095703125,161895.11181640625,176356.29174804688,173022.0927734375,163229.79077148438,134015.14916992188
TAG(52:0)_FA 16:1,34307.72216796875,41464.2028503418,40455.8630065918,45290.702880859375,36356.74258422852,33823.522369384766
TAG(52:0)_FA 18:0,292742.4624023437,333824.14306640625,327175.703125,338223.84326171875,326238.69873046875,272269.0009765625
TAG(52:0)_FA 18:1,51699.32336425781,60770.40435791016,61122.78381347656,63618.82482910156,55072.04364013672,53720.583740234375
TAG(52:0)_FA 18:2,23244.481704711918,27066.881797790527,23180.24155426025,26572.082061767574,23021.781784057617,22269.041397094727
TAG(52:0)_FA 20:0,73550.48565673828,77008.4857788086,73791.7857055664,66726.0648803711,76378.20532226562,62965.42388916016
TAG(52:0)_FA 20:4,28866.88195800781,23267.14177703857,20026.081428527832,25200.381622314453,21823.901580810547,21055.44135284424
TAG(52:1)_FA 16:0,102741.18780517578,111438.7078552246,131755.0909423828,130377.34942626952,133374.7294921875,97926.98846435548
TAG(52:1)_FA 16:1,159307.650390625,173699.79174804688,180309.37377929688,173711.45263671875,164710.97216796875,139764.80981445312
TAG(52:1)_FA 18:0,232994.13793945312,375907.8435058594,348531.6114501953,356997.3474121094,382122.6105957031,313462.13830566406
TAG(52:1)_FA 18:1,478325.490234375,532085.736328125,566806.3388671875,522287.7373046875,516145.1171875,474326.8979492188
TAG(52:1)_FA 18:2,57819.404541015625,62138.704528808594,64080.82412719727,60019.28436279297,57058.82440185547,53825.723876953125
TAG(52:1)_FA 20:4,17737.10118484497,20283.22145843506,17976.601470947266,18159.72132110596,18519.961307525635,19098.561294555664
TAG(52:1)_FA20:0,31535.54151916504,36717.10217285156,35772.44221496582,29617.02183532715,35381.90301513672,30456.022117614742
TAG(52:2)_FA 16:0,133135.7905883789,178237.95166015625,173126.97528076172,180536.01306152344,195569.5943603516,157368.05462646484
TAG(52:2)_FA 16:1,110757.34747314452,119475.02716064452,134005.63116455078,132362.609375,146566.5899658203,104716.44711303712
TAG(52:2)_FA 18:0,117730.98669433594,231612.0360107422,186158.0142211914,145610.94873046875,192718.65161132807,137424.68817138672
TAG(52:2)_FA 18:1,320359.38330078125,513281.6794433594,497078.1955566406,474953.4719238281,531462.0034179688,450488.654296875
TAG(52:2)_FA 18:2,532718.896484375,557451.0771484375,598956.0087890625,494694.59375,537311.8369140625,514907.4931640625
TAG(52:2)_FA 20:0,23000.04162597656,24285.68173217773,23175.04165649414,25315.8018951416,23217.981521606445,23015.20175933838
TAG(52:2)_FA 20:4,19346.981163024902,22557.641746521,18187.421409606934,20870.10148620605,20118.621559143063,17986.761142730713
TAG(52:3)_FA 16:0,64078.14477539063,144197.51123046875,116421.04748535156,81137.08657836914,117460.42761230467,73559.0048828125
TAG(52:3)_FA 16:1,140817.71020507812,188762.2950439453,189594.21026611328,189613.61169433597,205122.3770751953,156137.05206298828
TAG(52:3)_FA 18:0,35019.36247253418,63845.92388916016,44108.26333618164,43404.88340759277,49286.703674316406,34767.42254638672
TAG(52:3)_FA 18:1,173095.03186035156,329384.20703125,257755.0355224609,216080.33520507807,274629.8740234375,201120.51831054688
TAG(52:3)_FA 18:2,440163.2136230469,527180.7751464844,596084.5637207031,442561.6477050781,579090.8618164062,555692.2248535156
TAG(52:3)_FA 20:0,18695.121284484863,19717.5415725708,18132.36125183105,18799.76113128662,23693.06189346313,16657.62117767334
TAG(52:3)_FA 20:4,28260.12208557129,38171.8828201294,36664.14300537109,31880.502410888672,36556.3825378418,30256.06202697754
TAG(52:4)_FA 16:0,92058.126953125,284087.3794555664,323881.74029541016,171673.5106201172,267051.59869384766,112134.64736938477
TAG(52:4)_FA 16:1,60458.564208984375,144616.03085327148,107618.90676879884,86246.24609375,118527.85012817384,73549.08444213867
TAG(52:4)_FA 18:0,20384.90135192871,24118.861923217773,20406.92169189453,23880.281883239742,20790.56143951416,17157.381450653076
TAG(52:4)_FA 18:1,39409.94290161133,75835.98518371582,59379.36462402344,48077.96380615234,60136.90399169922,43139.70358276367
TAG(52:4)_FA 18:2,267215.2392578125,376592.431640625,355617.0876464844,243106.875,352115.9040527344,297493.640625
TAG(52:4)_FA 20:0,23703.98163986206,18514.221340179443,16366.681133270264,19865.761192321777,20490.42162322998,13716.640922546389
TAG(52:4)_FA 20:4,197768.59106445312,225464.0764160156,267310.7585449219,191446.53369140625,229040.07666015625,225718.1170654297
TAG(52:5)_FA 16:0,28952.36204528809,39809.82284545898,32474.50262451172,37445.32247924805,40065.90308380127,29792.762252807617
TAG(52:5)_FA 16:1,89690.72607421875,282498.9182739258,307672.61798095703,168407.47259521484,255512.95678710935,103344.8685913086
TAG(52:5)_FA 18:0,30389.76190185547,40747.38285064697,30916.02210998535,45798.72314453125,38322.82269287109,30890.001747131348
TAG(52:5)_FA 18:1,20686.52149963379,23700.08161926269,21379.861434936523,24817.341918945312,26244.70188903809,19660.901428222656
TAG(52:5)_FA 18:2,47456.80360412598,83781.94519042969,60207.48392486572,43724.02325439453,61324.5242767334,49358.36402893066
TAG(52:5)_FA 20:0,22574.96134185791,25505.721908569336,18922.201332092285,22882.681594848636,22581.60165405273,17759.261421203613
TAG(52:5)_FA 20:4,97571.68548583984,126569.74993896484,154831.50805664062,84652.14636230469,124888.10906982422,107774.9273071289
TAG(52:6)_FA 16:0,36008.36260986328,41403.52294921875,42414.763122558594,46478.34292602539,37943.16305541992,37537.32220458984
TAG(52:6)_FA 16:1,34067.522453308105,39329.32269287109,41196.26329040527,42799.38327026367,37518.22283935547,33649.88278198242
TAG(52:6)_FA 18:0,25735.46175384521,27656.942092895508,24901.881797790527,31629.162216186523,30014.902446746823,20737.38159942627
TAG(52:6)_FA 18:1,31249.36220550537,43514.50253295898,34731.30239868164,45444.50325012207,38090.28234100342,35200.88229370117
TAG(52:6)_FA 18:2,24501.38163757324,29320.721923828125,23059.98147583008,26767.12158203125,26042.66187286377,26034.681800842285
TAG(52:6)_FA 20:0,34194.00304412842,41340.9231376648,34129.24175262451,37217.66313171387,36498.26280212402,35194.84185028076
TAG(52:6)_FA 20:4,81023.76489257812,98875.92657470705,103094.52740478516,73442.56481933594,92815.52673339844,78846.86529541016
TAG(54:0)_FA 16:0,36460.56274414063,45030.94320678711,51231.60443115234,47182.86325073242,45397.5830078125,36242.74282836914
TAG(54:0)_FA 16:1,32985.06201171875,41721.542892456055,38165.54246520996,37333.76289367676,39341.54273986816,45764.14348602295
TAG(54:0)_FA 18:0,196810.8537597656,218722.29760742188,218585.39453125,228012.0576171875,206593.97583007807,172017.01220703125
TAG(54:0)_FA 18:1,30981.70217895508,37544.862884521484,35245.90264892578,39585.12265014648,38064.02264404297,34009.64245605469
TAG(54:0)_FA 18:2,19546.72142028809,26851.08176422119,22756.28160095215,26333.041877746586,22339.40177154541,21842.581481933597
TAG(54:0)_FA 20:0,134810.98828125,133982.048828125,129501.6085205078,122563.38842773438,133096.02856445312,112293.7470703125
TAG(54:0)_FA 20:4,18374.721366882324,20390.401260375977,20522.701583862305,23813.901817321777,21579.10164642334,20411.62142944336
TAG(54:1)_FA 16:0,39048.00253295898,43280.82293701172,51364.12384033203,47536.32328796387,43687.80307006836,35393.42266845703
TAG(54:1)_FA 16:1,45438.60321044922,53916.82412719727,69849.36532592773,55263.96405029297,53630.90393066406,42678.8627319336
TAG(54:1)_FA 18:0,146971.5499267578,181986.3721923828,185623.62982177731,229364.75622558597,219146.75421142575,160954.97369384766
TAG(54:1)_FA 18:1,289784.66259765625,316311.1240234375,327556.9621582031,328351.1435546875,318306.501953125,262916.05810546875
TAG(54:1)_FA 18:2,42713.0033569336,44068.36318969727,43784.08316040039,49482.46374511719,48784.78363037109,43285.66275024414
TAG(54:1)_FA 20:0,85750.76599121094,93418.26596069336,96644.42700195312,87991.92767333984,102028.20837402344,101427.38659667967
TAG(54:1)_FA 20:4,18593.361335754395,21530.701328277588,17493.361209869385,20585.221755981445,20674.421447753903,15131.62121963501
TAG(54:2)_FA 16:0,36587.36264038086,44683.203552246094,46783.38327026367,53664.74423217773,50842.36318969727,36130.24221801758
TAG(54:2)_FA 16:1,35718.40234375,43700.40333557129,50058.48321533203,47469.56343078613,44517.42332458496,37452.02291870117
TAG(54:2)_FA 18:0,286293.1201171875,417735.21240234375,346307.1442871094,408234.5151367188,489148.8835449219,355042.7403564453
TAG(54:2)_FA 18:1,160182.01220703125,205017.6331787109,216148.9596557617,244205.14025878903,243625.89532470703,195971.09503173828
TAG(54:2)_FA 18:2,337104.2631835937,317557.58203125,333130.884765625,299355.80126953125,306448.47998046875,287006.0209960937
TAG(54:2)_FA 20:0,41260.66261291504,45085.80331420898,44137.80342102051,37984.46302032471,45276.52388000488,37614.28297424317
TAG(54:2)_FA 20:4,24210.001739501957,25696.74177551269,26610.96199798584,22949.381408691406,26484.421882629395,21800.341232299805
TAG(54:3)_FA 16:0,58438.98416137695,144079.39016723633,193666.67294311523,125789.40850830078,158580.41177368164,66158.60418701172
TAG(54:3)_FA 16:1,35207.68243408203,43922.64294433594,50094.02394104004,50924.08380126953,51236.52392578125,38973.00268554688
TAG(54:3)_FA 18:0,125736.54876708984,301239.97930908203,195664.73150634769,161349.58978271484,239255.7354736328,153827.60815429688
TAG(54:3)_FA 18:1,307030.19580078125,474908.7526855469,406569.8758544922,444482.4504394531,508884.982421875,411819.44494628906
TAG(54:3)_FA 18:2,204503.4705810547,188663.2724609375,214912.9552001953,184248.71160888672,242087.64013671875,219830.8555908203
TAG(54:3)_FA 20:0,23180.221450805664,23286.20167160034,21455.561477661133,22961.461502075195,20854.30142974853,20277.20164489746
TAG(54:3)_FA 20:4,83854.78588867188,82644.54516601562,71665.60540771484,85818.64611816406,78960.72521972656,75134.22485351562
TAG(54:4)_FA 16:0,394552.2039794922,1349423.0673828125,1925240.4794311523,1030106.4506835938,1488502.7575683594,465915.158203125
TAG(54:4)_FA 16:1,60033.04479980469,140169.82940673828,184607.31423950195,121667.80874633788,156317.09382629397,67662.7646484375
TAG(54:4)_FA 18:0,116603.98797607422,298737.14166259766,304893.0209960937,179407.6912841797,270294.05822753906,136804.6485595703
TAG(54:4)_FA 18:1,137067.6700439453,318922.22540283203,226601.2787475586,171347.67205810547,266770.4013671875,177908.75256347656
TAG(54:4)_FA 18:2,373306.3642578125,438840.1293945313,414908.27734375,340254.4858398437,527667.5017089844,489786.4769287109
TAG(54:4)_FA 20:0,17864.701286315918,24357.82221221924,17205.761150360107,22999.30167388916,21389.14141082764,21986.90129470825
TAG(54:4)_FA 20:4,245203.8955078125,251819.53515625,258439.87646484372,228693.7951660156,255838.7177734375,249393.2958984375
TAG(54:5)_FA 16:0,94699.68594360352,293059.9981689453,359914.07205200195,173744.89169311523,277461.97912597656,93828.00662231444
TAG(54:5)_FA 16:1,374479.7854003906,1323234.896850586,1762077.9721069336,1005568.4512939452,1487202.3276367188,433014.4948730469
TAG(54:5)_FA 18:0,30146.042053222656,41770.66302490234,39006.022521972656,44715.02333068848,44978.28329467773,32518.062271118164
TAG(54:5)_FA 18:1,124778.10766601562,322199.8243408203,321606.1256713867,185210.67333984372,272500.3780517578,146860.73150634766
TAG(54:5)_FA 18:2,159208.7305908203,308835.8635253906,238090.3939819336,138571.22912597656,265616.5163574219,214436.5971069336
TAG(54:5)_FA 20:0,23696.881896972656,30866.282333374023,23203.60167694092,30157.32201385498,28160.702278137207,22704.721405029297
TAG(54:5)_FA 20:4,259594.53979492188,298196.55993652344,290583.14013671875,248736.19555664065,335250.7625732422,326783.1494140625
TAG(54:6)_FA 16:0,56707.184020996094,82788.10534667969,90747.62557983398,75141.10485839844,93177.56634521484,54437.22393798828
TAG(54:6)_FA 16:1,97345.82723999023,286427.1427001953,339951.1645202637,172244.0509033203,268499.6798095703,91982.02639770508
TAG(54:6)_FA 18:0,35837.102447509766,42113.86315917969,37953.182678222656,46431.52323913574,38011.782318115234,34547.12258911133
TAG(54:6)_FA 18:1,32961.44268798828,43180.003341674805,41792.18295288086,46080.48336791992,43395.7427520752,32841.08256530762
TAG(54:6)_FA 18:2,124195.98901367188,281157.6409301758,282689.5408935547,132460.84967041016,245691.497253418,144426.1883544922
TAG(54:6)_FA 20:0,18326.521392822266,18618.80139160156,17794.52155303955,19900.32151031494,20324.901237487797,14776.041069030762
TAG(54:6)_FA 20:4,112843.9271850586,188684.5550537109,162560.95141601562,109282.06842041016,159900.12854003906,140933.0708618164
TAG(54:7)_FA 16:0,64442.32403564453,68662.80471801758,87115.20486450195,73247.30471801758,76136.30529785156,50684.02429199219
TAG(54:7)_FA 16:1,54179.78366088867,80429.46588134766,92863.96704101562,78453.8857421875,96594.82635498048,52930.203552246094
TAG(54:7)_FA 18:0,36814.98243713379,38533.362701416016,44214.403411865234,44955.58312988281,39056.62286376953,35062.182525634766
TAG(54:7)_FA 18:1,34879.74237060547,38014.34225463867,39672.76281738281,44394.98287963867,39489.16262817383,36723.06283569336
TAG(54:7)_FA 18:2,33746.78242492676,44156.80319213867,37769.96226501465,43184.20315551758,41827.22294616699,36702.30303955078
TAG(54:7)_FA 20:0,29409.74239349365,35066.142082214355,27651.401580810547,29313.701835632324,33454.3424987793,29013.0224609375
TAG(54:7)_FA 20:4,28791.121963500977,48526.32357788086,32827.08174133301,30152.94207763672,38829.14245605469,35487.122146606445
TAG(54:8)_FA 16:0,43191.60330200195,50443.10345458984,51646.62344360352,50374.8642578125,49639.82327270508,41442.523040771484
TAG(54:8)_FA 16:1,74394.58395385742,85384.66761779785,100697.44738769533,74272.76622009277,81828.40525817871,60604.5830078125
TAG(54:8)_FA 18:0,48373.2033996582,65575.94403076172,65930.00457763672,59957.704162597656,66302.12475585938,53151.083068847656
TAG(54:8)_FA 18:1,48965.34307861328,61141.26354980469,74778.52432250977,59604.92468261719,55962.144958496094,52826.48400878906
TAG(54:8)_FA 18:2,43451.603271484375,49747.863372802734,43558.82299804688,45772.34332275391,48663.78369140625,45123.3830871582
TAG(54:8)_FA 20:0,33200.00241088867,37069.14289855957,34556.18242645264,31961.802139282227,33197.92199707031,31639.981994628903
TAG(54:8)_FA 20:4,20025.741287231445,25682.321899414062,19425.201442718502,25134.741508483887,20061.861431121823,23781.861671447758
TAG(56:0)_FA 16:0,86589.98574829102,93392.34646606444,108849.70791625977,77488.74478149414,87822.30694580078,88302.88610839844
TAG(56:0)_FA 16:1,28636.842224121094,36607.762786865234,34656.46282196045,34232.3625793457,41159.5231628418,27983.601974487305
TAG(56:0)_FA 18:0,36218.362365722656,41190.24336242676,54800.58377075195,46804.883361816406,42826.10269165039,35896.80288696289
TAG(56:0)_FA 18:1,38173.48265075684,44130.54293823242,43137.48360443115,45806.50340270996,46209.00410461426,48441.04319763184
TAG(56:0)_FA 18:2,40685.04266357422,42359.84274291992,33110.66221618652,43243.64303588867,43600.883697509766,30797.642181396484
TAG(56:0)_FA 20:0,142800.6307373047,137864.36962890625,137633.34936523438,129841.40893554688,136071.82958984375,128757.64990234376
TAG(56:0)_FA 20:4,23222.921546936035,22785.681747436523,18864.721534729004,22497.541694641117,22085.681495666504,20884.561637878414
TAG(56:1)_FA 16:0,29944.72201538086,35998.762283325195,40580.76348876953,34379.742431640625,31471.922332763672,29470.48232269287
TAG(56:1)_FA 16:1,89452.44689941406,97541.0672302246,107523.96685791016,76298.82559204102,80665.54629516602,81508.84632873535
TAG(56:1)_FA 18:0,28938.94189453125,35705.58289337158,41833.80288696289,41342.52276611328,33900.06221008301,31236.601928710938
TAG(56:1)_FA 18:1,41675.12289428711,49483.96420288086,59321.32452392578,44228.6432800293,45531.9831237793,40868.72261047363
TAG(56:1)_FA 18:2,40694.32272338867,44690.78266143799,42031.88300704956,44448.86279296875,46653.04292297363,48188.20363616943
TAG(56:1)_FA 20:0,77232.52513122559,72426.30474853516,74662.14456176758,76379.42572021484,84049.88464355469,71414.88552856445
TAG(56:1)_FA 20:4,24973.521911621094,27138.642066955566,25811.92186355591,28416.202003479004,27232.70221710205,27861.901962280277
TAG(56:2)_FA 16:0,32681.38270568848,37233.28276062012,37484.74286651611,35064.98237609863,39751.50277709961,39947.90258789063
TAG(56:2)_FA 16:1,28262.102157592773,38180.7227935791,38668.36289978027,37455.302658081055,31768.462158203125,29556.541946411133
TAG(56:2)_FA 18:0,29958.802139282227,43118.76300048828,39895.68280029297,48079.763999938965,44903.66287231445,35601.9421081543
TAG(56:2)_FA 18:1,35248.44216918945,38434.822814941406,41891.00309753418,32150.142288208008,38462.74258422852,36695.44231414795
TAG(56:2)_FA 18:2,45035.14340209961,46382.1637878418,56579.52444458008,44960.30282592773,46840.04281616211,41892.78288269043
TAG(56:2)_FA 20:0,210208.05432128903,170964.05340576172,121554.58728027344,144416.84857177734,194161.8733520508,122561.41076660156
TAG(56:2)_FA 20:4,17199.30108642578,18257.62117767334,18077.441375732426,19926.20166015625,20412.481651306152,16552.96113204956
TAG(56:3)_FA 16:0,32351.10235595703,34404.68231201172,30380.342010498047,39461.46267700195,35007.98254394531,29433.721961975098
TAG(56:3)_FA 16:1,33847.822021484375,38938.60279846192,40898.842781066895,39629.48271179199,37975.882400512695,37081.24242401123
TAG(56:3)_FA 18:0,47650.38320922852,100376.10720825195,142189.14962768555,100920.08851623537,120233.1886291504,55197.8239440918
TAG(56:3)_FA 18:1,37554.90223693848,44234.12341308594,50578.14443969727,50534.90301513672,57766.20456695557,47820.46293640137
TAG(56:3)_FA 18:2,41141.12275695801,45689.12313842773,56424.18342590332,42468.40309143066,47458.72378540039,43599.26298522949
TAG(56:3)_FA 20:0,59268.20422363281,75857.60513305664,52943.18315124512,48520.34344482422,75336.66607666016,61334.92431640625
TAG(56:3)_FA 20:4,35278.84280395508,34656.562438964844,33912.702392578125,32547.002319335938,36918.28268432617,31307.302169799805
TAG(56:4)_FA 16:0,35983.202560424805,39857.70265197754,40346.68249511719,43439.68315124512,41817.64331054688,29451.30207824707
TAG(56:4)_FA 16:1,33837.36242675781,35114.122497558594,30171.222290039062,39254.42260742188,36089.582458496094,27011.921615600582
TAG(56:4)_FA 18:0,271809.7192993164,910866.8001708984,1295228.152770996,672475.8283691406,987543.2452392578,326915.8606567383
TAG(56:4)_FA 18:1,48496.66360473633,91594.80651855467,119913.60856628418,67923.68496704102,110915.90711975098,56474.26387023926
TAG(56:4)_FA 18:2,41496.84336853027,47847.90315246582,47596.78332519531,50849.58337402344,54906.42416381836,50100.96420288086
TAG(56:4)_FA 20:0,53687.08462524414,79781.50523376465,63737.82518005371,54906.583892822266,63976.624755859375,61312.22514343262
TAG(56:4)_FA 20:4,203110.91479492188,192799.83349609372,189908.513671875,184488.55322265625,186812.39428710935,167674.7724609375
TAG(56:5)_FA 16:0,51673.76382446289,49630.243713378906,49408.36376953125,54080.364166259766,52907.583740234375,42750.00321960449
TAG(56:5)_FA 16:1,37800.28317260742,40998.36302947998,37396.04277038574,44240.12316894531,42458.602935791016,30353.90234375
TAG(56:5)_FA 18:0,76432.22546386719,215786.09631347656,257733.63774108887,138153.56983947754,197627.5936279297,72809.76513671875
TAG(56:5)_FA 18:1,205120.73559570312,784323.4182128906,1009389.6517333984,406935.60693359375,784220.5145263672,292534.84063720703
TAG(56:5)_FA 18:2,46966.82371520996,95671.8867340088,112015.7871170044,72284.46508789062,100539.78680419922,60720.723571777344
TAG(56:5)_FA 20:0,25643.34164428711,27347.322074890137,25514.80174255371,25055.60171508789,26524.66199493408,23604.64121246338
TAG(56:5)_FA 20:4,151515.5098876953,141967.4111328125,142972.6905517578,144534.15130615234,168841.5938720703,159292.99298095703
TAG(56:6)_FA 16:0,232518.6374206543,106593.86703491212,129801.52951049805,110611.92810058594,140972.17041015625,68272.30453491211
TAG(56:6)_FA 16:1,48852.4033203125,46733.76348876953,51971.04376220703,52919.24360656738,56813.204498291016,43470.92332458496
TAG(56:6)_FA 18:0,60730.04443359375,78161.70574951172,90410.78649902344,81530.04541015625,92425.3272705078,56233.52410888672
TAG(56:6)_FA 18:1,71692.62524414062,193261.0736694336,204881.4331665039,90539.32751464844,168416.44915771484,71578.84506225586
TAG(56:6)_FA 18:2,203782.45489501956,792521.8972167969,987505.9201049804,410559.72479248047,801851.2370605469,286374.0994873047
TAG(56:6)_FA 20:0,22977.4015045166,25641.541679382324,22635.081413269043,23503.68162536621,23877.241592407227,23643.1817779541
TAG(56:6)_FA 20:4,358989.66650390625,346449.8078613281,294964.12072753906,262920.0388183594,403060.8518066406,368880.70080566406
TAG(56:7)_FA 16:0,48600.2829284668,64995.40478515625,76218.40551757812,59199.44389343262,64660.7449798584,43177.36318969727
TAG(56:7)_FA 16:1,230641.89727783203,108681.24829101562,126585.70915222168,119916.1492919922,141362.48956298828,70167.58526611328
TAG(56:7)_FA 18:0,60387.7048034668,61925.184020996094,82155.4848022461,70818.0849609375,74907.92553710938,50543.3837890625
TAG(56:7)_FA 18:1,53814.54370117188,77643.12658691406,76086.0053100586,63920.04382324219,79847.78564453125,56630.50360107422
TAG(56:7)_FA 18:2,73851.7448425293,190598.3320922852,205044.0758666992,90014.40594482422,170557.35470581055,69071.32507324219
TAG(56:7)_FA 20:0,30172.102157592773,29181.44218444824,21488.061546325684,26594.00163269043,27133.48240661621,27755.22204589844
TAG(56:7)_FA 20:4,121387.62902832033,211212.1752319336,155958.25421142578,101563.44610595705,189514.59375,155066.6280517578
TAG(56:8)_FA 16:0,62691.74478149414,52300.16345214844,55806.08331298828,50792.46331787109,55013.84371948242,39162.102600097656
TAG(56:8)_FA 16:1,46177.023529052734,64726.364685058594,77040.96501159668,60129.36532592773,67203.56469726562,45920.54356384277
TAG(56:8)_FA 18:0,36643.44255065918,39283.50274658203,42799.92280578613,39918.84222412109,39540.28289794922,33651.50276184082
TAG(56:8)_FA 18:1,68756.98583984375,69111.14437866211,83043.60549926758,65768.28504943848,77104.46473693848,53534.00454711914
TAG(56:8)_FA 18:2,56827.14440917969,77130.06494140625,80875.44659423828,67785.4049987793,82149.2466430664,57806.06414794922
TAG(56:8)_FA 20:0,37472.80239868164,38237.06274414063,29816.942085266117,36259.72265625,30236.38214111328,27303.461532592773
TAG(56:8)_FA 20:4,98856.6674194336,152536.5343322754,121386.8489074707,90945.5471496582,123150.81115722656,115198.42953491212
TAG(58:0)_FA 16:0,38114.6025390625,41809.54312133789,55975.62414550781,43534.00296020508,48795.28335571289,41256.74362182617
TAG(58:0)_FA 16:1,53225.8642578125,73933.9242553711,59974.52487182617,85818.46765136719,60750.90380859375,59634.92427062988
TAG(58:0)_FA 18:0,91567.7466430664,97682.48794555664,106857.96771240234,76680.0454711914,82134.18569946289,88809.46572875977
TAG(58:0)_FA 18:1,28950.921875,30174.28196716309,28174.421867370605,31817.262466430664,33426.322509765625,27127.801795959476
TAG(58:0)_FA 18:2,23096.101638793945,23700.881622314453,16841.701179504395,22354.32179260254,21141.78130340576,18415.901321411133
TAG(58:0)_FA 20:0,28103.40203857422,29346.442092895508,31089.302276611328,28369.94186782837,29709.901947021484,23741.22168731689
TAG(58:0)_FA 20:4,48613.02300262451,37241.86246490479,38656.2825012207,42596.36262512207,51332.30302429199,27682.60223007202
TAG(58:1)_FA 16:0,25689.16192626953,29278.022033691406,29388.302474975582,25182.541763305664,25248.50154113769,22870.58162689209
TAG(58:1)_FA 16:1,39073.52264404297,44418.503509521484,53217.82395172119,39715.58262634277,48412.34292602539,41818.00280761719
TAG(58:1)_FA 18:0,28479.742126464844,36998.622497558594,38859.00326538086,37195.80239868164,35012.16248321533,29392.24217224121
TAG(58:1)_FA 18:1,112015.9696044922,110151.10565185548,118829.86987304688,73987.30450439453,90045.74653625488,110907.80738830566
TAG(58:1)_FA 18:2,28051.441787719727,30445.98193359375,31967.902534484863,29564.66203308105,32210.082275390625,26026.54224395752
TAG(58:1)_FA 20:0,26124.40187072754,26465.06214904785,24352.121688842773,25941.42185974121,26793.20178222656,23094.661457061768
TAG(58:1)_FA 20:4,20259.42144012451,19558.42146301269,20051.361358642574,23341.741592407227,19992.961624145508,21957.141647338867
TAG(58:10)_FA 16:0,21799.38153076172,24338.90200805664,23550.721771240234,28205.50201416016,27197.00180053711,23503.121673583984
TAG(58:10)_FA 16:1,22126.62139892578,23951.341583251957,24513.381538391117,28328.242156982426,25014.961700439453,24650.00178527832
TAG(58:10)_FA 18:0,41191.24327850342,40570.80290222168,49021.84438323975,50109.78398132324,53092.48426818848,30626.382438659668
TAG(58:10)_FA 18:1,27418.16200256348,27169.90182495117,28580.30200958252,27054.982063293457,31036.38237762451,25253.16184234619
TAG(58:10)_FA 18:2,63931.82495117188,48827.98333740234,53029.02345275879,45507.86354064941,49563.96357727051,39301.92277526856
TAG(58:10)_FA 20:0,20881.421508789062,21849.941528320312,21397.62156677246,24169.38180541992,20707.121459960938,22154.041580200195
TAG(58:10)_FA 20:4,30700.342163085938,35308.522857666016,34241.00199890137,34504.14311218262,31216.982192993164,32930.422439575195
TAG(58:2)_FA 16:0,22541.44162750244,27334.72203063965,23767.601593017574,26395.18186950684,26051.681838989258,20479.1615524292
TAG(58:2)_FA 16:1,24026.401611328125,26215.04168701172,32486.16248321533,26200.98161315918,26929.861892700195,21838.34129333496
TAG(58:2)_FA 18:0,32704.92250061035,37445.56265258789,41653.62289428711,42098.56324768066,39457.78288269043,35265.78259277344
TAG(58:2)_FA 18:1,30812.422149658203,35633.08200073242,38212.5827331543,30094.681983947758,34238.24182891846,31080.4416885376
TAG(58:2)_FA 18:2,114083.34765625,113753.9680480957,118013.46801757812,74620.82508850098,87732.0464477539,98690.26661682127
TAG(58:2)_FA 20:0,26567.321517944336,26685.98191833496,26167.82208251953,29097.161903381348,28642.542320251465,26444.901641845703
TAG(58:2)_FA 20:4,48038.983459472656,48927.24346923828,43023.92297363281,48982.50354003906,53298.28356933594,38939.52255249024
TAG(58:3)_FA 16:0,32704.462867736816,30275.241989135742,34826.60223388672,29410.041931152344,39316.982414245605,31674.62222290039
TAG(58:3)_FA 16:1,21059.781463623047,27886.44204711914,23265.5018157959,25616.36164855957,25603.021865844727,21588.64140319824
TAG(58:3)_FA 18:0,27200.26203918457,27700.622146606445,26049.64192199707,35827.90249633789,30102.262008666992,26219.96192932129
TAG(58:3)_FA 18:1,36840.36255645752,38686.2629699707,35778.88252258301,40292.802642822266,43951.48246765137,41393.76212310791
TAG(58:3)_FA 18:2,35965.822265625,36729.022872924805,39057.76290130615,32890.402282714844,39633.08242797852,33815.58275604248
TAG(58:3)_FA 20:0,19508.881462097168,21915.921703338623,21435.28175354004,22408.62171173096,24682.14191436768,21054.241416931152
TAG(58:3)_FA 20:4,32734.98181152344,36456.16272735596,34618.78212738037,36233.822914123535,34281.44239807129,38147.30307769776
TAG(58:4)_FA 16:0,23267.281616210938,21395.58151245117,19117.30139160156,23932.84172058105,22776.48162841797,18057.741271972656
