Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PG (24:1),109177.02758789062,112716.06787109376,106247.08801269533,95172.46716308594,96555.60668945312,44602.08322143555,112305.1474609375,49533.56349182129,99262.14709472656,101123.8468017578
PG (26:0),66235.84509277344,84886.80572509766,74311.68463134766,46195.34280395508,58374.72375488281,24587.72132492065,66110.66394042969,14626.540954589844,61566.14442443848,101972.0287475586
PG (28:0),718908.9151000977,670174.6101074219,650422.0460205078,680955.0684814453,826968.3687744141,264386.68099975586,1016613.843322754,21802.26148223877,782895.7040405273,915152.0684204102
PG (28:1),69539.72497558594,81051.10522460938,73453.96551513672,59529.96441650391,61926.12438964844,26846.00193786621,77196.04577636719,25180.161743164062,64154.10424804688,62034.70373535156
PG (28:2),53529.94366455078,50906.14373779297,60729.04376220703,38068.5224609375,44777.60345458984,23745.46155929565,55748.8837890625,13637.940998077393,49136.78338623047,47175.40380859375
PG (30:0),81537.98608398438,98035.7862548828,80108.8060913086,68573.1455078125,90816.98699951172,32787.12222290039,80228.04504394531,29750.70202255249,75579.54516601562,94880.78686523438
PG (30:1),52076.263427734375,56070.34362792969,50230.44332885742,41905.222747802734,41835.14291381836,18835.421421051025,55197.92404174805,13778.760929107666,44006.68325805664,44039.84292602539
PG (30:2),63196.82540893555,57632.56311035156,56427.523529052734,40607.88272094727,41277.02262878418,23800.501441955566,65149.54425048828,14760.300914764404,44766.80288696289,46555.50321960449
PG (30:3),62836.44418334961,65559.02520751953,58737.66400146485,45472.78323364258,54388.44338989258,29765.922412872314,76447.86486816406,16092.001083374023,68295.22457885742,62917.48434448242
PG (30:4),47431.04391479492,51552.94409179688,45182.62298583984,35421.26232910156,44195.46307373047,22770.88174438477,54187.56381225586,14433.560955047607,37764.0827331543,43492.10328674317
PG (32:0),102661.30920410156,122131.96990966795,90913.38623046876,78924.9262084961,97710.2476196289,39577.30274963379,115070.44732666016,21391.061458587646,87876.62707519531,111980.74896240234
PG (32:1),68470.18572998047,75817.4644165039,76655.34420776367,68881.66543579102,59248.243103027344,25372.121620178223,74694.26599121094,14159.2610206604,74797.98553466797,57182.02453613281
PG (32:2),392078.5076293945,398096.9477539063,512530.8069458008,582529.606628418,395898.5482788086,119164.9298248291,413328.4332275391,26959.901775360107,605861.0270385742,246204.4418334961
PG (32:3),63209.6640625,65859.7043762207,58968.36376953125,49142.40414428711,46723.10299682617,23466.88167572021,73803.7056274414,15343.681079864502,54519.02416992188,57137.94415283203
PG (32:4),71272.84426879883,69176.14544677734,57781.50408935547,64012.52453613281,66856.82427978516,28669.12201690674,78410.9853515625,15332.041122436523,55551.9635925293,65611.50494384766
PG (32:5),56995.0637512207,66687.0654296875,55179.38348388672,45016.04336547852,738903.2070922852,28723.361907958984,67011.54473876953,24903.141830444336,50010.76354980469,53159.36410522461
PG (34:0),66877.00415039062,83671.3861694336,68513.7046508789,54289.243560791016,64896.94482421875,31330.44228744507,72769.9653930664,20180.881317138672,60963.64401245117,66616.06436157227
PG (34:1),97016.3271484375,110687.7080078125,94483.4663696289,71242.86572265625,70110.50451660156,35052.26232910156,94466.78662109376,27320.36191558838,63624.60461425781,75185.30548095703
PG (34:2),62951.82421875,66409.44396972656,70047.14520263672,53909.76425170898,46673.04379272461,25164.001960754395,66322.66430664062,18729.521453857426,50971.34387207031,51579.94384765625
PG (34:3),72619.38543701172,65866.82543945312,62880.80453491211,51316.90350341797,50856.38357543945,23883.32141113281,69338.10418701172,18821.62124633789,52959.46432495117,57098.12414550781
PG (34:4),59670.64373779297,65237.984802246094,56091.54336547852,51233.14318847656,51276.02380371094,21463.98167037964,65353.26452636719,18820.901405334476,52110.52355957031,51496.02392578125
PG (34:5),114854.7078552246,113787.20703125,96956.06671142578,81746.66543579102,82222.4260559082,44998.28350067139,136859.2509765625,18886.52132797241,69591.08529663086,99814.38790893556
PG (34:5)_2,109379.72705078124,116243.6484375,92314.26574707033,68555.92572021484,75991.68591308594,41845.60361480713,125280.52908325195,15567.101219177246,68075.24481201172,92482.32647705078
PG (34:6),70648.46466064453,76898.20538330078,68447.42443847656,56236.7038269043,205641.6192626953,24153.501556396484,81264.82537841797,15447.06103515625,58262.48403930664,63944.04525756836
PG (36:0),155276.81091308594,160520.53149414062,145426.36944580078,104161.4268798828,119120.2685546875,60285.365142822266,192551.75201416016,26809.32172012329,110802.34716796876,125020.51040649414
PG (36:1),327750.125,465343.634765625,241880.8974609375,163990.11303710938,152643.41088867188,127548.14990234376,288672.16015625,78201.06611633301,108305.64794921876,125836.62841796876
PG (36:2),210270.61474609372,295363.35888671875,291566.50341796875,135456.6688232422,147769.42932128906,76272.4460144043,183601.09423828125,36417.28263092041,118402.70867919922,100915.50714111328
PG (36:3),64602.94482421875,65802.70471191406,74620.64590454102,51583.30340576172,48415.143463134766,18850.161560058597,65631.92492675781,15298.441036224363,50154.80368041992,55483.66384887695
PG (36:4),81562.94561767578,79938.54602050781,73942.56567382812,60300.66430664063,60757.76446533203,32641.962490081787,75829.1049194336,25278.081565856934,68529.38482666016,67130.60446166992
PG (36:5),60590.14431762695,64185.92456054688,54459.46401977539,45094.44317626953,46931.08288574219,21976.8013381958,59659.6833190918,16411.4612159729,42524.80281066895,52034.184020996094
PG (36:6),63522.98452758789,65156.74542236328,56194.36380004883,50280.56369018555,49347.50354003906,24445.661491394043,74582.12594604492,15210.240997314451,48829.70324707031,57779.20390319824
PG (36:7),71985.40545654297,77834.86557006836,81653.72518920898,66273.86456298828,66902.44519042969,24791.101776123047,72210.74502563477,15057.66107559204,71342.98461914062,58086.88381958008
PG (36:8),296234.89935302734,296965.7359008789,341300.18225097656,369803.4525146485,271330.4959716797,87291.60531616211,291947.18048095703,26512.662017822266,366350.0997314453,174112.8104248047
PG (38:0) | PGp (40:6),171645.53173828125,186674.55206298828,231502.2156982422,186827.71124267575,146874.11010742188,64613.38435745239,161618.36865234375,20422.94149398804,172754.33142089844,102031.88842773438
PG (38:1),115862.64855957033,144494.67224121094,154156.64916992188,97556.76593017578,82408.92608642578,41153.2223815918,99646.46673583984,22715.701496124268,88475.28649902344,80918.98516845703
PG (38:2),162822.4302368164,183788.2542724609,293659.704284668,161890.5516052246,116573.74868774414,43362.363021850586,130693.92932128906,19836.72134399414,110809.54754638672,83248.826171875
PG (38:3),84256.14660644531,103815.64666748048,123004.24932861328,67932.84490966797,58492.76458740234,29682.382263183597,79485.98468017578,18435.24137496948,54960.804290771484,58011.385009765625
PG (38:4),124769.32934570312,152429.77026367188,108377.70751953124,80060.46661376953,85231.92596435547,48413.9035949707,120148.58947753906,30956.52191925049,69125.44512939453,83124.24609375
PG (38:5),71816.18493652344,80462.56622314453,73143.40551757812,56772.623291015625,55807.96441650391,26989.82211303711,73927.52569580078,21626.38148498535,59987.02383422852,65208.20443725586
PG (38:6),80243.22497558594,83531.10577392578,85172.24615478516,71672.02618408203,62291.72412109375,27388.561851501465,87110.2064819336,18452.281299591064,74571.26538085938,64447.90481567383
PG (38:7),235963.1780395508,212291.1159057617,296591.3388977051,379159.5712585449,182919.5133666992,34410.322174072266,203782.6960144043,18223.08132171631,307632.7173461914,135423.55123901367
PG (38:8),72259.22421264648,81806.74505615234,94550.08639526369,65800.88488769531,58871.28411865234,22462.30145263672,77060.34555053711,18022.50134277344,56750.54397583008,61920.12422180176
PG (38:9),100570.40673828124,102260.98614501952,146055.21295166016,95365.22686767578,71459.66516113281,39702.363441467285,93376.02520751952,19675.56132888794,91437.76556396484,67737.94451904297
PG (40:0) | PGp (42:6),323370.88092041016,299949.12396240234,297352.6412353516,263359.6002807617,277818.641784668,135677.29107666016,464600.6171264648,21515.90158843994,287721.15829467773,312534.71978759766
PG (40:0) | PGp (42:6)_2,298972.8729248047,283724.8239135742,277558.0202636719,243686.5756225586,261725.3572998047,131266.3504638672,412492.5054321289,19603.58136367798,276890.36279296875,294281.2544555664
PG (40:1),61322.64392089844,67440.46411132812,54508.62457275391,45627.543060302734,47570.14315795898,23245.461639404297,66906.82513427734,17818.441158294678,48038.52365112305,54954.8232421875
PG (40:10),310347.1228027344,266139.2975769043,440369.03125,260231.598815918,233162.5552368164,129807.72835540771,463966.2941894531,16758.88115310669,580517.6903991699,174710.93518066406
PG (40:2),205937.39331054688,232124.9974975586,240617.85546875,104503.00756835938,126271.88916015624,76551.7446899414,347649.522857666,16520.401206970215,258131.0980224609,255713.45468139648
PG (40:3),72138.90551757812,77787.4658203125,62706.44451904297,56021.24395751953,51627.88348388672,36191.12243652344,79251.36560058594,21746.221614837646,50706.88287353516,57895.22384643555
PG (40:4),124583.2686767578,143169.44995117188,89830.14660644531,69679.68518066406,82969.74548339844,42139.5632019043,116841.72814941406,28611.821926116943,56802.7444152832,73788.02526855469
PG (40:5),189616.4755859375,238564.677734375,122842.1495361328,92044.56652832033,102873.50744628906,64978.18493652344,177841.2919921875,37855.122802734375,78225.32598876953,96434.52734375
PG (40:6),1214776.7060546875,1628535.978515625,599473.2802734375,356361.0263671875,513357.11865234375,354938.38525390625,1052223.6748046875,211167.71599578857,235693.4782714844,381514.23046875
PG (40:7),106104.12817382812,127133.4481201172,131037.12994384766,82633.80560302734,88099.34753417969,40730.54299926758,91645.96643066406,21362.02161026001,63645.72442626953,72676.9052734375
PG (40:8),77888.14526367188,88967.74719238281,117788.2489013672,64692.68453979492,64129.004821777344,27508.02239227295,75666.74548339844,17509.26124572754,58926.044372558594,60564.2048034668
PG (40:9),80412.78503417969,73496.685546875,96233.66680908205,66826.6655883789,59659.78411865234,29688.461975097656,83229.08557128906,16273.801120758057,82038.46615600586,60889.50390625
PG (42:0),115512.04943847656,111320.38674926758,115512.82995605467,56446.724060058594,111010.16737365724,68713.50551605225,169393.93257141113,13106.000846862791,116755.30819702148,133589.48892211914
PG (42:1),56569.78471374512,63088.00430297852,55951.32357788086,44489.80303955078,51046.00354003906,25507.08155441284,62865.26379394531,14279.060962677002,45950.02322387695,54596.583740234375
PG (42:10),69950.98471069336,61197.36407470703,60771.84506225586,45197.04302978516,47537.503494262695,24708.581535339355,69781.86499023438,15188.161148071287,48440.62322998047,55082.80325317383
PG (42:11),242892.83905029297,201742.57876586917,183121.14950561523,161634.6124267578,166181.4921875,83331.62501525879,228535.6756591797,12267.180835723875,182255.3577270508,208171.13256835935
PG (42:2),59565.60437011719,65217.56439208984,63501.544036865234,41957.342681884766,45722.68322753906,22684.981590271,80196.0258178711,11833.5608253479,51695.8635559082,55664.164154052734
PG (42:3),141411.22943115234,159264.60986328125,215268.4339599609,79893.3052368164,138472.52822875977,99294.28620910645,350365.9991455078,19322.52142715454,165360.6512451172,170311.46923828125
PG (42:4),53714.80422973633,54180.544342041016,53544.02340698242,57711.90460205078,47470.62356567383,22655.54167175293,48464.70306396485,12770.020935058594,75447.72491455078,45708.92263793945
PG (42:5),52614.96401977539,51154.80352783203,49827.58319091797,42491.242614746094,43987.62313842773,20230.3415222168,50403.78329467773,14707.681129455566,39506.94271850586,43562.34313964844
PG (42:6),95088.34558105467,100334.56671142578,106105.50732421876,90712.60678100586,75026.68432617188,39154.98251342773,90700.34619140624,18662.481163024902,95723.30657958984,62147.08489990234
PG (42:7),57249.78411865234,61787.684814453125,50958.90377807617,44453.00338745117,49630.9638671875,23748.501571655277,60929.243713378906,15393.440952301024,48460.32388305664,48879.66363525391
PG (42:8),72397.08474731445,71885.62524414062,66832.22540283203,57337.16403198242,58270.74383544922,30970.20191192627,77273.60430908203,15195.761013031006,60710.244689941406,59639.60369873047
PG (42:9),115128.6674194336,135043.89166259766,141335.673828125,92942.08770751952,108413.78845214844,33391.121994018555,120306.48858642578,19244.60147857666,109033.5083618164,112847.12774658205
PG (44:0),36659.0625,39060.42266845703,31857.50213623047,29893.882263183597,34140.62243652344,16122.541278839111,34207.362243652344,11685.120811462402,31948.58226013184,30665.86213684082
PG (44:1),34236.16271972656,36409.22253417969,31936.56237411499,25182.86168289185,30243.541984558105,17701.44123840332,35479.082317352295,10789.880771636965,28371.362007141117,32538.62176513672
PG (44:10),78219.86584472656,89051.5859375,60193.52444458008,42643.38287353516,46593.80337524414,32366.68235778809,77176.56573486328,18112.28113555908,48668.96328735352,51034.10382080078
PG (44:12),63129.58441162109,94402.06640625,48340.483642578125,33585.5026550293,42899.64324951172,26781.062210083008,67658.10437011719,19115.14121627808,35759.882583618164,40126.46249389648
PG (44:2),39695.98309326172,38770.38278198242,38519.26271820068,30933.522216796875,35797.42272186279,22577.181579589844,43260.18308258057,13581.680980682371,35899.36251068115,35758.80247116089
PG (44:3),38283.70246887207,37785.04299163818,34570.922439575195,28057.42183303833,34163.28224182129,18195.38122177124,37125.26272201538,12682.740783691406,29588.841995239258,33471.502128601074
PG (44:4),36533.94282531738,37665.702545166016,35826.86231994629,30539.70205688477,33166.36219787598,15426.741050720217,35791.72230529785,11552.980819702148,32956.862243652344,36705.56217956543
PG (44:5),34507.822174072266,37953.22282409668,33316.542907714844,28985.422119140625,31009.90234375,16722.52109527588,38269.742614746094,12794.76096725464,33681.68276977539,35610.422454833984
PG (44:6),41252.9033203125,40664.16311645508,34859.08248901367,32164.90200805664,32855.98263549805,17751.361476898193,40325.40313720703,9616.060745239258,32565.08203125,33500.04235839844
PG (44:7),43665.802978515625,41975.58322143555,36995.62266540527,32634.682189941406,34361.982421875,15914.261043548584,43274.66339111328,13543.6209526062,32848.762451171875,36396.122955322266
PG (44:8),40206.22254943848,39163.66271972656,37373.22262573242,32170.701919555664,36344.56268310547,16814.241256713867,42678.56323242188,11692.180862426758,34471.92233276367,36415.20248413086
PGo (20:0),106353.24645996094,111833.12884521484,123521.9282836914,7293.420551300049,1648.2601051330566,28041.38144302368,98826.92810058594,27449.401885986328,6305.00040435791,1461.240104675293
PGo (28:0),51344.883880615234,51423.883728027344,43285.28297424317,40643.56301879883,42008.8830871582,21045.82145690918,52671.1237487793,14882.08101272583,37862.38247680664,43574.40287780762
PGo (30:0),121970.80911254884,110258.84930419922,101886.22778320312,135901.11166381836,112289.70913696288,31629.402252197266,113457.84951782228,14154.36093902588,121858.84671020508,72096.92391967773
PGo (30:1),65734.34509277344,62013.88436889648,53894.06335449219,53240.38414001465,50412.70373535156,26649.961490631104,71310.86465454102,9686.560729980469,49727.52391052246,58193.40414428711
PGo (32:0),52410.18362426758,67573.68389892578,52174.24380493164,42973.76338195801,70712.22467041016,22482.701446533203,55467.88374328613,16062.34120941162,45061.963134765625,48704.16369628906
PGo (32:1),43399.40313720703,44685.44345092773,43116.12322998047,31902.102264404297,31763.24194335937,19090.90137481689,47523.2633972168,12604.56079864502,34452.90252685547,38692.88232421875
PGo (34:0),147962.90979003906,144800.19140625,137951.48767089844,127518.47024536131,108975.42572021484,40604.98337554932,137601.86975097656,17940.541332244873,121748.86920166016,92854.70626831056
PGo (34:2),57677.22416687012,62742.48425292969,62336.42428588867,48829.98388671875,45797.00338745117,23408.081672668457,62527.34460449219,16770.801071166992,55263.42388916016,53493.923736572266
PGo (34:3),53470.9235534668,55239.32369995117,48015.223693847656,42450.76290893555,42789.1830444336,25228.301795959476,57566.00387573242,15976.06116104126,43929.38342285156,45866.763107299805
PGo (34:4),57459.58367919922,55837.5837097168,52802.26397705078,44142.38342285156,47042.12313842773,25815.74165725708,57521.96450805664,16274.341094970703,43848.88293457031,49088.88314819336
PGo (36:0),63029.284240722656,66638.3044128418,74250.78521728516,57272.52355957031,57981.7038269043,24752.881858825684,65875.24453735352,15504.041206359863,58797.82421875,52912.264221191406
PGo (36:1),212902.2555541992,228189.5577392578,267436.33978271484,283170.20001220703,209126.19213867188,63278.4051361084,222530.3350830078,23882.70182037353,282392.53857421875,135770.72967529297
PGo (36:2),59199.32434082031,65004.32421875,61816.52429199219,48079.2633972168,47908.923278808594,21633.16136932373,63546.864685058594,15257.261142730713,51395.60400390625,51784.78378295898
PGo (36:4),57019.96417236328,61228.124603271484,54145.663482666016,44735.54287719727,44089.00305175781,23457.04162979126,61317.64469909668,13916.160953521729,48381.92388916016,54979.023513793945
PGo (36:5),54220.224029541016,58850.42404174805,53354.26318359375,42615.76316833496,42119.902770996094,18575.22151565552,56958.74362182617,15636.481143951416,47431.70376586914,48640.88320922852
PGo (38:0),162514.95251464844,148778.8544921875,217882.8976135254,242934.3030395508,134640.6496887207,28539.442276000977,132672.02899169922,14771.981197357178,208740.9548034668,95494.86730957033
PGo (38:1),70282.40417480469,88166.9465637207,112122.6078491211,67446.6044921875,58819.80493164063,27478.54182815552,68411.10516357422,18153.70149230957,51861.38333129883,59016.28421020508
PGo (38:2),81415.66632080078,93094.1068725586,123847.58911132812,85559.98693847656,65325.624755859375,31204.282455444336,74221.84530639648,17781.86134338379,70748.2651977539,66278.52423095703
PGo (38:3),100311.42752075195,91012.02655029295,125071.16854858398,91530.44647216795,65831.74401855469,31317.162284851074,90250.54608154295,18974.721382141117,86864.9462890625,61916.964263916016
PGo (38:4),80301.1851196289,85623.70581054688,82073.98608398438,66444.8850402832,60345.164611816406,27233.142204284668,79279.46545410156,15830.421054840088,50521.78350830078,62139.84365844727
PGo (38:6),64729.784423828125,65833.02439880371,61032.90444946289,50604.5837097168,56200.48391723633,25996.941650390625,69099.08502197266,14011.80109024048,50203.1242980957,57613.32495117188
PGo (40:0),101454.26635742188,127744.94946289062,128338.18969726562,78485.54486083984,76255.92431640625,33398.141998291016,93917.306640625,22089.90131378174,61848.44494628906,65827.26452636719
PGo (40:1),79098.52471923828,93215.3662109375,139178.4486694336,79367.60546875,69999.86489868164,24290.94194793701,69039.3648071289,18159.76121520996,58648.24423217773,58954.18438720703
PGo (40:2),66584.02459716797,66074.88467407227,92730.96719360352,57301.52362060547,52351.78341674805,20874.50143814087,63876.38409423828,17540.34122467041,63080.2243347168,55220.84378051758
PGo (40:4),55666.54376220703,54964.463775634766,55922.2041015625,44864.68298339844,56461.58404541016,20424.181385040283,62522.96423339844,14820.641105651855,45453.802642822266,49585.18325805664
PGo (40:5),56943.264221191406,61393.64437866211,54145.66390991211,46708.28289794922,47307.823150634766,23978.98162841797,60185.24462890625,14683.661041259766,47978.28283691406,54490.12390136719
PGo (40:6),122254.33013916016,129706.07000732422,133155.06811523438,110165.54736328124,95192.44805908205,35695.08219909668,133804.90921020508,16719.621170043945,134460.7504272461,125855.26879882812
PGo (40:9),218527.59844970703,200792.33477783203,303335.9182128906,193919.05346679688,168442.53268432617,80570.94807434082,337488.9263305664,16745.84126663208,420693.46978759766,145299.6505432129
PGo (42:0),52528.96362304688,58730.62384033203,50193.84341430664,40204.54263305664,43817.16317749024,21335.84147644043,54973.14401245117,14483.340892791748,43496.60302734375,47975.44305419922
PGo (42:1),58909.24411010742,58962.70458984375,52864.74353027344,44111.583068847656,49487.56359863281,24778.901641845703,62670.70373535156,15327.441005706787,46824.12315368652,50790.12338256836
PGo (42:2),91254.00811767578,110912.52880859376,112713.7078857422,74202.70458984375,84755.68759155273,40174.9020690918,102295.58666992188,18486.521286010742,77852.38470458984,92003.42694091795
PGo (42:4),143740.29278564453,129006.68927001952,124974.1713256836,107923.90731811523,125516.89013671876,32845.1421585083,135143.68994140625,13445.740951538086,127474.8695678711,144069.13009643555
PGo (42:6),83804.84512329102,82242.24591064453,84952.82583618164,64340.86489868164,72211.08517456055,35081.62284088135,102994.38885498048,14820.601070404053,79239.4255065918,84899.16525268555
PGp (16:0),108143.8862915039,96737.1254272461,113934.62670898438,80719.92443847656,77906.76550292969,45141.6237487793,103796.18701171876,22643.94157409668,91283.0870361328,75302.96493530273
PGp (20:0),56985.76461791992,76613.60510253906,62363.304107666016,1497.4600982666016,1833.8201370239256,18370.14140319824,62224.74505615234,17512.66114807129,1469.4801025390625,1588.980125427246
PGp (28:0),55938.70420837402,58198.224060058594,51979.98352050781,40892.702713012695,46896.683197021484,20398.8812789917,57977.24349975586,10802.680675506592,50836.52421569824,53353.763931274414
PGp (30:1),73189.6450805664,73660.46533203125,79343.82583618164,76744.08724975586,58196.304290771484,25892.30215072632,81838.20602416992,12989.040908813477,87467.16827392578,59674.14334106445
PGp (34:4),48838.86334228516,55859.82376098633,51915.66363525391,37744.942794799805,189333.2740478516,24384.581859588623,59920.22482299805,15333.101131439207,43121.02276611328,45261.66339111328
PGp (36:5),96549.64642333984,105980.40783691406,115259.33010864258,79874.9446105957,106385.1282043457,35242.80212402344,98686.68737792967,19592.021446228027,83867.08529663086,87084.02612304688
PGp (38:6),162678.26916503906,179898.9305419922,160630.13061523438,106568.44653320312,120876.5093383789,48458.84307861328,197005.2326660156,24984.001556396484,112345.3871459961,126127.04846191406
PGp (42:2),61280.44470214844,59022.164611816406,55299.08383178711,41528.46337890625,43659.40310668945,22951.24164581299,59592.2846069336,14840.620994567871,44728.72341918945,52074.58404541016
PGp (42:4),50037.223693847656,46959.68353271485,44103.62307739258,34371.80221557617,38437.26252746582,19551.94139099121,48094.28378295898,13622.380878448486,42625.08255004883,39597.90313720703
PI (14:1),607243.7204589844,604533.6967773438,471780.5607910156,557731.1015625,568436.5787353516,81723.08558273315,636724.3433837891,29517.72205734253,531401.0949707031,513240.47790527344
PI (20:1),176337.99072265625,165071.912109375,162509.8291015625,112579.84814453124,140278.310546875,83201.68542480469,160455.3104248047,44494.66305541992,131882.9903564453,134600.74853515625
PI (24:0),84000.90612792969,102650.82592773438,93005.0867614746,68874.76431274414,94340.60583496094,27035.88164520264,77459.20544433594,15593.841022491457,74795.32498168945,142885.1083984375
PI (26:0),75220.20477294922,103417.34777832033,90860.4264831543,65520.74505615234,73266.48541259766,33734.00225067139,70765.20516967773,17091.781280517578,81926.26428222656,134693.27075195312
PI (26:1),178687.63256835938,173766.71264648438,162546.8115234375,157340.9306640625,154262.11206054688,127232.84943771362,176314.1708984375,75726.12528991699,147846.2900390625,168049.17163085938
PI (28:0),112084.2495727539,195373.49578857425,119199.4076538086,139012.63159179688,119413.64901733398,41449.36285400391,96436.04745483398,21721.22162628174,146507.33123779297,170380.95294189453
PI (28:1),67810.78399658203,91720.92657470705,59826.52377319336,70419.28469085693,53344.82411956787,21220.441551208496,65179.8837890625,12466.400871276855,77995.48391723633,71760.42517089844
PI (28:2),48041.20364379883,48834.64323425293,47890.08352661133,38904.96280670166,35043.66226196289,15242.481121063232,45863.38332366943,7914.620586395264,35436.44206237793,40516.0828704834
PI (30:0),357370.9462890625,609979.5649414062,369863.1088867188,482991.9484863281,433582.0698242188,198396.3542366028,331658.62158203125,104465.44719696043,523328.578125,505053.54541015625
PI (30:1),159271.89099121094,299681.939453125,173713.4306640625,242862.4569091797,140924.70776367188,67716.464427948,155328.83044433594,33143.082218170166,255374.93798828125,225243.2543334961
PI (30:2),98734.16665649414,118375.00805664062,103222.1470336914,85535.46490478516,81310.84552001953,33795.04215621948,103113.70559692384,18109.34111404419,89069.30572509766,88051.28704833984
PI (30:3),52883.96446228027,46183.78335571289,45992.06312561035,38032.10270690918,40218.02278137207,16550.58108139038,53093.12345886231,8793.580699920654,37984.1032409668,44721.52299499512
PI (30:4),61434.00435638428,63289.32426452637,52124.543548583984,41317.18298339844,38948.12258911133,15272.44095993042,65756.00364685059,8609.820575714111,39635.86250305176,53858.863441467285
PI (32:0),668516.2817382812,994461.80859375,649407.4189453125,878776.3989257812,686272.1884765625,326744.00269699097,602517.3037109375,157245.43054580688,912976.4560546876,786551.013671875
PI (32:1),379101.685546875,695660.8833007812,428982.6674804688,574713.3654785156,354317.765625,194188.5926818848,391675.8696289063,101311.0269432068,599458.2690429688,513403.6140136719
PI (32:2),312086.4819335937,423891.8461914063,334695.443359375,356966.2280273437,305596.583984375,239840.0572013855,322104.06103515625,128202.96905899048,369130.34765625,350336.501953125
PI (32:3),61423.8046875,56341.38383483887,56064.48393249512,41206.92315673828,49413.6238861084,16739.961040496826,59310.90397644043,7923.800498962402,41808.38371276856,49720.0827331543
PI (32:4),90194.12619018556,87537.88430786133,74675.38552856445,64488.26512145996,61843.16426086426,16217.461219787598,95415.6453552246,8332.06052017212,69388.14594268799,73966.88554382324
PI (32:5),81582.96562194824,70268.8256072998,75195.48400878906,59188.10517883301,62756.283920288086,17746.221351623535,85341.78605651855,11081.400741577148,67624.4651184082,70847.40501403809
PI (34:0),467545.91259765625,587753.8369140625,489278.2939453125,496137.53271484375,489661.81396484375,327620.26052856445,464166.708984375,165920.79173660278,527888.0551757812,515251.89599609375
PI (34:1),529532.5502929688,606621.6520996094,576836.7194824219,730402.2119140625,379717.8098144531,151005.57047271729,522493.71728515625,61726.46446609497,662618.298828125,521818.2648925781
PI (34:2),268655.44140625,384849.6345214844,367502.7817382813,369554.0876464844,237568.619140625,155443.59016418457,281049.9245605469,72473.90536880493,341321.7199707031,300177.0009765625
PI (34:3),72940.00534057617,90497.2062072754,94420.10650634766,76094.30541992188,57143.80380249024,21519.421577453613,71146.72482299805,12954.580947875977,67414.32431030273,66518.82473754883
PI (34:4),57947.26460266113,54153.063903808594,51086.56340026856,44581.14328765869,38950.923095703125,15410.18102645874,63168.20497131348,9254.48063659668,41625.3028717041,50824.84323120117
PI (34:5),113831.56800842284,108975.46835327148,102904.62707519533,73019.96557617188,68117.04403686523,16998.78125,132040.6901397705,8651.660614013672,71426.06439208984,88390.84675598145
PI (34:6),64362.18502807617,71522.90579223633,63653.724029541016,49120.72317504883,48461.92269897461,19438.921447753903,64576.364807128906,10199.260757446287,57333.7635345459,58583.24380493164
PI (36:0),212997.7360839844,264478.13671875,217528.2756347656,201262.97631835935,213503.0954589844,137971.28929519653,212924.0529785156,67455.22482299805,211070.4755859375,235751.99682617188
PI (36:1),150014.5502319336,166304.69213867188,179063.07299804688,191498.59259033203,108739.1671142578,40269.66312789917,155018.57080078125,22350.541675567627,150238.36987304688,136098.16827392578
PI (36:2),225678.5352783203,245852.21618652344,262156.51696777344,326538.3807373047,165871.8116455078,63894.24464416504,262262.5573730469,29279.661907196045,261726.31506347656,208548.49591064453
PI (36:3),108962.6259765625,139432.7700805664,189700.6735229492,162956.6492614746,88589.44757080078,32795.462352752686,117985.54748535156,14405.561016082764,132298.41046142578,109125.50680541992
PI (36:4),247130.57885742188,243553.056640625,429703.2889404297,239993.4952392578,206597.3741455078,28745.042106628414,227829.75540161133,13382.740940093994,337852.7849121094,238426.2767944336
PI (36:5),61285.76403808594,64349.20385742188,65863.62535095215,53508.56332397461,50344.32357788086,16861.62110900879,68126.54541015625,8720.18062210083,50386.44409179688,56218.04476928711
PI (36:6),69590.92532348633,68192.30572509766,63436.84448242188,57714.10382080078,53705.62438964844,30273.6622505188,70948.14501953125,14094.220993041992,54179.94403076172,64102.4248046875
PI (36:7),79991.76513671875,107597.22717285156,80432.60690307617,75120.00521850586,71000.36630249023,28738.841930389404,69783.505859375,15507.52103805542,80101.76666259766,83681.9263305664
PI (36:8),106384.86798095705,192347.7721557617,106272.24786376952,124876.12799072266,137056.03149414062,35842.862480163574,108313.8500366211,17492.90110397339,140531.63095092773,124045.0883178711
PI (38:0) | PIp (40:6),65512.76416015625,76972.70489501953,66443.66455078125,60127.36404418945,54883.42376708984,24440.621757507324,59091.184143066406,10539.200717926024,58790.46356201172,62305.44482421875
PI (38:0) | PIp (40:6)_2,62202.4447631836,79229.16595458984,61793.1044921875,56460.84375,53292.704040527344,24226.08155822754,55629.583557128906,11300.60081100464,54290.56318664551,58783.24459838867
