Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
TAG(56:7)_FA 20:4,92457.80743408205,149162.85321044922,148800.90939331055,182544.95611572263,86126.58486938477,78261.26458740234,263853.7944335937,218175.3532104492,93297.80596923828
TAG(56:8)_FA 16:0,53419.08392333984,52236.12405395508,43894.42269897461,43016.30331420898,38698.06298828125,52574.70327758789,59451.6841583252,54265.70388793945,54245.06373596192
TAG(56:8)_FA 16:1,69064.42498779297,63430.004943847656,59352.00393676758,61268.18533325195,45048.80314636231,57795.94415283203,74753.82586669922,73561.58420562744,58329.1838684082
TAG(56:8)_FA 18:0,44251.68328857422,45878.76329040527,36072.56252288818,42033.94319152832,32159.96228027344,31679.84228515625,66720.5048828125,50581.5036315918,35458.14242553711
TAG(56:8)_FA 18:1,93400.90856933594,72002.42477416992,63246.76481628418,137499.0471496582,57554.144119262695,66575.34494018555,64820.764488220215,135102.16955566406,68078.64498901367
TAG(56:8)_FA 18:2,79732.86505126953,81222.306640625,87114.2260131836,91722.50598144533,72482.30548095703,76685.50604248047,68910.74478149414,94502.18743896484,75188.00595092773
TAG(56:8)_FA 20:0,36450.74285125733,34621.94250488281,29544.22241210937,30418.802276611328,22462.661682128903,26597.74201202393,173175.7313232422,37737.922424316406,23624.361877441406
TAG(56:8)_FA 20:4,99278.546875,161638.82904052734,107848.30883789062,155072.1676940918,110216.78713989258,81157.88632202148,209956.21307373047,179515.49221801758,90647.80819702148
TAG(58:0)_FA 16:0,48920.28353881836,47283.7834777832,35138.102600097656,32105.60244750977,34885.902603149414,40376.26301574707,42417.06294250488,38439.30296325684,31142.261993408203
TAG(58:0)_FA 16:1,77545.14488220215,63307.04438781738,61388.54551696777,57399.46449279785,50247.98338317871,67200.20513916016,91294.7860107422,62058.704010009766,52752.66323852539
TAG(58:0)_FA 18:0,105546.84605407716,103733.48748779295,71711.16467285156,102833.74835205078,71214.52656555176,84380.36560058594,101504.48705291748,112081.50674438477,88767.86622619629
TAG(58:0)_FA 18:1,41455.20314025879,31204.801971435547,27008.282318115234,24435.68194580078,28292.88158416748,35450.68272399902,26219.141540527344,28129.522003173828,24328.06162261963
TAG(58:0)_FA 18:2,24968.24201202393,21277.1615524292,19083.40151977539,19377.72124481201,14906.74104309082,24780.141960144043,21425.461669921875,21335.06150817871,18652.04133605957
TAG(58:0)_FA 20:0,33657.302337646484,34321.72261047363,24890.581771850582,30133.362060546875,23578.001914978027,27608.681915283203,28178.96217346192,32198.88209533692,26893.20164489746
TAG(58:0)_FA 20:4,48402.14259338379,30835.98265075684,27535.741287231445,38047.80218887329,28977.38215637207,48166.763244628906,25764.18197631836,51175.22462463379,25984.841735839844
TAG(58:1)_FA 16:0,27401.32196044922,26684.30212402344,22797.50164794922,24117.581802368164,19368.561378479004,25055.161712646484,33924.282653808594,28797.6619720459,23265.741729736328
TAG(58:1)_FA 16:1,50834.18322753906,47113.94334411621,36111.54281616211,34265.28260803223,36390.382400512695,40188.1828918457,44645.50273132324,40561.36279296875,30851.022338867188
TAG(58:1)_FA 18:0,35862.50215911865,34481.90274047852,30681.4423828125,32704.38259124756,23297.6817779541,26031.10173034668,49639.1233215332,40291.50303649902,27519.06188964844
TAG(58:1)_FA 18:1,104878.21017456056,104566.50677490234,87487.44776916504,104351.326461792,87620.56558227539,92331.74649047852,106890.82995605467,110288.64561462402,111081.32710266112
TAG(58:1)_FA 18:2,29403.421981811523,29836.52214050293,24842.02163696289,26251.64157867432,24663.941528320312,34888.48258972168,28687.521865844727,27601.701736450195,25999.44189453125
TAG(58:1)_FA 20:0,29527.942512512207,28742.02196502685,25687.081665039062,30273.16186523437,17361.101181030273,22969.541778564453,28590.42172241211,29898.782318115234,20684.32159423828
TAG(58:1)_FA 20:4,21525.30155944824,22277.68167114257,16081.841270446776,21146.42153930664,16418.801055908203,22857.84182739257,19736.081298828125,21746.24133300781,20748.56113433838
TAG(58:10)_FA 16:0,27069.241821289062,24729.64167022705,24864.101776123047,22525.4216003418,22167.06145477295,27064.92196655273,25616.40168762207,27975.401977539062,24088.061767578125
TAG(58:10)_FA 16:1,30458.54217529297,25628.421646118164,21353.421417236328,22599.06164550781,20288.34152984619,26481.12203979492,26468.02212905884,25588.921730041504,21287.82145690918
TAG(58:10)_FA 18:0,51646.08376312256,32242.862030029297,32585.14232635498,40607.90299987793,31095.362396240234,38352.102279663086,33060.66246032715,46083.964012146,30256.46202850341
TAG(58:10)_FA 18:1,29849.58206176757,27574.84149169922,23857.041763305664,26551.1618347168,22445.44164276123,32917.44255065918,29872.34230041504,31071.96237182617,23490.121696472168
TAG(58:10)_FA 18:2,51040.68371582031,46935.26345825195,38984.60290527344,41527.74331665039,40041.22290039063,45868.84346008301,52903.96420288086,45545.26344299317,57161.624099731445
TAG(58:10)_FA 20:0,23861.86155700684,23976.10179138184,16913.22113800049,20790.241256713867,17101.7013130188,25711.401809692383,23881.081832885742,22531.821701049805,16585.48126220703
TAG(58:10)_FA 20:4,37614.802490234375,37802.52263641357,35566.6229095459,39480.442443847656,27586.381881713867,35930.16307067871,35634.66247558594,42180.52275085449,32737.96209716797
TAG(58:2)_FA 16:0,26007.341796875,27679.281677246094,24974.221725463867,20823.161415100098,21552.2416305542,25689.12174987793,29743.46209716797,21724.98169708252,19266.42126464844
TAG(58:2)_FA 16:1,29640.66200256348,28523.622161865234,25873.42196655273,26952.8217163086,17906.061233520508,23759.601669311523,33006.102478027344,29892.1823387146,18804.36117553711
TAG(58:2)_FA 18:0,42431.54327392578,34984.76266479492,29471.961990356445,35414.08253479004,27346.921546936035,32864.602294921875,59222.40362548828,36279.80258178711,21938.881759643555
TAG(58:2)_FA 18:1,30553.60196685791,40366.2029876709,29702.60186767578,32761.32238006592,24913.941429138184,32299.682388305664,45958.90327453613,38872.22265625,24116.46171569824
TAG(58:2)_FA 18:2,117374.40753173828,105794.88764953612,79159.72521972656,98969.84729003906,89224.8059387207,91168.32626342772,105058.16790771484,105777.7862548828,101502.10615539552
TAG(58:2)_FA 20:0,27083.502151489258,28372.002029418945,24461.561882019043,33983.06297302246,18200.60134887696,26816.42155456543,26717.30187225341,30441.561729431152,22400.52138519287
TAG(58:2)_FA 20:4,52809.32379150391,53118.084228515625,48537.30303955078,45435.72299194336,38170.30258178711,48604.24319458008,51454.18342590332,43820.46282958984,41591.9631652832
TAG(58:3)_FA 16:0,32794.26239013672,32549.582763671875,24828.70147705078,23071.60191345215,26206.82140350341,29685.962127685547,30701.58198547364,23325.30167388916,22987.861618041992
TAG(58:3)_FA 16:1,26238.921646118164,27164.381927490234,27828.70178222656,20764.48145294189,18294.66152191162,23635.5817565918,26128.5818939209,21351.2816696167,19010.721389770508
TAG(58:3)_FA 18:0,37403.14299011231,29754.38200378418,24210.84178161621,27092.70234680176,20477.12142944336,31932.402153015137,33866.50244140625,30324.08242034912,24578.221633911133
TAG(58:3)_FA 18:1,47544.86306762695,37565.78283691406,32231.482421875,37952.34258270264,30346.962493896484,48493.32325744629,52537.12367248535,49261.50346374512,27983.662078857426
TAG(58:3)_FA 18:2,36753.84266662598,38086.52252960205,29124.36213684082,29656.40243530273,25083.86191558838,34313.82231140137,42830.80308532715,42798.20295715332,25898.141876220703
TAG(58:3)_FA 20:0,24420.90175628662,23674.34169387817,23790.7618560791,25120.801635742188,17343.101448059082,21740.381591796875,24587.86125183105,22797.121585845947,18874.381355285645
TAG(58:3)_FA 20:4,38661.742904663086,37578.94291687012,38458.10289764404,36826.142570495605,27877.341598510742,36731.02226257324,39542.92289733887,39282.06246185303,29145.182136535645
TAG(58:4)_FA 16:0,23044.28172302246,20122.741340637207,19147.46119689941,18194.30132293701,16965.54125213623,23708.88163757324,21664.20150756836,18379.881423950195,19777.04132080078
TAG(58:4)_FA 16:1,32755.162231445312,31573.08177947998,24124.981689453125,23354.761528015137,26211.96202850341,31269.90203857422,31189.88201904297,23785.581909179688,24256.9620513916
TAG(58:4)_FA 18:0,33433.72218322754,27074.641708374023,30424.70181274414,32305.662521362305,22867.2614440918,26557.301849365234,31423.162078857426,36307.262535095215,27210.422164916992
TAG(58:4)_FA 18:1,30232.08198547364,29420.4017944336,25206.92176818848,26313.98175811768,21174.92149353028,30578.862091064453,31222.522521972656,27578.94190979004,20400.00146484375
TAG(58:4)_FA 18:2,48867.14292144776,42426.50328063965,32086.52210998535,38237.32258605957,31013.702266693115,48488.182693481445,55514.98388671875,42702.52290344238,29156.86183166504
TAG(58:4)_FA 20:0,33196.00235748291,27550.022087097168,30527.7222366333,32226.662132263184,21623.92140197754,34065.94227600098,32736.802673339844,33353.962310791016,26414.4022064209
TAG(58:4)_FA 20:4,27883.561737060547,34330.7820892334,26946.14196777344,27134.72199249268,21799.241485595703,29015.861892700195,31559.162155151367,35537.90312194824,25089.001525878903
TAG(58:5)_FA 16:0,29349.8021774292,24857.00177001953,24949.62197875977,19895.781616210938,19042.241424560547,28749.00198364257,26719.92170715332,21022.42163085937,19621.601333618164
TAG(58:5)_FA 16:1,25774.92182922364,20159.121337890625,21262.92146301269,16988.341186523438,18276.741287231445,23014.141479492188,21282.461669921875,19391.76124572754,18211.641357421875
TAG(58:5)_FA 18:0,48946.68339538574,37711.582916259766,47849.60307312012,46928.04350280762,30462.38190460205,43377.90280151367,40403.722747802734,47488.34376525879,38582.40286254883
TAG(58:5)_FA 18:1,35970.82249450684,30311.441696166992,38254.14253234863,34220.86282348633,26370.42193603516,34122.30192565918,28085.602020263672,34046.782318115234,28511.782104492188
TAG(58:5)_FA 18:2,33794.72265625,30807.42182159424,26050.86196899414,29921.44184112549,23661.74166870117,30581.86248779297,31880.54252624512,28174.78204345703,27200.281951904297
TAG(58:5)_FA 20:0,36407.06234741211,30942.26177978516,25907.26219940185,30158.822257995605,30727.161643981934,29528.402313232426,29506.60195922852,31317.402252197266,30948.341789245605
TAG(58:5)_FA 20:4,34478.342933654785,33016.28273773193,28521.422088623047,31148.72204589844,23676.741455078125,27308.56186676025,33696.182525634766,33337.72250366211,24023.781852722168
TAG(58:6)_FA 16:0,31280.282012939453,24953.861526489258,21563.90156555176,24246.16166687012,20348.70143127441,27005.9620513916,26328.66177368164,26611.88181304932,20934.76161193848
TAG(58:6)_FA 16:1,26571.801834106445,25166.201690673828,23879.22165679932,18887.34115600586,19303.921226501465,26042.701705932617,25242.18152618408,22575.16169738769,20284.66163635254
TAG(58:6)_FA 18:0,93709.64587402344,77046.60607910156,123317.20819091795,87792.54721069336,82202.6264038086,93849.60717773438,93980.36737060548,117009.0690612793,101135.92697143556
TAG(58:6)_FA 18:1,42259.343032836914,39535.9426574707,48866.643058776855,44618.80312347412,29151.56196975708,43851.223083496094,34657.16262817383,46096.58299255371,30426.042266845703
TAG(58:6)_FA 18:2,34603.84265136719,30447.06228637696,38469.52267456055,35300.70299530029,30236.02174377441,30916.72233581543,30770.341918945312,37176.0227432251,27060.70157623291
TAG(58:6)_FA 20:0,38903.383239746094,37112.20248413086,33275.3221282959,42346.22326660156,25697.78196716309,35781.98239135742,39420.582580566406,43040.12298583984,32465.68211364746
TAG(58:6)_FA 20:4,32831.2625579834,32362.782501220703,29871.80262756348,40152.582611083984,25648.74171447754,30937.342315673828,32808.02297973633,38550.92216491699,25101.34171295166
TAG(58:7)_FA 16:0,47870.44314575195,45331.82339477539,33498.30242919922,38787.922790527344,27781.08198547364,36392.762756347656,47093.68370056152,46544.50260925293,33250.94241333008
TAG(58:7)_FA 16:1,33392.82247924805,27457.741760253903,24279.50161743164,25414.061767578125,19570.78134155273,24328.26161193848,28672.182022094727,23812.941680908203,22862.801528930664
TAG(58:7)_FA 18:0,66146.42547607422,55292.22471618652,49620.90316772461,58979.92370605469,42103.622970581055,47985.163818359375,64048.305603027344,61814.64392089844,49137.62356567383
TAG(58:7)_FA 18:1,70890.4248046875,86227.5658569336,113364.82846069336,85273.02546691895,77735.80520629883,88296.40625,71087.18472290039,103134.7261352539,71370.14434814453
TAG(58:7)_FA 18:2,42196.70315551758,39847.04260253906,47546.36343383789,47939.72297286987,31467.80224609375,39964.3030090332,37613.66242980957,47823.543045043945,34455.282470703125
TAG(58:7)_FA 20:0,71131.82383728027,56380.784240722656,67064.0658569336,139212.8112640381,55951.80340576172,66740.64483642578,119062.9690093994,197513.9144744873,58305.6047668457
TAG(58:7)_FA 20:4,29942.482162475582,27208.92192840576,26354.741828918457,34174.482681274414,20939.38157653809,25606.82205200196,30050.922088623047,29438.42193603516,21426.08168029785
TAG(58:8)_FA 16:0,43254.78355407715,43393.0030670166,35576.242431640625,36455.70243835449,29455.922317504883,35683.9423828125,44795.50277709961,42802.84307861328,30681.82258605957
TAG(58:8)_FA 16:1,42140.962890625,45422.88345336914,35487.842346191406,38094.84280395508,32256.382385253903,37619.762771606445,47039.08312988281,45673.6630859375,31265.30239868164
TAG(58:8)_FA 18:0,47937.883239746094,44940.323150634766,41930.96328735352,40603.88249206543,40624.08282470703,43565.943115234375,59351.444396972656,50135.72361755371,51222.04415893555
TAG(58:8)_FA 18:1,53242.1635131836,61560.58406066895,51177.60382080078,58564.70364379883,47902.20401763916,47928.86334228516,58711.86401367188,67048.94525146484,47197.14367675781
TAG(58:8)_FA 18:2,75508.04595947266,82567.32626342773,113596.0478515625,82529.6050415039,74336.26559448242,75907.0248413086,72065.10552978516,101757.14602661131,75701.46551513672
TAG(58:8)_FA 20:0,28455.601776123047,35273.68272399902,40271.56262207031,36963.423263549805,24750.1417388916,34199.32277679443,347220.5799560547,42440.74317932129,25080.001861572266
TAG(58:8)_FA 20:4,39720.36309051514,36985.34272766113,35468.76259613037,44175.40307617188,25699.50212097168,34473.122257232666,37753.32304382324,41971.62272644043,32485.62236022949
TAG(58:9)_FA 16:0,29740.08225250244,27497.441986083984,24075.501663208008,21474.80139160156,19580.841270446777,25217.081604003903,25550.70179748535,23090.501388549805,23288.461517333984
TAG(58:9)_FA 16:1,42160.4432220459,43373.283447265625,36304.38259887695,35958.822341918945,29651.822235107426,36594.80268859863,46904.58380126953,42567.86291503906,34115.64237976074
TAG(58:9)_FA 18:0,30692.98251342773,26176.6417388916,24318.681610107426,25926.02170562744,22506.101600646973,26289.84155273437,29845.4619140625,29904.762237548828,26880.862014770508
TAG(58:9)_FA 18:1,48618.482971191406,45581.30346679688,40824.66311645508,39577.80261993408,40402.84271240234,46760.46374511719,54860.04431152344,52913.9235534668,53335.883697509766
TAG(58:9)_FA 18:2,54401.28430175781,61837.1049194336,52010.48355102539,57583.32388305664,45146.223373413086,49238.923248291016,60369.28364562988,61113.0636138916,48538.92367553711
TAG(58:9)_FA 20:0,37146.64260864258,38274.40254974365,30157.12204742432,39328.743072509766,28001.022338867188,30843.98275756836,49705.50296020508,36868.00303649902,24956.781616210938
TAG(58:9)_FA 20:4,36597.68278503418,32046.54230499268,28150.28210067749,32765.34226989746,22727.68173980713,31133.462158203125,32534.94203186035,32952.30247116089,34076.80191040039
TAG(60:0)_FA 16:0,25170.00190734864,20578.661651611328,18635.601234436035,18662.281246185303,19302.361541748047,20886.1215133667,22915.281524658203,20412.24132537841,18258.88124847412
TAG(60:0)_FA 16:1,19979.92143249512,15719.001220703123,12590.340934753418,14595.501091003418,12086.02088546753,16989.081344604492,13657.000961303713,15553.541080474854,14773.401084899902
TAG(60:0)_FA 18:0,50425.90337371826,47865.003173828125,32531.36261367798,36346.54279708862,43327.68249511719,39160.82289123535,40873.52340698242,40086.80298233032,28964.40204238892
TAG(60:0)_FA 18:1,29102.962196350098,19939.44143676757,17107.56121826172,20301.98128509521,18052.64133453369,24011.54158782959,19336.381423950195,22448.101440429688,19540.381271362305
TAG(60:0)_FA 18:2,22225.381385803223,20286.16148376465,15381.321044921877,17152.001091003418,13802.5810546875,21032.961269378666,16880.061237335205,17906.84112548828,13800.24089050293
TAG(60:0)_FA 20:0,97646.668510437,102696.34554290771,97688.2661743164,109497.70585632324,98123.34956359863,114015.15029144289,109255.76902389526,116758.43007659912,87893.1448135376
