Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
PGo (40:5),56943.264221191406,61393.64437866211,54145.66390991211,46708.28289794922,47307.823150634766,63562.32467651367,50655.46398925781,57307.144134521484,51800.1237487793
PGo (40:6),122254.33013916016,129706.07000732422,133155.06811523438,110165.54736328124,95192.44805908205,125998.02877807616,104974.52770996094,129591.58856201172,103898.68588256836
PGo (40:9),218527.59844970703,200792.33477783203,303335.9182128906,193919.05346679688,168442.53268432617,269319.83880615234,101213.80633544922,612374.8541870117,217792.73303222656
PGo (42:0),52528.96362304688,58730.62384033203,50193.84341430664,40204.54263305664,43817.16317749024,55096.283447265625,43748.38275146485,45940.32308959961,44321.06332397461
PGo (42:1),58909.24411010742,58962.70458984375,52864.74353027344,44111.583068847656,49487.56359863281,62784.88461303711,47595.622955322266,60541.04409790039,48821.02349853516
PGo (42:2),91254.00811767578,110912.52880859376,112713.7078857422,74202.70458984375,84755.68759155273,96294.626953125,95882.7466430664,93256.12655639648,81612.76623535156
PGo (42:4),143740.29278564453,129006.68927001952,124974.1713256836,107923.90731811523,125516.89013671876,145619.43072509766,112220.50759887695,117360.78512573242,115833.44854736328
PGo (42:6),83804.84512329102,82242.24591064453,84952.82583618164,64340.86489868164,72211.08517456055,88599.08703613281,70965.72583007812,76203.62435913086,73886.56579589844
PGp (16:0),108143.8862915039,96737.1254272461,113934.62670898438,80719.92443847656,77906.76550292969,122069.18914794922,101734.8468017578,102588.56823730467,79185.10583496094
PGp (20:0),56985.76461791992,76613.60510253906,62363.304107666016,1497.4600982666016,1833.8201370239256,58984.74429321289,47526.68353271485,1536.0001068115234,2121.320156097412
PGp (28:0),55938.70420837402,58198.224060058594,51979.98352050781,40892.702713012695,46896.683197021484,52739.06344604492,51070.86331176758,54693.92346191406,58634.88412475586
PGp (30:1),73189.6450805664,73660.46533203125,79343.82583618164,76744.08724975586,58196.304290771484,78239.08456420898,56960.34420776367,87349.36724853516,71705.98443603516
PGp (34:4),48838.86334228516,55859.82376098633,51915.66363525391,37744.942794799805,189333.2740478516,56967.36407470703,47266.22341918945,62098.10424804688,47672.54370117188
PGp (36:5),96549.64642333984,105980.40783691406,115259.33010864258,79874.9446105957,106385.1282043457,105093.00598144533,91574.78665161131,85710.74560546875,81570.76574707031
PGp (38:6),162678.26916503906,179898.9305419922,160630.13061523438,106568.44653320312,120876.5093383789,176993.6121826172,136844.36950683594,124424.86944580078,126596.38885498048
PGp (42:2),61280.44470214844,59022.164611816406,55299.08383178711,41528.46337890625,43659.40310668945,58250.90368652344,46171.34356689453,52098.22317504883,46996.38366699219
PGp (42:4),50037.223693847656,46959.68353271485,44103.62307739258,34371.80221557617,38437.26252746582,50016.62373352051,37711.06271362305,45208.54302978516,38542.30252075195
PI (14:1),607243.7204589844,604533.6967773438,471780.5607910156,557731.1015625,568436.5787353516,70079.9447593689,550871.9754638672,619566.3386230469,593264.8675537109
PI (20:1),176337.99072265625,165071.912109375,162509.8291015625,112579.84814453124,140278.310546875,80597.72583007812,156028.97131347656,135442.548828125,153404.39111328125
PI (24:0),84000.90612792969,102650.82592773438,93005.0867614746,68874.76431274414,94340.60583496094,24730.18170166016,76735.80584716797,131636.69116210938,82418.20629882812
PI (26:0),75220.20477294922,103417.34777832033,90860.4264831543,65520.74505615234,73266.48541259766,30201.982330322266,76965.00576782227,136643.06964111328,71160.0844116211
PI (26:1),178687.63256835938,173766.71264648438,162546.8115234375,157340.9306640625,154262.11206054688,107050.32697677612,173937.8916015625,175526.85180664062,164137.63232421875
PI (28:0),112084.2495727539,195373.49578857425,119199.4076538086,139012.63159179688,119413.64901733398,33278.442321777344,145623.56951904297,210847.853515625,99512.1669921875
PI (28:1),67810.78399658203,91720.92657470705,59826.52377319336,70419.28469085693,53344.82411956787,23009.56155776977,81748.34619140625,103639.18815612792,62457.46334838867
PI (28:2),48041.20364379883,48834.64323425293,47890.08352661133,38904.96280670166,35043.66226196289,14813.681037902832,44569.30319213867,49293.24336242676,39313.843338012695
PI (30:0),357370.9462890625,609979.5649414062,369863.1088867188,482991.9484863281,433582.0698242188,180620.233127594,503670.7768554688,600745.9233398438,371013.24755859375
PI (30:1),159271.89099121094,299681.939453125,173713.4306640625,242862.4569091797,140924.70776367188,58668.24398803711,259149.7164306641,331844.76916503906,163220.0106201172
PI (30:2),98734.16665649414,118375.00805664062,103222.1470336914,85535.46490478516,81310.84552001953,27674.90180587769,117826.70809936523,113952.34664916992,77401.26596069336
PI (30:3),52883.96446228027,46183.78335571289,45992.06312561035,38032.10270690918,40218.02278137207,13624.020961761476,46468.0036315918,44443.52345275879,36983.30267333984
PI (30:4),61434.00435638428,63289.32426452637,52124.543548583984,41317.18298339844,38948.12258911133,14883.041118621826,56594.64394378662,55272.86380004883,51849.923263549805
PI (32:0),668516.2817382812,994461.80859375,649407.4189453125,878776.3989257812,686272.1884765625,280792.08029556274,841673.4555664062,1022960.29296875,603373.828125
PI (32:1),379101.685546875,695660.8833007812,428982.6674804688,574713.3654785156,354317.765625,177726.95261001587,633433.8061523438,731231.4521484375,363487.1440429688
PI (32:2),312086.4819335937,423891.8461914063,334695.443359375,356966.2280273437,305596.583984375,204110.29377365112,401856.6674804688,412517.8911132813,316571.44384765625
PI (32:3),61423.8046875,56341.38383483887,56064.48393249512,41206.92315673828,49413.6238861084,14850.261013031006,57898.944580078125,55555.143814086914,49103.28366088867
PI (32:4),90194.12619018556,87537.88430786133,74675.38552856445,64488.26512145996,61843.16426086426,14999.861114501951,81539.48597717285,74745.18518829346,79951.76582336426
PI (32:5),81582.96562194824,70268.8256072998,75195.48400878906,59188.10517883301,62756.283920288086,14830.341152191162,73261.28625488281,76148.80502319336,62165.52488708496
PI (34:0),467545.91259765625,587753.8369140625,489278.2939453125,496137.53271484375,489661.81396484375,280374.07820510864,512041.5361328125,623987.62890625,460397.4150390625
PI (34:1),529532.5502929688,606621.6520996094,576836.7194824219,730402.2119140625,379717.8098144531,122307.40782928468,579147.099609375,889017.3286132812,458133.41259765625
PI (34:2),268655.44140625,384849.6345214844,367502.7817382813,369554.0876464844,237568.619140625,133015.08963012695,400424.6218261719,430897.6337890625,266769.8801269531
PI (34:3),72940.00534057617,90497.2062072754,94420.10650634766,76094.30541992188,57143.80380249024,21821.04155731201,100206.666015625,94210.12837219238,59920.004959106445
PI (34:4),57947.26460266113,54153.063903808594,51086.56340026856,44581.14328765869,38950.923095703125,14754.461009979248,53800.28352355957,47874.983642578125,44414.5233001709
PI (34:5),113831.56800842284,108975.46835327148,102904.62707519533,73019.96557617188,68117.04403686523,16785.881183624268,101869.68836975098,85700.88670349121,84554.58624267578
PI (34:6),64362.18502807617,71522.90579223633,63653.724029541016,49120.72317504883,48461.92269897461,15238.121044158936,64135.80404663086,65852.24499511719,52569.844177246094
PI (36:0),212997.7360839844,264478.13671875,217528.2756347656,201262.97631835932,213503.0954589844,129973.48913192748,220398.25512695312,220439.41796875,190911.8935546875
PI (36:1),150014.5502319336,166304.69213867188,179063.07299804688,191498.59259033203,108739.1671142578,35326.082458496094,148002.29064941406,231554.33306884769,117868.54809570312
PI (36:2),225678.5352783203,245852.21618652344,262156.51696777344,326538.3807373047,165871.8116455078,54751.10397720337,247324.9776611328,347221.26403808594,173390.69091796875
PI (36:3),108962.6259765625,139432.7700805664,189700.6735229492,162956.6492614746,88589.44757080078,29765.22229385376,191855.3726196289,210705.37322998047,111121.72708129884
PI (36:4),247130.57885742188,243553.056640625,429703.2889404297,239993.4952392578,206597.3741455078,27570.30178451538,293733.8406982422,444851.0302734375,311892.96185302734
PI (36:5),61285.76403808594,64349.20385742188,65863.62535095215,53508.56332397461,50344.32357788086,17634.961238861084,62628.24432373047,62136.48394775391,53828.84327697754
PI (36:6),69590.92532348633,68192.30572509766,63436.84448242188,57714.10382080078,53705.62438964844,29084.102226257324,65124.34454345703,65790.98452758789,55169.60394287109
PI (36:7),79991.76513671875,107597.22717285156,80432.60690307617,75120.00521850586,71000.36630249023,26753.34200286865,90283.00506591795,89188.02719116211,66670.36419677734
PI (36:8),106384.86798095705,192347.7721557617,106272.24786376952,124876.12799072266,137056.03149414062,31120.18238067627,131175.66989135742,199022.7706298828,113184.8489074707
PI (38:0) | PIp (40:6),65512.76416015625,76972.70489501953,66443.66455078125,60127.36404418945,54883.42376708984,22504.46148300171,68647.0845336914,69395.68508911133,55955.42413330078
PI (38:0) | PIp (40:6)_2,62202.4447631836,79229.16595458984,61793.1044921875,56460.84375,53292.704040527344,20489.42149353028,70591.28549194336,65556.38473510742,55738.78399658203
PI (38:1),53768.9041595459,61840.28485107422,65385.165283203125,53438.86381530762,44305.06309509277,18118.301147460938,61934.20388793945,57930.88377380371,47118.68362426758
PI (38:2),62831.28482055664,67242.14414978027,67141.30570983887,65505.5451965332,44851.64372253418,14486.080951690674,62454.84420776367,68698.42471313477,51706.22393798828
PI (38:3),121547.9091796875,133061.08911132812,263321.8995361328,134234.70867919922,127406.55078125,17836.481163024902,138112.22882080078,216682.29400634769,166701.99444580078
PI (38:4),740163.1522827148,874214.037109375,2263271.1743164062,953171.1728515624,940725.1865234376,46381.72327804565,1011579.4360351562,1806871.6315917969,1462645.5623779297
PI (38:5),179355.21249389648,208781.435546875,380437.1266479492,195691.23559570312,197859.4149780273,23604.98152923584,236406.95666503903,337966.02447509766,326711.46282958984
PI (38:6),125900.75030517578,132386.26947021484,175962.05249023438,124525.7487487793,99560.9071044922,29075.501956939697,109593.56811523438,145562.5099182129,111479.76681518556
PI (38:7),227171.0609741211,137250.6922607422,141290.1492614746,336788.8462219238,104680.42791748048,21339.801528930664,112569.38653564452,326400.118057251,141646.7091369629
PI (38:8),66207.96520996094,85931.36520385742,56606.9841003418,63356.0041809082,63270.304779052734,22890.121536254883,70115.16436767578,83928.76547241211,59271.78369140625
PI (38:9),56915.4443359375,63615.06439208984,54955.383697509766,49956.40347290039,44430.08255004883,21094.00144958496,61301.80465698242,60564.72351074219,46377.602600097656
PI (40:0),278325.8396911621,196856.3951721192,191403.03326416016,211960.09451293945,171659.79229736328,20942.041400909424,215499.7189025879,219492.8318786621,202969.8313293457
PI (40:1),49422.02333068848,56289.84358215332,44288.50277709961,42580.02267456055,37555.62243652344,15756.601119995115,62246.86457824707,51379.3846282959,37174.88285827637
PI (40:10),121661.1304321289,78485.74584960938,89704.60670471191,98659.6248626709,91258.56518554688,13915.401054382324,70333.64590454102,131758.37153625488,71694.42498779297
PI (40:2),73420.9058380127,58042.52429199219,56830.36353302002,56634.764793396,54503.563720703125,13505.20086669922,85186.2060546875,66264.96572875977,47470.24327087402
PI (40:3),46339.94314575195,49137.30270385742,44908.402435302734,34929.32260131836,38168.68273925781,20482.52130889893,45775.84368896485,44942.92306518555,39732.98281860352
PI (40:4),49736.9832611084,49897.2834777832,60045.30435180664,45845.12345886231,38984.20307922363,12934.420948028564,49107.66371154785,53345.7233581543,43950.302978515625
PI (40:5),69362.24449920654,68318.8843383789,84293.72583007812,64601.94515991211,54502.86367797852,16669.021228790283,66822.82516479492,76468.50581359863,59723.94482421875
PI (40:6),110017.92721557616,145274.47192382812,191544.11352539065,115246.04745483398,114120.98928833008,29873.121921539307,111063.46746826172,145851.39001464844,131605.98852539062
PI (40:7),74704.5852355957,84432.0866394043,78716.10522460938,72549.32498168945,66503.92498779297,19793.781406402588,77506.4651184082,80837.00570678711,73256.00454711914
PI (40:8),64918.52423095703,69131.7653503418,70456.94552612305,58800.964599609375,73916.58428955078,23108.16169738769,73756.8247680664,66106.26455688477,110702.82968139648
PI (40:9),49616.86367797852,43441.42325592041,40139.42251586914,35050.20266723633,38227.52258300781,14623.161144256592,41983.82302856445,48874.84365844727,38300.92251586914
PI (42:0),59231.12435913086,57611.54426574707,52233.50400543213,38772.42231750488,61017.48442077637,18191.221115112305,56448.36389160156,53007.48338317871,49657.343185424805
PI (42:1),32161.682159423828,35525.52209472656,29054.762214660645,27341.221870422363,27642.941955566406,11830.200839996338,37362.28298950195,33680.982330322266,25892.56182861328
PI (42:10),38887.40287780762,39061.862701416016,35033.64236450195,27947.121952056885,31422.182373046875,12626.100860595703,36200.1428527832,34145.74252319336,30601.30229187012
PI (42:11),114288.80925750732,91583.60701751708,78970.94470977783,79490.30630493164,72832.08546447754,13659.180992126465,94236.50704956056,85985.90643310547,79724.98648834229
PI (42:3),62767.1456451416,49256.743408203125,49429.12368774414,33719.041931152344,61476.02383422852,10368.720790863035,54715.34394836426,44621.58310699463,50916.48315429688
PI (42:4),29335.0020904541,27712.462127685547,28955.30226135254,22299.90160369873,25737.88175201416,11964.560802459717,26707.581909179688,24800.46157836914,25020.861907958984
PI (42:5),46575.46311187744,38298.24282836914,34829.92283630371,28194.182067871094,35552.942611694336,12486.94091796875,39584.16297912598,34270.34267425537,39480.26341247559
PI (42:6),34487.46209716797,37416.02241516113,30461.58201599121,26478.522018432617,29888.14208984375,12792.84088897705,35595.28234863281,30045.0220413208,33742.30252075195
PI (42:7),48277.302642822266,49412.063385009766,45075.98327636719,39695.92300415039,41367.80310058594,19138.18145370484,51888.70361328125,46508.96405029297,37508.602783203125
PI (42:8),65006.28433227539,61022.48403930664,49271.46391296387,55048.48371887207,44225.383239746094,18294.16131591797,59798.96406555176,65668.88427734375,47037.6428527832
PI (42:9),36928.562591552734,33984.12260437012,33202.92208862305,28498.701972961426,27795.422035217285,13346.440795898438,36646.08236694336,30268.16205596924,28321.24200439453
PI (44:0),26253.56182861328,24553.9617767334,21233.241424560547,20620.82176208496,24239.54163360596,9258.200595855713,26372.342208862305,22798.181610107426,21238.3412475586
PI (44:1),24089.82176208496,25518.10178756714,24134.36158752441,17973.981414794922,20533.26174926757,10683.180770874023,24027.18169784546,22601.02156829834,19631.56131362915
PI (44:10),31954.14236450196,31013.022247314453,31035.022354125977,22638.541564941406,27380.1622467041,12718.080924987791,31737.502197265625,27943.822288513184,28134.12188720703
PI (44:12),27197.341995239258,29105.642044067383,26451.362060546875,22625.641624450684,27902.601684570312,10934.180839538574,27050.122177124023,25636.62171936035,25176.40173339844
PI (44:2),28364.0818901062,26732.962127685547,25222.041816711426,23477.341819763184,23504.00188446045,11631.240810394287,27673.00214767456,23120.94166564941,26834.441619873047
PI (44:3),29314.48220825196,24035.661529541016,23408.50173187256,17364.14098739624,20944.98156738281,9674.280647277832,24116.362014770508,20934.48164367676,21331.621589660645
PI (44:4),23524.141651153564,24197.80181121826,23423.201690673828,17389.80132293701,19659.0613861084,11492.960803985596,22336.081428527832,23844.021682739258,22428.06172180176
PI (44:5),33261.98233795166,26382.80192565918,30083.12226867676,22018.301528930664,24610.72208404541,9656.740676879885,29989.78203964233,29901.522304534912,30283.602088928223
PI (44:6),27973.04211425781,25619.06163787841,25025.46158599853,18133.76141357422,24426.98175048828,10226.640632629396,25174.341735839844,23330.72148132324,24281.38166809082
PI (44:7),29301.70243835449,34550.80276489258,25950.8819732666,24961.342041015625,32426.002243041992,13651.901039123535,28979.38182067871,28671.18212890625,29417.00213623047
PI (44:8),31745.10217285156,35243.942321777344,31259.742385864258,25928.12176513672,21630.52143859864,12394.920852661133,29227.42213439941,30605.902557373047,24973.82165527344
PIo (18:0),471371.5096435547,552663.3298339844,435087.1071777344,418904.56872558594,442421.1895751953,46297.08313751221,478177.20080566406,461767.1098632813,426157.5498046875
PIo (20:5),368493.8444824219,338357.5690917969,409219.5886230469,56082.50337982178,211362.63537597656,57895.7643737793,384257.86474609375,121210.80973815918,223341.63497924805
PIo (28:0),95951.26651000977,119182.6879272461,78880.02575683594,92763.58773803712,79320.24584960938,22299.461601257324,106768.4072265625,103278.46841430664,84228.58609008789
PIo (30:0),127804.0101928711,234403.1566162109,148171.50982666016,174867.5150756836,152241.79150390625,42928.062980651855,188883.1322631836,220077.1527099609,132663.5694580078
PIo (30:1),106683.54821777344,133338.41177368164,123386.3677368164,112964.94799804688,86842.46704101562,24886.0216255188,136728.3286743164,135717.1098022461,108174.10678100586
PIo (32:0),220058.57397460932,430207.0443115234,228435.51696777344,317854.0466308594,274878.09924316406,75295.58486938477,348892.86572265625,382844.8039550781,231093.9938964844
"PIo (32:1), PIp (32:0)",121197.24792480467,246106.67999267572,140117.75122070312,192014.01092529297,118717.12829589844,42283.603103637695,213272.57739257807,234460.11700439453,127653.1083984375
PIo (34:0),181452.7147216797,301035.0224609375,202139.9369506836,233830.51666259769,192125.89196777344,47725.18358230591,236596.8565673828,298182.825378418,169586.3721923828
"PIo (34:1), PIp (34:0)",238942.53839111328,394722.5700683594,293761.8656616211,287418.1414794922,213911.13696289065,50115.78333663941,327430.33984375,433920.8494873047,205587.05572509769
"PIo (34:3), PIp (34:2)",54832.92445373535,55380.88345336914,45201.44378662109,40416.16358184815,41070.64318847656,15548.100986480713,53911.804107666016,47897.44367980957,51302.00392150879
"PIo (34:4), PIp (34:3)",52499.4835357666,47867.442810058594,45381.44329833984,35784.58251953125,34676.382736206055,15238.180992126465,49850.583435058594,40362.86276245117,44056.8828125
PIo (36:0),73924.30578613281,104336.58529663086,72745.2255859375,74484.6247253418,69183.94448852539,27263.742042541504,90643.70770263672,87584.10559082031,66483.6450805664
"PIo (36:1), PIp (36:0)",92371.02673339844,188418.8334960937,100644.14764404295,110571.60858154295,119546.80828857422,31075.682132720947,122314.08892822266,187914.32986450195,98271.26770019533
"PIo (36:2), PIp (36:1)",66756.04391479492,84545.66659545898,65872.18478393555,69553.86553955078,53189.42391967773,23739.481590271,82793.08544921875,87450.64584350586,57751.90432739258
"PIo (36:3), PIp (36:2)",65590.32511901855,59521.72445678711,49909.363372802734,48385.72425842285,46920.56369018555,13970.180976867676,62231.44430541992,54357.20323944092,50647.12310791016
"PIo (36:4), PIp (36:3)",53920.94429016113,57604.90403747559,51806.64297485352,38422.56262207031,37071.16215515137,12331.40083694458,54134.66418457031,51701.34421539307,49025.82299804688
"PIo (36:5), PIp (36:4)",51941.12350463867,53236.00411987305,50187.14349365234,36081.962341308594,38195.52279663086,18496.82141113281,47794.16328430176,46062.36344909668,39652.4228515625
"PIo (38:1), PIp (38:0)",56572.70397949219,80771.58508300781,53930.28393554688,51620.64291381836,56919.84457397461,19887.04127883911,61238.3049621582,70781.68450927734,55786.92462158203
"PIo (38:2), PIp (38:1)",51211.743713378906,56531.083740234375,50296.66412353516,44639.92332458496,38843.84265136719,20536.92140197754,57555.88391113281,54826.22415161133,44422.662994384766
"PIo (38:3), PIp (38:2)",51393.24447631836,50638.74383544922,50182.52355957031,40969.92344665527,37127.522521972656,16774.06118774414,52154.72360229492,45337.80352783203,38558.542709350586
"PIo (38:4), PIp (38:3)",60594.9447631836,64115.68487548828,61350.02412414551,51188.00343322754,49895.503173828125,16759.841102600098,66323.24383544922,55266.08319091797,54296.2834777832
"PIo (38:5), PIp (38:4)",48527.60354614258,47041.103439331055,46834.6231842041,33108.462005615234,34961.12258911133,15668.601181030272,41182.48272705078,42733.94313049317,37472.06237792969
"PIo (38:6), PIp (38:5)",61781.12420654297,65619.98510742188,56058.403747558594,48432.48350524902,55655.04415893555,23624.16166305542,56619.94418334961,56583.5634765625,55190.70379638672
"PIo (40:1), PIp (40:0)",61921.06474304199,62824.3645324707,66427.50473022461,52365.30358886719,63461.684509277344,21083.56142425537,65715.46350097656,59175.303955078125,94665.90655517578
"PIo (40:2), PIp (40:1)",42643.18273925781,41275.94329833984,40603.282470703125,32652.102462768555,33204.3825378418,15409.521091461182,44786.36311340332,37732.80238342285,35962.36218261719
"PIo (40:3), PIp (40:2)",76642.16402435303,54197.0233001709,63043.14372253418,64760.98432922363,61649.223541259766,14513.960803985596,58149.28381347656,92681.04428863524,55523.52250671387
"PIo (40:4), PIp (40:3)",51186.94346618652,47569.26354980469,51875.54357910156,41719.64337158203,39846.34288024902,17239.24129486084,51946.16452026367,42725.48272705078,57238.8846282959
"PIo (40:5), PIp (40:4)",113439.84777832033,117937.4482421875,118427.76953125,97393.6668701172,98071.58715820312,77120.52520370483,110089.82751464844,105327.38671875,105425.20874023438
"PIo (40:6), PIp (40:5)",101761.0870361328,84468.4052734375,72675.70585632324,85984.24550628662,59597.30433654785,15008.801094055176,78218.58613586426,95183.10931396484,64270.34393310547
PIo (40:7),71564.72534179688,80132.68566894531,72605.74523925781,66755.34506225586,61923.78469848633,19322.80139160156,72737.1646118164,79635.64544677734,61559.3639831543
PIo (42:0),40711.0830078125,51872.12364196777,40035.443267822266,40083.88282775879,37510.26287841797,19314.641513824463,45612.22305297852,42675.94309997559,36410.362548828125
PIo (42:1),51732.40351867676,48380.02328491211,44558.28335571289,43071.04278564453,36745.822814941406,15458.681118011476,50723.24368286133,49559.483978271484,40683.46243286133
PIo (42:2),32523.402557373047,33025.74238586426,33006.92221069336,24743.58185577393,27042.182006835938,14854.901065826416,30519.28196716309,27296.84204864502,26285.601806640625
PIo (42:4),73450.92414855957,65895.34368896484,55136.20429992676,54414.00430297852,53948.30419921875,12946.140914916992,59184.26382446289,59452.76421356201,57193.003494262695
PIo (42:6),76906.86460876465,59572.6037902832,68746.42485046387,48495.3645324707,77868.12548828125,14400.461025238035,69324.26347351074,57576.42456054688,65203.70415496826
PIp (20:0),361658.8243408203,295279.3018798828,293140.46032714844,9845.460613250732,129667.1279296875,56848.224182128906,195413.1922607422,8745.06058883667,128402.25073242188
PIp (28:0),48708.54365539551,52484.8041381836,43334.82305908203,42190.002769470215,38400.22290039063,12947.880931854248,51786.50395202637,50581.363708496094,44436.94300842285
PIp (30:1),134538.12983703613,121028.70837402344,127532.0890197754,87122.12600708008,116586.88800048828,22604.361526489258,124194.689453125,180182.57247924805,210406.45361328125
PIp (32:1),89432.9462890625,99621.32653808594,86561.96618652344,66932.24380493164,66487.4448852539,23345.30174255371,86174.44790649414,93687.2074584961,64912.7649230957
PIp (34:1),72157.18420410156,112709.22756958008,75881.4450378418,90102.34689331056,65091.34439086914,24654.381916046143,97714.24697875977,105309.2280883789,73511.14431762695
PIp (34:4),48119.00343322754,46543.50262451172,44415.4231262207,32356.04248046875,34540.62306213379,19147.361450195312,45039.96331787109,36832.262924194336,41007.46292114258
PIp (36:5),187648.6328125,194739.45361328125,175227.13110351562,167586.27124023438,172282.53173828125,126518.52933883668,184604.8732910156,187971.53198242188,172644.6513671875
PIp (38:6),215038.99584960932,274290.9602050781,208688.81372070312,212956.716796875,209043.4560546875,130201.5301399231,223916.95776367188,232797.9951171875,205924.87353515625
PIp (42:2),35646.06215286255,35125.80276489258,33977.76290893555,27300.20184326172,29683.76202392578,11621.600826263428,31577.341842651367,31576.382278442383,28637.40209960937
PIp (42:4),36791.862533569336,33681.70252990723,34138.66239929199,25046.681838989258,27700.741790771484,13124.400974273682,33207.06230163574,29549.422256469727,30886.52195739746
PIp (42:6),290595.0020751953,224433.4951171875,200186.99197387687,240164.5798034668,173896.89208984375,22910.88157653809,235928.0914306641,244880.8614044189,222624.6298522949
PS (22:7),32717.94229125977,92899.80462646484,20767.621475219727,57906.96463012695,67342.34526062012,23654.441848754883,20763.20147705078,78588.4857635498,73056.0846862793
PS (24:0),26576.08178710937,117190.9866027832,28361.281951904297,63401.925201416016,87677.16789245605,21829.561614990234,28598.92232513428,108883.9266052246,99720.44705200195
PS (26:0),31701.662322998047,86747.2055053711,27447.741821289062,51819.58361816406,58139.04461669922,29095.941986083984,24374.761825561523,66280.98489379883,56558.22393798828
PS (26:1),98421.86712646484,130493.50854492188,68694.78533935547,106281.28759765624,109017.4871826172,94313.10675048828,43262.84280395508,116503.109375,118051.82775878906
PS (28:0),162040.24838256836,982555.5189208984,121153.56680297852,691080.7564086914,708020.422668457,31181.74199295044,110219.67010498048,719310.3837280273,679836.0830688477
PS (28:1),44566.58288574219,74173.08447265625,29854.782104492188,57951.00427246094,59161.82391357422,37838.52248382568,24984.661712646484,69461.36462402344,64296.404541015625
PS (28:2),25391.602020263672,53449.24429321289,22119.20135498047,35239.08268737793,39558.68283081055,20267.321563720703,14547.480869293213,46920.50387573242,45032.0228881836
PS (30:0),55574.52404785156,105135.40747070312,40443.88310241699,73063.86474609375,93279.1065673828,46587.40333938599,26861.141830444336,99919.34704589844,76934.82446289062
PS (30:1),26236.661849975582,56461.18371582031,23193.70166015625,48204.06396484375,41731.902893066406,21482.761501312256,18780.661487579346,56516.183685302734,48704.34390258789
PS (30:2),34850.822677612305,67300.36413574219,30908.48235321045,47592.2039642334,49833.74346923828,21962.841678619385,19494.16138458252,61529.504333496094,54529.9436340332
PS (30:3),33180.002532958984,67009.94448852539,30576.001991271973,49169.10321044922,51489.60360717773,24493.901851654053,18131.98160934448,66082.20527648926,63886.06454467773
PS (30:4),23864.861770629883,59583.924377441406,14895.68113708496,41437.783752441406,47057.58364868164,19212.16128540039,18474.98120880127,50300.50357055664,50800.16340637207
PS (32:0),36668.62265777588,115597.03021240234,28731.081970214844,76320.42587280273,108573.90826416016,36637.28247833252,25809.9617843628,108374.26641845705,102922.96643066406
PS (32:1),26109.121837615967,68792.72583007812,21982.76180267334,62159.223724365234,58114.9040222168,24452.22193908692,15150.00106048584,85463.96557617188,65170.963928222656
PS (32:2),65176.96520996094,311300.4048461914,74404.36575317383,426159.9636230469,320091.88751220703,33530.86236190796,114085.02656555176,475194.3399963379,333417.3272705078
PS (32:3),24928.46176147461,64079.945068359375,23483.24183654785,49575.80360412598,47482.72396850586,21374.34161758423,20976.80143737793,64627.28521728516,56843.82421875
PS (32:4),28503.02220153809,68973.60472106934,27544.101737976074,54018.78363037109,65637.26426696777,23979.481693267822,23449.32168197632,64326.38485717773,76931.7857055664
PS (32:5),34273.522399902344,65589.32446289062,26214.4017868042,45109.22280883789,718289.7510681152,30044.382289886475,21637.281494140625,142611.30975341797,50807.263427734375
PS (34:0),35444.86250305176,82971.22650146484,32537.862365722656,53781.8236694336,68551.62481689453,32929.64246368408,23892.461463928223,76153.78503417969,67579.66473388672
PS (34:1),44276.243072509766,82398.16571044922,44175.94305419922,69060.58477783203,63996.94500732422,46207.16332244873,28177.122283935547,106927.16693115234,77712.10531616211
PS (34:2),30406.982189178467,67463.44485473633,19309.401260375977,50273.723541259766,49519.083892822266,26004.10190963745,24176.36159133911,67439.02572631836,59263.84454345703
PS (34:3),31495.04216766357,67596.62493896484,27872.162109375,51453.02380371094,44421.88363647461,26847.40201950073,22302.42156600952,59020.1637878418,52649.54376220703
PS (34:4),28519.62219238281,57637.223693847656,24110.281944274902,47978.7839050293,48760.943359375,28707.28199005127,20434.8814163208,58804.74398803711,53288.34475708008
PS (34:5),29609.962215423584,107351.68743896484,27213.701904296875,73255.48425292969,77418.26501464844,26357.841831207275,40124.98286437988,83140.0853881836,88650.94677734375
PS (34:5)_2,31053.52212905884,107767.66812133788,29455.762268066406,71323.94610595703,74369.72442626953,27900.222034454346,37932.08257293701,83201.04708862305,81193.42602539062
PS (34:6),30193.222286224365,77460.0048828125,28091.76206970215,55705.34396362305,204585.113861084,25929.381717681885,21466.901725769043,88718.48614501953,62725.60403442383
PS (36:0),60584.80443572998,133816.08984375,54134.06332397461,95213.44604492188,112550.3881225586,52910.764293670654,43362.8423614502,107704.7469482422,109754.90783691406
PS (36:1),131611.57061386108,203587.974609375,88283.78625488281,147275.1298828125,141790.32958984375,133283.82870864868,59962.3837890625,155995.7705078125,132463.3681640625
PS (36:2),62364.184394836426,161828.9708251953,92668.486328125,112074.66943359376,143167.388671875,60291.184715271,52247.98394775391,128674.7494506836,118549.50854492188
