Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
Lyso_PS(14:0),32018.26201248169,91568.44680786131,39154.82235717773,93530.70727539062,76825.26513671875,20525.641445159912,34221.862464904785,31639.182495117188,95390.38604736328,87068.30596923828
Lyso_PS(14:1) | PS (14:1),283266.5803833008,1270316.0678710938,767647.3536376953,2280680.5556640625,1318889.412109375,310236.50410461426,283956.6777610779,499643.1551513672,2019083.532714844,1399402.146484375
Lyso_PS(14:1) | PS (14:1)_2,276489.43772888184,1292423.6420898438,722178.3780517578,2237171.5112304688,1318695.244140625,326401.11850357056,283205.55752182007,504826.7169189453,2027265.5493164065,1366494.2841796875
Lyso_PS(15:0) | PSo (16:0),16784.421054840088,72695.06381225586,18401.601146698,64916.12451171875,79013.28704833984,17739.221046447754,28534.82201385498,3884.3802375793457,64642.98434448242,80137.74743652344
Lyso_PS(15:0) | PSo (16:0)_2,8113.960552215576,59612.80430984497,4262.760349273682,62832.48391723633,80118.30688476562,14203.780868530272,19471.3415184021,3340.4602394104004,68425.32525634766,80004.34539794922
Lyso_PS(15:1),34048.68240356445,149201.51068115234,70786.30365753174,96160.8656616211,94629.10485839844,22005.74157714844,49850.543685913086,68373.52584075928,128141.25073242188,140951.90887451172
Lyso_PS(16:0) | PS (16:0),1512.6400985717771,1509.300090789795,1514.5801162719729,112744.60830688477,104870.14755249023,1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995116
Lyso_PS(16:0) | PS (16:0)_2,1543.0200996398926,1497.660099029541,1599.9001159667969,107314.20889282228,101195.2885131836,1490.920093536377,1494.4601135253906,1542.6601028442385,128352.13189697266,125700.72607421876
Lyso_PS(16:1) | PS (16:1),1516.9201049804688,1649.1001243591309,1458.700096130371,49777.06362915039,57765.44409179688,1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266
Lyso_PS(16:1) | PS (16:1)_2,1497.0200996398926,1542.0200996398926,1459.6201133728027,53058.26403808594,52114.60397338867,1463.2201042175293,1492.1600952148438,1474.760108947754,59639.08438110352,66766.80487060547
Lyso_PS(17:0) | PSo (18:0),303248.0227661133,1635870.8061523438,684966.6067810059,2503857.4291992188,1354585.6674804688,196158.55406570435,264401.6774787903,718753.8912353516,2134706.1748046875,1419614.7587890625
Lyso_PS(17:0) | PSo (18:0)_2,300694.2626876831,1584643.9077148438,291334.8418045044,2615912.0947265625,1454720.859375,470603.8163948059,265930.3554763794,753800.2857666016,2206227.642089844,1477076.1206054688
Lyso_PS(17:0) | PSo (18:0)_3,420992.9640274048,1419915.15625,254483.46104812625,2734475.970214844,1523858.4282226562,446125.8094329834,246916.8966331482,652264.4158935547,2317702.9331054688,1549653.1533203125
Lyso_PS(17:1) | PSp (18:0),23476.70171356201,75699.76541137695,28910.741954803467,44491.8032989502,51994.28366088867,8278.260597229004,20156.321586608887,20749.08142471313,78891.42602539062,82797.80599975586
Lyso_PS(17:1) | PSp (18:0)_2,16771.481185913086,70367.78533935547,28134.40200805664,49332.863037109375,47728.20388793945,14554.2209815979,21175.861499786377,19557.861598968502,79398.90576171875,83881.50701904297
Lyso_PS(17:2),25041.341930389404,67869.58404541016,19044.801414489742,48657.34365844727,51086.64337158203,15911.041229248049,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375
Lyso_PS(18:0) | PS (18:0),37860.48282623291,107806.68701171876,27691.281845092773,39491.96290588379,50487.64338684082,21799.00137710572,36419.962799072266,28956.182048797607,58232.74280929565,94535.44651412964
Lyso_PS(18:0) | PS (18:0)_2,35783.68253326416,111756.2896118164,26970.841899871823,26258.762371063232,29858.842071533203,14719.001064300535,40121.50302886963,31424.701442718502,26188.54146575928,81346.66519927979
Lyso_PS(18:1) | PS (18:1),29817.722122192383,75330.96594238281,22238.361457824707,45868.66326904297,50087.062927246094,17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125
Lyso_PS(18:1) | PS (18:1)_2,31087.26217269897,78858.90588378906,22758.621696472168,40530.683208465576,44722.00347900391,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781
Lyso_PS(18:2) | PS (18:2),22686.40163040161,59594.0842590332,17434.921356201172,34257.52247619629,39908.942779541016,15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.50286865234
Lyso_PS(18:2) | PS (18:2)_2,22291.64144134521,59054.38441467285,17852.161128997803,33951.64204406738,37185.16290283203,9508.90069580078,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086
Lyso_PS(18:3) | PS (18:3),29198.84202575684,152399.67059326172,29055.76191329956,87696.62545776367,83811.62512207031,36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536131,108431.14727783205
Lyso_PS(18:3) | PS (18:3)_2,30352.962070465088,157493.93426513672,56331.60399246216,91325.00769042967,89589.30603027344,42226.94295120239,48177.08249282837,46667.084270477295,99065.78778076172,108570.10668945312
Lyso_PS(18:4),21072.86151123047,62489.86373901367,16865.34126663208,40722.00289916992,41640.28274536133,10444.040744781494,26110.441822052,21789.04150390625,45809.62341308594,60119.624267578125
Lyso_PS(18:4)_2,19645.72137451172,67739.56509399414,27763.561939239506,37285.122131347656,39430.362564086914,14007.840728759766,23836.841815948486,23810.3621749878,43623.10290527344,60939.50473022461
Lyso_PS(19:0),28032.84189224243,134452.87106323242,27868.902015686035,36608.58220291138,38871.3028755188,14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.38347625733
Lyso_PS(19:1),30037.262058258057,113206.9475402832,17270.441249847412,15321.58122253418,17824.18128967285,15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629
Lyso_PS(20:0) | PS (20:0),48629.54327392578,84055.44598388672,28743.16173171997,53524.544036865234,71678.86529541016,18148.861431121823,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953
Lyso_PS(20:0) | PS (20:0)_2,47188.32299804688,86469.986328125,22194.68155670166,55587.94384765625,72104.44598388672,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906
Lyso_PS(20:1) | PS (20:1),107458.78857421876,231559.29663085932,60993.28426742554,121597.38940429688,152286.83032226562,48522.92406845093,97520.38696289062,62342.42475509644,137061.4493408203,145735.9698486328
Lyso_PS(20:1) | PS (20:1)_2,110160.90698242188,227554.6774902344,56214.20388793945,122180.76977539062,133575.73022460938,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125
Lyso_PS(20:2) | PS (20:2),42399.16296386719,180643.97396850583,38200.62283706665,115447.36895751952,654891.6980895996,35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555
Lyso_PS(20:2) | PS (20:2)_2,46689.10316467285,179667.1521911621,37053.30271530152,112781.94929504396,648257.723526001,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350092
Lyso_PS(20:3) | PS (20:3),19326.3412399292,61891.78454589844,17282.18109512329,39712.94284057617,44104.88360595703,17133.521060943604,28818.08209228516,15811.36103439331,49217.82362365723,47578.22351074219
Lyso_PS(20:3) | PS (20:3)_2,22626.021423339844,58385.044021606445,17559.28109741211,38494.86248779297,40805.62298583984,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797
Lyso_PS(20:4) | PS (20:4),20595.541549682617,57360.64376831055,14233.881088256836,28652.94187927246,33311.50271606445,15432.760913848875,26313.02174377441,11885.84073638916,35489.222396850586,40933.38299560547
Lyso_PS(20:4) | PS (20:4)_2,20244.161338806152,58521.54458618164,18861.60121536255,30006.46208190918,34174.6823425293,16542.641094207764,30179.64216613769,16713.220832824707,36217.50268554688,40887.402770996094
Lyso_PS(20:5) | PS (20:5),53817.763790130615,105577.1279296875,39880.123096466064,59555.48422241211,58458.364318847656,29569.921871185303,51257.02308654785,43639.64377212525,72087.56481933594,71849.56512451172
Lyso_PS(20:5) | PS (20:5)_2,55513.583892822266,100645.28698730467,31408.82249450684,59676.3837890625,62237.00427246094,24169.90156555176,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734
Lyso_PS(21:0),26657.42193603516,90924.62615966795,21774.52130889893,54742.82385253906,64909.763916015625,15582.38094329834,33283.32272338867,14904.701164245604,65137.42344665527,70739.10446166992
Lyso_PS(22:0 | PS (22:0),57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,64381.52437591553,61049.34436035156,63037.68505096436,87838.76629638672,87984.26611328125
Lyso_PS(22:0 | PS (22:0)_2,54903.24407958984,172109.39001464844,55921.70335388184,78971.7250366211,113563.34869384766,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289
Lyso_PS(22:1) | PS (22:1),21675.54141235352,57579.72396850586,20441.701274871823,35805.04231262207,35946.10269165039,14526.141040802002,24214.941848754883,13813.281047821043,42059.54327392578,43152.48336791992
Lyso_PS(22:1) | PS (22:1)_2,23245.421676635742,57378.56503295898,21256.94152450561,34179.842361450195,38008.78268432617,13372.660800933838,21134.881607055664,12699.06076812744,39364.14254760742,43786.26261901856
Lyso_PS(22:2) | PS (22:2),27115.561767578125,66449.36477661133,22288.64160919189,43652.04325866699,53191.38427734375,23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656
Lyso_PS(22:2) | PS (22:2)_2,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,24139.70188522339,30303.8621749878,22492.121616363525,48475.80354309082,59051.764221191406
Lyso_PS(22:4) | PS (22:4),38141.58224487305,75608.64663696289,25375.68173217773,46928.06301879883,56045.32400512695,22896.48169708252,34449.202239990234,24961.681854248047,61765.72454833984,60545.94415283203
Lyso_PS(22:4) | PS (22:4)_2,29998.9623413086,74799.24548339844,24926.40165710449,51946.243255615234,58347.26440429688,22884.84171295166,33150.90232849121,25564.20179367065,60122.82385253906,63084.02377319336
Lyso_PS(22:6) | PS (22:6),41820.76330566406,97840.9271850586,29373.70195770264,62303.50341796875,105927.66784667967,18537.561279296875,41547.442932128906,27948.20212554932,75914.30545043945,91221.36721801758
Lyso_PS(22:6) | PS (22:6)_2,43811.74301147461,94435.12683105467,35205.08265686035,59629.14447021485,107330.64697265624,24433.18203735352,43726.84281921387,18715.42135620117,72770.96514892578,87582.9457397461
Lyso_Sphinganine-1-phosphocholine,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384769,170412.57446289062,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257807
Lyso_Sphingosine-1-phosphocholine,94008.5673828125,90738.86682128906,92334.54565429688,119596.1078491211,99931.30859375,81775.86724853516,85903.36688232422,91782.22644042967,127676.89025878906,132027.6318359375
O-(11-carboxyundecanoyl)carnitine,1731202.8771972656,1739311.9392089844,1918406.1040039065,1776006.7917480469,1649938.2678222656,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.413330078,1605101.083984375
O-(13-carboxytridecanoyl)carnitine,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,2110475.984375,2267488.357666016,2318483.2495117188,2595080.1494140625,2656519.479736328
O-(17-carboxyheptadecanoyl)carnitine,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257808,1968279.7216796875
O-arachidonoylcarnitine,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164065,1992535.3129882808
O-behenoylcarnitine,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,918663.254333496,1015143.6715965272,1046629.1194114684,1159352.5242614746,1183595.9450912476
"O-oleoylcarnitine, Elaidic carnitine",2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.805664064,2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.014648437
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,1385193.285888672,1409915.178955078,1459747.1696777344,1718928.3461914062,1681448.0129394531
PC (30:0),105900.78839111328,105742.36575317384,170340.57301330566,129019.88667297363,106470.00909423828,72801.08450317383,391338.7117919922,108587.5694580078,124928.19088745116,120522.75088500977
PC (30:1),100131.08609008788,102176.80632019044,158191.79438781738,125479.73042297363,99094.60607910156,74715.64407348633,416144.6285400391,108181.40823364258,123018.46990966795,114475.02696228027
PC (30:2),99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004884,96501.10516357422,73565.58590698242,429697.21673583984,104348.8675994873,115490.2880859375,112548.90631103516
PC (32:0),1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,426905.2700500488,7163767.58996582,695434.5860595703,846672.7756347656,836932.9093933105
PC (32:1),982136.6622314452,1045170.4931640624,3294692.1028442383,1057586.0389709473,950395.5458068848,418487.78283691406,7818270.932556152,637687.8773498535,824249.7723693848,825254.3915405273
PC (32:2),1001608.1361694336,964986.6069335938,3214999.939819336,1057844.7817687988,917394.8801269532,450606.71350097656,7888158.215942383,651045.5532684326,875913.4967651367,741068.885345459
PC (32:3),961744.021850586,1002372.652770996,3072477.6345825195,1016463.386871338,941355.8466186523,419251.1065673828,7343195.507446289,621406.620513916,829960.1398010254,829691.2442321777
PC (32:4),525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,248226.3409423828,3437179.1732788086,368471.08416748047,628592.6538391113,569757.8708496094
PC (32:5),312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,159636.4114074707,1894942.348693848,247461.0770111084,374823.2222900391,330099.0574951172
PC (34:0),1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,603786.881652832,12552702.819000244,941699.38772583,1125983.251739502,1178566.6207122805
PC (34:1),1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,628704.3765563965,12612282.07385254,1068184.6707305908,1098086.6652526855,1245018.453704834
PC (34:2),1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,712174.5064697266,12546810.162353516,1070276.280532837,1154056.8831176758,1295362.3955078125
PC (34:3),2212837.022460937,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,907888.7071533204,19383231.46862793,1467655.251373291,1773161.9710388184,1701044.7861328125
PC (34:4),2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,907231.9483032228,17858137.23461914,1460516.994598389,1774699.7514038086,1810527.606201172
PC (34:5),1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447263,1636283.299194336,637867.320526123,11978499.087768557,998883.9015045166,1490512.654296875,1386077.9812316897
PC (34:6),1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441897,1039331.022644043,466239.2950744629,8511072.836547852,676761.5384521484,895605.5742645264,828511.2948608398
PC (36:0); PCp(38:6),487717.5406951904,520755.48318481445,1501081.071807861,565495.3728179932,551573.441619873,259913.45834350583,4415483.768127441,404203.798538208,501732.61752319336,490324.3750457764
PC (36:0); PCp(38:6)_2,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,266564.74310302734,4385001.407592773,398814.83627319336,456085.11933898926,504190.735168457
PC (36:1),514542.4436950684,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,267520.6982116699,4257458.500793457,410542.6410827637,476557.8649291992,519122.6141357422
PC (36:2),672171.686340332,677575.8850097656,1890692.8607177727,673722.9930114746,650016.4404907227,338383.81607055664,6547054.532836914,510861.3107757568,512960.8851623535,620163.6167297363
PC (36:3),1534892.1795043943,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,719691.6755981445,13835294.039245604,1103990.530502319,1080139.570892334,1169060.3991394043
