Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
TAG(58:5)_FA 16:0,28749.00198364257,26719.92170715332,21022.42163085937,19621.601333618164,23128.041564941406,24460.68156433105,24487.22171783448
TAG(58:5)_FA 16:1,23014.141479492188,21282.461669921875,19391.76124572754,18211.641357421875,25346.56167602539,22518.661575317383,21432.8013381958
TAG(58:5)_FA 18:0,43377.90280151367,40403.722747802734,47488.34376525879,38582.40286254883,46342.10348510742,37928.82231140137,42138.38296508789
TAG(58:5)_FA 18:1,34122.30192565918,28085.602020263672,34046.782318115234,28511.782104492188,28339.581802368164,32854.88298034668,30683.74207305908
TAG(58:5)_FA 18:2,30581.86248779297,31880.54252624512,28174.78204345703,27200.281951904297,27734.721786499023,28222.482292175293,26466.06183624268
TAG(58:5)_FA 20:0,29528.402313232426,29506.60195922852,31317.402252197266,30948.341789245605,32939.66187286377,31290.64233016968,31028.26230621338
TAG(58:5)_FA 20:4,27308.56186676025,33696.182525634766,33337.72250366211,24023.781852722168,29956.562309265137,28059.92172241211,31246.72194671631
TAG(58:6)_FA 16:0,27005.9620513916,26328.66177368164,26611.88181304932,20934.76161193848,20527.26139831543,24907.301887512207,25834.26202392578
TAG(58:6)_FA 16:1,26042.701705932617,25242.18152618408,22575.16169738769,20284.66163635254,21017.921585083008,25479.941680908203,26612.781707763672
TAG(58:6)_FA 18:0,93849.60717773438,93980.36737060548,117009.0690612793,101135.92697143556,189699.8950805664,93688.60748291016,106063.86666870116
TAG(58:6)_FA 18:1,43851.223083496094,34657.16262817383,46096.58299255371,30426.042266845703,36269.64227294922,39704.022720336914,36558.32243347168
TAG(58:6)_FA 18:2,30916.72233581543,30770.341918945312,37176.0227432251,27060.70157623291,34582.78254699707,30077.562049865723,29664.242065429688
TAG(58:6)_FA 20:0,35781.98239135742,39420.582580566406,43040.12298583984,32465.68211364746,32538.702377319336,33549.66262817383,31912.8624420166
TAG(58:6)_FA 20:4,30937.342315673828,32808.02297973633,38550.92216491699,25101.34171295166,29327.122344970703,30690.401885986328,32614.10250854492
TAG(58:7)_FA 16:0,36392.762756347656,47093.68370056152,46544.50260925293,33250.94241333008,33477.662185668945,40007.56246948242,50947.08387756348
TAG(58:7)_FA 16:1,24328.26161193848,28672.182022094727,23812.941680908203,22862.801528930664,24375.0018157959,26679.441680908203,25617.82157897949
TAG(58:7)_FA 18:0,47985.163818359375,64048.305603027344,61814.64392089844,49137.62356567383,47185.00314331055,51389.18356323242,63114.96469116211
TAG(58:7)_FA 18:1,88296.40625,71087.18472290039,103134.7261352539,71370.14434814453,120848.90841674805,80890.00631713867,89177.06549072266
TAG(58:7)_FA 18:2,39964.3030090332,37613.66242980957,47823.543045043945,34455.282470703125,37492.60269165039,41128.48289489746,38113.3025970459
TAG(58:7)_FA 20:0,66740.64483642578,119062.9690093994,197513.9144744873,58305.6047668457,91393.10751342772,85484.00662231445,73375.04507446289
TAG(58:7)_FA 20:4,25606.82205200196,30050.922088623047,29438.42193603516,21426.08168029785,22162.46157836914,27058.201736450195,26010.06187438965
TAG(58:8)_FA 16:0,35683.9423828125,44795.50277709961,42802.84307861328,30681.82258605957,32580.1224975586,39239.80308532715,41602.86336517334
TAG(58:8)_FA 16:1,37619.762771606445,47039.08312988281,45673.6630859375,31265.30239868164,33573.822265625,41459.8024597168,49762.20333862305
TAG(58:8)_FA 18:0,43565.943115234375,59351.444396972656,50135.72361755371,51222.04415893555,55083.06413269043,49381.203704833984,54758.26402282715
TAG(58:8)_FA 18:1,47928.86334228516,58711.86401367188,67048.94525146484,47197.14367675781,49260.42332458496,54105.70394897461,62770.78393554688
TAG(58:8)_FA 18:2,75907.0248413086,72065.10552978516,101757.14602661131,75701.46551513672,130560.16967773438,83422.2660522461,97267.68731689452
TAG(58:8)_FA 20:0,34199.32277679443,347220.5799560547,42440.74317932129,25080.001861572266,46437.58364868164,58437.58432006836,33171.44223022461
TAG(58:8)_FA 20:4,34473.122257232666,37753.32304382324,41971.62272644043,32485.62236022949,30968.40259552002,34861.82270812988,33571.002502441406
TAG(58:9)_FA 16:0,25217.081604003903,25550.70179748535,23090.501388549805,23288.461517333984,26252.52163696289,27509.98178100586,24705.16162109375
TAG(58:9)_FA 16:1,36594.80268859863,46904.58380126953,42567.86291503906,34115.64237976074,31555.182205200195,42250.12316894531,43957.12298583984
TAG(58:9)_FA 18:0,26289.84155273437,29845.4619140625,29904.762237548828,26880.862014770508,30286.20245361328,28713.88198852539,27362.66213989257
TAG(58:9)_FA 18:1,46760.46374511719,54860.04431152344,52913.9235534668,53335.883697509766,68296.90625,47643.94331359863,55780.36375427246
TAG(58:9)_FA 18:2,49238.923248291016,60369.28364562988,61113.0636138916,48538.92367553711,48895.24331665039,57963.424072265625,62589.884765625
TAG(58:9)_FA 20:0,30843.98275756836,49705.50296020508,36868.00303649902,24956.781616210938,36117.54280090332,34794.26274108887,31711.9022064209
TAG(58:9)_FA 20:4,31133.462158203125,32534.94203186035,32952.30247116089,34076.80191040039,36468.78305053711,30998.86200714112,32662.062126159668
TAG(60:0)_FA 16:0,20886.1215133667,22915.281524658203,20412.24132537841,18258.88124847412,16456.28127670288,21361.601501464844,19612.92126846313
TAG(60:0)_FA 16:1,16989.081344604492,13657.000961303713,15553.541080474854,14773.401084899902,15894.881065368652,16357.981155395508,16910.841175079346
TAG(60:0)_FA 18:0,39160.82289123535,40873.52340698242,40086.80298233032,28964.40204238892,47267.16365432739,40187.52342224121,56848.46424865723
TAG(60:0)_FA 18:1,24011.54158782959,19336.381423950195,22448.101440429688,19540.381271362305,19541.82109832764,20330.401500701904,22649.941188812256
TAG(60:0)_FA 18:2,21032.961269378666,16880.061237335205,17906.84112548828,13800.24089050293,16694.121116638184,19081.341430664062,14506.020988464355
TAG(60:0)_FA 20:0,114015.15029144289,109255.76902389526,116758.43007659912,87893.1448135376,131654.95105743408,136924.6890182495,99480.66806030272
TAG(60:0)_FA 20:4,18836.121589660645,16328.701110839844,19226.16142272949,14678.781021118164,16428.581157684326,20792.82131576538,14834.261112213137
TAG(60:1)_FA 16:0,17824.581245422363,17808.92123413086,18435.40121459961,13494.540977478027,16233.04118347168,18993.08148956299,18320.22134399414
TAG(60:1)_FA 16:1,17873.021194458008,23145.221504211426,19115.34152984619,14844.681018829346,17038.98117828369,19909.401473999023,20974.461490631104
TAG(60:1)_FA 18:0,20267.901458740234,31058.82257080078,27631.941833496094,20741.421501159668,23794.621620178223,25723.22184753418,28753.60221099853
TAG(60:1)_FA 18:1,60180.12366485596,42470.343185424805,47224.44337463379,41633.52325439453,63578.5242767334,45154.86259460449,64201.58421325684
TAG(60:1)_FA 18:2,25993.98198699951,20859.18165588379,21696.72148132324,18257.181282043457,20786.14167022705,21846.581741333008,22632.72148895264
TAG(60:1)_FA 20:0,23832.141731262207,26907.46173095703,26308.56188964844,18382.341468811035,23827.741622924805,20594.721572875977,21495.341232299805
TAG(60:1)_FA 20:4,30719.282585144043,26700.34168243408,29761.60213470459,26839.302001953125,29104.682216644287,28659.94204711914,27743.7221069336
TAG(60:10)_FA 16:0,23513.06149291992,24098.081741333008,19252.721282958984,18703.441482543945,22867.90184020996,21417.901443481445,19191.601402282715
TAG(60:10)_FA 16:1,23532.7218170166,20324.701499938965,22838.74156188965,19393.281394958496,23595.86155700684,23307.701538085938,23437.72171783448
TAG(60:10)_FA 18:0,22907.6416015625,23483.621643066406,23866.72165298462,21002.54183959961,19085.7414894104,22180.141662597656,21307.72148895264
TAG(60:10)_FA 18:1,26892.901763916016,22048.101539611816,22022.721389770508,18224.461250305176,20297.801330566406,18208.92148590088,18433.181159973145
TAG(60:10)_FA 18:2,36748.02256774902,33509.282653808594,36613.66262817383,26951.08186340332,27895.20213317871,32147.522003173828,33621.12254333496
TAG(60:10)_FA 20:0,46362.34331512451,26445.80143737793,48932.72356033325,28492.72234725952,47425.56324005127,29305.36158752441,41310.8623046875
TAG(60:10)_FA 20:4,29491.92213439941,28579.561965942383,33170.90246582031,26875.701866149902,25119.82176208496,29689.602127075195,27204.24200439453
TAG(60:11)_FA 16:0,38034.54254150391,34219.542236328125,30046.022003173828,26959.9821472168,33951.7223815918,35550.262634277344,29263.14205932617
TAG(60:11)_FA 16:1,21855.301528930664,20554.941452026367,18892.141151428223,17776.361198425293,21879.74168395996,21517.74147033692,18752.741271972656
TAG(60:11)_FA 18:0,33532.56234741211,28321.88220214844,26253.782188415527,22951.921478271484,28990.12174987793,28280.54179382324,29223.881980896
TAG(60:11)_FA 18:1,26196.18162536621,20310.781394958496,22739.581733703613,18812.38134765625,18235.661376953125,21149.901412963867,20697.001502990723
TAG(60:11)_FA 18:2,25927.861694335938,24259.8218460083,23230.40168762207,17038.921215057373,19329.26146697998,20906.761596679688,20777.701301574707
TAG(60:11)_FA 20:0,23124.00143432617,18881.74124526977,19834.0415725708,17439.38133239746,22964.78158569336,21443.861618041992,17658.84108734131
TAG(60:11)_FA 20:4,26706.04217529297,38614.60321044922,24566.621658325195,20573.121688842773,22633.101669311523,25659.86194610596,25799.681915283203
TAG(60:12)_FA 16:0,22588.261428833008,19933.26130676269,19543.94135284424,16086.28091430664,21924.781616210938,19897.12124633789,18572.561416625977
TAG(60:12)_FA 16:1,35112.0224609375,39292.24237060547,27974.5419921875,27685.94204711914,32416.26232910156,35894.402282714844,29044.882232666016
TAG(60:12)_FA 18:0,22269.701499938965,19855.441452026367,21607.941429138184,17605.401245117188,21000.66133117676,21219.8214263916,19038.10121154785
TAG(60:12)_FA 18:1,37962.22315979004,34908.66297149658,34901.94310760498,27954.68209075928,34176.12268066406,35585.80266571045,35367.38204193115
TAG(60:12)_FA 18:2,28151.0817565918,22795.56179046631,23320.22177886963,19416.34125518799,21436.86155700684,21627.32145690918,20824.901580810547
TAG(60:12)_FA 20:0,47146.72326660156,43147.582946777344,39292.2629699707,35771.162521362305,41234.20303344727,43019.522857666016,36759.142578125
TAG(60:12)_FA 20:4,24459.101531982426,85514.80598449707,25227.82145309448,20819.80126953125,27218.622310638428,28067.12205505371,24497.58185577393
TAG(60:2)_FA 16:0,19653.92140197754,20780.10138702393,19087.781242370605,17676.601264953613,19226.64121246338,18277.02127075196,19199.141326904297
TAG(60:2)_FA 16:1,21367.30143737793,20800.841499328613,16821.161224365234,14162.22093963623,16176.641082763672,17628.181266784668,20112.10123825073
TAG(60:2)_FA 18:0,20153.041374206543,26917.4022064209,21460.6014251709,18244.221282958984,21509.621520996094,21756.12142944336,22794.40159988404
TAG(60:2)_FA 18:1,24599.12181091309,27414.48190307617,26168.041709899902,17455.24115753174,27048.22173309326,22954.941787719727,28349.20215606689
TAG(60:2)_FA 18:2,61655.404296875,42326.60325622559,44487.20211791992,39692.20227050781,62542.74482727051,48761.48403930664,63518.06404876709
TAG(60:2)_FA 20:0,36070.90254211426,31473.781951904297,35935.78266906738,21567.06156158448,34272.9024848938,28603.522064208984,27989.361598968502
TAG(60:2)_FA 20:4,22502.96160888672,17104.801303863525,20484.401557922363,17630.021125793457,20859.241439819336,19095.301361083984,19967.141258239742
TAG(60:3)_FA 16:0,20573.86151504517,17858.30121231079,17065.861068725586,16126.181045532228,16133.841094970703,17957.481170654297,18938.20149230957
TAG(60:3)_FA 16:1,19871.8611907959,20633.741485595703,17234.741241455078,16537.540893554688,18079.62115478516,20483.821395874023,19625.36138153076
TAG(60:3)_FA 18:0,39669.58279418945,34743.74281311035,51974.06233215332,34811.18283081055,46804.88372039795,40817.802185058594,48934.68369293213
TAG(60:3)_FA 18:1,25220.38190460205,24188.401763916016,20384.78147888184,19578.021423339844,20739.1014251709,22772.741485595703,20833.14124298096
TAG(60:3)_FA 18:2,25552.521850585938,28729.821838378903,24526.6416053772,18375.38129425049,27191.061965942383,27283.621948242188,30798.842262268063
TAG(60:3)_FA 20:0,24919.00187683105,22417.541679382324,20144.88166809082,17717.641227722168,20847.161682128903,22444.4418258667,20147.56133270264
TAG(60:3)_FA 20:4,22316.72173309326,20382.04152679444,21286.44133758545,17020.26139831543,21351.501502990723,23339.46182250977,20725.0213470459
TAG(60:4)_FA 16:0,19063.561294555664,17010.40119934082,14920.601024627686,14816.541046142578,16370.56103515625,15797.041061401367,17365.401153564453
TAG(60:4)_FA 16:1,19416.841339111328,17751.481384277344,17015.041244506836,14772.301155090332,16338.481170654297,19378.6014251709,18982.62135314941
TAG(60:4)_FA 18:0,22111.061935424805,20791.321365356445,17646.261352539062,17183.601081848145,26251.82176208496,20447.861526489258,20605.501556396484
TAG(60:4)_FA 18:1,42976.68298339844,31217.58261871338,31703.70255279541,32648.021896362305,44095.18241882324,32243.322540283203,35664.02257537842
TAG(60:4)_FA 18:2,25327.08198928833,24451.641395568848,22423.88157653809,19414.66149902344,21321.44157409668,21389.66144561768,22708.321502685547
TAG(60:4)_FA 20:0,22742.42149353028,18591.661209106445,19285.441650390625,15313.021186828611,16756.881275177002,18854.20106506348,17869.821369171143
TAG(60:4)_FA 20:4,82924.9867553711,82779.68767166138,82902.44660949707,79480.68600463867,96533.12672424316,98934.70882415771,91173.06547546388
TAG(60:5)_FA 16:0,20195.54141235352,22105.88163757324,20251.60137939453,18197.04126739502,18324.241165161133,21519.641555786133,21745.941818237305
TAG(60:5)_FA 16:1,17132.921264648438,16733.341018676758,15909.961074829102,15062.520965576172,16924.86110687256,18960.881271362305,18315.86138153076
TAG(60:5)_FA 18:0,21300.481399536133,22665.86134338379,19581.141487121586,19000.86141204834,17274.92124938965,22382.681480407715,22280.561546325684
TAG(60:5)_FA 18:1,27016.341400146484,20188.24133300781,20619.401412963867,17227.361114501953,26206.281616210938,22242.4416885376,19781.76153182984
TAG(60:5)_FA 18:2,44749.7227935791,27851.22218322754,27129.52188110352,29343.501953125,45638.66355895996,30742.442276000977,31017.82302093506
TAG(60:5)_FA 20:0,27730.901752471924,23329.9416885376,27369.74184417725,19493.261291503903,22527.701484680176,23849.30149841309,21831.201343536377
TAG(60:5)_FA 20:4,20648.441413879395,25997.06164550781,26325.78217315674,18404.20137786865,23049.761688232426,21774.88176727295,21891.381191253666
TAG(60:6)_FA 16:0,19393.94129180908,19319.981338500977,17693.621154785156,14734.681106567385,18158.24133300781,19233.181442260742,18284.341331481934
TAG(60:6)_FA 16:1,22156.781829833984,22081.621551513672,19059.78134155273,18823.82140350341,16983.441200256348,22598.48156738281,21528.16178894043
TAG(60:6)_FA 18:0,20089.721389770508,20936.14157867432,22673.22148895264,21048.841636657715,21513.10154724121,23094.72194671631,23692.96175384521
TAG(60:6)_FA 18:1,29880.442153930664,19414.321243286133,20937.10158920288,19241.90131378174,22342.54167175293,21633.06159210205,21556.52124786377
TAG(60:6)_FA 18:2,26404.00171661377,21411.38175201416,20303.461303710938,16186.601112365724,26234.241897583008,22128.461540222168,19218.18142700196
TAG(60:6)_FA 20:0,30646.78190612793,28590.00217437744,39560.46286773682,24580.26171875,24623.98188018799,26700.94201660156,25838.661743164062
TAG(60:6)_FA 20:4,40531.88199234009,27493.482063293457,35804.2826461792,20794.66136550904,36013.303173065186,29542.10219192505,26895.882026672363
TAG(60:7)_FA 16:0,24671.78175354004,25738.82162475586,23915.821685791016,23601.86166381836,27355.881881713867,23908.50164794922,26028.1416015625
TAG(60:7)_FA 16:1,19356.12133026123,18591.0811920166,19071.40126800537,16791.001235961914,17487.241188049316,19592.501350402832,19855.40135574341
TAG(60:7)_FA 18:0,29471.342086791992,39510.20292663574,44387.9026184082,31439.62232971192,29223.502227783203,34257.56265258789,44619.84365844727
TAG(60:7)_FA 18:1,23700.321685791016,23827.921783447266,27539.08171081543,21072.421501159668,26010.281845092773,22129.90153503418,19686.00115585327
TAG(60:7)_FA 18:2,25582.02143859864,20607.32147216797,21649.221633911133,19281.54133605957,22883.34155273437,22558.18159484864,20936.70132446289
TAG(60:7)_FA 20:0,24266.80195617676,42500.96293640137,28153.06245422364,21660.981719970703,24282.562103271484,24186.021476745605,25574.221893310547
TAG(60:7)_FA 20:4,24430.601760864258,22152.04158782959,23925.02157592773,17628.881225585938,19594.261344909668,22610.121658325195,21251.70154571533
TAG(60:8)_FA 16:0,20572.8214263916,27954.842041015625,24569.28190612793,18296.6212310791,21130.60151672364,22546.361740112305,22266.101737976074
TAG(60:8)_FA 16:1,27879.662048339844,27350.24185180664,25743.16192626953,21890.901779174805,23377.941528320312,25313.861755371094,27145.82188415528
TAG(60:8)_FA 18:0,29413.10195922852,36334.88229370117,34111.80229187012,25794.022018432617,25963.44206237793,29221.54216003418,33988.14242553711
TAG(60:8)_FA 18:1,32568.062408447266,36177.24247741699,40280.143127441406,27166.58212280273,30390.46220397949,31709.042236328125,39482.422790527344
TAG(60:8)_FA 18:2,27332.461708068848,24900.78155517578,23467.12159729004,20239.421577453613,27246.122009277344,23275.94190979004,21581.181632995605
