Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon
LPE(18:4),89168.46691894531,132420.98950195312,49292.86352539063,719531.388671875,50390.56359863281,1178031.4189453125,200920.294921875,79140.36560058594,128090.62939453124,98033.46752929688,906425.1446533204,356090.884765625,39787.3427734375,602193.0234375,173677.85327148438
LPE(19:0),37374.80270385742,46659.203216552734,29181.46206665039,51856.40417480469,2494.2202072143555,53879.12384033203,23227.321685791016,39589.48257446289,41758.44305419922,37557.74258422852,59140.383697509766,39694.922790527344,2011.3601570129397,35685.502532958984,26130.8017578125
LPE(19:1),38668.14279174805,41546.88317871094,34807.2820892334,38822.68280029297,12181.940929412842,24634.181762695312,27334.0020904541,38559.64245605469,42099.18292236328,37023.80255126953,34621.6025390625,35409.762268066406,10067.180702209473,22721.621643066406,27160.762145996094
LPE(20:0),57735.70428466797,61192.00381469727,52152.00378417969,54474.34405517578,10267.620811462402,18421.961280822758,1680.3201217651367,60229.16369628906,56676.36437988281,72334.98526000977,72348.46502685547,61393.38424682617,10044.720603942871,14516.7010307312,1570.1001052856443
LPE(20:1),163634.48986816406,140695.06887817383,75613.18676757812,90085.626953125,9462.62064743042,123282.98962402344,1671.4801025390625,85454.00555419922,87888.18643188477,75840.74475097656,76290.18534851074,142278.09173583984,9709.240646362305,102841.56937789916,2066.2401161193848
LPE(20:2),497647.7147827149,390082.1875610352,159460.3917236328,209780.2778930664,8024.36058807373,36412.722259521484,2616.640167236328,225789.55432128903,199915.0139160156,158854.3501586914,142654.4518737793,371989.9260864258,9621.46063232422,46797.823303222656,1912.520133972168
LPE(20:3),57163.64422607422,65285.88455200195,63229.82507324219,62147.364990234375,8894.660633087158,25734.46189880371,17701.481510162354,54175.44415283203,58643.78448486328,66663.16436767578,76152.30529785156,59804.74459838867,11335.120777130129,25672.501907348636,10191.460746765137
LPE(20:4),159388.17114257812,170399.51245117188,166512.65161132812,158872.29174804688,16069.201034545898,100486.6669921875,82031.42609024048,158266.87084960938,166624.3916015625,160818.25146484375,154505.83203125,154477.771484375,28448.94201660156,100823.28747558594,54779.563915252686
LPE(20:5),98819.9072265625,93538.5068359375,83122.82580566406,91800.6864013672,1493.7801132202148,19662.681350708008,19152.421493530277,96589.0069580078,100140.28698730467,92793.72668457033,82084.78588867188,84460.30712890625,2396.1001930236816,19592.641204833984,20237.841274261475
LPE(21:0),87757.24655151367,87636.82614135742,48976.94348144531,55654.04473876953,40803.003189086914,30865.78204345703,35582.04244995117,59641.24383544922,52511.422943115234,52807.68316650391,49131.38366699219,59982.94393920898,36085.822509765625,24186.34181213379,45611.46405029297
LPE(22:0),56585.16387939453,59917.04415893555,43939.88285827637,53942.10363769531,36129.40211486816,23884.32165527344,27198.022079467773,54472.66445922852,55420.723541259766,59060.70489501953,60889.924713134766,60362.86328125,33859.60255432129,26058.88168334961,23103.74157714844
LPE(22:1),41971.14266967773,41009.56282043457,35864.202377319336,39181.60284423828,29172.541748046875,22803.68170166016,25360.44163513184,39574.52282714844,43473.24329376221,39563.542724609375,36656.322021484375,35798.502380371094,27493.78196716309,21160.68140411377,25828.021850585938
LPE(22:2),53169.623046875,53241.88319396973,47137.2834777832,46934.46314239502,28129.241928100582,23799.18173217773,29089.76194763184,46831.3232421875,47164.04260253906,46691.20379638672,44336.6630859375,44720.44320678711,33446.66258239746,23660.78175354004,26945.82191467285
LPE(22:4),47519.12307739258,61551.60513305664,48646.70365905762,47068.742767333984,36923.64253234863,27571.1420211792,34298.96237182617,44725.063049316406,48286.223693847656,51242.663330078125,64830.804107666016,52443.684143066406,28847.641830444336,26748.642082214355,29076.881858825684
LPE(22:5),93331.02627563477,127142.36938476562,125781.90936279295,104717.34698486328,75621.48532104492,45936.48281860352,75396.98522949219,71308.66458129883,76678.00546264648,102956.5069885254,165144.38926696777,122977.3074951172,41833.2829284668,39782.46273803711,38627.14273071289
LPE(22:6),53752.10409545898,66757.36499023438,61184.38455200195,57161.58416748047,34541.30253601074,20840.181427001957,30662.802001953125,56729.54382324219,54272.12365722656,62714.52420043945,79405.80432128906,59869.224365234375,29199.04200744629,25887.921997070312,29588.06242370605
LPE(24:0),49776.903411865234,61649.54501342773,48846.883728027344,49925.744384765625,35370.24295043945,29271.70196533203,32055.622283935547,51296.68365478516,61467.58392333984,55758.0442199707,54227.50402832031,49808.76370239258,31880.922393798828,30823.28192138672,34971.7223815918
LPE(24:1),73293.564453125,76917.60604858398,64308.68548583984,62804.82376098633,48661.682388305664,41981.8229598999,49077.58329772949,64418.0244140625,78817.02758789062,65741.52450561523,67648.76443481445,66131.14393615723,51970.44297790527,41786.92260742188,50387.56346130371
LPE(24:6),52615.54379272461,56311.5846862793,42145.06314086914,50852.52381896973,54653.74327087402,35666.90277481079,43733.04328918457,50781.8840637207,55933.96307373047,54174.80383300781,54664.34355163574,54160.92385864258,48281.62347412109,35387.72232055664,27743.462028503414
LPG(12:0),78609.22625732422,94955.52685546876,71601.22485351562,90008.88598632812,76464.06622314453,90408.36694335938,88899.18688964844,76028.34558105469,88633.44665527344,91333.70635986328,94379.62756347656,85721.3662109375,66569.78405761719,85568.40612792969,87272.42645263672
LPG(13:0) | PG(12:0),145131.91064453125,177987.59252929688,147746.5498046875,128483.40942382812,120611.24853515624,112059.0078125,112850.96740722656,171392.11206054688,191408.03393554688,173015.53125,162633.25048828125,125325.68920898438,127838.8096923828,97829.70739746094,117497.80834960938
LPG(13:0) | PG(12:0)_2,150098.74963378906,189262.6728515625,160789.39282226562,147085.2508544922,126125.38891601562,108325.68786621094,115446.54858398438,177290.7529296875,200283.1540527344,171086.57202148438,172401.47143554688,124287.04858398438,123895.0078125,96657.30615234376,126280.42919921876
LPG(14:0),91497.48596191406,88293.9859008789,56379.16394042969,82256.86560058594,95458.9267578125,73707.22509765625,99267.0672607422,62050.52429199219,83810.86535644531,82770.1655883789,86055.20629882812,75505.8447265625,73720.32473754883,70940.22479248047,82216.96569824219
LPG(14:1) | PG(14:1),1258672.4228515625,1028042.9047851562,638230.3408203125,1011577.1616210938,1758449.70703125,1129728.8994140625,1377536.2084960938,841124.8198242188,1001464.9516601562,973650.1733398438,1029810.3491210938,979346.2236328124,1638956.1640625,972025.8393554688,771176.2680664062
LPG(14:1) | PG(14:1)_2,1273893.7622070312,1016062.0776367188,645595.1977539062,991362.8793945312,1768414.1518554688,1131762.0078125,1408114.28125,831269.59765625,1003712.3994140624,986889.6982421876,1015799.1655273438,964704.9619140624,1685621.35546875,973077.5546875,760768.568359375
LPG(15:0) | PG(O-16:0),99884.14504623412,111522.5873413086,65276.94515991211,76440.50614929199,79442.98614501953,88679.32727050781,82327.16583251953,62146.34553909302,81173.56512451172,81375.80686569214,71136.7241821289,80399.00595092773,68926.52471923828,75758.04574584961,103298.28735351562
LPG(15:0) | PG(O-16:0)_2,69923.82579040527,109663.9866027832,65061.50534057617,79943.26568603516,80524.4658203125,94875.60662841795,86121.12686157227,39628.24318695068,79794.18621826172,74489.48546600342,72586.60479736328,78163.62615966797,65219.02471923828,76687.06607055664,104955.32821655272
LPG(15:1),102172.9478149414,119784.80792236328,89928.96685791016,100178.10626220705,100217.62829589844,79701.7651977539,89803.64767456055,93185.98645019533,104495.48736572266,98163.46893310548,116405.18719482422,83363.88610839844,79086.44580078125,76531.78625488281,95708.88775634766
LPG(16:0),1453.4201126098633,1497.8000984191897,1554.1201057434082,1467.8801040649414,196479.4531555176,152307.66967773438,186140.9340209961,1471.7400970458984,1491.400104522705,1458.3001022338867,1478.9800987243652,1468.3800926208496,171428.27297973633,144265.13159179688,176357.0711669922
LPG(16:1) | PG(16:1),1684.7401084899902,1552.7801055908203,1530.340103149414,1634.6601028442385,66349.36459350586,68397.72528076172,72665.84478759766,1543.0001106262207,1614.8601036071775,1543.5601196289062,1457.880100250244,1531.640106201172,54183.8239440918,56875.80374145508,83069.04583740234
LPG(16:1) | PG(16:1)_2,1706.660125732422,1586.9801177978516,1552.8201141357422,1512.6801071166992,73526.4642944336,67515.16467285156,70501.2445678711,1488.840106964111,1512.6601181030271,1467.7400970458984,1576.0401153564453,1575.9401092529297,55060.944244384766,60572.36444091797,78848.70449829102
LPG(17:0) | PG(16:0) | PG(O-18:0),1727465.3676757812,1245639.6420898438,732898.9790039062,1262055.7163085938,1899850.7126464844,1153654.5563964844,1398261.315673828,1106026.0170898438,1273750.8940429688,1236864.5703125,1347791.0725097656,1254833.138671875,1890456.380859375,1015220.5144042968,600435.4860839844
LPG(17:0) | PG(16:0) | PG(O-18:0)_2,1625907.2641601562,1185238.2587890625,687843.9790039062,1232189.2143554688,2015514.9868164065,1188459.6889648438,1485995.8959960938,1049682.4501953125,1217808.0576171875,1187438.6079101562,1257901.6840820312,1197653.798828125,1947871.5419921875,1058646.8022460938,640666.1799316406
LPG(17:0) | PG(16:0) | PG(O-18:0)_3,1521635.9482421875,1127991.461669922,610883.6608886719,1133377.6079101562,2093113.771728516,1235036.7775878906,1556953.1655273438,984459.3425292968,1126447.8291015625,1081303.516357422,1121559.63671875,1088854.1411132812,2059305.0490722656,1097944.6635742188,663693.0275878906
LPG(17:1) | PG(P-18:0),54148.80422973633,68958.62487792969,52079.3432006836,58135.86352539063,85653.30581665039,55350.0637512207,82315.56579589844,44995.30346679688,62785.564697265625,63434.14459228516,77488.3851928711,45841.20343017578,44122.382553100586,50778.3837890625,84383.5864868164
LPG(17:1) | PG(P-18:0)_2,59036.80407714844,70027.00537109375,50363.14419555664,58824.56433105469,82595.72589111328,52921.884033203125,82732.76611328125,46666.52314758301,63624.24465942383,66983.54461669922,76294.5855102539,47192.58364868164,46387.54333496094,48502.86334228516,84085.02572631836
LPG(17:2),64384.684814453125,75401.7258605957,61143.88516235352,72226.56481933594,64285.86462402344,61849.72427368164,64609.204650878906,79778.38555908203,85549.90576171875,81072.22622680664,69841.88537597656,61216.96441650391,61331.344329833984,56367.98394775391,69901.5453491211
LPG(18:0) | PG(18:0),634398.4738769531,573868.9445800781,795429.5872802734,864664.8092651367,274496.2174682617,271304.258972168,252140.61895751956,647106.1052246094,652207.8676147461,434343.7258300781,534681.6274414062,901902.1672973632,211451.1383056641,162887.29248046875,277496.9031982422
LPG(18:0) | PG(18:0)_2,632419.8797607422,586587.3552856445,802778.4462280273,889756.4171142578,276988.7353515625,269036.4365234375,251318.75744628903,640110.3377075195,636056.0252685547,442428.6075439453,539312.3450317383,913106.8505859376,210011.31713867188,170690.38940429688,274351.4606933594
LPG(18:1) | PG(18:1),59266.804107666016,65431.04461669922,47951.34329223633,56538.84442138672,53102.92343139648,49520.583251953125,52211.263427734375,53097.66375732422,68445.10482788086,68149.84460449219,58264.5241394043,50935.803619384766,42397.12292480469,43105.663146972656,63956.58459472656
LPG(18:1) | PG(18:1)_2,61069.84356689453,71908.42529296875,51354.80346679688,57408.16394042969,61003.92401123047,50755.503662109375,53643.78399658203,54014.92419433594,68721.2240600586,69439.84497070312,59982.06433105469,48055.043395996094,44153.12322998047,47224.10339355469,60859.06427001953
LPG(18:2) | PG(18:2),63475.22473144531,68170.06494140625,41276.68336486816,49932.503509521484,39960.98303985596,40403.72259521485,51973.44369506836,45693.72286987305,63619.64385986328,55339.56362915039,51623.563537597656,48032.6838684082,30109.90217590332,40889.60299682617,49853.363372802734
LPG(18:2) | PG(18:2)_2,62306.984130859375,70039.32461547852,42973.20329284668,47544.423278808594,44374.643814086914,40432.62271118164,56877.10339355469,46664.78317260742,69550.84503173828,60767.884033203125,52010.00346374512,45685.02291870117,30889.62190246582,38448.022369384766,56825.72351074219
LPG(18:3) | PG(18:3),126294.16860961914,128186.41116333008,110676.2456665039,110590.7279663086,90666.50567626952,82178.46502685547,101586.2074584961,108097.24780273438,133609.9481201172,128052.1278076172,117964.0693359375,103985.76895141602,81030.24542236328,77895.00448608398,107379.70635986328
LPG(18:3) | PG(18:3)_2,132135.30938720703,138765.0897216797,110777.3890991211,117494.8671875,83791.60534667969,86326.18725585938,104265.36758422852,99848.12823486328,133041.33123779297,120309.20782470705,118924.87033081056,112137.56689453124,78761.90515136719,80666.20474243164,107523.34646606444
LPG(18:4),66564.68450927734,85860.60638427734,62755.58465576172,77059.04528808594,61536.04479980469,67430.7649230957,62217.34494018555,63212.34423828125,72284.22543334961,65931.36386108398,80600.10614013672,62065.82409667969,42022.7428894043,51469.00341796875,79569.86477661133
LPG(19:0),102102.28771972656,113600.58792114258,105137.92782592772,111208.24822998048,7542.400505065918,1656.7801208496094,1630.2801208496094,96894.12677001952,108059.70697021484,110797.60711669922,122283.82989501952,107781.88677978516,5680.980415344238,1743.9601135253906,4521.160301208496
LPG(19:1),60182.96502685547,67350.90414428711,47771.063385009766,59933.72471618652,1539.260108947754,2067.8201484680176,1491.420108795166,50951.98373413086,65129.24453735352,85627.30712890625,64191.144287109375,50688.74331665039,1501.4801063537598,2117.9601249694824,1457.360107421875
LPG(20:0),69926.54455566406,78979.90545654297,65402.36462402344,72648.86511230469,63605.12469482422,52936.24394607544,63783.88436889648,64141.50411987305,83921.70629882812,76892.60479736328,79126.90521240234,71316.72509765625,49642.72366333008,58681.46393203735,68487.56512451172
LPG(20:1) | PG(20:1),199992.37451171875,204851.41552734372,169580.41162109375,185115.91381835935,141077.81030273438,135680.8108139038,150701.69116210938,161161.3916015625,186668.37353515625,205996.45629882807,175235.15234375,189009.61401367188,123581.16931152344,121059.36793136597,149723.64965820312
LPG(20:1) | PG(20:1)_2,196260.63256835935,207557.5524902344,173594.27221679688,188939.8732910156,136963.44897460938,130584.62813949584,151284.83081054688,164389.7508544922,181329.55310058597,206085.6154785156,181783.69262695312,189764.49365234372,131498.34936523438,121767.40879440308,152174.8106689453
