Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
TAG(50:2)_FA 18:1,417222.1293945313,390681.76708984375,378610.6455078125,375836.2470703125,377806.02734375,409042.9716796875
TAG(50:2)_FA 18:2,47570.28323364258,51328.2233581543,54081.34454345703,53839.74395751953,44935.842681884766,56697.56365966797
TAG(50:3)_FA 16:0,218548.27319335935,219157.39428710935,203832.69470214844,156968.7508544922,147111.06909179688,208473.39379882807
TAG(50:3)_FA 16:1,316781.78076171875,331851.8669433594,308257.9959716797,228125.91796875,215986.97412109372,333792.4270019531
TAG(50:3)_FA 18:0,77690.98583984375,72766.04522705078,70022.10479736328,70935.8452758789,59908.944580078125,81353.38604736328
TAG(50:3)_FA 18:1,186417.9158935547,179239.27404785156,181542.35412597656,158911.69079589844,133366.7296142578,213988.27197265625
TAG(50:3)_FA 18:2,450254.7309570313,454815.4174804688,560690.8959960938,448318.18896484375,432620.91162109375,569793.421875
TAG(50:4)_FA 16:0,52054.98355102539,50314.50337219238,44000.32357788086,32074.422004699707,29998.42196655273,40181.78276062012
TAG(50:4)_FA 16:1,232499.63525390625,211941.8115234375,210409.63513183597,160896.01245117188,150989.63061523438,222844.97229003903
TAG(50:4)_FA 18:0,25230.501808166504,21682.081352233887,18672.801414489742,25034.661880493164,22059.421310424805,19240.781356811523
TAG(50:4)_FA 18:1,104131.34753417967,100678.22692871094,92203.4464111328,98393.32604980467,89947.2861328125,112741.9481201172
TAG(50:4)_FA 18:2,233013.83715820312,243563.25439453125,297334.8020019531,232524.5146484375,187154.91284179688,363544.6262207031
TAG(52:0)_FA 16:0,162435.85131835938,150771.4716796875,137626.33056640625,152196.59130859375,156394.02905273438,141959.2900390625
TAG(52:0)_FA 16:1,40367.72283935547,35484.1423034668,32393.222076416016,33673.96240234375,33029.08235168457,36137.32243347168
TAG(52:0)_FA 18:0,303540.36376953125,309747.76220703125,254092.8767089844,296224.7021484375,299066.72216796875,263770.89892578125
TAG(52:0)_FA 18:1,57027.123596191406,52609.0439453125,48544.50323486328,53488.924377441406,54485.20343017578,51350.563720703125
TAG(52:0)_FA 18:2,24180.101852416992,24180.841796875,19842.04130935669,25387.821731567383,21440.441539764404,22492.72177886963
TAG(52:0)_FA 20:0,64575.84460449219,68470.86413574219,59571.14385986328,65207.7650756836,65621.04467773438,60774.0046081543
TAG(52:0)_FA 20:4,24306.56169128418,23415.32172393799,20414.041358947758,19103.861434936523,21094.781372070312,19674.901428222656
TAG(52:1)_FA 16:0,102435.80694580078,134089.50958251953,83501.26718139648,81342.26678466797,76182.50494384766,99643.58654785156
TAG(52:1)_FA 16:1,160659.2509765625,164090.830078125,141842.8896484375,160156.33251953125,159016.232421875,145641.26989746094
TAG(52:1)_FA 18:0,371617.4493408203,409224.068359375,328490.44189453125,229726.83740234372,224174.75659179688,278848.64001464844
TAG(52:1)_FA 18:1,502725.4150390625,495660.3984375,446362.369140625,472316.236328125,483315.9140625,462220.4697265625
TAG(52:1)_FA 18:2,57373.62420654297,55696.543884277344,51346.52334594727,56763.22375488281,56090.18389892578,54277.04364013672
TAG(52:1)_FA 20:4,20842.78150939941,21240.18145751953,16053.441108703611,19339.68128967285,20473.101470947266,17354.761459350586
TAG(52:1)_FA20:0,35117.96212768555,30912.14208984375,34797.58324432373,33069.74235534668,28826.261688232426,36335.24240875244
TAG(52:2)_FA 16:0,194669.0747680664,222004.6967163086,167121.7899169922,115542.20782470705,118686.08728027344,151484.72998046875
TAG(52:2)_FA 16:1,110627.90832519533,143800.49002075195,89178.6279296875,81605.60479736328,79265.92489624023,108951.40789794922
TAG(52:2)_FA 18:0,238114.9157714844,242398.29541015625,202942.4949951172,122866.98864746094,109325.88818359376,132929.6883544922
TAG(52:2)_FA 18:1,515875.8505859375,551404.4753417969,462213.8325195313,305816.6630859375,303237.34326171875,416081.7109375
TAG(52:2)_FA 18:2,463175.1123046875,494821.0107421875,502460.037109375,485309.15234375,501957.5166015625,493581.953125
TAG(52:2)_FA 20:0,23986.08155822754,22673.321502685547,23945.661918640137,25639.081985473636,23179.641662597656,24412.80167388916
TAG(52:2)_FA 20:4,20826.301277160645,20994.901237487797,16833.88104248047,19135.121459960938,21872.121585845947,16724.221172332764
TAG(52:3)_FA 16:0,136149.0916442871,158734.94900512695,119826.8900604248,62163.12396240234,59491.08447265625,65657.20553588867
TAG(52:3)_FA 16:1,207012.0914916992,212509.6163330078,178054.3519897461,121119.68811035156,125512.78918457033,152900.1707763672
TAG(52:3)_FA 18:0,64383.78466796875,66030.34468078613,44083.22344970703,30604.20217895508,30477.481857299805,33401.58264160156
TAG(52:3)_FA 18:1,340237.1815185547,340975.9855957031,295828.3741455078,177146.55310058594,169616.951171875,215604.1123046875
TAG(52:3)_FA 18:2,463658.12646484375,549364.9291992188,551067.3708496094,345203.22119140625,325696.0048828125,527859.470703125
TAG(52:3)_FA 20:0,20016.7614364624,21367.86149597168,16866.66124343872,20172.001182556152,18422.64125061035,17624.521324157715
TAG(52:3)_FA 20:4,33981.50234985352,35947.202392578125,33176.78234863281,33337.362701416016,31918.48226928711,31678.142204284668
TAG(52:4)_FA 16:0,154610.09112548828,372259.60583496094,105254.90771484376,98758.26654052734,165953.6903076172,166717.4893798828
TAG(52:4)_FA 16:1,144676.74737548828,158859.2897644043,112912.7293395996,61603.24487304688,68793.40466308594,73200.16549682617
TAG(52:4)_FA 18:0,21570.54124450684,21701.961791992188,17161.121044158936,19658.401458740234,19292.961456298828,17306.141162872314
TAG(52:4)_FA 18:1,80045.64541625977,85239.8060760498,68870.66383361816,38635.422790527344,36006.8025970459,40813.08278656006
TAG(52:4)_FA 18:2,338350.9655761719,387407.2844238281,379934.0241699219,226977.39575195312,210005.7138671875,307205.5046386719
TAG(52:4)_FA 20:0,17079.301078796387,18459.041255950928,15051.241172790527,19482.821437835693,15987.461250305176,14218.601016998293
TAG(52:4)_FA 20:4,191065.8146972656,203057.5529785156,210335.7335205078,165937.05200195312,177167.0115966797,217983.7130126953
TAG(52:5)_FA 16:0,36094.14221191406,36038.02224731445,30242.18211364746,30773.5419921875,31239.262237548828,29122.34218597412
TAG(52:5)_FA 16:1,163186.45233154297,364108.8865966797,98760.10696411131,105376.20874023438,164737.4913330078,162904.9909362793
TAG(52:5)_FA 18:0,40038.80258178711,35707.562408447266,27482.682220458984,38190.402893066406,37153.86248779297,28693.522003173828
TAG(52:5)_FA 18:1,22576.701667785645,22394.0415725708,19637.76139831543,22700.38143157959,19047.38119506836,19107.18105316162
TAG(52:5)_FA 18:2,72303.20448303223,82176.2865600586,75760.80619812012,41780.86309814453,35587.3025970459,51621.38415527344
TAG(52:5)_FA 20:0,18692.18128967285,17575.321311950684,19280.581130981445,20341.52124023437,22114.381622314453,16800.96124267578
TAG(52:5)_FA 20:4,95356.52673339844,107495.28686523438,127165.62994384766,87669.02642822266,76797.62530517578,144221.88916015625
TAG(52:6)_FA 16:0,43516.603088378906,41530.44323730469,32264.122344970703,38569.08288574219,39966.32278442383,35971.7419128418
TAG(52:6)_FA 16:1,41933.32261657715,47199.38342285156,32359.042098999023,37981.16297912598,35380.262634277344,32185.922119140625
TAG(52:6)_FA 18:0,26390.221893310547,23777.1417388916,22091.42156982422,27547.361862182617,23098.0817565918,23819.96173095703
TAG(52:6)_FA 18:1,46376.64326477051,38806.42221069336,28871.74208068848,44120.08309173584,39269.922760009766,31837.5818939209
TAG(52:6)_FA 18:2,26381.22201538086,29948.522254943848,24445.42170715332,24955.78163909912,22003.38150787353,22808.26173400879
TAG(52:6)_FA 20:0,37315.20249938965,35074.903244018555,28687.22226333618,54357.32280731201,37391.18241882324,35862.043380737305
TAG(52:6)_FA 20:4,85382.36669921875,89610.56707763672,82304.00561523438,79387.80554199219,74305.42553710938,99630.88763427734
TAG(54:0)_FA 16:0,47970.90362548828,37950.02261352539,37203.942932128906,43926.6628112793,37165.54281616211,43350.58354187012
TAG(54:0)_FA 16:1,35742.26252746582,44467.64306640625,35204.72215270996,38022.78244018555,38018.42277526856,42196.32276916504
TAG(54:0)_FA 18:0,204297.39331054688,201362.25537109372,173917.9521484375,202755.8740234375,207006.87426757807,179452.53198242188
TAG(54:0)_FA 18:1,37138.98229980469,32506.04235839844,28760.20230102539,33879.922607421875,34177.44259643555,33495.102600097656
TAG(54:0)_FA 18:2,21678.82141113281,24878.38148498535,19296.581481933597,22807.98149871826,22610.94146728516,18366.681434631348
TAG(54:0)_FA 20:0,117324.98754882812,125680.96875,114368.14782714844,126355.92919921876,127293.97021484376,110633.90795898438
TAG(54:0)_FA 20:4,19081.34136581421,18334.8811416626,19014.061683654785,20699.02158355713,18698.881324768063,19846.5213432312
TAG(54:1)_FA 16:0,41190.10322570801,46939.66326904297,35817.48274230957,38058.102783203125,32499.062744140625,39336.62289047241
TAG(54:1)_FA 16:1,50139.02348327637,43731.46340942383,46806.343505859375,44794.92361450195,47891.46347045898,49200.103775024414
TAG(54:1)_FA 18:0,170222.4507446289,195996.75366210935,140117.3087158203,126327.1683959961,126136.32836914062,149751.35107421875
TAG(54:1)_FA 18:1,300287.38232421875,292870.47998046875,262790.71923828125,309623.6845703125,308179.5419921875,263913.0170898437
TAG(54:1)_FA 18:2,43373.563049316406,43108.483306884766,36120.26248168945,42853.923400878906,44414.70318603516,41050.66287231445
TAG(54:1)_FA 20:0,86845.72680664062,85074.12573242188,87824.32656860352,72514.78509521484,76218.82550048828,92667.44766235352
TAG(54:1)_FA 20:4,17312.901275634766,20795.921493530277,15448.301265716553,18095.0213508606,20325.14144897461,16725.80114364624
TAG(54:2)_FA 16:0,51706.74345397949,65084.26530456543,37971.86280822754,38449.14273071289,32541.382553100582,41932.64297485352
TAG(54:2)_FA 16:1,43742.24298095703,46424.50323486328,34383.742736816406,39636.90255737305,32688.682693481445,41436.002838134766
TAG(54:2)_FA 18:0,410715.10546875,489722.3540039063,340573.84533691406,250705.73583984372,271993.35681152344,271002.1770019531
TAG(54:2)_FA 18:1,186973.2344360352,219415.8370361328,163319.4315185547,140130.189453125,146011.18994140625,180038.6323852539
TAG(54:2)_FA 18:2,284694.71875,286748.8984375,271099.37841796875,286439.92138671875,300319.6381835937,278054.0986328125
TAG(54:2)_FA 20:0,44169.92321777344,41307.1231842041,45297.08290100098,37974.44271850586,38567.86225891113,40777.46238708496
TAG(54:2)_FA 20:4,23824.24169921875,27326.92176818848,22958.50160980225,23959.00160217285,24750.70181274414,20970.101501464844
TAG(54:3)_FA 16:0,97318.54711914062,251093.2389831543,61687.82466125488,65030.56454467773,105464.44818115234,106553.30844116212
TAG(54:3)_FA 16:1,52444.24382019043,64482.68537902832,34534.06245422363,38810.52328491211,36665.122497558594,43785.10304260254
TAG(54:3)_FA 18:0,273009.2342529297,338113.3245239258,221601.5968017578,119659.94885253906,118585.88891601562,119398.90802001952
TAG(54:3)_FA 18:1,467360.7895507813,524169.4227294922,391466.4060058594,281866.5368652344,284852.1376953125,309827.6998291016
TAG(54:3)_FA 18:2,151065.83056640625,208087.2138671875,171073.4930419922,139631.1298828125,132707.97033691406,189676.95239257807
TAG(54:3)_FA 20:0,21212.921501159668,21891.1815032959,20704.82135772705,21273.9617767334,19631.48137664795,19961.641471862797
TAG(54:3)_FA 20:4,71222.68518066406,85429.92663574219,71262.28381347656,72787.52514648438,82037.64538574219,75702.16516113281
TAG(54:4)_FA 16:0,752926.9150390625,2426072.8455810547,387466.1301269531,476601.850402832,1043576.3407897948,934467.6733398438
TAG(54:4)_FA 16:1,102899.6869506836,241566.7357788086,60785.54428100586,69857.74540710449,107853.5283203125,106077.62731933594
TAG(54:4)_FA 18:0,202989.85522460935,356178.02362060547,155722.69012451172,123363.96942138672,158608.2724609375,163982.5503540039
TAG(54:4)_FA 18:1,328562.2840576172,372916.3830566406,270512.3541870117,128245.72814941406,118749.62786865234,138049.5082397461
TAG(54:4)_FA 18:2,362616.9887695313,477306.7934570313,426337.36853027344,273544.3376464844,260268.7990722656,343388.64111328125
TAG(54:4)_FA 20:0,18216.421340942383,16934.001174926758,14929.520942687988,21296.98156738281,17541.681030273438,14288.781044006348
TAG(54:4)_FA 20:4,215972.33544921875,223070.09692382807,221672.15698242188,213321.13525390625,226815.99462890625,222657.8779296875
TAG(54:5)_FA 16:0,173815.75366210938,505118.9419555664,112897.94790649414,108910.04760742188,198162.5139770508,189198.97453308103
TAG(54:5)_FA 16:1,738291.4484863281,2390938.000610352,361552.12927246094,458364.3364868164,1029688.0457763672,883761.4176635742
TAG(54:5)_FA 18:0,46132.16293334961,41715.44291687012,31542.36214447021,33835.20211791992,30595.68214416504,30512.981964111328
TAG(54:5)_FA 18:1,215725.63568115237,392650.10803222656,185094.7739868164,125232.34924316406,171505.01043701172,173201.57061767578
TAG(54:5)_FA 18:2,234887.41400146484,345197.802734375,282089.9779663086,124497.96887207033,118178.9476928711,142856.2505493164
TAG(54:5)_FA 20:0,28018.88186645508,29478.02174377441,19604.981468200684,28502.44175720215,32148.60205078125,22382.821403503414
TAG(54:5)_FA 20:4,250644.51513671875,318093.1640625,318614.9033203125,181505.2713623047,184841.83337402344,260295.28088378903
TAG(54:6)_FA 16:0,85247.54592895508,169770.67163085938,63587.00506591797,45729.54315185547,50666.30374145508,54447.20388793945
TAG(54:6)_FA 16:1,173473.73052978516,503260.65924072266,100323.22732543944,108862.24670410156,198789.49465942383,170078.6316986084
TAG(54:6)_FA 18:0,40805.38287353516,39184.74279785156,34072.2423248291,39620.083435058594,34879.602600097656,31418.121948242188
TAG(54:6)_FA 18:1,43836.12274169922,40131.54263305664,36672.00230407715,34801.62240600586,33051.10221862793,29819.002197265625
TAG(54:6)_FA 18:2,157997.5714111328,328983.82208251953,182370.7149658203,124920.26696777344,146973.68963623047,169552.41311645508
TAG(54:6)_FA 20:0,18354.06145477295,16228.481178283691,14856.20095062256,16590.901123046875,17842.001266479492,15996.14094543457
TAG(54:6)_FA 20:4,170354.89080810547,189934.15380859372,212539.8737182617,92965.3876953125,95932.2466430664,124537.30883789062
TAG(54:7)_FA 16:0,68150.86328125,78003.90600585938,58284.405376434326,54648.683349609375,56709.38360595703,98046.62536621094
TAG(54:7)_FA 16:1,85146.00634765625,167617.61224365234,59389.68383789063,43240.44338989258,56398.82421875,52287.88397216797
TAG(54:7)_FA 18:0,35523.442443847656,33919.84242248535,34953.1423034668,36065.362548828125,35474.622497558594,33060.30229187012
TAG(54:7)_FA 18:1,38540.70278930664,35646.08233642578,34085.28259277344,39321.52276611328,36122.7421875,34594.022399902344
TAG(54:7)_FA 18:2,41618.34295654297,47973.323150634766,36404.42205810547,37097.28268432617,32021.062286376957,32802.06213378906
TAG(54:7)_FA 20:0,24500.74153137207,29270.621994018555,28044.68203735352,28799.901916503903,25663.58208465576,27600.601753234863
TAG(54:7)_FA 20:4,48213.86396789551,52386.08295440674,49383.62363433838,27624.02163696289,25944.022033691406,26336.401748657227
TAG(54:8)_FA 16:0,50907.384216308594,42555.5431060791,41117.70330810547,42841.80310058594,44484.00280761719,45629.78370666504
TAG(54:8)_FA 16:1,77990.0458984375,86560.26544189453,66962.38401794434,67409.1849975586,73216.8451538086,110622.68977355956
TAG(54:8)_FA 18:0,54149.08407592773,55738.62454223633,51473.22302246094,52058.1032409668,51633.96340942383,59145.40393066406
TAG(54:8)_FA 18:1,53109.44354248047,44851.32290649414,54349.32443237305,55720.223876953125,49250.96322631836,55688.16384887695
TAG(54:8)_FA 18:2,44008.7233581543,45491.62258911133,37979.72247314453,40097.16271972656,41114.54248046875,39937.12271118164
TAG(54:8)_FA 20:0,32848.62226867676,32055.022338867188,28483.501983642574,30095.48220062256,29303.06234741211,32501.12264251709
TAG(54:8)_FA 20:4,21954.101776123047,24247.62181854248,19729.50154113769,20495.5213470459,18636.081298828125,17774.841159820557
TAG(56:0)_FA 16:0,87123.10568237305,87407.56600952148,101787.66709899902,91277.00588989258,82411.76623535156,97855.24681091309
TAG(56:0)_FA 16:1,28831.102325439453,31752.26205444336,25593.26173400879,33264.702560424805,30578.782180786133,30353.642318725582
TAG(56:0)_FA 18:0,43075.94273376465,38486.24249267578,36492.32238769531,39335.48287963867,37298.66213989258,37492.56265258789
TAG(56:0)_FA 18:1,37731.74282836914,52191.043395996094,33125.52222442627,46128.3436126709,39297.24249267578,48473.70301055908
TAG(56:0)_FA 18:2,41023.14303588867,40264.96331787109,31257.562271118164,41371.34265136719,42497.98278808594,34393.842544555664
TAG(56:0)_FA 20:0,126400.20922851562,131230.75024414062,123876.30810546876,126613.88854980467,130769.2882080078,117723.04870605467
TAG(56:0)_FA 20:4,19542.50146484375,21767.82148742676,20306.58154296875,23933.80166244507,20787.201538085938,20451.58110809326
TAG(56:1)_FA 16:0,29099.44206237793,27709.621948242188,28368.04234313965,27696.082107543945,26490.00180053711,30966.76211547852
TAG(56:1)_FA 16:1,91794.7063293457,89541.08508300781,102900.5069580078,88350.34506225586,82648.86614990234,96526.68704223631
TAG(56:1)_FA 18:0,33996.42219543457,36260.08262634277,29969.3621673584,28518.90187072754,30040.12222290039,33886.42208099365
TAG(56:1)_FA 18:1,39062.34228515625,39133.02275085449,39367.00308227539,42554.24243164063,38450.5228881836,44833.70327758789
TAG(56:1)_FA 18:2,43748.44345092773,49194.1435546875,36763.041664123535,49050.064453125,43129.74287414551,47908.50363922119
TAG(56:1)_FA 20:0,64695.24530029297,69733.5244140625,59051.583404541016,57289.68405151367,61613.44409179688,62153.94421386719
TAG(56:1)_FA 20:4,29421.94201660156,26536.54219055176,21710.981552124023,24867.801651000977,27756.62198638916,23485.58162689209
TAG(56:2)_FA 16:0,30085.86195373535,34225.66229248047,27711.26205444336,34594.722427368164,31018.822219848636,34249.56245422363
TAG(56:2)_FA 16:1,33518.60232543945,30161.16192626953,28116.80212402344,33233.68212890625,27792.3221282959,28676.78207397461
TAG(56:2)_FA 18:0,42583.26321411133,44730.78332519531,34413.9227142334,32961.92261886597,30825.221923828125,36184.042221069336
TAG(56:2)_FA 18:1,31322.502471923828,35653.58255004883,32373.12236022949,33555.64242553711,30831.2420501709,37588.58264923096
TAG(56:2)_FA 18:2,38017.04254150391,42349.48289489746,42597.22291564941,37716.14263916016,40591.663146972656,42831.10314941406
TAG(56:2)_FA 20:0,127904.8881225586,176732.93237304688,120274.62963867188,107862.70806884766,132100.59100341797,120370.48815917967
TAG(56:2)_FA 20:4,18510.16128540039,18082.881317138672,14333.420860290527,17918.121215820312,18788.461250305176,16216.961235046389
TAG(56:3)_FA 16:0,37540.88243103027,35059.482330322266,26445.00170898437,32589.38256835937,32718.602600097656,28786.121948242188
TAG(56:3)_FA 16:1,32364.18228912353,33711.28202819824,29540.58179473877,35475.64254760742,28998.08195495605,31073.461807250977
TAG(56:3)_FA 18:0,85342.54643249512,177172.9132080078,53507.483810424805,50970.26316833496,80393.98582458496,87872.78663635254
TAG(56:3)_FA 18:1,48011.78326416016,55908.443618774414,45801.18280029297,41630.98281860352,35482.68274688721,42467.36260986328
TAG(56:3)_FA 18:2,37304.16255187988,46545.643127441406,35973.92251586914,39321.72326660156,36558.482666015625,42825.203125
TAG(56:3)_FA 20:0,64340.3450012207,85376.12501525879,60991.7840423584,50341.88296508789,45170.483459472656,44722.82290649414
TAG(56:3)_FA 20:4,33065.04243469238,30687.362091064453,29261.54200744629,30649.282104492188,30739.86233520508,29364.70198059082
TAG(56:4)_FA 16:0,36549.642822265625,52126.82421875,28226.70217895508,26886.442108154297,29178.46208953857,28576.722290039062
TAG(56:4)_FA 16:1,37735.5627746582,31386.002227783203,27414.761825561523,35362.52278137207,29260.582023620605,26391.78205871582
TAG(56:4)_FA 18:0,511196.1209716797,1617349.7708129885,274096.0598144531,323471.74139404297,687400.3917236328,662278.4473876953
TAG(56:4)_FA 18:1,60120.724197387695,155982.5909423828,52482.34341430664,53367.343338012695,74219.46524047852,80187.88585662842
TAG(56:4)_FA 18:2,47255.70358276367,58572.1436920166,42909.84296417236,43187.20269775391,38311.96258544922,49224.14337158203
TAG(56:4)_FA 20:0,57699.624420166016,74579.42498779297,62832.825592041016,60036.18521118164,52395.68336486816,52152.72395324707
TAG(56:4)_FA 20:4,170438.07299804688,178067.09301757812,157400.23046875,176413.31274414062,172240.1513671875,161700.87158203125
TAG(56:5)_FA 16:0,48999.52418518066,77196.36541748047,35995.32286834717,38497.10266113281,38066.26313781738,39273.6022644043
TAG(56:5)_FA 16:1,39454.46292114258,48895.68328857422,25602.121658325195,28175.141998291016,32947.70231628418,30633.46216583252
TAG(56:5)_FA 18:0,135822.34950256348,359065.8847351074,85247.32614135742,80107.80517578125,142734.34992980957,141350.95135498047
TAG(56:5)_FA 18:1,289935.9411010742,1367833.9744873047,258346.2583618164,269262.87811279297,558625.5455322266,565310.7159118652
TAG(56:5)_FA 18:2,60379.24398803711,146858.39013671875,56119.704330444336,51422.043548583984,74605.12561035156,82275.42622375488
TAG(56:5)_FA 20:0,23710.861824035645,27418.521697998047,22192.081329345703,22953.221557617188,23936.961601257324,21266.561820983887
TAG(56:5)_FA 20:4,115265.77069091795,149847.11071777344,128478.34967041016,99108.26544189452,107042.5463256836,128076.8296508789
TAG(56:6)_FA 16:0,119164.64755249023,286526.9176635742,76287.16485595703,53283.22393798828,61076.78378295898,61423.82427978516
TAG(56:6)_FA 16:1,47657.80310058594,79589.92568969727,37015.90283203125,35318.52290344238,37576.72233581543,37018.58332824707
TAG(56:6)_FA 18:0,87306.345703125,148610.13177490234,61167.70391845703,43791.84271240234,48997.70361328125,55977.24346923828
TAG(56:6)_FA 18:1,88279.98635864258,310115.06271362305,88682.80685424805,75890.705078125,124945.4694519043,131036.26953125
TAG(56:6)_FA 18:2,296628.68322753906,1348745.4502563477,250042.8194580078,268498.01596069336,563809.4963989258,589896.200012207
TAG(56:6)_FA 20:0,19646.34132385254,23373.34161376953,18601.681243896484,23517.681716918945,23321.62187194824,18620.86134338379
TAG(56:6)_FA 20:4,271041.08056640625,365571.0897216797,319759.2569580078,208741.29528808597,234408.97998046875,248068.75744628903
TAG(56:7)_FA 16:0,60534.9641418457,87891.54656982422,50149.60330200195,44517.16323852539,42744.26298522949,50394.34341430664
TAG(56:7)_FA 16:1,119519.28717041016,298004.9819030762,74145.56530761719,56517.92440795898,66834.12530517578,59465.34359741211
TAG(56:7)_FA 18:0,63478.0436706543,69587.22430419922,51446.80270385742,57165.0842590332,54752.72463989258,96341.02716064452
TAG(56:7)_FA 18:1,63986.12469482422,130176.67059326172,64295.86456298828,48413.44329833984,55534.603759765625,55776.2038269043
TAG(56:7)_FA 18:2,90976.38540649414,306397.90298461914,86646.7262878418,74194.86538696289,123486.4888305664,125239.46882629396
TAG(56:7)_FA 20:0,25796.021701812744,24639.40187072754,22567.961517333984,23529.12156677246,22641.38186645508,24519.10174560547
TAG(56:7)_FA 20:4,168111.91403198242,239851.51321411133,203970.45672607425,90229.8275756836,94353.96575927734,97721.1866455078
TAG(56:8)_FA 16:0,50460.34295654297,47887.40393066406,43653.44287109375,42414.22314453125,44723.26361083984,51915.98373413086
TAG(56:8)_FA 16:1,58737.44357299805,81709.58609008789,50772.16368103027,44929.643325805664,49018.64337158203,47440.56303405762
TAG(56:8)_FA 18:0,40106.32267761231,36361.762268066406,36549.66233825684,35996.3621673584,33922.342376708984,33599.362365722656
TAG(56:8)_FA 18:1,62928.02439880371,71053.1242980957,56850.38484191895,52468.56369018555,59732.66418457031,97318.32543182372
TAG(56:8)_FA 18:2,67102.20440673828,132445.94952392578,63566.86395263672,45786.54327392578,50819.723571777344,60575.52471923828
TAG(56:8)_FA 20:0,28993.181930541992,30963.042221069336,26796.362098693848,29376.66201019287,23346.72183227539,25472.741973876957
TAG(56:8)_FA 20:4,107498.0687866211,140425.19064331055,134440.11279296875,85809.48556518555,79700.28555297852,92034.52645874023
TAG(58:0)_FA 16:0,35859.22296142578,33464.581970214844,35119.78260803223,37783.56301879883,34980.30238342285,34521.98231506348
TAG(58:0)_FA 16:1,78914.44436645508,62190.484786987305,51069.64334106445,80605.76586914062,67386.6449432373,60471.38507080078
TAG(58:0)_FA 18:0,96304.06689453124,93237.3878173828,103153.18757629396,88124.86585998535,86625.0259399414,104986.1880493164
TAG(58:0)_FA 18:1,27428.66195678711,29639.80210876465,24593.48151397705,26029.602165222168,25187.942092895508,25247.14179992676
TAG(58:0)_FA 18:2,19849.38144683838,20811.401573181152,17962.44123840332,20087.701385498047,20559.821350097656,15979.501190185549
TAG(58:0)_FA 20:0,25965.62191772461,26248.46188354492,22054.501472473145,24471.821731567383,25617.64195251465,28400.582229614258
TAG(58:0)_FA 20:4,27926.00170135498,29259.14207458496,25157.561595916748,26364.18186950684,31563.402500152588,38755.0421295166
TAG(58:1)_FA 16:0,23699.02171325684,24341.94180297852,21314.541473388672,23712.761749267574,20890.581520080566,24347.24186706543
TAG(58:1)_FA 16:1,35512.68212890625,37086.843170166016,38209.52275085449,39897.40295410156,35393.462646484375,37525.90270996094
TAG(58:1)_FA 18:0,31335.20211791992,26003.40184020996,24148.22176361084,30391.6826171875,25753.32179260254,31023.20175552368
TAG(58:1)_FA 18:1,101196.70825195312,116147.22952270508,110449.12971496582,105787.18670654295,102825.48812866212,115614.2684249878
TAG(58:1)_FA 18:2,25990.901985168457,27299.88186645508,25219.28186798096,26739.54200744629,25116.06192779541,24144.821731567383
TAG(58:1)_FA 20:0,21641.22141265869,26390.16202545166,22993.3016204834,23807.161582946777,25602.28189086914,21839.86155319214
TAG(58:1)_FA 20:4,22160.52149963379,19070.00134277344,17870.781288146973,18727.60149383545,21123.081466674805,18205.38106918335
TAG(58:10)_FA 16:0,24515.721794128414,28712.78204345703,20837.381492614742,22693.801414489742,22653.98156738281,22271.4216003418
TAG(58:10)_FA 16:1,24382.701736450195,25808.482025146484,22529.241569519043,25073.02170562744,18458.941177368164,20137.441513061523
TAG(58:10)_FA 18:0,33053.542083740234,31428.40234375,25607.40171051025,32570.922218322758,33347.74247741699,37399.4024810791
TAG(58:10)_FA 18:1,26641.48161315918,24074.741897583008,23539.66160583496,27283.32191467285,26148.76181030273,28879.20188903809
TAG(58:10)_FA 18:2,60697.92468261719,41070.22302246094,46840.32292175293,42534.18305969238,37789.92263793945,51131.88404846192
TAG(58:10)_FA 20:0,21023.48162078857,23134.621658325195,19756.081466674805,20486.861488342285,22371.561630249023,18452.061401367188
TAG(58:10)_FA 20:4,36902.70262145996,32519.781951904297,31983.942489624023,27753.02182006836,27201.301971435547,29708.32208251953
TAG(58:2)_FA 16:0,22490.92172241211,25079.241821289062,20693.401473999023,25581.081497192383,21232.7216796875,17778.961235046387
TAG(58:2)_FA 16:1,25393.08184814453,22202.961486816406,20821.42148590088,24204.581573486328,20853.881240844727,22279.481552124023
TAG(58:2)_FA 18:0,33161.18249511719,31096.84259033203,26400.78223419189,31300.462158203125,26088.041946411133,28114.26211547852
TAG(58:2)_FA 18:1,29157.502075195312,25967.781784057617,31449.862228393555,30262.52165222168,28432.602157592773,34126.6424407959
TAG(58:2)_FA 18:2,100422.5867614746,113108.66952514648,114899.40854644775,100275.90893554688,100272.88745117188,117084.88931274414
TAG(58:2)_FA 20:0,27465.78186798096,28616.48200988769,22960.661712646484,24021.261589050293,23556.901809692383,27501.92163085937
TAG(58:2)_FA 20:4,48331.6635131836,48198.48309326172,39427.70315551758,48199.34307861328,52337.54302978516,44482.9626159668
TAG(58:3)_FA 16:0,30836.48203277588,28523.182388305664,23884.302032470703,30613.96216583252,25850.061637878414,25106.341766357426
TAG(58:3)_FA 16:1,20648.161529541016,26127.161895751957,20297.88144683838,23804.76153564453,22066.10154724121,21834.66149902344
