lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus_x,FAD185_M3_Male_5xFAD_hippocampus_x,FAD189_M1_Male_5xFAD_hippocampus_x,FAD189_M2_Male_5xFAD_hippocampus_x,FAD185_M1_Male_5xFAD_hippocampus_y,FAD185_M3_Male_5xFAD_hippocampus_y,FAD189_M1_Male_5xFAD_hippocampus_y,FAD189_M2_Male_5xFAD_hippocampus_y,Blank_Blank_Blank_Blank_Blank
FA(27:2),0,5.284867547115843,0,1,1,FA,238721.9820556641,129603.19191741943,96598.58877563477,63049.74560165405,238721.9820556641,129603.19191741943,96598.58877563477,63049.74560165405,31830.242279052734
FA(27:3),0,5.10853011983591,0,1,1,FA,240786.55769348145,149171.7720336914,42282.403438568115,16723.66119003296,240786.55769348145,149171.7720336914,42282.403438568115,16723.66119003296,45375.023681640625
FA(27:4),0,3.740475846491175,0,1,1,FA,68241.623878479,45543.98288345337,13137.020877838137,7470.400478363037,68241.623878479,45543.98288345337,13137.020877838137,7470.400478363037,51359.66369628906
FA(28:0),0,5.3852993317402635,0,1,1,FA,144492.45100402832,119489.35057067873,134605.52990722656,172856.42878723145,144492.45100402832,119489.35057067873,134605.52990722656,172856.42878723145,28822.442321777344
FA(28:1),0,9.198070925478183,0,1,1,FA,1856425.5283203125,1572824.2185058594,1674746.4068603516,3230701.451171875,1856425.5283203125,1572824.2185058594,1674746.4068603516,3230701.451171875,140184.7899169922
FA(28:2),0,4.231098008424053,0,1,1,FA,60684.644927978516,56558.80325317383,44171.28244018555,68654.54452514648,60684.644927978516,56558.80325317383,44171.28244018555,68654.54452514648,36202.50262451172
FA(28:3),0,5.260405342106677,0,1,1,FA,106140.86737060548,132124.07000732422,77803.62460327148,181677.64862060547,106140.86737060548,132124.07000732422,77803.62460327148,181677.64862060547,50293.14337158203
FA(28:4),0,4.957193990543049,0,1,1,FA,123246.3916015625,92642.90634155272,81038.9058227539,107296.34834289552,123246.3916015625,92642.90634155272,81038.9058227539,107296.34834289552,39330.06262207031
FA(28:5),0,4.957562945203132,0,1,1,FA,106242.14688110352,95696.78790283205,98044.5260925293,109158.68856811523,106242.14688110352,95696.78790283205,98044.5260925293,109158.68856811523,35232.46252441406
FA(28:6),0,5.074133612314155,0,1,1,FA,122327.76531982422,103203.12814331056,89366.36773300171,133456.5655784607,122327.76531982422,103203.12814331056,89366.36773300171,133456.5655784607,34132.7825012207
FA(29:0),0,7.477152590848478,0,1,1,FA,622437.225402832,346926.7088623047,329903.4430847168,1240445.8518981934,622437.225402832,346926.7088623047,329903.4430847168,1240445.8518981934,28903.92153930664
FA(29:1),0,4.251001104215325,0,1,1,FA,59570.26525878906,68343.26397705078,57156.26271057129,61855.26383972168,59570.26525878906,68343.26397705078,57156.26271057129,61855.26383972168,25239.80160522461
FA(29:2),0,5.181641984661564,0,1,1,FA,133790.42944335938,104248.8258972168,97246.68753051758,143532.4535522461,133790.42944335938,104248.8258972168,97246.68753051758,143532.4535522461,40158.66345214844
FA(29:3),0,7.434075365453677,0,1,1,FA,664425.5786743164,464812.67333984375,613601.7890625,686251.6192626953,664425.5786743164,464812.67333984375,613601.7890625,686251.6192626953,61862.46453857422
FA(3:0),0,0.7460990761750941,0,1,1,FA,4616.100311279297,4474.9603271484375,4694.060394287109,4754.700370788574,4616.100311279297,4474.9603271484375,4694.060394287109,4754.700370788574,4945.640338897705
FA(3:1),0,0.89629150667464,0,1,1,FA,5772.660396575928,5236.060359954834,5896.500408172607,5753.100395202637,5772.660396575928,5236.060359954834,5896.500408172607,5753.100395202637,3686.8602714538574
FA(30:1),0,5.007361987989176,0,1,1,FA,130488.96948242188,98799.78436279295,72029.76539611816,135318.57009887695,130488.96948242188,98799.78436279295,72029.76539611816,135318.57009887695,25251.52146911621
FA(30:2),0,5.559078481767731,0,1,1,FA,177421.55326843262,132078.78872680664,116093.51132202148,212586.79513549805,177421.55326843262,132078.78872680664,116093.51132202148,212586.79513549805,38128.70245361328
FA(30:3),0,5.402017061977276,0,1,1,FA,136910.890625,122412.84942626952,141111.93060302734,158807.9913330078,136910.890625,122412.84942626952,141111.93060302734,158807.9913330078,45492.32321166992
FA(30:4),0,5.405875965454168,0,1,1,FA,157570.8529663086,141074.7077331543,108892.78704833984,154067.77081298828,157570.8529663086,141074.7077331543,108892.78704833984,154067.77081298828,45677.2428894043
FA(30:5),0,5.359889941762774,0,1,1,FA,131190.07275390625,145046.89138793945,124823.9077758789,161882.56881713867,131190.07275390625,145046.89138793945,124823.9077758789,161882.56881713867,28115.80195617676
FA(30:6),0,5.215792370716353,0,1,1,FA,121222.48764038086,114635.76654052734,100402.78689575195,171222.21286010742,121222.48764038086,114635.76654052734,100402.78689575195,171222.21286010742,26589.62176513672
FA(31:0),0,4.736165400349471,0,1,1,FA,89178.34579467773,74708.505615234375,70269.00539398193,127058.74795532228,89178.34579467773,74708.505615234375,70269.00539398193,127058.74795532228,21158.88146972656
FA(32:0),0,3.6621114501969583,0,1,1,FA,43970.68264007568,38855.2632522583,34409.242935180664,50833.482414245605,43970.68264007568,38855.2632522583,34409.242935180664,50833.482414245605,13181.56095123291
FA(32:1),0,3.9752533356477713,0,1,1,FA,51591.50492858887,47028.92419433594,47099.0235748291,61131.464767456055,51591.50492858887,47028.92419433594,47099.0235748291,61131.464767456055,18008.06126022339
FA(32:4),0,5.02156260213549,0,1,1,FA,111055.6879272461,91210.6276550293,102433.32656860352,125438.84759521484,111055.6879272461,91210.6276550293,102433.32656860352,125438.84759521484,34405.84225463867
FA(32:5),0,4.163555553299349,0,1,1,FA,60486.36477661133,55853.84375,43805.38214111328,70492.22514343262,60486.36477661133,55853.84375,43805.38214111328,70492.22514343262,25019.94189453125
FA(32:6),0,4.429088564796944,0,1,1,FA,73962.20417785645,63904.06463623047,59615.14321899414,90177.86650085448,73962.20417785645,63904.06463623047,59615.14321899414,90177.86650085448,20922.801544189453
FA(33:0),0,3.679034934694249,0,1,1,FA,44375.963455200195,39651.683113098145,37365.18248748779,53097.68338775635,44375.963455200195,39651.683113098145,37365.18248748779,53097.68338775635,9500.760627746582
FA(34:0),0,3.7359006788521585,0,1,1,FA,46199.16313171387,44414.52346801758,36333.32304382324,50368.36408996582,46199.16313171387,44414.52346801758,36333.32304382324,50368.36408996582,13632.401084899902
FA(34:1),0,3.8391071667485623,0,1,1,FA,41194.86259460449,47113.403663635254,35140.70278930664,68008.98356628418,41194.86259460449,47113.403663635254,35140.70278930664,68008.98356628418,13806.40103149414
FA(34:5),0,4.845071482871783,0,1,1,FA,103404.8881225586,73261.70574951172,76267.34631347656,122608.04809570312,103404.8881225586,73261.70574951172,76267.34631347656,122608.04809570312,34620.44235229492
FA(34:6),0,3.74577109469046,0,1,1,FA,45658.58297729492,42628.76336669922,35982.5827331543,51623.16310119629,45658.58297729492,42628.76336669922,35982.5827331543,51623.16310119629,15935.581169128418
FA(35:0),0,3.4545201100459875,0,1,1,FA,33816.20252990723,35221.02303314209,30150.76210784912,44991.98401641846,33816.20252990723,35221.02303314209,30150.76210784912,44991.98401641846,12657.021057128906
FA(36:0),0,3.8895013078231373,0,1,1,FA,54723.423919677734,47453.76256561279,38525.40214538574,58688.74375152588,54723.423919677734,47453.76256561279,38525.40214538574,58688.74375152588,13235.52099609375
FA(36:4),0,3.9993004379933335,0,1,1,FA,50307.563873291016,51628.98368835449,40419.56280517578,61543.50396728515,50307.563873291016,51628.98368835449,40419.56280517578,61543.50396728515,24049.581413269043
FA(36:5),0,4.634403210666342,0,1,1,FA,89240.4462890625,73127.4048461914,68579.7444229126,108665.9503479004,89240.4462890625,73127.4048461914,68579.7444229126,108665.9503479004,17221.82130432129
FA(37:0),0,3.63446038896489,0,1,1,FA,42798.12289428711,40540.14277648926,38236.48244476318,46269.00328063965,42798.12289428711,40540.14277648926,38236.48244476318,46269.00328063965,10432.00072479248
FA(38:0),0,4.068749259893745,0,1,1,FA,56310.12342834473,56899.76448059082,46413.563678741455,64992.30488204956,56310.12342834473,56899.76448059082,46413.563678741455,64992.30488204956,16096.041069030762
FA(38:4),0,4.352459961613816,0,1,1,FA,64995.3850402832,66214.62335968018,55776.08469390869,85566.56649017334,64995.3850402832,66214.62335968018,55776.08469390869,85566.56649017334,20255.34130859375
FA(38:5),0,4.210216640333079,0,1,1,FA,53398.70359802246,60842.98368835449,76464.30605316162,60586.9235496521,53398.70359802246,60842.98368835449,76464.30605316162,60586.9235496521,14504.560943603516
FA(38:6),0,3.5458230382233493,0,1,1,FA,39470.40299987793,40151.16281890869,32453.542526245117,44394.082275390625,39470.40299987793,40151.16281890869,32453.542526245117,44394.082275390625,11091.360710144045
FA(4:0),0,2.1975338298133353,0,1,1,FA,13653.220977783203,11513.960800170898,10561.840835571287,14808.001037597656,13653.220977783203,11513.960800170898,10561.840835571287,14808.001037597656,13650.520889282228
FA(4:1),0,8.017777975675195,0,1,1,FA,753503.1171875,660503.12890625,593919.76220703125,837229.2392578125,753503.1171875,660503.12890625,593919.76220703125,837229.2392578125,780515.16796875
FA(40:6),0,8.17807389962307,0,1,1,FA,1251544.7256774902,471881.0527305603,1385945.374507904,1048147.0240325928,1251544.7256774902,471881.0527305603,1385945.374507904,1048147.0240325928,13028.760856628418
FA(42:6),0,4.468772161517773,0,1,1,FA,83241.80540847778,64646.723892211914,64109.18397521973,95943.208740234375,83241.80540847778,64646.723892211914,64109.18397521973,95943.208740234375,10848.6806640625
FA(46:0),0,4.495921445355591,0,1,1,FA,65675.52337646484,72953.92559814453,65252.26493835449,108250.86811828612,65675.52337646484,72953.92559814453,65252.26493835449,108250.86811828612,12787.88088607788
FA(5:0),0,2.698454504478114,0,1,1,FA,18548.761199951172,22271.201217651367,14242.681060791016,18067.601287841797,18548.761199951172,22271.201217651367,14242.681060791016,18067.601287841797,18144.041213989258
FA(5:1),0,4.1811441446097,0,1,1,FA,51959.58367919922,52323.403869628906,48180.743225097656,58409.523986816406,51959.58367919922,52323.403869628906,48180.743225097656,58409.523986816406,44685.92303466797
FA(5:2),0,6.161510861525337,0,1,1,FA,176824.63256835938,167268.31225585938,149859.2900390625,190981.873046875,176824.63256835938,167268.31225585938,149859.2900390625,190981.873046875,302270.66259765625
FA(6:0),0,4.546822952561323,0,1,1,FA,65342.924377441406,69905.944580078125,64768.14483642578,81812.12579345703,65342.924377441406,69905.944580078125,64768.14483642578,81812.12579345703,48914.98370361328
FA(6:1),0,9.281452170405789,0,1,1,FA,1671556.23046875,1568625.2109375,1454584.98828125,1846373.00390625,1671556.23046875,1568625.2109375,1454584.98828125,1846373.00390625,2124189.83203125
FA(6:2),0,3.7346440759255795,0,1,1,FA,38013.34289550781,31196.26251220703,31895.862182617188,48660.8232421875,38013.34289550781,31196.26251220703,31895.862182617188,48660.8232421875,36849.022521972656
FA(7:0),0,3.7539405880089785,0,1,1,FA,38367.34262084961,35920.64245605469,32583.502044677734,48956.822998046875,38367.34262084961,35920.64245605469,32583.502044677734,48956.822998046875,34006.042419433594
FA(7:1),0,2.8658321925201022,0,1,1,FA,19575.601593017574,22515.22152709961,19626.761306762695,22612.601791381836,19575.601593017574,22515.22152709961,19626.761306762695,22612.601791381836,18362.701568603516
FA(7:2),0,1.8981662768197691,0,1,1,FA,10312.100830078123,10146.460746765137,9780.320709228516,12048.880828857422,10312.100830078123,10146.460746765137,9780.320709228516,12048.880828857422,10060.460746765137
FA(7:3),0,1.9696897285102635,0,1,1,FA,10164.440658569336,8908.62060546875,8360.940628051758,10856.880836486816,10164.440658569336,8908.62060546875,8360.940628051758,10856.880836486816,15835.661163330078
FA(8:0),0,2.3400308493306192,0,1,1,FA,14221.94107055664,15312.161163330078,14186.460845947266,15586.041023254396,14221.94107055664,15312.161163330078,14186.460845947266,15586.041023254396,12103.660873413086
FA(8:1),0,1.7508736008707324,0,1,1,FA,9285.140655517578,9360.040641784668,9648.680725097656,10756.080726623535,9285.140655517578,9360.040641784668,9648.680725097656,10756.080726623535,8337.040550231934
FA(8:2),0,3.053579418519027,0,1,1,FA,24044.461624145508,23510.12159729004,23682.56143188477,30883.44241333008,24044.461624145508,23510.12159729004,23682.56143188477,30883.44241333008,15581.281112670898
FA(8:5),0,5.102991684613542,0,1,1,FA,117807.04748535156,113937.087890625,71592.46533203125,94367.74658203124,117807.04748535156,113937.087890625,71592.46533203125,94367.74658203124,86826.406494140625
FA(8:6),0,3.8186282022769444,0,1,1,FA,44271.84289550781,42945.883239746094,30017.10220336914,42315.482849121094,44271.84289550781,42945.883239746094,30017.10220336914,42315.482849121094,38732.64288330078
FA(9:0) | FA(10:7),0,3.5474168678681584,0,1,1,FA,34855.08250427246,32153.092330932617,32719.882431030273,41943.0329284668,34855.08250427246,32153.092330932617,32719.882431030273,41943.0329284668,23753.311752319336
FA(9:1),0,2.8315052099588045,0,1,1,FA,19779.981323242188,19281.42155456543,17637.941192626953,21215.00146484375,19779.981323242188,19281.42155456543,17637.941192626953,21215.00146484375,21670.78155517578
FA(9:2),0,2.550338536939928,0,1,1,FA,15894.981063842772,16740.681106567383,14851.821113586426,17914.1212310791,15894.981063842772,16740.681106567383,14851.821113586426,17914.1212310791,16754.761169433594
LPC(10:0)|PC(O-10:0),0,4.301954502080205,0,1,1,PC,61103.68359375,62824.36517333984,55619.54382324219,58116.384338378906,61103.68359375,62824.36517333984,55619.54382324219,58116.384338378906,41544.883056640625
LPC(12:0),0,5.3280868198171785,0,1,1,PC,154140.75244140625,121968.24963378906,120525.78924560548,122555.30725097656,154140.75244140625,121968.24963378906,120525.78924560548,122555.30725097656,53912.94366455078
LPC(14:0)|PC(O-14:0)|LPC(O-15:0),0,6.214336798812084,0,1,1,PC,207376.494140625,202392.654296875,193617.25537109375,199416.275390625,207376.494140625,202392.654296875,193617.25537109375,199416.275390625,234598.55541992188
LPC(14:1)|LPC(P-15:0),0,6.168814362211395,0,1,1,PC,200613.13525390625,196924.73388671875,188878.71362304688,192210.27392578125,200613.13525390625,196924.73388671875,188878.71362304688,192210.27392578125,226678.43603515625
LPC(15:1)|LPC(O-16:1)|LPC(P-16:0),0,4.623275964188275,0,1,1,PC,74741.60528564453,65907.184814453125,83179.42541503906,86783.00653076172,74741.60528564453,65907.184814453125,83179.42541503906,86783.00653076172,39583.62292480469
LPC(16:0)|PC(O-16:0)|LPC(O-17:0),0,6.2569934870107,0,1,1,PC,204351.29418945312,314529.98083496094,338661.1241455078,191018.15423583984,204351.29418945312,314529.98083496094,338661.1241455078,191018.15423583984,53302.00384521485
LPC(16:1)|LPC(P-17:0),0,6.162834277298597,0,1,1,PC,204728.1958618164,290568.177734375,305112.4192504883,179219.43258666992,204728.1958618164,290568.177734375,305112.4192504883,179219.43258666992,52141.703857421875
LPC(17:1)|LPC(O-18:1)|LPC(P-18:0),0,6.363992972531334,0,1,1,PC,224059.75354003903,328317.81842041016,375020.54846191406,207737.8768310547,224059.75354003903,328317.81842041016,375020.54846191406,207737.8768310547,51907.023193359375
LPC(17:2)|LPC(P-18:1),0,6.4105305602740765,0,1,1,PC,234211.21936035156,343144.8073730469,383923.4450683594,214325.7321166992,234211.21936035156,343144.8073730469,383923.4450683594,214325.7321166992,50958.983947753906
LPC(18:0)|PC(O-18:0)|LPC(O-19:0),0,6.7789299862246235,0,1,1,PC,292619.6819458008,436926.7703857422,504826.4776611328,269619.60052490234,292619.6819458008,436926.7703857422,504826.4776611328,269619.60052490234,77296.1060180664
LPC(18:1)|PC(O-18:1)|PC(P-18:0),0,6.722428003588968,0,1,1,PC,281201.9019165039,415383.23571777344,481998.6755371094,268947.8759765625,281201.9019165039,415383.23571777344,481998.6755371094,268947.8759765625,73049.14453125
LPC(18:2)|LPC(P-19:1),0,6.5582256247204285,0,1,1,PC,259676.4794921875,365964.1845703125,425856.84521484375,234785.6778564453,259676.4794921875,365964.1845703125,425856.84521484375,234785.6778564453,69793.685302734375
LPC(18:3),0,6.04703488344611,0,1,1,PC,182542.17236328125,245892.83868408203,297070.38415527344,174209.87225341797,182542.17236328125,245892.83868408203,297070.38415527344,174209.87225341797,50995.364013671875
LPC(18:4),0,5.2687116647269425,0,1,1,PC,112352.98815917967,130520.67041015624,154067.1717529297,113020.0867919922,112352.98815917967,130520.67041015624,154067.1717529297,113020.0867919922,41977.502990722656
LPC(19:3),0,6.766398357726565,0,1,1,PC,286197.3051147461,447256.45782470703,495409.6560058594,257363.5546875,286197.3051147461,447256.45782470703,495409.6560058594,257363.5546875,81286.18536376953
LPC(2:0),0,3.5220037229165166,0,1,1,PC,37035.14253234863,32431.58251953125,29894.042236328125,41889.58279418945,37035.14253234863,32431.58251953125,29894.042236328125,41889.58279418945,21602.38175201416
LPC(20:2)|PC(O-20:2),0,6.244270368319771,0,1,1,PC,238938.75665283203,263446.33673095703,330734.5456542969,208190.6728515625,238938.75665283203,263446.33673095703,330734.5456542969,208190.6728515625,49336.74334716797
LPC(20:3),0,6.191628069162834,0,1,1,PC,230865.95678710935,254610.01849365231,318550.0650024414,198872.91528320312,230865.95678710935,254610.01849365231,318550.0650024414,198872.91528320312,48541.02307128906
LPC(20:4),0,6.117970016231814,0,1,1,PC,215838.11627197263,240053.17767333984,300850.53924560547,192726.5329589844,215838.11627197263,240053.17767333984,300850.53924560547,192726.5329589844,49106.983337402344
LPC(20:5),0,6.012630856878453,0,1,1,PC,200180.47332763672,214422.47833251953,284858.1436767578,180333.13214111328,200180.47332763672,214422.47833251953,284858.1436767578,180333.13214111328,47736.003662109375
LPC(22:2),0,7.752052186245103,0,1,1,PC,623795.4306640625,620648.5090332031,782624.4987792969,932027.499267578,623795.4306640625,620648.5090332031,782624.4987792969,932027.499267578,138519.96948242188
LPC(22:4),0,10.109161436223953,0,1,1,PC,3044083.5556640625,2862218.9272460938,3633125.908203125,6153291.131347656,3044083.5556640625,2862218.9272460938,3633125.908203125,6153291.131347656,241431.71850585935
LPC(22:5),0,10.119568794807103,0,1,1,PC,3085662.2126464844,2869418.9321289062,3685978.37890625,6173023.437744141,3085662.2126464844,2869418.9321289062,3685978.37890625,6173023.437744141,235799.1552734375
LPC(22:6),0,10.10447427555665,0,1,1,PC,3034141.337890625,2846704.419921875,3608757.60546875,6181705.6513671875,3034141.337890625,2846704.419921875,3608757.60546875,6181705.6513671875,215034.11389160156
LPC(24:0),0,7.745625766415433,0,1,1,PC,962746.7464599608,714065.1926269531,600970.9619140625,718077.5908203125,962746.7464599608,714065.1926269531,600970.9619140625,718077.5908203125,98562.5264892578
LPC(24:1),0,7.72685897311814,0,1,1,PC,947463.6771240234,703872.4908447266,598382.2253417969,706272.10205078125,947463.6771240234,703872.4908447266,598382.2253417969,706272.10205078125,98224.22705078124
LPC(3:0)|PC(O-3:0),0,3.0865967826093836,0,1,1,PC,26365.34194946289,25802.04179382324,24118.5615234375,24639.041870117188,26365.34194946289,25802.04179382324,24118.5615234375,24639.041870117188,19077.801300048828
LPC(3:1),0,2.962206978828059,0,1,1,PC,24786.20147705078,24226.421966552734,21764.601501464844,21678.06149291992,24786.20147705078,24226.421966552734,21764.601501464844,21678.06149291992,17637.001205444336
LPC(4:0)|PC(O-4:0)|PC(O-5:0),0,4.460233437545044,0,1,1,PC,63437.60400390625,61270.384765625,52950.16375732422,68414.38482666016,63437.60400390625,61270.384765625,52950.16375732422,68414.38482666016,62643.72424316406
LPC(6:0),0,3.740446002865308,0,1,1,PC,39516.682861328125,38766.9626159668,39581.12286376953,36287.742736816406,39516.682861328125,38766.9626159668,39581.12286376953,36287.742736816406,33953.34265136719
LPC(8:0),0,3.4653151060513903,0,1,1,PC,33265.82244873047,33098.78256225586,33260.56228637695,31259.582275390625,33265.82244873047,33098.78256225586,33260.56228637695,31259.582275390625,25071.181671142574
LPC(O-10:1),0,4.064087391508102,0,1,1,PC,51998.103942871094,50156.84344482422,48807.8037109375,44900.78314208984,51998.103942871094,50156.84344482422,48807.8037109375,44900.78314208984,40007.742736816406
LPC(O-20:4),0,6.739540631954837,0,1,1,PC,284407.74212646484,431936.65521240234,486337.9167480469,254639.7587890625,284407.74212646484,431936.65521240234,486337.9167480469,254639.7587890625,80810.565673828125
LPE(12:0),0,5.607348269334102,0,1,1,PE,181631.49182128903,170454.3895263672,143283.30993652344,128043.10925292967,181631.49182128903,170454.3895263672,143283.30993652344,128043.10925292967,72026.84509277344
LPE(14:0),0,5.064245017636389,0,1,1,PE,106775.64813232422,105857.08795166016,112526.60675048828,92332.12677001952,106775.64813232422,105857.08795166016,112526.60675048828,92332.12677001952,57922.404296875
LPE(14:1),0,6.496032645772829,0,1,1,PE,275458.16259765625,298722.1013183594,293639.28076171875,327704.5017089844,275458.16259765625,298722.1013183594,293639.28076171875,327704.5017089844,97076.947021484375
LPE(15:1)|LPE(P-16:0),0,6.521092195252205,0,1,1,PE,510373.5239257813,274682.9245605469,204752.23309326172,273698.6168823242,510373.5239257813,274682.9245605469,204752.23309326172,273698.6168823242,57129.9638671875
LPE(16:1),0,5.626552940888982,0,1,1,PE,178050.2529296875,143784.1908569336,136973.78967285156,169588.42932128906,178050.2529296875,143784.1908569336,136973.78967285156,169588.42932128906,74912.20501708984
LPE(17:1)|LPE(O-18:1)|LPE(P-18:0),0,6.7371058744724825,0,1,1,PE,583487.0319213867,319216.26037597656,232087.95379638672,326827.35736083984,583487.0319213867,319216.26037597656,232087.95379638672,326827.35736083984,71574.94512939453
LPE(17:2),0,4.878136657022186,0,1,1,PE,90369.24676513672,85354.92584228516,77199.38562011719,84072.36602783203,90369.24676513672,85354.92584228516,77199.38562011719,84072.36602783203,76645.78509521484
LPE(18:1),0,5.990148481315502,0,1,1,PE,147506.29119873047,268707.42376708984,267510.55743408203,175596.91040039062,147506.29119873047,268707.42376708984,267510.55743408203,175596.91040039062,55207.724060058594
LPE(18:2)|LPE(P-19:1),0,5.820251039799935,0,1,1,PE,201526.59344482425,192652.67474365231,171591.21350097656,190278.79315185547,201526.59344482425,192652.67474365231,171591.21350097656,190278.79315185547,54362.52392578125
LPE(18:3),0,4.388309233058845,0,1,1,PE,65918.4248046875,61153.18420410156,55875.40399169922,64330.664611816406,65918.4248046875,61153.18420410156,55875.40399169922,64330.664611816406,48280.76379394531
LPE(18:4),0,4.616904687977129,0,1,1,PE,88035.9663696289,71219.86529541016,65273.784606933594,65275.22448730469,88035.9663696289,71219.86529541016,65273.784606933594,65275.22448730469,56470.204345703125
LPE(19:1)|LPE(P-20:0),0,3.6460054354279663,0,1,1,PE,3940.640312194824,15515.281093597412,51331.68339538574,63479.08386230469,3940.640312194824,15515.281093597412,51331.68339538574,63479.08386230469,39778.52243041992
LPE(20:0),0,3.121990708890158,0,1,1,PE,62723.90397262573,54680.84397888184,4801.900329589844,2571.800178527832,62723.90397262573,54680.84397888184,4801.900329589844,2571.800178527832,2168.8401489257812
LPE(20:1),0,4.206010566098992,0,1,1,PE,86616.38613510132,171943.6100578308,7805.120422363281,3642.240261077881,86616.38613510132,171943.6100578308,7805.120422363281,3642.240261077881,2031.0601501464844
LPE(20:2),0,5.665229069223326,0,1,1,PE,386055.4677848816,342430.14724731445,10192.700828552246,2125.4401359558105,386055.4677848816,342430.14724731445,10192.700828552246,2125.4401359558105,2000.340129852295
LPE(20:3),0,3.838528719708592,0,1,1,PE,118867.42853164671,77489.36529541016,7855.660625457764,2019.980136871338,118867.42853164671,77489.36529541016,7855.660625457764,2019.980136871338,2059.740146636963
LPE(20:4),0,3.700847400959387,0,1,1,PE,118222.82836151125,58472.463832855225,5558.160369873047,3425.680191040039,118222.82836151125,58472.463832855225,5558.160369873047,3425.680191040039,2961.640182495117
LPE(20:5),0,4.550300442207804,0,1,1,PE,94027.6256904602,14060.420886993408,17792.021297454834,7087.12052154541,94027.6256904602,14060.420886993408,17792.021297454834,7087.12052154541,176354.4186477661
LPE(22:0),0,5.243648074831341,0,1,1,PE,145309.94946289062,120672.96752929688,106238.06646728516,116425.40838623048,145309.94946289062,120672.96752929688,106238.06646728516,116425.40838623048,51983.88360595703
LPE(22:1),0,7.84050426599766,0,1,1,PE,789313.3388671875,765742.91552734375,895537.7509765625,734613.83740234375,789313.3388671875,765742.91552734375,895537.7509765625,734613.83740234375,116784.56842041016
LPE(22:2),0,5.959129357723703,0,1,1,PE,227237.45599365231,229258.35473632812,185507.1741333008,205488.25360107425,227237.45599365231,229258.35473632812,185507.1741333008,205488.25360107425,47496.923278808594
LPE(22:4),0,5.4608993772247185,0,1,1,PE,112002.84735107422,200360.75512695312,169990.51287841797,90144.6265258789,112002.84735107422,200360.75512695312,169990.51287841797,90144.6265258789,58639.50372314453
LPE(22:5),0,5.163738260152471,0,1,1,PE,107785.14807128906,131483.0499267578,127527.66802978516,94080.70770263672,107785.14807128906,131483.0499267578,127527.66802978516,94080.70770263672,50964.26336669922
LPE(22:6),0,6.969158174379452,0,1,1,PE,330980.98388671875,550448.6175537109,600542.0192871094,258348.7196044922,330980.98388671875,550448.6175537109,600542.0192871094,258348.7196044922,68918.24462890625
LPE(24:1),0,5.016651126179734,0,1,1,PE,113701.4287109375,112618.24853515624,111890.80798339844,79470.16580200195,113701.4287109375,112618.24853515624,111890.80798339844,79470.16580200195,44508.90313720703
LPE(24:6),0,5.594465785556962,0,1,1,PE,150854.44970703125,212553.09521484375,174082.59130859375,102587.48699951172,150854.44970703125,212553.09521484375,174082.59130859375,102587.48699951172,53673.483947753906
LPE(O-16:0),0,4.951627056763226,0,1,1,PE,99191.02722167967,84780.98547363281,101092.16638183594,99190.84783935548,99191.02722167967,84780.98547363281,101092.16638183594,99190.84783935548,54741.10369873047
LPE(O-20:0),0,3.3577548081165483,0,1,1,PE,3320.9802436828613,3483.100212097168,44338.2635307312,31073.06190109253,3320.9802436828613,3483.100212097168,44338.2635307312,31073.06190109253,56186.56405639648
LPE(O-20:4),0,5.315930744049864,0,1,1,PE,143280.21069335938,100692.6668701172,149771.53253173828,123274.08825683594,143280.21069335938,100692.6668701172,149771.53253173828,123274.08825683594,50684.08380126953
LPG(14:0),0,4.769422361151368,0,1,1,PG,87720.46673583984,85536.8461303711,82490.04583740234,81374.08575439453,87720.46673583984,85536.8461303711,82490.04583740234,81374.08575439453,50009.243591308594
LPG(14:1),0,7.759234718391183,0,1,1,PG,791545.5263671875,684140.962890625,568287.37841796875,775970.75390625,791545.5263671875,684140.962890625,568287.37841796875,775970.75390625,275197.39990234375
LPG(15:0)|LPG(O-16:0),0,6.14252252057875,0,1,1,PG,215526.95581054688,201476.3741455078,253271.21606445312,217688.49462890625,215526.95581054688,201476.3741455078,253271.21606445312,217688.49462890625,115894.58837890624
LPG(15:1)|LPG(P-16:0),0,4.845244618532645,0,1,1,PG,80853.46530151367,86344.5053100586,75832.92529296875,75923.76611328125,80853.46530151367,86344.5053100586,75832.92529296875,75923.76611328125,84058.545654296875
LPG(16:0),0,4.659234454030324,0,1,1,PG,82256.74627685547,78501.38613891602,76978.28530883789,80487.46551513672,82256.74627685547,78501.38613891602,76978.28530883789,80487.46551513672,41210.86315917969
LPG(16:1),0,5.236572295745148,0,1,1,PG,117576.58850097656,118150.56829833984,145360.02966308594,95772.1065673828,117576.58850097656,118150.56829833984,145360.02966308594,95772.1065673828,59603.5244140625
LPG(17:1)|LPG(P-18:0),0,3.418756233376608,0,1,1,PG,4410.000358581543,24358.821746826172,21971.24151992798,47039.26328277588,4410.000358581543,24358.821746826172,21971.24151992798,47039.26328277588,49126.58312988281
LPG(17:2),0,4.454271526358769,0,1,1,PG,45731.62279891968,65243.24433135986,64245.424255371094,71934.4252319336,45731.62279891968,65243.24433135986,64245.424255371094,71934.4252319336,60700.24426269531
