Lipid,Q1,Q3,Intensity,Filename
"""[TG(52:7),TG(51:0)]_FA22:5""",866.82,519.52,1760,20241023_PlasmaExtract24.wiff.scan
"""[TG(53:7),TG(52:0)]_FA22:5""",880.83,533.53,320,20241023_PlasmaExtract24.wiff.scan
"""[TG(54:7),TG(53:0)]_FA22:5""",894.85,547.55,680,20241023_PlasmaExtract24.wiff.scan
"""[TG(55:7),TG(54:0)]_FA22:5""",908.86,561.56,480,20241023_PlasmaExtract24.wiff.scan
"""[TG(56:7),TG(55:0)]_FA22:5""",922.88,575.58,880,20241023_PlasmaExtract24.wiff.scan
"""[TG(58:14),TG(57:7),TG(56:0)]_FA22:5""",936.9,589.6,640,20241023_PlasmaExtract24.wiff.scan
"""[TG(60:14),TG(59:7),TG(58:0)]_FA22:5""",964.93,617.63,560,20241023_PlasmaExtract24.wiff.scan
"""[TG(61:14),TG(60:7),TG(59:0)]_FA22:5""",978.94,631.64,200,20241023_PlasmaExtract24.wiff.scan
"""[TG(62:14),TG(61:7),TG(60:0)]_FA22:5""",992.96,645.66,120,20241023_PlasmaExtract24.wiff.scan
"""[TG(62:7),TG(61:0)]_FA22:5""",1006.97,659.67,400,20241023_PlasmaExtract24.wiff.scan
"""[TG(64:14),TG(63:7),TG(62:0)]_FA22:5""",1020.99,673.69,80,20241023_PlasmaExtract24.wiff.scan
"""[TG(64:7),TG(63:0)]_FA22:5""",1035.01,687.71,400,20241023_PlasmaExtract24.wiff.scan
"""[TG(66:14),TG(65:7),TG(64:0)]_FA22:5""",1049.02,701.72,160,20241023_PlasmaExtract24.wiff.scan
[TG(44:5)]_FA22:5,758.63,411.33,760,20241023_PlasmaExtract24.wiff.scan
[TG(45:5)]_FA22:5,772.65,425.35,520,20241023_PlasmaExtract24.wiff.scan
[TG(46:5)]_FA22:5,786.66,439.36,520,20241023_PlasmaExtract24.wiff.scan
[TG(46:6)]_FA22:5,784.65,437.35,1200,20241023_PlasmaExtract24.wiff.scan
[TG(47:5)]_FA22:5,800.68,453.38,480,20241023_PlasmaExtract24.wiff.scan
[TG(47:6)]_FA22:5,798.66,451.36,760,20241023_PlasmaExtract24.wiff.scan
[TG(48:5)]_FA22:5,814.69,467.39,800,20241023_PlasmaExtract24.wiff.scan
[TG(48:6)]_FA22:5,812.68,465.38,600,20241023_PlasmaExtract24.wiff.scan
[TG(49:5)]_FA22:5,828.71,481.41,160,20241023_PlasmaExtract24.wiff.scan
[TG(49:6)]_FA22:5,826.69,479.39,360,20241023_PlasmaExtract24.wiff.scan
[TG(50:6)]_FA22:5,840.71,493.41,440,20241023_PlasmaExtract24.wiff.scan
[TG(51:5)]_FA22:5,856.74,509.44,680,20241023_PlasmaExtract24.wiff.scan
[TG(51:6)]_FA22:5,854.72,507.42,880,20241023_PlasmaExtract24.wiff.scan
[TG(52:6)]_FA22:5,868.74,521.44,280,20241023_PlasmaExtract24.wiff.scan
[TG(53:6)]_FA22:5,882.76,535.46,520,20241023_PlasmaExtract24.wiff.scan
"""[TG(54:12),TG(53:5)]_FA22:5""",884.77,537.47,440,20241023_PlasmaExtract24.wiff.scan
"""[TG(56:12),TG(55:5)]_FA22:5""",912.8,565.5,480,20241023_PlasmaExtract24.wiff.scan
"""[TG(56:13),TG(55:6)]_FA22:5""",910.79,563.49,440,20241023_PlasmaExtract24.wiff.scan
[TG(56:6)]_FA22:5,924.8,577.5,1800,20241023_PlasmaExtract24.wiff.scan
"""[TG(57:12),TG(56:5)]_FA22:5""",926.82,579.52,680,20241023_PlasmaExtract24.wiff.scan
"""[TG(58:12),TG(57:5)]_FA22:5""",940.83,593.53,200,20241023_PlasmaExtract24.wiff.scan
"""[TG(58:13),TG(57:6)]_FA22:5""",938.82,591.52,480,20241023_PlasmaExtract24.wiff.scan
"""[TG(59:12),TG(58:5)]_FA22:5""",954.85,607.55,80,20241023_PlasmaExtract24.wiff.scan
"""[TG(59:13),TG(58:6)]_FA22:5""",952.83,605.53,120,20241023_PlasmaExtract24.wiff.scan
"""[TG(60:12),TG(59:5)]_FA22:5""",968.86,621.56,240,20241023_PlasmaExtract24.wiff.scan
"""[TG(60:13),TG(59:6)]_FA22:5""",966.85,619.55,200,20241023_PlasmaExtract24.wiff.scan
"""[TG(61:12),TG(60:5)]_FA22:5""",982.88,635.58,240,20241023_PlasmaExtract24.wiff.scan
"""[TG(61:13),TG(60:6)]_FA22:5""",980.86,633.56,160,20241023_PlasmaExtract24.wiff.scan
"""[TG(62:12),TG(61:5)]_FA22:5""",996.9,649.6,120,20241023_PlasmaExtract24.wiff.scan
"""[TG(62:13),TG(61:6)]_FA22:5""",994.88,647.58,80,20241023_PlasmaExtract24.wiff.scan
"""[TG(63:12),TG(62:5)]_FA22:5""",1010.91,663.61,400,20241023_PlasmaExtract24.wiff.scan
"""[TG(63:13),TG(62:6)]_FA22:5""",1008.9,661.6,560,20241023_PlasmaExtract24.wiff.scan
"""[TG(64:12),TG(63:5)]_FA22:5""",1024.93,677.63,240,20241023_PlasmaExtract24.wiff.scan
"""[TG(64:13),TG(63:6)]_FA22:5""",1022.91,675.61,240,20241023_PlasmaExtract24.wiff.scan
[TG(64:6)]_FA22:5,1036.93,689.63,160,20241023_PlasmaExtract24.wiff.scan
"""[TG(65:12),TG(64:5)]_FA22:5""",1038.94,691.64,160,20241023_PlasmaExtract24.wiff.scan
"""[TG(66:12),TG(65:5)]_FA22:5""",1052.96,705.66,160,20241023_PlasmaExtract24.wiff.scan
"""[TG(66:13),TG(65:6)]_FA22:5""",1050.94,703.64,1360,20241023_PlasmaExtract24.wiff.scan
[TG(66:5)]_FA22:5,1066.97,719.67,440,20241023_PlasmaExtract24.wiff.scan
[TG(66:6)]_FA22:5,1064.96,717.66,440,20241023_PlasmaExtract24.wiff.scan
[TG(66:7)]_FA22:5,1062.94,715.64,80,20241023_PlasmaExtract24.wiff.scan
[TG(50:5)]_FA22:5,842.72,495.42,680,20241023_PlasmaExtract24.wiff.scan
[TG(52:5)]_FA22:5,870.76,523.46,680,20241023_PlasmaExtract24.wiff.scan
"""[TG(53:10),TG(52:3)]_FA22:5""",874.79,527.49,840,20241023_PlasmaExtract24.wiff.scan
"""[TG(54:10),TG(53:3)]_FA22:5""",888.8,541.5,480,20241023_PlasmaExtract24.wiff.scan
"""[TG(54:11),TG(53:4)]_FA22:5""",886.79,539.49,160,20241023_PlasmaExtract24.wiff.scan
[TG(54:5)]_FA22:5,898.79,551.49,1480,20241023_PlasmaExtract24.wiff.scan
[TG(54:6)]_FA22:5,896.77,549.47,800,20241023_PlasmaExtract24.wiff.scan
"""[TG(54:8),TG(53:1)]_FA22:5""",892.83,545.53,840,20241023_PlasmaExtract24.wiff.scan
"""[TG(54:9),TG(53:2)]_FA22:5""",890.82,543.52,680,20241023_PlasmaExtract24.wiff.scan
"""[TG(55:10),TG(54:3)]_FA22:5""",902.82,555.52,160,20241023_PlasmaExtract24.wiff.scan
"""[TG(55:11),TG(54:4)]_FA22:5""",900.8,553.5,440,20241023_PlasmaExtract24.wiff.scan
"""[TG(55:8),TG(54:1)]_FA22:5""",906.85,559.55,400,20241023_PlasmaExtract24.wiff.scan
"""[TG(55:9),TG(54:2)]_FA22:5""",904.83,557.53,640,20241023_PlasmaExtract24.wiff.scan
"""[TG(56:9),TG(55:2)]_FA22:5""",918.85,571.55,480,20241023_PlasmaExtract24.wiff.scan
"""[TG(58:7),TG(57:0)]_FA22:5""",950.91,603.61,680,20241023_PlasmaExtract24.wiff.scan
CE(12:0),586.56,369.2,1840,20241023_PlasmaExtract3.wiff.scan
CE(14:0),614.59,369.2,30320,20241023_PlasmaExtract3.wiff.scan
CE(14:1),612.57,369.2,6320,20241023_PlasmaExtract3.wiff.scan
CE(15:0),628.6,369.2,12640,20241023_PlasmaExtract3.wiff.scan
CE(15:1),626.59,369.2,3720,20241023_PlasmaExtract3.wiff.scan
CE(16:0),642.62,369.2,326040,20241023_PlasmaExtract3.wiff.scan
CE(16:1),640.6,369.2,149080,20241023_PlasmaExtract3.wiff.scan
CE(16:2),638.59,369.2,10920,20241023_PlasmaExtract3.wiff.scan
CE(16:3),636.57,369.2,1560,20241023_PlasmaExtract3.wiff.scan
CE(17:0),656.63,369.2,9400,20241023_PlasmaExtract3.wiff.scan
CE(17:1),654.62,369.2,17880,20241023_PlasmaExtract3.wiff.scan
CE(18:0),670.65,369.2,68320,20241023_PlasmaExtract3.wiff.scan
CE(18:1),668.63,369.2,965240,20241023_PlasmaExtract3.wiff.scan
CE(18:2),666.62,369.2,4904800,20241023_PlasmaExtract3.wiff.scan
CE(18:3),664.6,369.2,360320,20241023_PlasmaExtract3.wiff.scan
CE(19:0),684.67,369.2,16560,20241023_PlasmaExtract3.wiff.scan
CE(20:0),698.68,369.2,104720,20241023_PlasmaExtract3.wiff.scan
CE(20:1),696.67,369.2,25960,20241023_PlasmaExtract3.wiff.scan
CE(20:2),694.65,369.2,5800,20241023_PlasmaExtract3.wiff.scan
CE(20:3),692.63,369.2,67880,20241023_PlasmaExtract3.wiff.scan
CE(20:4),690.62,369.2,251480,20241023_PlasmaExtract3.wiff.scan
CE(20:5),688.6,369.2,59960,20241023_PlasmaExtract3.wiff.scan
CE(22:0),726.71,369.2,5400,20241023_PlasmaExtract3.wiff.scan
CE(22:1),724.7,369.2,5680,20241023_PlasmaExtract3.wiff.scan
CE(22:2),722.68,369.2,23880,20241023_PlasmaExtract3.wiff.scan
CE(22:3),720.67,369.2,9440,20241023_PlasmaExtract3.wiff.scan
CE(22:4),718.65,369.2,3880,20241023_PlasmaExtract3.wiff.scan
CE(22:5),716.63,369.2,17560,20241023_PlasmaExtract3.wiff.scan
CE(22:6),714.62,369.2,62000,20241023_PlasmaExtract3.wiff.scan
CE(24:1),752.73,369.2,6760,20241023_PlasmaExtract3.wiff.scan
CE(46:3;O2),1089.03,369.2,6040,20241023_PlasmaExtract3.wiff.scan
CE(48:3;O2),1117.06,369.2,9280,20241023_PlasmaExtract3.wiff.scan
CE(50:3;O2),1145.09,369.2,12720,20241023_PlasmaExtract3.wiff.scan
CE(52:3;O2),1173.13,369.2,18120,20241023_PlasmaExtract3.wiff.scan
"""[TG(48:7),TG(47:0)]_FA16:1""",810.76,539.46,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(49:7),TG(48:0)]_FA16:1""",824.77,553.47,80,20241023_PlasmaExtract18.wiff.scan
"""[TG(50:7),TG(49:0)]_FA16:1""",838.79,567.49,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(51:7),TG(50:0)]_FA16:1""",852.8,581.5,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(52:7),TG(51:0)]_FA16:1""",866.82,595.52,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(53:7),TG(52:0)]_FA16:1""",880.83,609.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(54:7),TG(53:0)]_FA16:1""",894.85,623.55,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(55:7),TG(54:0)]_FA16:1""",908.86,637.56,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:7),TG(55:0)]_FA16:1""",922.88,651.58,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:14),TG(57:7),TG(56:0)]_FA16:1""",936.9,665.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:14),TG(59:7),TG(58:0)]_FA16:1""",964.93,693.63,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(61:14),TG(60:7),TG(59:0)]_FA16:1""",978.94,707.64,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:14),TG(61:7),TG(60:0)]_FA16:1""",992.96,721.66,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:7),TG(61:0)]_FA16:1""",1006.97,735.67,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:14),TG(63:7),TG(62:0)]_FA16:1""",1020.99,749.69,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:7),TG(63:0)]_FA16:1""",1035.01,763.71,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:14),TG(65:7),TG(64:0)]_FA16:1""",1049.02,777.72,0,20241023_PlasmaExtract18.wiff.scan
[TG(38:1)]_FA16:1,682.6,411.3,0,20241023_PlasmaExtract18.wiff.scan
[TG(39:1)]_FA16:1,696.61,425.31,0,20241023_PlasmaExtract18.wiff.scan
[TG(40:1)]_FA16:1,710.63,439.33,0,20241023_PlasmaExtract18.wiff.scan
[TG(40:2)]_FA16:1,708.61,437.31,0,20241023_PlasmaExtract18.wiff.scan
[TG(41:1)]_FA16:1,724.65,453.35,0,20241023_PlasmaExtract18.wiff.scan
[TG(41:2)]_FA16:1,722.63,451.33,0,20241023_PlasmaExtract18.wiff.scan
[TG(42:1)]_FA16:1,738.66,467.36,0,20241023_PlasmaExtract18.wiff.scan
[TG(42:2)]_FA16:1,736.65,465.35,0,20241023_PlasmaExtract18.wiff.scan
[TG(42:3)]_FA16:1,734.63,463.33,40,20241023_PlasmaExtract18.wiff.scan
[TG(42:4)]_FA16:1,732.61,461.31,0,20241023_PlasmaExtract18.wiff.scan
[TG(43:1)]_FA16:1,752.68,481.38,0,20241023_PlasmaExtract18.wiff.scan
[TG(43:2)]_FA16:1,750.66,479.36,0,20241023_PlasmaExtract18.wiff.scan
[TG(43:3)]_FA16:1,748.65,477.35,0,20241023_PlasmaExtract18.wiff.scan
[TG(43:4)]_FA16:1,746.63,475.33,0,20241023_PlasmaExtract18.wiff.scan
[TG(44:1)]_FA16:1,766.69,495.39,0,20241023_PlasmaExtract18.wiff.scan
[TG(44:2)]_FA16:1,764.68,493.38,0,20241023_PlasmaExtract18.wiff.scan
[TG(44:3)]_FA16:1,762.66,491.36,0,20241023_PlasmaExtract18.wiff.scan
[TG(44:4)]_FA16:1,760.65,489.35,0,20241023_PlasmaExtract18.wiff.scan
[TG(44:5)]_FA16:1,758.63,487.33,0,20241023_PlasmaExtract18.wiff.scan
[TG(45:1)]_FA16:1,780.71,509.41,0,20241023_PlasmaExtract18.wiff.scan
[TG(45:2)]_FA16:1,778.69,507.39,0,20241023_PlasmaExtract18.wiff.scan
[TG(45:3)]_FA16:1,776.68,505.38,0,20241023_PlasmaExtract18.wiff.scan
[TG(45:4)]_FA16:1,774.66,503.36,0,20241023_PlasmaExtract18.wiff.scan
[TG(45:5)]_FA16:1,772.65,501.35,0,20241023_PlasmaExtract18.wiff.scan
[TG(46:1)]_FA16:1,794.72,523.42,0,20241023_PlasmaExtract18.wiff.scan
[TG(46:2)]_FA16:1,792.71,521.41,0,20241023_PlasmaExtract18.wiff.scan
[TG(46:3)]_FA16:1,790.69,519.39,0,20241023_PlasmaExtract18.wiff.scan
[TG(46:4)]_FA16:1,788.68,517.38,0,20241023_PlasmaExtract18.wiff.scan
[TG(46:5)]_FA16:1,786.66,515.36,0,20241023_PlasmaExtract18.wiff.scan
[TG(46:6)]_FA16:1,784.65,513.35,0,20241023_PlasmaExtract18.wiff.scan
[TG(47:2)]_FA16:1,806.72,535.42,40,20241023_PlasmaExtract18.wiff.scan
[TG(47:3)]_FA16:1,804.71,533.41,0,20241023_PlasmaExtract18.wiff.scan
[TG(47:4)]_FA16:1,802.69,531.39,0,20241023_PlasmaExtract18.wiff.scan
[TG(47:5)]_FA16:1,800.68,529.38,0,20241023_PlasmaExtract18.wiff.scan
[TG(47:6)]_FA16:1,798.66,527.36,0,20241023_PlasmaExtract18.wiff.scan
[TG(48:2)]_FA16:1,820.74,549.44,0,20241023_PlasmaExtract18.wiff.scan
[TG(48:3)]_FA16:1,818.72,547.42,0,20241023_PlasmaExtract18.wiff.scan
[TG(48:4)]_FA16:1,816.71,545.41,0,20241023_PlasmaExtract18.wiff.scan
[TG(48:5)]_FA16:1,814.69,543.39,0,20241023_PlasmaExtract18.wiff.scan
[TG(48:6)]_FA16:1,812.68,541.38,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(48:8),TG(47:1)]_FA16:1""",808.74,537.44,40,20241023_PlasmaExtract18.wiff.scan
[TG(49:3)]_FA16:1,832.74,561.44,0,20241023_PlasmaExtract18.wiff.scan
[TG(49:4)]_FA16:1,830.72,559.42,40,20241023_PlasmaExtract18.wiff.scan
[TG(49:5)]_FA16:1,828.71,557.41,0,20241023_PlasmaExtract18.wiff.scan
[TG(49:6)]_FA16:1,826.69,555.39,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(49:8),TG(48:1)]_FA16:1""",822.76,551.46,440,20241023_PlasmaExtract18.wiff.scan
[TG(50:3)]_FA16:1,846.76,575.46,600,20241023_PlasmaExtract18.wiff.scan
[TG(50:4)]_FA16:1,844.74,573.44,80,20241023_PlasmaExtract18.wiff.scan
[TG(50:6)]_FA16:1,840.71,569.41,40,20241023_PlasmaExtract18.wiff.scan
"""[TG(50:8),TG(49:1)]_FA16:1""",836.77,565.47,40,20241023_PlasmaExtract18.wiff.scan
"""[TG(50:9),TG(49:2)]_FA16:1""",834.76,563.46,80,20241023_PlasmaExtract18.wiff.scan
[TG(51:4)]_FA16:1,858.76,587.46,0,20241023_PlasmaExtract18.wiff.scan
[TG(51:5)]_FA16:1,856.74,585.44,0,20241023_PlasmaExtract18.wiff.scan
[TG(51:6)]_FA16:1,854.72,583.42,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(51:8),TG(50:1)]_FA16:1""",850.79,579.49,280,20241023_PlasmaExtract18.wiff.scan
"""[TG(51:9),TG(50:2)]_FA16:1""",848.77,577.47,800,20241023_PlasmaExtract18.wiff.scan
"""[TG(52:10),TG(51:3)]_FA16:1""",860.77,589.47,40,20241023_PlasmaExtract18.wiff.scan
[TG(52:4)]_FA16:1,872.77,601.47,0,20241023_PlasmaExtract18.wiff.scan
[TG(52:6)]_FA16:1,868.74,597.44,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(52:8),TG(51:1)]_FA16:1""",864.8,593.5,0,20241023_PlasmaExtract18.wiff.scan
