,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
2907,[TG(56:10)|TG(55:3)]_FA20:4,916.8,595.5,54523.18399047852,916.8 -> 595.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(56:10),20:4,"LMGL03013053, LMGL03010948, LMGL03010946, LMGL03014535, LMGL03016315, LMGL03016362, LMGL03014940","TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
2908,[TG(56:9)|TG(55:2)]_FA20:4,918.8,597.5,48443.04309082031,918.8 -> 597.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,9,(56:9),20:4,"LMGL03010870, LMGL03010876, LMGL03010877, LMGL03016296, LMGL03014939, LMGL03016248, LMGL03014534","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
2909,[TG(56:8)|TG(55:1)]_FA20:4,920.9,599.6,159430.49194335938,920.9 -> 599.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,8,(56:8),20:4,"LMGL03010807, LMGL03010802, LMGL03010801, LMGL03010808, LMGL03014533, LMGL03016177, LMGL03016229, LMGL03014938","TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]"
2910,[TG(56:7)|TG(55:0)]_FA20:4,922.9,601.6,337624.623046875,922.9 -> 601.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,7,(56:7),20:4,"LMGL03010741, LMGL03010740, LMGL03010735, LMGL03010736, LMGL03014532, LMGL03016118, LMGL03016158, LMGL03014937","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(17:2(9Z,12Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]"
2911,[TG(56:6)]_FA20:4,924.8,603.5,855493.60546875,924.8 -> 603.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,6,(56:6),20:4,"LMGL03010671, LMGL03010739, LMGL03014531, LMGL03010672, LMGL03016039, LMGL03010676, LMGL03014936, LMGL03010677","TG(16:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
2912,[TG(57:12)|TG(56:5)]_FA20:4,926.8,605.5,269438.8798828125,926.8 -> 605.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,12,(57:12),20:4,"LMGL03010615, LMGL03014530, LMGL03010674, LMGL03015663, LMGL03010610, LMGL03010611, LMGL03014935, LMGL03015956","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(17:1(9Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(17:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2913,[TG(57:11)|TG(56:4)]_FA20:4,928.8,607.5,324038.5205078125,928.8 -> 607.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,11,(57:11),20:4,"LMGL03011169, LMGL03015670, LMGL03010552, LMGL03014529, LMGL03015312, LMGL03010557, LMGL03010612","TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(17:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
2914,[TG(57:10)|TG(56:3)]_FA20:4,930.8,609.5,87425.92681884766,930.8 -> 609.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(57:10),20:4,"LMGL03011094, LMGL03015319, LMGL03015669, LMGL03011087","TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
2915,[TG(57:9)|TG(56:2)]_FA20:4,932.9,611.6,39417.16305541992,932.9 -> 611.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,9,(57:9),20:4,"LMGL03011014, LMGL03011013, LMGL03011020, LMGL03015318, LMGL03015668, LMGL03016573","TG(17:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(17:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2916,[TG(57:8)|TG(56:1)]_FA20:4,934.9,613.6,42022.04315185547,934.9 -> 613.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,8,(57:8),20:4,"LMGL03010941, LMGL03010940, LMGL03015317, LMGL03015667, LMGL03016407, LMGL03016530, LMGL03016559, LMGL03010942","TG(17:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:3(9Z,12Z,15Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2917,[TG(58:14)|TG(57:7)|TG(56:0)]_FA20:4,936.9,615.6,56616.284423828125,936.9 -> 615.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,14,(58:14),20:4,"LMGL03011018, LMGL03010872, LMGL03015666, LMGL03016393, LMGL03010871, LMGL03015316, LMGL03016331, LMGL03010873","TG(18:3(9Z,12Z,15Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2918,[TG(58:13)|TG(57:6)]_FA20:4,938.8,617.5,76066.68469238281,938.8 -> 617.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,13,(58:13),20:4,"LMGL03016629, LMGL03010803, LMGL03010945, LMGL03015315, LMGL03015665, LMGL03016264, LMGL03010804, LMGL03010805","TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(17:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
2919,[TG(58:12)|TG(57:5)]_FA20:4,940.8,619.5,75362.9658203125,940.8 -> 619.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,12,(58:12),20:4,"LMGL03016463, LMGL03011474, LMGL03013109, LMGL03011028, LMGL03010738, LMGL03010875, LMGL03015314, LMGL03015664, LMGL03016193, LMGL03010737","TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(17:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2920,[TG(58:11)|TG(57:4)]_FA20:4,942.8,621.5,51941.92361450195,942.8 -> 621.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,11,(58:11),20:4,"LMGL03011398, LMGL03011393, LMGL03011614, LMGL03013071, LMGL03016619, LMGL03010955, LMGL03010673, LMGL03015313, LMGL03010806","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(17:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
2921,[TG(58:10)|TG(57:3)]_FA20:4,944.9,623.6,52285.90335083008,944.9 -> 623.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(58:10),20:4,"LMGL03011530, LMGL03011321, LMGL03016453, LMGL03016609, LMGL03011537, LMGL03011317, LMGL03011316","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
2922,[TG(58:9)|TG(57:2)]_FA20:4,946.9,625.6,38908.4423828125,946.9 -> 625.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,9,(58:9),20:4,"LMGL03011241, LMGL03011245, LMGL03016443, LMGL03016598, LMGL03011446, LMGL03011239, LMGL03011453, LMGL03011240","TG(18:3(9Z,12Z,15Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2923,[TG(58:8)|TG(57:1)]_FA20:4,948.9,627.6,37151.32266235352,948.9 -> 627.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,8,(58:8),20:4,"LMGL03011368, LMGL03011277, LMGL03016432, LMGL03016586, LMGL03011165, LMGL03011164, LMGL03011163, LMGL03011166","TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:3(9Z,12Z,15Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2924,[TG(58:7)|TG(57:0)]_FA20:4,950.9,629.6,40370.902770996094,950.9 -> 629.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,7,(58:7),20:4,"LMGL03011091, LMGL03011088, LMGL03011200, LMGL03016420, LMGL03011361, LMGL03011090, LMGL03011089","TG(18:3(9Z,12Z,15Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2925,[TG(59:13)|TG(58:6)]_FA20:4,952.8,631.5,51030.26315307617,952.8 -> 631.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,13,(59:13),20:4,"LMGL03011284, LMGL03011017, LMGL03011252, LMGL03013127, LMGL03015883, LMGL03011016, LMGL03011015, LMGL03011193","TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6]"
2926,[TG(59:12)|TG(58:5)]_FA20:4,954.8,633.5,51291.50341796875,954.8 -> 633.5,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,12,(59:12),20:4,"LMGL03011834, LMGL03010943, LMGL03011177, LMGL03011110, LMGL03010944, LMGL03011117, LMGL03015792, LMGL03016678","TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(19:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
2927,[TG(59:11)|TG(58:4)]_FA20:4,956.9,635.6,53927.4033203125,956.9 -> 635.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,11,(59:11),20:4,"LMGL03011754, LMGL03011763, LMGL03011102, LMGL03011092, LMGL03010874, LMGL03011035","TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(19:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]"
2928,[TG(59:10)|TG(58:3)]_FA20:4,958.9,637.6,188007.2918701172,958.9 -> 637.6,TG,TAG20_4_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG20,0.0,TG,TG,10,(59:10),20:4,"LMGL03011689, LMGL03011681, LMGL03011672, LMGL03016748","TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
