,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,nickname,Sex,Genotype,time point,method_type,Blank Subtraction,IDs,Names
654,PG(30:2),708.5,519.5,214858.71875,708.5 -> 519.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,172385.23571777344,"LMGP04010053, LMGP04010166, LMGP04010279, LMGP04010340, LMGP04010075, LMGP04010115, LMGP04010204","PG(12:0/18:2(9Z,12Z)), PG(15:1(9Z)/15:1(9Z)), PG(17:2(9Z,12Z)/13:0), PG(18:2(9Z,12Z)/12:0), PG(13:0/17:2(9Z,12Z)), PG(14:1(9Z)/16:1(9Z)), PG(16:1(9Z)/14:1(9Z))"
655,PG(30:1),710.5,521.5,357191.92486572266,710.5 -> 521.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,324653.4425354004,"LMGP04010074, LMGP04010114, LMGP04010165, LMGP04010322, LMGP04010930, LMGP04010941, LMGP04010193, LMGP04010249, LMGP04010203, LMGP04010142","PG(13:0/17:1(9Z)), PG(14:1(9Z)/16:0), PG(15:1(9Z)/15:0), PG(18:1(9Z)/12:0), PG(14:0/16:1(9Z)), PG(12:0/18:1(9Z)), PG(16:0/14:1(9Z)), PG(17:1(9Z)/13:0), PG(16:1(9Z)/14:0), PG(15:0/15:1(9Z))"
656,PG(30:0),712.5,523.5,285584.6030273437,712.5 -> 523.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,220393.578125,"LMGP04010889, LMGP04010897, LMGP04010942, LMGP04010974, LMGP04010997, LMGP04010994, LMGP04010995, LMGP04010996, LMGP04010024, LMGP04010936, LMGP04010022","PG(18:0/12:0), PG(17:0/13:0), PG(12:0/18:0), PG(16:0/14:0), PG(14:0(12Me)/14:0(12Me)), PG(14:0(13Me)/14:0(13Me)), PG(14:0(13Me)/14:0(12Me)), PG(14:0(12Me)/14:0(13Me)), PG(15:0/15:0), PG(13:0/17:0), PG(14:0/16:0)"
657,PG(O-32:1),724.5,535.5,385091.04296875,724.5 -> 535.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,314882.2580566406,"LMGP04020007, LMGP04020021, LMGP04030007, LMGP04030030, LMGP04030056","PG(O-16:0/16:1(9Z)), PG(O-18:0/14:1(9Z)), PG(P-16:0/16:0), PG(P-18:0/14:0), PG(P-20:0/12:0)"
658,PG(O-32:0),726.5,537.5,256359.6566162109,726.5 -> 537.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,209666.4730224609,"LMGP04020020, LMGP04020082, LMGP04020041","PG(O-18:0/14:0), PG(O-16:0/16:0), PG(O-20:0/12:0)"
659,PG(32:5),730.4,541.4,143779.8892211914,730.4 -> 541.4,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,106329.84674072266,"LMGP04010428, LMGP04010063, LMGP04010124, LMGP04010648","PG(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)), PG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)"
660,PG(32:4),732.5,543.5,121712.76770019533,732.5 -> 543.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,92070.90563964844,"LMGP04010926, LMGP04010123, LMGP04010122, LMGP04010400, LMGP04010427, LMGP04010369, LMGP04010062, LMGP04010620","PG(14:0/18:4(6Z,9Z,12Z,15Z)), PG(14:1(9Z)/18:3(9Z,12Z,15Z)), PG(14:1(9Z)/18:3(6Z,9Z,12Z)), PG(18:3(9Z,12Z,15Z)/14:1(9Z)), PG(18:4(6Z,9Z,12Z,15Z)/14:0), PG(18:3(6Z,9Z,12Z)/14:1(9Z)), PG(12:0/20:4(5Z,8Z,11Z,14Z)), PG(20:4(5Z,8Z,11Z,14Z)/12:0)"
661,PG(32:3),734.5,545.5,218500.3731689453,734.5 -> 545.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,176159.51040649414,"LMGP04010927, LMGP04010343, LMGP04010283, LMGP04010399, LMGP04010171, LMGP04010368, LMGP04010061, LMGP04010099, LMGP04010121, LMGP04010589","PG(14:0/18:3(9Z,12Z,15Z)), PG(18:2(9Z,12Z)/14:1(9Z)), PG(17:2(9Z,12Z)/15:1(9Z)), PG(18:3(9Z,12Z,15Z)/14:0), PG(15:1(9Z)/17:2(9Z,12Z)), PG(18:3(6Z,9Z,12Z)/14:0), PG(12:0/20:3(8Z,11Z,14Z)), PG(14:0/18:3(6Z,9Z,12Z)), PG(14:1(9Z)/18:2(9Z,12Z)), PG(20:3(8Z,11Z,14Z)/12:0)"
662,PG(32:2),736.5,547.5,481576.9073486328,736.5 -> 547.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,426463.743347168,"LMGP04010967, LMGP04010144, LMGP04010282, LMGP04010342, LMGP04010324, LMGP04010120, LMGP04010170, LMGP04010928, LMGP04010060, LMGP04010253, LMGP04010558","PG(16:1(9Z)/16:1(9Z)), PG(15:0/17:2(9Z,12Z)), PG(17:2(9Z,12Z)/15:0), PG(18:2(9Z,12Z)/14:0), PG(18:1(9Z)/14:1(9Z)), PG(14:1(9Z)/18:1(9Z)), PG(15:1(9Z)/17:1(9Z)), PG(14:0/18:2(9Z,12Z)), PG(12:0/20:2(11Z,14Z)), PG(17:1(9Z)/15:1(9Z)), PG(20:2(11Z,14Z)/12:0)"
663,PG(32:1),738.5,549.5,290673.0233154297,738.5 -> 549.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,251549.0205078125,"LMGP04010984, LMGP04010992, LMGP04010228, LMGP04010309, LMGP04010207, LMGP04010910, LMGP04010143, LMGP04010882, LMGP04010119, LMGP04010169, LMGP04010252, LMGP04010059, LMGP04010082, LMGP04010481, LMGP04010528","PG(14:0/18:1(9Z)), PG(15:0/16:0(9Cp)), PG(17:0/15:1(9Z)), PG(18:0/14:1(9Z)), PG(16:1(9Z)/16:0), PG(16:0/16:1(9Z)), PG(15:0/17:1(9Z)), PG(18:1(9Z)/14:0), PG(14:1(9Z)/18:0), PG(15:1(9Z)/17:0), PG(17:1(9Z)/15:0), PG(12:0/20:1(11Z)), PG(13:0/19:1(9Z)), PG(19:1(9Z)/13:0), PG(20:1(11Z)/12:0)"
664,PG(32:0),740.5,551.5,308621.8013916016,740.5 -> 551.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,182473.59252929688,"LMGP04010916, LMGP04010929, LMGP04010935, LMGP04010940, LMGP04010986, LMGP04010896, LMGP04010027, LMGP04010867, LMGP04010872","PG(15:0/17:0), PG(14:0/18:0), PG(13:0/19:0), PG(12:0/20:0), PG(16:0/16:0), PG(17:0/15:0), PG(18:0/14:0), PG(20:0/12:0), PG(19:0/13:0)"
665,PG(P-34:4),744.5,555.5,154530.17163085938,744.5 -> 555.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,122710.44931030272,Not Found,Not Found
666,PG(O-34:4),746.5,557.5,165754.0321044922,746.5 -> 557.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,134129.74990844727,"LMGP04020010, LMGP04030013, LMGP04030014, LMGP04110001","PG(O-16:0/18:4(6Z,9Z,12Z,15Z)), PG(P-16:0/18:3(6Z,9Z,12Z)), PG(P-16:0/18:3(9Z,12Z,15Z)), None"
667,PG(O-34:3),748.5,559.5,263077.83502197266,748.5 -> 559.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,228620.89294433597,"LMGP04020077, LMGP04030087, LMGP04020078","PG(O-16:0/18:3(9Z,12Z,15Z)), PG(P-16:0/18:2(9Z,12Z)), PG(O-16:0/18:3(6Z,9Z,12Z))"
668,PG(O-34:2),750.5,561.5,213495.01318359372,750.5 -> 561.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,182900.43096923828,"LMGP04020079, LMGP04030035, LMGP04030059, LMGP04030088","PG(O-16:0/18:2(9Z,12Z)), PG(P-18:0/16:1(9Z)), PG(P-20:0/14:1(9Z)), PG(P-16:0/18:1(9Z))"
669,PG(O-34:0),754.6,565.6,331520.68127441406,754.6 -> 565.6,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,226695.814453125,"LMGP04020043, LMGP04020073, LMGP04020080","PG(O-20:0/14:0), PG(O-18:0/16:0), PG(O-16:0/18:0)"
670,PG(34:6),756.5,567.5,240843.87768554688,756.5 -> 567.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,133675.99047851562,"LMGP04010938, LMGP04010132, LMGP04010651, LMGP04010817","PG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)"
671,PG(34:5),758.5,569.5,321887.263671875,758.5 -> 569.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,166138.25286865234,"LMGP04010900, LMGP04010923, LMGP04010432, LMGP04010131, LMGP04010623, LMGP04010650","PG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)), PG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)"
672,PG(34:5),758.5,569.5,415989.0263671875,758.5 -> 569.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,273972.0161743164,"LMGP04010900, LMGP04010923, LMGP04010432, LMGP04010131, LMGP04010623, LMGP04010650","PG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)), PG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)"
673,PG(34:4),760.5,571.5,467380.048828125,760.5 -> 571.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,410617.1446533203,"LMGP04010890, LMGP04010905, LMGP04010924, LMGP04010213, LMGP04010403, LMGP04010373, LMGP04010130, LMGP04010212, LMGP04010067, LMGP04010431, LMGP04010592, LMGP04010622, LMGP04010787","PG(17:2(9Z,12Z)/17:2(9Z,12Z)), PG(16:0/18:4(6Z,9Z,12Z,15Z)), PG(14:0/20:4(5Z,8Z,11Z,14Z)), PG(16:1(9Z)/18:3(9Z,12Z,15Z)), PG(18:3(9Z,12Z,15Z)/16:1(9Z)), PG(18:3(6Z,9Z,12Z)/16:1(9Z)), PG(14:1(9Z)/20:3(8Z,11Z,14Z)), PG(16:1(9Z)/18:3(6Z,9Z,12Z)), PG(12:0/22:4(7Z,10Z,13Z,16Z)), PG(18:4(6Z,9Z,12Z,15Z)/16:0), PG(20:3(8Z,11Z,14Z)/14:1(9Z)), PG(20:4(5Z,8Z,11Z,14Z)/14:0), PG(22:4(7Z,10Z,13Z,16Z)/12:0)"
674,PG(34:3),762.5,573.5,336491.9040527344,762.5 -> 573.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,294855.0209655762,"LMGP04010901, LMGP04010906, LMGP04010955, LMGP04010973, LMGP04010257, LMGP04010372, LMGP04010287, LMGP04010129, LMGP04010346, LMGP04010104, LMGP04010561, LMGP04010591","PG(16:1(9Z)/18:2(9Z,12Z)), PG(16:0/18:3(6Z,9Z,12Z)), PG(18:3(9Z,12Z,15Z)/16:0), PG(16:0/18:3(9Z,12Z,15Z)), PG(17:1(9Z)/17:2(9Z,12Z)), PG(18:3(6Z,9Z,12Z)/16:0), PG(17:2(9Z,12Z)/17:1(9Z)), PG(14:1(9Z)/20:2(11Z,14Z)), PG(18:2(9Z,12Z)/16:1(9Z)), PG(14:0/20:3(8Z,11Z,14Z)), PG(20:2(11Z,14Z)/14:1(9Z)), PG(20:3(8Z,11Z,14Z)/14:0)"
675,PG(34:2),764.5,575.5,290148.236328125,764.5 -> 575.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,254991.9141845703,"LMGP04010881, LMGP04010902, LMGP04010485, LMGP04010531, LMGP04010232, LMGP04010286, LMGP04010983, LMGP04010877, LMGP04010891, LMGP04010103, LMGP04010128, LMGP04010179, LMGP04010066, LMGP04010560, LMGP04010756","PG(18:1(9Z)/16:1(9Z)), PG(16:1(9Z)/18:1(9Z)), PG(19:1(9Z)/15:1(9Z)), PG(20:1(11Z)/14:1(9Z)), PG(17:0/17:2(9Z,12Z)), PG(17:2(9Z,12Z)/17:0), PG(16:0/18:2(9Z,12Z)), PG(18:2(9Z,12Z)/16:0), PG(17:1(9Z)/17:1(9Z)), PG(14:0/20:2(11Z,14Z)), PG(14:1(9Z)/20:1(11Z)), PG(15:1(9Z)/19:1(9Z)), PG(12:0/22:2(13Z,16Z)), PG(20:2(11Z,14Z)/14:0), PG(22:2(13Z,16Z)/12:0)"
676,PG(34:1),766.5,577.5,412716.8259277344,766.5 -> 577.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,372127.1430664063,"LMGP04010962, LMGP04010178, LMGP04010008, LMGP04010211, LMGP04010065, LMGP04010231, LMGP04010887, LMGP04010149, LMGP04010127, LMGP04010987, LMGP04010002, LMGP04010102, LMGP04010256, LMGP04010457, LMGP04010484, LMGP04010511, LMGP04010530, LMGP04010725","PG(18:1(9Z)/16:0), PG(15:1(9Z)/19:0), PG(16:0/18:1(11Z)), PG(16:1(9Z)/18:0), PG(12:0/22:1(11Z)), PG(17:0/17:1(9Z)), PG(18:0/16:1(9Z)), PG(15:0/19:1(9Z)), PG(14:1(9Z)/20:0), PG(16:0/18:1(9Z)), PG(16:0/18:1(9Z)), PG(14:0/20:1(11Z)), PG(17:1(9Z)/17:0), PG(19:0/15:1(9Z)), PG(19:1(9Z)/15:0), PG(20:0/14:1(9Z)), PG(20:1(11Z)/14:0), PG(22:1(11Z)/12:0)"
677,PG(34:0),768.5,579.5,322815.9425048828,768.5 -> 579.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,279824.0591430664,"LMGP04010888, LMGP04010895, LMGP04010913, LMGP04010925, LMGP04010939, LMGP04010854, LMGP04010907, LMGP04010850, LMGP04010933, LMGP04010865, LMGP04010870","PG(18:0/16:0), PG(17:0/17:0), PG(15:0/19:0), PG(14:0/20:0), PG(12:0/22:0), PG(21:0/13:0), PG(16:0/18:0), PG(22:0/12:0), PG(13:0/21:0), PG(20:0/14:0), PG(19:0/15:0)"
678,PG(P-36:5),770.5,581.5,314973.680847168,770.5 -> 581.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,276712.61798095703,Not Found,Not Found
679,PG(O-36:5),772.5,583.5,206982.5948486328,772.5 -> 583.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,155472.1714477539,"LMGP04020074, LMGP04030043, LMGP04030086","PG(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(P-18:0/18:4(6Z,9Z,12Z,15Z)), PG(P-16:0/20:4(5Z,8Z,11Z,14Z))"
680,PG(O-36:4),774.5,585.5,307997.3195800781,774.5 -> 585.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,271275.8172302246,"LMGP04020031, LMGP04020090, LMGP04030021, LMGP04030041, LMGP04030042","PG(O-18:0/18:4(6Z,9Z,12Z,15Z)), PG(O-16:0/20:4(5Z,8Z,11Z,14Z)), PG(P-16:0/20:3(8Z,11Z,14Z)), PG(P-18:0/18:3(6Z,9Z,12Z)), PG(P-18:0/18:3(9Z,12Z,15Z))"
681,PG(O-36:2),778.6,589.6,343491.14666748047,778.6 -> 589.6,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,306343.40423583984,"LMGP04020013, LMGP04020028, LMGP04030019, LMGP04030063, LMGP04030091","PG(O-16:0/20:2(11Z,14Z)), PG(O-18:0/18:2(9Z,12Z)), PG(P-16:0/20:1(11Z)), PG(P-20:0/16:1(9Z)), PG(P-18:0/18:1(9Z))"
682,PG(36:8),780.5,591.5,587563.5834960938,780.5 -> 591.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,532556.059387207,LMGP04010441,"PG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
683,PG(O-36:1),780.6,591.6,527597.822265625,780.6 -> 591.6,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,478679.5386352539,"LMGP04020012, LMGP04020027, LMGP04020047, LMGP04030018, LMGP04030039, LMGP04030062","PG(O-16:0/20:1(11Z)), PG(O-18:0/18:1(9Z)), PG(O-20:0/16:1(9Z)), PG(P-16:0/20:0), PG(P-18:0/18:0), PG(P-20:0/16:0)"
684,PG(36:7),782.5,593.5,378288.63067626953,782.5 -> 593.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,337956.6280517578,"LMGP04010410, LMGP04010382, LMGP04010138, LMGP04010439, LMGP04010440, LMGP04010820","PG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)), PG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)), PG(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PG(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z)), PG(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))"
685,PG(O-36:0),782.6,593.6,387330.2445678711,782.6 -> 593.6,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,349751.0018005371,"LMGP04020070, LMGP04020087, LMGP04020091","PG(O-20:0/16:0), PG(O-18:0/18:0), PG(O-16:0/20:0)"
686,PG(36:6),784.5,595.5,210353.29650878903,784.5 -> 595.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,177923.65411376953,"LMGP04010921, LMGP04010980, LMGP04010409, LMGP04010220, LMGP04010353, LMGP04010655, LMGP04010381, LMGP04010380, LMGP04010438, LMGP04010819","PG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z)), PG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)), PG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)), PG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)), PG(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)"
687,PG(36:5),786.5,597.5,169160.91052246094,786.5 -> 597.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,133129.18786621094,"LMGP04010899, LMGP04010903, LMGP04010351, LMGP04010352, LMGP04010379, LMGP04010408, LMGP04010137, LMGP04010331, LMGP04010437, LMGP04010626, LMGP04010654, LMGP04010790","PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PG(16:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)), PG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)), PG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)), PG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)), PG(14:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(18:4(6Z,9Z,12Z,15Z)/18:1(9Z)), PG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/16:0), PG(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))"
688,PG(36:4),788.5,599.5,294549.78021240234,788.5 -> 599.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,251899.9766845703,"LMGP04010859, LMGP04010880, LMGP04010956, LMGP04010219, LMGP04010886, LMGP04010874, LMGP04010330, LMGP04010378, LMGP04010436, LMGP04010036, LMGP04010108, LMGP04010596, LMGP04010789","PG(20:4(5Z,8Z,11Z,14Z)/16:0), PG(18:1(9Z)/18:3(9Z,12Z,15Z)), PG(18:2(9Z,12Z)/18:2(9Z,12Z)), PG(16:1(9Z)/20:3(8Z,11Z,14Z)), PG(18:0/18:4(6Z,9Z,12Z,15Z)), PG(18:3(9Z,12Z,15Z)/18:1(9Z)), PG(18:1(9Z)/18:3(6Z,9Z,12Z)), PG(18:3(6Z,9Z,12Z)/18:1(9Z)), PG(18:4(6Z,9Z,12Z,15Z)/18:0), PG(16:0/20:4(5Z,8Z,11Z,14Z)), PG(14:0/22:4(7Z,10Z,13Z,16Z)), PG(20:3(8Z,11Z,14Z)/16:1(9Z)), PG(22:4(7Z,10Z,13Z,16Z)/14:0)"
689,PG(36:3),790.5,601.5,420002.52642822266,790.5 -> 601.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,381554.903717041,"LMGP04010904, LMGP04010295, LMGP04010316, LMGP04010136, LMGP04010218, LMGP04010377, LMGP04010960, LMGP04010315, LMGP04010350, LMGP04010490, LMGP04010407, LMGP04010565, LMGP04010595, LMGP04010759","PG(16:0/20:3(8Z,11Z,14Z)), PG(17:2(9Z,12Z)/19:1(9Z)), PG(18:0/18:3(9Z,12Z,15Z)), PG(14:1(9Z)/22:2(13Z,16Z)), PG(16:1(9Z)/20:2(11Z,14Z)), PG(18:3(6Z,9Z,12Z)/18:0), PG(18:1(9Z)/18:2(9Z,12Z)), PG(18:0/18:3(6Z,9Z,12Z)), PG(18:2(9Z,12Z)/18:1(9Z)), PG(19:1(9Z)/17:2(9Z,12Z)), PG(18:3(9Z,12Z,15Z)/18:0), PG(20:2(11Z,14Z)/16:1(9Z)), PG(20:3(8Z,11Z,14Z)/16:0), PG(22:2(13Z,16Z)/14:1(9Z))"
690,PG(36:2),792.5,603.5,822021.4732666016,792.5 -> 603.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,772973.6694946289,"LMGP04010876, LMGP04010982, LMGP04010135, LMGP04010265, LMGP04010294, LMGP04010217, LMGP04010197, LMGP04010985, LMGP04010535, LMGP04010107, LMGP04010033, LMGP04010461, LMGP04010489, LMGP04010564, LMGP04010728, LMGP04010758","PG(18:2(9Z,12Z)/18:0), PG(18:0/18:2(9Z,12Z)), PG(14:1(9Z)/22:1(11Z)), PG(17:1(9Z)/19:1(9Z)), PG(17:2(9Z,12Z)/19:0), PG(16:1(9Z)/20:1(11Z)), PG(16:0/20:2(11Z,14Z)), PG(18:1(9Z)/18:1(9Z)), PG(20:1(11Z)/16:1(9Z)), PG(14:0/22:2(13Z,16Z)), PG(18:1(9E)/18:1(9E)), PG(19:0/17:2(9Z,12Z)), PG(19:1(9Z)/17:1(9Z)), PG(20:2(11Z,14Z)/16:0), PG(22:1(11Z)/14:1(9Z)), PG(22:2(13Z,16Z)/14:0)"
691,PG(36:1),794.6,605.6,1676014.5290527344,794.6 -> 605.6,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,1608896.3643798828,"LMGP04010961, LMGP04010970, LMGP04010037, LMGP04010186, LMGP04010264, LMGP04010134, LMGP04010106, LMGP04010216, LMGP04010238, LMGP04010460, LMGP04010488, LMGP04010514, LMGP04010534, LMGP04010679, LMGP04010702, LMGP04010727","PG(18:1(9Z)/18:0), PG(16:0/20:1(11Z)), PG(18:0/18:1(9Z)), PG(15:1(9Z)/21:0), PG(17:1(9Z)/19:0), PG(14:1(9Z)/22:0), PG(14:0/22:1(11Z)), PG(16:1(9Z)/20:0), PG(17:0/19:1(9Z)), PG(19:0/17:1(9Z)), PG(19:1(9Z)/17:0), PG(20:0/16:1(9Z)), PG(20:1(11Z)/16:0), PG(21:0/15:1(9Z)), PG(22:0/14:1(9Z)), PG(22:1(11Z)/14:0)"
692,PG(P-38:6),796.5,607.5,582268.1838378906,796.5 -> 607.5,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,504291.2180175781,Not Found,Not Found
693,PG(36:0),796.6,607.6,569247.2407226562,796.6 -> 607.6,PG,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,497186.7154541016,"LMGP04010864, LMGP04010922, LMGP04010971, LMGP04010912, LMGP04010459, LMGP04010848, LMGP04010237, LMGP04010038, LMGP04010678","PG(20:0/16:0), PG(14:0/22:0), PG(16:0/20:0), PG(15:0/21:0), PG(19:0/17:0), PG(22:0/14:0), PG(17:0/19:0), PG(18:0/18:0), PG(21:0/15:0)"
