lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,Transition,type,AK0161-1x_p1-b2,AK0170-1x_p1-b4,AK0139-1x_p1-b6,AK0200-1x_p1-b8,AK0202-2x_p1-c5,AK0204-1x_p1-c1,AK0174-1x_p1-b1,AK0145-1x_p1-b3,AK0175-2x_p1-c3,AK0164-1x_p1-b5,AK0141-1x_p1-b9,Blank-1x_p1 -a2
TAG(60:11)_FA 16:1,0.057476002243718335,6.668206872219065,0.03720516496127857,0.8470479328918307,0.9995784849370064,6,5,H KO,H WT,970.9 -> 699.9,TAG,169991.652526897,124563.768737769,171296.332397497,167372.912292505,108502.088195744,159045.010864284,131108.189178455,141824.788818282,88015.566650446,157441.210998464,220714.076965259,11210.900756837
TAG(60:11)_FA 18:0,0.20109632345174575,8.440254081899504,0.45376412925793375,0.5005528284356534,0.9995784849370064,6,5,H KO,H WT,970.9 -> 669.9,TAG,642772.403533894,622677.75769042,612389.064362048,619089.209960505,387054.033020019,465592.018921033,492800.159942047,495359.712218621,313659.7976989,504651.924926832,667218.106140231,11866.060844421
TAG(60:11)_FA 18:1,0.1496341458268542,6.903200470864927,0.25158885188540125,0.6159585333824997,0.9995784849370064,6,5,H KO,H WT,970.9 -> 671.9,TAG,201890.13397211,157862.229431094,192764.053955269,219121.897094661,119387.788513261,192577.492126529,168978.211669916,155635.23001107,115253.987701362,165348.731628431,209705.734527639,15241.881027224
TAG(60:11)_FA 18:2,0.08701030001020703,6.723272891646632,0.0852051662954949,0.7703636646121452,0.9995784849370064,6,5,H KO,H WT,970.9 -> 673.9,TAG,180521.231597849,139667.74832155,164621.773468018,178831.911743113,103351.807251006,164385.692199727,140458.730163558,129645.03161625,103199.406707745,156185.051269416,207453.096588206,14582.461029049
TAG(60:11)_FA 20:0,0.040891113220026226,7.53189441174182,0.018839300089894095,0.8908281873795278,0.9995784849370064,6,5,H KO,H WT,970.9 -> 641.9,TAG,326249.902389511,265205.716125478,307789.503296046,300649.256713865,169019.710632435,290938.024414089,267593.53941351,252417.838684187,160843.991912775,296552.200714128,388612.965331954,17103.821212759
TAG(60:11)_FA 20:4,0.03540314655022016,8.419333576193598,0.014123768612989807,0.9053993744547016,0.9995784849370064,6,5,H KO,H WT,970.9 -> 649.9,TAG,613275.067962637,451045.775390731,594085.983185022,575894.575073277,375016.64779668,504985.73706052,503407.416061456,409676.67074593,348058.445068286,594927.442687989,715709.696441619,18428.161270138
TAG(60:12)_FA 16:0,0.04824598209239578,6.910899962976535,0.026220977934201528,0.8713618216787302,0.9995784849370064,6,5,H KO,H WT,968.9 -> 695.9,TAG,193635.274047831,144291.969146749,213288.13287347,193049.012878448,128047.129089338,189558.394561803,168854.769897485,154455.530517601,101471.147125286,191662.595611465,262745.400024312,13434.160873409
TAG(60:12)_FA 16:1,0.03424466378651651,6.719631194969401,0.01321437312208218,0.908481751846162,0.9995784849370064,6,5,H KO,H WT,968.9 -> 697.9,TAG,173520.330352749,128291.309524596,179864.59173576,166782.511779804,108762.528747503,156267.910156251,135364.609756513,133202.130035395,97717.9274901899,162609.433074963,230628.295898549,14104.6410980275
TAG(60:12)_FA 18:0,0.11108360812120939,7.730900833088854,0.13879610659751052,0.7094807904617713,0.9995784849370064,6,5,H KO,H WT,968.9 -> 667.9,TAG,390730.367950437,298811.819061269,353555.547058126,365097.008239657,226907.897643918,331532.144897403,291134.236831655,264771.69970703,195371.035339218,346678.366363568,449607.870849626,14059.181030271
TAG(60:12)_FA 18:1,0.20349484717788352,8.080448047029753,0.46461843817360204,0.49547341289704616,0.9995784849370064,6,5,H KO,H WT,968.9 -> 669.9,TAG,489651.736083963,493311.813292986,452877.812316815,488560.735717729,285335.58139022,365389.139953589,387838.686401409,359321.026550254,257068.797851682,378039.283721866,504794.55340569,16510.481216428
TAG(60:12)_FA 18:2,0.16076619394283787,6.889219580288203,0.2903274040481847,0.5900107984462325,0.9995784849370064,6,5,H KO,H WT,968.9 -> 671.9,TAG,195336.351745612,160553.23358158,184735.151550224,213266.35327163,114106.727661165,195176.154724188,165610.111267058,152612.950836151,109775.167480402,155427.290100071,212026.957031235,17606.061218261
TAG(60:12)_FA 20:0,0.0222751475658247,8.351710876576783,0.0055928586657501,0.9403854444991785,0.9995784849370064,6,5,H KO,H WT,968.9 -> 639.9,TAG,606197.969787564,479635.812011646,523943.620727593,494595.184204073,353812.604675167,446165.082824776,478376.58096313,367827.926818746,320905.382812434,595876.321777327,669824.443663616,25817.281906125
TAG(60:12)_FA 20:4,0.0032525057440355807,8.207153181037352,1.1929090578632895e-4,0.9912856480674963,0.9995784849370064,6,5,H KO,H WT,968.9 -> 647.9,TAG,500486.298217705,398939.988586412,503518.716491586,475338.51684578,318302.820465176,419408.772460804,421195.194641089,346775.889282263,298077.517639228,501452.641601442,654224.626282222,23427.241668702
TAG(60:2)_FA 16:0,0.052371878320290964,6.501366084874462,0.03089401932837177,0.8604770385303666,0.9995784849370064,6,5,H KO,H WT,988.9 -> 715.9,TAG,145617.791625958,110057.747528016,150431.670654213,148509.350585947,96897.827270551,142809.870437682,120119.608734128,118033.887985255,81414.925353999,142314.409011852,190564.9340515,11103.9008255
TAG(60:2)_FA 16:1,0.019452859454092968,6.514871994346863,0.004265461179329577,0.9479267838113992,0.9995784849370064,6,5,H KO,H WT,988.9 -> 717.9,TAG,144119.429603547,109526.407897957,159783.950225806,147195.850402828,95019.287109385,141360.989349301,120051.608444223,119905.128692638,82116.345779404,144577.45188918,204730.755859366,10794.940719602
TAG(60:2)_FA 18:0,0.11705936446610427,7.098926660135925,0.154104987589335,0.694642950518776,0.9995784849370064,6,5,H KO,H WT,988.9 -> 687.9,TAG,227125.436843954,184112.213745152,237397.615234474,230533.218719493,141875.310943611,229356.655120824,190780.952896099,179383.831359897,127117.0490111,201279.795532307,275803.319885156,13117.020965577
TAG(60:2)_FA 18:1,0.09859174489692443,6.674064706273098,0.10936554864929349,0.7408676088512809,0.9995784849370064,6,5,H KO,H WT,988.9 -> 689.896,TAG,163788.630218478,136865.528716965,170437.353362893,171115.011535716,97783.48629775,151397.011139008,137934.229736323,118985.407424955,95503.067703258,152175.309631343,196441.174713217,16215.101181027
TAG(60:2)_FA 18:2,0.1683839296586733,7.434994104001107,0.31843199251807164,0.5725514871917133,0.9995784849370064,6,5,H KO,H WT,988.9 -> 691.9,TAG,270970.817199665,261212.655883701,325182.34201048,330111.16247542,147232.991790728,272886.401489286,249141.877441439,203403.614471456,142886.251464911,239891.176360991,377188.567627015,18328.901351924
TAG(60:2)_FA 20:0,-0.0030846348409338965,7.863274163922424,1.0730773374234559e-4,0.991734905835909,0.9995784849370064,6,5,H KO,H WT,988.9 -> 659.896,TAG,387146.045547538,345946.484512383,390366.021423247,369908.367919763,220592.473358061,364000.146301199,352528.441299429,270408.174957298,189875.232482977,395051.15081791,590540.739532474,16894.021148677
TAG(60:2)_FA 20:4,0.08921564846880957,7.873747879285152,0.08957716875784172,0.7647153876645971,0.9995784849370064,6,5,H KO,H WT,988.9 -> 667.9,TAG,445853.081420965,319163.139038042,388338.725356985,396655.04861456,254103.498351964,352414.287475611,328565.082305789,295420.557434105,229156.156280562,382344.946075526,478629.036499016,15346.0212478683
TAG(60:3)_FA 16:0,0.04712891010751593,6.651996120355717,0.025021186075036894,0.874314281379228,0.9995784849370064,6,5,H KO,H WT,986.9 -> 713.9,TAG,160265.550292996,117560.608032069,166266.730010977,169225.191589281,109241.027587872,154232.689895584,130241.328140212,124756.890014705,94539.306518465,156068.512634205,217151.354400784,12869.7008514415
TAG(60:3)_FA 16:1,0.06303543601509225,6.500319244302348,0.044744542622538575,0.832474459702009,0.9995784849370064,6,5,H KO,H WT,986.9 -> 715.9,TAG,149331.511611937,114493.927764831,155116.409912161,150532.531372048,98058.446655343,134641.569732662,117821.80863949,119544.188324018,79992.384658873,142324.048782337,196672.834960929,9931.6406784074
TAG(60:3)_FA 18:0,0.20961567639900133,8.69689650082647,0.49290504820965,0.4826342829859287,0.9995784849370064,6,5,H KO,H WT,986.9 -> 685.9,TAG,689648.49325566,673007.503631617,631301.803039587,691821.353332494,329077.744354174,1003980.86547852,580672.841125457,478873.901366578,280159.281677242,605966.503417888,1045694.10095157,26903.161834709
TAG(60:3)_FA 18:1,0.1465039077027446,6.6820315661791065,0.2411909775200911,0.6233472483211433,0.9995784849370064,6,5,H KO,H WT,986.9 -> 687.9,TAG,169651.391082803,141600.287841774,166581.353179943,170217.372070347,98146.206665129,169891.91064453,138580.751495318,121288.007659968,91417.266662513,146636.14907859,200702.55410762,15305.201019283
TAG(60:3)_FA 18:2,0.10416314264989045,6.661930581884358,0.12205822151827306,0.7268128152835507,0.9995784849370064,6,5,H KO,H WT,986.9 -> 689.9,TAG,170314.912963789,134057.570251415,171487.110931413,168140.770538346,95279.186599776,151840.289886471,137605.68862921,124529.10812381501,95453.846221893,139554.248748842,199925.074279806,15361.441101077
TAG(60:3)_FA 20:0,0.06972708928849285,7.364862770080815,0.05474164737677256,0.8150087889922973,0.9995784849370064,6,5,H KO,H WT,986.9 -> 657.9,TAG,294573.260879419,218669.474975531,264942.77621448,288542.801635814,164861.271453925,256589.677368171,248927.479125999,234254.338088871,150485.571319612,246060.417846823,313036.306640531,15165.561103813
TAG(60:3)_FA 20:4,0.01736780329924254,9.190186181681872,0.0034004187432401523,0.9534992253888488,0.9995784849370064,6,5,H KO,H WT,986.9 -> 665.9,TAG,1001461.26033013,1017583.32367001,955222.357788645,924328.763550249,603974.646850612,848171.40722653,913070.271820044,683292.72219846,517116.637023846,1217737.54827891,1188137.26153549,16496.241180431
TAG(60:4)_FA 16:0,0.0590643384081988,6.727945828880996,0.039288522460083186,0.8428781619779383,0.9995784849370064,6,5,H KO,H WT,984.9 -> 711.9,TAG,184994.352844331,126891.548843337,180999.652435293,166829.592285071,116374.168945315,157591.430145201,145848.349822924,134035.66900633,87991.025421157,168631.331878667,233396.616516105,12388.000877381
TAG(60:4)_FA 16:1,0.0080869975614452309,6.59838722029463,7.373630742222304e-4,0.9783365617993074,0.9995784849370064,6,5,H KO,H WT,984.9 -> 713.9,TAG,156589.390380866,118559.467651348,165442.912139893,152868.771667516,106556.167785571,135574.189376873,135482.929786673,130997.74829105,88680.606063802,146198.989593536,208889.754882805,11775.980743407
TAG(60:4)_FA 18:0,0.09654023923683808,7.211487447621043,0.10486902054492475,0.7460630579726485,0.9995784849370064,6,5,H KO,H WT,984.9 -> 683.9,TAG,271029.899932984,196314.094787607,240929.999816899,252517.598388862,153631.191497846,237078.316406226,203682.07637023,193561.255554125,136565.569976784,221759.533111541,316420.319640998,12873.220855716
TAG(60:4)_FA 18:1,0.2742755128386758,8.482984474421952,0.8422367132880026,0.35875785231073576,0.9995784849370064,6,5,H KO,H WT,984.9 -> 685.896,TAG,599448.460449286,563449.382476873,494062.743865969,679073.136047337,266672.982666119,860144.201171888,449697.590469498,360421.17102046,243843.860107287,513890.552795391,888835.499389704,36669.322418197
TAG(60:4)_FA 18:2,0.10988825098574065,6.673351513302354,0.13582471631116277,0.7124676062017883,0.9995784849370064,6,5,H KO,H WT,984.9 -> 687.9,TAG,171025.111137293,128199.409545906,166589.731872606,172589.711761523,93711.046539381,163775.012207126,139517.748718174,114291.367523256,94979.587036229,149493.470672649,198653.974334738,16555.281158448
TAG(60:4)_FA 20:0,0.09015094740310757,7.736639440352352,0.09146285323330972,0.7623256133825379,0.9995784849370064,6,5,H KO,H WT,984.9 -> 655.9,TAG,407856.087371805,319612.405944826,331821.940551682,351274.228942913,222128.874969497,319633.520050019,320852.582214467,288369.320190461,204784.433502267,335046.505432202,393917.846557534,15598.961135862
TAG(60:4)_FA 20:4,-0.02147311737179887,12.88440883103778,0.005202223869749112,0.9425012820577536,0.9995784849370064,6,5,H KO,H WT,984.9 -> 663.9,TAG,11963105.2489624,15924114.4758301,12202971.370789,11624006.904602,7233766.87762402,10289035.4813844,12364862.129364,8166732.92657459,5742388.7374268,18698053.3884273,15791978.3155517,40900.823120144
TAG(60:5)_FA 16:0,0.002573120801819312,6.671860736400304,7.465859471267322e-5,0.9931059478699148,0.9995784849370064,6,5,H KO,H WT,982.9 -> 709.9,TAG,167830.632385248,122962.369125295,176091.711883477,166740.73214726,104783.467804001,149052.551086463,146283.70977785,137120.050537066,88942.285385138,162807.912368651,220233.215911887,11480.2808685301
TAG(60:5)_FA 16:1,0.025716444148363264,6.725413917414479,0.007453586242263555,0.9312007884187382,0.9995784849370064,6,5,H KO,H WT,982.9 -> 711.9,TAG,185343.93452446,128991.70838934,177585.533111527,168531.830993797,109067.267700183,157767.174316355,150068.690200924,130778.508728007,92363.406219443,168794.173034674,236742.45529174,12036.300796508
TAG(60:5)_FA 18:0,0.10910561992975819,7.444022301969524,0.13390308928273953,0.714419018322523,0.9995784849370064,6,5,H KO,H WT,982.9 -> 681.9,TAG,318970.664642319,228565.396667493,301265.08050556,285629.242614818,191511.774047866,266605.300598135,229619.534820564,220336.736816415,157183.369293216,281004.258849969,370082.406707811,14399.041061398
TAG(60:5)_FA 18:1,0.05044477812281185,6.730982591435426,0.028663798774687166,0.8655576358745731,0.9995784849370064,6,5,H KO,H WT,982.9 -> 683.9,TAG,181618.011382944,139980.450561544,160972.152465938,179307.653655893,100595.546600198,162522.031036242,149410.292266803,127150.888488743,99906.32684331,158579.5699463,219108.095519904,15004.241134643
TAG(60:5)_FA 18:2,0.2767277954443806,8.444571844814831,0.8572977040603291,0.3544960164038533,0.9995784849370064,6,5,H KO,H WT,982.9 -> 685.9,TAG,582859.725219193,544275.241882801,483650.299773756,647077.055176415,262136.036499073,836343.018127477,437724.669525671,357854.863891488,234246.839111369,492680.193786667,855174.865234568,38377.942413339
TAG(60:5)_FA 20:0,0.20179644311246925,8.760352077795636,0.45692142116149626,0.49906627664281533,0.9995784849370064,6,5,H KO,H WT,982.9 -> 653.9,TAG,971545.165618966,808135.479858435,617266.722687317,704765.37463327,419890.10568237,636524.271301851,707716.023071236,661195.341751115,330314.120086653,625788.459625226,727744.467834368,24093.6617584192
TAG(60:5)_FA 20:4,0.026286793314867708,8.4153778246174,0.0077880748581264925,0.9296779224011597,0.9995784849370064,6,5,H KO,H WT,982.9 -> 661.9,TAG,578489.261628075,555569.754241923,567521.896439095,556172.979096409,357602.062286409,488063.015380461,524456.040328418,404255.046264629,315050.326721236,643147.885985769,713963.739868182,15893.421104434
TAG(60:6)_FA 16:0,0.05552940175574401,6.783515773105655,0.034729412131696336,0.8521637994151183,0.9995784849370064,6,5,H KO,H WT,980.9 -> 707.9,TAG,175989.833389202,132585.630310046,191713.052642969,177372.410400391,114835.148193386,174513.452514581,150586.250854542,143725.728912287,98229.327407783,168585.690612809,230013.254333513,13776.620895391
TAG(60:6)_FA 16:1,0.018026264789990674,6.682404147158345,0.00366291717182321,0.9517398636543408,0.9995784849370064,6,5,H KO,H WT,980.9 -> 709.9,TAG,166886.453857455,123055.568359331,175926.592956489,168254.211242694,105382.607177781,153756.390960656,141383.330848607,135193.331054638,89836.906097407,161822.711486865,224359.816345249,12522.360961919
TAG(60:6)_FA 18:0,0.09248576906666492,7.630235205081563,0.09625608792748613,0.756369593937466,0.9995784849370064,6,5,H KO,H WT,980.9 -> 679.9,TAG,354961.140991202,249837.298705945,357469.466674818,323925.220092751,217935.175781181,314443.600158654,282564.241531413,263836.277710026,183334.274994029,314020.200317387,401694.909118623,13858.880966186
TAG(60:6)_FA 18:1,0.060338721110953036,6.939677331682616,0.04100125483182643,0.8395354999080056,0.9995784849370064,6,5,H KO,H WT,980.9 -> 681.9,TAG,211491.735534588,158329.112182628,201424.114837761,201122.952697773,113095.228164657,186501.711029112,166855.589629903,148329.670822185,115268.488891645,189066.99288935,245148.0798951,17771.961135862
TAG(60:6)_FA 18:2,0.08891099565068505,6.735105170641279,0.0889642358411038,0.7654980678300939,0.9995784849370064,6,5,H KO,H WT,980.9 -> 683.9,TAG,188512.052825939,137858.870971612,167867.432769753,178467.132568281,100730.187561051,160536.970184289,146127.43107614,124860.008788976,99395.888183609,155439.729858373,214089.794921892,16047.321258542
TAG(60:6)_FA 20:0,0.013009486861127175,8.401723896808164,0.0019080966740148142,0.9651580740287231,0.9995784849370064,6,5,H KO,H WT,980.9 -> 651.9,TAG,578685.657958942,429507.152252271,558185.704956052,537621.30065907,372190.190063398,479091.332397321,470104.382751525,402064.565521214,361668.544494575,556589.418670607,681145.883147822,35015.762695318
TAG(60:6)_FA 20:4,0.05379859947290598,8.087363389144116,0.03260056883914331,0.8567158783186883,0.9995784849370064,6,5,H KO,H WT,980.9 -> 659.9,TAG,479530.791061296,431593.356140176,444746.710281483,455111.445617683,257797.221954292,421241.803588797,415603.240951584,338720.546203525,231170.978424076,434347.827026387,633727.052581862,16491.901161191
TAG(60:7)_FA 16:0,0.11830523880578511,6.91191177481712,0.1573967333561086,0.6915646784941604,0.9995784849370064,6,5,H KO,H WT,978.9 -> 705.9,TAG,177892.433227494,140032.811126701,223769.754791287,209765.035095148,127736.249572777,208362.873748747,166705.152526847,152935.951568544,106340.627273591,178259.493225039,245498.156738268,13591.220901488
