,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,_tmpkey_new,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey_old,Lipid
82065,586.0,397.0,99520.10693359376,586.0 -> 397.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(22:0),,586.0,397.0,PG1953.01323.0,586.4,397.4,195097.79321289065,586.4 -> 397.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,124606.30865478516,PG1954.01324.0,LPG(22:0)
82066,586.0,397.0,99520.10693359376,586.0 -> 397.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(22:0),,586.0,397.0,PG1953.01323.0,586.4,397.4,193135.61657714844,586.4 -> 397.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,127045.9921875,PG1954.01324.0,LPG(22:0)
82242,628.0,439.0,176882.3927001953,628.0 -> 439.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(24:0),,628.0,439.0,PG2093.01463.0,628.4,439.4,196800.7508544922,628.4 -> 439.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,133617.806640625,PG2094.01464.0,PG(24:0)
82593,654.0,465.0,86443.5859375,654.0 -> 465.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,1,(26:1),,654.0,465.0,PG2180.01550.0,654.4,465.4,680737.5406494141,654.4 -> 465.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,612961.9157714844,PG2181.01551.0,PG(26:1)
82769,656.0,467.0,148200.990234375,656.0 -> 467.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(26:0),,656.0,467.0,PG2186.01556.0,656.4,467.4,441138.7932128906,656.4 -> 467.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,386016.1893920898,PG2188.01557.0,PG(26:0)
83297,680.0,491.0,740931.1334228516,680.0 -> 491.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(28:2),,680.0,491.0,PG2266.01636.0,680.4,491.4,317474.4048461914,680.4 -> 491.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,272932.90142822266,PG2268.01637.0,PG(28:2)
83473,682.0,493.0,302692.3623046875,682.0 -> 493.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(28:1),,682.0,493.0,PG2273.01643.0,682.4,493.4,740757.4716796875,682.4 -> 493.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,598398.9409179688,PG2274.01644.0,PG(28:1)|PG(P-29:0)
84353,704.0,515.0,56143.08404541016,704.0 -> 515.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(30:4),,704.0,515.0,PG2346.01716.0,704.4,515.4,119307.58786010742,704.4 -> 515.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,88047.26577758789,PG2348.01717.0,PG(30:4)
84529,706.0,517.0,62073.92449951172,706.0 -> 517.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(30:3),,706.0,517.0,PG2353.01723.0,706.4,517.4,240461.6396484375,706.4 -> 517.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,201225.73706054688,PG2354.01724.0,PG(30:3)
86110,730.0,541.0,63100.22473144531,730.0 -> 541.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(32:5),,730.0,541.0,PG2433.01803.0,730.4,541.4,143779.8892211914,730.4 -> 541.4,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,106329.84674072266,PG2434.01804.0,PG(32:5)
101610,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,PI1780.0857.0,534.2,257.2,1162096.356163025,534.2 -> 257.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1143052.2746582031,PI1780.0857.0,LPI(12:0)
101611,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,PI1780.0857.0,534.2,257.2,1096444.6298065186,534.2 -> 257.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1077868.7485580444,PI1780.0857.0,LPI(12:0)
101612,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,PI1780.0857.0,534.2,257.2,1118133.280960083,534.2 -> 257.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1100859.339927673,PI1780.0857.0,LPI(12:0)
101792,548.2,271.2,79126.06549072266,548.2 -> 271.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(13:0),,548.2,271.2,PI1827.0903.0,548.2,271.2,2359.68017578125,548.2 -> 271.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,466.56004333496094,PI1827.0903.0,LPI(13:0)
101972,560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),,560.2,283.2,PI1867.0943.0,560.2,283.2,8187.780605316162,560.2 -> 283.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6576.160491943359,PI1867.0943.0,LPI(14:1)
101973,560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),,560.2,283.2,PI1867.0943.0,560.3,283.3,9086.820682525637,560.3 -> 283.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,7527.080570220947,PI1867.0944.0,LPI(14:1)
102153,562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,562.3,285.3,PI1874.0951.0,562.3,285.3,2640.8402214050293,562.3 -> 285.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1057.1001091003418,PI1874.0951.0,LPI(14:0)
102154,562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,562.3,285.3,PI1874.0951.0,562.3,285.3,2292.880153656006,562.3 -> 285.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,788.4800415039062,PI1874.0951.0,LPI(14:0)
102334,574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,574.3,297.3,PI1914.0991.0,574.3,297.3,395723.915145874,574.3 -> 297.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,342351.91204833984,PI1914.0991.0,LPI(15:1)|LPI(P-16:0)
102335,574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,574.3,297.3,PI1914.0991.0,574.3,297.3,370739.3112869263,574.3 -> 297.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,324386.98809051514,PI1914.0991.0,LPI(15:1)|LPI(P-16:0)
102515,576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,576.3,299.3,PI1920.0997.0,576.3,299.3,7111382.676269531,576.3 -> 299.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6994312.128173828,PI1920.0997.0,LPI(15:0)|LPI(O-16:0)
102516,576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,576.3,299.3,PI1920.0997.0,576.3,299.3,7063161.493652344,576.3 -> 299.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6952543.206176758,PI1920.0997.0,LPI(15:0)|LPI(O-16:0)
102696,588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,588.3,311.3,PI1960.01037.0,588.3,311.3,484246.13928222656,588.3 -> 311.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,420953.3348083496,PI1960.01037.0,LPI(16:1)
102697,588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,588.3,311.3,PI1960.01037.0,588.3,311.3,497364.6745605469,588.3 -> 311.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,434069.1713104248,PI1960.01037.0,LPI(16:1)
102877,590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,590.3,313.3,PI1967.01044.0,590.3,313.3,278011.6543273926,590.3 -> 313.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,233417.85110473636,PI1967.01044.0,LPI(16:0)
102878,590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,590.3,313.3,PI1967.01044.0,590.3,313.3,287513.90060424805,590.3 -> 313.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,247606.4578857422,PI1967.01044.0,LPI(16:0)
103058,600.3,323.3,57386.64422607422,600.3 -> 323.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(17:2),,600.3,323.3,PI2000.01077.0,600.3,323.3,196158.95329284668,600.3 -> 323.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,156922.17083740234,PI2000.01077.0,LPI(17:2)
103238,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,PI2007.01084.0,602.3,325.3,273551.3752746582,602.3 -> 325.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,246047.293548584,PI2007.01084.0,LPI(17:1)|LPI(P-18:0)
103239,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,PI2007.01084.0,602.3,325.3,280036.9346008301,602.3 -> 325.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,248252.09223937988,PI2007.01084.0,LPI(17:1)|LPI(P-18:0)
103240,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,PI2007.01084.0,602.3,325.3,254366.3399810791,602.3 -> 325.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,223733.87789916992,PI2007.01084.0,LPI(17:1)|LPI(P-18:0)
103420,604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),,604.3,327.3,PI2014.01091.0,604.3,327.3,3204191.0078125,604.3 -> 327.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,3117903.901000977,PI2014.01091.0,LPI(17:0)|LPI(O-18:0)
103421,604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),,604.3,327.3,PI2014.01091.0,604.4,327.4,3405529.038330078,604.4 -> 327.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,3331592.133239746,PI2014.01091.0,LPI(17:0)|LPI(O-18:0)
103601,610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,610.3,333.3,PI2034.01111.0,610.3,333.3,72086.96648406982,610.3 -> 333.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47201.6647644043,PI2034.01111.0,LPI(18:4)
103602,610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,610.3,333.3,PI2034.01111.0,610.3,333.3,70482.82592773438,610.3 -> 333.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47534.464431762695,PI2034.01111.0,LPI(18:4)
103782,612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,612.3,335.3,PI2040.01117.0,612.3,335.3,100633.90830993652,612.3 -> 335.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,75911.70681762695,PI2040.01117.0,LPI(18:3)
103783,612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,612.3,335.3,PI2040.01117.0,612.3,335.3,119010.96646118164,612.3 -> 335.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,93395.08471679688,PI2040.01117.0,LPI(18:3)
103963,614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,614.3,337.3,PI2047.01124.0,614.3,337.3,300433.34675598145,614.3 -> 337.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,269950.76446533203,PI2047.01124.0,LPI(18:2)
103964,614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,614.3,337.3,PI2047.01124.0,614.3,337.3,305405.1992874145,614.3 -> 337.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,273944.2173614502,PI2047.01124.0,LPI(18:2)
104144,616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,616.3,339.3,PI2054.01131.0,616.3,339.3,392206.6343383789,616.3 -> 339.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,358506.0122833252,PI2054.01131.0,LPI(18:1)
104145,616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,616.3,339.3,PI2054.01131.0,616.3,339.3,376053.4530639648,616.3 -> 339.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,341648.2706832886,PI2054.01131.0,LPI(18:1)
104325,618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),,618.3,341.3,PI2060.01137.0,618.3,341.3,354725.5422363281,618.3 -> 341.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,298875.1987915039,PI2060.01137.0,LPI(18:0)
104326,618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),,618.3,341.3,PI2060.01137.0,618.3,341.3,340090.3605041504,618.3 -> 341.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,283866.37564086914,PI2060.01137.0,LPI(18:0)
104506,630.4,353.4,54542.76413726807,630.4 -> 353.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(19:1),,630.4,353.4,PI2101.01177.0,630.3,353.3,166712.4126586914,630.3 -> 353.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,109362.4482421875,PI2100.01177.0,LPI(19:1)|LPI(P-20:0)
104507,630.4,353.4,54542.76413726807,630.4 -> 353.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(19:1),,630.4,353.4,PI2101.01177.0,630.4,353.4,160209.1098022461,630.4 -> 353.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,102786.62515258788,PI2101.01177.0,LPI(19:1)|LPI(P-20:0)
104687,632.4,355.4,649549.9510498047,632.4 -> 355.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(19:0),,632.4,355.4,PI2108.01184.0,632.3,355.3,205150.99899291992,632.3 -> 355.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,0.0,PI2107.01184.0,LPI(19:0)|LPI(O-20:0)
104688,632.4,355.4,649549.9510498047,632.4 -> 355.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(19:0),,632.4,355.4,PI2108.01184.0,632.4,355.4,173906.97537231445,632.4 -> 355.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,0.0,PI2108.01184.0,LPI(19:0)|LPI(O-20:0)
104868,636.3,359.3,51888.90362548828,636.3 -> 359.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,5,(20:5),,636.3,359.3,PI2120.01197.0,636.3,359.3,61711.00478363037,636.3 -> 359.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,29452.622581481934,PI2120.01197.0,LPI(20:5)
104869,636.3,359.3,51888.90362548828,636.3 -> 359.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,5,(20:5),,636.3,359.3,PI2120.01197.0,636.3,359.3,66821.06462097168,636.3 -> 359.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,36030.06239318848,PI2120.01197.0,LPI(20:5)
