,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition,OzESI_Intensity,Retention_Time,n-7,n-9,n-10,n-12,db_pos
6958,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6959,"[TG(55:11),TG(54:4)]_FA16:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6960,"[TG(56:11),TG(55:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-10
6961,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6962,"[TG(55:11),TG(54:4)]_FA16:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6963,"[TG(56:11),TG(55:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-10
6964,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6965,"[TG(55:11),TG(54:4)]_FA16:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6966,"[TG(56:11),TG(55:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-10
6967,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6968,"[TG(56:11),TG(55:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-10
6969,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6970,"[TG(55:11),TG(54:4)]_FA16:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
6971,"[TG(56:11),TG(55:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-10
6972,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6973,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6974,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6975,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6976,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6977,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6978,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6979,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6980,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6981,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6982,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6983,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6984,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6985,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
6986,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6987,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6988,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6989,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6990,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6991,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6992,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6993,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6994,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6995,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6996,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6997,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6998,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
6999,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7000,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7001,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7002,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7003,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7004,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7005,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7006,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7007,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7008,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7009,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7010,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7011,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7012,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7013,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7014,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7015,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7016,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7017,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
7018,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7019,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
7020,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7021,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
7022,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7023,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
7024,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
7025,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
7026,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7027,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7028,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7029,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7030,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7031,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7032,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7033,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7034,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7035,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7036,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7037,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7038,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7039,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7040,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7041,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7042,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7043,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7044,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7045,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7046,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7047,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7048,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7049,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7050,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7051,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7052,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7053,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7054,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7055,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7056,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7057,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7058,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7059,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7060,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7061,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7062,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7063,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7064,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7065,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7066,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7067,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7068,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7069,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7070,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7071,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7072,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7073,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
7074,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7075,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7076,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7077,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
7078,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7079,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
7080,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7081,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7082,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7083,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7084,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
7085,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7086,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7087,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7088,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7089,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7090,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7091,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7092,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
7093,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
