,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
1262,LPG(19:0)|LPG(O-20:0),544.0,355.0,219302.9346923828,544.0 -> 355.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG(O-,LPG(O-,0,(19:0),
1263,LPG(20:5),548.0,359.0,86501.36584472656,548.0 -> 359.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,5,(20:5),
1264,LPG(20:4),550.0,361.0,66128.62487792969,550.0 -> 361.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,4,(20:4),
1265,LPG(20:3),552.0,363.0,98606.96630859376,552.0 -> 363.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,3,(20:3),
1266,LPG(20:2),554.0,365.0,78408.20599365234,554.0 -> 365.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,2,(20:2),
1267,LPG(20:1),556.0,367.0,133222.7099609375,556.0 -> 367.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,1,(20:1),
1268,LPG(20:0),558.0,369.0,85814.46600341797,558.0 -> 369.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(20:0),
1269,PG(20:0)|LPG(21:0),572.0,383.0,152417.55078125,572.0 -> 383.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(20:0),
1270,LPG(22:6),574.0,385.0,115846.20861816406,574.0 -> 385.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,6,(22:6),
1271,LPG(22:4),578.0,389.0,74026.06536865234,578.0 -> 389.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,4,(22:4),
1272,LPG(22:2),582.0,393.0,60049.50415039063,582.0 -> 393.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,2,(22:2),
1273,LPG(22:1),584.0,395.0,153502.93139648438,584.0 -> 395.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,1,(22:1),
1274,LPG(22:0),586.0,397.0,99520.10693359376,586.0 -> 397.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(22:0),
1275,PG(24:0),628.0,439.0,176882.3927001953,628.0 -> 439.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(24:0),
1276,PG(25:0),642.0,453.0,64068.224609375,642.0 -> 453.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(25:0),
1277,PG(26:1),654.0,465.0,86443.5859375,654.0 -> 465.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,1,(26:1),
1278,PG(26:0),656.0,467.0,148200.990234375,656.0 -> 467.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(26:0),
1279,PG(27:1)|PG(P-28:0),668.0,479.0,50795.263580322266,668.0 -> 479.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(27:1),
1280,PG(27:0)|PG(O-28:0),670.0,481.0,62299.90411376953,670.0 -> 481.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(27:0),
1281,PG(28:2),680.0,491.0,740931.1334228516,680.0 -> 491.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(28:2),
1282,PG(28:1)|PG(P-29:0),682.0,493.0,302692.3623046875,682.0 -> 493.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(28:1),
1283,PG(28:0)|PG(O-29:0),684.0,495.0,1929841.3720703125,684.0 -> 495.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(28:0),
1284,PG(29:2)|PG(P-30:1),694.0,505.0,81210.1255493164,694.0 -> 505.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(29:2),
1285,PG(29:1)|PG(O-30:1)|PG(P-30:0),696.0,507.0,62897.52410888672,696.0 -> 507.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(29:1),
1286,PG(29:0)|PG(O-30:0),698.0,509.0,60993.14459228516,698.0 -> 509.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(29:0),
1287,PG(30:4),704.0,515.0,56143.08404541016,704.0 -> 515.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(30:4),
1288,PG(30:3),706.0,517.0,62073.92449951172,706.0 -> 517.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(30:3),
1289,PG(30:2)|PG(P-31:1),708.0,519.0,100285.24755859376,708.0 -> 519.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(30:2),
1290,PG(30:1)|PG(O-31:1)|PG(P-31:0),710.0,521.0,74030.98547363281,710.0 -> 521.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(30:1),
1291,PG(30:0)|PG(O-31:0),712.0,523.0,116921.60864257812,712.0 -> 523.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(30:0),
1292,PG(31:4),718.0,529.0,58803.903747558594,718.0 -> 529.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(31:4),
1293,PG(31:3),720.0,531.0,56344.56359863281,720.0 -> 531.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(31:3),
1294,PG(31:2)|PG(P-32:1),722.0,533.0,61775.28448486328,722.0 -> 533.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(31:2),
1295,PG(31:1)|PG(O-32:1)|PG(P-32:0),724.0,535.0,115338.66821289062,724.0 -> 535.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(31:1),
1296,PG(31:0)|PG(O-32:0),726.0,537.0,83204.6860961914,726.0 -> 537.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(31:0),
1297,PG(32:5),730.0,541.0,63100.22473144531,730.0 -> 541.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(32:5),
1298,PG(32:4),732.0,543.0,55754.76403808594,732.0 -> 543.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(32:4),
1299,PG(32:3)|PG(P-33:2),734.0,545.0,73126.84503173828,734.0 -> 545.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,3,(32:3),
1300,PG(32:2)|PG(O-33:2)|PG(P-33:1),736.0,547.0,121219.40832519533,736.0 -> 547.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(32:2),
1301,PG(32:1)|PG(O-33:1)|PG(P-33:0),738.0,549.0,117656.56823730467,738.0 -> 549.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(32:1),
1302,PG(32:0)|PG(O-33:0),740.0,551.0,180143.33349609375,740.0 -> 551.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(32:0),
1303,PG(33:5)|PG(P-34:4),744.0,555.0,60225.52423095703,744.0 -> 555.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,5,(33:5),
1304,PG(33:4)|PG(O-34:4)|PG(P-34:3),746.0,557.0,57486.24432373047,746.0 -> 557.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,4,(33:4),
1305,PG(33:3)|PG(O-34:3)|PG(P-34:2),748.0,559.0,60660.96435546875,748.0 -> 559.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,3,(33:3),
1306,PG(33:2)|PG(O-34:2)|PG(P-34:1),750.0,561.0,74902.22570800781,750.0 -> 561.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(33:2),
1307,PG(33:1)|PG(O-34:1)|PG(P-34:0),752.0,563.0,675870.9793701172,752.0 -> 563.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(33:1),
1308,PG(33:0)|PG(O-34:0),754.0,565.0,332220.44689941406,754.0 -> 565.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(33:0),
1309,PG(34:6),756.0,567.0,157189.33044433594,756.0 -> 567.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(34:6),
1310,PG(34:5),758.0,569.0,82617.0659790039,758.0 -> 569.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(34:5),
1311,PG(34:4),760.0,571.0,148247.4503173828,760.0 -> 571.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(34:4),
1312,PG(34:3)|PG(P-35:2),762.0,573.0,71790.78509521484,762.0 -> 573.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,3,(34:3),
1313,PG(O-35:2)|PG(P-35:1),764.0,575.0,75759.90539550781,764.0 -> 575.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(O-35:2),
1314,PG(O-35:1)|PG(P-35:0),766.0,577.0,220780.83447265625,766.0 -> 577.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(O-35:1),
1315,PG(34:0)|PG(O-35:0),768.0,579.0,132664.4698486328,768.0 -> 579.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,0,(34:0),
1316,PG(35:6)|PG(P-36:5),770.0,581.0,82769.46545410156,770.0 -> 581.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,6,(35:6),
1317,PG(35:5)|PG(O-36:5)|PG(P-36:4),772.0,583.0,83314.78564453125,772.0 -> 583.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,5,(35:5),
1318,PG(35:4)|PG(O-36:4)|PG(P-36:3),774.0,585.0,67758.54473876953,774.0 -> 585.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,4,(35:4),
1319,PG(35:3)|PG(O-36:3)|PG(P-36:2),776.0,587.0,66782.36474609375,776.0 -> 587.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,3,(35:3),
1320,PG(35:2)|PG(O-36:2)|PG(P-36:1),778.0,589.0,72601.4853515625,778.0 -> 589.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(35:2),
1321,PG(36:8)|PG(35:1)|PG(O-36:1)|PG(P-36:0),780.0,591.0,114779.8680419922,780.0 -> 591.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,8,(36:8),
1322,PG(36:7)|PG(35:0)|PG(O-36:0),782.0,593.0,132842.9688720703,782.0 -> 593.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,7,(36:7),
1323,PG(36:6),784.0,595.0,77504.50567626953,784.0 -> 595.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(36:6),
1324,PG(36:5),786.0,597.0,70467.18524169922,786.0 -> 597.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(36:5),
1325,PG(36:4),788.0,599.0,88534.60583496094,788.0 -> 599.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(36:4),
1326,PG(36:3)|PG(P-37:2),790.0,601.0,81748.88562011719,790.0 -> 601.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,3,(36:3),
1327,PG(O-37:2)|PG(P-37:1),792.0,603.0,414833.3088378906,792.0 -> 603.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(O-37:2),
1328,PG(36:1)|PG(O-37:1)|PG(P-37:0),794.0,605.0,1051587.134765625,794.0 -> 605.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(36:1),
1329,PG(37:7)|PG(P-38:6)|PG(36:0)|PG(O-37:0),796.0,607.0,235316.97680664065,796.0 -> 607.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,7,(37:7),
1330,PG(37:6)|PG(O-38:6)|PG(P-38:5),798.0,609.0,120110.00903320312,798.0 -> 609.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,6,(37:6),
1331,PG(37:5)|PG(O-38:5)|PG(P-38:4),800.0,611.0,76457.22485351562,800.0 -> 611.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,5,(37:5),
1332,PG(37:4)|PG(O-38:4)|PG(P-38:3),802.0,613.0,70285.20520019531,802.0 -> 613.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,4,(37:4),
1333,PG(37:3)|PG(O-38:3)|PG(P-38:2),804.0,615.0,73866.30480957031,804.0 -> 615.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,3,(37:3),
1334,PG(38:9)|PG(37:2)|PG(O-38:2)|PG(P-38:1),806.0,617.0,87949.10681152344,806.0 -> 617.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,9,(38:9),
1335,PG(38:8)|PG(37:1)|PG(O-38:1)|PG(P-38:0),808.0,619.0,82396.8056640625,808.0 -> 619.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,8,(38:8),
1336,PG(38:7)|PG(37:0)|PG(O-38:0),810.0,621.0,82049.54602050781,810.0 -> 621.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,7,(38:7),
1337,PG(38:6),812.0,623.0,200211.01293945312,812.0 -> 623.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(38:6),
1338,PG(38:5),814.0,625.0,135245.7498779297,814.0 -> 625.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(38:5),
1339,PG(38:4),816.0,627.0,308585.84228515625,816.0 -> 627.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(38:4),
1340,PG(38:3),818.0,629.0,139828.390625,818.0 -> 629.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(38:3),
1341,PG(38:2)|PG(P-39:1),820.0,631.0,105088.92797851562,820.0 -> 631.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,2,(38:2),
1342,PG(39:8)|PG(38:1)|PG(O-39:1)|PG(P-39:0),822.0,633.0,158012.4305419922,822.0 -> 633.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,8,(39:8),
1343,PG(39:7)|PG(P-40:6)|PG(38:0)|PG(O-39:0),824.0,635.0,103045.20642089844,824.0 -> 635.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,7,(39:7),
1344,PG(39:6)|PG(O-40:6)|PG(P-40:5),826.0,637.0,214987.41357421875,826.0 -> 637.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,6,(39:6),
1345,PG(39:5)|PG(O-40:5)|PG(P-40:4),828.0,639.0,132173.20971679688,828.0 -> 639.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,5,(39:5),
