Sample Name,Cage,Genotype,Sex,Class,Lipid,Transition,Intensity,Blank Subtraction
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:5)]_FA18:0,786.7 -> 485.4,18455.321319580078,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:5)]_FA18:1,786.7 -> 487.4,16526.58103942871,3288.6000366210938
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:5)]_FA18:2,786.7 -> 489.4,20608.381225585938,1424.5000762939453
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:5)]_FA18:3,786.7 -> 491.4,27122.681671142578,3630.4597778320312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:5)]_FA20:4,786.7 -> 465.4,53159.80389404297,10.51983642578125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:5)]_FA22:5,786.7 -> 439.4,31565.742111206055,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA14:0,784.6 -> 539.4,21252.501525878906,1007.3401031494141
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA16:0,784.6 -> 511.3,30388.86212158203,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA16:1,784.6 -> 513.3,18478.00131225586,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA18:0,784.6 -> 483.3,33300.50225830078,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA18:1,784.6 -> 485.3,21429.241592407227,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA18:2,784.6 -> 487.3,15474.461029052734,1916.939956665039
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA18:3,784.6 -> 489.3,24312.04197692871,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA20:4,784.6 -> 463.3,19376.921508789062,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA22:5,784.6 -> 437.3,41643.102935791016,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(46:6)]_FA22:6,784.6 -> 439.3,37745.782775878906,5801.9205322265625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:2)]_FA14:0,806.7 -> 561.5,21037.84149169922,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:2)]_FA16:0,806.7 -> 533.4,24380.00160217285,3374.5001068115234
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:2)]_FA16:1,806.7 -> 535.4,45655.682861328125,5357.899841308594
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:2)]_FA18:0,806.7 -> 505.4,17823.581268310547,3109.740264892578
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:2)]_FA18:1,806.7 -> 507.4,25805.56187438965,3192.460250854492
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:2)]_FA18:2,806.7 -> 509.4,54322.0634765625,1747.7398681640625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA14:0,804.7 -> 559.5,19236.601318359375,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA16:0,804.7 -> 531.4,19628.34144592285,963.1602783203125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA16:1,804.7 -> 533.4,29429.0419921875,5896.260314941406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA18:0,804.7 -> 503.4,22547.40155029297,1217.4999389648438
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA18:1,804.7 -> 505.4,19925.30126953125,2303.159942626953
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA18:2,804.7 -> 507.4,27229.021759033203,2400.059844970703
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:3)]_FA18:3,804.7 -> 509.4,63476.20458984375,517.0599975585938
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA14:0,802.7 -> 557.5,19647.981414794922,529.1201171875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA16:0,802.7 -> 529.4,20476.021362304688,2799.9398498535156
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA16:1,802.7 -> 531.4,18964.34164428711,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA18:0,802.7 -> 501.4,13004.08090209961,968.6000061035156
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA18:1,802.7 -> 503.4,22772.36163330078,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA18:2,802.7 -> 505.4,23432.60174560547,2148.520462036133
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA18:3,802.7 -> 507.4,31550.142364501953,2156.1602783203125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:4)]_FA20:4,802.7 -> 481.4,30053.101959228516,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA14:0,800.7 -> 555.5,19843.221435546875,858.6001281738281
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA16:0,800.7 -> 527.4,17076.061233520508,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA16:1,800.7 -> 529.4,20776.061462402344,2112.860122680664
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA18:0,800.7 -> 499.4,15031.821075439453,812.1200180053711
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA18:1,800.7 -> 501.4,13393.320960998535,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA18:2,800.7 -> 503.4,33465.30256652832,1795.9402313232422
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA18:3,800.7 -> 505.4,30442.162353515625,1824.120346069336
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA20:4,800.7 -> 479.4,19134.401321411133,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:5)]_FA22:5,800.7 -> 453.4,29830.96209716797,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA14:0,798.7 -> 553.5,23398.64175415039,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA16:0,798.7 -> 525.4,27352.601837158203,1171.739990234375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA16:1,798.7 -> 527.4,19510.281463623047,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA18:0,798.7 -> 497.4,21483.121368408203,1901.02001953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA18:1,798.7 -> 499.4,18385.221282958984,332.6999206542969
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA18:2,798.7 -> 501.4,15849.701057434082,1439.180030822754
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA18:3,798.7 -> 503.4,59474.9638671875,9250.800964355469
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA20:4,798.7 -> 477.4,18106.9412689209,311.19995880126953
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA22:5,798.7 -> 451.4,20843.001594543457,312.7601852416992
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(47:6)]_FA22:6,798.7 -> 453.4,40288.902770996094,6528.900375366211
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:2)]_FA14:0,820.7 -> 575.5,45982.263671875,14006.121368408203
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:2)]_FA16:0,820.7 -> 547.4,99345.94775390625,27990.74267578125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:2)]_FA16:1,820.7 -> 549.4,148539.10913085938,49230.88171386719
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:2)]_FA18:0,820.7 -> 519.4,21367.70147705078,2456.6001586914062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:2)]_FA18:1,820.7 -> 521.4,56122.12341308594,15329.880676269531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:2)]_FA18:2,820.7 -> 523.4,170289.77124023438,25830.72119140625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA14:0,818.7 -> 573.5,29196.642120361328,3308.7404174804688
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA16:0,818.7 -> 545.4,20760.901641845703,2415.6004638671875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA16:1,818.7 -> 547.4,99002.46716308594,20852.222045898438
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA18:0,818.7 -> 517.4,16801.30126953125,2314.7603149414062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA18:1,818.7 -> 519.4,26796.241943359375,3833.700225830078
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA18:2,818.7 -> 521.4,72026.18542480469,10972.581298828125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:3)]_FA18:3,818.7 -> 523.4,192045.83374023438,26611.681884765625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA14:0,816.7 -> 571.5,22704.32162475586,428.199951171875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA16:0,816.7 -> 543.4,18023.381286621094,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA16:1,816.7 -> 545.4,21603.641525268555,2601.800079345703
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA18:0,816.7 -> 515.4,13880.480865478516,611.9399871826172
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA18:1,816.7 -> 517.4,18655.041244506836,1017.5
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA18:2,816.7 -> 519.4,30724.322174072266,3666.220184326172
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA18:3,816.7 -> 521.4,85129.44567871094,12282.560729980469
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:4)]_FA20:4,816.7 -> 495.4,61847.084533691406,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA14:0,814.7 -> 569.5,23186.221649169922,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA16:0,814.7 -> 541.4,18289.841094970703,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA16:1,814.7 -> 543.4,18588.321533203125,439.98045349121094
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA18:0,814.7 -> 513.4,14912.201065063477,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA18:1,814.7 -> 515.4,15416.76107788086,597.8799743652344
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA18:2,814.7 -> 517.4,20357.281372070312,733.6000518798828
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA18:3,814.7 -> 519.4,37276.68292236328,6129.980773925781
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA20:4,814.7 -> 493.4,53432.62414550781,1825.2605590820312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:5)]_FA22:5,814.7 -> 467.4,34622.842376708984,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA14:0,812.7 -> 567.5,53435.64392089844,2164.9607543945312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA16:0,812.7 -> 539.4,25634.341735839844,1786.3200988769531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA16:1,812.7 -> 541.4,19971.361358642578,300.41978454589844
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA18:0,812.7 -> 511.4,24045.021728515625,598.7400207519531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA18:1,812.7 -> 513.4,18371.641326904297,747.1199951171875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA18:2,812.7 -> 515.4,16307.921096801758,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA18:3,812.7 -> 517.4,23798.20166015625,2980.6201782226562
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA20:4,812.7 -> 491.4,22370.641571044922,1066.7000732421875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA22:5,812.7 -> 465.4,38948.24285888672,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(48:6)]_FA22:6,812.7 -> 467.4,42119.603088378906,4088.1604614257812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA14:0",810.8 -> 565.6,35417.78253173828,287.99981689453125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA16:0",810.8 -> 537.5,97358.58630371094,16805.340087890625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA16:1",810.8 -> 539.5,25187.181610107422,453.2196960449219
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA18:0",810.8 -> 509.5,33774.18240356445,1499.7002258300781
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA18:1",810.8 -> 511.5,27549.141998291016,964.8200073242188
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA18:2",810.8 -> 513.5,18693.961227416992,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA18:3",810.8 -> 515.5,16888.621139526367,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA20:4",810.8 -> 489.5,13793.000915527344,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA22:5",810.8 -> 463.5,19269.381378173828,2565.3002319335938
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:7),TG(47:0)]_FA22:6",810.8 -> 465.5,46436.083404541016,2367.3601989746094
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA14:0",808.7 -> 563.5,28729.022094726562,2878.940155029297
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA16:0",808.7 -> 535.4,45089.46319580078,5215.2601318359375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA16:1",808.7 -> 537.4,95561.8466796875,7154.52001953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA18:0",808.7 -> 507.4,21112.761352539062,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA18:1",808.7 -> 509.4,36153.52243041992,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA18:2",808.7 -> 511.4,37156.52264404297,1106.7200317382812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA18:3",808.7 -> 513.4,19025.701400756836,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA20:4",808.7 -> 487.4,16765.42115020752,2903.580177307129
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA22:5",808.7 -> 461.4,13957.021091461182,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(48:8),TG(47:1)]_FA22:6",808.7 -> 463.4,20374.70139312744,970.9801330566406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA14:0,832.7 -> 587.5,21204.201416015625,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA16:0,832.7 -> 559.4,21784.86148071289,2320.8999938964844
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA16:1,832.7 -> 561.4,32745.182373046875,5171.780303955078
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA18:0,832.7 -> 531.4,15340.961044311523,294.15997314453125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA18:1,832.7 -> 533.4,17870.021194458008,2022.0801239013672
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA18:2,832.7 -> 535.4,46086.863220214844,4804.6807861328125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:3)]_FA18:3,832.7 -> 537.4,118168.90844726562,16161.901489257812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA14:0,830.7 -> 585.5,20047.12144470215,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA16:0,830.7 -> 557.4,18764.501266479492,1979.7001037597656
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA16:1,830.7 -> 559.4,22987.981567382812,4274.880172729492
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA18:0,830.7 -> 529.4,17440.101303100586,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA18:1,830.7 -> 531.4,16485.081161499023,137.84005737304688
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA18:2,830.7 -> 533.4,23185.401748657227,3325.4004974365234
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA18:3,830.7 -> 535.4,56185.90399169922,5436.220397949219
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:4)]_FA20:4,830.7 -> 509.4,36440.98263549805,1450.1003723144531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA14:0,828.7 -> 583.5,22859.48162841797,168.65997314453125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA16:0,828.7 -> 555.4,19674.661346435547,962.6000213623047
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA16:1,828.7 -> 557.4,20533.581634521484,2043.6803283691406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA18:0,828.7 -> 527.4,17134.141082763672,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA18:1,828.7 -> 529.4,18013.501434326172,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA18:2,828.7 -> 531.4,17972.361129760742,985.1798095703125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA18:3,828.7 -> 533.4,24319.88182067871,2144.000259399414
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA20:4,828.7 -> 507.4,43091.24313354492,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:5)]_FA22:5,828.7 -> 481.4,19586.521423339844,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA14:0,826.7 -> 581.5,29744.68197631836,2109.5800170898438
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA16:0,826.7 -> 553.4,33696.14239501953,620.1401672363281
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA16:1,826.7 -> 555.4,21767.36151123047,1650.2601165771484
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA18:0,826.7 -> 525.4,22221.641632080078,877.16015625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA18:1,826.7 -> 527.4,18214.501419067383,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA18:2,826.7 -> 529.4,22637.201599121094,2652.0602111816406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA18:3,826.7 -> 531.4,19521.881370544434,421.06017303466797
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA20:4,826.7 -> 505.4,172559.83450317383,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA22:5,826.7 -> 479.4,17236.681266784668,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(49:6)]_FA22:6,826.7 -> 481.4,25022.161682128906,2340.0999908447266
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA14:0",824.8 -> 579.6,63149.564392089844,11842.961059570312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA16:0",824.8 -> 551.5,233718.13647460938,48289.3642578125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA16:1",824.8 -> 553.5,37229.16259765625,7696.600433349609
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA18:0",824.8 -> 523.5,93078.66674804688,18990.161743164062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA18:1",824.8 -> 525.5,24525.801788330078,455.5599822998047
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA18:2",824.8 -> 527.5,20775.881271362305,558.4598083496094
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA18:3",824.8 -> 529.5,21472.02163696289,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA20:4",824.8 -> 503.5,410851.2629547119,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA22:5",824.8 -> 477.5,17941.9012298584,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:7),TG(48:0)]_FA22:6",824.8 -> 479.5,21056.281646728516,1392.6602325439453
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA14:0",822.8 -> 577.6,94670.84741210938,31265.80352783203
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA16:0",822.8 -> 549.5,139989.51000976562,46036.02392578125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA16:1",822.8 -> 551.5,237465.43701171875,33847.001953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA18:0",822.8 -> 521.5,43168.603454589844,6068.160675048828
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA18:1",822.8 -> 523.5,100933.46655273438,16418.339965820312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA18:2",822.8 -> 525.5,32729.022033691406,3404.219970703125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA18:3",822.8 -> 527.5,22195.361618041992,135.92002868652344
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA20:4",822.8 -> 501.5,13334.100914001465,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA22:5",822.8 -> 475.5,17229.18133544922,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(49:8),TG(48:1)]_FA22:6",822.8 -> 477.5,21294.041473388672,1280.4600524902344
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA14:0,846.8 -> 601.6,59127.24426269531,29669.461944580078
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA16:0,846.8 -> 573.5,154268.12963867188,127646.84786987305
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA16:1,846.8 -> 575.5,521705.32946777344,438210.80407714844
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA18:0,846.8 -> 545.5,20759.5811920166,5100.200088500977
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA18:1,846.8 -> 547.5,132816.32751464844,85662.98419189453
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA18:2,846.8 -> 549.5,283586.6369628906,145774.56762695312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:3)]_FA18:3,846.8 -> 551.5,631361.1166992188,295762.21044921875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA14:0,844.7 -> 599.5,41208.962982177734,16398.26141357422
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA16:0,844.7 -> 571.4,34808.14242553711,10804.700744628906
