Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Genotype,Brain Region,Sex,method_type,Blank Subtraction
PIp (36:5),858.5,581.5,166856.1328125,858.5 -> 581.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
"PIo (36:5), PIp (36:4)",860.5,583.5,38528.36276245117,860.5 -> 583.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
"PIo (36:4), PIp (36:3)",862.6,585.6,37258.702407836914,862.6 -> 585.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,5071.060302734375
"PIo (36:3), PIp (36:2)",864.6,587.6,47593.163818359375,864.6 -> 587.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,15650.781448364258
"PIo (36:2), PIp (36:1)",866.6,589.6,50995.643798828125,866.6 -> 589.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,5539.640625
PI (36:8),868.5,591.5,79676.90588378906,868.5 -> 591.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,25112.322265625
"PIo (36:1), PIp (36:0)",868.6,591.6,74672.08477783203,868.6 -> 591.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,21333.501342773438
PI (36:7),870.5,593.5,60930.125,870.5 -> 593.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,8698.561340332031
PIo (36:0),870.6,593.6,57656.68389892578,870.6 -> 593.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,5080.560546875
PI (36:6),872.5,595.5,52327.98376464844,872.5 -> 595.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,6139.60009765625
PI (36:5),874.5,597.5,45106.803131103516,874.5 -> 597.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,13410.801086425781
PI (36:4),876.5,599.5,100988.26586914062,876.5 -> 599.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,51723.141998291016
PI (36:3),878.5,601.5,85260.04669189453,878.5 -> 601.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,27977.102661132812
PI (36:2),880.6,603.6,140296.8302001953,880.6 -> 603.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,47705.58435058594
PI (36:1),882.6,605.6,86775.52667236328,882.6 -> 605.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,30592.862365722656
PIp (38:6),884.5,607.5,183019.91186523438,884.5 -> 607.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,6313.860107421875
PI (36:0),884.6,607.6,177390.61303710938,884.6 -> 607.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,7954.100830078125
"PIo (38:6), PIp (38:5)",886.6,609.6,45123.44354248047,886.6 -> 609.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,519.4803466796875
"PIo (38:5), PIp (38:4)",888.6,611.6,31376.2420501709,888.6 -> 611.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1967.1801452636719
"PIo (38:4), PIp (38:3)",890.6,613.6,48831.20365905762,890.6 -> 613.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,16426.40103149414
"PIo (38:3), PIp (38:2)",892.6,615.6,37894.562744140625,892.6 -> 615.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,3101.0602111816406
PI (38:9),894.5,617.5,42604.3830871582,894.5 -> 617.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1703.2800903320312
"PIo (38:2), PIp (38:1)",894.6,617.6,39576.90267944336,894.6 -> 617.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1455.399887084961
PI (38:8),896.5,619.5,52729.103576660156,896.5 -> 619.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,14425.021179199219
"PIo (38:1), PIp (38:0)",896.6,619.6,49834.443450927734,896.6 -> 619.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,12975.001281738281
PI (38:7),898.5,621.5,82226.90475463867,898.5 -> 621.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,42763.00175476074
PI (38:6),900.5,623.5,82134.62573242188,900.5 -> 623.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,35454.28274536133
PI (38:5),902.5,625.5,134137.92880249023,902.5 -> 625.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,102309.00680541992
PI (38:4),904.6,627.6,358304.6840209961,904.6 -> 627.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,324380.36123657227
PI (38:3),906.6,629.6,71037.14511108398,906.6 -> 629.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,41148.302993774414
PI (38:2),908.6,631.6,43956.14291381836,908.6 -> 631.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,9421.660461425781
PI (38:1),910.6,633.6,36174.882583618164,910.6 -> 633.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,2782.9003295898438
PI (38:0) | PIp (40:6),912.6,635.6,47527.82287597656,912.6 -> 635.6,PI | PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,6248.15966796875
PI (38:0) | PIp (40:6),912.6,635.6,44229.123138427734,912.6 -> 635.6,PI | PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,5125.6998291015625
"PIo (40:6), PIp (40:5)",914.6,637.6,56456.324127197266,914.6 -> 637.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
"PIo (40:5), PIp (40:4)",916.6,639.6,99674.2666015625,916.6 -> 639.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
"PIo (40:4), PIp (40:3)",918.6,641.6,68081.6044921875,918.6 -> 641.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,34159.84228515625
PI (40:10),920.5,643.5,63463.883613586426,920.5 -> 643.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,31402.78116607666
"PIo (40:3), PIp (40:2)",920.6,643.6,45778.183685302734,920.6 -> 643.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,16112.901527404785
PI (40:9),922.5,645.5,35590.70245361328,922.5 -> 645.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,4371.760589599609
"PIo (40:2), PIp (40:1)",922.6,645.6,30551.581939697266,922.6 -> 645.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (40:8),924.5,647.5,103117.44793701172,924.5 -> 647.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,61937.16537475586
"PIo (40:1), PIp (40:0)",924.7,647.7,85600.96676635742,924.7 -> 647.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,49373.22439575195
PI (40:7),926.5,649.5,58048.764251708984,926.5 -> 649.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,22044.8416595459
PIo (40:7),926.7,649.7,50395.86395263672,926.7 -> 649.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,14031.081588745117
PI (40:6),928.6,651.6,95400.52703857422,928.6 -> 651.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (40:5),930.6,653.6,51201.963928222656,930.6 -> 653.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (40:4),932.6,655.6,38413.38279724121,932.6 -> 655.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (40:3),934.6,657.6,35606.10235595703,934.6 -> 657.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1666.6004638671875
PI (40:2),936.6,659.6,40781.842529296875,936.6 -> 659.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (40:1),938.6,661.6,31192.742111206055,938.6 -> 661.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIp (42:6),940.6,663.6,251224.91934204102,940.6 -> 663.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (40:0),940.7,663.7,236385.47720336914,940.7 -> 663.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIo (42:6),942.6,665.6,52882.84379577637,942.6 -> 665.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,4623.800643920898
PIp (42:4),944.6,667.6,26649.601806640625,944.6 -> 667.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (42:11),946.5,669.5,73269.06666564941,946.5 -> 669.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIo (42:4),946.6,669.6,51187.48275756836,946.6 -> 669.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (42:10),948.5,671.5,27936.522064208984,948.5 -> 671.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIp (42:2),948.7,671.7,28664.022232055664,948.7 -> 671.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,336.2598876953125
PI (42:9),950.5,673.5,27483.78155517578,950.5 -> 673.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIo (42:2),950.7,673.7,25083.521911621094,950.7 -> 673.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (42:8),952.6,675.6,41409.74317932129,952.6 -> 675.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIo (42:1),952.7,675.7,36432.24267578125,952.7 -> 675.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (42:7),954.6,677.6,32815.2424621582,954.6 -> 677.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PIo (42:0),954.7,677.7,31868.722259521484,954.7 -> 677.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1178.0601806640625
PI (42:6),956.6,679.6,27257.582122802734,956.6 -> 679.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1742.26025390625
PI (42:5),958.6,681.6,30620.4022064209,958.6 -> 681.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,4161.200370788574
PI (42:4),960.6,683.6,21935.981475830078,960.6 -> 683.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (42:3),962.6,685.6,88446.66730499268,962.6 -> 685.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,16674.463691711426
PI (42:1),966.7,689.7,25810.62190246582,966.7 -> 689.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1782.7400207519531
PI (42:0),968.7,691.7,45021.42318725586,968.7 -> 691.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:12),972.5,695.5,20245.701629638672,972.5 -> 695.5,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:10),976.6,699.6,24950.041778564453,976.6 -> 699.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:8),980.6,703.6,24623.501556396484,980.6 -> 703.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,1031.7797775268555
PI (44:7),982.6,705.6,26159.722038269043,982.6 -> 705.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,3640.380470275879
PI (44:6),984.6,707.6,20581.72166442871,984.6 -> 707.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:5),986.6,709.6,24279.281616210938,986.6 -> 709.6,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,4385.840438842773
PI (44:4),988.7,711.7,17104.74115753174,988.7 -> 711.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:3),990.7,713.7,19207.981296539307,990.7 -> 713.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:2),992.7,715.7,27458.441688537598,992.7 -> 715.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,8090.040271759033
PI (44:1),994.7,717.7,15800.9411277771,994.7 -> 717.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
PI (44:0),996.7,719.7,17903.681259155273,996.7 -> 719.7,PI,PI_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PI,0.0
Lyso_PS(12:0) | PS (12:0),442.2,257.2,15442.441108703613,442.2 -> 257.2,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(12:0) | PS (12:0),442.2,257.2,16327.38123703003,442.2 -> 257.2,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(13:0) | PS (12:0),456.2,271.2,21207.081481933594,456.2 -> 271.2,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(13:0) | PS (12:0),456.2,271.2,21339.561714172363,456.2 -> 271.2,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(14:1) | PS (14:1),468.2,283.2,310236.50410461426,468.2 -> 283.2,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(14:1) | PS (14:1),468.2,283.2,326401.11850357056,468.2 -> 283.2,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(14:0),470.2,285.2,20525.641445159912,470.2 -> 285.2,PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(15:1),482.2,297.2,22005.741577148438,482.2 -> 297.2,PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
PSp (16:0),482.3,297.3,48118.643409729004,482.3 -> 297.3,PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(15:0) | PSo (16:0),484.3,299.3,17739.221046447754,484.3 -> 299.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(15:0) | PSo (16:0),484.3,299.3,14203.780868530273,484.3 -> 299.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,10837.300609588623
Lyso_PS(16:1) | PS (16:1),496.3,311.3,1463.0200996398926,496.3 -> 311.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,1.2400054931640625
Lyso_PS(16:1) | PS (16:1),496.3,311.3,1463.2201042175293,496.3 -> 311.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(16:0) | PS (16:0),498.3,313.3,1527.2801055908203,498.3 -> 313.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(16:0) | PS (16:0),498.3,313.3,1490.920093536377,498.3 -> 313.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(17:2),508.3,323.3,15911.041229248047,508.3 -> 323.3,PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(17:1) | PSp (18:0),510.3,325.3,8278.260597229004,510.3 -> 325.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(17:1) | PSp (18:0),510.3,325.3,14554.2209815979,510.3 -> 325.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(17:0) | PSo (18:0),512.3,327.3,196158.55406570435,512.3 -> 327.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(17:0) | PSo (18:0),512.3,327.3,470603.8163948059,512.3 -> 327.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,164085.2177619934
Lyso_PS(17:0) | PSo (18:0),512.3,327.3,446125.8094329834,512.3 -> 327.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,163469.22691345215
Lyso_PS(18:4),518.2,333.2,10444.040744781494,518.2 -> 333.2,PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(18:4),518.3,333.2,14007.840728759766,518.3 -> 333.2,PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(18:3) | PS (18:3),520.3,335.3,36644.56262207031,520.3 -> 335.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(18:3) | PS (18:3),520.3,335.3,42226.94295120239,520.3 -> 335.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(18:2) | PS (18:2),522.3,337.3,15718.441352844238,522.3 -> 337.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
Lyso_PS(18:2) | PS (18:2),522.3,337.3,9508.900695800781,522.3 -> 337.3,PS | PS,PS_DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023,Not Needed,5xFAD,cerebellum,Male,PS,0.0
