Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
Lyso_PS(18:1) | PS (18:1)_2,29117.50196456909,30154.882194519043,10031.400760650637,21673.08134460449,53223.34387588501,47070.60305786133,35545.58208465576,16266.480991363524,60616.84436035156,42765.422565460205
Lyso_PS(18:2) | PS (18:2),24224.601444244385,20752.38147354126,15020.741409301758,21420.321769714355,43043.58302307129,41076.00286865234,53316.04391479492,17863.861656188965,49676.1432800293,57309.12399291992
Lyso_PS(18:2) | PS (18:2)_2,25029.78169631958,22810.42158126831,9706.16067123413,17081.340896606445,41809.24337768555,38161.6628112793,52952.86395263672,15964.701187133787,49458.98310852051,55935.32440185547
Lyso_PS(18:3) | PS (18:3),38517.86332321167,28044.04195022583,18427.06148147583,68636.20463562012,103780.26858520508,92691.22534179688,107744.72836303712,44048.26361083984,133652.51055908203,123558.8699645996
Lyso_PS(18:3) | PS (18:3)_2,37322.96241760254,24963.621936798096,48645.52332687378,74038.4651260376,100572.3074645996,92746.68734741212,111254.12893676758,41840.64217376709,138063.4086303711,112453.10803222656
Lyso_PS(18:4),24473.341957092285,20641.26153945923,17068.201263427734,25127.682006835938,57889.10363769531,52804.8837890625,53523.863830566406,16549.321159362793,57154.8445892334,79693.5453491211
Lyso_PS(18:4)_2,24956.72173690796,19101.38132095337,9277.200714111328,26114.402114868164,54973.72351074219,52969.06381225586,53605.60345458984,10776.42073059082,55540.363861083984,78901.34533691406
Lyso_PS(19:0),40405.20288467407,32889.46223449707,19128.801414489742,26180.341594696045,52864.1237449646,43118.84292984009,48667.54322814941,18280.461502075195,117052.50885009766,57614.90408325195
Lyso_PS(19:1),27707.58221054077,26409.661903381348,18211.82118606568,21989.001274108887,22353.461757659912,16191.92098236084,34003.7622795105,16259.401050567629,58639.34323120117,35081.30269622803
Lyso_PS(20:0) | PS (20:0),44825.783203125,39243.92268371582,21530.86117172241,25618.64199066162,66530.96484375,62854.98486328125,70735.30532836914,19596.921489715576,69460.70532226562,73896.10571289062
Lyso_PS(20:0) | PS (20:0)_2,48978.423828125,36076.08280181885,13989.620933532717,23356.32201385498,67135.76397705078,61273.12377929688,69053.38482666016,17485.781230926514,74299.04510498047,75420.42492675781
Lyso_PS(20:1) | PS (20:1),116344.36853027344,104617.2681274414,35128.26257324219,42480.743019104,138532.6297607422,161057.83251953125,157827.91186523438,37320.10265350342,194790.09301757807,149875.99047851562
Lyso_PS(20:1) | PS (20:1)_2,116032.32788085938,104730.72741317748,46251.62301635742,56013.084533691406,133789.8682861328,151243.49084472656,150870.13012695312,35080.522747039795,187523.0125732422,143311.3115234375
Lyso_PS(20:2) | PS (20:2),71950.42471313477,35755.76300048828,50276.98205566406,92326.08652114868,222367.57165527344,341049.82904052734,272683.3405761719,53945.304470062256,1309739.403869629,406250.045715332
Lyso_PS(20:2) | PS (20:2)_2,73165.14535522461,33538.96241760254,50328.404483795166,89653.12752914429,221433.0333251953,343622.186126709,270398.1398925781,162181.99141311646,1324859.714050293,366582.3260498047
Lyso_PS(20:3) | PS (20:3),24391.56170654297,22307.701667785645,22304.54093170166,19996.621520996094,46543.82398986816,43513.18316650391,57729.8434753418,16564.40135574341,64366.364685058594,61856.12399291992
Lyso_PS(20:3) | PS (20:3)_2,27867.22186279297,22191.761489868164,18255.94122314453,18256.04118347168,49311.224029541016,46476.843185424805,51251.36389160156,19393.101360321045,57103.34346008301,57024.8229675293
Lyso_PS(20:4) | PS (20:4),26970.88163757324,23299.42190551757,16099.041164398192,17417.341526031494,40279.94253540039,36422.5422668457,39308.10266113281,12888.220825195312,45566.3427734375,53880.5832824707
Lyso_PS(20:4) | PS (20:4)_2,25625.622009277344,22559.901473999023,9024.160606384276,14454.381145477297,39108.68250274658,37333.86274719238,43483.46263122559,8182.720539093018,46340.403411865234,57662.00411987305
Lyso_PS(20:5) | PS (20:5),60708.68420410156,59290.44467163086,26863.94188690185,36529.64253616333,73986.92468261719,67697.34533691406,80760.22619628906,23233.94165802002,89696.90643310547,89774.06616210938
Lyso_PS(20:5) | PS (20:5)_2,64102.76452636719,61786.80438232422,31295.58213043213,41415.50313568115,75139.9652709961,61447.444580078125,83352.88568115234,35906.62232589722,99509.1279296875,90331.72637939452
Lyso_PS(21:0),30573.382049560547,22683.28150177002,17912.50141143799,15246.500869750977,77235.64570617676,72234.92599487305,70783.10527038574,23445.341705322266,61650.46463012695,79872.5450592041
Lyso_PS(22:0 | PS (22:0),54786.3837890625,47714.5632019043,42469.94303131104,57092.92414855957,107932.46807861328,90322.40637207033,86106.54602050781,22986.0817489624,178884.8348388672,93017.66723632812
Lyso_PS(22:0 | PS (22:0)_2,51532.18377685547,47877.70329284668,43225.842834472656,72637.98488616943,103659.58673095705,82815.08575439453,83095.54663085938,38611.72288513184,218377.5164794922,90101.0263671875
Lyso_PS(22:1) | PS (22:1),21891.96165466309,15132.981048583984,14471.14087677002,12054.560958862305,41395.40264892578,41688.38258361816,46168.76307678223,14182.901008605955,46436.62255859375,47193.30383300781
Lyso_PS(22:1) | PS (22:1)_2,23901.72171020508,15877.061122894287,16157.100929260254,10684.480735778809,43814.4627532959,41421.062927246094,43646.18292236328,16130.441287994385,45802.24295043945,47476.46365356445
Lyso_PS(22:2) | PS (22:2),25041.261657714844,22050.52180099488,24956.40176773072,22540.68133544922,52078.363830566406,48897.86357116699,56507.10397338867,22740.18124771118,61398.02340698242,59333.74508666992
Lyso_PS(22:2) | PS (22:2)_2,23819.30160522461,21836.541564941406,19746.26153182984,24629.561714172363,52852.50367736816,53005.14367675781,57576.18423461914,25499.621520996094,60909.06359863281,56813.98387145996
Lyso_PS(22:4) | PS (22:4),35207.24249267578,33751.30236816406,34120.54249572754,21168.661586761475,66779.46481323242,64020.20391845703,71628.34530639648,19941.68155670166,78144.1247253418,68772.00494384766
Lyso_PS(22:4) | PS (22:4)_2,34356.562438964844,32469.6821975708,26913.48194885254,26954.961631774902,63101.56451416016,61880.30419921875,66004.14431762695,19893.581295013428,77196.16552734375,70286.60424804688
Lyso_PS(22:6) | PS (22:6),40415.52313232422,37838.8429107666,22939.90170669556,34185.58190155029,82535.50540161133,71675.64501953125,80277.84616088867,23536.38172531128,71233.42541503906,83087.8656616211
Lyso_PS(22:6) | PS (22:6)_2,42870.22305297852,37993.6028137207,26037.902084350582,30745.26202392578,83750.86569213867,71117.80517578125,78729.26440429688,25662.54132080078,70234.2846069336,88495.66622924805
Lyso_Sphinganine-1-phosphocholine,182085.63330078125,189485.9306640625,178589.7117919922,186465.23071289065,186740.51306152344,172950.71350097656,197707.0186767578,154237.3735961914,172758.4140625,195356.9962158203
Lyso_Sphingosine-1-phosphocholine,94048.86730957033,94429.22619628906,100628.38635253906,98104.28723144533,110373.4071044922,96445.08605957033,106322.00720214844,81112.38549804688,94978.72668457033,108098.767578125
O-(11-carboxyundecanoyl)carnitine,1698009.3786621094,1557884.4775390625,1581315.2109375,1608644.2199707031,1745685.2873535156,1531372.3439941406,1543775.736328125,2063324.2932128904,1445462.778076172,1551621.4125976562
O-(13-carboxytridecanoyl)carnitine,2464997.854736328,2405194.053710937,2310353.83984375,2497472.518310547,2437745.028076172,2255850.57421875,2486930.6091308594,2408075.9184570312,2258710.2392578125,2670320.4296875
O-(17-carboxyheptadecanoyl)carnitine,1916627.5317382808,1834931.7705078125,1755247.0849609375,1787021.61328125,1839317.6376953125,1711503.1088867188,1813601.7524414065,1854587.2724609373,1661807.1337890625,1912865.08984375
O-arachidonoylcarnitine,1879959.790527344,1829980.9995117188,1706509.4047851562,1825144.9770507808,1883849.105224609,1763317.923828125,1872888.494140625,1630397.6538085938,1708049.875,1974712.75390625
O-behenoylcarnitine,1146124.9450950625,1116577.554206848,1044821.2492179872,1110679.3093795776,1171594.4060668943,1056279.627861023,1107254.2224349976,1048316.785736084,998638.4768371582,1204462.4834213257
"O-oleoylcarnitine, Elaidic carnitine",2410372.6762695312,2773002.709960937,2983881.759765625,2916051.9331054688,3085034.6826171875,3306372.66015625,2833547.6284179688,3202153.1528320312,2913805.9169921875,2306270.5888671875
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1596917.227294922,1536914.521484375,1488814.3935546875,1615202.787109375,1608873.7958984375,1493512.0478515625,1638445.1293945312,1494833.484375,1422741.223388672,1670595.7229003906
PC (30:0),86169.56600952148,129933.3910522461,116630.44833374023,118589.88662719728,152744.52752685547,125665.26805114746,134713.04946899414,100420.98878479004,97039.00770568848,96920.8874206543
PC (30:1),88982.3060760498,129784.9296722412,120120.7906036377,122133.58932495116,140426.02969360352,117434.88774108888,131660.08978271484,98903.28643798828,99945.58645629884,98654.66708374023
PC (30:2),84586.96543884277,126637.08709716795,112903.4891052246,120559.64868164062,138724.5475769043,122758.89114379884,138506.79061889648,93750.22494506836,102578.38748168944,90531.64743041992
PC (32:0),951137.5981445312,2357660.930175781,1826688.9967956543,1698169.5415649414,2127019.393737793,1778752.6961975098,2063338.840026856,917661.4234008788,1321913.1739501953,589987.186340332
PC (32:1),942311.9768371582,2369130.5982055664,1634195.82131958,1875814.616027832,2098794.509277344,1805993.871673584,1949665.0983581543,856982.7578125,1358959.491821289,568154.9945678711
PC (32:2),971271.4549255372,2247709.628479004,1673276.2655944824,1742248.5977783203,2173880.5497436523,1738790.2268066406,1881470.266479492,878059.4818115234,1385867.379638672,616682.5644836426
PC (32:3),850410.770324707,2136391.2243652344,1661801.962524414,1683215.1868896484,2049472.7799682613,1741005.318145752,2026683.198852539,828206.257232666,1234030.9287109375,591162.6590270996
PC (32:4),371140.1830749512,1055484.4328308103,886550.6607055664,910218.7320861816,1430855.727874756,1192960.0970153809,1295923.1087341309,404445.8475341797,690925.3977966309,402161.15155029297
PC (32:5),206996.07334899905,522274.98651123047,459197.47970581055,435106.5923461914,638474.694152832,572200.7554931641,589409.5653533936,231716.9764099121,348213.5633239746,242684.52059936523
PC (34:0),1000412.2849121094,2737615.950592041,1885339.1196289065,2031450.9565429688,2348091.656524658,2019261.8479003904,1963579.592590332,1095898.1716918943,1895418.4926757808,741628.6368103027
PC (34:1),1019534.3862304688,2770319.4630737305,1961131.831298828,1999358.437866211,2287324.1769104004,2050798.997528076,2062457.567199707,1067524.2207946775,1838787.4837341309,755503.6067504883
PC (34:2),1204827.7313232422,2994239.275909424,2154005.573913574,2262632.3309936523,2465066.464263916,2000678.8881225584,2166422.607421875,1209870.2358398438,2117473.3958129883,794012.3369140625
PC (34:3),1766868.8690185547,4842006.84185791,3337816.443664551,3549027.204711914,4107918.184997559,3624979.509277344,3741014.481384277,1756514.5878295898,3160910.900085449,1162200.9977416992
PC (34:4),1794084.9948730469,5138659.023010254,3561297.6348571777,3676238.707092285,4238107.655456543,3610984.562927246,3780442.97064209,1752679.2338867188,2835427.033569336,1166554.2265625
PC (34:5),1244225.732849121,3162121.820678711,2388621.394226074,2658677.5576782227,3547659.2666625977,2754064.3200683594,3125022.6955566406,1123385.2869873047,2199741.7637939453,936392.9751586914
PC (34:6),976127.1491088868,2476337.464050293,1740922.983428955,1849967.0333251955,2141706.8081359863,1981255.288360596,2063399.7353515625,945539.1653442384,1455135.3637695312,621099.7001647949
PC (36:0); PCp(38:6),419005.1922302246,1073340.145980835,715040.3348693848,814761.6733093262,934419.0025177002,798936.8723144531,859278.4150085449,457613.5498199463,834556.471496582,333028.7045440674
PC (36:0); PCp(38:6)_2,428272.1943359375,1098453.1669311523,755911.8649902344,849949.5341796875,934852.2697143556,826708.8567199707,807032.3782043457,439710.7679519653,774564.231918335,309862.7207336426
PC (36:1),446975.5899658203,1172225.6256256104,755884.35546875,878754.3044128418,967763.8065185548,774481.8807067871,851870.7861633301,482135.6018218994,841751.8919677734,332630.4375305176
PC (36:2),628427.1416931152,1438878.4006652832,996532.1138916016,1158840.2968444824,1113131.5540771484,926464.28225708,1037596.5607299804,673426.4092712402,1079314.003479004,387503.9329605103
PC (36:3),1350130.224609375,3115201.568725586,2170907.823944092,2228490.890686035,2177423.71673584,1862500.7440795896,1985041.7884521484,1298799.7810058594,2048086.5334472656,700651.4368286133
PC (36:4),1647646.500915527,4308732.340698242,2812312.969940185,3475730.7900390625,3681490.1226501465,3196106.7580566406,3262829.164581299,1762139.4871826172,3063164.8201293945,1167457.659790039
PC (36:5),1354212.9745788574,4083944.54486084,2594552.6103515625,2967515.1405029297,3302031.971984864,2845746.782348633,3001574.1837768555,1478370.2123413086,2826380.217773437,1078521.4269714355
PC (36:6),1241169.74899292,3276899.757019043,2291955.067779541,2574484.727905273,2865296.9714660645,2462093.1835632324,2630318.8386535645,1268219.971130371,2232413.299133301,925720.9149780272
PC (36:7),1193220.4411010742,3571650.7203063965,2287541.713821411,2375368.1112060547,2744952.402496338,2356507.614074707,2445248.6097717285,1212086.4483947754,2010543.9282531736,839326.5725708008
PC (36:8),1049363.3710021973,2906023.545349121,1991085.4551696773,2247650.9483032227,2527840.515777588,2163156.180175781,2131989.322631836,1124734.867919922,2119987.921875,763584.4915161133
PC (38:0),853704.7693481445,1371879.5652770996,936104.9093475342,1127701.172088623,1667425.286315918,1065123.1325378418,1278505.552581787,751785.8755493164,1173567.3231811523,548245.4423522949
PC (38:1),865905.3190917969,1423933.5285949707,914287.1392822266,1135844.233215332,1748555.90234375,1102013.993988037,1358794.0057678225,742798.8784179688,1192017.6906433103,558793.9630126953
PC (38:2),892448.0676879883,1551464.590057373,977349.3514404296,1274266.3102722168,1735262.8902893066,1145337.6372680664,1344833.375427246,801256.4038696289,1359190.044128418,577391.9215698242
PC (38:3),1073292.9995422363,1920608.8248901367,1345786.1668395996,1527116.7940063477,2258879.8778686523,1488482.025390625,1810788.336853028,1030313.5837402344,1677449.105102539,731999.5243530273
PC (38:4),1048841.5700073242,1972111.0270385745,1271784.3414916992,1609402.3541870115,2180333.365081787,1525123.1832580566,1711209.6922912598,989377.7740478516,1695865.062652588,715051.024597168
PC (38:5),1021008.025756836,1840459.329040528,1253247.875579834,1607378.3634643557,2066995.373535156,1544624.383728027,1736420.1665039062,984188.2932739258,1689018.2056274414,674853.533203125
PC (38:6),1172053.4354858398,2410972.672821045,1559145.194580078,1949924.089691162,2459125.271118164,1924574.073852539,2098937.199951172,1053872.3278808594,1971864.714050293,737799.5421447754
PC (38:7),1125359.0493774414,2274356.069152832,1522532.044555664,1726499.340270996,2516891.8024902344,1701978.518005371,1935263.1427001955,971850.788269043,1732215.368713379,725446.7746276855
PC (38:8),1050234.8379516602,2089666.9063110352,1391616.5280456543,1693249.315979004,2350869.321411133,1609270.7653503418,1907706.6303710933,955782.9442749023,1608134.2962646484,679900.1955871582
PC (38:9),961502.595336914,1857659.9555664065,1244237.6931762695,1500634.0296020508,2129772.312652588,1479556.658996582,1661718.3981018066,847887.6981201172,1528343.6694335938,592227.6593933105
PC (40:0),1497682.9777832031,1582781.1389160156,1412196.8814697266,1680957.9809570312,1444050.828857422,1418034.682861328,1680422.5,1096610.1066894531,1389979.2136230469,1555641.5673828125
PC (40:1),1468236.936767578,1633122.9645996094,1462032.466796875,1700013.3388671875,1552190.3928222656,1433003.928955078,1600588.9738769531,1066622.2822265625,1509361.3928222656,1600818.0463867188
PC (40:10),894838.0615234375,1557999.5173950195,958850.7764892578,1256899.961151123,1828344.574249268,1241833.4076843262,1404387.8872680664,739622.7147216797,1227952.4459533691,586758.7645874023
PC (40:2),1313510.0510253906,1444073.6162109375,1317454.6396484375,1592308.479736328,1454481.46484375,1338964.0627441406,1506033.4770507812,1012883.5512695312,1337654.12109375,1426071.8349609375
PC (40:3),1242736.6970214844,1419251.337890625,1219414.8254394531,1497742.2189941406,1356977.994140625,1326434.49609375,1414927.7182617188,915854.025390625,1303055.2661132812,1358262.7236328125
PC (40:4),779947.1081542969,1081032.374633789,950275.2263183594,1166455.2385253906,1241155.0922851562,1072188.1606445312,1195902.6198730469,630097.3807373047,1050662.230834961,1084925.7302246094
