Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
PG (44:3),27568.261852264404,33831.022327423096,30655.46228027344,29992.042068481445,34824.80202102661,41804.96261978149,33163.26206970215,34672.08222579956,30187.46196746826
PG (44:4),32948.442070007324,36476.562255859375,32516.00245666504,34677.38235473633,34254.48239135742,42994.66302490234,31155.66227722168,37252.70248413086,33523.26232910156
PG (44:5),34204.9425201416,35061.74249267578,33778.36238861084,31462.862564086918,35061.40249633789,44946.94287109375,33023.262268066406,35485.38265991211,31194.802139282227
PG (44:6),30522.62208557129,37562.20266723633,30951.46208190918,35249.142517089844,35107.52217102051,45148.56329345703,33732.92266845703,35773.90287780762,33014.842376708984
PG (44:7),31636.7421875,40347.42263793945,34578.80241394043,33821.44236755371,35237.78240966797,44898.802978515625,34147.74264526367,38421.24291992188,33340.382263183594
PG (44:8),34687.202575683594,37011.10250854492,35951.66230773926,37906.90237426758,37591.80274963379,46435.10307312012,32788.08201599121,39977.22344970703,37485.54287719727
PGo (20:0),107158.6884765625,95430.3275756836,101121.42553710938,6600.080539703369,1503.0401039123535,114376.78848266602,99179.10736083984,9004.700626373291,1752.1801261901855
PGo (28:0),56091.62335205078,54547.60409545898,50482.56378173828,40448.80242919922,41623.942810058594,50857.20318603516,44760.9430847168,42382.58331298828,49329.743713378906
PGo (30:0),73922.72442626953,71450.32458496094,76882.72653198242,141522.60998535156,119964.36660766602,123809.14752197266,79108.62628173828,144128.23057556152,107639.56756591795
PGo (30:1),62190.004623413086,60578.824295043945,64490.78479003906,60783.16442871094,53253.10397338867,65055.28451538086,57333.80349731445,63989.965423583984,62933.76449584961
PGo (32:0),45790.64334106445,55396.52392578125,47337.68316650391,47612.26370239258,52058.84298706055,59870.904205322266,48537.143615722656,51577.30422973633,47509.843505859375
PGo (32:1),37739.8625793457,44287.58383178711,44292.02328491211,33991.94256591797,40933.84243774414,43894.94357299805,38342.92288208008,41316.342849731445,35941.222747802734
PGo (34:0),79673.3655090332,123698.02682495116,97434.90585327148,133470.40977478027,118071.3696899414,167314.27221679688,113057.68807983398,140704.85055541992,103531.3472290039
PGo (34:2),45785.10333251953,58491.76403808594,58313.904296875,60177.72409057617,57557.76480102539,63146.04479980469,57613.323486328125,54465.34353637695,55877.66387939453
PGo (34:3),46760.723709106445,51994.26379394531,54248.00378417969,47621.74319458008,48283.603088378906,60478.383850097656,46906.86361694336,48718.64352416992,50387.72393798828
PGo (34:4),44776.723541259766,72534.18572998047,53104.90393066406,43919.66323852539,43163.46286010742,61385.48443603516,51455.54376220703,45702.04336547852,47100.96328735352
PGo (36:0),53835.2639465332,87438.14575195312,54178.44400024414,62304.204162597656,56807.32421875,67894.82437133789,56470.32360839844,65157.86471557617,57598.74435424805
PGo (36:1),158981.85247802734,164362.9312133789,170646.51348876953,239490.45599365237,183805.0336303711,230704.6149291992,150245.22924804688,307595.0781860352,218115.9921875
PGo (36:2),53714.00442504883,67142.32501220703,56822.40451049805,56315.28399658203,54979.3041381836,67103.50463867188,55921.52383422852,56361.88485717773,54165.26373291016
PGo (36:4),51030.20376586914,69138.82485961914,58203.68426513672,47424.4631652832,50918.4833984375,62151.44415283203,49680.02340698242,51396.08380126953,52823.943908691406
PGo (36:5),41377.76266479492,58255.30450439453,50197.66320800781,47838.50302124024,52422.18371582031,59320.704345703125,46413.14306640625,52142.02368164063,48857.323822021484
PGo (38:0),80749.26577758789,249144.15167236328,104514.62854003906,261600.5397644043,184452.7532653809,155034.89208984375,120346.66806030272,239445.99801635745,123637.14877319336
PGo (38:1),58823.26449584961,161909.6123046875,74302.00518798828,73218.38464355469,67058.66513061523,69299.40502929688,70490.60546875,69651.22485351562,64217.26419067383
PGo (38:2),58788.68408203125,153349.11065673828,75032.90515136719,94286.06622314452,83359.54760742188,81405.80499267578,71116.94439697266,96534.12768554688,66282.70516967773
PGo (38:3),61974.684478759766,96118.56741333008,71968.22448730469,102668.20739746094,85530.08587646484,102999.38684082033,77985.62548828125,106422.64846801758,71745.64501953125
PGo (38:4),66727.0845336914,114884.00741577148,74798.10485839844,72316.70489501953,62966.26431274414,83205.18591308594,75568.14498901367,68758.68542480469,68570.02490234375
PGo (38:6),49447.18325805664,64841.80514526367,57526.684478759766,57173.86349487305,55083.003997802734,62539.08416748047,52358.62384033203,60699.52423095703,60136.244049072266
PGo (40:0),76295.86547851562,263379.5407714844,79038.14520263672,91064.2455444336,88027.96618652344,102478.54705810548,71142.16455078125,85162.96621704102,72680.26531982422
PGo (40:1),59387.76361083984,208862.71618652344,72534.70489501953,81808.3656616211,80181.30551147461,71901.48519897461,64559.40512084961,77493.76443481445,62264.8447265625
PGo (40:2),49646.3236694336,115778.14813232422,54217.80368041992,71894.38552856445,64820.84393310547,69324.22463989258,60411.30471801758,87120.08511352539,54822.10385131836
PGo (40:4),55300.56427001953,60776.22421264648,52863.72341918945,46850.443115234375,50179.48333740234,61135.78384399414,53703.48419189453,55063.84414672852,53548.64385986328
PGo (40:5),47564.28384399414,60833.20397949219,50786.343841552734,53282.32385253906,57481.28411865234,63562.32467651367,50655.46398925781,57307.144134521484,51800.1237487793
PGo (40:6),81835.74560546875,126769.62915039062,112055.14715576172,150703.74807739258,134175.1094970703,125998.02877807616,104974.52770996094,129591.58856201172,103898.68588256836
PGo (40:9),98460.02630615234,105062.66589355467,119809.24899291992,431962.1937866211,268092.61798095703,269319.83880615234,101213.80633544922,612374.8541870117,217792.73303222656
PGo (42:0),41330.02297973633,52037.12362670898,42704.683197021484,43601.6028137207,48105.263427734375,55096.283447265625,43748.38275146485,45940.32308959961,44321.06332397461
PGo (42:1),45664.04309082031,57974.76382446289,47849.86346435547,53338.08322143555,53440.4040222168,62784.88461303711,47595.622955322266,60541.04409790039,48821.02349853516
PGo (42:2),66563.22436523438,113919.32891845705,88194.02612304688,89940.18579101562,98927.62719726562,96294.626953125,95882.7466430664,93256.12655639648,81612.76623535156
PGo (42:4),102439.62475585938,125096.34692382812,118961.5500793457,120249.94937133788,141191.51052856445,145619.43072509766,112220.50759887695,117360.78512573242,115833.44854736328
PGo (42:6),69984.54504394531,88818.70642089844,82758.10638427734,79573.90594482422,80420.38491821289,88599.08703613281,70965.72583007812,76203.62435913086,73886.56579589844
PGp (16:0),105575.58947753906,105804.40789794922,98270.66787719728,95625.62496948242,109399.20831298828,122069.18914794922,101734.8468017578,102588.56823730467,79185.10583496094
PGp (20:0),45124.98327636719,48408.1438293457,51403.3840637207,1526.9401092529297,2131.0401191711426,58984.74429321289,47526.68353271485,1536.0001068115234,2121.320156097412
PGp (28:0),50570.48370361328,60856.724182128906,55566.40347290039,51366.04431152344,55591.563568115234,52739.06344604492,51070.86331176758,54693.92346191406,58634.88412475586
PGp (30:1),55908.04455566406,63136.10430908203,60500.54440307617,78770.26524353027,71716.00495910645,78239.08456420898,56960.34420776367,87349.36724853516,71705.98443603516
PGp (34:4),43716.9228515625,55615.0439453125,46150.66326904297,42615.4631652832,44502.90344238281,56967.36407470703,47266.22341918945,62098.10424804688,47672.54370117188
PGp (36:5),78488.48553466797,105550.3862915039,95747.60568237305,95087.98706054688,88533.12683105469,105093.00598144533,91574.78665161131,85710.74560546875,81570.76574707031
PGp (38:6),136998.94897460938,214106.29528808597,168010.61157226562,121540.72857666016,137078.7713623047,176993.6121826172,136844.36950683594,124424.86944580078,126596.38885498048
PGp (42:2),46137.083251953125,61756.58364868164,48109.8432006836,50937.0637512207,52279.88400268555,58250.90368652344,46171.34356689453,52098.22317504883,46996.38366699219
PGp (42:4),36751.48251342773,51924.22366333008,39481.442626953125,41673.72296142578,41880.723205566406,50016.62373352051,37711.06271362305,45208.54302978516,38542.30252075195
PI (14:1),504336.7962646485,460703.2735595703,540601.5620117188,604275.8529052734,458993.2548828125,70079.9447593689,550871.9754638672,619566.3386230469,593264.8675537109
PI (20:1),169894.91040039062,170756.0526123047,143691.14978027344,118362.0888671875,134352.1092529297,80597.72583007812,156028.97131347656,135442.548828125,153404.39111328125
PI (24:0),68688.38439941406,85529.54528808594,77901.70614624023,67226.28378295898,68118.74536132812,24730.18170166016,76735.80584716797,131636.69116210938,82418.20629882812
PI (26:0),61271.764892578125,70851.4642944336,79370.9653930664,89150.18643188477,83605.42520141602,30201.982330322266,76965.00576782227,136643.06964111328,71160.0844116211
PI (26:1),164507.2119140625,181094.2326660156,174071.2509765625,162411.892578125,162135.07177734375,107050.32697677612,173937.8916015625,175526.85180664062,164137.63232421875
PI (28:0),83152.7866821289,95611.3465576172,194340.71459960935,204496.0541381836,130094.6685180664,33278.442321777344,145623.56951904297,210847.853515625,99512.1669921875
PI (28:1),51201.20346069336,57888.48361206055,102537.32611083984,107217.16775512695,69296.12548828125,23009.56155776977,81748.34619140625,103639.18815612792,62457.46334838867
PI (28:2),37711.26298522949,62540.48455810547,49501.96339416504,47002.72297668457,48060.80389404297,14813.681037902832,44569.30319213867,49293.24336242676,39313.843338012695
PI (30:0),310404.6030273437,326832.125,647673.7392578125,707586.13671875,463536.9926757813,180620.233127594,503670.7768554688,600745.9233398438,371013.24755859375
PI (30:1),135217.0469970703,137244.98889160156,338167.0826416016,413948.8756713867,235504.99572753903,58668.24398803711,259149.7164306641,331844.76916503906,163220.0106201172
PI (30:2),98563.8671875,100380.74731445312,124207.87091064452,125196.56747436523,107441.74755859376,27674.90180587769,117826.70809936523,113952.34664916992,77401.26596069336
PI (30:3),36376.36247253418,48477.66346740723,49633.06365966797,42154.82305908203,40587.902893066406,13624.020961761476,46468.0036315918,44443.52345275879,36983.30267333984
PI (30:4),52417.74417114258,57911.90394592285,55129.62385559082,54808.26358795166,43200.90319824219,14883.041118621826,56594.64394378662,55272.86380004883,51849.923263549805
PI (32:0),465637.03271484375,584831.0185546875,1078860.2841796875,1156881.6694335938,740467.8706054688,280792.08029556274,841673.4555664062,1022960.29296875,603373.828125
PI (32:1),293106.51953125,366409.61083984375,854576.5961914062,960867.1137695312,527543.3203125,177726.95261001587,633433.8061523438,731231.4521484375,363487.1440429688
PI (32:2),291768.1220703125,310688.22119140625,464319.4956054688,507412.4721679688,364060.64599609375,204110.29377365112,401856.6674804688,412517.8911132813,316571.44384765625
PI (32:3),45247.76300048828,56594.26390075684,63420.28433227539,53147.423400878906,50590.90408325195,14850.261013031006,57898.944580078125,55555.143814086914,49103.28366088867
PI (32:4),78353.60540008545,73756.00584411621,79937.9662322998,83744.78527832031,65199.94488525391,14999.861114501951,81539.48597717285,74745.18518829346,79951.76582336426
PI (32:5),52770.90321350098,81500.24800109863,74484.02453613281,75598.18504333496,62385.02542114258,14830.341152191162,73261.28625488281,76148.80502319336,62165.52488708496
PI (34:0),377184.5668945313,500490.037109375,601387.8852539062,592946.6708984375,511483.3950195313,280374.07820510864,512041.5361328125,623987.62890625,460397.4150390625
PI (34:1),318003.42236328125,619242.9846191406,697137.9099121094,907259.7536621094,547465.1938476562,122307.40782928468,579147.099609375,889017.3286132812,458133.41259765625
PI (34:2),242025.51708984372,335212.30810546875,490307.89697265625,528920.3359375,349480.8212890625,133015.08963012695,400424.6218261719,430897.6337890625,266769.8801269531
PI (34:3),58902.584228515625,85611.6255645752,112296.98770141602,116582.70852661131,80771.60748291016,21821.04155731201,100206.666015625,94210.12837219238,59920.004959106445
PI (34:4),41874.50280761719,69401.2846069336,53862.204010009766,53563.08317565918,47976.06316375733,14754.461009979248,53800.28352355957,47874.983642578125,44414.5233001709
PI (34:5),76796.72567749023,202981.05598449707,103293.08644104004,93527.30529785156,93661.1258544922,16785.881183624268,101869.68836975098,85700.88670349121,84554.58624267578
PI (34:6),43168.32342529297,54438.403564453125,62828.86517333984,74416.92486572266,60323.08407592773,15238.121044158936,64135.80404663086,65852.24499511719,52569.844177246094
PI (36:0),177390.61303710938,207073.17456054688,246674.03881835935,218658.69506835935,212853.5546875,129973.48913192748,220398.25512695312,220439.41796875,190911.8935546875
PI (36:1),86775.52667236328,208773.77752685547,165297.89385986328,195521.01489257807,130904.89080810548,35326.082458496094,148002.29064941406,231554.33306884769,117868.54809570312
PI (36:2),140296.8302001953,312138.76110839844,289985.23779296875,366416.1658935547,220050.3961181641,54751.10397720337,247324.9776611328,347221.26403808594,173390.69091796875
PI (36:3),85260.04669189453,264521.796875,210477.9165649414,223532.67498779297,156284.70867919922,29765.22229385376,191855.3726196289,210705.37322998047,111121.72708129884
PI (36:4),100988.26586914062,914497.1207275392,203363.1124267578,257187.39874267575,205875.73638916016,27570.30178451538,293733.8406982422,444851.0302734375,311892.96185302734
PI (36:5),45106.80313110352,83131.04649353027,63631.524475097656,62471.18437194824,52367.90310668945,17634.961238861084,62628.24432373047,62136.48394775391,53828.84327697754
PI (36:6),52327.98376464844,62679.16394042969,62016.58447265625,68388.90423583984,65306.64492797852,29084.102226257324,65124.34454345703,65790.98452758789,55169.60394287109
PI (36:7),60930.125,71904.76531982422,103139.8864440918,102183.486328125,86637.14596557617,26753.34200286865,90283.00506591795,89188.02719116211,66670.36419677734
PI (36:8),79676.90588378906,108215.30755615234,177403.85418701172,178770.1128540039,122926.7886352539,31120.18238067627,131175.66989135742,199022.7706298828,113184.8489074707
PI (38:0) | PIp (40:6),47527.82287597656,61264.78448486328,83124.00588989258,74042.58471679688,64967.7248840332,22504.46148300171,68647.0845336914,69395.68508911133,55955.42413330078
PI (38:0) | PIp (40:6)_2,44229.12313842773,62701.32467651367,78805.02560424805,71034.56454467773,57952.68449401856,20489.421493530277,70591.28549194336,65556.38473510742,55738.78399658203
PI (38:1),36174.88258361816,69235.6446685791,65006.884033203125,71682.52545166016,54245.184143066406,18118.301147460938,61934.20388793945,57930.88377380371,47118.68362426758
PI (38:2),43956.14291381836,95853.98693847656,68296.02522277832,72385.02490234375,56961.68423461914,14486.080951690674,62454.84420776367,68698.42471313477,51706.22393798828
PI (38:3),71037.14511108398,613214.9002075195,93223.74716186523,130455.16806030272,111191.0869140625,17836.481163024902,138112.22882080078,216682.29400634769,166701.99444580078
PI (38:4),358304.6840209961,5697146.599731445,487689.3484191895,799294.2954101562,727740.4931640625,46381.72327804565,1011579.4360351562,1806871.6315917969,1462645.5623779297
PI (38:5),134137.92880249023,1174254.846496582,153558.68927001953,189538.533203125,193860.15155029297,23604.98152923584,236406.95666503903,337966.02447509766,326711.46282958984
PI (38:6),82134.62573242188,504326.20782470703,107226.1079711914,132818.2098083496,151443.10989379883,29075.501956939697,109593.56811523438,145562.5099182129,111479.76681518556
PI (38:7),82226.90475463867,89665.24618530273,123533.06784057616,404383.88671875,179946.09423828125,21339.801528930664,112569.38653564452,326400.118057251,141646.7091369629
PI (38:8),52729.10357666016,68502.32382202148,75661.60534667969,74905.10502624512,63792.26467895508,22890.121536254883,70115.16436767578,83928.76547241211,59271.78369140625
PI (38:9),42604.3830871582,60017.44332885742,62989.104553222656,61526.14414215088,58080.864334106445,21094.00144958496,61301.80465698242,60564.72351074219,46377.602600097656
PI (40:0),236385.47720336917,194318.01251220703,278214.580657959,270972.2455749512,227833.97509765625,20942.041400909424,215499.7189025879,219492.8318786621,202969.8313293457
PI (40:1),31192.74211120605,43750.46270751953,63646.16467285156,54725.96382141113,49536.26301574707,15756.601119995115,62246.86457824707,51379.3846282959,37174.88285827637
PI (40:10),63463.883613586426,57663.30380249024,62296.54461669922,102498.52571105956,81649.70567703247,13915.401054382324,70333.64590454102,131758.37153625488,71694.42498779297
PI (40:2),40781.84252929688,49762.6431427002,51730.06386566162,60124.32367706299,63483.04507446289,13505.20086669922,85186.2060546875,66264.96572875977,47470.24327087402
PI (40:3),35606.10235595703,49467.34393310547,45227.56301879883,41139.20281982422,38802.56265258789,20482.52130889893,45775.84368896485,44942.92306518555,39732.98281860352
PI (40:4),38413.38279724121,100631.88793945312,47278.20314025879,45723.42347717285,47752.68273925781,12934.420948028564,49107.66371154785,53345.7233581543,43950.302978515625
PI (40:5),51201.963928222656,188056.6916809082,62421.82443237305,77656.70529174805,75430.8843383789,16669.021228790283,66822.82516479492,76468.50581359863,59723.94482421875
PI (40:6),95400.52703857422,880145.4570922852,112043.58770751952,153318.1918334961,159172.87158203125,29873.121921539307,111063.46746826172,145851.39001464844,131605.98852539062
PI (40:7),58048.76425170898,157154.71102905273,83130.00622558594,82239.68566894531,67863.92532348633,19793.781406402588,77506.4651184082,80837.00570678711,73256.00454711914
PI (40:8),103117.44793701172,76876.22497558594,89296.08660888672,59110.68377685547,56739.083892822266,23108.16169738769,73756.8247680664,66106.26455688477,110702.82968139648
PI (40:9),35590.70245361328,46810.38342285156,41437.58334350586,44457.90333557129,39865.38270568848,14623.161144256592,41983.82302856445,48874.84365844727,38300.92251586914
PI (42:0),45021.42318725586,41553.88245391846,58078.30426025391,43936.14300537109,52442.9439239502,18191.221115112305,56448.36389160156,53007.48338317871,49657.343185424805
PI (42:1),25810.62190246582,31539.462005615234,41372.56286621094,35357.0625,31060.501754760742,11830.200839996338,37362.28298950195,33680.982330322266,25892.56182861328
PI (42:10),27936.522064208984,47162.88305664063,35341.64193725586,32444.42218399048,34087.362186431885,12626.100860595703,36200.1428527832,34145.74252319336,30601.30229187012
PI (42:11),73269.06666564941,83742.20545959473,80286.40408325195,91419.80700683594,95826.7081298828,13659.180992126465,94236.50704956056,85985.90643310547,79724.98648834229
PI (42:3),88446.66730499268,56574.74318695068,62539.223876953125,38993.82270050049,48931.58309173584,10368.720790863035,54715.34394836426,44621.58310699463,50916.48315429688
PI (42:4),21935.98147583008,26832.50170898437,25510.141983032227,23085.42162322998,26955.22206878662,11964.560802459717,26707.581909179688,24800.46157836914,25020.861907958984
PI (42:5),30620.4022064209,35453.38229370117,38003.64198303223,30403.021926879883,36818.28274536133,12486.94091796875,39584.16297912598,34270.34267425537,39480.26341247559
PI (42:6),27257.58212280273,33187.042388916016,33620.08279418945,29361.02174377441,33351.08297729492,12792.84088897705,35595.28234863281,30045.0220413208,33742.30252075195
PI (42:7),32815.2424621582,42961.12310791016,57648.84396362305,49528.002838134766,45076.0227355957,19138.181453704838,51888.70361328125,46508.96405029297,37508.602783203125
PI (42:8),41409.74317932129,51169.70346069336,64474.92518615723,62477.864654541016,57382.864349365234,18294.16131591797,59798.96406555176,65668.88427734375,47037.6428527832
PI (42:9),27483.78155517578,40909.8228302002,34116.122619628906,28107.622131347656,33700.682357788086,13346.440795898438,36646.08236694336,30268.16205596924,28321.24200439453
PI (44:0),17903.681259155273,21473.601402282715,23302.18155670166,22521.92170715332,21353.96157836914,9258.200595855713,26372.342208862305,22798.181610107426,21238.341247558597
PI (44:1),15800.9411277771,21312.841438293457,22400.02135848999,20838.061584472656,20099.381301879883,10683.180770874023,24027.18169784546,22601.02156829834,19631.56131362915
PI (44:10),24950.041778564453,30448.20213317871,27337.72213745117,28061.50230407715,27112.88186645508,12718.080924987791,31737.502197265625,27943.822288513184,28134.12188720703
PI (44:12),20245.701629638672,28365.6618347168,25507.50171661377,26017.96173095703,26417.121627807617,10934.180839538574,27050.122177124023,25636.62171936035,25176.40173339844
PI (44:2),27458.4416885376,24259.781818389893,26671.241806030277,21032.42147064209,24802.04162597656,11631.240810394287,27673.00214767456,23120.94166564941,26834.441619873047
PI (44:3),19207.981296539307,22447.40146255493,24250.16164016724,19390.36134338379,21005.30163192749,9674.280647277832,24116.362014770508,20934.48164367676,21331.621589660645
PI (44:4),17104.74115753174,20843.721405029297,21068.521293640137,17997.12127685547,20930.061729431152,11492.960803985596,22336.081428527832,23844.021682739258,22428.06172180176
PI (44:5),24279.281616210938,23792.961700439453,27506.741958618164,22650.281818389893,28671.80181503296,9656.740676879885,29989.78203964233,29901.522304534912,30283.602088928223
PI (44:6),20581.72166442871,26350.201652526852,25207.561599731445,21760.40151977539,23105.32145690918,10226.640632629396,25174.341735839844,23330.72148132324,24281.38166809082
PI (44:7),26159.722038269043,25770.06167602539,31937.562118530277,28278.26209259033,26901.201934814453,13651.901039123535,28979.38182067871,28671.18212890625,29417.00213623047
PI (44:8),24623.501556396484,24892.40167236328,33002.78254699707,28313.822074890137,30165.44212341309,12394.920852661133,29227.42213439941,30605.902557373047,24973.82165527344
PIo (18:0),397564.3499145508,418452.1057128906,469583.3852539063,438693.2154541016,327508.7631835937,46297.08313751221,478177.20080566406,461767.1098632813,426157.5498046875
PIo (20:5),401664.2630615234,404593.8909912109,337387.618347168,109972.3669090271,347691.3250427246,57895.7643737793,384257.86474609375,121210.80973815918,223341.63497924805
PIo (28:0),75431.64514160156,92905.96676635742,110082.14581298828,120990.94818115234,82535.94720458984,22299.461601257324,106768.4072265625,103278.46841430664,84228.58609008789
PIo (30:0),106644.40740966795,168425.29174804688,251716.3592529297,278638.29901123047,163659.49029541016,42928.062980651855,188883.1322631836,220077.1527099609,132663.5694580078
PIo (30:1),85775.0866394043,245583.8984375,143669.2885131836,171062.60913085938,110364.12728881836,24886.0216255188,136728.3286743164,135717.1098022461,108174.10678100586
PIo (32:0),172066.57299804688,178967.8936767578,524565.5144042969,519953.4655761719,324035.94104003906,75295.58486938477,348892.86572265625,382844.8039550781,231093.9938964844
"PIo (32:1), PIp (32:0)",95205.18713378906,100682.58697509766,296565.2592163086,339270.56188964844,183732.27307128903,42283.603103637695,213272.57739257807,234460.11700439453,127653.1083984375
PIo (34:0),129319.82861328124,150696.0302734375,324007.5778808594,359711.7479248047,234050.65991210935,47725.18358230591,236596.8565673828,298182.825378418,169586.3721923828
"PIo (34:1), PIp (34:0)",153183.19177246094,197938.07165527344,409487.873046875,487205.23651123047,281167.88439941406,50115.78333663941,327430.33984375,433920.8494873047,205587.05572509769
"PIo (34:3), PIp (34:2)",53689.483795166016,51218.22286987305,57501.08462524414,47596.22309875488,43629.802978515625,15548.100986480713,53911.804107666016,47897.44367980957,51302.00392150879
"PIo (34:4), PIp (34:3)",38098.04254150391,50223.06298828125,46808.6432800293,42862.24296569824,37920.88250732422,15238.180992126465,49850.583435058594,40362.86276245117,44056.8828125
PIo (36:0),57656.68389892578,64047.823638916016,101058.36688232422,94694.00723266602,78331.56530761719,27263.742042541504,90643.70770263672,87584.10559082031,66483.6450805664
"PIo (36:1), PIp (36:0)",74672.08477783203,97843.62683105467,158029.435546875,162907.1943359375,106109.34732055664,31075.682132720947,122314.08892822266,187914.32986450195,98271.26770019533
"PIo (36:2), PIp (36:1)",50995.643798828125,64300.52416992188,86108.62561035156,98160.1668548584,65035.88455200195,23739.481590271,82793.08544921875,87450.64584350586,57751.90432739258
"PIo (36:3), PIp (36:2)",47593.163818359375,58482.02459716797,58054.823654174805,58805.564025878906,52108.46378326416,13970.180976867676,62231.44430541992,54357.20323944092,50647.12310791016
"PIo (36:4), PIp (36:3)",37258.702407836914,65839.70421218872,53012.26365661621,47720.42304992676,50263.12384033203,12331.40083694458,54134.66418457031,51701.34421539307,49025.82299804688
"PIo (36:5), PIp (36:4)",38528.36276245117,50141.08319091797,46296.28341674805,41458.08251953125,43320.90283203125,18496.82141113281,47794.16328430176,46062.36344909668,39652.4228515625
"PIo (38:1), PIp (38:0)",49834.44345092773,62419.224060058594,68945.70526123047,66905.42501831055,55178.563903808594,19887.04127883911,61238.3049621582,70781.68450927734,55786.92462158203
"PIo (38:2), PIp (38:1)",39576.90267944336,58145.64453125,57368.82400512695,58113.2234954834,53545.0231628418,20536.92140197754,57555.88391113281,54826.22415161133,44422.662994384766
"PIo (38:3), PIp (38:2)",37894.56274414063,59075.38397216797,55268.90353393555,44458.66302490234,46034.38320922852,16774.06118774414,52154.72360229492,45337.80352783203,38558.542709350586
"PIo (38:4), PIp (38:3)",48831.20365905762,101175.4871520996,61087.664642333984,53259.944396972656,49765.72366333008,16759.841102600098,66323.24383544922,55266.08319091797,54296.2834777832
"PIo (38:5), PIp (38:4)",31376.2420501709,59775.18395996094,39037.602935791016,37896.92216491699,37296.46292114258,15668.601181030272,41182.48272705078,42733.94313049317,37472.06237792969
"PIo (38:6), PIp (38:5)",45123.44354248047,60525.46398925781,60564.62414550781,51140.76347351074,52045.56427001953,23624.16166305542,56619.94418334961,56583.5634765625,55190.70379638672
"PIo (40:1), PIp (40:0)",85600.96676635742,75181.48538208008,83256.60650634766,57576.16360473633,55573.48483276367,21083.56142425537,65715.46350097656,59175.303955078125,94665.90655517578
"PIo (40:2), PIp (40:1)",30551.581939697266,39892.50262451172,38713.42265319824,38012.50285339356,39607.22311401367,15409.521091461182,44786.36311340332,37732.80238342285,35962.36218261719
"PIo (40:3), PIp (40:2)",45778.183685302734,50504.82333374024,46318.02350616455,76732.3256072998,57381.96388244629,14513.960803985596,58149.28381347656,92681.04428863524,55523.52250671387
"PIo (40:4), PIp (40:3)",68081.6044921875,71894.38552856445,56043.44464111328,41085.802642822266,44068.76303100586,17239.24129486084,51946.16452026367,42725.48272705078,57238.8846282959
"PIo (40:5), PIp (40:4)",99674.2666015625,122095.60864257812,101421.7275390625,101149.1671142578,106371.90759277344,77120.52520370483,110089.82751464844,105327.38671875,105425.20874023438
"PIo (40:6), PIp (40:5)",56456.32412719727,80943.68536376953,73844.4656829834,118902.25003051758,96108.22607421876,15008.801094055176,78218.58613586426,95183.10931396484,64270.34393310547
PIo (40:7),50395.86395263672,143972.0302734375,82431.54611206055,71316.28637695312,64255.48486328125,19322.80139160156,72737.1646118164,79635.64544677734,61559.3639831543
PIo (42:0),31868.722259521484,39830.36215209961,53688.02407836914,46289.04333496094,43699.983139038086,19314.641513824463,45612.22305297852,42675.94309997559,36410.362548828125
PIo (42:1),36432.24267578125,43994.32308959961,50829.123306274414,47901.203269958496,46388.40353393555,15458.681118011476,50723.24368286133,49559.483978271484,40683.46243286133
PIo (42:2),25083.521911621094,34322.76254272461,29970.962432861328,30591.62239074707,30264.182052612305,14854.901065826416,30519.28196716309,27296.84204864502,26285.601806640625
PIo (42:4),51187.48275756836,58694.16412353516,59264.88363647461,58888.38304138184,63338.54454040527,12946.140914916992,59184.26382446289,59452.76421356201,57193.003494262695
PIo (42:6),52882.84379577637,54250.423278808594,71287.60610961914,56988.40441894531,61244.42445373535,14400.461025238035,69324.26347351074,57576.42456054688,65203.70415496826
PIp (20:0),172845.0137939453,162841.3712158203,209240.23315429688,9557.500728607178,142663.10955810547,56848.224182128906,195413.1922607422,8745.06058883667,128402.25073242188
PIp (28:0),39659.642486572266,57320.22442626953,56594.584480285645,56659.663093566895,42453.50276184082,12947.880931854248,51786.50395202637,50581.363708496094,44436.94300842285
PIp (30:1),115095.78778076172,150203.14971923828,120078.86883544922,248422.47747802731,195125.9742431641,22604.361526489258,124194.689453125,180182.57247924805,210406.45361328125
PIp (32:1),53242.40380859375,68719.52404785156,93424.62643432616,113098.66918945312,90291.32604980467,23345.30174255371,86174.44790649414,93687.2074584961,64912.7649230957
PIp (34:1),63717.303771972656,71475.80462646484,134782.03094482422,132361.50842285156,86551.78598022461,24654.381916046143,97714.24697875977,105309.2280883789,73511.14431762695
PIp (34:4),39283.92254638672,49820.4635925293,42875.10311889648,38602.70317077637,38257.442932128906,19147.361450195312,45039.96331787109,36832.262924194336,41007.46292114258
PIp (36:5),166856.1328125,184528.9140625,189026.4931640625,174410.33325195312,168390.03125,126518.52933883668,184604.8732910156,187971.53198242188,172644.6513671875
PIp (38:6),183019.9118652344,208366.03491210935,253034.4392089844,222489.07666015625,218266.4560546875,130201.5301399231,223916.95776367188,232797.9951171875,205924.87353515625
PIp (42:2),28664.022232055664,43719.90281677246,32419.542350769043,28806.00213623047,33539.142166137695,11621.600826263428,31577.341842651367,31576.382278442383,28637.40209960937
