Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
PC (44:5),71009.12413024902,213846.1565322876,84657.60633850098,73600.6042098999,89374.58560180664,104806.92765426636,73847.34627532959,72986.22403335571,75638.98731994629
PC (44:6),104244.34799957275,254104.1318321228,116332.0882911682,103904.54703521729,125857.5093536377,134380.98518371582,92132.36652374268,111865.04670715332,97956.58586883543
PC (44:7),100632.68795776369,303577.13052368164,108934.04922485352,97429.9056892395,124313.03066253662,127019.57167816162,96906.38692474364,97125.06790924072,98735.98741149902
PC (44:8),102083.68614196776,309539.00365448,114299.52863311768,105870.46562194824,124327.36916351318,132967.0325241089,97238.10586547852,98184.10639953612,107170.52519989014
PC (46:0),12503.100967407228,24155.06206130981,13427.6608543396,15316.241031646729,17018.660942077637,15933.041213989258,15609.60125732422,14821.761138916016,14728.061275482178
PC (46:1),12847.840896606443,29201.22151947021,12868.660934448242,18608.521293640137,15565.30117034912,16882.641048431396,15708.841049194336,15389.300987243652,15762.68127822876
PC (46:2),12274.62084197998,29288.90207672119,14736.160884857178,15505.00118637085,16443.381004333496,19011.861457824707,13007.600757598875,17647.82138824463,16383.341102600098
PC (48:0),9747.900745391846,17404.98136138916,9534.820709228516,11942.38077545166,12420.960651397703,12882.960945129396,13230.880889892578,11496.280815124512,10460.320751190186
PC (48:2),10556.960807800291,17581.121349334717,11314.360912322998,12986.58097076416,12525.000831604004,13926.621032714844,11558.280849456787,12052.640972137451,12624.680801391602
PC (50:0),11969.54086303711,14793.620861053469,10350.320644378662,13067.801044464111,15232.32098388672,15256.5012550354,12130.500896453856,12136.100849151611,11711.040683746338
PC (52:0),12095.040786743164,17332.121131896973,13467.780906677246,19612.341594696045,23095.64176940918,15948.181121826172,15740.700912475586,20164.221446990967,18843.42148208618
PC (52:4),12246.500770568848,15800.001014709473,13222.681056976318,19182.56148147583,18303.461151123047,16801.56131362915,15473.741134643557,19324.46119689941,17191.161041259766
PCo(32:0),73788.92614746094,505511.4655151367,112925.41087341309,136039.08978271484,127042.64990234376,180031.06924438477,152206.39038085938,200288.1534729004,161307.6723022461
PCo(32:1),82226.96611022949,478263.9821014404,103234.2882080078,135518.60858154297,136230.68829345703,175131.03158569336,139767.39247131348,183323.4938964844,152715.6719970703
PCo(32:2),84453.92608642578,512617.5146636963,115972.70697021484,139846.79333496094,138046.81210327148,180421.23233032227,152209.8288269043,194070.6951904297,161614.3317718506
PCo(32:3),91751.5672302246,495833.9144287109,129817.90798950195,159236.02987670898,146346.02792358398,180990.59048461917,152726.61080932617,209032.0553894043,167793.30834960938
PCo(34:0),427766.1699523926,8117710.4978637695,677708.6062927246,861127.9467163086,791162.3147583008,2512381.054992676,1684275.5963134766,2079834.748840332,1850262.1717834475
PCo(34:1),421461.2143249512,7708602.092071533,657456.7082214355,845830.3926391602,816494.2316589355,2424699.9609375,1781056.742340088,2237846.8154907227,1808637.394317627
PCo(34:2),439160.7417602539,8130258.465026855,673688.9515991211,871897.6667785645,857168.6261291504,2415100.423309326,1815873.8934631348,2132268.049926758,1913336.0137939453
PCo(34:3),446314.7839355469,8049076.188171387,670358.0773925781,869665.1957092285,843700.1840209961,2373998.294342041,1809445.2850952148,2100806.034057617,1894121.827758789
PCo(34:4),447165.0364990234,8060478.94732666,676192.3974914551,853105.0220031738,822608.2596740723,2297931.8426818848,1664233.131652832,2131507.031860352,1818190.4843139648
PCo(36:0),753473.3560180664,12863804.369506836,1070536.8307800293,1296837.3340454102,1338363.0514831543,3418499.0379943848,2161833.488922119,2645915.936187744,2462118.151550293
PCo(36:1),650192.1107940674,11966178.162261965,1046377.6748352052,1173963.1620788574,1244106.0744018557,2922123.131347656,2063372.962463379,2633609.920288086,2148234.91506958
PCo(36:2),635699.3931884766,12751387.26651001,913944.4206237792,1136731.0454711914,1238618.6779632568,2987472.385864258,1846601.9887695312,2395228.3907470703,2027359.9919433596
PCo(36:3),660776.5511627197,12378989.3203125,1010021.8703536988,1133780.823303223,1221524.8397216797,2966533.725463867,1896567.459228516,2343585.211853028,2124483.298095703
PCo(36:4),641946.6665344238,12099501.333770752,1069056.6254730225,1156657.224822998,1258096.15965271,2879814.360839844,1947617.4386901853,2283059.5422668457,2044444.649017334
PCo(36:5),613445.4532165527,11625574.725616455,942188.9007873536,1128847.356414795,1244399.408065796,3008772.2197265625,1944331.5600585935,2304209.9884643555,1980585.3456420896
PCo(38:0),560994.7094116211,7203516.095703125,792513.4957275391,1608196.1248168943,1281876.1319580078,2423118.5869140625,1567716.400543213,2532672.0974121094,1855761.997131348
PCo(38:1),574876.9410095215,7324267.27923584,810249.6452026367,1588847.8142700195,1301215.104888916,2132342.216369629,1427981.4772644043,2404910.6873168945,1624193.4115600586
PCo(38:2),510138.0451965332,6597147.884643555,721171.741394043,1545484.365692139,1161990.4734802246,1834167.2466430664,1225979.0877685547,2070711.482788086,1486543.807800293
PCo(38:3),445040.3383178711,5398138.320251465,667939.8225708008,1448894.3670654297,1057523.6177368164,1718749.4723510742,1127712.3189697266,2027332.668548584,1371195.6041870115
PCo(38:4),344746.4264526367,4246499.110839844,507514.03411865234,1112600.5451660156,821960.4281311035,1376705.1029663086,888478.8469543457,1599822.6741333008,1034344.1995239258
PCo(38:5),266277.3796081543,4331138.375457764,427528.1547393799,477221.42253112793,539998.6547393799,1117043.4967346191,757227.3271484375,947104.5789794922,749802.6119384766
PCo(38:6),249902.6998138428,4801410.91015625,423907.3187942505,486641.59463500977,515526.0128479004,1088028.2368164062,765115.6568756104,960636.0141601562,785654.9921875
PCo(40:0),336733.4436645508,4509558.5545043945,483440.14724731445,625521.7972106934,660986.4828948975,1060389.208557129,706337.0464782715,951031.9224090576,759739.8024139404
PCo(40:1),431233.21270751953,6162937.680435181,625124.6346054077,921325.9003601074,881592.9798126221,1302082.504821777,900436.4086303711,1229049.9028930664,1039698.0273132324
PCo(40:2),538514.3031921387,5366806.982116699,731096.2282867432,1607732.6070404053,1252283.0160369873,1549543.1248168943,1026619.1709594728,1819762.8397827148,1187906.7598571775
PCo(40:3),518166.7937011719,4999622.120117188,705671.0090179443,1636029.7872924805,1154704.4332885742,1495715.9380493164,949525.6796264648,1865568.9218139648,1153195.9197387695
PCo(40:4),453578.7321777344,4495192.331726074,618701.8341827393,1523759.6400756836,1103741.387451172,1413373.593902588,895995.3814086914,1784929.9172973633,1135340.6091918943
PCo(40:5),457045.5471801758,3970336.325134277,595661.9148406982,1443229.4422302246,1054967.7350158691,1408980.9924316406,882478.4547729492,1673373.504852295,1020878.237854004
PCo(40:6),467653.2182617188,3918677.248626709,631975.9460754395,1474509.5372009275,1042145.225250244,1363894.6295166016,895879.5790710449,1632110.1875,1056230.9601745603
PCo(42:0),1436784.5063476562,3204427.4814453125,1742683.32421875,1719948.4294433594,1842527.574951172,1675267.1291503906,1466834.4895019531,1541640.1850585938,1535099.483642578
PCo(42:1),1461588.9907226562,3142438.513916016,1772318.5798339844,1662035.6990966797,1827533.8923339844,1712545.4946289062,1542753.354736328,1582881.2551269531,1516432.6088867188
PCo(42:2),1354322.193359375,2928344.371826172,1714948.633544922,1619622.0534667969,1739146.8063964844,1628269.0185546875,1457579.7451171875,1548231.3319091797,1507988.193359375
PCo(42:3),1357140.6154785156,2728375.313232422,1661595.0424804688,1633532.580078125,1682924.3696289062,1528999.2463378906,1384534.1784667969,1459381.9521484375,1429180.434326172
PCo(42:4),1321668.4392089844,2754277.0463867188,1625546.4587402344,1612230.9599609375,1682142.2006835938,1541801.9792480469,1457798.260986328,1455329.135986328,1435303.266357422
PCo(42:6),1299575.2561035156,2551641.5017089844,1584661.2416992188,1569233.1225585938,1655858.732421875,1584846.8381347656,1388937.4162597656,1471621.813232422,1380478.6467285156
PCo(44:3),108345.14895629884,305803.9009552002,109063.62802886964,111022.16888809204,122005.6282081604,135674.74878692627,106694.48529052734,110641.22750091551,95810.10427093506
PCo(44:4),147999.50913238525,340100.6400413513,148643.35388183594,141000.92865753174,190868.0342903137,190330.6308517456,148388.48838043213,136451.74855041504,129631.50717163086
PCo(44:5),252553.8973083496,465457.48638916016,280426.9962615967,282032.97483825684,382112.6078414917,339048.72287750244,289175.90043640137,275047.16063690186,271336.6950073242
PCp(32:4),433007.15213012695,7649669.775878906,681984.3654022217,871733.8043212891,808208.0321044922,2373913.82220459,1728775.3468017578,2198740.8971557617,1781424.7129821775
PCp(36:5),676848.2344055176,12187104.569335938,917633.7925720216,1130105.3331604004,1176226.067138672,2937016.8669433594,2011252.230102539,2392728.1738586426,1946440.8273010252
PCp(40:6),454649.1372680664,4049800.492675781,613849.1619567871,1482701.7993164062,996714.5508117676,1372948.1377563477,956810.8000793456,1680429.0963745115,1112634.245880127
PCp(42:4),1314982.8188476562,2529903.1884765625,1608663.332763672,1517723.4621582031,1685392.955078125,1533847.0991210938,1368881.6628417969,1454482.2280273438,1422868.1499023438
PCp(42:6),1351954.104736328,2741667.75390625,1612247.23046875,1647726.2592773438,1632059.3896484375,1610477.0856933594,1415721.0234375,1478430.9235839844,1399001.5021972656
PE (14:0),48928.42367553711,53708.48370361328,50730.38311767578,53620.844177246094,55631.8840637207,55089.68408203125,50058.88345336914,53588.10336303711,47049.58380126953
PE (14:1),359739.5070800781,436414.8861083984,420445.9923095703,460673.0041503906,529507.4289550781,428989.7704467773,455905.6383666992,434846.4680175781,394968.7901611328
PE (16:0),1537.8201179504397,1490.5401077270508,2250.480167388916,163964.63549804688,180418.65380859372,1541.3600997924805,2554.500217437744,159681.5528564453,152790.07217407227
PE (16:1),1472.2801055908203,1591.3601150512695,36460.50235748291,71412.70454406738,72252.68469238281,1583.0001068115234,13324.841068267822,73120.3249206543,72900.10473632812
PE (18:0),53603.364349365234,106119.70666503906,58817.62414550781,55109.94338989258,105136.40704345705,88458.1862487793,72088.46484375,70295.78509521484,48671.44299316406
PE (18:1),54212.90399169922,166010.77130126953,66536.22445678711,54289.56369018555,53608.6442565918,83300.82604980469,102054.4871826172,68568.98440551758,50490.863830566406
PE (18:2),48551.96383666992,58744.50396728516,54389.484130859375,60452.323974609375,61922.22448730469,64135.42388916016,54900.9440612793,60243.024841308594,45237.82321166992
PE (18:3),82350.70672607422,85023.32592773438,77286.08612060547,83280.38494873047,146519.25036621094,105743.36730957033,80785.76666259766,81566.64590454102,70801.22528076172
PE (18:4),80714.68505859375,65658.66418457031,53452.60394287109,61294.06396484375,5058780.06439209,106586.30676269533,56710.06466674805,53976.02392578125,289116.10205078125
PE (20:0),67041.92495727539,78854.8655090332,73173.50497436523,4345.340270996094,57636.84381866455,89452.72637939453,76720.20515441895,11026.780757904053,42825.66256713867
PE (20:1),90752.3660888672,191562.83526611328,86253.7262878418,6153.300457000732,71622.00479125977,93449.9267578125,88451.58819580078,17884.74133682251,66145.84406661987
PE (20:2),1368674.7342529297,827681.9338989258,523939.77880859375,5537.920436859131,393604.2275390625,1058877.8696289062,427601.5686035156,15992.001029968262,862882.4614868164
PE (20:3),87490.80548095703,113196.08776855467,110568.34777832033,4357.160270690918,73996.5446472168,111212.06979370116,106551.4676208496,8761.820629119873,54822.48443603516
PE (20:4),73870.44610595703,114944.06872558594,92810.72589111328,4949.40034866333,57864.22412109375,141954.94946289062,149656.71026611328,13034.860927581787,65382.88494873047
PE (20:5),686516.0478515625,727879.431640625,1178587.748046875,10062.600883483889,558403.560546875,766387.890625,808335.1220703125,6856.860374450684,517818.48046875
PE (21:0),53215.3037109375,50042.46340942383,46344.54382324219,36880.842514038086,24313.441703796387,71936.76487731934,52618.30401611328,48400.8440246582,33280.86215591431
PE (22:0),68462.52471923828,74876.66485595703,73862.52404785156,92288.16716003418,70560.94468688965,103262.44853973389,76560.904296875,124682.88914489746,77454.44485473633
PE (22:1),35904.142822265625,74283.16502380371,38365.4826965332,43037.98295593262,35637.70252227783,50078.76351928711,41291.58264160156,41027.40344238281,28869.242294311523
PE (22:2),47692.14350891113,54712.40383911133,48851.684020996094,48905.62400817871,41233.74285888672,63866.5442199707,61593.16485595703,49328.60350036621,38353.722076416016
PE (22:4),55212.12371826172,99154.72650146484,53946.42370605469,51593.10391235352,40268.382568359375,106663.08813476562,124402.06964111328,83872.38482666016,52682.103424072266
PE (22:6),87576.4066772461,381073.8843383789,112990.5067138672,101404.38735961914,114346.48825073242,301700.5222167969,376023.3092041016,234335.13537597656,120444.12951660156
PE (24:0),36916.10290527344,45074.74305725098,37885.20223999024,35102.322845458984,35427.00228881836,53984.46353149414,41487.80288696289,42142.00288391113,34270.202713012695
PE (26:0),78249.4465637207,89453.78762817383,85929.16580200195,88509.7258605957,88907.80630493164,99691.30505371094,90217.5848388672,86056.16514587402,73639.34536743164
PE (26:1),111702.7080078125,117194.328125,117596.16870117188,109139.82739257812,110933.40771484376,123800.38818359376,117162.12841796876,111599.30712890624,103805.26733398438
PE (28:0),37586.74250793457,55878.02389526367,43453.42335510254,44111.66279602051,46262.22265625,61329.444244384766,49668.96362304688,49702.66401672363,39453.22297668457
PE (28:1),37440.54232788086,46239.00344848633,48045.34341430664,39208.98287963867,39352.72302246094,50996.76333618164,44288.48342895508,42361.66311645508,32579.0623626709
PE (28:2),136401.10986328125,133948.8095703125,286470.9185791016,117456.06787109376,128674.48828125,140547.0692138672,135746.05029296875,113798.00646972656,110710.66857910156
PE (30:0),79296.12536621094,75554.52551269531,80821.94580078125,76933.54522705078,66190.62426757812,88238.826171875,79048.08557128906,92805.20642089844,72541.68469238281
PE (30:1),72877.64569091797,51599.76361083984,54257.9836730957,49837.723693847656,44739.76364135742,60172.40396118164,54344.68453979492,55477.243255615234,57366.885009765625
PE (30:2),45899.5223236084,50787.24398803711,44301.34329223633,40603.10319519043,38113.843032836914,56308.68371582031,47996.26393890381,41383.36305236816,35995.8224029541
PE (30:3),39093.20281982422,43132.86264038086,44109.06301879883,44284.12336730957,65669.26536560059,58744.84448242188,45057.38333129883,53277.36395263672,39840.9822845459
PE (30:4),45415.62287902832,41992.08345031738,47166.463439941406,37428.702728271484,39660.622802734375,52413.82327270508,40303.98318481445,41801.443115234375,38189.7430267334
PE (32:0),187457.65814208984,261463.02154541016,240980.8365478516,195761.7950439453,170944.87139892578,244499.41925048828,216466.9794921875,227054.33221435547,172130.13214111328
PE (32:1),42542.96330261231,66484.20449829102,44712.44291687012,49265.66290283203,42984.582580566406,60885.50378417969,50180.5231628418,62630.44393920898,41673.96339416504
PE (32:2),70710.30422973633,74279.62493896484,80203.00512695312,85063.6264038086,68783.44396972656,92820.2866821289,82056.72619628906,91664.78536987305,79552.52615356445
PE (32:3),141503.61053466797,144703.0697631836,187737.17568969727,209636.97650146484,157764.17178344727,180806.95275878903,185133.37530517575,187362.59118652344,149138.2308807373
PE (32:4),85113.06616210938,64060.8642578125,72901.54541015625,60177.4641418457,53436.22383117676,80647.6462097168,72167.986328125,65082.26544189453,69488.46559143066
PE (32:5),59246.18395996094,63523.62451171875,69932.16516113281,55070.60430908203,53272.74401855469,73927.42517089844,64276.20446777344,70940.92529296875,57212.36395263672
PE (34:1),97476.26751708984,973435.7173461914,124678.24728393556,201921.23623657227,157185.43017578125,274734.0186767578,211544.17364501956,365012.7864990234,184711.49322509769
