Lipid,Class,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(56:5)_FA 16:1,TAG,59696.44413757324,35000.46257019043,32272.382217407227,36917.442390441895,31110.202575683597,28175.141998291016,32947.70231628418,30633.46216583252,19917.54136657715,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:5)_FA 18:0,TAG,154493.78982543945,109390.24819946288,144925.57055664062,257327.620513916,197902.5546875,80107.80517578125,142734.34992980957,141350.95135498047,18966.861267089844,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:5)_FA 18:1,TAG,526429.2896728516,413256.55111694336,638478.0075683594,844812.6567840576,613592.855682373,269262.87811279297,558625.5455322266,565310.7159118652,24735.20167541504,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:5)_FA 18:2,TAG,109363.72732543944,73511.4242553711,87914.9260559082,111287.28692626952,82284.32611083984,51422.043548583984,74605.12561035156,82275.42622375488,21182.44132995605,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:5)_FA 20:0,TAG,46203.20311355591,27875.741981506348,27508.16178894043,20587.02167892456,22229.64178466797,22953.221557617188,23936.961601257324,21266.561820983887,18046.96134185791,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:5)_FA 20:4,TAG,270674.5979003906,170129.2315673828,134986.47106933594,187370.3760986328,137773.189453125,99108.26544189452,107042.5463256836,128076.8296508789,56908.264221191406,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 16:0,TAG,66715.10494995117,56572.7643737793,65414.6848449707,78465.86489868164,65645.20449829102,53283.22393798828,61076.78378295898,61423.82427978516,28520.901596069336,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 16:1,TAG,69423.3656616211,48866.10317993164,37394.80244445801,50796.72355651856,39995.88288116455,35318.52290344238,37576.72233581543,37018.58332824707,36152.20288848877,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 18:0,TAG,74392.08435058594,58772.82403564453,56816.08410644531,73622.58581542969,64279.66442871094,43791.84271240234,48997.70361328125,55977.24346923828,34859.68246459961,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 18:1,TAG,158477.49017333984,110575.22705078124,131672.80961608887,193679.61408996585,133954.2307434082,75890.705078125,124945.4694519043,131036.26953125,21292.06137084961,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 18:2,TAG,521921.1123962402,401637.56564331055,644182.914352417,872190.9426269531,603636.9887237549,268498.01596069336,563809.4963989258,589896.200012207,23812.92179870605,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 20:0,TAG,33034.30242919922,27021.281661987305,24702.121963500977,23381.241928100582,18033.32129669189,23517.681716918945,23321.62187194824,18620.86134338379,28334.26197052002,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:6)_FA 20:4,TAG,364963.8693847656,269574.7639160156,303896.67834472656,347637.7253417969,241842.1187744141,208741.29528808597,234408.97998046875,248068.75744628903,93550.58666992188,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 16:0,TAG,63885.26373291016,44233.043518066406,52155.103759765625,72630.84509277344,53495.8639831543,44517.16323852539,42744.26298522949,50394.34341430664,23594.62156677246,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 16:1,TAG,79119.62557983398,56414.70413208008,68458.72547912598,76198.1852722168,67863.26454162598,56517.92440795898,66834.12530517578,59465.34359741211,28556.76222229004,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 18:0,TAG,59029.50379943848,86909.74519348145,61420.50352478027,100858.96688842772,45670.06282043457,57165.0842590332,54752.72463989258,96341.02716064452,25445.201599121094,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 18:1,TAG,78290.28567504883,64293.48400878906,61139.36437988281,68801.28540039062,59400.84439086914,48413.44329833984,55534.603759765625,55776.2038269043,39011.222747802734,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 18:2,TAG,150463.8507385254,111108.98835754396,136535.6694946289,198095.3359680176,131992.60848236084,74194.86538696289,123486.4888305664,125239.46882629396,21795.08140563965,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 20:0,TAG,29968.06202697754,26199.50186920166,27006.341766357426,29098.582443237305,26805.002311706543,23529.12156677246,22641.38186645508,24519.10174560547,36411.68240356445,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:7)_FA 20:4,TAG,104654.78790283205,100574.08721923828,135754.20922851562,168195.95306396484,112511.58627319336,90229.8275756836,94353.96575927734,97721.1866455078,49940.60345458984,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 16:0,TAG,62556.024841308594,42848.26327514648,53443.22364807129,47735.58377075195,42655.54273986816,42414.22314453125,44723.26361083984,51915.98373413086,26022.34194946289,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 16:1,TAG,60580.70411682129,43292.06289672852,49228.60266113281,69994.1658782959,54712.9430847168,44929.643325805664,49018.64337158203,47440.56303405762,23650.04164123535,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 18:0,TAG,46007.98371887207,34559.082763671875,38018.14265441895,43159.32295227051,37384.64254760742,35996.3621673584,33922.342376708984,33599.362365722656,26831.36215209961,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 18:1,TAG,63518.9440612793,92543.90469360352,60054.104888916016,101355.78584289552,47476.34341430664,52468.56369018555,59732.66418457031,97318.32543182372,29437.34210205078,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 18:2,TAG,84688.30541992188,64908.50424194336,59093.90435791016,65800.64465332031,57398.30401611328,45786.54327392578,50819.723571777344,60575.52471923828,36622.68264770508,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 20:0,TAG,37894.34281921387,27957.861923217773,31767.6219329834,33068.42205810547,22972.82148742676,29376.66201019287,23346.72183227539,25472.741973876957,21755.14144897461,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(56:8)_FA 20:4,TAG,101394.80767822266,88465.90673828125,132490.5880126953,162905.01080322266,116906.1655883789,85809.48556518555,79700.28555297852,92034.52645874023,64226.30374145508,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 16:0,TAG,49168.12365722656,38400.92247009277,33765.62217712402,38927.6022644043,31988.18231201172,37783.56301879883,34980.30238342285,34521.98231506348,64420.96368408203,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 16:1,TAG,93356.027053833,72419.58576965332,53729.763580322266,69607.18472290039,60708.96401977539,80605.76586914062,67386.6449432373,60471.38507080078,19020.741256713867,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 18:0,TAG,108152.00631713869,161491.31071472168,95092.30612182616,106232.70895385742,77286.62408447266,88124.86585998535,86625.0259399414,104986.1880493164,122829.93090820312,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 18:1,TAG,48471.38354492188,33600.26200866699,27994.262008666992,26154.30177307129,25396.96184539795,26029.602165222168,25187.942092895508,25247.14179992676,22646.84157562256,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 18:2,TAG,34462.16246032715,24475.6016998291,19382.12134170532,18042.94130706787,17685.941329956055,20087.701385498047,20559.821350097656,15979.501190185549,18108.541038513184,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 20:0,TAG,53572.883880615234,27872.761993408203,28510.961959838867,30343.281951904297,22633.28164672852,24471.821731567383,25617.64195251465,28400.582229614258,20233.001373291016,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:0)_FA 20:4,TAG,43597.74295425415,38771.84316253662,31078.4418258667,34860.30291748047,22104.601474761963,26364.18186950684,31563.402500152588,38755.0421295166,16751.601188659668,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 16:0,TAG,36049.20261001587,25735.121673583984,22599.841262817383,28956.02193450928,22240.78143310547,23712.761749267574,20890.581520080566,24347.24186706543,19112.701416015625,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 16:1,TAG,49253.3631439209,37708.022521972656,31741.242233276367,38269.46269226074,30331.80212402344,39897.40295410156,35393.462646484375,37525.90270996094,64025.38471984863,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 18:0,TAG,41016.343505859375,28095.061950683597,30083.862365722656,38622.28286743164,30955.342254638672,30391.6826171875,25753.32179260254,31023.20175552368,24704.08151245117,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 18:1,TAG,119836.3081665039,172542.2278289795,124638.72784423828,113047.08764648438,86404.50646972656,105787.18670654295,102825.48812866212,115614.2684249878,90254.94714355467,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 18:2,TAG,43535.20303344727,36361.302421569824,30006.30210876465,28027.841789245605,26258.721603393555,26739.54200744629,25116.06192779541,24144.821731567383,22933.141540527344,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 20:0,TAG,33921.042404174805,27976.88229370117,25459.801971435547,26789.402053833008,22514.16148376465,23807.161582946777,25602.28189086914,21839.86155319214,21224.28151702881,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:1)_FA 20:4,TAG,34204.962463378906,20376.541358947758,20653.9015045166,18600.341094970703,15289.241012573242,18727.60149383545,21123.081466674805,18205.38106918335,18212.781127929688,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 16:0,TAG,38040.28211212158,23499.9217376709,21255.10124206543,21010.981189727783,20574.061447143555,22693.801414489742,22653.98156738281,22271.4216003418,18443.961318969727,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 16:1,TAG,50244.80363464356,25284.54165649414,22545.321395874023,22831.36155700684,21487.961418151852,25073.02170562744,18458.941177368164,20137.441513061523,18418.02131652832,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 18:0,TAG,47865.52297973633,36685.04216003418,28170.221923828125,33837.20196533203,24155.98145294189,32570.922218322758,33347.74247741699,37399.4024810791,19410.981323242188,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 18:1,TAG,35900.162925720215,27507.241928100582,22977.581741333008,27015.341873168945,23783.3819732666,27283.32191467285,26148.76181030273,28879.20188903809,23109.00184631348,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 18:2,TAG,56408.243591308594,47649.12350463867,43945.64343261719,46773.10270690918,42565.88342285156,42534.18305969238,37789.92263793945,51131.88404846192,30040.742401123047,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 20:0,TAG,41912.82267761231,22371.021560668945,22097.04148864746,20283.90163421631,20225.20132446289,20486.861488342285,22371.561630249023,18452.061401367188,21278.34136199951,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:10)_FA 20:4,TAG,43806.862701416016,34584.842376708984,32488.342346191406,35099.16223144531,28770.06202697754,27753.02182006836,27201.301971435547,29708.32208251953,22864.701446533203,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 16:0,TAG,34452.42239379883,27844.222282409668,18720.50141143799,19070.181182861328,17658.46128463745,25581.081497192383,21232.7216796875,17778.961235046387,20092.02130126953,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 16:1,TAG,36474.54232788086,24606.401878356934,22886.86166381836,27084.78192138672,23011.921836853027,24204.581573486328,20853.881240844727,22279.481552124023,17906.241302490234,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 18:0,TAG,40754.38261413574,37895.26265716553,28345.121826171875,33632.30295562744,27220.121955871586,31300.462158203125,26088.041946411133,28114.26211547852,40114.6630859375,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 18:1,TAG,41995.36267089844,30439.66241455078,33958.06265258789,35139.42227172852,31275.462394714355,30262.52165222168,28432.602157592773,34126.6424407959,24592.201873779297,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 18:2,TAG,111850.60754394533,160847.86883544922,120963.4302520752,102581.76666259766,87463.98551940918,100275.90893554688,100272.88745117188,117084.88931274414,88038.02629089355,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 20:0,TAG,46862.2430267334,34745.46240234375,27386.20196533203,24602.441986083984,23323.661544799805,24021.261589050293,23556.901809692383,27501.92163085937,16193.260990142822,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:2)_FA 20:4,TAG,55790.28332519531,52438.94372558594,50586.003662109375,48279.50344848633,42721.602783203125,48199.34307861328,52337.54302978516,44482.9626159668,41615.88311767578,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 16:0,TAG,53076.20413208008,32259.52227783203,25635.622131347656,21812.5814743042,22758.66152191162,30613.96216583252,25850.061637878414,25106.341766357426,36640.90299987793,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 16:1,TAG,36166.58247375488,23861.501693725582,19641.94146728516,19913.10125732422,20205.281356811523,23804.76153564453,22066.10154724121,21834.66149902344,18222.901443481445,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 18:0,TAG,48670.92333984375,26257.121894836426,23281.72149658203,24925.36198425293,25066.64193725586,27925.021797180176,24436.90168762207,25103.84210205078,19471.501426696777,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 18:1,TAG,49589.30363464356,46375.94268798828,32096.88188934326,37987.34293746948,36251.14220428467,33661.92224121094,31844.822463989258,33522.2819519043,50040.80330657959,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 18:2,TAG,40526.74282836914,30554.48207092285,33010.38246154785,33703.40275192261,31020.38208770752,29437.022216796875,27851.061782836918,33211.34248352051,22438.6014251709,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 20:0,TAG,36305.58265686035,33081.10224151611,24312.841789245605,19891.86131668091,19770.04158782959,19728.621536254883,20509.881523132324,19183.8212928772,17507.061416625977,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:3)_FA 20:4,TAG,48618.623680114746,42159.22338867188,39680.60306549072,35113.48258972168,30192.402046203613,33899.562408447266,36548.66290283203,40142.28337097168,38252.98287963867,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 16:0,TAG,34804.42224121094,19541.58123779297,17019.30126953125,17276.10121154785,15240.340980529783,20142.661682128903,17959.12126159668,15436.401229858398,16841.121200561523,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 16:1,TAG,51184.84358215332,33525.162773132324,25497.96203613281,20607.041347503666,22988.041877746586,33398.86218261719,26679.26156616211,23769.90173339844,33434.72286987305,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 18:0,TAG,71563.30522155762,30029.622283935547,27783.84197998047,31122.482421875,27206.2421875,25581.64178466797,26794.06216430664,26362.861907958984,19979.76127624512,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 18:1,TAG,51693.84371948242,32931.782165527344,30766.86197662353,23394.18141937256,23046.68184661865,28953.362228393555,27169.241958618164,27424.781814575195,21081.261459350582,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 18:2,TAG,52005.66400146485,44303.38342285156,32580.20211791992,35651.56241607666,37322.743350982666,36266.80271911621,36526.402923583984,36195.14237213135,48416.92386627197,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 20:0,TAG,59456.20398712158,38736.76286315918,33596.90231323242,30858.30239868164,27482.321784973145,23431.201461791992,29192.82175064087,28323.601943969727,18228.301162719727,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:4)_FA 20:4,TAG,54621.34341430664,28945.722061157227,25690.90193176269,29335.481826782227,24718.141883850098,25588.12181091309,25665.54180908203,25641.801803588867,22720.84147644043,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:5)_FA 16:0,TAG,40418.80316162109,23739.061477661133,19295.44132232666,20015.64129638672,20949.58144378662,24388.70179748535,21722.88165283203,17649.78108215332,19044.241424560547,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:5)_FA 16:1,TAG,33259.842361450195,20213.62127685547,18149.72135925293,19837.96142578125,16621.061225891113,20120.001403808597,18255.721282958984,16544.981163024902,15489.0609664917,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:5)_FA 18:0,TAG,67731.6040649414,43099.083068847656,33183.54228210449,45404.08349609375,35849.922439575195,30409.602157592773,30514.48223876953,36789.54260253906,26653.221435546875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
TAG(58:5)_FA 18:1,TAG,64524.30432128906,36774.88236618042,28880.28196716309,32478.3224029541,28437.08196258545,24700.46182250977,27532.74184417725,25272.762100219727,21113.321350097656,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
